"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"Radiomics-Pathomics","post",3,3,0,"n/a BLOCKED",TRUE,"TOY",NA,"已 source 本技能 脚本_scripts/: 运行骨架_runSkeleton.R","BLOCKED: 需医学影像 DICOM/WSI 与 pyradiomics 环境","2026-07-18 21:28:17"
