"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"InSilicoKO","post",6,4,NA,"GSE207177 in silico KO TF rescued DEGs",FALSE,"REAL","GSE207177","sourced: 运行骨架_runSkeleton.R","TF rescued DEG bar; data_provenance=REAL","2026-07-19 20:48:02"
