"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC","pvalue","padj"
"Rpl32",11.0105357372881,11.018076661399,103.347298559828,4.38632628383048e-10,1.59394224353204e-07,12.5482524095949,11.0105357372881,4.38632628383048e-10,1.59394224353204e-07
"Malat1",14.1728228675833,13.9597246391331,103.300774743996,4.39696391471072e-10,1.59394224353204e-07,12.5473459086422,14.1728228675833,4.39696391471072e-10,1.59394224353204e-07
"Rps14",11.0662717432747,11.045660353391,103.154523169566,4.43060400281593e-10,1.59394224353204e-07,12.5444899429077,11.0662717432747,4.43060400281593e-10,1.59394224353204e-07
"Rps12",11.1364118955817,11.0531227545229,103.153361505162,4.43087242242499e-10,1.59394224353204e-07,12.5444672198487,11.1364118955817,4.43087242242499e-10,1.59394224353204e-07
"Rpl19",11.1185403868481,11.1278849800065,103.068144958401,4.45061565043225e-10,1.59394224353204e-07,12.5427986655668,11.1185403868481,4.45061565043225e-10,1.59394224353204e-07
"Rplp0",11.0625954820576,11.069101050316,102.444328747853,4.59836400061052e-10,1.59394224353204e-07,12.5304842628595,11.0625954820576,4.59836400061052e-10,1.59394224353204e-07
"Gm12840",10.8264551888519,11.0188327272347,102.389196704904,4.61169939696218e-10,1.59394224353204e-07,12.5293874084892,10.8264551888519,4.61169939696218e-10,1.59394224353204e-07
"Rps2",10.9527952878381,10.9215886492489,101.868209091944,4.74000736288774e-10,1.59394224353204e-07,12.518953185042,10.9527952878381,4.74000736288774e-10,1.59394224353204e-07
"Rps16",10.9387256946952,10.8900940863853,101.778175801215,4.76260729065064e-10,1.59394224353204e-07,12.5171372614779,10.9387256946952,4.76260729065064e-10,1.59394224353204e-07
"Rps27a",11.0452913742562,11.0449250109575,101.588269469732,4.81069745612792e-10,1.59394224353204e-07,12.5132945272129,11.0452913742562,4.81069745612792e-10,1.59394224353204e-07
"Hspa8",10.6758997680378,10.6445574268894,101.223672382069,4.90464849100076e-10,1.59394224353204e-07,12.505869395979,10.6758997680378,4.90464849100076e-10,1.59394224353204e-07
"Rpl18a",11.1174665914461,11.0957894255071,101.124198492829,4.93065806139302e-10,1.59394224353204e-07,12.5038326530935,11.1174665914461,4.93065806139302e-10,1.59394224353204e-07
"Rps3a1",11.0565015793152,11.0520164023771,100.908764679961,4.9875506189573e-10,1.59394224353204e-07,12.4994054480261,11.0565015793152,4.9875506189573e-10,1.59394224353204e-07
"Rpl8",10.7619646621879,10.7830735503496,100.274206588523,5.15970659595791e-10,1.59394224353204e-07,12.486235435693,10.7619646621879,5.15970659595791e-10,1.59394224353204e-07
"Rplp1",11.3828753740813,11.2652632181854,100.269209617727,5.16108998346116e-10,1.59394224353204e-07,12.4861309503389,11.3828753740813,5.16108998346116e-10,1.59394224353204e-07
"Rpl17",10.8207172017235,10.8032387223699,100.186933718033,5.18393103113657e-10,1.59394224353204e-07,12.4844088288138,10.8207172017235,5.18393103113657e-10,1.59394224353204e-07
"Rps8",11.1196171449967,11.0248364295529,100.15824598028,5.19192335404124e-10,1.59394224353204e-07,12.4838075856819,11.1196171449967,5.19192335404124e-10,1.59394224353204e-07
"Rpl18",10.5426750862098,10.5642319802092,99.8792340635529,5.27042229276698e-10,1.59394224353204e-07,12.4779389244948,10.5426750862098,5.27042229276698e-10,1.59394224353204e-07
"Ctsl",10.4353801754453,10.6310511008772,99.5254273888144,5.37199763696528e-10,1.59394224353204e-07,12.4704417264557,10.4353801754453,5.37199763696528e-10,1.59394224353204e-07
"Rps7",10.6648146228229,10.6471076403843,99.1015195107645,5.49677149321454e-10,1.59394224353204e-07,12.4613767584412,10.6648146228229,5.49677149321454e-10,1.59394224353204e-07
"Rps19",11.0200667196925,10.9915934438958,98.7843522340616,5.59237817346958e-10,1.59394224353204e-07,12.4545350334616,11.0200667196925,5.59237817346958e-10,1.59394224353204e-07
"Rpl9",11.0165916467041,11.0131036840271,97.7763301999339,5.90960038067119e-10,1.59394224353204e-07,12.4324475446213,11.0165916467041,5.90960038067119e-10,1.59394224353204e-07
"Rps5",10.945922001281,10.9180673521158,97.5552084302921,5.98201330858335e-10,1.59394224353204e-07,12.4275314972692,10.945922001281,5.98201330858335e-10,1.59394224353204e-07
"Rps3",10.6007059707651,10.5799151711529,97.4972434171203,6.00116940928008e-10,1.59394224353204e-07,12.4262385273015,10.6007059707651,6.00116940928008e-10,1.59394224353204e-07
"Rpl15",10.3108118492142,10.3108537057522,97.444235482747,6.01875101101131e-10,1.59394224353204e-07,12.4250545708669,10.3108118492142,6.01875101101131e-10,1.59394224353204e-07
"Rpl28",10.7263316302418,10.7031132971435,97.3944559268733,6.03531746274664e-10,1.59394224353204e-07,12.4239413632612,10.7263316302418,6.03531746274664e-10,1.59394224353204e-07
"Rps18",10.7331895965998,10.7165687297924,97.1501693341382,6.11740310153242e-10,1.59394224353204e-07,12.4184593051549,10.7331895965998,6.11740310153242e-10,1.59394224353204e-07
"Rps9",10.5847125440984,10.4815739583865,97.1365980769383,6.12200202555258e-10,1.59394224353204e-07,12.4181538160994,10.5847125440984,6.12200202555258e-10,1.59394224353204e-07
"Rpl21",10.7886417639388,10.7493962881647,96.6581121685784,6.28679944709912e-10,1.59394224353204e-07,12.4073197088507,10.7886417639388,6.28679944709912e-10,1.59394224353204e-07
"Fau",11.3265538158612,11.2995639229525,96.5275441626251,6.33267888489653e-10,1.59394224353204e-07,12.4043417814495,11.3265538158612,6.33267888489653e-10,1.59394224353204e-07
"Ftl1",11.1818436685263,10.9855541055278,96.402500603008,6.37698973238104e-10,1.59394224353204e-07,12.4014811295121,11.1818436685263,6.37698973238104e-10,1.59394224353204e-07
"Rps13",10.5557709578962,10.5866874693761,96.2334309994334,6.437487789385e-10,1.59394224353204e-07,12.3975996537847,10.5557709578962,6.437487789385e-10,1.59394224353204e-07
"Rps4x",10.9321693632993,10.8440789618024,95.4254221854086,6.73618796948212e-10,1.59394224353204e-07,12.3788306907072,10.9321693632993,6.73618796948212e-10,1.59394224353204e-07
"Rps6",10.457144586543,10.473997746305,95.0919381022646,6.86424142942086e-10,1.59394224353204e-07,12.370977389605,10.457144586543,6.86424142942086e-10,1.59394224353204e-07
"Rpsa",10.6240868966793,10.5688967903044,94.8980701539526,6.94001072010852e-10,1.59394224353204e-07,12.3663828404897,10.6240868966793,6.94001072010852e-10,1.59394224353204e-07
"Rps15a",10.6410454758003,10.6387688556315,94.658847923638,7.03487704059042e-10,1.59394224353204e-07,12.3606836998087,10.6410454758003,7.03487704059042e-10,1.59394224353204e-07
"Rpl26",10.7280458192174,10.6865758119134,94.5998383975511,7.05851385656223e-10,1.59394224353204e-07,12.359272804814,10.7280458192174,7.05851385656223e-10,1.59394224353204e-07
"Ly6c1",11.2291937145421,11.0815865326325,94.5827636845133,7.06537084997298e-10,1.59394224353204e-07,12.3588641792387,11.2291937145421,7.06537084997298e-10,1.59394224353204e-07
