"gene","log2FC","AveExpr","t","pvalue","padj","B","method","contrast"
"Colgalt1",-1.63084443974286,5.72122081671576,-8.33626852055582,2.70742997683624e-05,0.00083580743543156,2.94008648028524,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Per1",2.24855161059915,5.96646924131454,8.33048196917344,2.72148177905391e-05,0.000837843582225447,2.99172973694884,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Slc45a4",-1.93215047191069,3.50888845248838,-8.31094866920222,2.76951601469806e-05,0.000848546347914539,3.07998333590801,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Pwwp3a",-2.10751261975403,2.95095087663093,-8.30259035048826,2.79035641793106e-05,0.000848546347914539,3.09774343429884,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Pno1",1.57193207374874,4.68709427280912,8.29927098593893,2.79868101028365e-05,0.000848546347914539,3.04202386862445,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Spry1",1.7954314567291,4.79775875022476,8.29833507422806,2.80103314423189e-05,0.000848546347914539,3.03969427043983,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Higd1a",1.22662617589196,6.09727431160724,8.29822744847329,2.80130376981162e-05,0.000848546347914539,2.9047769492315,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Btbd2",-2.00328076626246,3.0843761458901,-8.29812768894769,2.80155464159735e-05,0.000848546347914539,3.09061902317517,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Itgb5",-2.28715708884185,5.23105112429664,-8.2868707306907,2.83002386615133e-05,0.000854537734808584,2.92832656924005,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Ncoa4",-1.23418595071568,5.06466783001754,-8.28246657906589,2.8412492682134e-05,0.000854537734808584,2.92061949516222,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Ccl24",-3.87392724193,4.42127207823575,-8.27973723856215,2.84823064031167e-05,0.000854537734808584,3.01317995854248,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"C3ar1",-1.69116098813738,7.50073016414171,-8.27836242303679,2.85175447675731e-05,0.000854537734808584,2.84793903101815,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Atp6v0c",1.01421130856369,10.0711482681192,8.27268336080133,2.86636197295476e-05,0.000856630571545016,2.85152058998044,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Aida",-1.20459936569429,5.06043302294648,-8.2609673752602,2.89676021400252e-05,0.000860813984419036,2.90039234942584,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Ncoa3",-1.07405250474398,5.83269561597792,-8.259841677701,2.89969970841705e-05,0.000860813984419036,2.85664074106493,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Trim30a",-1.68280850739573,6.9950818161372,-8.25408220981031,2.91479102931462e-05,0.000860813984419036,2.82844686686058,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Magoh",1.23037072512162,6.27143157430058,8.25346874761867,2.91640358502383e-05,0.000860813984419036,2.85177826584949,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"AI467606",-1.7207552278428,3.76790630858299,-8.25058852642872,2.92398780806065e-05,0.000860813984419036,3.00411802902818,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Plau",-3.11177053088834,1.54567826651857,-8.24696335106907,2.9335647412608e-05,0.000860813984419036,2.85181215709747,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Arhgap9",-1.58879533232006,4.63870251686078,-8.24680503561758,2.93398376819872e-05,0.000860813984419036,2.92147830103725,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Rgs18",-2.60906991902813,2.86787502337485,-8.23406060519748,2.9679341614519e-05,0.00086343238535242,3.03812207135759,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Slpi",6.06248780075254,6.32608647717806,8.23326349529416,2.97007203733988e-05,0.00086343238535242,3.03642753260653,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Ptpn1",1.63283496756006,8.80869325602015,8.22916059531291,2.98110319191389e-05,0.00086343238535242,2.80191869357098,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Egr2",-1.90466666335027,4.96488154776102,-8.22870291366697,2.98233653828369e-05,0.00086343238535242,2.88336588695737,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Cd300ld",-2.15209019932114,5.94664133187262,-8.22639960725878,2.98855200801383e-05,0.00086343238535242,2.83311873826154,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Mki67",2.89644680772989,5.55238084614226,8.22153389550418,3.00172937890427e-05,0.00086343238535242,2.95906999535333,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Gm29340",-2.10944536451647,2.58937389077615,-8.21793103715576,3.01152817198827e-05,0.00086343238535242,3.01984323548489,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Smim14",-1.65898975184237,5.85500125096864,-8.21773484276149,3.0120627841786e-05,0.00086343238535242,2.8220353280674,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Aldh9a1",-1.84803609616898,4.71493508465166,-8.20758596867842,3.03986153264906e-05,0.000868247505915997,2.88104494578885,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Pex6",-2.35355034085415,2.72160566318147,-8.20597015565402,3.04431358308181e-05,0.000868247505915997,3.01216441596534,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Rab3d",-1.89403721768964,2.62090608819599,-8.19270618824851,3.08113413803466e-05,0.000876524159723936,2.99935195743554,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
"Aoah",2.00742289768574,7.24798720860402,8.18294350733866,3.10855049416727e-05,0.00088209045209489,2.76655314610383,"macrophage_pseudobulk_edgeR-TMM_voom","CLP vs Control"
