"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","37/1770","110/11190",0.336363636363636,2.12650231124807,5.14654018536115,2.85159303024585e-06,9.07325055078226e-05,6.40104807667905e-05,"210789/20111/58805/16367/140491/228775/170826/23797/19697/18709/14584/110078/19246/12894/105651/16193/14936/12702/56717/20848/11606/208104/20525/26457/26568/18762/21937/16337/53412/22260/18035/22259/384783/74551/100705/108099/26569",37
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","33/1770","95/11190",0.347368421052632,2.19607493309545,5.07473486226883,4.40315474378857e-06,0.000128425346693833,9.06022393904384e-05,"20310/20311/56221/213208/22035/16174/252837/24047/20296/12774/18829/20293/17000/20303/21933/13051/20304/12978/16193/20315/12778/20292/14825/57266/21937/20305/20302/15945/16155/16182/12777/20295/55985",33
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","52/1770","181/11190",0.287292817679558,1.81627493210975,4.79908707367426,6.97485158378526e-06,0.000171493133711427,0.000120985945176235,"12568/16202/19206/20361/54712/20358/70584/243743/19649/20346/18846/18803/19057/18709/56513/20353/12325/170758/22065/20359/18209/22066/20315/244058/241568/19353/20355/214968/13848/20350/12934/140570/17295/107449/18845/11854/13838/18762/16728/20563/14679/13836/19876/13641/17974/268902/231148/270190/93742/18186/26417/223881",52
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","59/1770","214/11190",0.275700934579439,1.74299065420561,4.75691079366657,7.18967521864395e-06,0.000171493133711427,0.000120985945176235,"14293/78134/74206/16409/64143/75600/16590/14062/26416/18795/16000/215449/14183/18796/18441/23797/14681/18803/18709/56513/21687/21825/17311/11541/170758/14254/12978/14205/14180/26397/223864/19395/12927/50791/240168/19353/11513/18797/18591/18049/26415/18760/71785/18654/17295/18762/54635/14679/16337/26399/13836/11465/11600/93742/74055/26417/11515/17532/20469",59
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","33/1770","97/11190",0.34020618556701,2.15079503756771,4.93419330658309,7.34970573048971e-06,0.000171493133711427,0.000120985945176235,"20310/20311/19225/22034/22033/17392/50772/26416/20296/15519/171095/20293/19697/103213/16819/16193/16172/12985/12608/20292/239114/26415/14825/14082/56489/56480/15945/18035/21929/14283/26417/66724/20295",33
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","29/1770","81/11190",0.358024691358025,2.26344423519565,4.94672676935556,8.42453184696746e-06,0.000184286634152413,0.00013001157617071,"11783/11920/14102/103140/13866/58801/12371/12575/17685/23797/18709/14873/17688/14872/26408/17246/14871/14082/14865/14869/14863/11797/14862/17686/12122/11796/26417/68312/20529",29
"Metabolism","Global and overview maps","mmu01232","Nucleotide metabolism","29/1770","84/11190",0.345238095238095,2.18260694108152,4.71582902204708,1.88376874508936e-05,0.000387834741636045,0.000273611845404697,"12495/66566/12497/171567/76654/105446/66355/320685/14544/18102/50773/79059/68106/229665/75686/56520/56248/72269/27369/22169/11717/80914/22271/54369/11486/78801/11639/23959/209558",29
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","58/1770","219/11190",0.264840182648402,1.67432861233651,4.36844986805944,3.1371677527676e-05,0.000610004840815922,0.000430349662584048,"11920/108829/17869/15081/16409/14030/16178/17392/21813/12575/20181/107986/22431/15242/260298/16000/19126/18792/19697/12475/17095/17355/14254/12978/14009/53618/16193/16009/12394/12053/12444/109115/17246/12608/27015/18124/11908/50528/16480/21423/67603/18211/12395/12580/17295/17125/14011/19696/11797/17342/18791/17349/11796/70122/80859/17268/20375/18627",58
"Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway","41/1770","140/11190",0.292857142857143,1.85145278450363,4.39440689693279,3.89234646108569e-05,0.000717011190199996,0.000505841106701428,"216148/102093/75600/16367/140491/16369/23797/18747/18709/110078/14104/19246/105651/14252/216233/26987/14936/12702/23921/56717/22084/20418/14121/212032/18762/20411/16337/110094/16890/14120/53412/16332/384783/74551/26417/100705/19088/108099/15277/208650/271849",41
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","59/1770","227/11190",0.259911894273128,1.6431718061674,4.24357653053796,4.85493172176678e-05,0.000849613051309187,0.000599389817085478,"11783/12495/14102/54721/17869/17060/22034/22033/13555/66413/12371/12575/26416/107986/100038882/20963/12571/66513/23797/19697/18709/15894/14128/12447/26397/16193/19698/12902/12444/23960/20848/12399/17246/228607/27015/19353/246730/26415/23996/24088/14082/56489/56480/12505/15042/18037/213233/26399/59029/18036/17999/22352/15945/12122/18035/20846/21929/22123/18034",59
"Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway","36/1770","121/11190",0.297520661157025,1.88093570528085,4.2231793254676,7.87581797488767e-05,0.00131263632914794,0.000926046095943762,"216148/22034/75600/20111/17164/16367/26416/215449/108960/23797/18803/19697/18709/12325/11911/26401/72843/23921/26408/14570/19353/18212/12064/20418/18049/26415/18211/17179/18037/73914/18036/19165/18035/18205/26417/271849",36
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway","42/1770","149/11190",0.281879194630872,1.78204982368331,4.16562499356166,8.34393775409921e-05,0.00132609541082754,0.000935541284952029,"216148/78134/64143/67168/16590/14062/18795/20963/18796/56077/110197/23797/18803/104418/18709/103967/20698/217480/17311/67916/380921/223864/19157/56717/22084/52123/11606/11513/18797/20418/18591/14127/11607/71785/320207/54635/14674/16337/26417/11515/271849/17532",42
"Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action","35/1770","117/11190",0.299145299145299,1.8912067217152,4.20044742313956,8.7143412711524e-05,0.00132609541082754,0.000935541284952029,"216148/58991/16367/26416/16369/18795/16000/18796/16452/23797/18803/18747/18709/11911/216233/26401/26397/16009/12702/14602/56717/20848/12927/11513/18797/20418/14672/26415/14679/26399/20846/384783/26417/11515/271849",35
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","40/1770","141/11190",0.283687943262411,1.79348479384541,4.11001584996538,0.000104659477252381,0.00151545849881692,0.00106913422646558,"20310/14102/22034/20249/26416/16842/110695/171095/50490/66513/23797/19697/12475/14104/12894/56752/26397/16193/16172/64899/26408/78070/20250/329065/16803/26415/14825/14082/56489/56480/11529/21937/26399/21414/12267/18035/100705/66724/16159/108099",40
"Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","28/1770","87/11190",0.32183908045977,2.034677576466,4.1995360359856,0.00010824703562978,0.00151545849881692,0.00106913422646558,"12359/67528/224824/26378/68603/67725/11666/668173/19300/20656/15488/17527/74114/76263/111175/51798/212503/17855/113868/50790/54683/26874/69129/13850/59038/74043/56794/67993",28
"Environmental Information Processing","Signaling molecules and interaction","mmu04518","Integrin signaling","42/1770","153/11190",0.274509803921569,1.73546028580924,3.97041807267572,0.000159533644249281,0.00214756828797109,0.00151507861293096,"12827/16202/16409/16400/13866/16780/19303/16000/22329/23797/18709/15894/21825/170758/14254/14205/245026/12444/56717/109711/241226/22370/19353/18591/21826/12826/64099/15896/12829/71785/18654/17295/73341/54635/12824/11465/319480/17974/17123/12835/21923/16419",42
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway","59/1770","237/11190",0.248945147679325,1.57383966244726,3.87039250705057,0.00017668758132523,0.00223038822843953,0.00157350689259535,"240057/225870/216148/64143/75600/16590/14696/70584/16000/14701/215449/14183/53357/23797/18803/19697/18747/18709/21687/17311/170758/14254/12978/225845/14697/14205/14709/14180/19395/240168/19353/18212/12064/20418/18591/18049/18211/71785/18654/14256/17295/19765/66066/56480/19696/54635/16337/23872/19418/13836/11600/19345/18205/74055/18015/26417/271849/17532/66350",59
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","41/1770","149/11190",0.275167785234899,1.73962006597657,3.93962090300188,0.00017952814544262,0.00223038822843953,0.00157350689259535,"18412/16177/75600/12159/16178/103140/18024/26416/20296/15519/22329/20293/23797/18159/19697/18709/14873/15894/170758/20339/20971/14872/26408/19353/18591/11481/26415/14871/13039/18762/14865/12390/14869/21937/14863/26399/11465/14862/18791/12389/68312",41
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","33/1770","112/11190",0.294642857142857,1.86274213075061,3.97755465860214,0.000188428118940679,0.00223038822843953,0.00157350689259535,"19225/13654/75600/17164/216799/26416/12042/20963/23797/19697/19057/18709/17474/16193/19698/69810/17246/14127/239114/26415/56489/56619/12051/12795/240354/18035/20846/18034/26417/16159/20295/208650/17532",33
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","31/1770","103/11190",0.300970873786408,1.90274806648017,3.98965161875081,0.000191176133866245,0.00223038822843953,0.00157350689259535,"14102/18787/52432/22034/21813/26416/21808/20296/18795/18796/20293/23797/14681/19697/18709/20304/16193/18797/14672/26415/24088/14082/14680/14679/21937/51792/20302/18035/26417/16159/19053",31
"Cellular Processes","Cell growth and death","mmu04210","Apoptosis","38/1770","136/11190",0.279411764705882,1.76645064805583,3.89807991624092,0.000217039503369886,0.00245044600578903,0.00172875449703187,"11783/12333/11920/14102/12334/22035/58801/12371/18646/13665/12983/23797/19697/21933/22146/12984/18709/11911/13347/13032/26408/18049/16906/18211/14082/11545/13039/21937/11797/18952/11465/12123/12122/18035/11796/26417/229445/56464",38
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","31/1770","104/11190",0.298076923076923,1.88445241199478,3.92790089783963,0.000231785836698694,0.00253515758889197,0.0017885173034328,"54721/22034/26410/26416/66513/23797/20303/19697/54473/18709/12475/20304/26397/16193/53791/19353/16803/26415/225471/24088/14082/56489/56480/12519/26399/20302/15945/18035/20846/26417/16159",31
"Metabolism","Nucleotide metabolism","mmu00240","Pyrimidine metabolism","20/1770","57/11190",0.350877192982456,2.21825750817722,3.99693640836749,0.000281750604489825,0.0029003738697482,0.00204617214929673,"12495/12497/171567/76654/320685/18102/50773/56749/79059/68106/56520/103149/72269/22169/80914/22271/66401/54369/23959/209558",20
"Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation","20/1770","57/11190",0.350877192982456,2.21825750817722,3.99693640836749,0.000281750604489825,0.0029003738697482,0.00204617214929673,"257633/11409/15107/12035/110695/11761/110460/13171/15360/56752/73724/100470/52538/113868/110821/227095/72039/13382/224530/17850",20
"Metabolism","Metabolism of terpenoids and polyketides","mmu00900","Terpenoid backbone biosynthesis","11/1770","23/11190",0.478260869565217,3.02358142962417,4.21088289564497,0.000319283576877542,0.00319283576877542,0.00225249982269143,"68603/56075/67422/15357/110460/52014/15360/192156/17855/66881/224530",11
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway","34/1770","120/11190",0.283333333333333,1.79124293785311,3.77731739027949,0.000343544176432878,0.00334001282643075,0.0023563311251076,"17869/210789/15251/12159/21834/12371/18640/20181/18641/18795/18796/232975/23797/18803/18747/18709/72469/76199/21833/11928/54720/56717/22084/98660/17246/18797/20525/11932/11936/11465/11933/20846/74055/26417",34
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","21/1770","64/11190",0.328125,2.07441737288136,3.73637364423469,0.000567685676390793,0.00527850094698933,0.00372390667990113,"15107/73582/110695/64707/69726/110460/56752/74729/14013/269132/233904/78920/70673/14055/26432/270076/235386/209692/13382/213389/224530",21
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","31/1770","109/11190",0.284403669724771,1.79800964080236,3.62901470807189,0.000573094388530271,0.00527850094698933,0.00372390667990113,"54721/22034/16780/12371/26416/21808/12774/16452/66513/23797/14681/19697/11689/193740/12265/26397/20848/26415/24088/320207/14679/21937/26399/18036/11797/18035/20846/11796/16155/26417/16159",31
"Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway","41/1770","158/11190",0.259493670886076,1.6405277837374,3.51476431320157,0.000676410096310504,0.00607034701817119,0.00428254272137223,"14368/16475/17869/18787/52432/12159/68473/21813/104318/21808/16842/12006/16798/216033/211652/56513/23859/57265/22411/12444/22631/242316/17125/11839/18762/14633/11797/13385/11465/51792/21414/12234/27494/11796/93742/216795/19053/23805/20583/64010/22420",41
"Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism","15/1770","40/11190",0.375,2.37076271186441,3.76453780376085,0.000718506075481974,0.00628692816046727,0.00443533760966281,"27364/11754/76238/110695/109731/71776/12411/192166/434437/107869/14711/14431/237940/235582/13382",15
"Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series","8/1770","15/11190",0.533333333333333,3.37175141242938,3.98426164107081,0.00087135245842322,0.0073137757813701,0.00515976387255884,"50935/15211/20444/20442/54218/20447/12091/15212",8
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","45/1770","180/11190",0.25,1.58050847457627,3.40336067168259,0.000897721762333958,0.0073137757813701,0.00515976387255884,"11783/16409/22034/75600/12371/26416/21808/12042/20963/108960/16452/23797/19697/19057/108664/12475/20698/12325/18779/12265/16193/15526/14130/12608/16803/14127/26415/13115/257632/24088/14082/19727/56619/22337/21937/12795/240354/140494/19345/12122/20846/246256/16155/26417/16159",45
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","30/1770","107/11190",0.280373831775701,1.77253286868367,3.48046288749259,0.00090192123720218,0.0073137757813701,0.00515976387255884,"12827/20310/16409/16177/17831/16178/16780/21808/18795/18796/11846/11847/19697/18747/18709/12475/226421/16193/109711/18797/12826/14672/12825/14825/12829/24088/14680/19345/16159/12479",30
"Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway","23/1770","75/11190",0.306666666666667,1.93875706214689,3.53578569197525,0.000925385469123445,0.0073137757813701,0.00515976387255884,"11783/11920/50883/14102/18787/58801/12371/12575/268697/107986/12571/16000/21933/21825/12447/16009/12444/12649/22084/17246/29813/140742/12122",23
"Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","13/1770","33/11190",0.393939393939394,2.49049820236261,3.71681999412284,0.00094034260046187,0.0073137757813701,0.00515976387255884,"12359/76238/71562/67432/110460/434437/73724/110821/60525/235582/13382/224530/17850",13
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","20/1770","62/11190",0.32258064516129,2.0393657736468,3.55723466927232,0.000970547624612712,0.00738460149161846,0.00520973039490134,"257633/170439/11409/54326/15107/20249/15488/110460/14104/12894/78070/76267/20250/329065/66775/52538/113868/50790/56473/224530",20
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","35/1770","132/11190",0.265151515151515,1.67629686697483,3.38799582919951,0.00107275351031648,0.0079885899704419,0.00563583560042503,"18412/54721/17060/16177/22034/21813/21943/26416/21808/20963/232801/66513/23797/19697/19057/18709/11433/12978/19698/12702/14130/19353/26415/14284/21937/26399/17342/18035/20846/14283/18034/246256/26417/18383/20375",35
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","49/1770","202/11190",0.242574257425743,1.53356267830173,3.31710044025141,0.0011123652585059,0.00811099667660553,0.00572219177527945,"12827/216148/12334/16202/16400/13866/16780/19303/70584/16000/215449/330662/13730/23797/18709/21825/170758/14254/14205/22793/245026/12444/109711/241226/12927/22370/19353/20418/18591/21826/12826/64099/12829/71785/18654/17295/54635/12824/12390/11797/11465/319480/12835/12389/11796/26417/21923/271849/16419",49
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","59/1770","254/11190",0.232283464566929,1.46850393700787,3.27384166125201,0.00116693700210943,0.00833526430078166,0.00588040936624747,"14102/17869/19225/16177/75600/22033/13555/72512/12371/19303/12575/26416/20296/18795/14696/12571/14701/12774/18796/20293/23797/14681/20303/19697/19057/18747/18709/20304/170758/11911/14697/14709/16193/20315/56717/22084/20848/12927/17246/19353/11513/18797/14672/26415/14082/66066/56480/15042/14679/213233/14674/21937/26399/20302/12122/18035/16155/26417/11515",59
"Genetic Information Processing","Information processing in viruses","mmu03250","Viral life cycle - HIV-1","20/1770","63/11190",0.317460317460317,2.00699488835082,3.47428399306953,0.00121403002453369,0.00849821017173585,0.00599536534018827,"17754/12774/20587/75608/12504/93736/235180/218210/26943/19384/319236/103573/76895/19386/192657/18550/12121/13716/70122/667823",20
"Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway","44/1770","179/11190",0.245810055865922,1.55401950572862,3.23888112316866,0.00146644790259059,0.0100638581550335,0.0070999075278147,"14368/381104/106042/17869/76441/22402/107934/20319/16842/18795/18796/12006/21886/19057/18747/12325/170758/140577/114606/57265/212398/18099/73739/20671/22411/12444/19353/18797/16348/54630/74499/93840/229658/21887/21414/12234/19015/14283/328949/216795/26563/23805/22420/494504",44
"Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism","20/1770","64/11190",0.3125,1.97563559322034,3.39285198554612,0.00150782291005319,0.0101488080484349,0.00715983845871186,"66853/67800/110695/56077/110197/67861/104418/217480/67916/56752/380921/64899/52123/231510/16956/225913/16891/235582/67216/23945",20
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","44/1770","181/11190",0.243093922651934,1.53684801947748,3.15626548048348,0.00185430034932077,0.0121950436522638,0.00860342831694536,"18412/12333/11920/50883/12334/17869/18787/75600/13555/17164/15257/21813/12575/268697/26416/21808/12571/19360/23797/19697/19057/103213/18709/12447/26397/16193/16009/12444/15259/56717/12649/22084/17246/19355/26415/11740/15042/26399/12234/17865/26417/14235/17532/19650",44
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","29/1770","107/11190",0.271028037383178,1.71344843972755,3.21427206177294,0.00193067832351728,0.0121950436522638,0.00860342831694536,"16178/17392/13555/13866/12371/12575/16842/16000/15519/14183/18792/23797/19697/18709/11911/12447/56717/17246/50528/18591/71785/14276/11835/54635/14869/21414/18791/18035/26417",29
"Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","17/1770","52/11190",0.326923076923077,2.06681877444589,3.34230080676879,0.00193425048553491,0.0121950436522638,0.00860342831694536,"12359/15107/13078/110695/71562/109731/11761/110460/56752/100470/78920/21743/270076/209692/13382/237320/224530",17
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome biogenesis","58/1770","254/11190",0.228346456692913,1.44361403977045,3.09991445150311,0.0019512069843622,0.0121950436522638,0.00860342831694536,"56722/27419/75425/17828/117197/21425/320528/27426/109685/16004/15211/66049/252903/64933/76161/108664/65221/79196/11433/94245/231855/69596/252972/13032/56716/56717/235504/83409/215335/64291/71279/381201/11305/13423/268706/68526/72392/74347/18010/11769/18174/13039/12751/99031/27029/17342/12091/74105/140494/108012/214585/15932/15212/16541/229445/56464/192654/68279",58
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia","21/1770","70/11190",0.3,1.89661016949153,3.26179832585823,0.00205746799192722,0.0126335753890268,0.00891280616498986,"17869/16409/16590/16842/23797/19697/18709/12475/18712/12978/12394/56717/20848/16480/67603/12395/21414/19015/26417/20375/18627",21
"Organismal Systems","Endocrine system","mmu04923","Regulation of lipolysis in adipocytes","18/1770","57/11190",0.315789473684211,1.9964317573595,3.26915643261886,0.00223653292064861,0.0134296134930326,0.00947439962546918,"11554/66853/19225/16367/16369/23797/18747/18709/225845/11832/11513/14679/16337/16890/23945/384783/18160/11515",18
"Organismal Systems","Endocrine system","mmu03320","PPAR signaling pathway","25/1770","89/11190",0.280898876404494,1.77585221862502,3.1852958595589,0.00226384913168264,0.0134296134930326,0.00947439962546918,"16202/20249/57875/20181/18830/12894/15360/11832/104086/78070/20250/329065/26457/16956/113868/50790/22227/12140/20411/56473/108078/19015/22259/74551/26569",25
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","23/1770","80/11190",0.2875,1.81758474576271,3.18110176536049,0.00240094490929809,0.0140055119709055,0.00988068773836968,"242248/17060/12042/20963/232801/23797/19697/19057/18709/170758/12902/68713/83490/240168/14130/19353/12520/18037/18036/240354/18035/16332/26417",23
"Metabolism","Global and overview maps","mmu01240","Biosynthesis of cofactors","38/1770","153/11190",0.248366013071895,1.57017835382741,3.07813553548154,0.00245225044407796,0.0140702894332342,0.0099263873085877,"171567/13361/12035/22276/75735/56738/71562/67417/232087/29807/18102/20751/56749/79059/56520/27973/78914/270685/56248/14528/56316/22169/19286/17025/223646/623661/77697/14629/66812/54369/230027/78801/11639/57028/227683/71743/13382/20148",38
"Organismal Systems","Digestive system","mmu04973","Carbohydrate digestion and absorption","16/1770","49/11190",0.326530612244898,2.06433759944656,3.23647440013231,0.0026353414625001,0.0148516647263376,0.0104776363663637,"18795/18796/232975/23797/18709/242851/11928/83771/98660/18797/11932/212032/11936/14385/11933/15277",16
"Human Diseases","Cancer: specific types","mmu05225","Hepatocellular carcinoma","42/1770","174/11190",0.241379310344828,1.5260081823495,3.03118176137138,0.00267329965074077,0.0148516647263376,0.0104776363663637,"14368/216148/17869/13555/103140/29861/18024/21813/12575/21808/107986/16842/12571/12006/20587/23797/18803/18709/14873/57265/212398/22411/56717/14872/27015/20418/50493/14871/17295/26462/14865/14869/14863/11465/14862/21414/216795/26417/68312/271849/23805/22420",42
