"gene","log2FC","pvalue","padj","pct.1","pct.2","method","contrast"
"Plaur",1.74303877601197,3.41154083094575e-145,6.74427506869664e-141,0.427,0.09,"macrophage_FindMarkers","Sepsis vs Control"
"Ppa1",2.07696587163351,3.9544062202102e-145,7.81746565673354e-141,0.33,0.043,"macrophage_FindMarkers","Sepsis vs Control"
"Fcrls",-2.95064430354336,2.14349946729979e-143,4.23748409690495e-139,0.234,0.547,"macrophage_FindMarkers","Sepsis vs Control"
"Nus1",1.6926933776804,4.91916794626829e-143,9.72470311297778e-139,0.43,0.087,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl4",1.4077969562836,3.82177880363946e-141,7.55527451691485e-137,0.895,0.605,"macrophage_FindMarkers","Sepsis vs Control"
"Psmc1",1.46688661387275,1.3348358242462e-140,2.63883694095231e-136,0.442,0.103,"macrophage_FindMarkers","Sepsis vs Control"
"Rilpl2",1.2663491527739,2.51703414784243e-140,4.9759248068697e-136,0.672,0.269,"macrophage_FindMarkers","Sepsis vs Control"
"Slfn2",1.06092606670453,3.17916596556401e-140,6.28489319732349e-136,0.861,0.46,"macrophage_FindMarkers","Sepsis vs Control"
"Snx18",1.27711975173233,6.15483725924211e-138,1.21674977777957e-133,0.537,0.163,"macrophage_FindMarkers","Sepsis vs Control"
"Hspd1",1.22864052270345,1.06235192323843e-137,2.10016351705005e-133,0.633,0.238,"macrophage_FindMarkers","Sepsis vs Control"
"Fosb",-1.20971247318194,1.12187342740715e-137,2.2178315786412e-133,0.871,0.9,"macrophage_FindMarkers","Sepsis vs Control"
"Krtcap2",1.09552965595222,1.77655471308834e-137,3.51207101230434e-133,0.721,0.315,"macrophage_FindMarkers","Sepsis vs Control"
"Pou2f2",1.1422806915432,2.64891426351761e-137,5.23663860754796e-133,0.489,0.13,"macrophage_FindMarkers","Sepsis vs Control"
"S100a10",1.22183881938016,3.64414100537688e-136,7.20410235352955e-132,0.822,0.489,"macrophage_FindMarkers","Sepsis vs Control"
"Lrrc25",1.11441230201965,6.67863258313861e-136,1.32029887536067e-131,0.726,0.327,"macrophage_FindMarkers","Sepsis vs Control"
"Sik1",1.93710488358021,3.79646240969514e-135,7.50522653772633e-131,0.309,0.044,"macrophage_FindMarkers","Sepsis vs Control"
"Aprt",1.24024914391291,3.09901557152584e-134,6.12644388334944e-130,0.617,0.233,"macrophage_FindMarkers","Sepsis vs Control"
"Gnl3",1.11803971825969,6.56504416596833e-134,1.29784358117028e-129,0.657,0.247,"macrophage_FindMarkers","Sepsis vs Control"
"Rbis",1.22598299760555,7.0941355503934e-134,1.40243965695727e-129,0.577,0.183,"macrophage_FindMarkers","Sepsis vs Control"
"Timp2",-2.00885912667491,8.5316438667595e-134,1.68662067601968e-129,0.544,0.682,"macrophage_FindMarkers","Sepsis vs Control"
"Igfbp4",-3.38067147058023,1.64656477262772e-133,3.25509389900773e-129,0.147,0.47,"macrophage_FindMarkers","Sepsis vs Control"
"Rgs1",1.91898198593297,1.38558461307338e-132,2.73916222158477e-128,0.636,0.279,"macrophage_FindMarkers","Sepsis vs Control"
"Slc39a14",3.25089435109279,5.42373551267257e-132,1.07221827350024e-127,0.226,0.01,"macrophage_FindMarkers","Sepsis vs Control"
"Srm",2.23701494058318,5.66606286158975e-131,1.12012396710768e-126,0.286,0.037,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl7",1.46936866242814,1.55448173221715e-130,3.07305493642009e-126,0.769,0.411,"macrophage_FindMarkers","Sepsis vs Control"
"Tmed5",1.11524578706352,3.21458439972406e-130,6.3549118998145e-126,0.65,0.248,"macrophage_FindMarkers","Sepsis vs Control"
"Ets2",1.0301146953364,1.12914473728742e-129,2.2322062311435e-125,0.761,0.349,"macrophage_FindMarkers","Sepsis vs Control"
"Tnfaip3",1.41505108095912,3.27750883554818e-129,6.47930721699519e-125,0.685,0.313,"macrophage_FindMarkers","Sepsis vs Control"
"Apoc2",3.1017675930757,5.62039234392809e-129,1.11109536247114e-124,0.223,0.014,"macrophage_FindMarkers","Sepsis vs Control"
"Mef2c",-2.34783787661359,1.13619437061373e-126,2.24614265126628e-122,0.341,0.589,"macrophage_FindMarkers","Sepsis vs Control"
"Ccdc86",1.26164011161039,6.49253408115203e-126,1.28350906250294e-121,0.449,0.113,"macrophage_FindMarkers","Sepsis vs Control"
"Sgms1",1.06922597433089,8.41610196165505e-126,1.66377919679959e-121,0.499,0.145,"macrophage_FindMarkers","Sepsis vs Control"
"Lrg1",4.92515633305825,1.20999014826216e-125,2.39202952409947e-121,0.192,0.003,"macrophage_FindMarkers","Sepsis vs Control"
"Nme1",1.0606294564024,5.21717448793899e-125,1.03138322452066e-120,0.678,0.319,"macrophage_FindMarkers","Sepsis vs Control"
"Tma16",2.33033604404446,3.01327124302811e-124,5.95693592034226e-120,0.27,0.032,"macrophage_FindMarkers","Sepsis vs Control"
"Cpd",1.39800165154222,3.44430763604569e-124,6.80905176569872e-120,0.387,0.091,"macrophage_FindMarkers","Sepsis vs Control"
"Dtx2",2.29556485690027,6.94276508297539e-124,1.37251522925341e-119,0.26,0.028,"macrophage_FindMarkers","Sepsis vs Control"
"Slc15a3",1.0239142990651,8.30038966694241e-124,1.64090403325785e-119,0.528,0.164,"macrophage_FindMarkers","Sepsis vs Control"
"Polr2f",1.02568301264281,2.8206152852174e-123,5.57607435734628e-119,0.584,0.199,"macrophage_FindMarkers","Sepsis vs Control"
"Lrrc59",1.24316259220344,3.93366916526765e-123,7.77647057281763e-119,0.433,0.113,"macrophage_FindMarkers","Sepsis vs Control"
"Rnf149",1.50948505700975,9.12747332590755e-123,1.80441020179866e-118,0.39,0.087,"macrophage_FindMarkers","Sepsis vs Control"
"Rgs10",-1.74918579036444,3.37384722471073e-122,6.66975857853063e-118,0.567,0.68,"macrophage_FindMarkers","Sepsis vs Control"
"Cct6a",1.19783293442199,5.55644333400793e-121,1.09845328270003e-116,0.52,0.167,"macrophage_FindMarkers","Sepsis vs Control"
"Samsn1",1.05894989741877,2.38681244820148e-120,4.7184895288495e-116,0.578,0.203,"macrophage_FindMarkers","Sepsis vs Control"
"Cacna1d",1.82402599012043,1.1856036668934e-119,2.34381988908155e-115,0.315,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"Ell2",2.11131789851884,1.85026414641453e-119,3.65778719104689e-115,0.266,0.035,"macrophage_FindMarkers","Sepsis vs Control"
"Ltc4s",-3.07751985301476,2.44075189274363e-119,4.82512241676488e-115,0.142,0.439,"macrophage_FindMarkers","Sepsis vs Control"
"Mrps28",1.50959757699,6.29616056646776e-119,1.24468798238501e-114,0.369,0.079,"macrophage_FindMarkers","Sepsis vs Control"
"Ly6a",2.04421355941025,4.20241256498037e-118,8.30774939970969e-114,0.297,0.046,"macrophage_FindMarkers","Sepsis vs Control"
"Slc2a1",2.30245865484009,6.52022903354444e-118,1.2889840776414e-113,0.243,0.029,"macrophage_FindMarkers","Sepsis vs Control"
"Gpr34",-7.03666254219424,2.0246348539872e-117,4.0025006428473e-113,0.007,0.278,"macrophage_FindMarkers","Sepsis vs Control"
"Serpina3n",6.55869158488724,1.08817859154805e-116,2.15122025763133e-112,0.169,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Mphosph10",1.75376096727263,2.32504367729909e-116,4.59637884565257e-112,0.317,0.056,"macrophage_FindMarkers","Sepsis vs Control"
"1110008P14Rik",1.68988094185347,5.77485701673702e-116,1.14163148363874e-111,0.345,0.073,"macrophage_FindMarkers","Sepsis vs Control"
"Cp",1.49244417255818,8.70461583455655e-116,1.72081550433348e-111,0.384,0.095,"macrophage_FindMarkers","Sepsis vs Control"
"Ybx3",1.1829144173678,8.99664999761062e-116,1.77854773802764e-111,0.451,0.125,"macrophage_FindMarkers","Sepsis vs Control"
"Dusp2",2.17186624169012,1.39476664099103e-115,2.75731417257517e-111,0.437,0.132,"macrophage_FindMarkers","Sepsis vs Control"
"Kmt5a",1.46278701703599,2.77200608598175e-115,5.47997883137731e-111,0.34,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Rtp4",1.39247474345993,5.84372200831615e-115,1.15524540382402e-110,0.389,0.096,"macrophage_FindMarkers","Sepsis vs Control"
"Klra2",2.71126507739303,2.15599187740937e-114,4.26218034245057e-110,0.232,0.024,"macrophage_FindMarkers","Sepsis vs Control"
"Cxcl13",9.78566875946845,1.17233972238726e-112,2.31759839718738e-108,0.162,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Nlrp3",1.25411403482442,1.55431680953203e-112,3.07272890076387e-108,0.66,0.289,"macrophage_FindMarkers","Sepsis vs Control"
"Mrto4",1.33940802344402,2.35823680032153e-112,4.66199833055563e-108,0.371,0.08,"macrophage_FindMarkers","Sepsis vs Control"
"Fcgr1",1.06053162755431,5.5015715033742e-112,1.08760567050205e-107,0.614,0.255,"macrophage_FindMarkers","Sepsis vs Control"
"H2afz",-1.2946389504815,8.73932500326033e-112,1.72767715989453e-107,0.781,0.776,"macrophage_FindMarkers","Sepsis vs Control"
"Rcan1",1.60203198977593,3.49483754902218e-111,6.90894435066194e-107,0.367,0.09,"macrophage_FindMarkers","Sepsis vs Control"
"Chd7",1.14906227849212,4.53492011428868e-111,8.96508357393729e-107,0.381,0.095,"macrophage_FindMarkers","Sepsis vs Control"
"Osgin2",2.11819675202564,9.50089463685846e-111,1.87823186076055e-106,0.273,0.043,"macrophage_FindMarkers","Sepsis vs Control"
"Dusp16",1.52950564169627,1.09759069363089e-110,2.16982704223891e-106,0.349,0.08,"macrophage_FindMarkers","Sepsis vs Control"
"Basp1",1.14303247227889,1.15345028240273e-110,2.28025586328195e-106,0.681,0.326,"macrophage_FindMarkers","Sepsis vs Control"
"Mdm2",1.10776084969569,6.08887283255146e-110,1.2037092702671e-105,0.564,0.208,"macrophage_FindMarkers","Sepsis vs Control"
"Ufm1",1.16705484853714,2.50912324533419e-109,4.96028574370116e-105,0.448,0.129,"macrophage_FindMarkers","Sepsis vs Control"
"Igf1",-3.95458054345062,1.08693901490297e-108,2.14876973856169e-104,0.075,0.36,"macrophage_FindMarkers","Sepsis vs Control"
"Nhp2",1.05106154310037,4.47089946264026e-108,8.83852114769353e-104,0.49,0.16,"macrophage_FindMarkers","Sepsis vs Control"
"Nol12",1.27384321043176,5.67629049415379e-108,1.12214586778926e-103,0.343,0.078,"macrophage_FindMarkers","Sepsis vs Control"
"Filip1l",1.23129013367457,1.80985600027052e-107,3.57790432693479e-103,0.401,0.11,"macrophage_FindMarkers","Sepsis vs Control"
"Dok3",1.01365038331318,5.48336988335969e-107,1.08400739224138e-102,0.444,0.138,"macrophage_FindMarkers","Sepsis vs Control"
"Eef1e1",2.2339641579408,1.25141972917286e-106,2.47393166260184e-102,0.246,0.032,"macrophage_FindMarkers","Sepsis vs Control"
"Aoah",1.15626135350089,1.25395521884168e-106,2.47894407212812e-102,0.448,0.134,"macrophage_FindMarkers","Sepsis vs Control"
"Slc13a3",2.90019222845461,1.28793262062913e-106,2.54611399772173e-102,0.226,0.025,"macrophage_FindMarkers","Sepsis vs Control"
"Surf4",1.21502269466561,2.26168730732952e-106,4.47112963785973e-102,0.433,0.123,"macrophage_FindMarkers","Sepsis vs Control"
"Ctsc",-1.13631883820557,4.58532562661841e-106,9.06473023126193e-102,0.771,0.781,"macrophage_FindMarkers","Sepsis vs Control"
"Ebna1bp2",1.07211783784036,2.42305799229922e-103,4.79014334497632e-99,0.417,0.117,"macrophage_FindMarkers","Sepsis vs Control"
"Ecm1",1.1599336717388,6.10817701105214e-102,1.2075255133149e-97,0.509,0.183,"macrophage_FindMarkers","Sepsis vs Control"
"Slc35b1",1.45103458652081,6.83656459491936e-102,1.35152045476961e-97,0.302,0.058,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl2",1.15382350575996,7.96422859756023e-102,1.57444835145168e-97,0.916,0.674,"macrophage_FindMarkers","Sepsis vs Control"
"Ftsj3",1.60875482494751,1.30016807455268e-101,2.5703022665832e-97,0.281,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"Cfh",-1.80831611150213,2.13736152553838e-101,4.22534999983683e-97,0.537,0.666,"macrophage_FindMarkers","Sepsis vs Control"
"Ctla2a",1.84823569639768,2.50209049870271e-101,4.9463827068854e-97,0.306,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Clec4a1",1.13509284652159,2.86943897415278e-101,5.67259390800264e-97,0.573,0.234,"macrophage_FindMarkers","Sepsis vs Control"
"Nolc1",1.05427220335986,5.22051502654804e-101,1.03204361559828e-96,0.399,0.106,"macrophage_FindMarkers","Sepsis vs Control"
"Ms4a4c",2.23770643423573,7.72984851352263e-101,1.52811375263829e-96,0.211,0.026,"macrophage_FindMarkers","Sepsis vs Control"
"Hyou1",2.03341347268924,7.60873743948384e-100,1.50417130441156e-95,0.213,0.024,"macrophage_FindMarkers","Sepsis vs Control"
"Tnip3",2.52140123797335,1.65123897487252e-99,3.26433432942548e-95,0.249,0.041,"macrophage_FindMarkers","Sepsis vs Control"
"Zfp593",1.456872668521,1.97789591525257e-99,3.91010243486281e-95,0.348,0.079,"macrophage_FindMarkers","Sepsis vs Control"
"Abl2",1.09018391292116,3.13307320456305e-99,6.19377241810069e-95,0.389,0.109,"macrophage_FindMarkers","Sepsis vs Control"
"Fxyd2",-3.48469135449872,2.47283798315911e-98,4.88855340890724e-94,0.131,0.391,"macrophage_FindMarkers","Sepsis vs Control"
"Slc16a6",1.15114500074486,2.48155101862417e-98,4.90577820871813e-94,0.315,0.071,"macrophage_FindMarkers","Sepsis vs Control"
"Nop16",1.66497424752841,2.85782080186501e-98,5.64962594320693e-94,0.281,0.05,"macrophage_FindMarkers","Sepsis vs Control"
"Ddx39",1.08126192286532,3.70711574044093e-97,7.32859710727768e-93,0.381,0.103,"macrophage_FindMarkers","Sepsis vs Control"
"Irf7",1.26460698061271,7.00132291944292e-97,1.38409152794467e-92,0.343,0.084,"macrophage_FindMarkers","Sepsis vs Control"
"Oas1a",1.32431775928797,6.13932740095219e-96,1.21368363389424e-91,0.323,0.073,"macrophage_FindMarkers","Sepsis vs Control"
"Gpr35",3.68737464553745,1.89812788108748e-95,3.75240900812185e-91,0.159,0.007,"macrophage_FindMarkers","Sepsis vs Control"
"Prg4",3.02054791500871,3.45973312565631e-95,6.83954641610997e-91,0.156,0.006,"macrophage_FindMarkers","Sepsis vs Control"
"Znrf1",1.31779640831621,4.00461870703379e-95,7.9167307219351e-91,0.265,0.052,"macrophage_FindMarkers","Sepsis vs Control"
"H2-DMb1",-3.74578218225688,3.91986971007089e-92,7.74919042983914e-88,0.096,0.349,"macrophage_FindMarkers","Sepsis vs Control"
"Slc7a11",2.65576889523043,6.56179982759993e-92,1.29720220791823e-87,0.185,0.018,"macrophage_FindMarkers","Sepsis vs Control"
"1110038B12Rik",1.08604949259385,1.01959211481922e-91,2.01563165178612e-87,0.51,0.192,"macrophage_FindMarkers","Sepsis vs Control"
"Psmc4",1.01072792875479,1.85508670369122e-91,3.66732090452718e-87,0.421,0.13,"macrophage_FindMarkers","Sepsis vs Control"
"C3",1.87761076538913,2.55453233513946e-91,5.05005497333719e-87,0.205,0.024,"macrophage_FindMarkers","Sepsis vs Control"
"Smim3",1.4709311564361,3.31172680521773e-91,6.54695272123494e-87,0.298,0.069,"macrophage_FindMarkers","Sepsis vs Control"
"Ly6c1",1.8270791926625,1.52761593167642e-90,3.01994393533112e-86,0.267,0.051,"macrophage_FindMarkers","Sepsis vs Control"
"Isg15",1.19291076195748,1.48230023894417e-89,2.93035934236872e-85,0.527,0.209,"macrophage_FindMarkers","Sepsis vs Control"
"Dnajb11",1.08831851851783,3.82872783485784e-89,7.56901205673045e-85,0.445,0.147,"macrophage_FindMarkers","Sepsis vs Control"
"Gm12840",1.87164755911503,9.60384691421507e-89,1.89858449647118e-84,0.23,0.038,"macrophage_FindMarkers","Sepsis vs Control"
"Ms4a4a",1.75375615418466,2.24826128693702e-88,4.4445877381458e-84,0.224,0.035,"macrophage_FindMarkers","Sepsis vs Control"
"Pfdn5",-1.17134331161664,3.2561877728075e-88,6.43715760806314e-84,0.706,0.716,"macrophage_FindMarkers","Sepsis vs Control"
"Ccl3",1.03317428837818,4.57604120748485e-88,9.04637586307681e-84,0.868,0.609,"macrophage_FindMarkers","Sepsis vs Control"
"Stard7",1.30285868087967,1.55013410718326e-87,3.06446011649058e-83,0.222,0.041,"macrophage_FindMarkers","Sepsis vs Control"
"Emb",1.54670891337822,1.81955219101001e-87,3.59707272640769e-83,0.289,0.063,"macrophage_FindMarkers","Sepsis vs Control"
"Pld4",-2.52123420704606,2.89120637692388e-87,5.71562588654082e-83,0.261,0.487,"macrophage_FindMarkers","Sepsis vs Control"
"Rps19bp1",1.00375523217697,3.66276661571797e-87,7.24092332261285e-83,0.325,0.086,"macrophage_FindMarkers","Sepsis vs Control"
"Folr2",-2.39903759122976,3.94210417697467e-87,7.79314574746122e-83,0.395,0.548,"macrophage_FindMarkers","Sepsis vs Control"
"Mthfd2",2.32013544006686,1.69737481011675e-86,3.35554026211979e-82,0.192,0.024,"macrophage_FindMarkers","Sepsis vs Control"
"Ctsh",-1.29493278267701,2.59203884348074e-86,5.12420158967707e-82,0.645,0.692,"macrophage_FindMarkers","Sepsis vs Control"
"Serinc3",-1.05285474111789,2.70327201444132e-86,5.34409844534905e-82,0.694,0.755,"macrophage_FindMarkers","Sepsis vs Control"
"Lamp1",-1.16845925273097,3.03992670375187e-86,6.00963110064707e-82,0.689,0.741,"macrophage_FindMarkers","Sepsis vs Control"
"Wwp1",-2.63718418604091,5.22029340689057e-86,1.0319998036082e-81,0.266,0.47,"macrophage_FindMarkers","Sepsis vs Control"
"Plscr1",2.91550933212236,5.32475690030201e-86,1.0526511916207e-81,0.173,0.018,"macrophage_FindMarkers","Sepsis vs Control"
"Slco2b1",-4.01100269585019,8.82372824722737e-86,1.74436283719438e-81,0.053,0.276,"macrophage_FindMarkers","Sepsis vs Control"
"Cfb",1.94381355102019,2.06004699428215e-85,4.07250690299638e-81,0.181,0.018,"macrophage_FindMarkers","Sepsis vs Control"
"Bcl2l1",1.11499213799625,3.71809925442646e-85,7.35031041607566e-81,0.287,0.067,"macrophage_FindMarkers","Sepsis vs Control"
"Slc16a3",2.64245323340974,7.1199354139807e-85,1.40754003198984e-80,0.166,0.014,"macrophage_FindMarkers","Sepsis vs Control"
"Ogfrl1",1.00380924489931,5.94893334411266e-84,1.17604463279763e-79,0.379,0.112,"macrophage_FindMarkers","Sepsis vs Control"
"Stap1",1.3817743713723,6.29894770172216e-84,1.24523897115345e-79,0.377,0.124,"macrophage_FindMarkers","Sepsis vs Control"
"Wdr43",1.04529209877822,7.73593005548982e-84,1.52931601266978e-79,0.336,0.092,"macrophage_FindMarkers","Sepsis vs Control"
"Mettl1",1.81252760255991,6.94335782809469e-82,1.37263240903604e-77,0.215,0.033,"macrophage_FindMarkers","Sepsis vs Control"
"Oasl1",1.66013141333017,7.81447927048551e-82,1.54484440698228e-77,0.278,0.066,"macrophage_FindMarkers","Sepsis vs Control"
"Tes",1.64037086592093,9.62065257250696e-82,1.9019068070589e-77,0.21,0.038,"macrophage_FindMarkers","Sepsis vs Control"
"Timm10",1.29435483100953,9.90693434725759e-82,1.95850185110935e-77,0.248,0.051,"macrophage_FindMarkers","Sepsis vs Control"
"Noct",1.92795792925427,1.47484417562104e-81,2.91561945078523e-77,0.212,0.035,"macrophage_FindMarkers","Sepsis vs Control"
"Msrb1",1.15602183947544,1.2465098788361e-80,2.46422537947108e-76,0.344,0.104,"macrophage_FindMarkers","Sepsis vs Control"
"Nifk",1.17107002739738,1.84625463797805e-80,3.64986079381882e-76,0.29,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Mrpl38",1.15582441497821,3.38105404921716e-80,6.6840057498974e-76,0.272,0.065,"macrophage_FindMarkers","Sepsis vs Control"
"P2ry10b",1.77350637456964,4.00991369409079e-80,7.92719838184809e-76,0.239,0.048,"macrophage_FindMarkers","Sepsis vs Control"
"Pno1",1.31846416907644,6.69931602912134e-80,1.324387785797e-75,0.207,0.036,"macrophage_FindMarkers","Sepsis vs Control"
"Npm3",1.08982235721555,2.27217470311836e-79,4.49186217059468e-75,0.291,0.078,"macrophage_FindMarkers","Sepsis vs Control"
"Jaml",5.0519469582271,2.7955861204013e-79,5.52659420142133e-75,0.126,0.004,"macrophage_FindMarkers","Sepsis vs Control"
"Rrs1",1.72749971809444,4.62862207618521e-79,9.15032298241055e-75,0.241,0.048,"macrophage_FindMarkers","Sepsis vs Control"
"St7",2.63455932422779,7.14459640547075e-79,1.41241526339751e-74,0.151,0.013,"macrophage_FindMarkers","Sepsis vs Control"
"Myo1e",1.25574795741957,2.6488542057955e-78,5.23651987943712e-74,0.279,0.069,"macrophage_FindMarkers","Sepsis vs Control"
"Abtb2",3.00615134968299,2.69790542874576e-78,5.33348924208749e-74,0.137,0.007,"macrophage_FindMarkers","Sepsis vs Control"
"Gm6377",1.08799536918025,5.52287497945646e-78,1.09181715468875e-73,0.5,0.208,"macrophage_FindMarkers","Sepsis vs Control"
"Marco",6.53968540134636,7.2466973956752e-78,1.43259960815103e-73,0.116,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Wfdc17",1.27582433982381,1.47416378604392e-77,2.91427438863023e-73,0.868,0.65,"macrophage_FindMarkers","Sepsis vs Control"
"Alkbh1",1.28655177247607,1.76230596432908e-77,3.48390266088215e-73,0.301,0.082,"macrophage_FindMarkers","Sepsis vs Control"
"Sos1",1.5880441016247,2.2105497494929e-77,4.37003579977252e-73,0.196,0.03,"macrophage_FindMarkers","Sepsis vs Control"
"Rrp15",1.53636251278375,4.13921809728899e-77,8.1828202565306e-73,0.227,0.045,"macrophage_FindMarkers","Sepsis vs Control"
"Nip7",1.01525274729925,1.38325972297034e-76,2.73456614634006e-72,0.312,0.085,"macrophage_FindMarkers","Sepsis vs Control"
"Pfkl",1.33434072851036,4.15395319447972e-76,8.21195007016696e-72,0.221,0.043,"macrophage_FindMarkers","Sepsis vs Control"
"Hilpda",1.52727549337041,1.56548315195165e-75,3.09480364309321e-71,0.266,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Ppan",1.55342453244523,3.18040498135812e-75,6.28734260764688e-71,0.219,0.04,"macrophage_FindMarkers","Sepsis vs Control"
"Snx1",1.06804736354007,9.77707872451263e-75,1.9328306930489e-70,0.33,0.093,"macrophage_FindMarkers","Sepsis vs Control"
"Zfand2a",1.46387099516759,2.05950854811165e-74,4.07144244876193e-70,0.245,0.052,"macrophage_FindMarkers","Sepsis vs Control"
"Phlda1",1.23403473622803,7.7948074081318e-74,1.54095547651357e-69,0.666,0.353,"macrophage_FindMarkers","Sepsis vs Control"
"Gmppb",2.14141097286318,1.06049573972673e-73,2.09649402786576e-69,0.156,0.017,"macrophage_FindMarkers","Sepsis vs Control"
"Sec13",1.17201480754479,1.2923024769055e-73,2.55475276659448e-69,0.253,0.062,"macrophage_FindMarkers","Sepsis vs Control"
"Mrps18b",1.32405416875072,6.00084232067929e-73,1.18630651837509e-68,0.238,0.053,"macrophage_FindMarkers","Sepsis vs Control"
"Ly86",-1.76928365504358,1.08203783684842e-72,2.13908059966564e-68,0.374,0.537,"macrophage_FindMarkers","Sepsis vs Control"
"Rrp9",1.58420816534519,1.52674748521356e-72,3.01822710351868e-68,0.202,0.033,"macrophage_FindMarkers","Sepsis vs Control"
"Creld2",1.62291449999446,2.91402430782146e-72,5.76073465413223e-68,0.196,0.034,"macrophage_FindMarkers","Sepsis vs Control"
"Oasl2",1.05598351824463,3.30874295188224e-72,6.54105394157599e-68,0.309,0.092,"macrophage_FindMarkers","Sepsis vs Control"
"Bysl",1.95241113412136,2.62758706806038e-71,5.19447687484857e-67,0.159,0.017,"macrophage_FindMarkers","Sepsis vs Control"
"Ergic1",1.22714780726204,2.72545239303839e-71,5.3879468357976e-67,0.233,0.049,"macrophage_FindMarkers","Sepsis vs Control"
"Usp18",1.49149941092973,3.80871178877129e-71,7.52944233522196e-67,0.179,0.026,"macrophage_FindMarkers","Sepsis vs Control"
"Cd72",1.61827256603432,1.28848842506229e-70,2.54721276750564e-66,0.484,0.238,"macrophage_FindMarkers","Sepsis vs Control"
"Pgap2",1.04137280346232,4.14292913092029e-70,8.19015659891632e-66,0.269,0.067,"macrophage_FindMarkers","Sepsis vs Control"
"Cops5",1.07584059579256,1.8141018909741e-69,3.5862980282667e-65,0.264,0.068,"macrophage_FindMarkers","Sepsis vs Control"
"Hspb1",1.6917197777124,2.4633026362746e-69,4.86970298165125e-65,0.384,0.145,"macrophage_FindMarkers","Sepsis vs Control"
"Ypel3",-2.76109630564985,2.58729811286126e-69,5.11482963931542e-65,0.15,0.361,"macrophage_FindMarkers","Sepsis vs Control"
"Slc31a2",1.13727917392611,8.58118586148996e-69,1.69641463295795e-64,0.25,0.063,"macrophage_FindMarkers","Sepsis vs Control"
"Gm5150",4.51745767449823,1.02229444801656e-68,2.02097389428393e-64,0.109,0.003,"macrophage_FindMarkers","Sepsis vs Control"
"Fnip2",1.0562300791595,1.49365357568381e-68,2.95280375376932e-64,0.235,0.053,"macrophage_FindMarkers","Sepsis vs Control"
"Wdr74",1.03853371561069,3.35801295078116e-68,6.63845580239927e-64,0.229,0.054,"macrophage_FindMarkers","Sepsis vs Control"
"Aldh2",-2.32241601587851,3.13486899842048e-67,6.19732252297744e-63,0.287,0.455,"macrophage_FindMarkers","Sepsis vs Control"
"AI506816",1.06596910657722,6.94970863104104e-67,1.3738878992705e-62,0.256,0.062,"macrophage_FindMarkers","Sepsis vs Control"
"Slc28a2",1.13394558326907,1.73976893233481e-66,3.43934920233268e-62,0.274,0.076,"macrophage_FindMarkers","Sepsis vs Control"
"Timm8a1",1.06620961198024,3.06010392971497e-66,6.04951945865353e-62,0.267,0.071,"macrophage_FindMarkers","Sepsis vs Control"
"Dpep2",2.17429972900452,5.62750744480141e-66,1.11250194676279e-61,0.175,0.031,"macrophage_FindMarkers","Sepsis vs Control"
"Atic",1.21746113102568,6.57901868100605e-66,1.30060620304809e-61,0.224,0.051,"macrophage_FindMarkers","Sepsis vs Control"
"5430416N02Rik",1.02962784276782,9.12890214136851e-66,1.80469266432714e-61,0.306,0.098,"macrophage_FindMarkers","Sepsis vs Control"
"Bop1",1.21833500733494,1.22568470737029e-65,2.42305609800032e-61,0.196,0.036,"macrophage_FindMarkers","Sepsis vs Control"
"Ptgs2",2.22764259530348,2.12666497112015e-65,4.20420398140742e-61,0.195,0.04,"macrophage_FindMarkers","Sepsis vs Control"
"Oas1g",1.31473551871507,7.61199941975969e-65,1.50481616529229e-60,0.181,0.034,"macrophage_FindMarkers","Sepsis vs Control"
"Gpatch4",1.47438143793513,1.07547514581511e-64,2.12610681576188e-60,0.176,0.03,"macrophage_FindMarkers","Sepsis vs Control"
"Gar1",1.00887032968485,1.89746702490663e-64,3.75110256153791e-60,0.216,0.051,"macrophage_FindMarkers","Sepsis vs Control"
"Rgcc",1.3849134913469,3.40146841391639e-64,6.7243629074713e-60,0.278,0.084,"macrophage_FindMarkers","Sepsis vs Control"
"Mak16",1.06633777842127,5.46448398958832e-64,1.08027383990172e-59,0.245,0.065,"macrophage_FindMarkers","Sepsis vs Control"
"Mcemp1",4.6467769768286,8.50099296494966e-64,1.6805612992409e-59,0.1,0.002,"macrophage_FindMarkers","Sepsis vs Control"
"Pum3",1.07627069977828,2.07374578355819e-63,4.09958803951619e-59,0.232,0.06,"macrophage_FindMarkers","Sepsis vs Control"
"Sowahc",1.24545079149055,5.75292823783378e-63,1.13729638333736e-58,0.273,0.084,"macrophage_FindMarkers","Sepsis vs Control"
"Nufip1",1.11967420400928,8.83773844728337e-63,1.74713251364345e-58,0.264,0.073,"macrophage_FindMarkers","Sepsis vs Control"
