"gene","log2FC","pvalue","padj","pct.1","pct.2","method","contrast"
"Mmp19",4.62857790416329,1.15474482967812e-148,2.26826526893674e-144,0.247,0.012,"macrophage_FindMarkers","Sepsis vs Sham"
"Atp5g1",1.04664738370437,1.21098256860262e-148,2.37873305950612e-144,0.852,0.633,"macrophage_FindMarkers","Sepsis vs Sham"
"Ttc39c",4.83338823495196,5.87846926890023e-148,1.15470771849007e-143,0.253,0.014,"macrophage_FindMarkers","Sepsis vs Sham"
"Ms4a8a",3.74405563493403,1.52752652588659e-143,3.00052035479903e-139,0.267,0.024,"macrophage_FindMarkers","Sepsis vs Sham"
"Cfh",-1.73829726511746,4.43101996831104e-143,8.70385252375338e-139,0.537,0.766,"macrophage_FindMarkers","Sepsis vs Sham"
"Wfdc21",5.92486886790347,9.48762638084687e-142,1.86365444998975e-137,0.221,0.007,"macrophage_FindMarkers","Sepsis vs Sham"
"Slco2b1",-3.91752749347939,1.36949908541438e-141,2.69010705347946e-137,0.053,0.386,"macrophage_FindMarkers","Sepsis vs Sham"
"Adam8",3.75371305043229,1.89134329882856e-138,3.71516564188894e-134,0.273,0.028,"macrophage_FindMarkers","Sepsis vs Sham"
"Sdc4",1.18116117600673,2.12965586873079e-138,4.18328302294788e-134,0.817,0.506,"macrophage_FindMarkers","Sepsis vs Sham"
"Ltc4s",-2.98036268041321,2.14256913775809e-137,4.20864855729821e-133,0.142,0.486,"macrophage_FindMarkers","Sepsis vs Sham"
"Osm",2.5196190509459,4.96137991451827e-137,9.74563856608823e-133,0.366,0.075,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd38",1.68898408746759,4.10059345911163e-135,8.05479573173298e-131,0.526,0.185,"macrophage_FindMarkers","Sepsis vs Sham"
"Aldoa",1.17343316148326,6.9794008769727e-134,1.37096371426375e-129,0.783,0.531,"macrophage_FindMarkers","Sepsis vs Sham"
"Fgr",4.33383033380703,5.19648588395377e-133,1.02074572218504e-128,0.227,0.013,"macrophage_FindMarkers","Sepsis vs Sham"
"Ifi27l2a",1.41764502351937,2.28715459113792e-132,4.49265776337222e-128,0.962,0.883,"macrophage_FindMarkers","Sepsis vs Sham"
"Pgam1",1.55361309275975,6.88879543255561e-132,1.3531660868169e-127,0.632,0.313,"macrophage_FindMarkers","Sepsis vs Sham"
"1700017B05Rik",1.58278245381047,5.34245361294656e-131,1.04941816319109e-126,0.51,0.175,"macrophage_FindMarkers","Sepsis vs Sham"
"Riok3",1.246282183556,2.84822291998326e-130,5.59476428172311e-126,0.669,0.318,"macrophage_FindMarkers","Sepsis vs Sham"
"Mmp14",3.50064279209328,6.1656639677551e-130,1.21112137318613e-125,0.248,0.021,"macrophage_FindMarkers","Sepsis vs Sham"
"S100a10",1.24940678504852,2.23607974966362e-128,4.39233145226424e-124,0.822,0.585,"macrophage_FindMarkers","Sepsis vs Sham"
"Ets2",1.16313272369991,2.78353013996964e-128,5.46768825394237e-124,0.761,0.437,"macrophage_FindMarkers","Sepsis vs Sham"
"Sec61b",1.03520486024394,1.08253920074174e-126,2.126431752017e-122,0.814,0.632,"macrophage_FindMarkers","Sepsis vs Sham"
"Pgk1",1.71526256876629,4.94156203722484e-126,9.70671030972075e-122,0.549,0.222,"macrophage_FindMarkers","Sepsis vs Sham"
"Gda",1.92158363054277,1.32680572274674e-125,2.60624448119141e-121,0.379,0.091,"macrophage_FindMarkers","Sepsis vs Sham"
"Psma6",1.40755724454012,5.3678625683163e-125,1.05440924429437e-120,0.639,0.335,"macrophage_FindMarkers","Sepsis vs Sham"
"Ehd4",-1.50972284799553,1.40141645725265e-123,2.75280234698138e-119,0.565,0.745,"macrophage_FindMarkers","Sepsis vs Sham"
"Lamp1",-1.10801546889065,1.16156309886467e-122,2.28165839509987e-118,0.689,0.831,"macrophage_FindMarkers","Sepsis vs Sham"
"Stab1",-1.94228184611216,1.73210983393466e-122,3.40238334679786e-118,0.579,0.759,"macrophage_FindMarkers","Sepsis vs Sham"
"Serp1",1.3660222632348,2.92370991471603e-122,5.74304338547669e-118,0.682,0.384,"macrophage_FindMarkers","Sepsis vs Sham"
"Pgs1",1.73423386432654,1.20649254422322e-118,2.36991330461767e-114,0.393,0.106,"macrophage_FindMarkers","Sepsis vs Sham"
"Ppp1r14b",1.22810741817771,1.73033804098678e-118,3.39890301391033e-114,0.704,0.436,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc39a14",3.01048141172479,2.70815297454587e-118,5.31962488790045e-114,0.226,0.019,"macrophage_FindMarkers","Sepsis vs Sham"
"Lrg1",4.13841842746211,5.93000414813121e-118,1.16483071481741e-113,0.192,0.008,"macrophage_FindMarkers","Sepsis vs Sham"
"Hspd1",1.41693946135948,6.90572709949541e-117,1.35649197415388e-112,0.633,0.317,"macrophage_FindMarkers","Sepsis vs Sham"
"Plaur",1.669136304616,1.14405432332914e-115,2.24726590731542e-111,0.427,0.126,"macrophage_FindMarkers","Sepsis vs Sham"
"Fxyd2",-3.03213357781089,4.05267840884487e-115,7.96067619849398e-111,0.131,0.427,"macrophage_FindMarkers","Sepsis vs Sham"
"Hsp90aa1",1.02542575768862,4.652850238133e-113,9.13959372276465e-109,0.973,0.875,"macrophage_FindMarkers","Sepsis vs Sham"
"Hck",1.29652610595079,5.74521085507108e-113,1.12853176826161e-108,0.61,0.296,"macrophage_FindMarkers","Sepsis vs Sham"
"Dnaja1",1.23814746639245,1.0281141534416e-112,2.01952463160533e-108,0.879,0.676,"macrophage_FindMarkers","Sepsis vs Sham"
"Samsn1",1.320358723242,2.20899146392402e-112,4.33912193258596e-108,0.578,0.25,"macrophage_FindMarkers","Sepsis vs Sham"
"Pik3r5",2.02864547327297,2.6978355498244e-112,5.29935837052007e-108,0.346,0.082,"macrophage_FindMarkers","Sepsis vs Sham"
"Ypel3",-2.42664465831652,1.27567838269627e-111,2.50581504713028e-107,0.15,0.444,"macrophage_FindMarkers","Sepsis vs Sham"
"Serpina3n",5.46408829371961,1.27910167021362e-111,2.51253941080061e-107,0.169,0.003,"macrophage_FindMarkers","Sepsis vs Sham"
"Ms4a6c",1.10586048227026,1.74949577068261e-111,3.43653454235185e-107,0.816,0.659,"macrophage_FindMarkers","Sepsis vs Sham"
"Man2b1",-1.88345302698529,5.08035967477337e-111,9.97935050915733e-107,0.374,0.637,"macrophage_FindMarkers","Sepsis vs Sham"
"Cycs",1.0249005236477,1.81788824857237e-110,3.57087788667071e-106,0.708,0.392,"macrophage_FindMarkers","Sepsis vs Sham"
"Nus1",1.60367739281519,1.57499505577692e-109,3.09376278806261e-105,0.43,0.136,"macrophage_FindMarkers","Sepsis vs Sham"
"Gatm",-2.79011536099213,7.89826818582415e-108,1.55145681974144e-103,0.139,0.426,"macrophage_FindMarkers","Sepsis vs Sham"
"Rilpl2",1.28601932789071,1.24996906845544e-106,2.45531424116702e-102,0.672,0.361,"macrophage_FindMarkers","Sepsis vs Sham"
"Dtx2",2.23289553030963,5.70942393147934e-106,1.12150214286049e-101,0.26,0.042,"macrophage_FindMarkers","Sepsis vs Sham"
"Lgmn",-1.00575400205124,2.2553480945365e-105,4.43018026209805e-101,0.712,0.82,"macrophage_FindMarkers","Sepsis vs Sham"
"Wwp1",-2.35440411326453,3.31194409563106e-105,6.50565178704809e-101,0.266,0.532,"macrophage_FindMarkers","Sepsis vs Sham"
"Gnl3",1.20168001945488,5.15144812869401e-105,1.01189895591936e-100,0.657,0.342,"macrophage_FindMarkers","Sepsis vs Sham"
"Zbp1",1.53218930602393,1.70389614952677e-104,3.34696320651543e-100,0.453,0.16,"macrophage_FindMarkers","Sepsis vs Sham"
"Hacd4",-2.5855501663905,2.64516747507614e-104,5.19590247129206e-100,0.13,0.411,"macrophage_FindMarkers","Sepsis vs Sham"
"Dab2",-1.28817330504863,2.92985238934476e-104,5.75510904838991e-100,0.656,0.799,"macrophage_FindMarkers","Sepsis vs Sham"
"Cxcl13",7.28776786088206,1.97932810811491e-102,3.88799420277012e-98,0.162,0.005,"macrophage_FindMarkers","Sepsis vs Sham"
"Aprt",1.26514166844982,2.07384805647749e-102,4.07365973733874e-98,0.617,0.326,"macrophage_FindMarkers","Sepsis vs Sham"
"Aldh2",-2.06688045918045,6.28391832427686e-102,1.2343500764377e-97,0.287,0.543,"macrophage_FindMarkers","Sepsis vs Sham"
"Ly6a",2.32621838195087,2.33693581887215e-100,4.59044302901057e-96,0.297,0.064,"macrophage_FindMarkers","Sepsis vs Sham"
"Cybb",-1.12138786192407,1.38466493238539e-99,2.71989732668463e-95,0.62,0.783,"macrophage_FindMarkers","Sepsis vs Sham"
"Nme1",1.13519911996697,2.06203426089995e-99,4.05045389868577e-95,0.678,0.423,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd44",1.12246347121572,4.97673656533291e-99,9.77580363528344e-95,0.718,0.427,"macrophage_FindMarkers","Sepsis vs Sham"
"Fam129a",-3.01985792125466,1.10428392300639e-98,2.16914490996146e-94,0.097,0.367,"macrophage_FindMarkers","Sepsis vs Sham"
"Prg4",3.99257620685969,1.65343951321353e-98,3.24785123580533e-94,0.156,0.005,"macrophage_FindMarkers","Sepsis vs Sham"
"H2-T23",-1.62526452104249,6.33666957116367e-98,1.24471200386368e-93,0.42,0.63,"macrophage_FindMarkers","Sepsis vs Sham"
"Maf",-1.25484724378457,9.40050667432108e-97,1.84654152603689e-92,0.688,0.782,"macrophage_FindMarkers","Sepsis vs Sham"
"Cacna1d",1.74245536827024,3.70439563653057e-96,7.27654434883699e-92,0.315,0.074,"macrophage_FindMarkers","Sepsis vs Sham"
"Apoc2",2.90352541318682,5.86517787625048e-96,1.15209689023188e-91,0.223,0.031,"macrophage_FindMarkers","Sepsis vs Sham"
"Nlrp3",1.21211492800026,2.23583685366804e-95,4.39185433166012e-91,0.66,0.364,"macrophage_FindMarkers","Sepsis vs Sham"
"Tma16",2.23872384369863,6.24400177751809e-95,1.22650926915788e-90,0.27,0.056,"macrophage_FindMarkers","Sepsis vs Sham"
"Pea15a",-2.16259140425132,6.70446001039164e-95,1.31695707984123e-90,0.22,0.479,"macrophage_FindMarkers","Sepsis vs Sham"
"Hmox1",1.08076688896938,5.18585178004711e-94,1.01865686515465e-89,0.867,0.669,"macrophage_FindMarkers","Sepsis vs Sham"
"Trib1",1.03107422694706,5.92156316767149e-94,1.16317265302571e-89,0.74,0.434,"macrophage_FindMarkers","Sepsis vs Sham"
"Lsp1",-1.79021246269297,2.42039393002264e-93,4.75437979674347e-89,0.282,0.549,"macrophage_FindMarkers","Sepsis vs Sham"
"Gpr35",4.22950686263694,1.17452423775375e-92,2.3071179602197e-88,0.159,0.009,"macrophage_FindMarkers","Sepsis vs Sham"
"Srm",2.01536575948178,1.92501686845921e-92,3.78131063471443e-88,0.286,0.067,"macrophage_FindMarkers","Sepsis vs Sham"
"Mrto4",1.45096247601182,8.89569237650625e-92,1.74738085351712e-87,0.371,0.118,"macrophage_FindMarkers","Sepsis vs Sham"
"Sik1",1.89559950101867,1.84161267739408e-91,3.61747978220519e-87,0.309,0.078,"macrophage_FindMarkers","Sepsis vs Sham"
"Ephx1",-4.21525007368039,2.69368107800887e-91,5.29119774153283e-87,0.028,0.262,"macrophage_FindMarkers","Sepsis vs Sham"
"Ell2",2.17106828348168,5.3210135748856e-91,1.04520669651478e-86,0.266,0.055,"macrophage_FindMarkers","Sepsis vs Sham"
"Lilra5",-2.24864556546771,7.96330418158708e-91,1.56423184038915e-86,0.157,0.421,"macrophage_FindMarkers","Sepsis vs Sham"
"Tuba1c",1.01153499540531,9.01895576662428e-91,1.77159348123801e-86,0.682,0.392,"macrophage_FindMarkers","Sepsis vs Sham"
"Bmyc",-2.27522310638095,5.48484231157383e-90,1.07738757526245e-85,0.137,0.402,"macrophage_FindMarkers","Sepsis vs Sham"
"Folr2",-2.22125377217461,9.46919395220335e-90,1.8600337680313e-85,0.395,0.575,"macrophage_FindMarkers","Sepsis vs Sham"
"Pilra",1.23168580511466,4.59117866798171e-89,9.01845225751648e-85,0.5,0.217,"macrophage_FindMarkers","Sepsis vs Sham"
"Bank1",-4.48905245327612,5.42454797717237e-89,1.06554395915597e-84,0.026,0.252,"macrophage_FindMarkers","Sepsis vs Sham"
"Rgs1",1.58488501384855,7.02386085634516e-89,1.37969698801188e-84,0.636,0.356,"macrophage_FindMarkers","Sepsis vs Sham"
"Ccdc86",1.21280513126228,2.05042644923742e-88,4.02765267423707e-84,0.449,0.179,"macrophage_FindMarkers","Sepsis vs Sham"
"Cd48",-1.48239556315428,2.8844755478508e-88,5.66597531864332e-84,0.4,0.601,"macrophage_FindMarkers","Sepsis vs Sham"
"Pepd",-2.03843110068109,3.94831069497398e-88,7.75566669813738e-84,0.312,0.531,"macrophage_FindMarkers","Sepsis vs Sham"
"Por",1.43489228134716,3.80566898167715e-87,7.47547558070843e-83,0.365,0.119,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc7a11",3.31353855488701,4.92206637963688e-87,9.66841498952072e-83,0.185,0.021,"macrophage_FindMarkers","Sepsis vs Sham"
"Asah1",-1.58958091171411,1.44452524153578e-86,2.83748093194874e-82,0.356,0.575,"macrophage_FindMarkers","Sepsis vs Sham"
"Timd4",-3.91319018664848,3.30482738415473e-86,6.49167243069515e-82,0.041,0.27,"macrophage_FindMarkers","Sepsis vs Sham"
"Snx18",1.05730740145645,3.89673317820521e-86,7.65435298194849e-82,0.537,0.253,"macrophage_FindMarkers","Sepsis vs Sham"
"Snx5",-1.28390608223488,3.73313801966751e-85,7.33300301203289e-81,0.515,0.68,"macrophage_FindMarkers","Sepsis vs Sham"
"Clec12a",-2.12619325394324,1.22180475300105e-84,2.39999107631996e-80,0.153,0.411,"macrophage_FindMarkers","Sepsis vs Sham"
"Psmc1",1.24206471537898,1.54127545562357e-84,3.02752737748137e-80,0.442,0.177,"macrophage_FindMarkers","Sepsis vs Sham"
"Lmo2",-2.09330631946463,2.6025364647312e-84,5.11216237767149e-80,0.236,0.466,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc13a3",2.99572522021719,3.22178576851991e-84,6.32855378510367e-80,0.226,0.043,"macrophage_FindMarkers","Sepsis vs Sham"
"H2afv",-1.97695145397873,1.09790945281572e-83,2.15662353816593e-79,0.162,0.421,"macrophage_FindMarkers","Sepsis vs Sham"
"Tnip3",2.44204284936801,1.74467667688812e-83,3.42706839641133e-79,0.249,0.053,"macrophage_FindMarkers","Sepsis vs Sham"
"Ppa1",1.58394282129276,1.8345501631158e-83,3.60360688540837e-79,0.33,0.096,"macrophage_FindMarkers","Sepsis vs Sham"
"Polr2l",1.13166859916621,1.95852526168598e-83,3.84713117152978e-79,0.554,0.265,"macrophage_FindMarkers","Sepsis vs Sham"
"Wfdc17",1.42464243479838,1.16007148083125e-82,2.27872840979683e-78,0.868,0.716,"macrophage_FindMarkers","Sepsis vs Sham"
"Serpinf1",-2.97638312089867,2.72957223744706e-82,5.36169874601727e-78,0.059,0.291,"macrophage_FindMarkers","Sepsis vs Sham"
"Rnase4",-1.8844717098329,1.60710472202212e-81,3.15683580546804e-77,0.282,0.509,"macrophage_FindMarkers","Sepsis vs Sham"
"Abca9",-2.94157952874078,4.10743654753286e-81,8.0682376103188e-77,0.09,0.331,"macrophage_FindMarkers","Sepsis vs Sham"
"Slc2a1",1.99366942128873,5.36188006723771e-81,1.0532341016075e-76,0.243,0.054,"macrophage_FindMarkers","Sepsis vs Sham"
"Osgin2",2.08861285323543,8.39618997705543e-81,1.649263597193e-76,0.273,0.069,"macrophage_FindMarkers","Sepsis vs Sham"
"Ly6c1",2.16941608499248,1.50356293500287e-80,2.95344867322615e-76,0.267,0.064,"macrophage_FindMarkers","Sepsis vs Sham"
"Cpd",1.4432513527182,5.34299282337081e-80,1.04952408029473e-75,0.387,0.144,"macrophage_FindMarkers","Sepsis vs Sham"
"1110008P14Rik",1.72744702669994,1.5567786171493e-79,3.05798023766636e-75,0.345,0.116,"macrophage_FindMarkers","Sepsis vs Sham"
