"sample","Macrophages","Neutrophils","Monocytes","Dendritic","T_NK","B_cells","Cycling","method"
"GSM6285062_Sample1",0.232063372871781,0.151125818983329,0.136039828389214,0.0550241071264593,0.129491486377901,0.152209757247842,0.144045629003474,"marker_fallback"
"GSM6285063_Sample2",0.21158219901907,0.169743486809498,0.14481638922779,0.0654466055298055,0.143575232946495,0.135051112019258,0.129784974448084,"marker_fallback"
"GSM6285064_Sample3",0.239902491760664,0.287812051841585,0.140732267192248,0.0354463458363888,0.103536248509951,0.0857389344464304,0.106831660412732,"marker_fallback"
"GSM6285065_Sample4",0.179954320048465,0.235309900130622,0.157456479673309,0.0592111052288019,0.128324657582567,0.082641090845211,0.157102446491024,"marker_fallback"
