"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","9/153","59/11188",0.152542372881356,11.1545363908275,9.20819273024329,9.2671345286612e-08,3.24349708503142e-05,3.24349708503142e-05,"12266/16176/15511/16409/13063/66824/15510/193740/15481",9
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","9/153","82/11188",0.109756097560976,8.02582496413199,7.51868314888462,1.65405095064551e-06,0.000289458916362964,0.000289458916362964,"56532/16176/69833/66824/216799/56489/66491/67065/58203",9
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","9/153","97/11188",0.0927835051546392,6.78471801091571,6.73750457863191,6.77653127335837e-06,0.000790595315225144,0.000790595315225144,"20201/16176/20202/15519/12608/15516/19225/16819/56489",9
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","9/153","112/11188",0.0803571428571429,5.87605042016807,6.10663680966792,2.18908103364151e-05,0.00191544590443632,0.00191544590443632,"16176/17474/66824/17246/19225/56619/216799/56489/12051",9
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","11/153","180/11188",0.0611111111111111,4.46870007262164,5.52414611458464,3.54826642946351e-05,0.00243728468956013,0.00243728468956013,"66212/15511/15502/12282/15519/15505/193740/20335/15516/18786/15481",11
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","12/153","217/11188",0.0552995391705069,4.04373362248125,5.33125881793676,4.17820232496023e-05,0.00243728468956013,0.00243728468956013,"16176/20656/15511/15519/13063/66824/15510/193740/15516/216799/56489/15481",12
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","12/153","250/11188",0.048,3.50996078431373,4.72589802928301,0.00016181232199648,0.00809061609982402,0.00809061609982402,"56532/20194/16176/170625/15519/13063/66824/15516/14433/22146/216799/22166",12
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","8/153","117/11188",0.0683760683760684,4.99994413719904,5.12117712864718,0.000197212111205993,0.00813315726801215,0.00813315726801215,"15251/20525/18787/11674/13614/14433/15368/18655",8
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","8/153","118/11188",0.0677966101694915,4.95757172925667,5.08876451222286,0.000209138329748884,0.00813315726801215,0.00813315726801215,"56532/16176/17387/217344/12608/13614/19225/12051",8
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","6/153","77/11188",0.0779220779220779,5.69798828622358,4.87076396175699,0.000632045026916653,0.0221215759420829,0.0221215759420829,"16402/12266/16176/16409/66824/216799",6
"Genetic Information Processing","Transcription","mmu03020","RNA polymerase","4/153","32/11188",0.125,9.14052287581699,5.42986963901751,0.000897483274655907,0.0285562860117789,0.0285562860117789,"69833/66491/67065/20019",4
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","6/153","93/11188",0.0645161290322581,4.71768922622813,4.23903760784312,0.00169949836278517,0.0495687022479009,0.0495687022479009,"16402/12505/12494/16176/16190/16409",6
