"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Immune disease","mmu05330","Allograft rejection","12/474","58/11188",0.206896551724138,4.88345700567438,6.23670331568753,4.38542020652302e-06,7.67448536141529e-05,7.67448536141529e-05,"14991/14960/15018/14999/110557/14998/14969/15040/14964/15015/14972/14961",12
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","14/474","80/11188",0.175,4.13059071729958,5.91049045031153,5.71994603025172e-06,9.53324338375287e-05,9.53324338375287e-05,"18018/20662/12517/18751/19055/170758/240168/22325/18733/242248/12520/17060/26417/232801",14
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway","14/474","82/11188",0.170731707317073,4.02984460224349,5.79186746037881,7.71556183811809e-06,0.000117436336697534,0.000117436336697534,"69833/67065/15977/58203/12367/383619/66491/15945/69870/16176/56489/56532/66824/216799",14
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","25/474","222/11188",0.112612612612613,2.65803778462006,5.24827953740261,7.71724498298078e-06,0.000117436336697534,0.000117436336697534,"12443/15162/18018/14991/15018/15977/110557/19055/30955/12367/54720/15979/12266/15894/320207/26416/15251/56489/15040/14964/15015/13063/26417/14972/19225",25
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","18/474","132/11188",0.136363636363636,3.21864211737629,5.3931856782002,1.09555971480893e-05,0.000159769125076303,0.000159769125076303,"246256/18018/15977/83433/19055/21813/15979/11433/19261/16176/26416/18733/12978/17060/26417/232801/21803/14282",18
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","15/474","97/11188",0.154639175257732,3.65000652485972,5.51337619293343,1.28433454955001e-05,0.000179806836937001,0.000179806836937001,"20201/17386/15516/12367/15945/16176/26416/12608/56489/16819/15519/26417/19225/20202/14282",15
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","15/474","101/11188",0.148514851485149,3.50545181100389,5.31997860927482,2.11341525442882e-05,0.000284498207326956,0.000284498207326956,"12443/18018/18751/13058/21813/18787/12367/13614/15894/16176/26416/22340/13653/26417/21803",15
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","16/474","117/11188",0.136752136752137,3.22781203793862,5.09504730611731,3.24094828111495e-05,0.000405118535139369,0.000405118535139369,"16000/22041/18751/11674/13058/18787/20525/13614/15979/17346/15251/15368/16001/14433/26417/18655",16
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","16/474","117/11188",0.136752136752137,3.22781203793862,5.09504730611731,3.24094828111495e-05,0.000405118535139369,0.000405118535139369,"246256/18018/20662/15977/18751/19055/12367/170758/15979/15894/12506/22325/15040/14964/26417/14972",16
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","14/474","93/11188",0.150537634408602,3.55319631595663,5.20034550906158,3.39664854647601e-05,0.00040994034181607,0.00040994034181607,"14960/12494/16402/14999/14998/16401/14969/16176/16190/12489/12505/12978/16409/14961",14
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","11/474","62/11188",0.17741935483871,4.18769565809174,5.29387078552964,5.03659150000552e-05,0.000587602341667311,0.000587602341667311,"18018/14960/17132/14999/14998/15979/14969/16176/16190/14961/21803",11
"Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease","12/474","74/11188",0.162162162162162,3.82757440985289,5.13292448539124,5.82802496149125e-05,0.000658002818232883,0.000658002818232883,"14991/14960/15018/14999/110557/14998/14969/15040/14964/15015/14972/14961",12
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","26/474","268/11188",0.0970149253731343,2.28987971534731,4.49547368487263,6.98256085015129e-05,0.000763717592985298,0.000763717592985298,"13196/14991/15018/52055/110557/69178/17246/21813/13660/215280/14276/193740/15511/67300/13858/16001/107568/98878/15481/15040/13132/14964/109689/234353/15015/14972",26
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","15/474","118/11188",0.127118644067797,3.00042909246943,4.59473558560955,0.000132753345492431,0.00140799002795003,0.00140799002795003,"12051/15977/16362/12367/13614/15945/15894/17387/16176/26416/12608/56532/26417/217344/19225",15
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","10/474","59/11188",0.169491525423729,4.00057212329257,4.86040180668034,0.000164291950064774,0.0016912406624315,0.0016912406624315,"15510/12367/12266/193740/15511/16176/15481/13063/16409/66824",10
"Organismal Systems","Aging","mmu04213","Longevity regulating pathway - multiple species","10/474","61/11188",0.163934426229508,3.86940582416822,4.72648210364449,0.000218597581032509,0.00218597581032509,0.00218597581032509,"11513/16000/20656/193740/15511/12359/13688/16001/15481/18749",10
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","12/474","88/11188",0.136363636363636,3.21864211737629,4.3947813076367,0.000318808821001934,0.00309953020418547,0.00309953020418547,"18018/14960/17132/14999/19055/14998/15979/14969/26416/16190/26417/14961",12
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","21/474","217/11188",0.0967741935483871,2.2841976316864,4.01798945759212,0.000354411177375619,0.00335253816436396,0.00335253816436396,"15510/18018/15977/15516/19055/13058/12367/20656/193740/15511/15894/16176/26416/56489/15481/22325/15519/13063/26417/66824/216799",21
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","11/474","77/11188",0.142857142857143,3.37191078963231,4.39275830314253,0.000373568573959876,0.00343853318840461,0.00343853318840461,"16402/16362/12268/12367/12266/16176/26416/26417/16409/66824/216799",11
"Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production","8/474","43/11188",0.186046511627907,4.39132567952115,4.68634069750685,0.000383150840993657,0.00343853318840461,0.00343853318840461,"14960/14999/14998/57916/16401/14969/14961/21803",8
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","20/474","204/11188",0.0980392156862745,2.31405642425747,3.98399701400149,0.000411194920967144,0.00359795555846251,0.00359795555846251,"12443/20662/16402/16000/18792/18751/16419/17246/12367/18569/26416/15251/16001/20971/22325/12505/18793/26417/18749/21803",20
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","15/474","131/11188",0.114503816793893,2.70267658710987,4.12305687946858,0.000423405121747254,0.0036144339661351,0.0036144339661351,"246256/14960/12628/14293/14999/12268/14998/14289/12266/14969/15894/14962/20345/16409/14961",15
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection","22/474","238/11188",0.092436974789916,2.18182462858561,3.87618613712418,0.000489102881319474,0.00407585734432895,0.00407585734432895,"21355/18018/14991/15018/15977/11764/18751/110557/19055/213233/12367/170758/22390/26416/14682/15040/21356/14964/15015/13063/26417/14972",22
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","19/474","194/11188",0.0979381443298969,2.31167079907782,3.87630568133471,0.000576643532930098,0.00469361015175661,0.00469361015175661,"15162/94176/11513/20662/18751/20307/30955/55985/170758/15945/14191/320207/14682/22325/109689/26417/56744/56221/18749",19
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway","20/474","212/11188",0.0943396226415094,2.22673354032322,3.79285543366596,0.000673887407851224,0.00536046801699837,0.00536046801699837,"22166/15977/15516/59125/55932/229900/13058/383619/23960/24014/18439/16176/26416/56489/13030/56532/15519/26417/66824/216799",20
"Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway","16/474","154/11188",0.103896103896104,2.45229875609622,3.81698105896035,0.000815873235194131,0.00634568071817657,0.00634568071817657,"12443/11513/18018/12494/18751/19055/30955/12289/17260/54720/320207/14682/26417/52163/19225/18749",16
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","20/474","219/11188",0.091324200913242,2.15555940889737,3.63246121680043,0.00101209882778313,0.00770075195052381,0.00770075195052381,"16000/18792/17132/14009/12580/16480/15902/17246/21813/16909/17260/17095/16001/12608/104156/15446/214162/12978/16409/14247",20
"Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway","11/474","90/11188",0.122222222222222,2.88485700890764,3.77613465142193,0.00141969414717151,0.0105721904576602,0.0105721904576602,"11513/20662/26401/18751/12289/17387/26416/14682/13653/26417/18749",11
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","16/474","164/11188",0.0975609756097561,2.30276834413914,3.53500219447489,0.00159504140666921,0.011630510256963,0.011630510256963,"13205/18018/20662/26401/13655/15977/18751/21813/13654/12367/71586/26416/56489/13063/26417/21803",16
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","17/474","181/11188",0.0939226519337017,2.2168916241229,3.47157757964022,0.00174783749846083,0.0124845535604345,0.0124845535604345,"12443/18018/14991/15018/110557/19055/17246/21813/18787/12289/26416/15040/14964/15015/26417/14972/21803",17
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","8/474","54/11188",0.148148148148148,3.4967963744335,3.86833934778702,0.00182929794012558,0.0127429973961581,0.0127429973961581,"110695/67092/14431/12709/11669/20810/56752/17161",8
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","11/474","93/11188",0.118279569892473,2.79179710539449,3.64952901269425,0.00185683676344019,0.0127429973961581,0.0127429973961581,"12443/11513/20662/16000/12580/17246/17979/26416/16001/26417/18749",11
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","21/474","250/11188",0.084,1.9826835443038,3.30510223045042,0.00218231941271077,0.014688688354784,0.014688688354784,"218035/66616/22166/15516/22146/30955/105855/67117/12367/16176/26416/20194/170625/20336/56532/14433/15519/13063/26417/66824/216799",21
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","8/474","56/11188",0.142857142857143,3.37191078963231,3.7426217247136,0.00231979106719415,0.0153193749720369,0.0153193749720369,"19156/11886/81535/56386/12091/14667/15212/15211",8
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis","19/474","226/11188",0.084070796460177,1.98435457973937,3.14435126020035,0.00344452805011358,0.0223256447692547,0.0223256447692547,"12443/13205/14991/13655/15018/110557/19179/17246/13654/12367/18746/12266/15040/66973/14964/15015/26417/14972/18749",19
"Human Diseases","Immune disease","mmu05310","Asthma","5/474","25/11188",0.2,4.72067510548523,3.91716133704092,0.00351301757285149,0.0223555663726913,0.0223555663726913,"14960/14999/14998/14969/14961",5
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","10/474","87/11188",0.114942528735632,2.7130316698191,3.37375962012558,0.00364075340121736,0.0225462404129386,0.0225462404129386,"14960/14999/14998/11433/14969/15894/16176/11975/14961/21803",10
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","12/474","116/11188",0.103448275862069,2.44172850283719,3.28299037456292,0.00367181629582142,0.0225462404129386,0.0225462404129386,"11513/17386/18751/16974/17260/17387/14682/13653/14673/109689/26417/18749",12
"Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway","9/474","75/11188",0.12,2.83240506329114,3.34893429206679,0.00426731383120676,0.0257510317400408,0.0257510317400408,"12443/29813/16000/140742/17246/18787/12367/12521/13063",9
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","13/474","134/11188",0.0970149253731343,2.28987971534731,3.15945410451161,0.00444747688222376,0.0263833374369206,0.0263833374369206,"11513/20662/15516/13033/17979/193740/15511/14682/15481/15519/14229/26417/18749",13
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway","12/474","120/11188",0.1,2.36033755274262,3.15117776776669,0.00483611465126921,0.0282106687990704,0.0282106687990704,"12443/18751/11936/210789/17246/20525/54720/17979/15251/21833/26417/18749",12
"Organismal Systems","Digestive system","mmu04981","Folate transport and metabolism","5/474","27/11188",0.185185185185185,4.37099546804188,3.68857540012088,0.0049790343404791,0.0284653083058435,0.0284653083058435,"101488/100039707/107885/14276/76408",5
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","13/474","136/11188",0.0955882352941176,2.25620501365103,3.10012858310526,0.00504242604274942,0.0284653083058435,0.0284653083058435,"18018/15977/16402/215280/16401/170758/16176/26416/14682/22325/26417/66824/216799",13
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","8/474","64/11188",0.125,2.95042194092827,3.29123004967853,0.00538563997319825,0.0295064314402566,0.0295064314402566,"110147/110695/110446/234407/11669/56752/67956/214162",8
"Environmental Information Processing","Signaling molecules and interaction","mmu04518","Integrin signaling","14/474","153/11188",0.0915032679738562,2.15978599597364,3.03813855448134,0.00543666547530315,0.0295064314402566,0.0295064314402566,"12443/16402/16000/20750/16419/16401/170758/12266/15894/73341/16001/22340/16409/21803",14
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","11/474","107/11188",0.102803738317757,2.42651524113727,3.11852332251279,0.00556324368082063,0.0295064314402566,0.0295064314402566,"12443/20662/16000/15516/18792/17246/14276/16001/104156/15519/26417",11
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","6/474","39/11188",0.153846153846154,3.63128854268095,3.46220667499694,0.0055640699287341,0.0295064314402566,0.0295064314402566,"227620/56174/26384/331026/15212/15211",6
"Metabolism","Glycan biosynthesis and metabolism","mmu00511","Other glycan degradation","4/474","18/11188",0.222222222222222,5.24519456165026,3.79120644558357,0.0060614260064109,0.0316641657051316,0.0316641657051316,"12091/15212/15211/17159",4
"Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism","6/474","40/11188",0.15,3.54050632911392,3.38549335494139,0.00631728582718241,0.0325154417575565,0.0325154417575565,"110695/68133/67092/14431/18648/17161",6
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","13/474","140/11188",0.0928571428571429,2.191742013261,2.98452075898418,0.00642356475033573,0.0325832994582247,0.0325832994582247,"12443/11513/20750/30955/18576/18787/17260/320207/14682/13653/20541/26417/18749",13
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","22/474","294/11188",0.0748299319727891,1.7662389850455,2.80036340082469,0.00695580468391943,0.0347178917975713,0.0347178917975713,"15977/16880/20307/21813/57916/55985/21944/16155/16181/15979/15945/16164/16176/18413/16190/53603/12978/100532/16170/56744/56221/21803",22
"Metabolism","Carbohydrate metabolism","mmu00010","Glycolysis / Gluconeogenesis","8/474","67/11188",0.119402985074627,2.81831349581208,3.13981754538455,0.00710976655580578,0.0347178917975713,0.0347178917975713,"110695/11674/18746/11669/56752/14433/18648/18655",8
"Cellular Processes","Cell growth and death","mmu04216","Ferroptosis","6/474","41/11188",0.146341463414634,3.45415251620871,3.31119414632439,0.00714196631264323,0.0347178917975713,0.0347178917975713,"22041/26570/13058/27057/15368/213053",6
"Metabolism","Global and overview maps","mmu01232","Nucleotide metabolism","9/474","84/11188",0.107142857142857,2.52893309222423,2.9584113906444,0.00896222834745377,0.0429695879672441,0.0429695879672441,"75686/57813/18103/27369/18102/14544/210808/11821/12495",9
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","17/474","214/11188",0.0794392523364486,1.87503450451516,2.7184400264134,0.00952029852996432,0.044801326257464,0.044801326257464,"11513/16000/14293/18751/15901/192786/170758/217944/240168/26416/16001/22340/14682/22325/12978/26417/16409",17
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","12/474","131/11188",0.0916030534351145,2.16214126968789,2.81414250549734,0.00960028419802799,0.044801326257464,0.044801326257464,"11513/20662/17386/21813/13614/13618/26416/22340/109689/26417/18749/21803",12
"Genetic Information Processing","Transcription","mmu03020","RNA polymerase","5/474","32/11188",0.15625,3.68802742616034,3.20276151107512,0.0104437405241053,0.0475108207236827,0.0475108207236827,"69833/67065/20019/66491/69870",5
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","13/474","149/11188",0.087248322147651,2.05935491178886,2.73804083547046,0.0106328163022812,0.0475108207236827,0.0475108207236827,"22166/15516/14862/66447/13614/17260/170758/15894/16176/26416/15368/20971/15519",13
"Metabolism","Glycan biosynthesis and metabolism","mmu00531","Glycosaminoglycan degradation","4/474","21/11188",0.19047619047619,4.49588105284308,3.37262616933114,0.0107238709633455,0.0475108207236827,0.0475108207236827,"11881/12091/15212/15211",4
"Metabolism","Glycan biosynthesis and metabolism","mmu00541","Biosynthesis of various nucleotide sugars","4/474","21/11188",0.19047619047619,4.49588105284308,3.37262616933114,0.0107238709633455,0.0475108207236827,0.0475108207236827,"227620/12763/74091/331026",4
"Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway","7/474","58/11188",0.120689655172414,2.84868325331005,2.96892406912913,0.0108808219462255,0.0476035960147366,0.0476035960147366,"18751/19055/170758/15507/26416/26417/19225",7
"Organismal Systems","Digestive system","mmu04970","Salivary secretion","9/474","87/11188",0.103448275862069,2.44172850283719,2.83943694197427,0.0111778564589951,0.0479221619959041,0.0479221619959041,"11513/12494/18751/11936/14682/17105/13010/12182/18749",9
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism","6/474","45/11188",0.133333333333333,3.14711673699015,3.03550545596695,0.0112274779533261,0.0479221619959041,0.0479221619959041,"110695/110446/18746/11669/56752/14194",6
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","10/474","103/11188",0.0970873786407767,2.29158985703167,2.7697818067915,0.0118134369622492,0.0492226540093715,0.0492226540093715,"15977/21813/18787/15979/12266/16176/26416/14682/26417/21803",10
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","10/474","103/11188",0.0970873786407767,2.29158985703167,2.7697818067915,0.0118134369622492,0.0492226540093715,0.0492226540093715,"11513/16402/16000/16419/16401/12289/20650/20541/18749/21803",10
