"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation","19/321","86/11188",0.22093023255814,7.70021009925379,10.7199198181189,2.80334774649486e-12,9.81171711273201e-10,9.81171711273201e-10,"14964/19141/14998/213233/21356/16149/15040/13030/110557/14999/12265/15015/14961/14969/15018/14960/14972/14991/21355",19
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome biogenesis","31/321","254/11188",0.122047244094488,4.25378369759855,9.01509907898763,7.55253826419546e-12,1.32169419623421e-09,1.32169419623421e-09,"19141/11975/12751/14667/192654/12492/67300/170743/12091/56464/71923/11886/16783/13030/13032/13033/66049/17939/11764/13036/15212/15211/17159/71279/252972/218035/14387/11881/19156/63959/16889",31
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","27/321","245/11188",0.110204081632653,3.84100705702842,7.72754702862267,1.82049261234696e-09,2.12390804773812e-07,2.12390804773812e-07,"12443/14964/18186/14998/12580/15894/21813/13653/74343/15040/13654/18018/110557/14999/15015/14961/18749/21803/14969/19055/11513/15018/14960/14972/26417/14991/26401",27
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","16/321","92/11188",0.173913043478261,6.06149261817689,8.37806642179306,6.36339582629869e-09,5.56797134801135e-07,5.56797134801135e-07,"12443/14964/170758/14998/15894/12367/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991",16
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","24/321","227/11188",0.105726872246696,3.68496027008111,7.02393049166978,3.38080866460112e-08,2.36656606522079e-06,2.36656606522079e-06,"15977/12443/14964/14998/213233/66935/21356/15894/12367/15040/26416/110557/14999/15015/17060/12495/14961/15945/14969/15018/14960/14972/14991/21355",24
"Human Diseases","Immune disease","mmu05330","Allograft rejection","12/321","58/11188",0.206896551724138,7.21108604576217,8.15057901770311,6.91764572994665e-08,3.45882286497332e-06,3.45882286497332e-06,"14964/14998/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991",12
"Human Diseases","Immune disease","mmu05332","Graft-versus-host disease","12/321","58/11188",0.206896551724138,7.21108604576217,8.15057901770311,6.91764572994665e-08,3.45882286497332e-06,3.45882286497332e-06,"14964/14998/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991",12
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","20/321","180/11188",0.111111111111111,3.87262028383524,6.67751337468413,2.15798433288297e-07,9.44118145636301e-06,9.44118145636301e-06,"15977/11975/15979/14998/16149/12367/16985/16783/26416/14999/12265/13033/14961/21803/16155/14969/19055/14960/26417/17533",20
"Human Diseases","Endocrine and metabolic disease","mmu04940","Type I diabetes mellitus","12/321","65/11188",0.184615384615385,6.43450754852624,7.55197263754385,2.6092061473624e-07,9.97845337555041e-06,9.97845337555041e-06,"14964/14998/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991",12
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","24/321","254/11188",0.094488188976378,3.293251894915,6.35380067242738,2.85098667872869e-07,9.97845337555041e-06,9.97845337555041e-06,"15977/12443/14964/170758/18751/213233/21356/14682/12367/14673/15040/26416/18018/110557/15015/18749/16155/19055/11513/15018/14972/26417/14991/21355",24
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","21/321","209/11188",0.100478468899522,3.50203461074096,6.2753732950594,5.86823922319393e-07,1.76751357630935e-05,1.76751357630935e-05,"15977/14964/15979/14998/213233/24014/21356/16149/12367/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991/71586/21355",21
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","12/321","70/11188",0.171428571428571,5.97489986648865,7.17586947719256,6.06004654734634e-07,1.76751357630935e-05,1.76751357630935e-05,"16401/18751/15979/14998/26416/14999/14961/21803/14969/14960/26417/13058",12
"Cellular Processes","Transport and catabolism","mmu04145","Phagocytosis","26/321","305/11188",0.0852459016393443,2.97112507022113,5.99852244827889,6.75837171619187e-07,1.81956161589781e-05,1.81956161589781e-05,"14964/11975/14998/67117/17105/16783/15040/13030/110557/14999/14133/15015/13033/20619/14961/14969/16419/15018/14960/14972/218035/14991/17533/276891/21355/13058",26
"Human Diseases","Immune disease","mmu05320","Autoimmune thyroid disease","12/321","74/11188",0.162162162162162,5.65193230613791,6.90030919955332,1.12779706795771e-06,2.81949266989428e-05,2.81949266989428e-05,"14964/14998/15040/110557/14999/15015/14961/14969/15018/14960/14972/14991",12
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","14/321","109/11188",0.128440366972477,4.47660693360771,6.26863613013713,2.6473846691404e-06,6.17723089466092e-05,6.17723089466092e-05,"15979/14998/30955/12367/11689/26416/14999/12265/14961/21803/16155/14969/14960/26417",14
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","17/321","163/11188",0.104294478527607,3.63503621734228,5.82432490340268,4.27489717413582e-06,9.35133756842211e-05,9.35133756842211e-05,"70839/192654/19261/19128/192187/12367/11689/26416/18018/21803/26362/16419/14456/26417/218035/276891/16889",17
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","14/321","117/11188",0.11965811965812,4.17051415182256,5.92493654149408,6.17523581515947e-06,0.000127137207959165,0.000127137207959165,"15977/14964/170758/18751/15979/15894/12506/22325/12367/15040/18018/19055/14972/26417",14
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecule (CAM) interaction","17/321","179/11188",0.0949720670391061,3.31011677892062,5.35477239508019,1.5013059396252e-05,0.000278822887165666,0.000278822887165666,"14964/16401/14998/20345/15894/15040/110557/14999/15015/14961/54725/19280/14969/15018/14960/14972/14991",17
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","11/321","80/11188",0.1375,4.79236760124611,5.85048657811965,1.63613349652044e-05,0.000278822887165666,0.000278822887165666,"242248/170758/18751/22325/12520/18018/17060/240168/19055/232801/26417",11
