"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","23/321","299/11188",0.0769230769230769,2.68104481188593,5.063786511742,1.65981517208633e-05,0.000278822887165666,0.000278822887165666,"109689/170758/18751/218397/21813/16001/12367/14673/22340/17346/26416/18018/16765/12978/18749/21803/330177/240168/17260/19055/16000/26417/26401",23
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection","20/321","238/11188",0.0840336134453782,2.92887248357287,5.16939166612337,1.672937322994e-05,0.000278822887165666,0.000278822887165666,"15977/14964/170758/18751/213233/21356/14682/12367/15040/26416/18018/110557/15015/11764/19055/15018/14972/26417/14991/21355",20
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","14/321","132/11188",0.106060606060606,3.69659208911545,5.35621138663631,2.49672579266562e-05,0.000386620879799495,0.000386620879799495,"15977/14282/15979/19261/21813/26416/18018/17060/12978/21803/19055/232801/26417/83433",14
"Organismal Systems","Immune system","mmu04672","Intestinal immune network for IgA production","8/321","43/11188",0.186046511627907,6.48438745200319,6.19265408721198,2.54065149582525e-05,0.000386620879799495,0.000386620879799495,"57916/16401/14998/14999/14961/21803/14969/14960",8
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","21/321","268/11188",0.0783582089552239,2.731064304645,4.92973734327331,2.95642847973553e-05,0.000428947075778916,0.000428947075778916,"109689/14964/69178/215280/14276/13132/67300/21813/98878/16001/13858/13196/15040/110557/234353/15015/107568/52055/15018/14972/14991",21
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","12/321","101/11188",0.118811881188119,4.14101970944758,5.4497781881456,3.06390768413511e-05,0.000428947075778916,0.000428947075778916,"12443/18751/15894/21813/12367/13653/22340/26416/18018/21803/26417/13058",12
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","16/321","174/11188",0.0919540229885057,3.20492713144985,5.03791494725682,3.98284870832536e-05,0.000528265406609904,0.000528265406609904,"15977/18751/15979/14998/24014/170743/15894/12367/14999/12265/14961/15945/14969/14960/26417/71586",16
"Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation","11/321","88/11188",0.125,4.35669781931464,5.43308619155836,4.07519027956211e-05,0.000528265406609904,0.000528265406609904,"15979/14998/26416/18018/14999/14961/14969/19055/14960/26417/17132",11
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","12/321","105/11188",0.114285714285714,3.9832665776591,5.27852456812293,4.52780494340362e-05,0.000565975617925452,0.000565975617925452,"15979/14998/21813/26416/18018/14999/14961/21803/14969/19055/14960/26417",12
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease","9/321","62/11188",0.145161290322581,5.05939101597829,5.50860592486081,6.26256364079045e-05,0.000755826646302296,0.000755826646302296,"15979/14998/18018/14999/14961/21803/14969/14960/17132",9
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","8/321","56/11188",0.142857142857143,4.97908322207388,5.13032571849815,0.000180012857285435,0.00210015000166341,0.00210015000166341,"81535/14667/56386/12091/11886/15212/15211/19156",8
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","17/321","222/11188",0.0765765765765766,2.66896803345401,4.3167300112656,0.000223649555500313,0.00252507562661644,0.00252507562661644,"15977/12443/14964/15979/30955/15894/12367/15040/26416/18018/110557/15015/19055/15018/14972/26417/14991",17
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","11/321","116/11188",0.0948275862068965,3.30508110430766,4.28900614454144,0.000491029133448793,0.00537063114709617,0.00537063114709617,"109689/18751/16974/14682/13653/14673/18749/17260/11513/17386/26417",11
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","16/321","219/11188",0.0730593607305936,2.54638046060399,3.97200141363571,0.000573292790251205,0.00608037807842187,0.00608037807842187,"104156/14009/18792/16480/16909/12580/21813/16001/15446/12978/14247/214162/17260/17095/16000/17132",16
"Human Diseases","Immune disease","mmu05310","Asthma","5/321","25/11188",0.2,6.97071651090343,5.13641960664415,0.000623995595295242,0.00642348406921573,0.00642348406921573,"14998/14999/14961/14969/14960",5
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","14/321","181/11188",0.0773480662983425,2.69585721416155,3.95319820177151,0.000717025060785194,0.00717025060785194,0.00717025060785194,"12443/14964/21813/15040/26416/18018/110557/15015/21803/19055/15018/14972/26417/14991",14
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","7/321","54/11188",0.12962962962963,4.51805699780778,4.45377880863278,0.000833675882464026,0.00810518219062247,0.00810518219062247,"12709/11669/56752/67092/14431/17161/110695",7
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","13/321","164/11188",0.0792682926829268,2.76278398298002,3.90846222798613,0.000877957112474105,0.00830499971259288,0.00830499971259288,"15977/18751/21813/12367/13205/26416/13654/18018/13655/21803/26417/71586/26401",13
"Organismal Systems","Digestive system","mmu04981","Folate transport and metabolism","5/321","27/11188",0.185185185185185,6.4543671397254,4.87673545305425,0.000904601267495905,0.00833185377956755,0.00833185377956755,"100039707/101488/14276/107885/76408",5
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","9/321","93/11188",0.0967741935483871,3.37292734398553,3.94926943066843,0.00136571291757531,0.0122563979782399,0.0122563979782399,"12443/12580/16001/26416/17979/18749/16000/11513/26417",9
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","14/321","194/11188",0.0721649484536082,2.51520698847031,3.65889094301972,0.00140578292730234,0.0123006006138955,0.0123006006138955,"109689/170758/18751/30955/22325/14682/56744/56221/18749/15945/20307/11513/26417/94176",14
"Metabolism","Glycan biosynthesis and metabolism","mmu00511","Other glycan degradation","4/321","18/11188",0.222222222222222,7.74524056767047,4.92222669040364,0.00147978725424702,0.0126323302191819,0.0126323302191819,"12091/15212/15211/17159",4
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","7/321","64/11188",0.109375,3.81211059190031,3.87745168324957,0.00229121211417497,0.0190934342847915,0.0190934342847915,"234407/11669/56752/110147/214162/110695/110446",7
"Metabolism","Glycan biosynthesis and metabolism","mmu00531","Glycosaminoglycan degradation","4/321","21/11188",0.19047619047619,6.63877762943183,4.44509307607347,0.00270445610711909,0.022013014825388,0.022013014825388,"12091/15212/15211/11881",4
"Organismal Systems","Immune system","mmu04611","Platelet activation","10/321","126/11188",0.0793650793650794,2.7661573455966,3.42651264720538,0.00334867324855978,0.0261699619411593,0.0261699619411593,"21391/70839/30955/14682/26416/20619/18749/11513/26417/19224",10
"Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","5/321","36/11188",0.138888888888889,4.84077535479405,3.9668728286712,0.00342160258076583,0.0261699619411593,0.0261699619411593,"57916/227525/12265/17060/21355",5
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","8/321","87/11188",0.0919540229885057,3.20492713144985,3.54835708535972,0.00343948071226666,0.0261699619411593,0.0261699619411593,"11975/14998/15894/14999/14961/21803/14969/14960",8
"Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","6/321","52/11188",0.115384615384615,4.0215672178289,3.75339112197074,0.00356813182386184,0.0265711944330137,0.0265711944330137,"11669/56752/17161/110695/110446/12359",6
"Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway","12/321","172/11188",0.0697674418604651,2.4316452945012,3.25193751166166,0.00398042432529555,0.0290239273719467,0.0290239273719467,"30955/14682/14673/11936/18576/18018/20541/17260/19055/11513/13618/26417",12
"Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway","8/321","90/11188",0.0888888888888889,3.09809622706819,3.43462082620447,0.00423828449245836,0.0302734606604169,0.0302734606604169,"18751/14682/13653/26416/18749/11513/26417/26401",8
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway","10/321","131/11188",0.0763358778625954,2.66057882095551,3.28572331429893,0.00442360825253094,0.0303580958507025,0.0303580958507025,"81535/170758/18751/14682/14673/11886/26416/13033/104725/26417",10
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","10/321","131/11188",0.0763358778625954,2.66057882095551,3.28572331429893,0.00442360825253094,0.0303580958507025,0.0303580958507025,"109689/21813/22340/26416/18749/21803/11513/13618/17386/26417",10
"Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway","11/321","154/11188",0.0714285714285714,2.48954161103694,3.19890256572217,0.00480310219034068,0.0310076701210539,0.0310076701210539,"12443/18751/30955/14682/18018/18749/17260/19055/11513/52163/26417",11
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","17/321","294/11188",0.0578231292517007,2.01534320893466,3.03212673598645,0.0048362622976676,0.0310076701210539,0.0310076701210539,"15977/57916/53603/15979/21944/16164/16880/21813/16170/100532/12978/56744/56221/21803/15945/16155/20307",17
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","9/321","112/11188",0.0803571428571429,2.80073431241656,3.29171085395167,0.00486382326457432,0.0310076701210539,0.0310076701210539,"16985/26416/13654/18018/13655/69810/19055/26417/16362",9
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","5/321","39/11188",0.128205128205128,4.46840801980989,3.72905706424284,0.00487263387616561,0.0310076701210539,0.0310076701210539,"26384/56174/15212/15211/227620",5
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","8/321","93/11188",0.0860215053763441,2.99815763909825,3.32553919181246,0.00517290597588261,0.0323306623492663,0.0323306623492663,"16401/12489/14998/14999/14961/12978/14969/14960",8
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis","14/321","226/11188",0.0619469026548673,2.15907148567805,3.02533898844931,0.00564017994447024,0.0346326838695541,0.0346326838695541,"12443/14964/12367/13205/15040/13654/110557/15015/13655/18749/15018/14972/26417/14991",14
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","13/321","204/11188",0.0637254901960784,2.22106163337609,3.02501065652674,0.00596610750192188,0.0352101423763421,0.0352101423763421,"12443/18751/18792/22325/16001/12367/26416/18749/21803/16000/16419/26417/18569",13
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","7/321","76/11188",0.0921052631578947,3.21019839317921,3.32274061734364,0.00602564318660276,0.0352101423763421,0.0352101423763421,"12443/170758/73341/21813/19765/21803/26417",7
"Metabolism","Amino acid metabolism","mmu00340","Histidine metabolism","4/321","26/11188",0.153846153846154,5.36208962377187,3.82705541690879,0.00603602440737293,0.0352101423763421,0.0352101423763421,"11669/56752/17161/110695",4
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","10/321","140/11188",0.0714285714285714,2.48954161103694,3.04810081249545,0.00702754550979428,0.0403219824332459,0.0403219824332459,"12443/30955/14682/13653/18576/18749/20541/17260/11513/26417",10
"Organismal Systems","Nervous system","mmu04730","Long-term depression","6/321","60/11188",0.1,3.48535825545171,3.31749722286725,0.00725176712892677,0.0409373950826511,0.0409373950826511,"18751/14682/16001/14673/16000/26417",6
"Organismal Systems","Aging","mmu04213","Longevity regulating pathway - multiple species","6/321","61/11188",0.0983606557377049,3.42822123487054,3.26827527086763,0.00785402454877144,0.0429516967510938,0.0429516967510938,"16001/13688/18749/12359/16000/11513",6
"Organismal Systems","Excretory system","mmu04961","Endocrine and other factor-regulated calcium reabsorption","6/321","61/11188",0.0983606557377049,3.42822123487054,3.26827527086763,0.00785402454877144,0.0429516967510938,0.0429516967510938,"18751/67300/14682/11936/18749/20541",6
"Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series","3/321","15/11188",0.2,6.97071651090343,3.97687264373889,0.00823883688298576,0.0443629678314618,0.0443629678314618,"12091/15212/15211",3
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","11/321","167/11188",0.0658682634730539,2.29574495868077,2.89949099245072,0.00869988214519578,0.0459027870530178,0.0459027870530178,"29869/16001/69635/16783/13030/13033/97287/18749/66795/26417/218035",11
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","13/321","214/11188",0.0607476635514019,2.11727370658282,2.83621068515115,0.00878710495014913,0.0459027870530178,0.0459027870530178,"170758/18751/192786/22325/14682/16001/22340/26416/12978/240168/16000/11513/26417",13
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism","5/321","45/11188",0.111111111111111,3.87262028383524,3.3184701546969,0.00899444223774816,0.0462949232825273,0.0462949232825273,"11669/56752/14194/110695/110446",5
