"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019882","antigen processing and presentation","26/545","139/25615",0.18705035971223,8.79136690647482,13.5804832163386,2.12923788183116e-17,1.36782241528833e-13,1.36782241528833e-13,"H2-D1/Lgmn/Unc93b1/H2-DMa/Tapbpl/Tapbp/Icam1/Ighm/Fgl2/Psmb9/Cd74/Hfe/Wdfy4/H2-T23/H2-Q6/H2-DMb1/H2-Q4/H2-Ab1/H2-Eb1/H2-Q7/H2-Aa/H2-K1/H2-M3/Psap/Trem2/Tap2",26
"GO:0048002","antigen processing and presentation of peptide antigen","20/545","87/25615",0.229885057471264,10.8045977011494,13.5064369637308,1.6214552454348e-15,5.20811424833657e-12,5.20811424833657e-12,"H2-D1/Lgmn/Unc93b1/H2-DMa/Tapbpl/Tapbp/Cd74/Hfe/H2-T23/H2-Q6/H2-DMb1/H2-Q4/H2-Ab1/H2-Eb1/H2-Q7/H2-Aa/H2-K1/H2-M3/Trem2/Tap2",20
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","12/545","32/25615",0.375,17.625,13.8746071261613,1.17026364703259e-12,2.50592455617911e-09,2.50592455617911e-09,"Lgmn/Unc93b1/H2-DMa/Tapbp/Cd74/H2-DMb1/H2-Ab1/H2-Eb1/H2-Aa/H2-K1/H2-M3/Tap2",12
"GO:0019884","antigen processing and presentation of exogenous antigen","12/545","39/25615",0.307692307692308,14.4615384615385,12.4042489838631,1.76996940227291e-11,2.84257086005029e-08,2.84257086005029e-08,"Lgmn/Unc93b1/H2-DMa/Tapbp/Cd74/H2-DMb1/H2-Ab1/H2-Eb1/H2-Aa/H2-K1/H2-M3/Tap2",12
"GO:0006898","receptor-mediated endocytosis","28/545","300/25615",0.0933333333333333,4.38666666666667,8.69969248389229,7.26139429979802e-11,9.3294393963805e-08,9.3294393963805e-08,"Arrb1/Itga4/Inpp5f/Scarb2/Dab2/Trf/Cltc/Fchsd2/Tbc1d5/Plxnb2/Tgfbr2/Lrp6/Eps15/Hfe/Dgkd/Cd81/Ramp1/Ang/Ralbp1/Itsn1/Ap1b1/Rab11fip5/Cd300a/Mrc1/Apoe/Lyve1/Fcho2/Snx9",28
"GO:0007159","leukocyte cell-cell adhesion","34/545","438/25615",0.0776255707762557,3.64840182648402,8.24287531870607,1.04522063156081e-10,1.02332464743451e-07,1.02332464743451e-07,"Ifnb1/Itga4/H2-DMa/Sirpa/Selplg/Icam1/Fgl2/Tgfbr2/Cd74/Hfe/Casp3/Cd83/Cd81/Alox5/Nckap1l/Cfh/Nfkbid/H2-DMb1/Dusp22/H2-Ab1/Egr3/Pf4/Dock8/Smarca2/Tgfb1/H2-Eb1/Ppp3ca/Igf1/Tnfaip8l2/H2-Aa/Mapk3/Cd300a/Irf1/Gpr65",34
"GO:1903037","regulation of leukocyte cell-cell adhesion","32/545","393/25615",0.0814249363867685,3.82697201017812,8.32698552720251,1.11507978394172e-10,1.02332464743451e-07,1.02332464743451e-07,"Ifnb1/Itga4/H2-DMa/Sirpa/Icam1/Fgl2/Tgfbr2/Cd74/Hfe/Casp3/Cd83/Cd81/Alox5/Nckap1l/Nfkbid/H2-DMb1/Dusp22/H2-Ab1/Egr3/Pf4/Dock8/Smarca2/Tgfb1/H2-Eb1/Ppp3ca/Igf1/Tnfaip8l2/H2-Aa/Mapk3/Cd300a/Irf1/Gpr65",32
"GO:0050727","regulation of inflammatory response","33/545","434/25615",0.076036866359447,3.57373271889401,7.97318073252013,3.37526683172895e-10,2.71033926587835e-07,2.71033926587835e-07,"Ifnb1/Grn/Tslp/Cd33/Nek7/Sirpa/Pik3cg/Lacc1/Tlr7/Gbp3/Casp3/Nr1d2/Il16/Cd81/Alox5/Ctsc/Nfatc1/Abhd12/Csf1r/Pf4/Ccl24/Tgfb1/Nr1d1/Aim2/Igf1/Lilra5/Ednrb/Tnfaip8l2/Mapk3/Clec12a/Apoe/Trem2/Pdcd4",33
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","9/545","25/25615",0.36,16.92,11.7418819979536,1.26228835285775e-09,7.17744566997145e-07,7.17744566997145e-07,"Lgmn/Unc93b1/H2-DMa/Cd74/H2-DMb1/H2-Ab1/H2-Eb1/H2-Aa/Trem2",9
"GO:0002396","MHC protein complex assembly","8/545","18/25615",0.444444444444444,20.8888888888889,12.4454907574827,1.44773837854119e-09,7.17744566997145e-07,7.17744566997145e-07,"H2-DMa/Tapbpl/Tapbp/H2-DMb1/H2-Ab1/H2-Eb1/H2-Aa/Tap2",8
