"gene","log2FC","pvalue","padj"
"Fibin",-0.47520795621288,0.05,0.05
"Ano3",-0.262163345641007,0.05,0.05
"Lpcat4",-0.537022314633434,0.05,0.05
"Nop10",-0.314840437055552,0.05,0.05
"Slc12a6",-0.336782212514975,0.05,0.05
"Emc4",0.149847459284071,0.05,0.05
"Katnbl1",0.171466584191414,0.05,0.05
"Emc7",0.088667162496491,0.05,0.05
"Aven",0.0742056478703623,0.05,0.05
"Ryr3",-0.0860309691148444,0.05,0.05
"Fmn1",0.346401168835039,0.05,0.05
"Scg5",-0.0470287790267827,0.05,0.05
"Arhgap11a",-0.921346014335914,0.05,0.05
"Actc1",-0.884748785434308,0.05,0.05
"C130080G10Rik",-0.719887943720599,0.05,0.05
"Aqr",0.122490495128623,0.05,0.05
"Zfp770",-0.0838422941322068,0.05,0.05
"Dph6",0.111067351551673,0.05,0.05
"BC052040",-0.577761216822815,0.05,0.05
"Meis2",0.352448769169744,0.05,0.05
"2700033N17Rik",0.334245316037581,0.05,0.05
"D330050G23Rik",-0.665809859144179,0.05,0.05
"Gm29340",-1.71228657309766,0.05,0.05
"Spred1",-0.714558942275477,0.05,0.05
"Fam98b",-0.396196992845392,0.05,0.05
"Rasgrp1",-1.03355631920422,0.05,0.05
"Gm13986",-0.129265139772596,0.05,0.05
"Thbs1",-0.153157582797715,0.05,0.05
"Gpr176",-0.0399319048943554,0.05,0.05
"Eif2ak4",-0.019907076924937,0.05,0.05
"Srp14",-0.287764358547808,0.05,0.05
"Bmf",-0.0329066034797636,0.05,0.05
"Bub1b",-1.11404673927947,0.05,0.05
"Pak6",0.0570514158441453,0.05,0.05
"Ankrd63",-0.0470287790267827,0.05,0.05
"Plcb2",-0.700197643445191,0.05,0.05
"Inafm2",-0.123011744022874,0.05,0.05
"Ccdc9b",0.538675559189279,0.05,0.05
"Knstrn",-0.856705671549073,0.05,0.05
"Ivd",-0.0711288218354835,0.05,0.05
"Bahd1",-0.0519405629215512,0.05,0.05
"Chst14",-0.481248768850983,0.05,0.05
"Ccdc32",0.213596622705628,0.05,0.05
"Rpusd2",0.00841630081674527,0.05,0.05
"Knl1",-1.26678475851545,0.05,0.05
"Rad51",-1.12170834994391,0.05,0.05
"Rmdn3",0.162035526351913,0.05,0.05
"Gchfr",-0.123538227598162,0.05,0.05
"Dnajc17",0.1263476940577,0.05,0.05
"Zfyve19",-0.0855414814191886,0.05,0.05
"Spint1",0.371688961179751,0.05,0.05
"Rhov",1.06056372993796,0.05,0.05
"Vps18",-0.427575755857418,0.05,0.05
"Gm14207",-0.82634253188796,0.05,0.05
"Dll4",-0.263160249437192,0.05,0.05
"Chac1",0.102809941756223,0.05,0.05
"Ino80",0.111450816092113,0.05,0.05
"Exd1",0.0730248388858803,0.05,0.05
"Chp1",0.31453995000012,0.05,0.05
"Oip5os1",-0.356630280959187,0.05,0.05
"Oip5",-0.0795531305791548,0.05,0.05
"Nusap1",-1.11853929672902,0.05,0.05
"Ndufaf1",-0.096997249408894,0.05,0.05
"Rtf1",0.0149656099769526,0.05,0.05
"Itpka",0.0164691925925479,0.05,0.05
"Rpap1",-0.0362261109074939,0.05,0.05
"Tyro3",0.242557643906543,0.05,0.05
"Mga",-0.11070489243647,0.05,0.05
"Mapkbp1",0.12361070425087,0.05,0.05
"Gm13999",-0.161917495874821,0.05,0.05
"Jmjd7",-0.19038894279599,0.05,0.05
"Pla2g4b",-0.0676576879683114,0.05,0.05
"Sptbn5",-0.617326241221638,0.05,0.05
"Ehd4",-1.19032654459442,0.05,0.05
"Vps39",-0.255350191929823,0.05,0.05
"Tmem87a",-0.0626137680207464,0.05,0.05
"Ganc",-0.0457118864410209,0.05,0.05
"Capn3",-0.107974397096457,0.05,0.05
"Zfp106",-0.312872690602866,0.05,0.05
"Snap23",-0.55283383529309,0.05,0.05
"Lrrc57",0.0353236771132552,0.05,0.05
"Haus2",0.112666610220614,0.05,0.05
"Stard9",-1.06292106243157,0.05,0.05
"Cdan1",0.129358146684542,0.05,0.05
"Ttbk2",0.166615219506341,0.05,0.05
"AV039307",0.259367129839161,0.05,0.05
"Ubr1",-0.0734361289461942,0.05,0.05
"Tmem62",0.10375476915871,0.05,0.05
"Ccndbp1",-0.205615251912854,0.05,0.05
"Lcmt2",-0.440094766499337,0.05,0.05
"Adal",0.0395504047349231,0.05,0.05
"Zscan29",-0.0831992708410811,0.05,0.05
"Tubgcp4",-0.0732044966824028,0.05,0.05
"Trp53bp1",-0.224209837459974,0.05,0.05
"Map1a",0.0508191566898342,0.05,0.05
"Ppip5k1",-0.14991383660038,0.05,0.05
"Catsper2",-0.121119570759612,0.05,0.05
"Pdia3",-0.269866272148764,0.05,0.05
"Serinc4",-0.0426261525961299,0.05,0.05
"Serf2",-0.366094088553025,0.05,0.05
"Hypk",-0.0420418970783967,0.05,0.05
"Mfap1b",-0.0945849065106241,0.05,0.05
"Mfap1a",0.0174447190405793,0.05,0.05
"Wdr76",-0.394496758362689,0.05,0.05
"Frmd5",-0.124749824379617,0.05,0.05
"Gm14019",-0.1550947361493,0.05,0.05
"Casc4",-0.480259180171614,0.05,0.05
"Mageb3",0.121444084447734,0.05,0.05
"Ctdspl2",0.101200498779774,0.05,0.05
"Eif3j1",0.282836752264469,0.05,0.05
"Spg11",-0.198216893461211,0.05,0.05
"B2m",0.0487906582675954,0.05,0.05
"Trim69",0.654334648271655,0.05,0.05
"Terb2",0.043432919024885,0.05,0.05
"Sord",-0.924896329723698,0.05,0.05
"Duoxa2",-0.27168544368686,0.05,0.05
"Duoxa1",-0.101294819570587,0.05,0.05
"Duox1",-0.359345035371182,0.05,0.05
"Shf",-0.184309091323102,0.05,0.05
"Slc28a2",-0.0871560266561096,0.05,0.05
"Gm14085",-0.1550947361493,0.05,0.05
"Gatm",-2.96275392186878,0.05,0.05
"Spata5l1",-0.0310328494079691,0.05,0.05
"AA467197",2.50190021411443,0.05,0.05
"Slc30a4",-0.00487869002548269,0.05,0.05
"Bloc1s6os",-0.148421886966151,0.05,0.05
"Bloc1s6",-0.065482344946008,0.05,0.05
"Sqor",0.371055031136042,0.05,0.05
"Sema6d",-0.167785859323935,0.05,0.05
"Slc24a5",-0.492149966571515,0.05,0.05
"Myef2",-0.363132214462906,0.05,0.05
"Dut",-1.23629877373004,0.05,0.05
"Fbn1",-0.230396491599673,0.05,0.05
"Gm9913",-0.116856199751754,0.05,0.05
"Cep152",-0.218847565211993,0.05,0.05
"Shc4",-0.214992989402163,0.05,0.05
"Eid1",-0.690119968115704,0.05,0.05
"Secisbp2l",-0.0323067154123606,0.05,0.05
"Cops2",0.215539991283549,0.05,0.05
"Galk2",-0.224513106693774,0.05,0.05
"Fgf7",0.374187604444601,0.05,0.05
"Dtwd1",0.163162994849648,0.05,0.05
"Atp8b4",0.187859348679549,0.05,0.05
"Hdc",0.515597586781414,0.05,0.05
"Gabpb1",-0.227789454279463,0.05,0.05
"Gm27003",-0.292680314639575,0.05,0.05
"Usp8",-0.0463344114557422,0.05,0.05
"Usp50",0.204673271007774,0.05,0.05
"Trpm7",0.0309895811279999,0.05,0.05
"Sppl2a",0.0972516243084476,0.05,0.05
"Ap4e1",-0.148807252555348,0.05,0.05
"Blvra",-0.0724670874081923,0.05,0.05
"Ncaph",-0.505780034946341,0.05,0.05
"Itpripl1",0.317245795172368,0.05,0.05
"1810024B03Rik",-0.303164699813026,0.05,0.05
"Snrnp200",-0.135468064591302,0.05,0.05
"Ciao1",0.0296020066383758,0.05,0.05
"Tmem127",-0.155641959096901,0.05,0.05
"Stard7",0.449022517707553,0.05,0.05
"Dusp2",-0.130503562166967,0.05,0.05
"Astl",0.0201595055235599,0.05,0.05
"Adra2b",0.0966347941688462,0.05,0.05
"Fahd2a",-0.72767062724612,0.05,0.05
"Kcnip3",0.146214496973362,0.05,0.05
"Zfp661",-0.0753108809151166,0.05,0.05
"Mrps5",-0.0853455323875991,0.05,0.05
"Mal",0.243200499170718,0.05,0.05
"Mall",-0.867870086746241,0.05,0.05
"Nphp1",-0.16411156380711,0.05,0.05
"Mtln",-0.537312890892816,0.05,0.05
"Bub1",-0.941986388728681,0.05,0.05
"Acoxl",-0.212278895534612,0.05,0.05
"Bcl2l11",0.0176900012563159,0.05,0.05
"Morrbid",0.0552515151789454,0.05,0.05
"Gm14010",-0.259867061610955,0.05,0.05
"Anapc1",-0.180035765870427,0.05,0.05
"Mertk",-0.243636935859921,0.05,0.05
"Tmem87b",0.495637817155387,0.05,0.05
"Fbln7",-1.17497909605673,0.05,0.05
"Zc3h8",-0.369998276910393,0.05,0.05
"Gm10762",-0.240820909325616,0.05,0.05
"Zc3h6",-0.172924987461199,0.05,0.05
"Ttl",-0.192390335465197,0.05,0.05
"Polr1b",0.130163836668595,0.05,0.05
"Chchd5",-0.321583575090954,0.05,0.05
"AI847159",-0.0697823526811428,0.05,0.05
"Gm14029",-0.402029273052479,0.05,0.05
"Slc20a1",-0.156766353744208,0.05,0.05
"9830144P21Rik",-0.300860601363672,0.05,0.05
"A730036I17Rik",-0.0438018957702022,0.05,0.05
"Ckap2l",-0.902964568474038,0.05,0.05
"Gm14023",0.09785691811233,0.05,0.05
"Il1a",-0.0602722751546638,0.05,0.05
"Il1b",0.887177624574934,0.05,0.05
"Il1bos",-0.543759307796817,0.05,0.05
"Sirpa",-1.00261478004135,0.05,0.05
"Stk35",-0.102120906702323,0.05,0.05
"Tgm3",-0.0636119781149189,0.05,0.05
"Snrpb",-0.1270808553149,0.05,0.05
"Nop56",0.180989850476621,0.05,0.05
"Idh3b",-0.247326310469057,0.05,0.05
"Ebf4",-0.0319171445943914,0.05,0.05
"Cpxm1",-1.08660766425096,0.05,0.05
"Pced1a",-0.0845174503915911,0.05,0.05
"Vps16",-0.131525889955699,0.05,0.05
"Ptpra",-0.370831202286364,0.05,0.05
"Mrps26",-0.0229559733453408,0.05,0.05
"Oxt",-0.00268718454183403,0.05,0.05
"Ubox5",-0.107200729145013,0.05,0.05
"Fastkd5",-0.158942555962909,0.05,0.05
"Lzts3",-0.208995486727324,0.05,0.05
"Ddrgk1",-0.0738388178036287,0.05,0.05
"Itpa",0.365640247796408,0.05,0.05
"Slc4a11",-0.176734321221043,0.05,0.05
"4930402H24Rik",-0.357966992129048,0.05,0.05
"A730017L22Rik",-0.408574294910002,0.05,0.05
"Atrn",0.0697086380659533,0.05,0.05
"Gfra4",-0.512904461631551,0.05,0.05
"Adam33",-1.19517172204283,0.05,0.05
"Siglec1",0.546445834877883,0.05,0.05
"Hspa12b",0.245704049235398,0.05,0.05
"1700037H04Rik",-0.136416049791033,0.05,0.05
"Spef1",-0.217824744569077,0.05,0.05
"Cenpb",-0.019497911249311,0.05,0.05
"Cdc25b",-0.627830288010734,0.05,0.05
"Ap5s1",0.210841552904186,0.05,0.05
"Mavs",-0.180475902919282,0.05,0.05
"Pank2",-0.221199142172043,0.05,0.05
"Rnf24",-0.0694973563165857,0.05,0.05
"Smox",-0.29426508834837,0.05,0.05
"Prnp",-0.0020391638310393,0.05,0.05
"Prnd",-1.65913550208615,0.05,0.05
"Rassf2",-0.641162433217114,0.05,0.05
"Slc23a2",-0.7255562324353,0.05,0.05
"Tmem230",-0.600722662281368,0.05,0.05
"Pcna",-0.325462703284234,0.05,0.05
"AV099323",0.0706790341201664,0.05,0.05
"Cds2",0.28152194330345,0.05,0.05
"1700026D11Rik",-0.168664826276239,0.05,0.05
"Gpcpd1",-0.193940989533597,0.05,0.05
"AU019990",-0.199437756502752,0.05,0.05
"Shld1",-0.289308627878243,0.05,0.05
"Chgb",0.0685735925556546,0.05,0.05
"Trmt6",-0.20181064500004,0.05,0.05
"Mcm8",-0.347326370855754,0.05,0.05
"Crls1",-0.35414238403402,0.05,0.05
"Bmp2",-0.574335647357866,0.05,0.05
"Hao1",0.0418851174510826,0.05,0.05
"Tmx4",-0.464269488630545,0.05,0.05
"Plcb1",0.131453195356604,0.05,0.05
"Plcb4",1.18786835579747,0.05,0.05
"Lamp5",0.311081184616051,0.05,0.05
"Mkks",-0.00403633868375675,0.05,0.05
"Slx4ip",-0.0152466626383436,0.05,0.05
"Jag1",0.064323742192224,0.05,0.05
"Btbd3",0.221147666704534,0.05,0.05
"Ism1",1.37946417357101,0.05,0.05
"Tasp1",-0.0813787870165696,0.05,0.05
"Esf1",0.2210643838619,0.05,0.05
"Ndufaf5",-0.126809140515689,0.05,0.05
"Macrod2",0.18694251754983,0.05,0.05
"Flrt3",-0.304000221490146,0.05,0.05
"Kif16b",-0.0801758784765831,0.05,0.05
"Snrpb2",-0.206070593224243,0.05,0.05
"Pcsk2os1",-0.0239105873902914,0.05,0.05
"Pcsk2",0.324017671940164,0.05,0.05
"Bfsp1",-0.262178738315175,0.05,0.05
"Dstn",-0.0986124222348792,0.05,0.05
"Rrbp1",0.159343938388849,0.05,0.05
"Snx5",-1.41346064653094,0.05,0.05
"Mgme1",-0.451846745321203,0.05,0.05
"Ovol2",-0.0441540519570197,0.05,0.05
"Kat14",0.0200166819936873,0.05,0.05
"Dzank1",-0.438173739115261,0.05,0.05
"Polr3f",0.117938508456956,0.05,0.05
"Rbbp9",0.0578826949014464,0.05,0.05
"Sec23b",0.366355078767293,0.05,0.05
"Smim26",-0.17599928684875,0.05,0.05
"Dtd1",-0.583684812266205,0.05,0.05
"Slc24a3",-0.642818735967939,0.05,0.05
"Rin2",-0.486432692589423,0.05,0.05
"Naa20",-0.319058826088519,0.05,0.05
"Crnkl1",0.189499950714932,0.05,0.05
"Cfap61",0.0893046843157364,0.05,0.05
"Ralgapa2",0.0632968245602834,0.05,0.05
"Kiz",-0.172570721664544,0.05,0.05
"Xrn2",-0.30461934448476,0.05,0.05
"Thbd",0.177914498345071,0.05,0.05
"Cd93",-0.463547513704134,0.05,0.05
"Gm14120",-0.114440449822083,0.05,0.05
"Nxt1",0.175192001221358,0.05,0.05
"Gzf1",0.109021640090547,0.05,0.05
"Napb",0.374272003611889,0.05,0.05
"Cst3",-1.38170345228905,0.05,0.05
"Zfp120",-0.117727259466665,0.05,0.05
"Zfp937",-0.18295016751329,0.05,0.05
"3300002I08Rik",-0.26056980324185,0.05,0.05
"Gm10130",0.489637487292516,0.05,0.05
"Zfp442",-0.124430406287413,0.05,0.05
"Cst7",-0.0862280521726364,0.05,0.05
"Apmap",-0.253615030350333,0.05,0.05
"Gm14123",-0.130804290427531,0.05,0.05
"Acss1",-0.877156339156017,0.05,0.05
"E130215H24Rik",-0.70623586484291,0.05,0.05
"Entpd6",0.110452517534054,0.05,0.05
"Pygb",-0.635185291668303,0.05,0.05
"Abhd12",-1.01447461227759,0.05,0.05
"Gins1",-0.427736231104442,0.05,0.05
"Ninl",-0.0240257941908455,0.05,0.05
"Nanp",-0.520961632749606,0.05,0.05
"Nsfl1c",0.0459360031707554,0.05,0.05
"Gm14167",0.0233707326109935,0.05,0.05
"Fkbp1a",-0.110324616706901,0.05,0.05
"Sdcbp2",0.866344921170559,0.05,0.05
"Psmf1",0.138419620653739,0.05,0.05
"Angpt4",-0.773888966718381,0.05,0.05
"Gm14154",-0.46321505773326,0.05,0.05
"Fam110a",0.226455240198258,0.05,0.05
"Slc52a3",0.371443442697876,0.05,0.05
"Srxn1",0.553473177596996,0.05,0.05
"Tcf15",0.7912905135292,0.05,0.05
"Csnk2a1",-0.0611898241018025,0.05,0.05
"Tbc1d20",0.224485167114802,0.05,0.05
"Rbck1",-0.104845273915411,0.05,0.05
"Trib3",0.714002714741916,0.05,0.05
"Sox12",-0.403188857841034,0.05,0.05
"Zcchc3",0.132688726847519,0.05,0.05
"Defb25",-0.289772811646423,0.05,0.05
"Rem1",-0.113289907345022,0.05,0.05
"H13",0.163435635552425,0.05,0.05
"Mcts2",0.241819006117891,0.05,0.05
"Id1",0.504159501184068,0.05,0.05
"Cox4i2",-0.0592415853190813,0.05,0.05
"Bcl2l1",1.10234440063934,0.05,0.05
"Tpx2",-0.988801997325579,0.05,0.05
"Mylk2",0.0639429050037641,0.05,0.05
"Foxs1",0.0733544490868074,0.05,0.05
"Pdrg1",-0.0637899833231144,0.05,0.05
"Ccm2l",0.362063585429182,0.05,0.05
"Hck",0.987304538037382,0.05,0.05
"Tm9sf4",0.036672914189654,0.05,0.05
"Tspyl3",-0.331142605266157,0.05,0.05
"Plagl2",0.236996583536102,0.05,0.05
"Pofut1",-0.469887004789378,0.05,0.05
"Kif3b",-0.00409883895492014,0.05,0.05
"2500004C02Rik",-0.156177959979818,0.05,0.05
"Asxl1",0.0947771415501428,0.05,0.05
"Nol4l",-0.281950782978347,0.05,0.05
"Commd7",-0.425484826047862,0.05,0.05
"Dnmt3b",-0.221653987735215,0.05,0.05
"Mapre1",-0.0952965525660572,0.05,0.05
"Efcab8",0.0404269700733798,0.05,0.05
"Cdk5rap1",-0.0717059522196466,0.05,0.05
"Snta1",-0.0770875721497961,0.05,0.05
"Cbfa2t2",-0.171136043521421,0.05,0.05
"Necab3",-0.268193421062713,0.05,0.05
"1700003F12Rik",-0.656594505971939,0.05,0.05
"E2f1",-1.06768326814494,0.05,0.05
"Pxmp4",0.107525710072603,0.05,0.05
"4930519P11Rik",0.0749708193156929,0.05,0.05
"Zfp341",0.0916467120994549,0.05,0.05
"Chmp4b",0.15733171764384,0.05,0.05
"Raly",-0.192848735466677,0.05,0.05
"a",0.679040501035221,0.05,0.05
"Eif2s2",0.393015132799793,0.05,0.05
"Gm14226",1.56583213137263,0.05,0.05
"Ahcy",0.53720117910217,0.05,0.05
"Itch",0.0772755931369211,0.05,0.05
"Dynlrb1",0.101361919829178,0.05,0.05
"Map1lc3a",-0.0463378341248006,0.05,0.05
"Pigu",-0.0838129410077855,0.05,0.05
"Trp53inp2",0.21811111432064,0.05,0.05
"Ncoa6",-0.0924623322522944,0.05,0.05
"Ggt7",-0.198619177509035,0.05,0.05
"Acss2",0.067553118266455,0.05,0.05
"Gss",0.298847526075295,0.05,0.05
"Myh7b",0.043432919024885,0.05,0.05
"Trpc4ap",-0.205281069316428,0.05,0.05
"Edem2",-0.151366169363744,0.05,0.05
"Procr",0.649885200329514,0.05,0.05
"BC029722",-0.181180730489402,0.05,0.05
"Eif6",0.283924497854259,0.05,0.05
"Gm16098",-0.252552931461839,0.05,0.05
"Uqcc1",0.117938508456956,0.05,0.05
"Cep250",-0.383402108063941,0.05,0.05
"6430550D23Rik",-0.126726540722829,0.05,0.05
"Ergic3",-0.596357809411097,0.05,0.05
"Spag4",-0.00378735205936576,0.05,0.05
"Cpne1",0.191461638348023,0.05,0.05
"Nfs1",0.0597140145548964,0.05,0.05
"Romo1",-0.124624209497678,0.05,0.05
"Rbm39",-0.041573679037695,0.05,0.05
"Phf20",0.184305206232679,0.05,0.05
"Scand1",-0.373413493365917,0.05,0.05
"Cnbd2",-0.306134529495243,0.05,0.05
"2900097C17Rik",-0.122276294674869,0.05,0.05
"Epb41l1",-0.395757245218017,0.05,0.05
"Aar2",0.199699219690601,0.05,0.05
"Gm14168",0.0390509058224588,0.05,0.05
"Dlgap4",0.0534511284837613,0.05,0.05
"4930405A21Rik",-0.0205694086214052,0.05,0.05
"Myl9",-0.886290340022703,0.05,0.05
"Tgif2",-0.541549153716962,0.05,0.05
"5430405H02Rik",0.0274881281424264,0.05,0.05
"Rab5if",0.241339959215424,0.05,0.05
"Sla2",-0.436706053873016,0.05,0.05
"Ndrg3",-0.122207185579597,0.05,0.05
"Dsn1",-0.279013544159386,0.05,0.05
"Soga1",-0.335495163244838,0.05,0.05
"Samhd1",0.0171677346505001,0.05,0.05
"Rbl1",-0.197072749929255,0.05,0.05
"Rpn2",0.0532055138810961,0.05,0.05
"Manbal",-0.0831304575147378,0.05,0.05
"Src",0.131423599920823,0.05,0.05
"Gm14286",0.0756959571779978,0.05,0.05
"Blcap",-0.0349552898305272,0.05,0.05
"Nnat",0.101245451157084,0.05,0.05
"Ctnnbl1",0.0195178906811302,0.05,0.05
"Tti1",-0.0822514707662503,0.05,0.05
"Rprd1b",0.256043987457658,0.05,0.05
"Tgm2",2.05191003077001,0.05,0.05
"D630003M21Rik",-0.818766072194693,0.05,0.05
"Lbp",2.36656949918139,0.05,0.05
"Snhg17",0.192835468612206,0.05,0.05
"Ralgapb",0.0403944229866999,0.05,0.05
"Adig",0.0224470012414309,0.05,0.05
"Slc32a1",-0.233163276661953,0.05,0.05
"Actr5",0.157638941484262,0.05,0.05
"Ppp1r16b",-0.89850233884957,0.05,0.05
"Fam83d",-0.107994459189147,0.05,0.05
"Dhx35",-0.433209196751028,0.05,0.05
"Gm826",-0.352678029919903,0.05,0.05
"Mafb",0.0438154941790927,0.05,0.05
"Gm14221",-0.30781129509298,0.05,0.05
"Top1",0.25364299386999,0.05,0.05
"Plcg1",0.445705352673642,0.05,0.05
"Zhx3",0.557592169495718,0.05,0.05
"Gm16751",0.206094535726453,0.05,0.05
"Lpin3",1.1894457265542,0.05,0.05
"Chd6",-0.206997212880252,0.05,0.05
"Gm45447",-0.0871878776469815,0.05,0.05
"Srsf6",-0.377894701135985,0.05,0.05
"L3mbtl1",0.146114515203334,0.05,0.05
"Ift52",-0.308134018006058,0.05,0.05
"Mybl2",-0.652578962563961,0.05,0.05
"Tox2",0.966990117507321,0.05,0.05
"Jph2",-0.558204965572879,0.05,0.05
"Oser1",-0.342370936798399,0.05,0.05
"2900093K20Rik",-0.640301899326293,0.05,0.05
"Fitm2",0.637577447810963,0.05,0.05
"2310001K24Rik",-0.0652444496653692,0.05,0.05
"Ttpal",0.243224180805111,0.05,0.05
"Serinc3",0.260409545323764,0.05,0.05
"0610039K10Rik",-0.325829425476799,0.05,0.05
"Pkig",-0.279058250896996,0.05,0.05
"Gm16316",-0.00113609703298939,0.05,0.05
"Ada",0.567411492394334,0.05,0.05
"Ccn5",-0.0952783126634511,0.05,0.05
"Ywhab",0.0480892790620917,0.05,0.05
"Pabpc1l",0.098688273347233,0.05,0.05
"Tomm34",-0.398916704026797,0.05,0.05
"Stk4",-0.653666616432852,0.05,0.05
"Slpi",-0.149094934941959,0.05,0.05
"Matn4",-0.212292408439581,0.05,0.05
"Rbpjl",0.041145331042349,0.05,0.05
"Sdc4",0.804124339052658,0.05,0.05
"Sys1",0.0784592714103765,0.05,0.05
"Gm14302",-0.109470227364975,0.05,0.05
"Dbndd2",-0.0383099006615302,0.05,0.05
"Pigt",-0.230260660805128,0.05,0.05
"Dnttip1",0.057420156967197,0.05,0.05
"Ube2c",-1.06604559573081,0.05,0.05
"Tnnc2",0.22301923484607,0.05,0.05
"Snx21",0.333432169958646,0.05,0.05
"Acot8",0.124439116068242,0.05,0.05
"Zswim3",0.39783792251155,0.05,0.05
"Zswim1",0.218504418489381,0.05,0.05
"Neurl2",-0.514176082835796,0.05,0.05
"Ctsa",-0.637626053046531,0.05,0.05
"Pltp",-1.08646248178844,0.05,0.05
"Pcif1",-0.0571593453400601,0.05,0.05
"Zfp335",0.0586805715516681,0.05,0.05
"Zfp335os",0.108337543909362,0.05,0.05
"Mmp9",0.543326696217974,0.05,0.05
"Slc12a5",0.0185340234728275,0.05,0.05
"Ncoa5",0.0128210123086339,0.05,0.05
"Cd40",-0.407423584804683,0.05,0.05
"Slc35c2",-0.271514417987995,0.05,0.05
"Elmo2",0.0107295743940483,0.05,0.05
"Zfp334",0.0826752281188594,0.05,0.05
"Ocstamp",-0.0379913479308383,0.05,0.05
"Slc13a3",2.18199077553147,0.05,0.05
"Trp53rka",0.0270268017301531,0.05,0.05
"Slc2a10",-0.0665198306824824,0.05,0.05
"Eya2",-0.350666346231332,0.05,0.05
"Zmynd8",-0.232934992788468,0.05,0.05
"BC046401",-0.194336151351661,0.05,0.05
"Platr29",0.0579544807073253,0.05,0.05
"Gm11464",-0.215021083125538,0.05,0.05
"Ncoa3",-0.243462396196258,0.05,0.05
"Sulf2",-0.487983237027117,0.05,0.05
"5031425F14Rik",-1.47211439052173,0.05,0.05
"Prex1",-0.551044003323384,0.05,0.05
"Trp53rkb",0.0495957378131595,0.05,0.05
"Arfgef2",-0.0878753927966609,0.05,0.05
"Cse1l",-0.067123530995401,0.05,0.05
"Stau1",0.0630465835257414,0.05,0.05
"Ddx27",-0.0410479999955875,0.05,0.05
"Znfx1",0.545156943515664,0.05,0.05
"Zfas1",0.573131846663506,0.05,0.05
"Kcnb1",-0.120852292411191,0.05,0.05
"1110018N20Rik",0.174034392870122,0.05,0.05
"Ptgis",-0.291297770753446,0.05,0.05
"B4galt5",0.508592961690844,0.05,0.05
"Slc9a8",-0.0766100179374121,0.05,0.05
"Spata2",0.398770977628836,0.05,0.05
"Rnf114",0.533768650544698,0.05,0.05
"Snai1",0.644870111976353,0.05,0.05
"Ube2v1",0.176026708705081,0.05,0.05
"Tmem189",0.532066962434746,0.05,0.05
"Gm14320",0.0442430646976328,0.05,0.05
"Cebpb",0.387544479717498,0.05,0.05
"A530013C23Rik",0.330013310947647,0.05,0.05
"Gm14321",-0.120246738582155,0.05,0.05
"9230111E07Rik",-0.00113609703298939,0.05,0.05
"1200007C13Rik",-0.0436508776185787,0.05,0.05
"Ptpn1",0.41599538270111,0.05,0.05
"Ripor3",-0.460088474595592,0.05,0.05
"Pard6b",-0.43786046639782,0.05,0.05
"Adnp",-0.16889033730567,0.05,0.05
"Dpm1",-0.2074090828176,0.05,0.05
"Mocs3",-0.182113657622407,0.05,0.05
"Kcng1",-0.0236637938046857,0.05,0.05
"Nfatc2",-0.423404535491141,0.05,0.05
"Atp9a",-0.048084249111553,0.05,0.05
"Zfp64",0.0856001996977396,0.05,0.05
"Gm9873",0.0661864926792451,0.05,0.05
"Tshz2",0.492697948422191,0.05,0.05
"Zfp217",0.0563844001543279,0.05,0.05
"Bcas1",-0.110466902098615,0.05,0.05
"Pfdn4",0.128313223962333,0.05,0.05
"Gm16796",0.0908559422736481,0.05,0.05
"Dok5",-0.417404820866018,0.05,0.05
"Fam210b",0.0377948134244765,0.05,0.05
"Aurka",0.0976909629717004,0.05,0.05
"Cstf1",0.212055375049759,0.05,0.05
"Cass4",-0.591381554126607,0.05,0.05
"Rtf2",-0.170204494738289,0.05,0.05
"Fam209",0.0131284918987045,0.05,0.05
"Bmp7",-0.0223341849276361,0.05,0.05
"Rae1",-0.0614383372325129,0.05,0.05
"Rbm38",-0.141535841928279,0.05,0.05
"Ctcflos",0.0214894910432727,0.05,0.05
"Zbp1",1.67969139904391,0.05,0.05
"Pmepa1",-0.353751688687663,0.05,0.05
"Pmepa1os",-0.157369323663048,0.05,0.05
"Rab22a",0.182457181240962,0.05,0.05
"Vapb",-0.05489043069577,0.05,0.05
"Stx16",-0.49740493340048,0.05,0.05
"Npepl1",-0.45918540865519,0.05,0.05
"Gnas",-0.121152456072632,0.05,0.05
"Gm20721",-0.0254343731974236,0.05,0.05
"Nelfcd",-0.14889705538758,0.05,0.05
"Ctsz",-0.0505981812901677,0.05,0.05
"Atp5e",-0.0363102237308848,0.05,0.05
"Prelid3b",0.184111212463683,0.05,0.05
"Zfp831",-0.496586849625426,0.05,0.05
"Gm14393",0.0201595055235599,0.05,0.05
"Gm14399",0.0090270607623304,0.05,0.05
"Gm14443",0.151977604419582,0.05,0.05
"Gm14391",0.0588283056243057,0.05,0.05
"Gm4631",0.142222145358358,0.05,0.05
"Zfp968",-0.411808957446113,0.05,0.05
"Gm4724",-0.398387929590007,0.05,0.05
"Zfp965",-0.000792858674720703,0.05,0.05
"Gm6710",-0.528786594119544,0.05,0.05
"Zfp966",-0.0607007980986956,0.05,0.05
"Zfp967",0.0966347941688462,0.05,0.05
"Gm14308",0.154148084939034,0.05,0.05
"Zfp973",0.0197420382995025,0.05,0.05
"Gm14305",-0.139504979232128,0.05,0.05
"Gm14295",-0.16886681468531,0.05,0.05
"Gm14296",-0.163226923799955,0.05,0.05
