"gene","log2FC","pvalue","padj"
"9430037G07Rik",-0.172438790599405,0.05,0.05
"Mthfsl",-0.758377316296099,0.05,0.05
"Gm10634",-0.0986279865240269,0.05,0.05
"Bcl2a1d",-1.18802897971589,0.05,0.05
"9330159M07Rik",0.00300793659293364,0.05,0.05
"Bcl2a1a",0.1072897807427,0.05,0.05
"Bcl2a1b",-1.49712865646218,0.05,0.05
"Mthfs",-1.1918554361576,0.05,0.05
"Tmed3",-0.204678858909438,0.05,0.05
"Rasgrf1",-0.275545534871464,0.05,0.05
"Ctsh",-1.79786598410389,0.05,0.05
"Morf4l1",-0.155433867308817,0.05,0.05
"Adamts7",0.87349784153951,0.05,0.05
"Tbc1d2b",-0.157631741849711,0.05,0.05
"Plscr1",0.713097640430567,0.05,0.05
"Plscr2",0.635278106053134,0.05,0.05
"1700057G04Rik",0.401411016218438,0.05,0.05
"Plscr4",0.111351293283565,0.05,0.05
"Plod2",0.685459092335953,0.05,0.05
"Dipk2a",-0.495205778778897,0.05,0.05
"Slc9a9",-2.41792485833624,0.05,0.05
"Chst2",-0.0872865417882021,0.05,0.05
"U2surp",-0.170177537249724,0.05,0.05
"Gm28424",-0.321557528512082,0.05,0.05
"Paqr9",-0.0213918319405345,0.05,0.05
"Pcolce2",-0.745130095292451,0.05,0.05
"Trpc1",0.142281744860878,0.05,0.05
"1700065D16Rik",-0.579020837877468,0.05,0.05
"Atr",-0.142012902038677,0.05,0.05
"Gm16794",-0.0341847244545875,0.05,0.05
"Xrn1",-0.0716354315875876,0.05,0.05
"Gk5",0.417589966809094,0.05,0.05
"Tfdp2",0.221856251432317,0.05,0.05
"Atp1b3",-0.114706573278872,0.05,0.05
"BC043934",-0.512631976702196,0.05,0.05
"Rnf7",-0.385055971124878,0.05,0.05
"Rasa2",0.317273612137146,0.05,0.05
"Zbtb38",0.0274021744380182,0.05,0.05
"Pxylp1",-0.798631963727319,0.05,0.05
"Spsb4",-0.599677809342979,0.05,0.05
"Gm19325",-0.169313949579602,0.05,0.05
"Slc25a36",-0.434765791990166,0.05,0.05
"Clstn2",0.233965452902896,0.05,0.05
"Nmnat3",0.0143827344709555,0.05,0.05
"Rbp1",-0.92856870664038,0.05,0.05
"Rbp2",0.285387425741703,0.05,0.05
"4930579K19Rik",-0.0146191974677869,0.05,0.05
"Copb2",-0.0332553355867651,0.05,0.05
"Mrps22",0.222763814288812,0.05,0.05
"Gm37637",-0.0441540519570197,0.05,0.05
"Faim",-0.498293313529693,0.05,0.05
"Gm1123",-0.0644163069336606,0.05,0.05
"Pik3cb",-0.270562903505673,0.05,0.05
"Cep70",-0.489312541777084,0.05,0.05
"Mras",-0.437304117182495,0.05,0.05
"Armc8",-0.137599897593687,0.05,0.05
"Dbr1",-0.141181041833341,0.05,0.05
"Dzip1l",0.258657961379426,0.05,0.05
"Il20rb",0.604650772754438,0.05,0.05
"Nck1",0.141793385646242,0.05,0.05
"Slc35g2",0.44225334389424,0.05,0.05
"Stag1",0.124860626252528,0.05,0.05
"Pccb",-0.456715144925342,0.05,0.05
"Msl2",-0.00153029344268418,0.05,0.05
"Ppp2r3a",0.182890212414895,0.05,0.05
"Ephb1",-0.620580940431801,0.05,0.05
"Cep63",-0.226880966212565,0.05,0.05
"Anapc13",-0.210213696958914,0.05,0.05
"Amotl2",0.212584643886768,0.05,0.05
"Ryk",0.0436312169981594,0.05,0.05
"Slco2a1",0.741480567606258,0.05,0.05
"Rab6b",-0.772138601307391,0.05,0.05
"Srprb",0.171323890491357,0.05,0.05
"Trf",-2.22114624769351,0.05,0.05
"1300017J02Rik",0.01337230925514,0.05,0.05
"Topbp1",-0.241073895000606,0.05,0.05
"Cdv3",0.145773550490325,0.05,0.05
"Bfsp2",-0.416244550834447,0.05,0.05
"Tmem108",-0.635307659897619,0.05,0.05
"Nphp3",-0.19438104283223,0.05,0.05
"Uba5",-0.0726527529289696,0.05,0.05
"Acad11",-0.283125314363431,0.05,0.05
"Ackr4",-1.59600497122745,0.05,0.05
"Dnajc13",-0.29817492171833,0.05,0.05
"Acpp",0.737383463433499,0.05,0.05
"Mrpl3",-0.40919403453474,0.05,0.05
"Nudt16",-0.705742584181702,0.05,0.05
"Aste1",0.0485784724794338,0.05,0.05
"Atp2c1",-0.137025689999633,0.05,0.05
"Pik3r4",-0.107021697264847,0.05,0.05
"Col6a6",-2.41868848663848,0.05,0.05
"Glyctk",-0.0431207043771113,0.05,0.05
"Wdr82",0.14072694742141,0.05,0.05
"Ppm1m",-0.181881750202034,0.05,0.05
"Twf2",-0.544964276397791,0.05,0.05
"Tlr9",-0.732060659133838,0.05,0.05
"Alas1",0.47722113421274,0.05,0.05
"4930500F10Rik",-0.117266146303182,0.05,0.05
"Poc1a",-0.420827591135025,0.05,0.05
"Dusp7",-0.672629707882541,0.05,0.05
"Rpl29",0.00604558807031275,0.05,0.05
"Acy1",0.0234731780407607,0.05,0.05
"Abhd14a",-0.100776986124476,0.05,0.05
"Abhd14b",0.107357137833908,0.05,0.05
"Gm28959",0.0661864926792451,0.05,0.05
"Pcbp4",-0.048211482529994,0.05,0.05
"Gpr62",-0.109470227364975,0.05,0.05
"Parp3",0.540849370704129,0.05,0.05
"Rrp9",0.241963097083809,0.05,0.05
"Grm2",0.10561366229643,0.05,0.05
"Tex264",0.0381073306712896,0.05,0.05
"Rad54l2",-0.0323242150615117,0.05,0.05
"Dcaf1",0.104275602920389,0.05,0.05
"Manf",0.505909210581387,0.05,0.05
"Gm37612",0.27985977524894,0.05,0.05
"Rbm15b",-0.0374341463953813,0.05,0.05
"4930524O07Rik",0.12369680043841,0.05,0.05
"Dock3",-0.135966030920201,0.05,0.05
"Mapkapk3",-0.3604494424942,0.05,0.05
"Cish",0.352134825042528,0.05,0.05
"Hemk1",0.0639417575891486,0.05,0.05
"6430571L13Rik",-0.000671190395060375,0.05,0.05
"Tmem115",0.351007637867596,0.05,0.05
"Cyb561d2",-0.392768982829071,0.05,0.05
"Nprl2",0.0372928504760237,0.05,0.05
"Zmynd10",0.0561725816417125,0.05,0.05
"Rassf1",0.176683966367708,0.05,0.05
"Gm9917",0.797441278133825,0.05,0.05
"Tusc2",-0.0485866114451312,0.05,0.05
"Hyal2",0.941967078506283,0.05,0.05
"Hyal1",0.0152655307442626,0.05,0.05
"Naa80",0.358111672880267,0.05,0.05
"Hyal3",0.163630604797491,0.05,0.05
"Ifrd2",0.167485601305143,0.05,0.05
"Lsmem2",-0.267469192967473,0.05,0.05
"Sema3b",-1.03308172502812,0.05,0.05
"Gnai2",-0.196462986950856,0.05,0.05
"Slc38a3",-0.182701333663079,0.05,0.05
"Gnat1",0.0161518260317483,0.05,0.05
"Sema3f",0.932345499883005,0.05,0.05
"Rbm5",0.0799363592902083,0.05,0.05
"Rbm6",-0.0185114486631139,0.05,0.05
"Mon1a",0.274405523993144,0.05,0.05
"Mst1r",0.588088747304894,0.05,0.05
"Traip",-0.104173946114743,0.05,0.05
"Uba7",-0.0787263480035918,0.05,0.05
"Inka1",-0.766376131449277,0.05,0.05
"Cdhr4",-0.441755810887437,0.05,0.05
"Ip6k1",-0.18239751804597,0.05,0.05
"Gmppb",0.548915588509483,0.05,0.05
"Rnf123",-0.33398007986145,0.05,0.05
"Amigo3",-0.278234221080245,0.05,0.05
"Apeh",-0.134849610893178,0.05,0.05
"Bsn",-0.0458250428082744,0.05,0.05
"Dag1",0.128784124265426,0.05,0.05
"Nicn1",0.171683594943853,0.05,0.05
"Amt",0.136387936537709,0.05,0.05
"Tcta",-0.0686689199078216,0.05,0.05
"Rhoa",-0.251037366674549,0.05,0.05
"Gm37401",0.059837425271934,0.05,0.05
"Gpx1",-0.162216029107958,0.05,0.05
"Usp4",0.0131278929700516,0.05,0.05
"1700102P08Rik",0.226060223745761,0.05,0.05
"Ccdc36",-0.361756915738214,0.05,0.05
"Klhdc8b",-0.296794277423495,0.05,0.05
"Ccdc71",0.139506536672897,0.05,0.05
"Lamb2",0.0327198153781056,0.05,0.05
"Usp19",-0.130761507952879,0.05,0.05
"Qars",0.339855841956326,0.05,0.05
"Qrich1",0.0926247581901212,0.05,0.05
"Impdh2",0.274191826990714,0.05,0.05
"Ndufaf3",0.0944172661897422,0.05,0.05
"4833445I07Rik",-0.626811749304355,0.05,0.05
"Dalrd3",-0.322621185016711,0.05,0.05
"Wdr6",-0.648401715327837,0.05,0.05
"P4htm",-0.171638597282369,0.05,0.05
"Gm38163",0.297079710702053,0.05,0.05
"Arih2",0.0679483114897623,0.05,0.05
"Slc25a20",0.423083445585494,0.05,0.05
"Prkar2a",-0.0712238103626781,0.05,0.05
"Ip6k2",0.876820443807655,0.05,0.05
"Nckipsd",-0.349077589569482,0.05,0.05
"Celsr3",0.641313830123793,0.05,0.05
"Slc26a6",0.152793645231517,0.05,0.05
"Tmem89",0.0229490837713296,0.05,0.05
"Uqcrc1",-0.103360930410452,0.05,0.05
"Col7a1",-0.399318376006431,0.05,0.05
"Ucn2",0.0863431837626182,0.05,0.05
"Gm38004",0.132641525380863,0.05,0.05
"Pfkfb4",-0.195448866921484,0.05,0.05
"Shisa5",0.412769140431152,0.05,0.05
"Atrip",-0.0530415992708244,0.05,0.05
"Tma7",-0.0438073303957767,0.05,0.05
"Ccdc51",-0.233935145347554,0.05,0.05
"Gm7628",0.131773306549404,0.05,0.05
"Plxnb1",0.0821687519038166,0.05,0.05
"Nme6",-0.0814067986154861,0.05,0.05
"Camp",5.70367967992303,0.05,0.05
"Cdc25a",-0.145475149352058,0.05,0.05
"Map4",-0.0951526029874605,0.05,0.05
"Dhx30",-0.0178349838724561,0.05,0.05
"Smarcc1",-0.25785163970535,0.05,0.05
"Cspg5",0.0344073349603475,0.05,0.05
"Elp6",-0.0645285870037515,0.05,0.05
"Scap",0.0657590885227175,0.05,0.05
"Ptpn23",-0.123905315335625,0.05,0.05
"Ngp",6.34826625884831,0.05,0.05
"Klhl18",-0.133998743305868,0.05,0.05
"Kif9",-0.114580854252605,0.05,0.05
"Setd2",0.0845745456893958,0.05,0.05
"Nradd",-0.227710384387377,0.05,0.05
"Nbeal2",0.0103581716140151,0.05,0.05
"Ccdc12",0.101563633915278,0.05,0.05
"Pth1r",1.09070982498271,0.05,0.05
"Myl3",-0.0725694275040656,0.05,0.05
"Tmie",0.341411324677504,0.05,0.05
"Als2cl",0.0286210647344083,0.05,0.05
"Lrrc2",0.283100931768462,0.05,0.05
"Rtp3",0.664632909147025,0.05,0.05
"1700061E17Rik",0.0673612563341241,0.05,0.05
"Gm10030",0.35786648359365,0.05,0.05
"Ltf",4.51730746822923,0.05,0.05
"Ccrl2",-0.594352152206033,0.05,0.05
"Lrrfip2",0.196576961873015,0.05,0.05
"Mlh1",-0.317975856313219,0.05,0.05
"Epm2aip1",-0.0637511464991682,0.05,0.05
"Stac",-0.170529817163604,0.05,0.05
"Gm36745",0.217772936891147,0.05,0.05
"Pdcd6ip",-0.0056774162364821,0.05,0.05
"Clasp2",-0.208658381812974,0.05,0.05
"Ubp1",0.14559962566877,0.05,0.05
"Fbxl2",0.10721404206924,0.05,0.05
"Susd5",-1.20452344447118,0.05,0.05
"Crtap",-0.0889780432652199,0.05,0.05
"Glb1",-0.826259189714632,0.05,0.05
"Tmppe",-0.102157815365452,0.05,0.05
"Cnot10",0.0118390365715468,0.05,0.05
"Dync1li1",0.0864524241570184,0.05,0.05
"Cmtm6",-0.624426833365978,0.05,0.05
"Cmtm7",-0.583743719966227,0.05,0.05
"Gm9888",-0.338186161184172,0.05,0.05
"Cmtm8",-0.110541990680428,0.05,0.05
"Gpd1l",-0.409253057965686,0.05,0.05
"Osbpl10",0.0146789198351022,0.05,0.05
"Rps27rt",-0.26054597103913,0.05,0.05
"Stt3b",0.183571112802439,0.05,0.05
"Tgfbr2",0.646795512291485,0.05,0.05
"Gm31410",-0.980433251060645,0.05,0.05
"D730003K21Rik",0.128013941055284,0.05,0.05
"Rbms3",0.171216415745936,0.05,0.05
"Zcwpw2",0.126006206901918,0.05,0.05
"Azi2",0.0844826073342979,0.05,0.05
"Cmc1",-0.316313872870867,0.05,0.05
"Eomes",-0.772207010683897,0.05,0.05
"Golga4",0.0979093597479368,0.05,0.05
"Itga9",-0.68857316103329,0.05,0.05
"Gm2415",-0.173999519947743,0.05,0.05
"Ctdspl",0.1019736907683,0.05,0.05
"Vill",0.171804681238974,0.05,0.05
"Plcd1",0.138888836456318,0.05,0.05
"Oxsr1",0.0913919466260547,0.05,0.05
"Myd88",0.167442069523194,0.05,0.05
"Acaa1a",-0.149777477708671,0.05,0.05
"Xylb",-0.0803130941801441,0.05,0.05
"Acvr2b",-0.162245809573108,0.05,0.05
"Gm47320",-0.00134835940884706,0.05,0.05
"Exog",-0.0701446152584628,0.05,0.05
"Scn5a",0.0528810376023373,0.05,0.05
"Gm2449",-0.30781129509298,0.05,0.05
"Wdr48",0.101714489125937,0.05,0.05
"Cx3cr1",-1.44865503158409,0.05,0.05
"Gorasp1",-0.326058816503536,0.05,0.05
"Ttc21a",0.426254038180641,0.05,0.05
"Csrnp1",0.224736550274208,0.05,0.05
"1700019L13Rik",-0.439718264248015,0.05,0.05
"Xirp1",0.514500904516068,0.05,0.05
"Ccr8",-0.1427849836498,0.05,0.05
"Slc25a38",0.193395707941261,0.05,0.05
"Rpsa",0.0996291402043532,0.05,0.05
"Myrip",0.86574495496738,0.05,0.05
"D830035M03Rik",-0.240592104125062,0.05,0.05
"Eif1b",-0.246672029438594,0.05,0.05
"Entpd3",0.0908956506761338,0.05,0.05
"Rpl14",0.330066895360765,0.05,0.05
"5830454E08Rik",-0.0718585746068943,0.05,0.05
"Ctnnb1",-0.491137810075506,0.05,0.05
"Ulk4",0.0705180945787269,0.05,0.05
"Trak1",-0.0840045939378964,0.05,0.05
"Cck",-0.000910787715581257,0.05,0.05
"Lyzl4",-0.267935639160936,0.05,0.05
"Vipr1",-0.224272261594755,0.05,0.05
"Sec22c",0.0726648420201221,0.05,0.05
"Ss18l2",-0.0471574740581691,0.05,0.05
"Nktr",-0.0761562538142577,0.05,0.05
"E530011L22Rik",0.0219374725718788,0.05,0.05
"Zfp651",-0.260059106860891,0.05,0.05
"Klhl40",-0.130326330934073,0.05,0.05
"Hhatl",0.146961569380529,0.05,0.05
"Ccdc13",0.19492199442029,0.05,0.05
"Higd1a",0.263497157472922,0.05,0.05
"Gm47112",-0.168027262888183,0.05,0.05
"Ackr2",0.913961253624468,0.05,0.05
"1700048O20Rik",-0.178433080314688,0.05,0.05
"Pomgnt2",-0.246278486693774,0.05,0.05
"Gm39465",-0.0861247388759458,0.05,0.05
"Snrk",0.580149848778182,0.05,0.05
"Gm47121",0.588484873591261,0.05,0.05
"Ano10",-0.232394044507309,0.05,0.05
"Gm26797",0.17235961023057,0.05,0.05
"Abhd5",0.640534533403689,0.05,0.05
"9530059O14Rik",-0.0234247640494204,0.05,0.05
"Tcaim",0.22949793112757,0.05,0.05
"Zfp445",-0.00684657064596017,0.05,0.05
"Gm47140",-0.000910787715581257,0.05,0.05
"A530083I20Rik",-0.0431207043771113,0.05,0.05
"Zkscan7",-0.096838983718021,0.05,0.05
"Zfp105",-0.388938570487409,0.05,0.05
"1110059G10Rik",0.0452536926359839,0.05,0.05
"Kif15",-1.23864793300799,0.05,0.05
"Gm9856",-0.22354513730482,0.05,0.05
"Tmem42",-0.224028763374881,0.05,0.05
"Zdhhc3",0.10511519897388,0.05,0.05
"Exosc7",-0.171996246608313,0.05,0.05
"Clec3b",-0.386798563690697,0.05,0.05
"Tmem158",-0.159374425804292,0.05,0.05
"Lars2",0.529300354962135,0.05,0.05
"Limd1",0.163833289512218,0.05,0.05
"Sacm1l",-0.0698643102012113,0.05,0.05
"Slc6a20b",0.185273199253704,0.05,0.05
"Slc6a20a",0.21438655925304,0.05,0.05
"Ccr9",-0.91746689121143,0.05,0.05
"Lztfl1",0.0461277958609818,0.05,0.05
"Gm17021",-0.168664826276239,0.05,0.05
"Fyco1",0.121959109279376,0.05,0.05
"Cxcr6",-0.879855420230214,0.05,0.05
"Xcr1",-1.29858191985265,0.05,0.05
"Ccr1",-0.0473503209909385,0.05,0.05
"Ccr3",-0.371330295741753,0.05,0.05
"Ccr2",-2.1969218687944,0.05,0.05
"Ccr5",-1.33166979116448,0.05,0.05
"Gm39469",-0.241516074972977,0.05,0.05
"2010315B03Rik",-0.18215743770026,0.05,0.05
"Ppp2r3d",-0.494073290249633,0.05,0.05
"Ppp1r14c",-0.760166199328664,0.05,0.05
"Plekhg1",0.413373666265533,0.05,0.05
"Mthfd1l",0.0665633289757519,0.05,0.05
"Akap12",-0.649718566198922,0.05,0.05
"Zbtb2",-0.021100390386577,0.05,0.05
"Gm21781",-0.279152072976883,0.05,0.05
"Rmnd1",-0.569168096493339,0.05,0.05
"Gm16153",-0.04214551869243,0.05,0.05
"Armt1",0.153481342200788,0.05,0.05
"Esr1",-0.930904053707171,0.05,0.05
"Syne1",0.111579579293735,0.05,0.05
"Myct1",-0.15672833572584,0.05,0.05
"Fbxo5",-0.611968255753525,0.05,0.05
"Mtrf1l",0.162972290598394,0.05,0.05
"Rgs17",0.495527659980949,0.05,0.05
"Ipcef1",-0.406453994037146,0.05,0.05
"Cnksr3",0.17143261635952,0.05,0.05
"Ulbp1",-0.241211844107858,0.05,0.05
"Lrp11",0.167895968454131,0.05,0.05
"Pcmt1",0.0440665674605976,0.05,0.05
"Nup43",-0.123464389583321,0.05,0.05
"Lats1",0.0922127527375665,0.05,0.05
"Katna1",0.0678237690649608,0.05,0.05
"Ginm1",-0.0126832085839661,0.05,0.05
"B430219N15Rik",0.085285960092286,0.05,0.05
"Ppil4",0.0461783976467434,0.05,0.05
"Zc3h12d",-0.277241715943787,0.05,0.05
"Tab2",-0.0585004889200862,0.05,0.05
"Ust",0.412708023808427,0.05,0.05
"Sash1",-0.0511709264005598,0.05,0.05
"Gm26674",0.149140403069648,0.05,0.05
"Gm48727",0.0459416871809549,0.05,0.05
"Samd5",-1.21972298719087,0.05,0.05
"Stxbp5",-0.0185473770896802,0.05,0.05
"Adgb",-0.368997079773761,0.05,0.05
"Rab32",-0.231711057230086,0.05,0.05
"Shprh",-0.352119301623011,0.05,0.05
"4930432B10Rik",-0.264805845729742,0.05,0.05
"Fbxo30",-0.046747399759731,0.05,0.05
"Epm2a",-0.55894723591293,0.05,0.05
"Utrn",-0.0883729929284245,0.05,0.05
"B230208H11Rik",1.11130904870272,0.05,0.05
"Stx11",0.575847742241802,0.05,0.05
"Sf3b5",-0.228676276219395,0.05,0.05
"Plagl1",0.0930122727122629,0.05,0.05
"Ltv1",0.170577023236442,0.05,0.05
"Phactr2",-0.290237392104612,0.05,0.05
"Fuca2",-0.642948015633215,0.05,0.05
"Pex3",-0.0653783038884659,0.05,0.05
"Adat2",-0.359204867198806,0.05,0.05
"Aig1",-0.29932234014152,0.05,0.05
"Hivep2",0.383644019990242,0.05,0.05
"Adgrg6",-0.0836198987353614,0.05,0.05
"Vta1",-0.142389172644365,0.05,0.05
"Gm47761",-0.250095433546918,0.05,0.05
"Cited2",-0.91709919001844,0.05,0.05
"Gm20655",-0.115716248117652,0.05,0.05
"Txlnb",-0.112343049827587,0.05,0.05
"Heca",-0.0259613431056733,0.05,0.05
"Abracl",-0.284255914552592,0.05,0.05
"Reps1",-0.194019591594922,0.05,0.05
"Ccdc28a",-0.123445003851055,0.05,0.05
"Gm10827",0.088750727956795,0.05,0.05
"Nhsl1",-0.198057835230059,0.05,0.05
"Hebp2",-0.542130377467758,0.05,0.05
"Arfgef3",-0.0568691031310108,0.05,0.05
"Perp",0.935582291513822,0.05,0.05
"Tnfaip3",0.255481403673384,0.05,0.05
"Gm33104",-0.712231187772819,0.05,0.05
"Ifngr1",0.23500441785934,0.05,0.05
"Il22ra2",0.27971606834134,0.05,0.05
"Pex7",-0.43517021707871,0.05,0.05
"Map3k5",-0.655573129403727,0.05,0.05
"Map7",-0.0976319415384377,0.05,0.05
"4933406P04Rik",-0.212783913838671,0.05,0.05
"Bclaf1",0.175627107471831,0.05,0.05
"Mtfr2",-0.176181348236208,0.05,0.05
"Pde7b",-0.167300051590323,0.05,0.05
"Ahi1",0.337051180400657,0.05,0.05
"Myb",-1.09068235011264,0.05,0.05
"Hbs1l",-0.0862545558513137,0.05,0.05
"Aldh8a1",0.277761136573375,0.05,0.05
"Sgk1",0.693135579505244,0.05,0.05
"E030030I06Rik",-0.0650858409657693,0.05,0.05
"H60b",-0.0239105873902914,0.05,0.05
"Gm26740",-1.03625427197947,0.05,0.05
"Raet1d",-0.235238375225752,0.05,0.05
"Slc2a12",0.330162319066125,0.05,0.05
"Tbpl1",-0.0488332803750966,0.05,0.05
"Tcf21",-0.534230421035817,0.05,0.05
"Eya4",-0.220329146334435,0.05,0.05
"Rps12",0.452884161844608,0.05,0.05
"Slc18b1",-0.535162938323069,0.05,0.05
"Vnn3",-0.779861123487813,0.05,0.05
"Vnn1",-0.00200338906591474,0.05,0.05
"Stx7",-0.171873123132847,0.05,0.05
"Moxd1",-0.129265139772596,0.05,0.05
"Gm15271",-0.0827556996484048,0.05,0.05
"Gm15270",-0.34179066466071,0.05,0.05
"Ccn2",-0.546576006184048,0.05,0.05
"Enpp1",-1.00380673378652,0.05,0.05
"Enpp3",0.287938861321058,0.05,0.05
"Med23",-0.0996502707108076,0.05,0.05
"Arg1",2.52299284870908,0.05,0.05
"Gm36172",0.3196380537312,0.05,0.05
"Akap7",-0.0436108373597244,0.05,0.05
"Epb41l2",-0.33501856142782,0.05,0.05
"Samd3",-0.444294141084652,0.05,0.05
"L3mbtl3",0.311834340401895,0.05,0.05
"Arhgap18",-1.44155376237498,0.05,0.05
"Lama2",-0.478904132748533,0.05,0.05
"Ptprk",0.411129562856076,0.05,0.05
"Themis",-1.27976079829074,0.05,0.05
"9330159F19Rik",-0.224236111274406,0.05,0.05
"Gm46218",-0.094306341296958,0.05,0.05
"Echdc1",-0.219930023359705,0.05,0.05
"Rnf146",0.00966788674166175,0.05,0.05
"Rspo3",0.387320326174925,0.05,0.05
"Cenpw",-0.656441980206385,0.05,0.05
"Trmt11",-0.00761808455905877,0.05,0.05
"Gm20300",-0.0705279340089233,0.05,0.05
"Hint3",-0.0697538553126984,0.05,0.05
"Ncoa7",0.17574051691994,0.05,0.05
"Hey2",0.0511518495763696,0.05,0.05
"Hddc2",-0.179510396404466,0.05,0.05
"Tpd52l1",-0.00374238588927056,0.05,0.05
"Rnf217",0.163875891756039,0.05,0.05
"Trdn",0.359988573111852,0.05,0.05
"D830005E20Rik",-0.151946155917898,0.05,0.05
"Zup1",-0.238807780933969,0.05,0.05
"A830082N09Rik",0.38498836086088,0.05,0.05
"Rwdd1",0.0607730977207446,0.05,0.05
"Gm48045",0.266544777696291,0.05,0.05
"Calhm5",-0.490037626496114,0.05,0.05
"Calhm6",-1.42171875284812,0.05,0.05
"Dse",-0.718603130012965,0.05,0.05
"Tspyl1",-0.345730841009499,0.05,0.05
"Nt5dc1",-0.261877138393018,0.05,0.05
"Gm47512",-0.235238375225752,0.05,0.05
"Tspyl4",-0.391569828426591,0.05,0.05
"Frk",0.246653621928451,0.05,0.05
"Amd2",0.0951239721113213,0.05,0.05
"Hdac2",-0.141284228198907,0.05,0.05
"Marcks",-0.971815657807395,0.05,0.05
"5930403N24Rik",-0.491475187811038,0.05,0.05
"Gm31378",-0.286573798940091,0.05,0.05
"Lama4",-0.506943248275249,0.05,0.05
"Fam229b",-0.0753919231952485,0.05,0.05
"Tube1",-0.193405574725767,0.05,0.05
"D030034A15Rik",-0.328373945971643,0.05,0.05
"Fyn",-0.402525721766792,0.05,0.05
"Gm16364",0.34780453158797,0.05,0.05
"Gm16364.1",0.0738961663362138,0.05,0.05
"Traf3ip2",0.596433756192338,0.05,0.05
"E130307A14Rik",-0.264117765872122,0.05,0.05
"Rev3l",0.194905098506293,0.05,0.05
"Mfsd4b4",-0.280809193291083,0.05,0.05
"Mfsd4b5",0.109828225858696,0.05,0.05
"Mfsd4b1",0.059837425271934,0.05,0.05
"Slc16a10",-0.0512465313983883,0.05,0.05
"Rpf2",0.222738327500615,0.05,0.05
"Gtf3c6",-0.0143728807479135,0.05,0.05
"A930033M14Rik",0.397470384676337,0.05,0.05
"Amd1",0.120463628601876,0.05,0.05
"Cdk19",-0.0244724816043194,0.05,0.05
"Cdk19os",0.0528810376023373,0.05,0.05
"Ddo",-0.0407814867404202,0.05,0.05
"Cdc40",0.172676068818804,0.05,0.05
"Wasf1",0.0307691298067608,0.05,0.05
"Fig4",0.00766459615235338,0.05,0.05
"Zbtb24",0.0155299935289586,0.05,0.05
"Mical1",-0.356447154236137,0.05,0.05
"Smpd2",0.156526435959644,0.05,0.05
"Ppil6",-0.309897080635534,0.05,0.05
"Cd164",-0.150296532950001,0.05,0.05
"Ccdc162",0.0992322738946082,0.05,0.05
"Gm17196",0.423270902714814,0.05,0.05
"Cep57l1",-0.336776903969188,0.05,0.05
"Sesn1",-0.621770178841174,0.05,0.05
"Armc2",-0.631456647120976,0.05,0.05
"Foxo3",0.194915135424291,0.05,0.05
"Afg1l",-0.320875184947436,0.05,0.05
"Snx3",-0.466512603920246,0.05,0.05
"Nr2e1",-0.00102514728665051,0.05,0.05
"Ostm1",-0.0635745053307346,0.05,0.05
"Sec63",0.0555704952128533,0.05,0.05
"Scml4",-0.654822488572529,0.05,0.05
"Gm34006",-0.488160855651438,0.05,0.05
"Sobp",0.137345224133176,0.05,0.05
"9030612E09Rik",-0.0733741618611483,0.05,0.05
"Pdss2",0.0127564861561864,0.05,0.05
"Bend3",-0.74613877462188,0.05,0.05
"Gm9803",0.410295757224791,0.05,0.05
"1700021F05Rik",-0.215722128167157,0.05,0.05
"Cd24a",-0.610969443017222,0.05,0.05
"Qrsl1",0.0471904404710348,0.05,0.05
"Rtn4ip1",-0.22684469207744,0.05,0.05
"Crybg1",0.109633660907796,0.05,0.05
"Atg5",-0.186156551056288,0.05,0.05
"Prdm1",-0.648634935214226,0.05,0.05
"Gm48065",-0.0781975378213671,0.05,0.05
"Gm35154",-2.06648677397882,0.05,0.05
"Gm48066",-0.83509211589424,0.05,0.05
"Prep",0.149698706923518,0.05,0.05
"Popdc3",0.118533506901606,0.05,0.05
"Hace1",-0.277176078592304,0.05,0.05
"Grik2",0.0321861841598314,0.05,0.05
"Ascc3",0.286430844723848,0.05,0.05
"Lilr4b",-0.392196447229978,0.05,0.05
"Gm40645",-0.2278717938471,0.05,0.05
"Lilrb4a",-0.336507663592108,0.05,0.05
"Gm46224",-0.99385394764152,0.05,0.05
"Dcbld1",1.01708274328401,0.05,0.05
"Gopc",0.230767288300219,0.05,0.05
"Nepn",-0.119034404424364,0.05,0.05
"Nus1",0.52966932091861,0.05,0.05
"Cep85l",0.0299411246406009,0.05,0.05
"Pln",-0.614654914316841,0.05,0.05
"Gm47644",0.163935867458641,0.05,0.05
"Gm20597",-0.0441540519570197,0.05,0.05
"Mcm9",-0.361496110572638,0.05,0.05
"Asf1a",0.081722378153243,0.05,0.05
"Fam184a",-0.169668485347392,0.05,0.05
"Man1a",-0.261215415457325,0.05,0.05
"Gm47917",-0.259867061610955,0.05,0.05
"Gm16998",-0.562030398087698,0.05,0.05
"Tbc1d32",-0.398883544400781,0.05,0.05
"Msl3l2",0.0647898345532418,0.05,0.05
"Gja1",0.215547990203462,0.05,0.05
"Gm36827",-0.310474849138051,0.05,0.05
"Hsf2",0.285498557204901,0.05,0.05
"Serinc1",0.138797777688027,0.05,0.05
"Pkib",-0.962286181450954,0.05,0.05
"Fabp7",-0.274293475038338,0.05,0.05
"Smpdl3a",-0.334436079110508,0.05,0.05
"Gcc2",0.0111283479924165,0.05,0.05
"Lims1",-0.122837754619906,0.05,0.05
