"umap_1","umap_2","celltype","group","score"
12.5425462962695,6.75486230620382,"NK cell","G0_normal",0
6.662044072301,-16.159793379221,"CD4 T","G1_primary_CRC",1.95522594451904
2.59554531589231,-4.79922247162821,"Monocyte","G0_normal",0
8.79719450488767,-3.73407626381876,"NK cell","G2_liver_met",0
-0.140281295626554,-3.84154510727884,"CD8 T","G1_primary_CRC",0
-3.43221185192386,6.31570768126486,"NK cell","G2_liver_met",1.86000257730484
-2.89081618770877,13.5424418426418,"Bcell","G0_normal",0
3.09972860828122,4.33840417632101,"Bcell","G0_normal",0
-4.31726644024173,-10.4517092727757,"CD4 T","G1_primary_CRC",0
2.69866731181821,12.3921732879543,"CD8 T","G0_normal",0
11.6537170650073,5.25949716338156,"CD8 T","G1_primary_CRC",1.34376323223114
2.96618225589475,-3.48071193924906,"CD4 T","G1_primary_CRC",2.27952790260315
-0.445864280908498,2.88073968657492,"CD4 T","G1_primary_CRC",0
-3.58064172252933,-0.98130685320856,"NKT","G2_liver_met",0
-9.05028913006106,3.92235040434836,"CD4 T","G1_primary_CRC",0
0.867931389958468,-2.82235908738138,"CD8 T","G1_primary_CRC",1.01745426654816
-9.89333150371829,1.68987345465658,"Bcell","G2_liver_met",0
12.4817342998095,4.33318423995016,"NK cell","G0_normal",0
13.5053272487231,4.92063760527609,"CD8 T","G2_liver_met",0
-3.24671719059268,-0.926634015951175,"CD8 T","G1_primary_CRC",0
4.91023638263425,-7.78386354676248,"CD4 T","G2_liver_met",0
-0.338351732342634,1.10449051627157,"CD8 T","G0_normal",0
-4.46289226993838,-3.69702625504496,"CD8 T","G1_primary_CRC",0
11.4992828609057,-2.83327079049112,"CD8 T","G1_primary_CRC",0
-5.0008239506177,-2.83476424447061,"CD8 T","G1_primary_CRC",0
-0.90840906485835,6.94252824553488,"CD45-","G1_primary_CRC",1.37499606609344
-5.33555171474734,-4.84985733262064,"CD8 T","G1_primary_CRC",0
-8.76629636272708,2.22215056189535,"Bcell","G2_liver_met",0
1.31216266170224,-13.5969796203709,"CD4 T","G1_primary_CRC",0
-11.1935405491284,-0.374653937730807,"Bcell","G0_normal",0
0.884260678441134,-2.33175444832804,"CD8 T","G0_normal",1.86423003673553
-8.8804101704053,2.20862746008871,"Bcell","G2_liver_met",0
6.76958754077634,-16.1834549926853,"DC","G0_normal",0
-2.7400498150281,13.6874461151027,"Bcell","G2_liver_met",0
-4.63549659237185,4.47925805815695,"CD8 T","G1_primary_CRC",0
-0.228321468680296,-7.00264549485208,"NK cell","G2_liver_met",0
2.9467530490466,-0.185619997296351,"CD45-","G0_normal",0
8.70454027667722,-1.82204222908975,"CD4 T","G2_liver_met",0
6.38423302188596,4.35509776839254,"CD8 T","G2_liver_met",0
-0.970559692232999,-6.98972845307352,"CD8 T","G2_liver_met",0
-4.22980878338138,4.02195644148825,"NK cell","G1_primary_CRC",0
-1.15745977148334,-2.47506118050577,"CD8 T","G0_normal",2.03445744514465
-1.02563492044726,-2.64571047059061,"CD8 T","G2_liver_met",0
1.1794761659213,-3.65159130326273,"Bcell","G1_primary_CRC",0
-1.66915605053225,-15.7814431213474,"CD4 T","G2_liver_met",0
0.995584988743868,-3.35017419091226,"CD4 T","G1_primary_CRC",0
-6.00169084057132,8.50464296111105,"Bcell","G1_primary_CRC",0
10.6759729625293,-2.17648077240946,"CD4 T","G2_liver_met",0
2.71402504459104,-3.49273848763468,"CD4 T","G2_liver_met",0
1.83051826968869,-3.6892759822941,"Bcell","G1_primary_CRC",1.37369620800019
-4.09605286106387,5.02240752943991,"Macrophage","G2_liver_met",1.77092111110687
10.8910770656176,-1.93512642613413,"CD4 T","G1_primary_CRC",0
-2.96299598202029,7.02406739958761,"Macrophage","G2_liver_met",2.74157238006592
0.792827153355685,-4.54001188508036,"CD8 T","G2_liver_met",0
5.07452776447019,-12.4716391586399,"CD4 T","G2_liver_met",0
-0.948602562992963,-7.0690732025242,"NK cell","G2_liver_met",0
-10.8061647175244,2.35056757697104,"Bcell","G2_liver_met",0
1.04420151725492,-5.28112173310282,"NK cell","G2_liver_met",1.84112513065338
2.66830184474668,11.7153592086696,"Macrophage","G1_primary_CRC",0
-2.18296692356387,-2.6594531559086,"CD8 T","G2_liver_met",0
-1.84388849720279,-16.1950020813084,"NK cell","G1_primary_CRC",0
-9.9646386860303,-6.25451421967508,"Bcell","G0_normal",0
9.16998007312497,-5.78553486100199,"CD4 T","G2_liver_met",0
11.71070959583,5.70597886809347,"CD4 T","G1_primary_CRC",2.50781679153442
-4.63939926609317,-2.20488655797006,"CD8 T","G2_liver_met",0
-0.0415500162533852,-2.04715788594248,"CD8 T","G2_liver_met",1.34738850593567
6.72460463062009,-16.0785985015965,"Bcell","G1_primary_CRC",0
2.33361461177548,-2.74269318810465,"CD4 T","G2_liver_met",0
0.969551229626742,-14.084332945261,"CD4 T","G2_liver_met",0
-0.69247915431777,6.45221423872946,"Macrophage","G0_normal",0
4.36965038791379,8.96107721098898,"NK cell","G0_normal",2.37660980224609
1.00167145744046,-13.0967040084934,"CD4 T","G2_liver_met",0
5.8294024707385,-12.025404455576,"Bcell","G1_primary_CRC",2.03648805618286
4.64678432956418,5.05859136351584,"NK cell","G0_normal",0
-10.7569942234449,2.58678269156454,"Bcell","G2_liver_met",0
4.90205242648801,-7.84546232453348,"CD4 T","G1_primary_CRC",0
5.85316469684323,-13.0795426391697,"Bcell","G0_normal",0
-4.67702290996829,-7.66738939515116,"CD4 T","G2_liver_met",0
0.711323523671236,-4.57770633927347,"CD8 T","G1_primary_CRC",0
3.09858014598569,-5.22160053483011,"NK cell","G0_normal",2.52687358856201
0.898727560193148,-3.45140743485453,"CD8 T","G0_normal",0
6.52275230899533,-15.762932302866,"DC","G0_normal",0
-7.68482015117923,-6.29833746186258,"CD45-","G1_primary_CRC",0
-2.17594382747928,-4.63672399750711,"Bcell","G1_primary_CRC",0.92597144842148
9.07637312427243,-4.54297828904154,"CD4 T","G0_normal",0
-5.73720977291385,-4.30768203965189,"CD8 T","G0_normal",0
4.72568562045774,10.109177110281,"CD4 T","G1_primary_CRC",0
-1.64772376999179,1.3995490051174,"CD8 T","G0_normal",0
-8.9835128544263,9.67265939482687,"Bcell","G0_normal",0
12.4978266002246,4.48035478362082,"CD8 T","G0_normal",0
-1.1316617487363,-9.14566278687479,"CD4 T","G1_primary_CRC",0
5.0364690066882,6.43063306578634,"CD4 T","G1_primary_CRC",0
