"module","cor_case"
"MEM4",-0.991256146353518
"MEM1",-0.988518317924747
"MEM2",0.975710996688718
"MEM5",0.964179635764715
"MEM6",0.959105453801811
"MEM7",-0.94670163320367
"MEM8",0.933946868620945
"MEM3",0.853254934171388
