"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","83/1132","294/11190",0.282312925170068,2.79070815605394,10.4382564929596,7.27657383196999e-19,2.5468008411895e-16,2.5468008411895e-16,"15980/16322/21937/14102/20311/12767/16172/16177/56221/12159/16880/16174/21942/252837/12161/17329/21944/20310/18829/50498/20299/12772/18414/24047/100862177/20296/213208/16176/20295/16158/16878/12985/12984/16193/57266/16194/16169/12978/16190/14560/17000/107527/16324/329244/16164/21809/23886/21813/16178/246779/13857/12977/11479/15945/12981/20315/29820/239114/21939/20304/21933/14825/16188/12804/57914/12983/16175/27279/16155/20306/20292/100532/20303/21926/56708/20302/20305/13051/77125/12775/330122/53603/16181",83
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","45/1132","118/11190",0.38135593220339,3.76976402946637,10.1469091196021,4.3545062898389e-16,7.62038600721808e-14,7.62038600721808e-14,"11911/21937/14102/20311/74568/22029/17387/17392/19225/257632/26410/20310/22329/20296/16176/26399/16878/16193/12702/26417/14205/56532/15953/19766/16477/73086/12977/15945/12981/26427/20304/16362/14825/22341/21929/12608/21926/15894/12051/12633/20339/11797/18035/11796/330122",45
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","41/1132","107/11190",0.383177570093458,3.78777120966943,9.7203831873742,7.37258601396105e-15,8.60135034962122e-13,8.60135034962122e-13,"21937/16177/22029/19225/20310/22329/18829/17873/24047/100862177/217069/18792/16176/19698/19766/17000/23882/17060/20315/21939/14825/12044/21929/12047/20303/21926/170720/16803/15894/12046/18034/12633/12045/11797/18035/12048/11796/12475/330122/17874/20963",41
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","38/1132","95/11190",0.4,3.95406360424028,9.70020753341472,1.39732003989622e-14,1.2226550349092e-12,1.2226550349092e-12,"21937/20311/12767/56221/16174/252837/17329/20310/18829/20299/12772/24047/100862177/20296/213208/20295/16193/57266/16194/12978/17000/329244/12977/15945/20315/20304/21933/14825/16155/20306/20292/20303/21926/20302/20305/13051/12775/330122",38
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","58/1132","209/11190",0.277511961722488,2.74324986897053,8.5344369288771,3.49973716039559e-13,2.43550320149883e-11,2.43550320149883e-11,"15980/21937/14102/16402/14998/14999/72512/246727/21355/142980/21356/16452/16416/110558/21354/20296/15015/16176/12010/16193/71586/19106/12702/14972/213233/56489/12122/246730/54123/18986/69550/20847/13685/110557/20384/14991/20304/16391/15039/24088/56480/15040/23960/21926/18854/14969/13163/11797/18035/15007/20846/12048/11796/15018/14960/17874/14964/20963",58
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","62/1132","233/11190",0.266094420600858,2.63038565947315,8.43695069476321,4.17514834542657e-13,2.43550320149883e-11,2.43550320149883e-11,"12827/17898/22352/11464/16402/74103/20392/56642/11717/13506/64009/22437/20969/668940/21393/12835/14115/20971/15529/16416/11932/242702/13717/78321/17880/319480/13008/16404/12834/21828/381485/213019/12829/53867/12842/21826/192897/12831/12826/241226/98932/118449/12833/12825/245026/320502/16400/12843/109620/319565/20650/107765/71409/13003/16420/21825/30794/22004/100504518/14200/13527/59069",62
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","33/1132","93/11190",0.354838709677419,3.50763706827767,8.1464124970073,3.70456238662038e-11,1.72141094764142e-09,1.72141094764142e-09,"16402/14256/14998/16177/14999/13136/16416/12505/16409/16176/16158/12985/16193/16194/14129/12978/16190/12493/16178/13857/12977/12981/16790/16400/16188/16175/17311/21926/12489/14969/12490/12475/14960",33
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","79/1132","368/11190",0.214673913043478,2.12208576586265,7.34275829279513,4.68809378867289e-11,1.72141094764142e-09,1.72141094764142e-09,"12827/11911/98432/16402/14256/74747/17869/73699/12575/16779/12835/16000/71978/16452/16416/14697/19713/18414/81877/319480/16404/21923/13874/12834/80903/12985/16193/14701/21828/26417/12829/13640/16194/14205/108079/12978/16190/12842/21826/192897/18212/12826/241226/12833/13685/13857/12977/245026/26427/13836/64337/16400/16782/12843/16188/14180/21687/64654/24088/22341/13649/17311/14173/320207/16420/21825/14709/16780/66066/235542/11601/22371/22370/18590/18654/12048/263803/18205/20963",79
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","57/1132","227/11190",0.251101321585903,2.48217649164864,7.56852373157534,4.71848178915652e-11,1.72141094764142e-09,1.72141094764142e-09,"14102/22352/14998/17869/14999/246727/12575/21355/21356/100038882/17873/12505/20848/110558/21354/15015/12010/26399/16193/19106/14972/18036/213233/19698/19766/56489/12122/23882/246730/54123/20847/17060/110557/15945/14991/21939/16391/15039/24088/56480/21929/15040/23960/21926/18037/15894/69077/18034/14969/18035/15007/20846/15018/14960/17874/14964/20963",57
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","32/1132","89/11190",0.359550561797753,3.5542144757216,8.11585629644319,4.9183169932612e-11,1.72141094764142e-09,1.72141094764142e-09,"12827/16402/20969/16779/12835/20971/16416/12505/81877/319480/16404/21923/12834/21828/12829/16423/12842/21826/192897/12826/241226/12833/245026/16400/16782/12843/16420/21825/16780/22371/22370/64051",32
