"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC","pvalue","padj"
"Rars",4.80730368771717,5.05132420187838,84.4824185791405,5.62355791961448e-15,6.25363751754355e-14,25.1877017252233,4.80730368771717,5.62355791961448e-15,6.25363751754355e-14
"Rnf14",5.27447923986754,5.1995343858193,84.4603890650402,5.63747786110291e-15,6.26516679497618e-14,25.1852069533841,5.27447923986754,5.63747786110291e-15,6.26516679497618e-14
"Trnt1",4.3924452026123,4.58600144999471,84.42547039455,5.65962025060791e-15,6.28281282941858e-14,25.1812509643987,4.3924452026123,5.65962025060791e-15,6.28281282941858e-14
"Mtpn",4.36959229152134,4.5561184260564,84.4241167106905,5.6604805726292e-15,6.28281282941858e-14,25.1810975649336,4.36959229152134,5.6604805726292e-15,6.28281282941858e-14
"Ubr7",3.97535698638079,3.80310741395728,84.387698453909,5.68368021822525e-15,6.30459547225401e-14,25.1769695665629,3.97535698638079,5.68368021822525e-15,6.30459547225401e-14
"Nedd8",7.86451051730128,7.71518338724405,84.3756663083564,5.69136817703343e-15,6.30653662269252e-14,25.17560526812,7.86451051730128,5.69136817703343e-15,6.30653662269252e-14
"Abraxas2",3.59255177067154,3.53735735968324,84.3737687454972,5.6925816767741e-15,6.30653662269252e-14,25.1753900868611,3.59255177067154,5.6925816767741e-15,6.30653662269252e-14
"AI597479",3.74724558361207,3.49049526275995,84.2447354466917,5.77577380453014e-15,6.39468440618318e-14,25.16074456833,3.74724558361207,5.77577380453014e-15,6.39468440618318e-14
"Cdk5",4.04478761710095,3.58464608221156,84.227925407693,5.7867103822952e-15,6.40277358924345e-14,25.1588346650705,4.04478761710095,5.7867103822952e-15,6.40277358924345e-14
"Sgcg",6.32785648679199,6.23996857047932,84.2086493251392,5.79927954254563e-15,6.41265788663807e-14,25.1566440287348,6.32785648679199,5.79927954254563e-15,6.41265788663807e-14
"Slc11a2",3.46103179950002,3.65560168170748,84.1999390721227,5.80496904458069e-15,6.4149272580996e-14,25.1556539568783,3.46103179950002,5.80496904458069e-15,6.4149272580996e-14
"Plk2",4.34880334580383,4.03682583709392,84.1691990214928,5.82509768083302e-15,6.43307864695961e-14,25.1521588571638,4.34880334580383,5.82509768083302e-15,6.43307864695961e-14
"Vps4b",4.13096391568069,4.3148517263975,84.1637260061353,5.82868950379399e-15,6.43307864695961e-14,25.1515364265493,4.13096391568069,5.82868950379399e-15,6.43307864695961e-14
"Psmd2",6.87244592346011,6.99803080246108,84.1030654480284,5.86866407121474e-15,6.47165339152933e-14,25.1446344999333,6.87244592346011,5.86866407121474e-15,6.47165339152933e-14
"Snx4",4.37380558281097,4.50055533455182,84.0995667938423,5.8709788662737e-15,6.47165339152933e-14,25.144236247293,4.37380558281097,5.8709788662737e-15,6.47165339152933e-14
"Ralb",4.57566074979719,4.96289122928051,84.0620252034847,5.89588090864913e-15,6.49504382172671e-14,25.1399616592103,4.57566074979719,5.89588090864913e-15,6.49504382172671e-14
"Krtcap2",6.80328167589329,6.67655491808794,84.0411650095458,5.90976830620464e-15,6.50627862774851e-14,25.1375854954697,6.80328167589329,5.90976830620464e-15,6.50627862774851e-14
"Rtl8b",5.46999046273147,5.43039098058122,83.998990602199,5.93795592867863e-15,6.53192644397087e-14,25.1327793436242,5.46999046273147,5.93795592867863e-15,6.53192644397087e-14
"Kctd10",5.24605594032951,5.33223784435363,83.9952371907685,5.94047174470107e-15,6.53192644397087e-14,25.132351472013,5.24605594032951,5.94047174470107e-15,6.53192644397087e-14
"Wdr82",4.17378567171909,4.01106862675166,83.9848335913862,5.94745117246269e-15,6.53552625101087e-14,25.1311653927462,4.17378567171909,5.94745117246269e-15,6.53552625101087e-14
"Chmp7",4.67984340077039,4.54593192181972,83.9772974100446,5.95251260542621e-15,6.53701524420312e-14,25.1303061108428,4.67984340077039,5.95251260542621e-15,6.53701524420312e-14
"Cox7a2l",8.47066587659492,8.17961001217134,83.9453723092786,5.97400693315785e-15,6.55653766522122e-14,25.1266649831248,8.47066587659492,5.97400693315785e-15,6.55653766522122e-14
"Luc7l2",6.20859871823645,6.21193982748549,83.9241118400695,5.98836862615825e-15,6.56715915626488e-14,25.1242392818939,6.20859871823645,5.98836862615825e-15,6.56715915626488e-14
"Ephx2",7.68164225647963,7.45937265763139,83.920027875129,5.99113175847944e-15,6.56715915626488e-14,25.1237732419731,7.68164225647963,5.99113175847944e-15,6.56715915626488e-14
"Gosr2",4.76533363097204,4.84512655910801,83.8848185843892,6.01501221746416e-15,6.58924040244817e-14,25.1197542489142,4.76533363097204,6.01501221746416e-15,6.58924040244817e-14
"Dnajb2",5.93291757389679,5.62331982752222,83.835918701526,6.0483529250467e-15,6.62165118181556e-14,25.1141692602737,5.93291757389679,6.0483529250467e-15,6.62165118181556e-14
"Stk16",4.50101206896292,4.33528953409606,83.8148249657636,6.06279797869903e-15,6.63334788773665e-14,25.1117589119032,4.50101206896292,6.06279797869903e-15,6.63334788773665e-14
"Msrb1",6.8599315449447,7.20188684267476,83.7412306549063,6.1134949536599e-15,6.68466897071913e-14,25.1033438506404,6.8599315449447,6.1134949536599e-15,6.68466897071913e-14
"Mef2a",5.31364660573352,5.06060449250922,83.7085811407972,6.1361361424289e-15,6.70526847236793e-14,25.0996078102595,5.31364660573352,6.1361361424289e-15,6.70526847236793e-14
"Lrpap1",4.89986392409754,4.86592464725405,83.6389010598631,6.1847672067506e-15,6.75422533903779e-14,25.0916287156245,4.89986392409754,6.1847672067506e-15,6.75422533903779e-14
"Nsa2",5.27312890906651,5.32557226481697,83.6066158630295,6.20744394642179e-15,6.77216265570179e-14,25.0879290921345,5.27312890906651,6.20744394642179e-15,6.77216265570179e-14
"Cryzl1",4.01744429901609,3.78238087858014,83.6045875160436,6.20887169828757e-15,6.77216265570179e-14,25.0876966042109,4.01744429901609,6.20887169828757e-15,6.77216265570179e-14
"Ppic",5.09546123362061,4.95276917483285,83.5198198272708,6.26886538337909e-15,6.83173584083314e-14,25.0779746889833,5.09546123362061,6.26886538337909e-15,6.83173584083314e-14
"Sumo3",5.03004919812416,5.03640248040918,83.5164876060326,6.27123678987858e-15,6.83173584083314e-14,25.0775922848034,5.03004919812416,6.27123678987858e-15,6.83173584083314e-14
"Cpsf2",3.0505985563638,3.20105219641675,83.483904356007,6.29447728365395e-15,6.85282073159289e-14,25.0738521071462,3.0505985563638,6.29447728365395e-15,6.85282073159289e-14
"Sh3glb2",5.06318714691762,4.56772868609802,83.468949258592,6.30517609042593e-15,6.85719552572253e-14,25.0721348655425,5.06318714691762,6.30517609042593e-15,6.85719552572253e-14
"Abhd11",5.26182274542202,5.31717346416898,83.4674195691148,6.30627155566249e-15,6.85719552572253e-14,25.0719591963968,5.26182274542202,6.30627155566249e-15,6.85719552572253e-14
"Tfdp1",3.77246825681808,3.86080195530123,83.4542094356071,6.31574056081185e-15,6.86326039870848e-14,25.0704419917013,3.77246825681808,6.31574056081185e-15,6.86326039870848e-14
"Tmbim6",7.15200363227305,7.44036107991804,83.4287146908039,6.33405961853766e-15,6.87892915592049e-14,25.0675130873323,7.15200363227305,6.33405961853766e-15,6.87892915592049e-14
"Mrpl11",4.53919306913505,4.44329104777891,83.3919829113851,6.3605563053155e-15,6.89969064015545e-14,25.0632914052892,4.53919306913505,6.3605563053155e-15,6.89969064015545e-14
"Pigk",3.33242598244471,3.30534915915593,83.3913682632264,6.3610007262532e-15,6.89969064015545e-14,25.063220743667,3.33242598244471,6.3610007262532e-15,6.89969064015545e-14
"Rtn2",6.6456427115823,6.3735883111956,83.3821014587497,6.36770524391859e-15,6.90268535774938e-14,25.062155332988,6.6456427115823,6.36770524391859e-15,6.90268535774938e-14
"Dmap1",3.85717403541632,3.82090416687442,83.3767381762858,6.3715891378443e-15,6.90268535774938e-14,25.0615386497069,3.85717403541632,6.3715891378443e-15,6.90268535774938e-14
"Khdrbs3",5.23981926352555,5.02621548612854,83.3643101891963,6.38059910043987e-15,6.9082029671245e-14,25.0601094715587,5.23981926352555,6.38059910043987e-15,6.9082029671245e-14
"Nxf1",4.9316900268119,5.06245259502825,83.3426619919979,6.3963271185158e-15,6.92098290731676e-14,25.0576194054182,4.9316900268119,6.3963271185158e-15,6.92098290731676e-14
"Suds3",5.70264406780951,5.54212414664236,83.2724243184559,6.44765252284365e-15,6.9722408059714e-14,25.0495351756573,5.70264406780951,6.44765252284365e-15,6.9722408059714e-14
"Chmp1b",4.02585449732121,4.14897737055721,83.2663388311453,6.45212080771145e-15,6.97279746848081e-14,25.048834372596,4.02585449732121,6.45212080771145e-15,6.97279746848081e-14
"Pja2",5.26589891228093,5.01380642040238,83.2489917812071,6.46487671792819e-15,6.97831086673404e-14,25.046836363127,5.26589891228093,6.46487671792819e-15,6.97831086673404e-14
"Zranb2",4.83095122699121,4.73392247130389,83.2486398834911,6.46513576925975e-15,6.97831086673404e-14,25.0467958270043,4.83095122699121,6.46513576925975e-15,6.97831086673404e-14
"4430402I18Rik",3.47658110859898,3.28898588813562,83.221947278742,6.48481914989887e-15,6.99527555637715e-14,25.0437204454641,3.47658110859898,6.48481914989887e-15,6.99527555637715e-14
"Acad12",4.84799887191833,4.70378877366362,83.1732854744193,6.52087348940107e-15,7.02986832106154e-14,25.0381109268827,4.84799887191833,6.52087348940107e-15,7.02986832106154e-14
"Bcl10",4.08591895913984,4.42988313799376,83.0898874928999,6.5831807831162e-15,7.09270369406356e-14,25.0284882693617,4.08591895913984,6.5831807831162e-15,7.09270369406356e-14
"Rpl7l1",4.83538979702793,4.94179129324537,83.0721019826367,6.59655343241558e-15,7.10277245955517e-14,25.0264346780885,4.83538979702793,6.59655343241558e-15,7.10277245955517e-14
"Tpm4",6.74809593442096,7.15833862904083,83.065728939147,6.60135252913465e-15,7.10360308458498e-14,25.0256986944255,6.74809593442096,6.60135252913465e-15,7.10360308458498e-14
"Atp1a1",7.98411265908064,8.02852369602154,83.0233754390744,6.63334421650637e-15,7.13367633820261e-14,25.0208058759255,7.98411265908064,6.63334421650637e-15,7.13367633820261e-14
"Ogfod3",3.96317132760383,3.78672168257221,82.980700754863,6.66575190881628e-15,7.16310948379028e-14,25.0158730098858,3.96317132760383,6.66575190881628e-15,7.16310948379028e-14
"Golt1b",3.18192677598211,3.43578344812006,82.9750756208188,6.67003674420659e-15,7.16310948379028e-14,25.0152225670199,3.18192677598211,6.67003674420659e-15,7.16310948379028e-14
"Tmem230",4.37563248778637,4.26802469941339,82.9713225685034,6.67289725115803e-15,7.16310948379028e-14,25.0147885672512,4.37563248778637,6.67289725115803e-15,7.16310948379028e-14
"Atp6v1e1",6.8800233325645,6.80188729023148,82.9311624834277,6.70359154942793e-15,7.19168151808154e-14,25.0101430566765,6.8800233325645,6.70359154942793e-15,7.19168151808154e-14
"Ndufs5",10.0204588025145,9.85492474345384,82.8862079032327,6.73813550677628e-15,7.22434625732604e-14,25.004939833425,10.0204588025145,6.73813550677628e-15,7.22434625732604e-14
"Sec23a",4.12316329512661,3.99937581221014,82.8724855624212,6.74871917283269e-15,7.22929552345563e-14,25.0033508996994,4.12316329512661,6.74871917283269e-15,7.22929552345563e-14
"Cfap20",4.17986769304411,3.77874262095097,82.8695967782767,6.75094955328651e-15,7.22929552345563e-14,25.0030163633009,4.17986769304411,6.75094955328651e-15,7.22929552345563e-14
"Xrcc6",4.19858821171481,4.06431467980129,82.8458515730168,6.76931371813243e-15,7.24456226011539e-14,25.0002660287584,4.19858821171481,6.76931371813243e-15,7.24456226011539e-14
"Eif5b",5.04844231088018,5.05265059904269,82.8310611039894,6.78078033421838e-15,7.252433156738e-14,24.9985524297748,5.04844231088018,6.78078033421838e-15,7.252433156738e-14
"Paxbp1",3.39286795761988,3.31096468909224,82.8081210060763,6.79860761074198e-15,7.26709348064583e-14,24.9958939232156,3.39286795761988,6.79860761074198e-15,7.26709348064583e-14
"Ndufb11",9.32103498321652,9.22388108585892,82.7913384791496,6.81168250808558e-15,7.27593368114773e-14,24.9939484684307,9.32103498321652,6.81168250808558e-15,7.27593368114773e-14
"Ppt2",4.54602797420818,4.24574408154709,82.7869210180815,6.81512867338893e-15,7.27593368114773e-14,24.9934363135967,4.54602797420818,6.81512867338893e-15,7.27593368114773e-14
"Tomm22",6.87674333920294,6.6163111880764,82.7499108736614,6.84407697745978e-15,7.29989424015712e-14,24.9891441536592,6.87674333920294,6.84407697745978e-15,7.29989424015712e-14
"Mettl22",4.36320696389079,4.42373760175818,82.7476501192114,6.84584967580647e-15,7.29989424015712e-14,24.9888818958076,4.36320696389079,6.84584967580647e-15,7.29989424015712e-14
"Elob",8.67370744825893,8.65281825060267,82.679607918375,6.89944100033307e-15,7.35259461769634e-14,24.9809847827835,8.67370744825893,6.89944100033307e-15,7.35259461769634e-14
"Taf6",4.03921939176265,3.79282146784551,82.6702519254977,6.90684615025198e-15,7.35604139806729e-14,24.9798983159094,4.03921939176265,6.90684615025198e-15,7.35604139806729e-14
"Ethe1",4.96981475144591,4.65539514185244,82.6288130417767,6.93975028557384e-15,7.38662497203777e-14,24.9750844941541,4.96981475144591,6.93975028557384e-15,7.38662497203777e-14
"Rad17",3.42038489030618,3.31498956545883,82.5685454315999,6.98791482405811e-15,7.43264017791204e-14,24.9680783820307,3.42038489030618,6.98791482405811e-15,7.43264017791204e-14
"Dennd5a",5.27902237093372,4.99900852737824,82.5641896779765,6.99141013503208e-15,7.43264017791204e-14,24.9675717948807,5.27902237093372,6.99141013503208e-15,7.43264017791204e-14
"Sdcbp",6.05536036392671,6.38813526963582,82.5368745531601,7.01337348860152e-15,7.4514980854497e-14,24.9643942550622,6.05536036392671,7.01337348860152e-15,7.4514980854497e-14
"Cpe",7.18524002688405,7.04997847194872,82.4635449283253,7.07271394277804e-15,7.5100214213592e-14,24.9558578410826,7.18524002688405,7.07271394277804e-15,7.5100214213592e-14
"Trim63",7.48578092875666,7.52947034970091,82.4157755411413,7.11166871246512e-15,7.54684122032174e-14,24.9502921815604,7.48578092875666,7.11166871246512e-15,7.54684122032174e-14
"Actr10",4.26764203752156,4.22791188804097,82.3929274806391,7.1303845334843e-15,7.55954527538794e-14,24.9476288041103,4.26764203752156,7.1303845334843e-15,7.55954527538794e-14
"Hmbs",4.83939316086346,4.70798789993823,82.390699368745,7.13221258617992e-15,7.55954527538794e-14,24.9473690291779,4.83939316086346,7.13221258617992e-15,7.55954527538794e-14
"Oxnad1",5.4899232916278,5.24572632618439,82.3445734881895,7.17017312616732e-15,7.59521582139417e-14,24.9419893896776,5.4899232916278,7.17017312616732e-15,7.59521582139417e-14
"Rab8a",4.68035319645212,4.63920856614207,82.2763865191835,7.22669912746787e-15,7.65049774976896e-14,24.9340303530795,4.68035319645212,7.22669912746787e-15,7.65049774976896e-14
"Hp1bp3",5.19806046043169,5.25215600172983,82.2557010665641,7.24394429920422e-15,7.66075977032985e-14,24.9316143537245,5.19806046043169,7.24394429920422e-15,7.66075977032985e-14
"Nubp2",4.13961875875724,4.24910921215328,82.2543409158321,7.24507983041911e-15,7.66075977032985e-14,24.9314554674126,4.13961875875724,7.24507983041911e-15,7.66075977032985e-14
"Tpp1",4.2639711880349,3.98103216267852,82.1682227978331,7.3173782826456e-15,7.73257044763453e-14,24.9213893366496,4.2639711880349,7.3173782826456e-15,7.73257044763453e-14
"Grcc10",8.29579814522264,8.10868817688732,82.1541692448117,7.32925211911616e-15,7.74048021705699e-14,24.9197454881983,8.29579814522264,7.32925211911616e-15,7.74048021705699e-14
"Hnrnpl",6.39262777554115,6.4490843859017,82.1230698962154,7.35560371148899e-15,7.75689312488229e-14,24.9161066256166,6.39262777554115,7.35560371148899e-15,7.75689312488229e-14
"Tiprl",4.80959348416852,4.65572597065665,82.1220841940092,7.35644064259952e-15,7.75689312488229e-14,24.9159912647065,4.80959348416852,7.35644064259952e-15,7.75689312488229e-14
"Rps7",8.98629957528284,9.05912825592469,82.1202629342538,7.35798729825258e-15,7.75689312488229e-14,24.9157781107188,8.98629957528284,7.35798729825258e-15,7.75689312488229e-14
"Zfp830",2.84209097073719,2.84272818905978,82.0556735918462,7.41307111673247e-15,7.81029481994089e-14,24.9082152419167,2.84209097073719,7.41307111673247e-15,7.81029481994089e-14
"Dele1",5.96752530301035,5.71349683124988,82.0284602459111,7.4364158479631e-15,7.82907315165213e-14,24.9050267165649,5.96752530301035,7.4364158479631e-15,7.82907315165213e-14
"Adssl1",6.31767293056625,6.07135328584353,82.0209124513229,7.4429050421952e-15,7.82907315165213e-14,24.9041421410697,6.31767293056625,7.4429050421952e-15,7.82907315165213e-14
"Prkacb",4.27604042402564,4.12953074501654,82.0193938439877,7.44421141652244e-15,7.82907315165213e-14,24.9039641540995,4.27604042402564,7.44421141652244e-15,7.82907315165213e-14
"Mcrip1",5.36031815275905,5.44793469784457,82.0058462723004,7.45587686816043e-15,7.83666867245206e-14,24.9023761540298,5.36031815275905,7.45587686816043e-15,7.83666867245206e-14
"Rcn3",5.08089452583874,4.33179006528951,81.9948193586936,7.46538676415724e-15,7.84199084928179e-14,24.9010833918884,5.08089452583874,7.46538676415724e-15,7.84199084928179e-14
"Gls",4.46291979774158,4.44379613962643,81.9792478515207,7.47883887572838e-15,7.8473545762916e-14,24.8992574912785,4.46291979774158,7.47883887572838e-15,7.8473545762916e-14
"Tfpi",5.71144168557973,5.80105770332474,81.9786086561101,7.47939164412666e-15,7.8473545762916e-14,24.8991825312044,5.71144168557973,7.47939164412666e-15,7.8473545762916e-14
"Cisd1",8.049908002865,7.87849936727422,81.9556009596896,7.49931851554622e-15,7.8635838679363e-14,24.8964839079216,8.049908002865,7.49931851554622e-15,7.8635838679363e-14
"Clock",2.82127657473501,2.79959951094516,81.9183626304362,7.53169493551658e-15,7.89071310129906e-14,24.8921142772395,2.82127657473501,7.53169493551658e-15,7.89071310129906e-14
"Med24",3.87913463317038,3.95879389325258,81.9155587896245,7.53413894800001e-15,7.89071310129906e-14,24.8917851747616,3.87913463317038,7.53413894800001e-15,7.89071310129906e-14
"Cox17",9.74674354644744,9.72119017111902,81.9047245920439,7.54359098932745e-15,7.89592369606933e-14,24.8905133814441,9.74674354644744,7.54359098932745e-15,7.89592369606933e-14
"Ubr3",4.885889954581,4.85766873869038,81.8652927573718,7.57810318415278e-15,7.92734317075342e-14,24.8858829489618,4.885889954581,7.57810318415278e-15,7.92734317075342e-14
"Prkar2a",4.52102957793566,4.33863185683921,81.8579726718009,7.58452917798876e-15,7.92936224731403e-14,24.8850230751791,4.52102957793566,7.58452917798876e-15,7.92936224731403e-14
"Irf2bp2",3.67440354608506,3.63515351801253,81.8421941150058,7.59840099776729e-15,7.93901521822488e-14,24.8831693003591,3.67440354608506,7.59840099776729e-15,7.93901521822488e-14
"Dhx9",4.19245222744575,4.40160359915581,81.8372367986092,7.60276504143665e-15,7.93901521822488e-14,24.8825867946085,4.19245222744575,7.60276504143665e-15,7.93901521822488e-14
"Stip1",5.78264552365908,5.86162664796682,81.7269359609575,7.7005856100479e-15,8.03446723184485e-14,24.8696153712513,5.78264552365908,7.7005856100479e-15,8.03446723184485e-14
"Msl3",4.60836490107609,4.29411753828894,81.7239139546297,7.70328518968625e-15,8.03446723184485e-14,24.8692596961135,4.60836490107609,7.70328518968625e-15,8.03446723184485e-14
"Iscu",7.61168316687917,7.64152439542152,81.7179375010664,7.70862707819761e-15,8.03528698452549e-14,24.8685562522595,7.61168316687917,7.70862707819761e-15,8.03528698452549e-14
"Snrpd2",7.53136815178983,7.40893954906045,81.635674737771,7.78257292300589e-15,8.10757463928263e-14,24.858867643674,7.53136815178983,7.78257292300589e-15,8.10757463928263e-14
"Sec62",5.03652962951959,4.99194089876941,81.5395252749536,7.8699968039309e-15,8.19380954137717e-14,24.8475291421172,5.03652962951959,7.8699968039309e-15,8.19380954137717e-14
"Rufy1",4.41184227293839,4.12596518222267,81.4816809765599,7.92311430706097e-15,8.24424584269229e-14,24.8407003328406,4.41184227293839,7.92311430706097e-15,8.24424584269229e-14
"Wtap",4.71889927054585,4.81966626306164,81.3971533979778,8.00144860733266e-15,8.32084605468904e-14,24.8307113116942,4.71889927054585,8.00144860733266e-15,8.32084605468904e-14
"Saraf",7.57583809650562,7.71873293883786,81.3905669923055,8.00758828428977e-15,8.32232378138001e-14,24.8299324601049,7.57583809650562,8.00758828428977e-15,8.32232378138001e-14
"Prpf4b",3.74827732560439,3.64566262674615,81.3569975427744,8.03896186397014e-15,8.35001003503188e-14,24.8259616905781,3.74827732560439,8.03896186397014e-15,8.35001003503188e-14
"Dnajc4",5.46562597253163,5.32441537127819,81.3276236670921,8.06652578484232e-15,8.37370896216974e-14,24.8224856369452,5.46562597253163,8.06652578484232e-15,8.37370896216974e-14
"Lman2",4.59988346297676,4.5330450472881,81.3035953650984,8.08915119465944e-15,8.39225644824756e-14,24.8196410869252,4.59988346297676,8.08915119465944e-15,8.39225644824756e-14
"Cog5",3.50541123143381,3.04796511951132,81.2872662800784,8.10456693160855e-15,8.40125292234361e-14,24.817707439568,3.50541123143381,8.10456693160855e-15,8.40125292234361e-14
"Matr3",5.39897151434456,5.43888308310204,81.2843224118345,8.10734959110326e-15,8.40125292234361e-14,24.8173587865241,5.39897151434456,8.10734959110326e-15,8.40125292234361e-14
"Klhl9",4.62596658589287,4.34397680031692,81.2741775074771,8.11694704430663e-15,8.4062592495852e-14,24.8161571764062,4.62596658589287,8.11694704430663e-15,8.4062592495852e-14
"Coq5",6.31927573991274,6.03126063564553,81.2678748454433,8.12291591825461e-15,8.4073042520816e-14,24.8154105719655,6.31927573991274,8.12291591825461e-15,8.4073042520816e-14
"Bcl2l2",4.60974830903411,4.64642003748314,81.2622097269825,8.12828515290998e-15,8.4073042520816e-14,24.8147394327666,4.60974830903411,8.12828515290998e-15,8.4073042520816e-14
"Sec11c",4.73618148462243,4.65816268335747,81.2559424521975,8.13422966432799e-15,8.4073042520816e-14,24.8139968937147,4.73618148462243,8.13422966432799e-15,8.4073042520816e-14
"2810004N23Rik",5.69121684823057,5.50379991888555,81.2529986639517,8.1370235064372e-15,8.4073042520816e-14,24.8136480943733,5.69121684823057,8.1370235064372e-15,8.4073042520816e-14
"Pfkl",5.39267838438694,5.20874191917457,81.2093138423321,8.17860806764491e-15,8.44532262816471e-14,24.8084703083934,5.39267838438694,8.17860806764491e-15,8.44532262816471e-14
"Zfand3",5.45007726969338,5.32742301299719,81.1419381820361,8.24320572199184e-15,8.50704618600176e-14,24.800478212212,5.45007726969338,8.24320572199184e-15,8.50704618600176e-14
"Trappc3",5.80664229800112,5.58856856452794,81.1075739339952,8.27637007217101e-15,8.53627713233217e-14,24.7963989662914,5.80664229800112,8.27637007217101e-15,8.53627713233217e-14
"Ccdc80",5.52077664734298,5.08604679621363,81.0877110186865,8.29560666882297e-15,8.54970713424699e-14,24.7940402039045,5.52077664734298,8.29560666882297e-15,8.54970713424699e-14
"Diablo",5.48645934004445,5.44441266944652,81.0818505452454,8.30129178637707e-15,8.54970713424699e-14,24.7933441326666,5.48645934004445,8.30129178637707e-15,8.54970713424699e-14
"Atl2",4.15348422819179,4.05161050291259,81.079128386669,8.30393395756937e-15,8.54970713424699e-14,24.7930207914782,4.15348422819179,8.30393395756937e-15,8.54970713424699e-14
"Mkrn2",4.65646134848772,4.37910232517885,81.0674161672305,8.31531263470599e-15,8.55642759266684e-14,24.7916294568718,4.65646134848772,8.31531263470599e-15,8.55642759266684e-14
"Wac",3.81509902772901,3.97513019247513,81.0530232944484,8.32931923161595e-15,8.56013974976206e-14,24.7899193594127,3.81509902772901,8.32931923161595e-15,8.56013974976206e-14
"Hspb8",8.29421298018017,7.98284715466905,81.0515398076749,8.33076438626889e-15,8.56013974976206e-14,24.7897430780855,8.29421298018017,8.33076438626889e-15,8.56013974976206e-14
"Ndel1",4.8541174167678,4.87081716958204,81.0487521912962,8.33348072253867e-15,8.56013974976206e-14,24.7894118181653,4.8541174167678,8.33348072253867e-15,8.56013974976206e-14
"Srsf10",4.91331820056241,4.94088726722791,81.0338474561975,8.34802095865515e-15,8.57008414713626e-14,24.7876404246629,4.91331820056241,8.34802095865515e-15,8.57008414713626e-14
"Bub3",4.5183145788669,4.51290702759022,80.9756849345509,8.40502989625562e-15,8.62359001048635e-14,24.7807243319822,4.5183145788669,8.40502989625562e-15,8.62359001048635e-14
"Dtd1",3.81980752495834,3.66604149922999,80.9687484388334,8.41185748368211e-15,8.62557735114543e-14,24.7798991309062,3.81980752495834,8.41185748368211e-15,8.62557735114543e-14
"Txndc17",5.2495241189044,5.20805338056083,80.9479907771683,8.43232587976491e-15,8.63865749329916e-14,24.7774292040535,5.2495241189044,8.43232587976491e-15,8.63865749329916e-14
"Cbx3",6.00851169325377,5.77124290192567,80.9410821509498,8.43915043591119e-15,8.63865749329916e-14,24.7766069930615,6.00851169325377,8.43915043591119e-15,8.63865749329916e-14
"Pnkd",7.12263542922354,6.75214595214388,80.9409230966695,8.43930762655466e-15,8.63865749329916e-14,24.7765880627006,7.12263542922354,8.43930762655466e-15,8.63865749329916e-14
"Pcmtd1",4.76887910458146,4.60559437648116,80.9325333999261,8.4476036101681e-15,8.64213369330249e-14,24.7755894746864,4.76887910458146,8.4476036101681e-15,8.64213369330249e-14
"Snupn",3.5463397441,3.50097771387835,80.8671556299721,8.51256075547148e-15,8.6989775477178e-14,24.7678037439622,3.5463397441,8.51256075547148e-15,8.6989775477178e-14
"Med4",4.74733261198519,4.70228785336519,80.866682947852,8.51303240197365e-15,8.6989775477178e-14,24.767747426502,4.74733261198519,8.51303240197365e-15,8.6989775477178e-14
"Lsmem2",5.48563732053724,5.10659854015103,80.8376054883724,8.54210176543082e-15,8.72362761070663e-14,24.7642822752207,5.48563732053724,8.54210176543082e-15,8.72362761070663e-14
"Elp2",3.92282246889513,3.93111131124248,80.8068478871849,8.57297025434601e-15,8.74948873108285e-14,24.7606153316791,3.92282246889513,8.57297025434601e-15,8.74948873108285e-14
"Rps14",10.5033197690163,10.4610353328408,80.8024972738341,8.57734649659366e-15,8.74948873108285e-14,24.7600965180028,10.5033197690163,8.57734649659366e-15,8.74948873108285e-14
"Brk1",6.34967867156937,6.26970162623479,80.7875827702102,8.59236761001612e-15,8.75773201681075e-14,24.7583177076576,6.34967867156937,8.59236761001612e-15,8.75773201681075e-14
"Rars2",4.17123499703831,4.11041736789052,80.7846163596093,8.59535868974282e-15,8.75773201681075e-14,24.7579638670116,4.17123499703831,8.59535868974282e-15,8.75773201681075e-14
"Enah",4.39222816545689,4.79807162772676,80.7784754548937,8.60155432082673e-15,8.75898461642154e-14,24.7572313172332,4.39222816545689,8.60155432082673e-15,8.75898461642154e-14
"Sap18b",7.79068076135744,7.74595702287719,80.7541837058484,8.62611097714281e-15,8.77892206023472e-14,24.7543329177846,7.79068076135744,8.62611097714281e-15,8.77892206023472e-14
"Yeats4",4.52707693270144,4.65606818809523,80.7330587122597,8.64752934382727e-15,8.7880056230907e-14,24.751811543381,4.52707693270144,8.64752934382727e-15,8.7880056230907e-14
"L2hgdh",4.50217921205769,4.30062913633349,80.7328274499538,8.64776414279587e-15,8.7880056230907e-14,24.751783936836,4.50217921205769,8.64776414279587e-15,8.7880056230907e-14
"Smc6",3.94363249731275,3.65956665261262,80.730639298069,8.64998610655616e-15,8.7880056230907e-14,24.7515227253928,3.94363249731275,8.64998610655616e-15,8.7880056230907e-14
"H1f0",6.43934810182857,6.03563198923229,80.7257361938543,8.65496726614988e-15,8.7880056230907e-14,24.7509373857657,6.43934810182857,8.65496726614988e-15,8.7880056230907e-14
"Pxmp4",4.59689861395142,4.33396327657887,80.6793136252534,8.70228628542113e-15,8.83096796409508e-14,24.7453933537915,4.59689861395142,8.70228628542113e-15,8.83096796409508e-14
