"gene","sample","expr","group"
"Tnf","fpkm_WT_LPS_1",1.17632277264046,"LPS"
"Tnf","fpkm_WT_LPS_2",1.54596836910529,"LPS"
"Tnf","fpkm_WT_LPS_3",1.73552217729654,"LPS"
"Tnf","fpkm_WT_LPS_4",1.81557542886257,"LPS"
"Tnf","fpkm_WT_LPS_5",1.78240856492737,"LPS"
"Tnf","fpkm_WT_PBS_1",0.356143810225275,"PBS"
"Tnf","fpkm_WT_PBS_2",0.604071323668861,"PBS"
"Tnf","fpkm_WT_PBS_3",1.97452931248388,"PBS"
"Tnf","fpkm_WT_PBS_4",0.411426245726465,"PBS"
"Tnf","fpkm_WT_PBS_5",0.526068811667588,"PBS"
"Il1b","fpkm_WT_LPS_1",2.51096191927738,"LPS"
"Il1b","fpkm_WT_LPS_2",3.04788732939655,"LPS"
"Il1b","fpkm_WT_LPS_3",2.94110631094643,"LPS"
"Il1b","fpkm_WT_LPS_4",2.59931779369823,"LPS"
"Il1b","fpkm_WT_LPS_5",3.16188768237689,"LPS"
"Il1b","fpkm_WT_PBS_1",0.443606651475615,"PBS"
"Il1b","fpkm_WT_PBS_2",0.985500430304885,"PBS"
"Il1b","fpkm_WT_PBS_3",3.44095219802964,"PBS"
"Il1b","fpkm_WT_PBS_4",1.56071495447448,"PBS"
"Il1b","fpkm_WT_PBS_5",2.114367024952,"PBS"
"Il6","fpkm_WT_LPS_1",3.59931779369823,"LPS"
"Il6","fpkm_WT_LPS_2",6.09529152021173,"LPS"
"Il6","fpkm_WT_LPS_3",5.22226360352835,"LPS"
"Il6","fpkm_WT_LPS_4",4.22419466397043,"LPS"
"Il6","fpkm_WT_LPS_5",4.72955277045397,"LPS"
"Il6","fpkm_WT_PBS_1",0,"PBS"
"Il6","fpkm_WT_PBS_2",0.250961573533219,"PBS"
"Il6","fpkm_WT_PBS_3",1.78240856492737,"PBS"
"Il6","fpkm_WT_PBS_4",0.22650852980868,"PBS"
"Il6","fpkm_WT_PBS_5",0.565597175854225,"PBS"
"Ccl2","fpkm_WT_LPS_1",7.23764019503539,"LPS"
"Ccl2","fpkm_WT_LPS_2",8.97407036702403,"LPS"
"Ccl2","fpkm_WT_LPS_3",8.21795769786411,"LPS"
"Ccl2","fpkm_WT_LPS_4",7.61065577440193,"LPS"
"Ccl2","fpkm_WT_LPS_5",7.54202583767195,"LPS"
"Ccl2","fpkm_WT_PBS_1",2.62760683812965,"PBS"
"Ccl2","fpkm_WT_PBS_2",2.12763327972587,"PBS"
"Ccl2","fpkm_WT_PBS_3",6.59857363778299,"PBS"
"Ccl2","fpkm_WT_PBS_4",3.81557542886257,"PBS"
"Ccl2","fpkm_WT_PBS_5",4.09169983413681,"PBS"
"Ccl3","fpkm_WT_LPS_1",1.63226821549951,"LPS"
"Ccl3","fpkm_WT_LPS_2",2.05658352836637,"LPS"
"Ccl3","fpkm_WT_LPS_3",2.60169651648096,"LPS"
"Ccl3","fpkm_WT_LPS_4",2.14404636961671,"LPS"
"Ccl3","fpkm_WT_LPS_5",2.48800077083407,"LPS"
"Ccl3","fpkm_WT_PBS_1",0.20163386116965,"PBS"
"Ccl3","fpkm_WT_PBS_2",0,"PBS"
"Ccl3","fpkm_WT_PBS_3",2.30742852519225,"PBS"
"Ccl3","fpkm_WT_PBS_4",0.505890929729957,"PBS"
"Ccl3","fpkm_WT_PBS_5",0.400537929583729,"PBS"
"Ccl4","fpkm_WT_LPS_1",1.37295209791183,"LPS"
"Ccl4","fpkm_WT_LPS_2",2.52606881166759,"LPS"
"Ccl4","fpkm_WT_LPS_3",2.41142624572647,"LPS"
"Ccl4","fpkm_WT_LPS_4",2.18903382439002,"LPS"
"Ccl4","fpkm_WT_LPS_5",1.87184364850932,"LPS"
"Ccl4","fpkm_WT_PBS_1",0.263034405833794,"PBS"
"Ccl4","fpkm_WT_PBS_2",0.485426827170242,"PBS"
"Ccl4","fpkm_WT_PBS_3",2.26303440583379,"PBS"
"Ccl4","fpkm_WT_PBS_4",1.07724299893246,"PBS"
"Ccl4","fpkm_WT_PBS_5",0.704871964456353,"PBS"
"Ccl5","fpkm_WT_LPS_1",7.78234303404953,"LPS"
"Ccl5","fpkm_WT_LPS_2",8.88472001256048,"LPS"
"Ccl5","fpkm_WT_LPS_3",8.76380990728029,"LPS"
"Ccl5","fpkm_WT_LPS_4",8.23735338643813,"LPS"
"Ccl5","fpkm_WT_LPS_5",8.30355245558372,"LPS"
"Ccl5","fpkm_WT_PBS_1",0.910732661902913,"PBS"
"Ccl5","fpkm_WT_PBS_2",1.47508488294878,"PBS"
"Ccl5","fpkm_WT_PBS_3",7.05820824610355,"PBS"
"Ccl5","fpkm_WT_PBS_4",2.63226821549951,"PBS"
"Ccl5","fpkm_WT_PBS_5",3.12598165385472,"PBS"
"Cxcl2","fpkm_WT_LPS_1",3.79181407116183,"LPS"
"Cxcl2","fpkm_WT_LPS_2",5.52732060787705,"LPS"
"Cxcl2","fpkm_WT_LPS_3",5.10768786931437,"LPS"
"Cxcl2","fpkm_WT_LPS_4",4.78972925137577,"LPS"
"Cxcl2","fpkm_WT_LPS_5",4.93922657772821,"LPS"
"Cxcl2","fpkm_WT_PBS_1",0,"PBS"
"Cxcl2","fpkm_WT_PBS_2",0.137503523749935,"PBS"
"Cxcl2","fpkm_WT_PBS_3",2.84599177066457,"PBS"
"Cxcl2","fpkm_WT_PBS_4",0.344828496997441,"PBS"
"Cxcl2","fpkm_WT_PBS_5",0.687060688339892,"PBS"
"Cxcl1","fpkm_WT_LPS_1",6.46630082917934,"LPS"
"Cxcl1","fpkm_WT_LPS_2",8.40616247877761,"LPS"
"Cxcl1","fpkm_WT_LPS_3",7.8330165608111,"LPS"
"Cxcl1","fpkm_WT_LPS_4",7.46890909211059,"LPS"
"Cxcl1","fpkm_WT_LPS_5",7.47013009399538,"LPS"
"Cxcl1","fpkm_WT_PBS_1",2.05658352836637,"PBS"
"Cxcl1","fpkm_WT_PBS_2",1.81966818349646,"PBS"
"Cxcl1","fpkm_WT_PBS_3",6.35438163211332,"PBS"
"Cxcl1","fpkm_WT_PBS_4",3.10601323762212,"PBS"
"Cxcl1","fpkm_WT_PBS_5",2.89141918684608,"PBS"
"Cxcl10","fpkm_WT_LPS_1",7.93840342367024,"LPS"
"Cxcl10","fpkm_WT_LPS_2",9.05085536251919,"LPS"
"Cxcl10","fpkm_WT_LPS_3",8.42940674151398,"LPS"
"Cxcl10","fpkm_WT_LPS_4",7.99129507854287,"LPS"
"Cxcl10","fpkm_WT_LPS_5",8.10862899610946,"LPS"
"Cxcl10","fpkm_WT_PBS_1",0.545968369105292,"PBS"
"Cxcl10","fpkm_WT_PBS_2",0.55581615506164,"PBS"
"Cxcl10","fpkm_WT_PBS_3",4.82374936030827,"PBS"
"Cxcl10","fpkm_WT_PBS_4",1.58976348698498,"PBS"
"Cxcl10","fpkm_WT_PBS_5",1.43295940727611,"PBS"
"Csf1","fpkm_WT_LPS_1",5.90279715788023,"LPS"
"Csf1","fpkm_WT_LPS_2",5.95652136333312,"LPS"
"Csf1","fpkm_WT_LPS_3",6.29314973674186,"LPS"
"Csf1","fpkm_WT_LPS_4",6.43479500355054,"LPS"
"Csf1","fpkm_WT_LPS_5",6.19002217480265,"LPS"
"Csf1","fpkm_WT_PBS_1",4.45285896471381,"PBS"
"Csf1","fpkm_WT_PBS_2",4.47183776242229,"PBS"
"Csf1","fpkm_WT_PBS_3",5.90207357931074,"PBS"
"Csf1","fpkm_WT_PBS_4",4.53231695933277,"PBS"
"Csf1","fpkm_WT_PBS_5",4.4905701304462,"PBS"
"Csf2","fpkm_WT_LPS_1",0.389566811762726,"LPS"
"Csf2","fpkm_WT_LPS_2",1.61823865559545,"LPS"
"Csf2","fpkm_WT_LPS_3",1.49569516262407,"LPS"
"Csf2","fpkm_WT_LPS_4",1.08406426478847,"LPS"
"Csf2","fpkm_WT_LPS_5",1.17632277264046,"LPS"
"Csf2","fpkm_WT_PBS_1",0,"PBS"
"Csf2","fpkm_WT_PBS_2",0,"PBS"
"Csf2","fpkm_WT_PBS_3",0,"PBS"
"Csf2","fpkm_WT_PBS_4",0.214124805352847,"PBS"
"Csf2","fpkm_WT_PBS_5",0.238786859587116,"PBS"
"Csf3","fpkm_WT_LPS_1",5.25171909260596,"LPS"
"Csf3","fpkm_WT_LPS_2",6.74469931420784,"LPS"
"Csf3","fpkm_WT_LPS_3",6.62906513709228,"LPS"
"Csf3","fpkm_WT_LPS_4",6.13134253912326,"LPS"
"Csf3","fpkm_WT_LPS_5",5.61911951145322,"LPS"
"Csf3","fpkm_WT_PBS_1",0,"PBS"
"Csf3","fpkm_WT_PBS_2",0.0976107966264223,"PBS"
"Csf3","fpkm_WT_PBS_3",0.765534746362977,"PBS"
"Csf3","fpkm_WT_PBS_4",0.070389327891398,"PBS"
"Csf3","fpkm_WT_PBS_5",0.545968369105292,"PBS"
"Tgfb1","fpkm_WT_LPS_1",3.68929916053589,"LPS"
"Tgfb1","fpkm_WT_LPS_2",3.37851162325373,"LPS"
"Tgfb1","fpkm_WT_LPS_3",4.16510798514454,"LPS"
"Tgfb1","fpkm_WT_LPS_4",4.14730669878029,"LPS"
"Tgfb1","fpkm_WT_LPS_5",3.99276843076892,"LPS"
"Tgfb1","fpkm_WT_PBS_1",4.30231905094883,"PBS"
"Tgfb1","fpkm_WT_PBS_2",4.14730669878029,"PBS"
"Tgfb1","fpkm_WT_PBS_3",4.44360665147561,"PBS"
"Tgfb1","fpkm_WT_PBS_4",3.83794324189103,"PBS"
"Tgfb1","fpkm_WT_PBS_5",3.83794324189103,"PBS"
"Spp1","fpkm_WT_LPS_1",1.11103131238874,"LPS"
"Spp1","fpkm_WT_LPS_2",0.84799690655495,"LPS"
"Spp1","fpkm_WT_LPS_3",0.594548549550354,"LPS"
"Spp1","fpkm_WT_LPS_4",1.03562390973072,"LPS"
"Spp1","fpkm_WT_LPS_5",0.641546029087524,"LPS"
"Spp1","fpkm_WT_PBS_1",0.344828496997441,"PBS"
"Spp1","fpkm_WT_PBS_2",0.356143810225275,"PBS"
"Spp1","fpkm_WT_PBS_3",0.978195629681652,"PBS"
"Spp1","fpkm_WT_PBS_4",1.49569516262407,"PBS"
"Spp1","fpkm_WT_PBS_5",1.11103131238874,"PBS"
"Icam1","fpkm_WT_LPS_1",6.64904056563445,"LPS"
"Icam1","fpkm_WT_LPS_2",6.78096619757708,"LPS"
"Icam1","fpkm_WT_LPS_3",7.05300269569435,"LPS"
"Icam1","fpkm_WT_LPS_4",6.93380866199012,"LPS"
"Icam1","fpkm_WT_LPS_5",6.65162578392064,"LPS"
"Icam1","fpkm_WT_PBS_1",3.13586316536868,"PBS"
"Icam1","fpkm_WT_PBS_2",3.27202318906105,"PBS"
"Icam1","fpkm_WT_PBS_3",5.76579992328513,"PBS"
"Icam1","fpkm_WT_PBS_4",3.76553474636298,"PBS"
"Icam1","fpkm_WT_PBS_5",3.6724253419715,"PBS"
"Apoe","fpkm_WT_LPS_1",7.05300269569435,"LPS"
"Apoe","fpkm_WT_LPS_2",7.69988472869748,"LPS"
"Apoe","fpkm_WT_LPS_3",7.50104099556593,"LPS"
"Apoe","fpkm_WT_LPS_4",7.22843392051337,"LPS"
"Apoe","fpkm_WT_LPS_5",6.98447542490412,"LPS"
"Apoe","fpkm_WT_PBS_1",8.71908073928645,"PBS"
"Apoe","fpkm_WT_PBS_2",8.76877980990854,"PBS"
"Apoe","fpkm_WT_PBS_3",7.47378691161437,"PBS"
"Apoe","fpkm_WT_PBS_4",9.30626679736522,"PBS"
"Apoe","fpkm_WT_PBS_5",9.14162182162513,"PBS"
"Vegfa","fpkm_WT_LPS_1",6.01591677210689,"LPS"
"Vegfa","fpkm_WT_LPS_2",5.71011763204345,"LPS"
"Vegfa","fpkm_WT_LPS_3",6.18626283566979,"LPS"
"Vegfa","fpkm_WT_LPS_4",6.15663931069209,"LPS"
"Vegfa","fpkm_WT_LPS_5",6.15805421312231,"LPS"
"Vegfa","fpkm_WT_PBS_1",7.26481788670616,"PBS"
"Vegfa","fpkm_WT_PBS_2",7.40616247877761,"PBS"
"Vegfa","fpkm_WT_PBS_3",6.71657942079634,"PBS"
"Vegfa","fpkm_WT_PBS_4",6.84874811461196,"PBS"
"Vegfa","fpkm_WT_PBS_5",6.78109738148632,"PBS"
"Pdgfb","fpkm_WT_LPS_1",4.22187708107703,"LPS"
"Pdgfb","fpkm_WT_LPS_2",4.11353381959191,"LPS"
"Pdgfb","fpkm_WT_LPS_3",4.70542503904273,"LPS"
"Pdgfb","fpkm_WT_LPS_4",5.13298804262744,"LPS"
"Pdgfb","fpkm_WT_LPS_5",4.90400231628369,"LPS"
"Pdgfb","fpkm_WT_PBS_1",5.18626283566979,"PBS"
"Pdgfb","fpkm_WT_PBS_2",5.45779126025604,"PBS"
"Pdgfb","fpkm_WT_PBS_3",5.60258752734256,"PBS"
"Pdgfb","fpkm_WT_PBS_4",5.2098432305255,"PBS"
"Pdgfb","fpkm_WT_PBS_5",4.83541884047548,"PBS"
"Angpt1","fpkm_WT_LPS_1",3.29278174922785,"LPS"
"Angpt1","fpkm_WT_LPS_2",3.96809075204526,"LPS"
