"gene","sample_id","expr","time","group"
"Vdac1","fpkm_WT_LPS_1",9.18368500039778,"Group_B","LPS"
"Vdac1","fpkm_WT_LPS_2",9.230885072834,"Group_B","LPS"
"Vdac1","fpkm_WT_LPS_3",9.15719533072068,"Group_B","LPS"
"Vdac1","fpkm_WT_LPS_4",9.18571790835797,"Group_B","LPS"
"Vdac1","fpkm_WT_LPS_5",9.08188283689867,"Group_B","LPS"
"Vdac1","fpkm_WT_PBS_1",9.58794624272345,"Group_A","PBS"
"Vdac1","fpkm_WT_PBS_2",9.51106078479333,"Group_A","PBS"
"Vdac1","fpkm_WT_PBS_3",9.2637856138908,"Group_A","PBS"
"Vdac1","fpkm_WT_PBS_4",9.40975156482122,"Group_A","PBS"
"Vdac1","fpkm_WT_PBS_5",9.43685726154958,"Group_A","PBS"
"Vdac2","fpkm_WT_LPS_1",8.34451784392747,"Group_B","LPS"
"Vdac2","fpkm_WT_LPS_2",8.38754348679336,"Group_B","LPS"
"Vdac2","fpkm_WT_LPS_3",8.22023320438219,"Group_B","LPS"
"Vdac2","fpkm_WT_LPS_4",8.3743005127614,"Group_B","LPS"
"Vdac2","fpkm_WT_LPS_5",8.24806987764029,"Group_B","LPS"
"Vdac2","fpkm_WT_PBS_1",8.62983015436565,"Group_A","PBS"
"Vdac2","fpkm_WT_PBS_2",8.43371061533311,"Group_A","PBS"
"Vdac2","fpkm_WT_PBS_3",8.22245682592747,"Group_A","PBS"
"Vdac2","fpkm_WT_PBS_4",8.49896884455987,"Group_A","PBS"
"Vdac2","fpkm_WT_PBS_5",8.63890647803141,"Group_A","PBS"
"Vdac3","fpkm_WT_LPS_1",7.9282518702876,"Group_B","LPS"
"Vdac3","fpkm_WT_LPS_2",8.32660925100527,"Group_B","LPS"
"Vdac3","fpkm_WT_LPS_3",7.75728999237877,"Group_B","LPS"
"Vdac3","fpkm_WT_LPS_4",7.876516946565,"Group_B","LPS"
"Vdac3","fpkm_WT_LPS_5",7.79746699205916,"Group_B","LPS"
"Vdac3","fpkm_WT_PBS_1",8.61893604416221,"Group_A","PBS"
"Vdac3","fpkm_WT_PBS_2",8.31247458757651,"Group_A","PBS"
"Vdac3","fpkm_WT_PBS_3",8.01167453338092,"Group_A","PBS"
"Vdac3","fpkm_WT_PBS_4",8.83450265303437,"Group_A","PBS"
"Vdac3","fpkm_WT_PBS_5",8.86102485326131,"Group_A","PBS"
"Itpr1","fpkm_WT_LPS_1",2.13093086982645,"Group_B","LPS"
"Itpr1","fpkm_WT_LPS_2",1.85199883711245,"Group_B","LPS"
"Itpr1","fpkm_WT_LPS_3",1.77820857639809,"Group_B","LPS"
"Itpr1","fpkm_WT_LPS_4",1.73984810269933,"Group_B","LPS"
"Itpr1","fpkm_WT_LPS_5",1.96716860753263,"Group_B","LPS"
"Itpr1","fpkm_WT_PBS_1",2.66902676550963,"Group_A","PBS"
"Itpr1","fpkm_WT_PBS_2",2.92029330021101,"Group_A","PBS"
"Itpr1","fpkm_WT_PBS_3",2.39506279951758,"Group_A","PBS"
"Itpr1","fpkm_WT_PBS_4",2.73552217729654,"Group_A","PBS"
"Itpr1","fpkm_WT_PBS_5",2.72683121703249,"Group_A","PBS"
"Itpr2","fpkm_WT_LPS_1",1.34482849699744,"Group_B","LPS"
"Itpr2","fpkm_WT_LPS_2",0.910732661902913,"Group_B","LPS"
"Itpr2","fpkm_WT_LPS_3",1,"Group_B","LPS"
"Itpr2","fpkm_WT_LPS_4",1.0703893278914,"Group_B","LPS"
"Itpr2","fpkm_WT_LPS_5",1.09085343045111,"Group_B","LPS"
"Itpr2","fpkm_WT_PBS_1",1.61823865559545,"Group_A","PBS"
"Itpr2","fpkm_WT_PBS_2",1.93357263826102,"Group_A","PBS"
"Itpr2","fpkm_WT_PBS_3",1.66902676550963,"Group_A","PBS"
"Itpr2","fpkm_WT_PBS_4",1.55581615506164,"Group_A","PBS"
"Itpr2","fpkm_WT_PBS_5",1.61353165291793,"Group_A","PBS"
"Itpr3","fpkm_WT_LPS_1",1.33342373372519,"Group_B","LPS"
"Itpr3","fpkm_WT_LPS_2",1.20163386116965,"Group_B","LPS"
"Itpr3","fpkm_WT_LPS_3",1.34482849699744,"Group_B","LPS"
"Itpr3","fpkm_WT_LPS_4",1.43295940727611,"Group_B","LPS"
"Itpr3","fpkm_WT_LPS_5",1.36737106564853,"Group_B","LPS"
"Itpr3","fpkm_WT_PBS_1",1.95233356636969,"Group_A","PBS"
"Itpr3","fpkm_WT_PBS_2",2.18586654531133,"Group_A","PBS"
"Itpr3","fpkm_WT_PBS_3",2.08746284125034,"Group_A","PBS"
"Itpr3","fpkm_WT_PBS_4",1.9560566524124,"Group_A","PBS"
"Itpr3","fpkm_WT_PBS_5",1.95977015521147,"Group_A","PBS"
"Hspa9","fpkm_WT_LPS_1",8.49285462017475,"Group_B","LPS"
"Hspa9","fpkm_WT_LPS_2",8.43454483244951,"Group_B","LPS"
"Hspa9","fpkm_WT_LPS_3",8.28419947178059,"Group_B","LPS"
"Hspa9","fpkm_WT_LPS_4",8.33355790671212,"Group_B","LPS"
"Hspa9","fpkm_WT_LPS_5",8.43612851725925,"Group_B","LPS"
"Hspa9","fpkm_WT_PBS_1",8.56666296296261,"Group_A","PBS"
"Hspa9","fpkm_WT_PBS_2",8.61257366358218,"Group_A","PBS"
"Hspa9","fpkm_WT_PBS_3",8.46160222461833,"Group_A","PBS"
"Hspa9","fpkm_WT_PBS_4",8.47621965072303,"Group_A","PBS"
"Hspa9","fpkm_WT_PBS_5",8.53896488745146,"Group_A","PBS"
"Mfn1","fpkm_WT_LPS_1",6.21723071622067,"Group_B","LPS"
"Mfn1","fpkm_WT_LPS_2",6.03913839390696,"Group_B","LPS"
"Mfn1","fpkm_WT_LPS_3",5.8703647195834,"Group_B","LPS"
"Mfn1","fpkm_WT_LPS_4",6.07339181605292,"Group_B","LPS"
"Mfn1","fpkm_WT_LPS_5",6.02192383855476,"Group_B","LPS"
"Mfn1","fpkm_WT_PBS_1",6.92599941855622,"Group_A","PBS"
"Mfn1","fpkm_WT_PBS_2",6.94626298433245,"Group_A","PBS"
"Mfn1","fpkm_WT_PBS_3",6.57213175138666,"Group_A","PBS"
"Mfn1","fpkm_WT_PBS_4",6.86876083388082,"Group_A","PBS"
"Mfn1","fpkm_WT_PBS_5",6.90881290773955,"Group_A","PBS"
"Mfn2","fpkm_WT_LPS_1",7.21480479494805,"Group_B","LPS"
"Mfn2","fpkm_WT_LPS_2",7.11155302614733,"Group_B","LPS"
"Mfn2","fpkm_WT_LPS_3",7.01312722979982,"Group_B","LPS"
"Mfn2","fpkm_WT_LPS_4",7.17562439668642,"Group_B","LPS"
"Mfn2","fpkm_WT_LPS_5",7.0614522027414,"Group_B","LPS"
"Mfn2","fpkm_WT_PBS_1",7.90219420094376,"Group_A","PBS"
"Mfn2","fpkm_WT_PBS_2",7.96382088399119,"Group_A","PBS"
"Mfn2","fpkm_WT_PBS_3",7.64724254570919,"Group_A","PBS"
"Mfn2","fpkm_WT_PBS_4",7.62322307589651,"Group_A","PBS"
"Mfn2","fpkm_WT_PBS_5",7.75228028166775,"Group_A","PBS"
"Phb2","fpkm_WT_LPS_1",7.44956137461324,"Group_B","LPS"
"Phb2","fpkm_WT_LPS_2",7.14200491598488,"Group_B","LPS"
"Phb2","fpkm_WT_LPS_3",7.20867331962947,"Group_B","LPS"
"Phb2","fpkm_WT_LPS_4",7.35288208652296,"Group_B","LPS"
"Phb2","fpkm_WT_LPS_5",7.24040974251723,"Group_B","LPS"
"Phb2","fpkm_WT_PBS_1",7.7629467138116,"Group_A","PBS"
"Phb2","fpkm_WT_PBS_2",7.59529478400598,"Group_A","PBS"
"Phb2","fpkm_WT_PBS_3",7.54758863805966,"Group_A","PBS"
"Phb2","fpkm_WT_PBS_4",7.4966540825935,"Group_A","PBS"
"Phb2","fpkm_WT_PBS_5",7.42969964478184,"Group_A","PBS"
"Sigmar1","fpkm_WT_LPS_1",3.35755200461808,"Group_B","LPS"
"Sigmar1","fpkm_WT_LPS_2",2.93922657772821,"Group_B","LPS"
"Sigmar1","fpkm_WT_LPS_3",3.45022149589718,"Group_B","LPS"
"Sigmar1","fpkm_WT_LPS_4",3.43295940727611,"Group_B","LPS"
"Sigmar1","fpkm_WT_LPS_5",3.38818953715608,"Group_B","LPS"
"Sigmar1","fpkm_WT_PBS_1",3.63575439127776,"Group_A","PBS"
"Sigmar1","fpkm_WT_PBS_2",3.6724253419715,"Group_A","PBS"
"Sigmar1","fpkm_WT_PBS_3",3.82273014794452,"Group_A","PBS"
"Sigmar1","fpkm_WT_PBS_4",3.51222688651396,"Group_A","PBS"
"Sigmar1","fpkm_WT_PBS_5",3.4944156103975,"Group_A","PBS"
"Pacs2","fpkm_WT_LPS_1",3.78450398292957,"Group_B","LPS"
"Pacs2","fpkm_WT_LPS_2",3.50080205305716,"Group_B","LPS"
"Pacs2","fpkm_WT_LPS_3",3.70043971814109,"Group_B","LPS"
"Pacs2","fpkm_WT_LPS_4",3.93640237772506,"Group_B","LPS"
"Pacs2","fpkm_WT_LPS_5",3.99909803370561,"Group_B","LPS"
"Pacs2","fpkm_WT_PBS_1",3.88752527074159,"Group_A","PBS"
"Pacs2","fpkm_WT_PBS_2",4.27127625917593,"Group_A","PBS"
"Pacs2","fpkm_WT_PBS_3",4.04001567884788,"Group_A","PBS"
"Pacs2","fpkm_WT_PBS_4",3.74308405554959,"Group_A","PBS"
"Pacs2","fpkm_WT_PBS_5",3.5909612413426,"Group_A","PBS"
"Fis1","fpkm_WT_LPS_1",7.59991284218713,"Group_B","LPS"
"Fis1","fpkm_WT_LPS_2",7.8703647195834,"Group_B","LPS"
"Fis1","fpkm_WT_LPS_3",7.59006301881225,"Group_B","LPS"
"Fis1","fpkm_WT_LPS_4",7.50135952403019,"Group_B","LPS"
"Fis1","fpkm_WT_LPS_5",7.43387749735076,"Group_B","LPS"
"Fis1","fpkm_WT_PBS_1",7.73362549840823,"Group_A","PBS"
"Fis1","fpkm_WT_PBS_2",7.49249415167943,"Group_A","PBS"
"Fis1","fpkm_WT_PBS_3",7.67539254304278,"Group_A","PBS"
"Fis1","fpkm_WT_PBS_4",7.97004835426884,"Group_A","PBS"
"Fis1","fpkm_WT_PBS_5",7.88624528604204,"Group_A","PBS"
"Mtch2","fpkm_WT_LPS_1",6.70653055253812,"Group_B","LPS"
"Mtch2","fpkm_WT_LPS_2",6.90580816836688,"Group_B","LPS"
"Mtch2","fpkm_WT_LPS_3",6.49505552836802,"Group_B","LPS"
"Mtch2","fpkm_WT_LPS_4",6.53620835469226,"Group_B","LPS"
"Mtch2","fpkm_WT_LPS_5",6.69877410890368,"Group_B","LPS"
"Mtch2","fpkm_WT_PBS_1",6.87504280300259,"Group_A","PBS"
"Mtch2","fpkm_WT_PBS_2",6.67058544026221,"Group_A","PBS"
"Mtch2","fpkm_WT_PBS_3",6.5957423394744,"Group_A","PBS"
"Mtch2","fpkm_WT_PBS_4",7.0666274090952,"Group_A","PBS"
"Mtch2","fpkm_WT_PBS_5",7.03782146543497,"Group_A","PBS"
"Cisd3","fpkm_WT_LPS_1",5.87970576628229,"Group_B","LPS"
"Cisd3","fpkm_WT_LPS_2",6.19298316997399,"Group_B","LPS"
"Cisd3","fpkm_WT_LPS_3",5.80012335282653,"Group_B","LPS"
"Cisd3","fpkm_WT_LPS_4",5.98754825895374,"Group_B","LPS"
"Cisd3","fpkm_WT_LPS_5",5.73362549840823,"Group_B","LPS"
"Cisd3","fpkm_WT_PBS_1",6.51601514700366,"Group_A","PBS"
"Cisd3","fpkm_WT_PBS_2",6.17272751801285,"Group_A","PBS"
"Cisd3","fpkm_WT_PBS_3",5.73876783680019,"Group_A","PBS"
"Cisd3","fpkm_WT_PBS_4",6.49217365961083,"Group_A","PBS"
"Cisd3","fpkm_WT_PBS_5",6.55320688623026,"Group_A","PBS"
"Pdzd8","fpkm_WT_LPS_1",2.83794324189103,"Group_B","LPS"
"Pdzd8","fpkm_WT_LPS_2",2.88557436437143,"Group_B","LPS"
"Pdzd8","fpkm_WT_LPS_3",2.63459326844576,"Group_B","LPS"
"Pdzd8","fpkm_WT_LPS_4",2.75488750216347,"Group_B","LPS"
"Pdzd8","fpkm_WT_LPS_5",2.81762325751143,"Group_B","LPS"
"Pdzd8","fpkm_WT_PBS_1",2.42492208821069,"Group_A","PBS"
"Pdzd8","fpkm_WT_PBS_2",2.48284828306847,"Group_A","PBS"
"Pdzd8","fpkm_WT_PBS_3",2.62293035092018,"Group_A","PBS"
"Pdzd8","fpkm_WT_PBS_4",2.61588707391606,"Group_A","PBS"
"Pdzd8","fpkm_WT_PBS_5",2.82578562746479,"Group_A","PBS"
"Vapb","fpkm_WT_LPS_1",4.62293035092018,"Group_B","LPS"
"Vapb","fpkm_WT_LPS_2",4.3212065669699,"Group_B","LPS"
"Vapb","fpkm_WT_LPS_3",4.4937754084607,"Group_B","LPS"
"Vapb","fpkm_WT_LPS_4",4.49697358099828,"Group_B","LPS"
"Vapb","fpkm_WT_LPS_5",4.40599235967584,"Group_B","LPS"
"Vapb","fpkm_WT_PBS_1",4.85299758761332,"Group_A","PBS"
"Vapb","fpkm_WT_PBS_2",4.78972925137577,"Group_A","PBS"
"Vapb","fpkm_WT_PBS_3",4.76553474636298,"Group_A","PBS"
"Vapb","fpkm_WT_PBS_4",4.60288440871842,"Group_A","PBS"
"Vapb","fpkm_WT_PBS_5",4.54163873443614,"Group_A","PBS"
"Vapa","fpkm_WT_LPS_1",6.69529790115733,"Group_B","LPS"
"Vapa","fpkm_WT_LPS_2",6.58751501381819,"Group_B","LPS"
"Vapa","fpkm_WT_LPS_3",6.47135006337852,"Group_B","LPS"
"Vapa","fpkm_WT_LPS_4",6.53977919169849,"Group_B","LPS"
"Vapa","fpkm_WT_LPS_5",6.56254772419912,"Group_B","LPS"
"Vapa","fpkm_WT_PBS_1",6.08618931310448,"Group_A","PBS"
"Vapa","fpkm_WT_PBS_2",5.93969674069176,"Group_A","PBS"
"Vapa","fpkm_WT_PBS_3",6.10055722078293,"Group_A","PBS"
