"gene","log2FC","AveExpr","t","pvalue","padj","B","category"
"Lpin1",-2.32598137018738,4.47119479364212,-13.8046709924254,1.31013600861665e-09,3.30405023633041e-07,12.5092354177434,"lipid_metabolism"
"Rras2",1.14341820065505,6.03113698902435,6.17863457286653,2.2787900897609e-05,0.000237796303016489,2.54721169555112,"anchor_contact"
