"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","225/5768","250/11190",0.9,1.74601248266297,12.3037059675735,8.28866825199162e-40,2.90103388819707e-37,2.52221927293199e-37,"56443/19345/17948/56444/16593/12367/69582/80743/12387/16573/12363/18704/26420/235661/19766/320795/56382/67166/12018/74117/280408/269338/70297/24088/56532/100040563/67771/21926/74764/16476/382562/17113/11845/107607/27205/59288/23797/67117/17951/11840/67951/22035/17907/16649/21899/66724/16646/81897/22145/622434/66513/16594/13191/17898/22030/53413/19353/22034/227613/140579/17906/12043/12370/170625/12306/12028/11308/21415/234686/21648/68724/27050/17920/105504/29857/353047/68652/234663/18706/22166/22428/74568/110157/56551/100041194/74192/16179/22153/54130/16648/19344/69146/12369/69654/56455/26396/226977/15516/26398/19157/26416/72318/68089/67665/11796/19349/16176/545486/26397/240752/11461/11852/22154/11848/13424/242894/15519/11465/53598/73710/20336/98932/100310872/11841/12675/17874/11797/73178/11651/18035/213575/14433/30955/14281/19159/26414/71732/192656/12475/110750/26413/22143/105855/26399/18479/26400/74769/66713/16173/18645/21414/225326/20430/11867/18707/218035/68097/21402/15461/21898/11652/56378/271457/56212/18643/71999/117149/56044/226421/19878/18033/22027/19094/170760/235406/12540/66482/76709/26415/67068/26409/13063/16151/16150/22152/66824/101314/12362/16572/17869/20194/21416/100040531/19697/140580/26417/26419/67268/20130/17281/17087/245880/22151/266632/22146/50884/13430/22142/13427/77573/66616/67938/228545/21933/53857/76884/19158/71609/21937/80837/216799/192176/14082/19264/26395",225
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome biogenesis","223/5768","254/11190",0.877952755905512,1.70324052333264,11.692839868641,1.85313388725764e-35,3.24298430270087e-33,2.81951808400675e-33,"14420/73834/16783/19141/21871/232946/114128/66508/11773/228983/11778/22320/19063/15212/234967/80743/17939/11774/69596/21425/13040/66848/76252/142980/67166/11984/16541/68576/15932/11605/56716/269338/260302/74008/215335/108011/26889/11777/320528/17113/64291/11973/235504/12751/18174/71770/13032/52120/18010/13038/11782/66049/235380/12091/81897/72392/16004/18711/240283/83409/170743/252972/75620/245670/11433/66290/11766/63959/11771/271564/66237/71923/67464/11781/68724/353047/19025/27426/11974/217265/12492/231855/67605/11886/110006/56325/68526/76524/103199/68441/268706/13423/74105/64138/13340/18457/17828/55946/71279/15211/71665/11881/56692/54397/19349/56464/11764/13030/67774/58911/233979/27029/16792/12514/67300/11765/211286/381201/67474/15931/20661/67963/66096/99031/192654/211978/246049/14533/64933/11975/66335/17342/72368/66439/56717/71732/56722/74245/18173/12757/20955/73689/94178/17775/100862375/75425/12752/232910/71718/66144/16784/65221/56433/52187/13036/69091/218035/83429/72175/11432/74370/74385/11972/20597/30930/11966/76303/18145/20615/229445/11883/15586/71720/17159/11964/13039/117197/27060/71240/11772/65114/97998/11593/106039/432486/209446/12512/27419/75612/14387/14628/79196/11305/15587/11776/26373/214585/50917/54411/14667/67727/214505/114143/19156/13033/108664/77573/74325/54170/228545/100561/108012/94245/11769/53599/74347/211329/16889/11767/110173/104082/170744/67489",223
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","155/5768","167/11190",0.92814371257485,1.80061167540093,10.7512449628663,1.24499270352049e-31,1.45249148744058e-29,1.26282634556505e-29,"27103/245860/15289/18747/16783/56486/78610/22084/22320/17274/80743/100502698/15251/57436/19053/26420/18709/22241/67526/329015/21353/52440/19324/105787/56716/269338/18753/19338/18708/23797/666468/242557/53331/77040/170749/237782/245670/74498/12421/22187/66840/20869/74302/22034/12043/74244/18710/353047/18706/110157/67605/66795/74747/69635/68441/228361/68728/73205/26396/72145/56480/58988/19349/16367/18518/207565/13030/75669/13143/74781/100504663/76559/75909/56790/67474/18761/12633/51897/18749/108079/22186/11651/56717/26414/78294/71732/11793/26413/17966/218460/74769/13665/641340/16784/29869/52187/225326/56208/18707/218035/97287/13666/66922/15461/66734/100502841/11652/64930/74370/13144/22190/16438/12048/71648/226421/93739/16653/68118/13039/78943/235040/19744/73683/26409/19211/97998/12015/54673/72508/19052/26417/26419/20130/17532/217695/70231/67727/12211/18176/56418/12176/13033/384783/52639/77573/18607/54170/228545/54636/66615/16001/18412/67443/67841/26395",155
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","226/5768","268/11190",0.843283582089552,1.63598184528122,10.8689986682273,3.82375135227909e-30,3.3457824332442e-28,2.90889291934826e-28,"56443/15040/13855/13132/19345/19334/56513/75788/15042/66371/70160/11773/17274/15239/16573/21812/22088/15481/320129/20479/21813/216724/234852/347722/74117/193740/73728/18571/11842/70432/67771/28006/72543/11845/12391/13858/11844/71770/11840/17126/19325/216859/28084/319277/66313/16186/19341/16004/20405/66700/100017/12402/67064/12389/54198/228998/14964/14972/259300/11771/12345/216963/212285/22034/12343/66251/93737/22042/17246/15039/245666/107338/12767/71955/68524/74192/14772/69780/56324/71889/19344/18762/211673/116733/69178/110355/70527/19157/216439/68767/20779/69710/72318/68089/12765/76959/19349/99371/14991/208092/54189/11848/67300/242894/105513/16184/58220/13649/12774/11841/52055/73178/215445/78618/57440/234353/15482/13854/53869/215280/30948/208650/12390/18806/19159/15511/215632/232227/230837/319740/13196/20844/12757/194309/17999/232910/15015/223593/330192/66713/58194/56433/14184/67804/218441/330319/69091/11867/103967/83814/15461/66201/16396/18805/56378/271457/16185/69150/30930/75608/27965/18854/67588/110558/26385/13660/84092/55988/225861/12540/76709/107305/93742/72183/18720/216869/74998/11772/218038/65114/16572/54673/15018/12340/73711/17127/18719/77407/106952/98366/227700/56440/11843/18717/67282/68953/106572/213990/13859/230597/14276/52348/98878/18759/68942/66914/13430/16835/19326/107568/74325/14773/13429/18595/216238/19158/140500/109689/77038/16001/110557/26431/211914/27681/22365/78287",226
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","177/5768","202/11190",0.876237623762376,1.69991314318672,10.3535435453881,4.10711490610593e-28,2.87498043427415e-26,2.49956785755964e-26,"11798/13866/22330/12443/19303/17931/12387/12928/224105/22370/16202/26420/13730/18709/70584/12929/245026/16412/232906/18654/16419/19047/20662/12828/60595/16476/319480/22339/18708/109700/12391/14083/23797/17907/213435/12829/19046/18591/71785/21894/21825/13712/22371/14268/12389/16773/17898/226519/19353/16401/109905/17906/107589/12043/18710/109880/20663/18706/54635/110157/241226/19045/14784/213119/18590/16399/12835/22340/18752/20779/22793/330662/11796/12334/16774/286940/21828/11461/11848/11855/11465/109711/13649/98932/16402/11797/22341/11651/14360/170758/12830/16416/16776/21827/12390/20750/16779/26414/18751/170736/26413/21826/16400/13367/18479/74769/13731/104099/329251/57257/12927/18707/12826/12845/18596/22323/15461/12843/107746/11652/16780/12827/70549/434233/16777/13645/22324/18750/19878/16404/12540/215449/19877/18720/16421/19211/238564/16403/12015/216148/18719/12444/14205/214230/16542/26417/16420/26419/67268/232807/22325/17295/18717/14254/16782/12842/16775/64099/57342/192897/12445/19354/81877/67938/18607/20416/18595/12834/56637/16001/12833/19699/14257/192176/16000/26395/16410",177
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","359/5768","481/11190",0.746361746361746,1.44795213969971,10.3575777119776,2.49676719146554e-26,1.4564475283549e-24,1.26626580991574e-24,"12460/13385/11820/50873/56444/16593/13163/22433/230075/57265/22333/12367/66052/57296/212398/17274/26445/12387/12122/16573/11740/22418/12325/26446/26420/233908/54152/12006/22241/72900/50490/67414/329015/56791/15194/12018/21353/12866/68197/19324/14367/16439/19181/14362/66694/66152/12292/19167/53333/21926/74764/12867/66091/18126/19122/110616/16974/59288/26441/13001/54405/22334/15108/17991/67951/12371/66413/66445/67184/17463/22145/12364/22414/140499/68943/12288/13544/12995/16594/13191/19182/16973/641376/237782/22030/12421/22187/20907/19353/73916/227613/12322/12043/12370/12028/109880/19173/19172/595136/22213/15114/29857/67273/20238/623286/66916/68349/22428/19058/269523/110157/66725/66046/66416/68015/14682/22153/19175/54130/12359/225887/103199/67305/105675/12369/68375/228361/69654/78330/73205/26396/226977/19166/26416/18752/66997/19164/170731/56228/17995/226641/56491/56480/67665/14816/12861/12568/19056/102631912/12334/52335/18803/67530/22419/16176/545486/14366/26397/11950/19184/22154/21762/75669/13058/74018/22195/74781/100504663/19055/76559/66594/23996/53598/73710/66576/67128/100042503/66142/68194/110323/84682/13543/51897/67819/67130/67089/26408/22186/12865/66414/13198/12869/53313/27373/12868/56717/18797/66495/26414/78294/18751/26413/12314/22143/22273/26399/14369/26400/218460/14371/26443/19185/13665/19179/641340/19165/22201/14828/29869/230908/225326/56208/53623/67003/13666/69590/15461/93687/108058/14368/66734/18796/18798/66925/70316/271457/12859/12315/18795/215999/22335/22190/16438/22223/11938/66377/67151/12048/11789/13542/71648/12858/100041273/18750/57320/233871/64704/11739/75600/14814/14102/16653/20617/18033/20191/68202/105000/19170/12005/68118/19094/78943/269881/12864/12977/22272/26415/18391/13063/227197/66218/102633050/22152/67680/19057/16572/21938/226646/12015/67264/18951/26444/26442/19697/20463/73677/23997/26417/70247/75406/216795/26419/22411/20422/217695/214585/22123/11783/11836/22065/14296/20239/104130/56436/407785/17993/18176/68342/22151/13000/22146/23805/68942/22142/20655/12333/12323/52639/19177/333182/69875/215114/11911/74153/66108/53857/67738/21937/14370/56637/59029/14775/17762/16440/18412/12313/68198/12857/69077/66945/26440/14778/11596/67847/12862/14082/67443/12064/26395",359
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","159/5768","180/11190",0.883333333333333,1.71367891816921,9.95574965168269,2.99585515172435e-26,1.49792757586217e-24,1.30232942699055e-24,"66357/81500/56438/50873/56453/63958/22433/116891/386649/15481/17872/12033/26420/12017/67075/56085/67695/77371/108159/56812/12018/14827/66212/193740/13135/56709/226418/50907/110616/140740/18024/223455/67397/103963/66245/20338/108687/50527/12364/140499/75744/67437/22030/13200/192193/53421/12043/12028/66397/69038/22213/107513/71853/216440/16430/269523/227619/67475/70361/20335/27061/54609/69162/12330/18786/15516/19358/12304/56228/226641/66105/12334/20014/23802/20334/216080/19359/66861/12955/18415/20832/15519/12915/67128/66890/57377/66435/64209/225896/80286/67819/26408/110379/66967/72265/270669/13198/67812/100037258/15482/67838/12317/66059/74126/15511/26414/59007/26400/13665/14828/66256/22230/13666/21402/22393/27054/230815/320011/26965/216197/68292/13002/94232/22027/78943/109815/56550/19089/57743/193670/217379/69608/66753/15502/26419/56424/15505/20224/56445/69276/66530/240667/213539/13418/54197/81489/218811/217365/12282/12333/81910/105245/11911/50762/17156/99683/14376/18453/17155",159
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","300/5768","389/11190",0.77120822622108,1.49615465523819,10.2727896242662,3.63151667590922e-26,1.58878854571028e-24,1.38132584624666e-24,"68318/11820/328133/16593/106957/22433/230075/57265/22333/12367/66052/57296/212398/208117/26445/12387/12122/16573/56175/11740/22418/26446/26420/213053/18709/12006/16971/22241/72900/50490/226548/329015/16956/12866/68197/14367/16439/19181/14362/66694/66152/12292/19167/21926/74764/12867/66091/18126/16974/18708/26441/13001/18174/54405/23797/22334/15108/17991/67951/12371/66413/234664/66445/20168/67184/17463/22145/12364/22414/12288/13544/12995/16594/19182/16973/22030/12421/227613/12370/18710/109880/19173/19172/595136/67273/623286/69806/66916/18706/68349/19058/110157/66046/66416/14682/22153/19175/11785/225887/105675/12369/68375/228361/78330/26396/19166/66997/19164/17995/226641/12861/12568/19056/102631912/12334/16367/67530/11491/22419/16176/545486/14366/11950/19184/22154/21762/75669/13058/74781/100504663/19055/76559/66594/67547/23996/73710/66576/17380/16337/100042503/66142/68194/110323/66340/84682/12675/13543/51897/67130/67089/26408/227059/23821/12865/11651/66414/13198/15925/14433/12869/53313/27373/12868/56717/18797/66495/26414/26413/12314/22143/22273/14369/11487/26400/14371/74769/26443/19185/13665/19179/641340/19165/29869/225326/56208/18707/19106/67003/13666/15461/11816/93687/14368/18796/18798/66925/11652/70316/12859/12315/18795/215999/22335/16438/11938/66377/67151/11789/13542/12858/100041273/11739/75600/14814/14102/16653/20617/18033/68202/19170/12005/68118/78943/12864/12977/22272/30791/13063/227197/16151/66218/16150/102633050/22152/67680/19057/16572/226646/12015/67264/26444/68427/26442/19697/20463/73677/23997/26417/70247/75406/216795/26419/22411/20422/22123/11783/11836/14296/14977/104130/56436/407785/17993/18176/68342/22151/13000/22146/106947/23805/22142/12333/384783/52639/19177/333182/69875/68585/11911/66108/53857/214922/67738/21937/14370/56637/59029/17762/59287/16440/12313/68198/12857/69077/66945/26440/11596/12862/14082/26395",300
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","193/5768","233/11190",0.828326180257511,1.6069642782735,9.65658945746211,6.19295988292137e-24,2.32720217583694e-22,2.02331803285245e-22,"11464/242702/100504518/20970/22330/58916/76441/109674/13138/13346/12111/14200/98386/17896/13717/14201/212073/77053/245026/16412/20740/16419/433766/13405/67451/78321/12715/12828/22379/319480/109700/21954/74122/21953/17907/13808/70435/12829/20971/17880/21894/21825/14268/16773/17898/17886/17929/109620/21957/12345/68794/13009/12343/16401/11472/17906/98660/17930/319565/11932/213019/24051/57778/241431/241226/58522/15530/107765/64009/213119/11603/22352/13007/16399/12835/21916/53867/22793/11928/20650/16907/18810/56376/208846/21828/11461/373864/20391/53318/11465/21955/98932/50874/30794/380698/16402/320502/11468/12815/12825/140781/12830/22003/16416/21827/21826/16400/13003/13367/14199/17897/11459/56642/11717/16905/104099/16651/14118/13008/20742/21393/18175/11931/233199/109676/24131/22138/68802/13511/12826/12845/20969/17888/20392/12843/326618/12827/70549/93689/11933/14114/67399/22004/13726/16480/71960/20648/16404/54004/223697/16906/13807/16421/12832/16403/12340/12831/18074/13806/668940/24053/17901/50875/16420/15529/12842/118449/14115/22437/192897/50876/13179/59006/24052/77579/71409/18073/12834/93677/13506/11735/59069/12833/20649/12335/381485/54132/21956/74103/17868/21924/13527/16410",193
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","173/5768","204/11190",0.848039215686274,1.64520784041772,9.59231492698959,6.64914907381983e-24,2.32720217583694e-22,2.02331803285245e-22,"13866/14000/16801/18747/22350/12443/13867/69632/57265/12367/19303/17931/12387/20848/22418/12325/22370/15251/11733/17390/18709/17395/16412/319757/22059/16419/21808/14182/19047/234779/14367/29875/20662/16439/14362/24088/21926/22339/18708/12391/14083/23797/83383/17126/20971/20104/13043/19046/21844/22414/15200/12402/21825/13712/14268/19684/12389/19353/14173/12322/18710/17246/109880/20663/14734/29857/18706/110157/13869/19045/15530/14784/18793/26396/26416/18752/20779/16002/17698/58988/18803/22419/14366/11461/11848/327826/11465/13649/16402/18749/11651/18792/15442/16416/12390/56717/18751/26413/18479/14369/15170/14371/74769/21859/329251/57257/109676/18707/20969/66922/15461/108058/14368/15163/21898/12843/11652/434233/16438/14388/22160/22324/18750/19878/14102/16653/13039/19094/12540/19877/75705/26415/72508/21803/17869/19247/20544/12512/16542/26417/216795/20130/22411/232807/22325/17295/13345/17022/66911/17532/12575/15529/11836/12842/18176/18569/12323/13179/13207/18607/14733/12505/14370/69253/16001/16440/19206/11735/192176/16000/74055/26395/16410",173
