"gene","GSM254684","GSM254674","GSM254664","GSM254724","GSM254627","GSM254661","GSM254647","GSM254696","GSM254641","GSM254675","GSM254694","GSM254678","GSM254717","GSM254695","GSM254708","GSM254646","GSM254711","GSM254669","GSM254673","GSM254702","GSM254691","GSM254689","GSM254710","GSM254719"
"214387_x_at",11.70832466,11.5543143,9.108457222,10.85658636,8.842684152,12.05099651,9.666093455,7.298853628,10.48121199,9.077677448,12.87489344,7.4368482,14.39878017,14.13094501,13.98954733,14.57980233,14.63068729,14.36472304,14.3562211,14.43755725,14.30850604,14.43302546,13.92945681,14.47842071
"201909_at",11.09856904,11.07113247,12.03044561,9.582393148,9.585760769,7.547808045,10.55416002,11.80698046,10.15845713,12.0518286,7.545989427,11.37001841,11.68487423,7.425831585,11.93302817,12.14094214,11.64470519,12.18951426,12.1885422,7.355611505,7.188353874,12.23735025,12.28260162,7.481793174
"221728_x_at",6.71949111,5.748976885,5.914623928,6.207604557,5.933886563,10.44988276,6.235867175,6.102217915,6.007358921,6.086169143,10.53937986,6.600254378,6.328753201,10.91404044,6.308315803,5.980724015,6.699882125,6.180707779,5.840619475,10.09638653,10.09117679,5.914909091,6.045565049,9.788625308
"203571_s_at",6.743357381,6.536448075,6.538182596,7.683992166,6.124010712,7.135916693,6.455875341,6.947904646,7.874474799,6.557036873,8.643624795,6.075729356,9.232897525,9.166910467,9.843412676,10.38758367,10.32340264,10.82606471,10.68090705,11.11739804,9.668503279,9.649234145,9.640198352,11.08937429
"209470_s_at",5.937504987,5.751798192,6.352192502,5.991957753,6.077724932,6.055039674,5.8438246,5.780131678,5.944986043,5.799361922,6.189380517,6.472085889,9.253104392,6.649078205,8.220281279,10.63703927,8.471154696,9.561354211,9.744317843,9.625028853,8.849341998,10.01242648,6.95586378,9.239914736
"214199_at",10.9912215,10.21917111,9.255237655,9.57185567,10.03948942,12.86469068,9.861224504,9.266212548,10.01962446,9.557454965,10.98218249,7.755711944,12.43847048,12.82447672,12.68511799,12.83886068,13.27338522,12.45623618,12.60365453,12.78310556,12.82920675,12.56411254,13.16053931,12.79379459
"221132_at",6.392068106,6.836263041,5.839946943,6.688306436,6.926116511,7.032446958,6.408749778,6.358876108,6.671958539,6.316648926,7.687223597,5.71948928,9.442336192,8.837123791,8.78524926,9.966421981,8.428121886,8.812581383,9.715382229,9.652596358,8.504422257,9.401284658,9.421470511,10.55698372
"204343_at",9.293291292,8.265708011,7.242479659,8.171581848,6.515599361,9.30942793,9.253644346,7.531250644,8.912859059,8.005873126,9.146867908,6.76536926,9.987830559,11.64243136,10.53911123,10.78902413,11.31896393,10.73854741,10.40964996,10.08275804,10.62644457,10.05741576,11.46012099,10.7152933
"211726_s_at",8.507903376,9.000644079,8.647284202,8.385408518,8.133546565,9.259903589,8.019614985,9.777342082,8.425862638,9.685685119,10.0003294,9.344947816,11.54871435,10.61590734,11.71079765,10.75438411,11.80380413,11.83129784,12.13424896,11.70124126,12.04529544,12.01264073,9.258696007,12.17132854
"214612_x_at",9.065992282,4.853927499,4.735455447,4.767676252,7.290585147,5.07050517,10.51411553,4.792771105,4.918147095,4.958147692,7.096377648,5.583585617,5.121500134,4.950871352,4.991086452,4.958871485,5.03527961,4.930210821,4.741152282,4.983131074,4.955757648,4.827107247,4.922308159,5.039870441
"216594_x_at",9.006544123,8.861954333,8.534737327,14.00695363,11.04282861,10.14604683,13.86223178,9.552393664,9.273583885,13.19567829,9.549072491,12.47994514,9.902500229,9.942352689,10.25230501,10.05448332,9.924710013,10.53843426,10.42875866,10.10294174,10.39728012,10.27312782,10.35191688,10.45732802
"206701_x_at",6.72031565,6.571718949,6.775923712,6.736222487,6.546153757,6.527257087,6.749994694,6.539568293,6.525436379,6.566557133,7.414322703,6.125974263,8.869000726,8.050819711,7.987065811,9.643105689,7.637083472,10.22788849,9.723477795,10.09569661,8.901608456,9.728402507,8.558503732,10.44057748
"210519_s_at",7.572141741,9.058524369,8.329885899,12.43926275,10.48868783,9.748786866,12.91191412,10.16059654,10.35665636,11.86955986,9.481155722,9.59361158,8.220560708,8.078009786,8.350412119,8.326143468,7.976296487,8.077782566,8.608872443,9.029327987,9.047664963,8.529455636,8.972623355,8.373685905
"206311_s_at",7.076516119,5.869004619,6.615981394,6.401427517,6.143154731,7.732758277,5.963708241,5.711668519,6.192561906,6.165037082,9.260767254,6.658716424,8.489031808,7.832462296,8.673996438,9.899079746,8.31018488,8.935477288,8.45647616,8.599049207,9.9117187,9.874211183,8.290012421,9.251578311
"209395_at",10.36233342,11.93442468,7.948842081,7.72298319,7.691237869,11.13957391,9.593924139,11.15124352,9.036477508,8.858286388,9.32856408,8.508860478,7.571176614,8.51470887,8.649379831,8.077568119,9.126087799,7.452518988,6.916628832,8.061516673,8.934198953,7.192515597,10.48203109,7.72748633
"214433_s_at",7.830974808,8.448108771,7.804995688,9.11061709,8.775660879,10.53048283,7.464927296,8.651691308,9.897185781,8.297160482,10.10917979,7.684717784,10.45578171,10.62389765,10.93505704,11.25441353,10.90603968,10.82970865,10.70466851,11.1818556,11.1130045,11.19266576,10.68109793,11.26159575
"212353_at",10.38002856,10.57481314,8.931180634,8.521940476,9.658172532,10.179075,10.6045351,10.45778867,10.29958335,10.29940183,8.087160644,9.367411246,7.59055996,8.009249817,7.491453054,7.371327099,6.640588958,7.371949205,7.517124726,7.127077323,7.612579712,7.702740651,8.416469715,7.195692148
"213974_at",5.840000346,5.624382224,5.418228955,5.709180334,5.423645128,6.107067703,5.281876715,5.333467567,5.600921515,5.561000462,6.231278616,5.730585429,9.115014058,7.923378607,7.923219383,8.646130144,6.900594965,8.318005247,8.158726109,8.244811657,7.669971728,8.431304948,7.888900161,8.30379143
"207542_s_at",9.416876468,9.003729779,8.473518482,9.029817348,8.647906854,11.11748659,9.152134798,8.433172557,8.914700136,8.658956351,11.51460405,8.179987437,11.14320556,11.71799094,10.42294096,11.53425589,10.15706236,11.33995332,11.64934554,11.36102238,10.35657084,10.93832081,11.54630709,12.20646383
"209821_at",5.869015414,5.400045754,5.169045327,5.584318072,4.625115708,6.196402995,6.156875092,5.31866211,5.212069288,4.796377693,5.8609732,5.307830992,7.844344693,7.261146838,7.706299072,8.11122153,6.590169618,8.097621271,8.383378086,7.671025766,7.344566339,8.303057435,8.546709277,7.557811901
"216510_x_at",9.379250575,8.102807784,6.600471607,5.648030364,7.883391534,8.815727965,6.742558309,9.235346792,7.358471963,7.383765682,5.729460584,8.375491481,6.476871407,6.497855339,6.681731125,5.863354647,5.380445959,6.792122213,5.808796975,6.736759927,7.008677887,5.718763914,9.782179959,6.1741711
"219436_s_at",7.355053045,6.771517375,7.113651649,6.875950524,7.037049349,7.260051722,6.152855977,6.726823367,6.840241278,6.780372267,7.742532038,6.649800927,8.889558084,8.469896621,8.577030687,9.686177564,8.350961378,10.09718016,10.13707233,9.437852102,7.882141089,9.224447359,9.264561118,9.906673019
"219597_s_at",6.808973438,6.266635367,6.121391299,7.003967415,6.514779925,6.907798242,6.106742673,5.62483538,7.112780786,6.254598307,6.972437952,6.116609465,8.303278587,8.891018417,8.687194799,9.158887239,9.294781659,8.196383926,8.756522648,8.312560176,8.861949923,8.289740474,9.535167123,9.099393585
"204468_s_at",7.488574688,7.88423037,6.672991224,7.124140959,6.931017635,7.093668378,7.030777788,7.19330999,7.4105987,7.278107835,7.918977373,7.315038469,10.1865917,9.197479772,9.062055492,9.487157724,8.343144326,9.849295743,10.43956833,9.984444117,9.333452344,7.92577987,9.635654665,9.892185909
"202995_s_at",8.856334222,9.356133503,7.469207247,7.143070316,8.196311081,9.590576337,9.58256764,9.078372307,7.66957802,9.350148824,9.316751858,8.870545713,10.86321037,10.46253207,11.16438942,10.93678985,9.806047876,11.3728569,10.46553985,10.40607411,10.18358338,10.30963305,10.6625368,10.93593295
"205207_at",10.21551465,8.029942983,7.855338793,8.142827929,7.093643581,6.894635795,8.075669917,7.84706013,8.567693538,8.673562765,7.958599784,9.423575217,9.250533562,11.18159139,9.922818323,9.845968154,10.1436727,7.751450432,7.733526815,9.001989161,8.49929344,7.595373555,10.88737227,8.206761741
"216248_s_at",8.776500248,7.925144266,6.637588999,8.416945223,6.263154972,6.520133822,6.685593103,6.442189498,8.666653362,8.654246218,6.912555731,8.096504376,8.328356956,9.851531326,9.778769462,9.482680157,8.531011835,6.811348467,7.401112632,8.749270474,8.379356688,8.676734875,10.14210746,7.541920576
"203021_at",10.99744407,11.54790325,10.92728525,12.36782596,8.559656176,13.69423579,11.43760761,11.3335126,11.91188656,10.42180187,11.56676221,11.4173183,12.49477659,12.34929653,13.02049316,13.08766997,13.07308685,12.58933542,12.88279758,12.6882351,13.12977096,13.25789814,12.24425073,13.28634698
"209714_s_at",9.066023784,8.086128452,7.857010412,9.864648249,11.04243306,7.351291359,8.867582851,8.347477647,8.327731557,8.292502908,7.318954038,8.588752795,7.138415568,7.515828204,6.952465719,6.625974621,6.824184266,6.800335548,6.717453203,6.826317849,6.90460001,6.857364291,7.514681572,6.406025737
"219747_at",8.975456807,9.295586939,11.49445594,9.166335297,8.598206067,10.25581425,8.04162131,8.353376069,9.171927104,9.879690735,9.818312605,8.103346635,11.06423514,11.17344148,10.52777836,11.32417479,10.4815835,10.52122414,11.29629306,10.90762934,10.42217522,11.41950778,11.19373899,11.11877275
"202177_at",7.945199187,7.56232783,6.803349404,6.752997058,6.684734454,8.295183771,6.986612518,7.999740959,7.087194451,8.27115008,8.728015568,7.344487838,9.573947839,9.422807042,9.342134898,9.598006751,9.063726486,10.09292371,9.860056404,9.834951199,8.777959942,9.046065232,9.366402357,9.380447648
"202954_at",10.5911536,9.460006394,9.114223075,10.29996941,11.02828019,8.595556661,11.81558712,9.855468373,9.08578755,9.980671727,8.411897461,9.47750578,8.325447619,8.979249112,8.269721289,7.68758819,8.219840501,8.184106018,8.041605753,7.814701397,8.209371197,7.942526649,8.202673333,7.970151372
"211734_s_at",5.127880162,4.858333224,5.06152505,5.384084551,4.847531991,8.027869062,4.661504977,5.433505881,7.170828501,5.165556824,5.531090475,4.975920026,5.971530831,5.821855205,5.290254796,7.288093307,6.667892724,6.547400431,6.383542809,5.720647766,7.401248569,8.542488557,7.413958434,6.585364078
"211748_x_at",11.66807755,10.03230583,9.685428575,9.807425775,9.313512119,11.02899451,11.33068769,11.17653478,9.494195411,9.7436977,11.4837663,9.261911946,12.07115434,11.29613609,12.28888128,12.33820677,11.39166657,12.39309813,12.14017865,12.4613291,11.73340135,11.26127878,12.2108866,11.90080449
"218039_at",9.148986748,9.286024104,8.563451285,10.83231256,10.56302222,8.614680085,9.69252745,9.470055475,9.213931735,8.872809738,7.711014588,9.324884643,8.063833681,8.713280464,8.025378172,7.373536408,7.311784532,7.506714875,7.768391535,6.797565524,7.59591902,7.685058458,8.907838274,6.835058843
"214916_x_at",9.557906074,8.600797921,6.768025912,6.36289741,8.448774569,9.652515083,7.680815831,9.805052034,7.453931703,7.811159308,6.985382925,8.851254572,7.304797178,8.109615231,7.657731434,6.715276193,7.415210022,7.733867132,6.859342637,7.746156108,7.630452151,6.601879037,10.27864079,7.231725826
"219682_s_at",7.360779835,7.2622789,7.073231738,6.777038078,6.741395765,7.080460004,7.215185346,6.986488105,6.867089571,6.881206482,7.163368163,7.504975248,8.821662879,8.266630186,8.155176258,9.703504943,7.617080257,10.07683331,8.996716278,9.216625443,9.092330437,9.268346978,8.034251001,9.593089946
"219148_at",5.725403086,6.519649382,5.874335167,8.421174699,8.062681321,5.054796114,7.817030009,5.535226654,6.375159328,5.724117244,4.928347278,6.075885199,5.219546477,5.829227379,4.949723307,4.859400222,5.004133631,4.96302035,4.889773349,4.838550593,4.867914874,4.939111655,5.926802966,4.797904089
"204675_at",6.9383054,8.747328491,7.782865508,8.722755531,8.137676428,6.620388114,8.707703287,9.357435786,7.287798381,9.466060822,8.323715651,7.770193446,6.390272752,6.373189966,6.99167031,6.715276193,6.287162444,6.585133149,6.277300366,6.406455448,6.795345529,6.902283817,6.738707922,6.223766322
"44783_s_at",8.798493809,9.148614799,8.447039615,9.04706144,8.289987949,10.64756187,8.642738011,8.387450047,8.434603745,9.204202103,9.610771653,8.415147717,11.04972756,9.647984988,10.22416433,11.15056226,9.485726373,10.96204768,11.46670569,10.82598917,10.44828912,10.03001126,9.75791427,10.92006709
"220765_s_at",7.572461304,7.507359175,7.031769781,7.382608761,7.250615294,7.616993844,7.333173712,7.618135078,7.082878555,7.433896829,8.82972401,7.214797269,9.078715281,8.519579638,8.458904254,8.927607577,8.676028739,9.76512727,9.650652713,10.33580006,9.042853272,9.150441063,8.120514905,10.15130557
"206018_at",5.104297894,4.933749741,5.356516936,6.435341326,5.969094747,5.187083953,9.4493258,5.212413235,5.135716549,5.328016463,5.027425907,7.493908085,5.104094999,5.02399185,5.350229437,4.965139901,5.239585918,5.073750266,4.925944117,4.909196104,5.161558565,4.934538511,4.991024485,5.160577243
"209335_at",9.859920788,9.60780144,8.142622022,7.952904691,7.976447923,10.35152724,9.416057095,9.868285765,8.766248569,9.808023762,9.486479174,9.072876671,10.84424909,10.1320806,10.98082639,10.94561004,10.29751548,11.10599071,10.89250832,10.3968277,10.37711137,11.2489604,11.07693687,11.07068493
"218313_s_at",8.853084705,9.42133398,10.41382302,10.08690487,8.797756537,9.874138784,10.10329441,9.02833213,9.477666768,8.550661827,8.820375944,9.144977777,7.897682313,8.682628663,8.203656453,8.525269526,7.329369464,7.355488513,7.783447263,6.429023156,7.903361921,8.672877313,8.806971501,7.146378355
"205174_s_at",6.298496029,9.658067441,7.646873197,6.395447544,6.730294352,6.798024843,7.669825545,8.855819847,7.088788576,6.223620193,5.858906199,5.726186376,5.85430923,6.195517291,6.647324847,6.063011907,6.028730023,6.332422649,5.731974898,5.52379928,6.640788999,7.065750194,6.725884645,5.701229953
"208078_s_at",8.934562106,9.305520761,10.39737129,11.11567929,8.188654623,8.677916413,9.088035387,8.176397366,10.29927477,10.30982868,10.02123674,11.4253728,10.69987713,11.25162468,10.87534929,10.70426934,10.84890839,8.563941728,10.31282019,10.99343619,10.56974978,10.76711335,10.448155,10.51490543
"202669_s_at",6.617748231,7.930987399,8.110726721,7.948197571,6.904826436,7.44285407,7.151129823,8.550084931,7.426272697,8.03894659,8.803698475,7.677173604,9.599401671,9.250159426,8.25574633,7.52856473,8.611703697,8.642430313,9.604296363,10.14444637,9.054579845,9.501533588,7.318521611,9.709071967
"212382_at",6.896373557,8.251140903,7.221503107,7.385395458,6.553027199,8.280610939,6.942348726,8.366499018,7.688831385,8.36661311,7.669888011,7.172597499,10.19282028,9.203436119,8.4026174,7.848668912,8.383069644,7.209904492,9.613942328,9.277820329,8.527992833,9.684875575,8.208123629,9.097695792
"219630_at",8.160462671,10.73400588,9.902971598,9.540417536,7.081710911,9.422852435,7.773943537,10.41029777,9.402280741,9.948669647,9.513857267,11.41681884,8.542847395,10.12604693,8.348818198,9.092125145,8.727162727,9.215642754,8.991675302,9.24812108,8.715913034,8.514819623,8.433920674,8.845915114
"202551_s_at",8.082492863,7.752328221,8.185212795,8.221877164,6.740603905,8.735147755,7.489684062,7.361855943,8.375468079,7.791326313,7.493275183,8.862135898,9.980689705,8.820123737,9.137363986,9.797187998,9.126485449,9.508225124,9.736334835,9.951459691,9.470214304,10.13043498,9.214592512,9.530031046
"AFFX-HUMRGE/M10098_5_at",5.616647345,5.31685784,5.470743699,5.607536593,5.664068691,5.182957287,6.950830723,9.728772719,5.460699101,5.249584616,5.634480003,5.111209743,5.376473007,5.777919985,5.403669794,5.16826337,5.586675134,5.391232116,5.355118377,5.743306468,5.107722584,5.075154582,4.800234356,5.253957452
"220677_s_at",6.035039711,5.680011612,5.413573326,5.593551967,5.406182028,6.084255222,5.467910516,5.622975871,5.362363497,5.402874201,6.382887582,5.632641666,7.135359686,6.486065104,6.67815367,8.352976187,7.270816867,7.922052506,7.517464468,7.985550671,7.186981458,7.151343829,6.54005005,7.126610874
"201037_at",9.404884719,8.49941696,9.710672164,10.62005116,9.733694135,7.94091004,8.870742462,9.048439935,8.716212217,9.564489156,8.359656038,10.6037902,7.822590468,8.130602401,8.598235884,7.814727678,7.889963771,7.840426521,7.4699875,7.823512765,7.633491462,8.109145363,8.868724575,7.299453056
"205258_at",8.388907024,9.078238329,8.839978721,9.024886238,9.135000187,8.384115584,10.97450978,9.726870116,8.728016165,9.625089988,9.595021256,7.169223582,9.829155418,8.537791755,8.834641959,8.658327296,9.221820697,7.607172223,8.052159374,8.108884041,7.508219273,7.410940482,10.30172883,8.094341438
"208370_s_at",8.271194477,8.355322414,7.542304314,8.350855772,7.640293467,8.060761834,7.70347397,7.681355967,8.012492279,9.458898169,8.461617651,7.701857322,9.781082787,9.90465027,9.206922183,9.97167424,9.201530723,8.667951084,9.423607231,9.452700848,10.26143787,10.26862875,10.26133453,9.312169506
"209260_at",9.57821805,8.231748076,10.21166331,10.36859505,8.930691887,8.551462403,9.392940752,8.920362693,8.302485319,8.168288851,8.587614319,8.642139075,7.941788439,8.868422235,7.722370068,7.093063989,8.965980099,7.425726805,7.44457952,6.934530881,8.058310635,7.394511664,9.137642156,7.402647841
"209911_x_at",9.369550476,11.2072686,8.719339165,9.418628373,10.17957202,7.716133925,10.47714305,9.27202684,9.813119014,9.194212869,9.583065069,9.585012881,8.207750785,8.320625242,8.271889236,8.324991761,7.879582412,8.530208936,8.519302713,7.810106395,8.393557328,8.179228422,8.080958783,7.92813226
"208335_s_at",7.484166493,8.057003033,7.566643891,8.69810828,7.57557951,8.243871145,8.056832714,7.652836651,7.511667646,7.534299438,8.534268229,6.820023956,9.832138248,8.990920886,9.511310858,9.57664585,8.808752391,8.934117464,9.620876172,8.630535953,9.051346538,8.204657659,10.53639745,9.219231518
"208079_s_at",8.203478669,7.536824876,7.118154238,7.993906744,9.015459991,6.438945521,9.193420988,7.092443806,7.528243653,7.726462039,6.646005504,7.248008533,6.267748018,6.94246656,6.270302311,6.153968472,6.313571727,6.060725344,6.272381812,6.017796455,6.452039141,6.502057971,6.863791207,5.962809338
"206496_at",6.566700139,7.138912068,5.954655418,6.493639496,9.521598666,7.71387993,6.96292101,7.507649293,6.852367935,6.910012237,7.092467807,6.938622579,7.916120752,7.064336638,7.87790641,8.887577786,7.247215251,9.031161678,8.672530556,8.651592398,8.094996604,8.436958505,7.670041817,8.367727341
"210082_at",6.524440428,7.238574785,6.683570749,9.420349732,6.953155381,8.527390194,6.532409563,6.966377042,6.541706008,6.854119179,9.424226739,6.826732866,6.669916464,6.280756073,6.660970869,6.384130754,6.431883087,6.441377323,6.408808323,6.326603295,6.473239015,6.221502576,6.428572435,6.289563387
"211762_s_at",10.59008078,10.59188919,10.1456825,10.97579575,10.49969827,9.132949196,10.53261803,9.80282231,9.79954501,9.823137931,8.926967993,9.540453972,8.506553925,9.186528048,8.439621935,8.727481775,8.706558703,8.439498681,8.282708663,8.181985045,8.33895977,8.743209666,9.795590544,8.08007607
"214455_at",6.777323806,7.59571275,7.91330792,5.199386219,5.746887903,4.891096966,6.067125714,5.60749439,6.210429004,6.979141748,5.337569141,5.444041964,5.046543422,5.092577616,4.964542823,4.988197001,4.941165589,5.043908782,5.132742714,4.5918035,4.79533674,5.18276355,5.018972777,4.974123429
"206102_at",7.394565688,7.160146582,6.787272021,7.990046045,9.425098693,6.7442482,8.773325501,7.106778971,7.493770588,7.66836208,6.853476559,7.625403861,6.349517092,6.793973743,6.473370078,6.011920371,6.549291849,5.976486875,6.057608931,6.072699164,6.125548509,6.374275803,6.771078246,5.765957429
"204464_s_at",8.04903347,8.90981952,8.534680761,6.788190829,8.343699227,8.932057231,7.964133586,8.56536454,8.392499416,8.941201974,8.619217801,7.860095873,9.896993934,9.285534116,9.376221326,10.35527285,9.698894233,10.01319643,9.947227788,9.408168163,9.506964516,10.70633959,9.609269251,9.105845295
"202017_at",9.887112144,9.683332283,9.622591475,11.76818352,9.48351252,11.90091406,11.05051698,10.74112772,12.80699816,12.4469476,12.00325863,9.960721193,10.76337477,10.3701216,11.31978705,11.97503424,11.11556171,11.20366472,10.85340174,11.29644726,11.59097713,10.96948171,10.97855434,11.61721048
"202499_s_at",9.828094693,9.161170884,6.992998094,7.328178699,8.326567841,7.684217378,8.638349453,8.916654947,9.102715113,9.22991385,7.823577009,7.835750425,9.328820648,10.08564463,9.700743341,9.507811929,10.21136505,8.990996988,9.324369447,9.876627663,8.696168138,9.165018436,10.06604284,9.104775533
"212488_at",10.47366312,10.31819324,8.838748613,8.580274249,8.094391141,9.883040482,9.999991785,10.4047816,9.60580648,10.76340899,10.10157854,9.72128832,9.623389777,10.10552274,8.675276857,8.459155284,8.588371123,8.841357272,8.083978782,8.334010073,8.284527959,8.259422884,10.00683761,8.317052511
"205114_s_at",9.134519508,9.085080244,7.699975148,6.651758981,7.881337346,8.86695848,8.103121551,9.230111713,8.099759467,8.394231822,7.934808995,8.710714062,10.39360576,8.857053116,7.48303115,7.462103854,6.941405551,9.006851453,7.846212769,8.810569645,10.09545054,8.221281064,8.058639374,8.601407228
"218952_at",7.75365475,7.446093669,7.948860547,7.727978145,10.82707175,7.377196594,9.944988016,8.253500997,9.654696609,8.701928388,8.101596505,9.110432528,7.632293827,7.899668523,7.776057055,7.625313971,7.776598149,7.645224039,7.644252034,7.66042782,7.740716123,7.344511799,7.891949132,7.728996751
"212151_at",8.336995856,8.708811435,8.462168963,10.69819917,8.50845723,10.23790254,8.696422958,9.005394512,8.907521845,10.9469738,10.29690809,10.3567306,10.47514958,10.08570099,10.52080264,10.74008662,10.2692851,10.55629251,10.70714454,10.58996077,10.21789811,10.72238974,10.07011749,10.55737206
"202075_s_at",10.80291616,9.886694123,8.368637462,8.366160734,8.704437909,10.16598361,9.442822634,10.15578838,8.806410682,9.434110329,10.87354482,10.76424802,9.441316586,10.40916832,10.02848529,9.497984802,8.275202697,9.381161517,9.010905363,9.365410691,8.926580607,8.139472281,11.09630345,9.315311111
"205470_s_at",8.527250216,7.640061201,7.671680902,7.656882614,9.085916581,9.494935499,7.316625918,7.95790658,7.623902625,8.61162341,10.61685397,7.956558955,8.602112749,7.623111076,8.888195593,9.244595706,9.439865741,9.003949521,9.541970758,9.156522461,9.099914471,8.202973176,7.467785398,9.646037481
"204959_at",7.310152293,7.798989061,7.518519267,5.655322478,7.167600783,8.182416882,7.246832272,8.372871198,8.254278397,6.65034014,7.568202233,7.122794518,7.813517789,7.378858672,8.626429385,8.275661052,8.760054223,8.767991861,8.966454681,8.277743396,8.684388873,9.624370188,8.286550298,8.80533842
"217523_at",6.797908687,7.411216146,6.350938493,7.524440016,5.789505117,9.118280115,6.396795829,7.698537231,7.965653117,7.260324584,8.132874763,7.871280369,8.595821284,8.73068059,7.996190705,8.102505122,8.877028934,6.929757677,7.800778333,7.971687765,8.036444727,9.008460493,8.658641979,7.687611455
"219167_at",7.686727697,7.031044532,6.79935971,6.639756563,6.69261542,7.759272759,7.113502435,7.52587365,6.823639726,7.453032764,7.884490841,6.180766007,8.249341348,8.608427444,8.343923115,8.484757121,8.278962393,9.426831669,8.708846012,9.159307165,7.978426007,8.706834496,7.955020208,8.633284633
"213998_s_at",6.809721104,8.34718848,8.189029518,7.90985694,7.563840915,7.258016033,8.643647767,8.759201945,7.819676949,8.225811758,8.924378264,7.335816065,8.872600636,9.373790654,8.036136359,6.692107816,9.785253335,7.213198121,8.397705301,9.242450615,8.474595953,8.772470718,6.588832084,8.601861874
"220037_s_at",5.65189375,5.231942946,5.794877847,5.791948881,4.874686199,5.2312303,5.172786938,5.214141494,5.399492949,5.063273825,5.256886691,5.784224568,6.896562921,6.219419551,6.786180926,6.892795419,5.953647332,6.843557695,7.256934466,5.717786105,5.993071642,7.07631251,8.109942717,7.013533299
"209210_s_at",10.13495773,9.47860029,8.914057797,9.598324091,10.06053898,9.530987327,9.111150437,9.52770616,9.340709053,9.810697416,9.449063014,8.379236517,11.09985045,10.68251936,9.985592357,11.17362415,10.66489018,10.71255409,11.27477903,11.06276156,10.56950984,11.42963835,10.92518434,11.11920095
"218541_s_at",8.908393316,9.249314541,6.189398079,8.41994719,8.000964163,8.808787456,7.637946961,8.80095042,10.60586364,8.930242871,8.038218463,8.484920276,9.242059219,9.661964902,8.209784921,8.188958682,9.207438925,8.079840535,9.209827688,8.829490646,9.556786456,9.536215653,9.020747503,8.893824806
"209683_at",6.151045039,6.200200247,6.143401044,5.430739543,5.596546984,7.455663333,6.393380458,6.608570501,7.357299193,5.818194474,6.315729507,5.703641147,7.970843976,7.52156072,7.547091762,7.76182917,7.639223946,7.267366963,7.501340437,7.020423146,7.592410565,7.963704711,8.04529933,7.796647379
"210033_s_at",6.601416068,7.42915034,6.379522568,7.545383835,6.264188882,7.066795609,6.29403453,6.151093928,6.263428617,6.591857071,7.356202922,6.738617276,6.927244498,6.22436708,8.759089653,8.881927705,7.439467684,6.691194474,8.183434094,8.13998617,7.439767859,8.133570322,6.977788074,8.505459848
"219719_at",8.052943262,7.743871586,7.966720569,8.184789834,7.851053881,8.056290478,7.718691143,8.126062979,7.710346074,7.704241924,8.355676244,7.049525492,9.919929097,9.412202558,9.05187539,9.419498814,9.038445317,9.683134515,9.630555268,9.763541966,9.367232953,9.196928031,9.212975364,9.491444048
"204059_s_at",8.179597383,8.37531827,7.492220462,11.40962101,8.186264171,8.382422786,9.59601756,8.627604629,8.523077024,9.525034633,8.448940092,8.66147124,8.457138184,8.150871922,8.368930509,7.511076434,7.622120411,8.107210653,8.386588743,7.737817709,8.793229095,8.485909102,9.314585451,7.593002141
"207836_s_at",6.856141825,8.447976421,6.939385018,7.429831014,5.966926376,8.504950013,7.034111673,8.094535472,8.62624553,7.455259653,7.803547182,5.897160347,8.123434769,8.524067291,8.700642373,8.414131784,7.89674188,8.727398086,8.271942835,8.228158251,8.385838999,8.473434756,8.810335428,8.325853023
"202908_at",8.538438112,8.371284741,8.844661304,8.797601241,8.041415662,8.731705235,8.741634338,8.606580292,8.182809595,9.008840998,9.289487835,8.578256488,10.09777448,9.544536854,9.845158882,10.45361581,10.11636883,10.66132871,10.38877189,10.7100619,9.558654404,9.701877993,9.506409281,10.39236555
"215949_x_at",7.962382632,7.22147403,6.501141517,6.635779547,7.217859638,7.997966031,7.060334682,9.006418914,6.959103988,7.276485617,6.861875964,8.848208563,6.499747808,7.464034581,6.670870025,6.436240278,6.400252046,6.955153337,6.450986355,7.117034235,6.708175115,6.208315183,9.117950382,7.098169515
"202431_s_at",10.45427383,8.079278671,10.0424911,10.13850855,8.221543839,8.39341252,9.990410065,9.208475929,10.2736118,9.162129391,9.377577805,9.329516629,10.06379808,10.07451659,9.732073818,9.742968403,9.97681137,7.896729055,7.79392653,8.628417568,8.597364709,8.763676099,9.970324125,8.79803959
"210511_s_at",8.762126032,9.039200478,8.263879403,7.144769213,7.630302107,8.633095483,8.199529619,9.139153692,8.661369034,9.613474306,8.384759142,8.990885166,8.640308604,7.058217579,7.111083789,8.690981161,9.805433692,9.053595755,8.620415021,8.514905886,9.104628258,8.60798006,6.518195256,8.411503017
"204802_at",6.475683675,6.912663752,7.942414988,6.961903936,6.32505332,6.140354197,6.299583961,7.793386069,5.95023157,6.913599542,8.019576222,6.399998827,8.095020579,8.539232676,7.502033537,7.042157952,9.262819092,7.118005823,7.689930072,7.747807474,7.103481907,6.816378061,7.765300177,7.69997758
"217628_at",6.349572396,6.200957121,6.910415697,6.232959161,6.34378872,6.335612754,6.809168993,5.780797893,6.346162366,6.366208397,6.639546834,6.255017512,7.145267287,7.144550704,7.59623485,9.025538645,7.361200464,7.978915963,7.906305364,7.612254928,7.098293243,7.88059478,8.102700031,7.931836524
