"sender","B_cells","Cardiomyocytes","Endothelial","Fibroblasts","Fibroblasts_activated","Granulocytes","Macrophages","Pericytes","T_cells"
"B_cells",8.1865200914399,5.68685949249581,13.6288613808368,17.1325559116266,7.69325671786285,36.5208968443136,16.382356938363,11.0104197921276,13.4350143110887
"Cardiomyocytes",7.23202536336271,2.68293474176897,6.03887150290772,6.86265630099401,5.29195209217836,37.5932776620115,10.4145781007551,5.93688704086242,11.0380175489956
"Endothelial",15.7160203088198,8.30061445169412,18.478213339059,15.426071512062,13.0942117523547,129.988210250413,31.7846543999026,14.693889306446,27.7153388311114
"Fibroblasts",22.4193921959679,26.0456131815253,57.2010562703623,57.4889572072853,62.6173275339006,284.532315423194,81.1563469581403,35.2201105419388,53.4943048754393
"Fibroblasts_activated",13.3873685366591,3.13551448608211,6.77157299330917,17.4480132953774,10.415947571868,78.552856480067,36.0683815075779,9.83999345591048,16.5975368326565
"Granulocytes",17.5924890847451,21.5643047343,46.4614028795922,152.670000953944,53.8250717847544,399.413438013423,74.7987149126313,72.6902903046457,45.1292590057927
"Macrophages",18.3073195459333,13.9668193301743,29.6179191536202,108.683406256594,44.1509307510859,293.899789238125,119.365615929298,50.0363043455197,77.0536911639495
"Pericytes",13.9013308026022,11.1317801707442,24.6519417665684,23.5972635500239,24.7257059807721,118.9124540088,32.1480644507774,16.9331131260726,27.9213640706014
"T_cells",8.76856753644953,7.79320295763031,18.8720662580449,17.0861591649372,10.6669582115203,47.3413933384479,58.9981171423055,12.2562800267226,114.636214500794
