"gene","kME"
"TXNL4B",0.443992117931891
"ZNF131",0.443886094882014
"FAM20C",0.442836143657596
"EIF4A3",0.442208125064175
"EGR1",0.439968880236038
"CIAPIN1",0.439822803338952
"KYAT3",0.438343214499806
"TOP1",0.438069329900602
"TMEM138",0.435591177670196
"ALDH1L2",0.434587011922887
"MPDU1",0.433926475954273
"LONP1",0.433540686124707
"CXorf38",0.433365556911837
"FHL1",0.432772138157882
"THOC1",0.431622540708273
"YIF1A",0.431361264141026
"CREB3L2",0.430986743592542
"PAK2",0.430827994213444
"POLR1H",0.429872129042518
"PDGFRA",0.429129202372676
"PI4K2B",0.428472347131531
"HEYL",0.426097509976909
"SCML1",0.42401014512193
"CACHD1",0.423532912889351
"RAB24",0.42334267304321
"ALCAM",0.422741881571574
"SRPX2",0.422637583302988
"CCNJL",0.422624257983977
"RARRES2",0.419428924454299
"ANXA2P1",0.418995597468477
"SGTB",0.41807953261486
"TMED3",0.41795983542289
"BMPR1A",0.414314550641747
"PCNX4",0.412849837771401
"SNRPA1",0.412728242039316
"TSPYL5",0.412167197883595
"VEGFC",0.410340930850356
"RGS1",0.410168357237193
"MAP4K4",0.409527464699484
"ACTA1",0.409070817019134
"HIVEP1",0.407930837924004
"DNAJB9",0.405408423957628
"RFC2",0.405300170324064
"LTV1",0.402520482895446
"CD200",0.402185603287858
"HLA-DRB1",0.39916471530534
"PDE1A",0.398879745083145
"PRPF4",0.39670563761341
"ENPP2",0.396101167100618
"TASP1",0.395923545097146
"MCU",0.395351676319903
"OFD1",0.395098803941068
"SLCO4A1",0.394273245922156
"LPCAT3",0.393545343681579
"SLC16A6",0.393265260257125
"CCDC32",0.391964920889284
"PTTG1IP",0.387023721932083
"SNORD52",0.385824081778491
"RETN",0.384551453875883
"HSPBAP1",0.384195706522911
"PAPSS2",0.380424856013187
"USB1",0.380382629921126
"PIK3R3",0.379414766089409
"SNRPD1",0.379179170091531
"HARS1",0.376981984265571
"ERG",0.373527818751254
"ARHGAP26",0.373473223177435
"MRPL32",0.37034032221684
"TUBA1B",0.369393830716483
"UCHL1",0.364527690827248
"ALDH3A2",0.363690816114878
"H1-0",0.360466263141724
"VAMP5",0.359482028410136
"TIPIN",0.354850778933671
"CCDC107",0.354551961703923
"VIPR2",0.354468889480861
"IPPK",0.354409338828981
"SBDS",0.352995333126019
"TSHZ2",0.348147057740609
"PIAS3",0.345799315967081
"MTFP1",0.344240044233644
"TPM3",0.344035940192091
"H6PD",0.343063698044361
"TPM1-AS",0.340249539421303
"NLGN4X",0.340196362084617
"FGD4",0.340177127548094
"SNORD45C",0.339311406577065
"ST3GAL4",0.337946370483181
"KRTAP10-12",0.333353913807277
"KLHL15",0.328491601726022
"RBM18",0.328361293519174
"CRY1",0.326639604957532
"FAT4",0.32500288826504
"EDN1",0.324913345008326
"DCPS",0.324544940696135
"LLPH",0.323961055475299
"ARID5B",0.323849832663017
"RPUSD4",0.322441413029412
"CD151",0.322075500638301
"SNORD26",0.321322353458319
"CAPN1",0.319133147149598
"DOCK5",0.319082673190218
"POLR1E",0.31861087505697
"GCAT",0.317800997931786
"ABHD4",0.316151140919995
"PORCN",0.315154004296711
"RPL23AP53",0.31068339371722
"AP1M1",0.301532588040746
"CGRRF1",0.300774460455053
"GJA5",0.300024914956411
"TPST1",0.29424556046318
"MTHFD1L",0.292920369004564
"PTPN14",0.292411761299128
"ATF6B",0.283774980406122
"CCDC6",0.282255490690542
"SLC16A12",0.274482453366188
"NEK7",0.266671814874113
"USP11",0.260471125576483
"SNORD62A",0.252788034761776
"TMEM170A",0.250772767821857
"SLC1A4",0.243057229490073
"NCAM1",0.241514229001548
"XPR1",0.236847194078628
"LYPLA2",0.217616545757739
"TEC",0.200956377152971
"TUBB",0.193116492768936
"CTNND2",0.192180523949237
"SCD",-0.187360014870895
"MXRA8",-0.19285142035324
"SLC40A1",-0.206130264069682
"STK35",-0.210626074280116
"TRIB2",-0.212497280320158
"FBXO25",-0.21485837643401
"TGFBR3",-0.220146378864776
"DPYSL2",-0.226847002144452
"PEBP4",-0.263816739471721
"RAP1GAP2",-0.276114101140955
"DCLK1",-0.27682321784691
"ZBTB47",-0.284082820774527
"DEPTOR",-0.298313244043146
"SNUPN",-0.304420875333786
"HSD17B11",-0.311077180858848
"ADGRL3",-0.312270851681127
"ABCA10",-0.314105134493701
"GLDN",-0.318583226267636
"MIR339",-0.318679390820901
"COG2",-0.321589126244656
"OSER1",-0.32187152091732
"TNFRSF19",-0.328450639962645
"ADH1A",-0.332291784074513
"CACYBP",-0.333215706269717
"FHIT",-0.333363727654476
"DDAH2",-0.33466889324572
"IDH1",-0.338594800465955
"FYB2",-0.339219941033115
"ZDHHC11",-0.340056899267539
"XIRP2",-0.344172034000088
"PMS2",-0.345355641519383
"FIBIN",-0.346244227652692
"SMIM19",-0.346264234510619
"PPM1L",-0.347124854289734
"TBCK",-0.347641494406549
"ZNF366",-0.352206321805358
"MCM8",-0.354265863726319
"HACD1",-0.357102761594312
"ATOSA",-0.36050555775219
"HADHB",-0.364491713978771
"MIR570HG",-0.364823924294719
"SMPD4",-0.370533824723266
"PLEKHA5",-0.370541084593025
"MEGF9",-0.370713160310331
"DHX35",-0.370714718544947
"PLXNA4",-0.37137910075527
"ECHDC3",-0.373177088065762
"TFRC",-0.37392105475743
"SENP7",-0.374630332050089
"GLOD4",-0.378055951611247
"PRELP",-0.378803516772183
"EML1",-0.379402310670548
"ARHGAP12",-0.379491493591738
"FMO5",-0.381881089639248
"CXADR",-0.383920825205814
"KRABD4",-0.386353972068469
"NFXL1",-0.387696595315298
"POLR3B",-0.387736676199911
"ABCA6",-0.389858210445639
"ECM2",-0.392099173169412
"PEX11A",-0.39356097390671
