"gene","kME"
"ARL17B",-0.394497880439231
"GFRA1",-0.394627556255499
"SMIM14",-0.395374569407718
"CORIN",-0.397993807277987
"EYA4",-0.398147484785398
"SIPA1L2",-0.399615817703828
"SPR",-0.401442197691249
"DAAM1",-0.40145777294443
"PLGRKT",-0.403885385660065
"TST",-0.404372947841884
"HLA-DMA",-0.404534744621788
"RHOBTB1",-0.40459129388276
"ZNF763",-0.4048867354677
"TYMS",-0.407630896455223
"RASA4CP",-0.411630892172363
"NPC2",-0.412780373017386
"HERC6",-0.414283146346985
"PNMA6A",-0.416074136840501
"ACOX1",-0.416782020212171
"ABCA8",-0.416991418378589
"OLFML1",-0.418511102639055
"MOCS2",-0.419329248705886
"DENND2B",-0.419338541079685
"TPSAB1",-0.420545048058583
"XPO4",-0.420604272681065
"UCKL1",-0.421514445730942
"FAM162B",-0.422156114296547
"TBX3",-0.422253859847635
"FAM200B",-0.422922632448568
"TOB2",-0.42324069799862
"TMEM254",-0.424621092587353
"C19orf33",-0.424672391174698
"MAN2A2",-0.424795950220843
"MEF2C",-0.428136853587843
"ABCC9",-0.428239039689534
"NR3C2",-0.429992253839084
"LINC00328",-0.430127485567219
"CCDC68",-0.430240769700622
"DDX17",-0.430571854311746
"ADCK2",-0.431579873410897
"DSC1",-0.431783350916127
"VCL",-0.431964210585518
"MEG3",-0.432453590948261
"SCPEP1",-0.433164949300041
"CPTP",-0.433958895935814
"DDR2",-0.434259621843502
"CADPS2",-0.435644994834436
"LOC100133920",-0.437743882210939
"NMT2",-0.438017633938347
"CXXC5",-0.438951565412982
"NINJ1",-0.439617043574004
"PTPN20",-0.440538646301816
"EMP2",-0.441360004453123
"MFSD6",-0.441515985040645
"CETN2",-0.441770980627456
"ZNF608",-0.442152581416582
"TEFM",-0.442876007307351
"GPR17",-0.442939738668518
"ST8SIA5",-0.444369581137565
"ZNF714",-0.444469519012239
"HERC2P3",-0.444906597805159
"LMO3",-0.446892917661933
"CSGALNACT1",-0.44797286707511
"HOGA1",-0.448580586054925
"GUCY1B1",-0.449404879603736
"TRMT61B",-0.449651516812702
"DHRS3",-0.450718767170277
"CAB39L",-0.451526239052091
"CLDN12",-0.451639531504503
"CYSLTR2",-0.452717234374323
"DNAAF9",-0.453960643503124
"MGME1",-0.454119960645669
"DSG2",-0.454341888852504
"FAM219B",-0.455571510943777
"HERC2P2",-0.456046326306558
"ROGDI",-0.456182653006295
"HERC2P9",-0.457370082950785
"ZNF33B",-0.45782242442866
"ADH1B",-0.457934973108614
"IPP",-0.458108881033673
"CTDSPL",-0.458684958981925
"ZNF675",-0.458847170383177
"FRY",-0.458851695488206
"LINC02210-CRHR1",-0.458861697598004
"MANBA",-0.458924062008003
"SLC38A1",-0.459595430164318
"CPM",-0.459766261508791
"ZNF292",-0.460536908544343
"ADIRF",-0.461516665356834
"CETN3",-0.464055721930077
"LIMD1",-0.466536681184756
"LRRC37A",-0.467275026921181
"SLC12A6",-0.469274914854788
"APC",-0.471167895147363
"LMO7",-0.47142524692253
"ADIPOQ",-0.473489709955105
"RNF144B",-0.474239971634862
"HEG1",-0.474825413639311
"KCNIP2",-0.475551103275854
"PRXL2A",-0.476083749694019
"DAAM2",-0.476347551051464
"SORBS2",-0.477307980157924
"LEO1",-0.477442320614353
"CIART",-0.477482107251512
"GAB3",-0.47751723167437
"ZNF814",-0.481910955688099
"ZNF552",-0.482038996747853
"LIMS2",-0.482404079124804
"VWF",-0.484023496966172
"HLA-DMB",-0.485139139903638
"SMIM5",-0.485377705278993
"TMEM106C",-0.486191347603365
"PLAG1",-0.48673573895237
"SYT7",-0.48708542767036
"MIR214",-0.488056247823255
"H1-4",-0.489090426702004
"MFAP5",-0.489321652332786
"SLC16A10",-0.489430765323656
"PDE3B",-0.489533031381226
"KCNJ2",-0.489759010291519
"NEXN",-0.491321385234144
"JAK2",-0.492678172161302
"B3GALNT1",-0.492819231573034
"ZNF724",-0.495176854850949
"ANG",-0.495239918584851
"DPY19L2P2",-0.496254469428177
"MAPRE2",-0.496345851112416
"ENAM",-0.496414607924098
"TPPP",-0.497462682243509
"MLLT3",-0.500181314573033
"LZIC",-0.500554547514373
"GRB2",-0.501732105021727
"LETMD1",-0.502378407986771
"ZMAT1",-0.502776482654544
"DNAJC5G",-0.502969494703362
"MEOX2",-0.504342531876961
"TTC3",-0.505354993278963
"DPP4",-0.505371725487114
"CPVL",-0.506609654534203
"PPP1R1A",-0.506918647565066
"SPATA31G1",-0.507130993643152
"FCGBP",-0.508337334173456
"PYROXD2",-0.509890893939238
"CRLF3",-0.51032508988216
"ZNF283",-0.511629538517004
"ATP8A1",-0.511757099469167
"RBP4",-0.51406373024272
"CLYBL",-0.514183582777912
"ARL14EP",-0.515320316811344
"RALGPS2",-0.515644969480535
"VEGFD",-0.515740469472085
"MTARC2",-0.51581044457806
"CKAP2",-0.516368727575998
"RUNDC3B",-0.516665297015144
"PDCD4",-0.517159640388119
"MTHFD1",-0.517964954118948
"PLCD3",-0.519216854833981
"GATM",-0.522387429595758
"C1orf56",-0.523379591140327
"PLEKHA2",-0.524713688328699
"GLT8D2",-0.525080221952712
"GNAI1",-0.5259291357268
"GEN1",-0.527021095737773
"DICER1-AS1",-0.527480750352972
"MTRES1",-0.528346376320843
"POT1",-0.528685233144916
"DMAC2",-0.529440322614589
"OSBPL11",-0.529548629971671
"HYCC2",-0.530419908999111
"MTND2P28",-0.531341204546577
"USP46",-0.533091479527928
"LGALS3",-0.534336630506321
"MPHOSPH9",-0.534815223148071
"FGFR1",-0.535198568387869
"JAM2",-0.535217881247019
"KIF3A",-0.536523563067298
"CYBRD1",-0.537733293856288
"ZNF43",-0.538409336889225
"LOC401261",-0.539470222262622
"OLFML2A",-0.539470589786436
"ZNF252P",-0.539520206229789
"GALT",-0.54025355278957
"ZFP62",-0.541716615777427
"XPNPEP3",-0.542498804814908
"THNSL2",-0.542660352269741
"ZNF382",-0.543622917163164
"FAM220A",-0.545483800027592
"RAB30",-0.54789706129144
"TACC1",-0.550453159981009
"ACE2",-0.551176689068972
"PATJ",-0.551596780907575
"ZNF493",-0.552485988819444
"RAD17",-0.552984986033096
"HSPB3",-0.553305938280753
"MLPH",-0.553535921549969
"EFHC2",-0.554773445651125
"LRRC37A2",-0.556299308277793
"NSDHL",-0.556474845136507
"TBC1D8",-0.556908185200019
"CIMAP3",-0.55759466136922
"LNX1",-0.557773253813071
"RXRA",-0.558166982749181
"DUSP10",-0.559290660695678
"DHTKD1",-0.559843360569794
"GALNT16",-0.559892584285467
"AQP7P1",-0.560648803528101
"DAG1",-0.562040338359797
"ADGRL1",-0.562780882372344
"RUNX1T1",-0.563426631658713
"SPINK9",-0.564994055735813
"NEGR1",-0.565402937568096
"ADH1C",-0.566522015149474
"TMEM65",-0.567344166831689
"MARCHF8",-0.567647687340561
"B4GAT1",-0.568602831712034
"RASA4",-0.569468171017498
"GRB14",-0.570643157048876
"IRAK1BP1",-0.571073042680533
"KLHDC1",-0.571123759528949
"ARHGAP10",-0.571721868462822
"UBN1",-0.572670638787683
"DISP1",-0.573036692278275
"ENTPD6",-0.574922783768598
"MADD",-0.576062037496393
"PRKG1",-0.576407587009593
"ABHD18",-0.577813773858746
"PLA2G4C",-0.577830008662315
"RPS6KA5",-0.578812485520781
"ZNF704",-0.579705048498198
"LINC02880",-0.580074752165144
"DNAJC28",-0.580563730128691
"HEMK2",-0.58082970892909
"LPAR3",-0.581519790087543
"CTSH",-0.582350330968634
"MAPT",-0.582802416485191
"ABCA9",-0.582919609960449
"CTCF",-0.58379490869375
"DPY19L2",-0.58501993592101
"HSDL1",-0.58539004716885
"WBP4",-0.585771681782088
"RGS5",-0.586486037109436
"ZC3H6",-0.587299721092831
"CCDC146",-0.587669946061712
"CCDC93",-0.587931795625888
"CCDC28A",-0.588616095243232
"PFN2",-0.588794608252522
"PER3",-0.590551444338537
"GRK3",-0.592722873926085
"ATXN1",-0.592930595586779
"MFSD1",-0.593066951994556
"FRMD3",-0.593558195301568
"ABCB1",-0.593570398242561
"MCM4",-0.594111162032471
"LRRN3",-0.594941180494417
"ATAD2",-0.595209587443893
"CHST9",-0.596316066187823
"HEATR5B",-0.597005764194422
"IRF2BP2",-0.598062550283142
"CEP192",-0.598678998254204
"GALNT11",-0.598730544959176
"THRB",-0.599781177090815
"PLEKHF1",-0.600705513419625
"DCLK2",-0.600798875364405
"RNF103",-0.600902114194669
"TRUB1",-0.601441420034657
"SPATA6",-0.602672985219521
"NMNAT1",-0.60502865602653
"ANKRD26",-0.605161412267451
"ANKS1A",-0.605690579783935
"LEAP2",-0.605999367407006
"RNF146",-0.607586567203043
"PACRG",-0.607712333199092
"NUDT12",-0.608066936540296
"ZNF680",-0.608344312220775
"RNF170",-0.610265326194104
"TEAD1",-0.61157508484177
"PMP22",-0.611584016478461
"AAAS",-0.612156236319285
"ARMCX1",-0.61550997206743
"RBFOX2",-0.61667708079132
"AQP7P3",-0.618492280176403
"ARK2C",-0.619825969309622
"NFIA",-0.621267106136532
"PLEKHA6",-0.622480128137922
"ACSM3",-0.623991699584562
"SPTAN1",-0.624389302275286
"ZNF254",-0.624895810063632
"CNNM4",-0.625266719376886
"FMO2",-0.625882487034285
"PCDH7",-0.626623396649271
"ING4",-0.62742503689011
"PAQR9",-0.627468625998617
"SLMAP",-0.627818988713765
"FABP5",-0.628439836265804
"ACKR4",-0.628764730076371
"PLPP7",-0.629948182154892
"RGS6",-0.630397636509599
"EBF2",-0.630729678352121
"CLCN3",-0.630879251926843
"FGF18",-0.631008605222542
"KCNJ8",-0.632698887314151
"FAM13C",-0.633546993417314
"PABIR1",-0.63389545663733
"DEFB109B",-0.634433575647768
"ZNF438",-0.634564604376942
"RCBTB2",-0.63499928174974
"C2CD5",-0.63560838972872
"MGST2",-0.635723830148699
"MAPKAPK3",-0.63603303616944
"HAND2-AS1",-0.637973854521036
"DLEU1",-0.638738593682176
"BHLHE41",-0.639303114849449
"KLHL24",-0.640041200591291
"AIF1L",-0.640117343187385
"BLM",-0.640783287751469
"HIBCH",-0.641782960539188
"CRBN",-0.642996350072265
"NCALD",-0.643389306675707
"F10",-0.643579845194539
"GPR52",-0.643687167733049
"PXMP4",-0.643755470366658
"LIPT2-AS1",-0.644179029706579
"IQSEC1",-0.644701038291576
"FBXO42",-0.644838439930851
"UBE4B",-0.645822923748299
"FZD7",-0.64599108496906
"MYL9",-0.646172178050297
"DPY19L4",-0.646388170263721
"YPEL2",-0.646749810837424
"NUDT13",-0.648024863096268
"PLD6",-0.648082210490148
"AQP4",-0.648702508784531
"FAM180A",-0.650046202263275
"RNF208",-0.650371705219193
"SYTL3",-0.651560661223575
"TRAK2",-0.652009248635277
"B3GLCT",-0.652114662813502
"NDRG4",-0.652350140457264
"MARK3",-0.652564968684328
"RAVER2",-0.652879886222352
"KLHDC3",-0.653101330444365
"LPIN1",-0.653294090177021
"PCMTD1",-0.65383922890552
"ERMP1",-0.655244493229353
"KLF13",-0.655263642218537
"ZNF622",-0.656066678973954
"HLA-F-AS1",-0.658553421674894
"HSDL2",-0.658788740458468
"NCEH1",-0.659013768742038
"CLGN",-0.659781571635389
"BCL11A",-0.660898754194834
"SNORD82",-0.661064234906465
"SLC25A34",-0.661673775580947
"FGF12",-0.662064248059687
"ABLIM1",-0.66456559002243
"NXPE3",-0.666431853835357
"ZFPM2",-0.667517175782212
"KANK1",-0.667843025455663
"LINC00472",-0.672381807906597
"CYP4V2",-0.674540419445196
"SPATS2L",-0.674718165977597
"ZNF253",-0.674828861565911
"ZNF790",-0.675432243456153
"EBF3",-0.676636677464415
"COG4",-0.677639077895518
"UNC45B",-0.678095433723906
"TUBE1",-0.678721618266216
"SYNPO2L",-0.678733596017549
"PARP2",-0.679350324905698
"MTND1P23",-0.679998257931047
"RARB",-0.680489291101771
"NDUFA5",-0.682405061817682
"SH3RF2",-0.683852419079098
"NFIX",-0.684113626207146
"CAPS2",-0.684588369279402
"ZNF431",-0.684661631829526
"CPEB3",-0.685250336356954
"F8",-0.685562149763472
"DDO",-0.686636297968573
"MIR30C2",-0.687840334587972
"IMPA2",-0.688222739269591
"TMEM47",-0.688513087588255
"ACSL1",-0.689142000032846
"UPRT",-0.689379914333148
"TMEM14A",-0.689812741964723
"ATP1B2",-0.691059532636192
"KIAA1217",-0.691147301046764
"CUL4A",-0.691465760847524
"FRK",-0.69313365771912
"LGR4",-0.693264372457378
"MTERF2",-0.694829854942067
"SELENOP",-0.697119928618443
"STRADB",-0.697702185486293
"RBM4B",-0.698385514008083
"HAND2",-0.698844323571857
"PTER",-0.700920239730201
"DBT",-0.70125838751517
"FPGT-TNNI3K",-0.702784915772887
"CHN2",-0.70306946858574
"PTGR2",-0.703985114605859
"KAT6B",-0.704258353273914
"AGK",-0.704258669899675
"PPARGC1B",-0.705721088038256
"G0S2",-0.709294637557978
"REEP1",-0.70969877998948
"PTPRK",-0.709748796426146
"FAM13A",-0.710055652410706
"SH3D19",-0.712748323833455
"CA14",-0.714274095139959
"LPCAT4",-0.715172632688084
"CFAP20",-0.715818977456125
"MMP15",-0.71672467789684
"AQP7",-0.718353623206066
"CAVIN4",-0.718527761820736
"FAM78A",-0.718584136174514
"PKP2",-0.718641599500055
"TNRC6B",-0.718925625746451
"MEGF8",-0.719773511858026
"MPPED2",-0.721769202257279
"CAV3",-0.722351149250433
"EEF2K",-0.7226124923026
"LIN9",-0.724001488584149
"PTPN4",-0.724079438114809
"CELF2",-0.724747795375952
"RORB",-0.72488248478622
"GHR",-0.726716913304925
"CAT",-0.727588123187901
"PBX1",-0.729498147121301
"GPD1L",-0.729581835235456
"MTARC1",-0.731122975675006
"WLS",-0.731941407392068
"NFYC",-0.732521177146832
"SCAPER",-0.732834752688018
"LRRC10",-0.733052829606441
"MTSS1",-0.733172092766245
"PIK3R1",-0.734750585357911
"MAMDC2",-0.734791799567181
"SFRP1",-0.735253152913821
"EPHX1",-0.735313967922063
"ADCY5",-0.736426769348489
"LIFR",-0.737271627062995
"CACNB2",-0.737729964993539
"FNIP1",-0.738980083245349
"NR1D2",-0.740151178733168
"SESN1",-0.740240956219236
"NHLRC2",-0.742423384263092
"MLYCD",-0.742793114170763
"ANOS1",-0.743100124789358
"SLC29A2",-0.743196256024098
"LRRC14B",-0.743340262593304
"GPR34",-0.74336448756323
"THRA",-0.747534351396975
"LY75-CD302",-0.748937323581476
"PDP1",-0.749189825859799
"ASB2",-0.749276642662134
"SLC2A12",-0.752998593415824
"HEY2",-0.75380579144083
"ZNF181",-0.754387256264386
"PLCXD3",-0.757805892292956
"DHRS7C",-0.75875054252514
"ISOC1",-0.759158255631403
"NEK10",-0.75924337692294
"CERS6",-0.76059066381658
"IL1RAPL1",-0.76459726967823
"HEXIM1",-0.765195622598121
"NEO1",-0.76622973806198
"BCO2",-0.766347472015706
"PRICKLE1",-0.766848848378383
"JARID2",-0.76694192333281
"BTNL9",-0.767461415086525
"HECW2",-0.768919807732137
"KLF12",-0.769027556038532
"VIT",-0.769050377964709
"GPRC5B",-0.772793339269121
"ERI2",-0.772831660897999
"PPM1K",-0.776012734738101
"ZNF682",-0.780178442823839
"TMEM144",-0.780591476745646
"SUN1",-0.781943488853303
"GM2A",-0.783391090119889
"UACA",-0.78440189025927
"AGL",-0.784458099793288
"VSNL1",-0.785057572161167
"EYS",-0.78600236184967
"PPP2R3A",-0.787172945403177
"ARMH4",-0.787820830876783
"PPP1R1C",-0.787932273148819
"ASB14",-0.788334125853724
"KY",-0.789569187395297
"CLASP1",-0.789572414067905
"CLASP2",-0.790693451178339
"GAS2",-0.791148868567967
"RPS10-NUDT3",-0.792607700960704
"RASSF4",-0.796656718881731
"CDCA7L",-0.798948733450804
"C10orf71",-0.799276893150053
"FAM217B",-0.799953883581139
"IFIT1",-0.800043498833087
"MITF",-0.801260653079092
"RABGAP1L",-0.802080487717591
"GMPR",-0.805658026631535
"GPAM",-0.806989465005995
"SGPP2",-0.80723403303045
"ACACB",-0.807331774095786
"PXMP2",-0.809302605963395
"RPRD2",-0.811413864231546
"HIF3A",-0.812590441626978
"TTYH2",-0.812786248168221
"SYNE1",-0.813664827680507
"ANO5",-0.815657093208834
"TLN2",-0.817319180765418
"FAXDC2",-0.817616800961565
"CMBL",-0.817684560240118
"SPIN1",-0.817730905180208
"PPIP5K2",-0.819650239343214
"LINC01128",-0.820755964020048
"PDE1C",-0.822328990001993
"USP2",-0.823107807157173
"P2RY14",-0.82327872940975
"AKAP9",-0.827495870769753
"TENT5C",-0.828014690644625
"SLC29A1",-0.831439493910521
"TSC1",-0.831568953931278
"CYB5D1",-0.832015815440344
"RMND5A",-0.835520448716218
"KLHL31",-0.836246573828553
"AKAP1",-0.841647237121571
"NDRG3",-0.841743411332703
"PPARA",-0.846212519928051
"PTPN3",-0.846851976344397
"CD36",-0.851286221015598
"EYA1",-0.853661809149466
"SPHKAP",-0.854339720058287
"GUCY1A1",-0.856540718223209
"TNRC6A",-0.857774196093013
"MLF1",-0.858563989613175
"CDKL5",-0.860642613247874
"PDE7A",-0.861635443429697
"PPP1R13B",-0.864144245385134
"PANK1",-0.866336051761436
"RRAGD",-0.866606235592637
"PHKA2",-0.870772000493099
"LMOD3",-0.87087464307914
"ASB15",-0.872347036446725
"OSGEPL1",-0.877446306293998
"MTUS2",-0.884110083472112
"SMYD1",-0.890802549921695
"DCUN1D2",-0.892040743206297
"KLHL38",-0.906136685352187
"PDZRN3",-0.913039112387601
"LRRC39",-0.913294723905978
"TOB1",-0.913542102986713
"ACBD5",-0.919463914493797
"HLF",-0.919906637432836
"PPP1R3A",-0.927893509862425
"KLHL7",-0.931230047271484
"FSD2",-0.943191474371613
