"statistic","source","condition","score","p_value"
"ulm","Zfx","SCM_vs_Ctrl",2.02621194021812,0.0427602855162225
"ulm","Zfp263","SCM_vs_Ctrl",2.0008396885462,0.045427201098436
"ulm","Foxo3","SCM_vs_Ctrl",1.99698893267512,0.0458439647556904
"ulm","Ahr","SCM_vs_Ctrl",1.98898018599181,0.0467210668442373
"ulm","Zbtb33","SCM_vs_Ctrl",1.91792661648701,0.0551388029482338
"ulm","Gfi1b","SCM_vs_Ctrl",1.90986316845708,0.0561694048313369
"ulm","Stat5a","SCM_vs_Ctrl",1.89654123455906,0.0579072218787767
"ulm","Rel","SCM_vs_Ctrl",1.88855565482591,0.058970183348241
"ulm","Fosl1","SCM_vs_Ctrl",1.87820440493554,0.0603720995424975
"ulm","Nr2f1","SCM_vs_Ctrl",-1.87406273564514,0.0609407106325679
"ulm","Wt1","SCM_vs_Ctrl",1.85949472537716,0.062976116105263
"ulm","Usf1","SCM_vs_Ctrl",1.79850029596099,0.0721173506988343
"ulm","Zfp217","SCM_vs_Ctrl",1.76835319859449,0.0770216837677227
"ulm","Smad3","SCM_vs_Ctrl",1.76313661440405,0.0778972948056434
"ulm","Esr1","SCM_vs_Ctrl",1.73052551171495,0.0835564737354672
"ulm","Zkscan1","SCM_vs_Ctrl",1.72406455914886,0.0847162721471543
"ulm","Kdm5b","SCM_vs_Ctrl",1.7086611223631,0.0875339042374056
"ulm","Stat2","SCM_vs_Ctrl",-1.69849933861511,0.0894337720359215
"ulm","Irf9","SCM_vs_Ctrl",-1.69571080212481,0.0899608895745987
"ulm","Creb1","SCM_vs_Ctrl",1.66015370350523,0.0969039093362733
"ulm","Smad4","SCM_vs_Ctrl",1.65515946654938,0.0979125459747294
"ulm","Nfe2l2","SCM_vs_Ctrl",1.65319117334094,0.0983123599853973
"ulm","Nfe2l1","SCM_vs_Ctrl",-1.63811851453496,0.101417417428102
"ulm","Usf2","SCM_vs_Ctrl",1.60652687917254,0.108178710702616
"ulm","Jund","SCM_vs_Ctrl",1.594077204972,0.1109392800857
"ulm","Relb","SCM_vs_Ctrl",1.58708091554284,0.112514864643961
"ulm","Ctcfl","SCM_vs_Ctrl",-1.58448446733764,0.113104061408222
"ulm","Atf1","SCM_vs_Ctrl",1.56647360308726,0.117258344700777
"ulm","Xbp1","SCM_vs_Ctrl",1.56578776334966,0.117418873247935
"ulm","Zfp143","SCM_vs_Ctrl",1.5376959222891,0.12414354054028
"ulm","Ncoa1","SCM_vs_Ctrl",1.53410436366805,0.125024537174387
"ulm","Arnt","SCM_vs_Ctrl",1.48247899972096,0.138233364120461
"ulm","Foxo1","SCM_vs_Ctrl",-1.48014641164331,0.138854648939886
"ulm","E2f6","SCM_vs_Ctrl",1.47258108692281,0.14088447861263
"ulm","Tgif2","SCM_vs_Ctrl",-1.46797767530302,0.142130724896886
"ulm","Meis1","SCM_vs_Ctrl",-1.45868842545081,0.144671292226129
"ulm","Klf6","SCM_vs_Ctrl",1.4468939438479,0.147946997766472
"ulm","Sox2","SCM_vs_Ctrl",-1.43981172179299,0.149941015351171
"ulm","Spi1","SCM_vs_Ctrl",1.42459422154738,0.154294809449214
"ulm","Klf3","SCM_vs_Ctrl",-1.40110277204983,0.161203507792683
"ulm","Tcf7","SCM_vs_Ctrl",-1.39324822466459,0.1635648644096
"ulm","Cebpg","SCM_vs_Ctrl",1.37424719549063,0.169384966444234
"ulm","Foxm1","SCM_vs_Ctrl",1.36113676787851,0.173490402405816
"ulm","Maff","SCM_vs_Ctrl",1.35742765597765,0.17466527148152
"ulm","Etv1","SCM_vs_Ctrl",1.34999324508417,0.177038005023467
"ulm","Stat5b","SCM_vs_Ctrl",1.34377676549985,0.17904039686782
"ulm","Gli2","SCM_vs_Ctrl",-1.33769583391763,0.181015377736045
"ulm","Smad5","SCM_vs_Ctrl",1.32612094570701,0.184819320778809
"ulm","Sox9","SCM_vs_Ctrl",1.30862932584208,0.190679484828297
"ulm","Clock","SCM_vs_Ctrl",1.30359611097331,0.192390828268166
"ulm","Foxa1","SCM_vs_Ctrl",1.29923064926174,0.193884250208087
"ulm","Duxbl1","SCM_vs_Ctrl",1.28369446697013,0.19926820931008
"ulm","Duxbl2","SCM_vs_Ctrl",1.28369446697013,0.19926820931008
"ulm","Duxbl3","SCM_vs_Ctrl",1.28369446697013,0.19926820931008
"ulm","Nanog","SCM_vs_Ctrl",-1.27173118071439,0.203487866459143
"ulm","Mybl2","SCM_vs_Ctrl",1.26903242205797,0.204448693767922
"ulm","Ebf1","SCM_vs_Ctrl",-1.26592644236482,0.205558582209622
"ulm","Sp3","SCM_vs_Ctrl",1.23085059392698,0.218397560519568
"ulm","Elk4","SCM_vs_Ctrl",1.22296998657674,0.221359760290523
"ulm","Cdx2","SCM_vs_Ctrl",-1.21012203737219,0.226250655252094
"ulm","Nfyb","SCM_vs_Ctrl",1.20854177740047,0.226857505771824
"ulm","Hsf1","SCM_vs_Ctrl",1.20364867764794,0.228743911181648
"ulm","Ctcf","SCM_vs_Ctrl",1.18641496988535,0.235476778633316
"ulm","Tead1","SCM_vs_Ctrl",-1.18043859302192,0.237844065207558
"ulm","Atf2","SCM_vs_Ctrl",1.17844196972778,0.238638675421459
"ulm","Pbx3","SCM_vs_Ctrl",-1.1633249203255,0.244715735937906
"ulm","Ppara","SCM_vs_Ctrl",1.16275286305494,0.244947817195818
"ulm","Pax5","SCM_vs_Ctrl",1.12673691324954,0.259871299511007
"ulm","Mbd2","SCM_vs_Ctrl",-1.12256427290052,0.26164010954438
"ulm","E2f7","SCM_vs_Ctrl",1.11829084353638,0.263460252579442
"ulm","Bach2","SCM_vs_Ctrl",1.1146669522289,0.265010575290237
"ulm","Creb3l1","SCM_vs_Ctrl",1.09948804051238,0.271572447348954
"ulm","Hnf1b","SCM_vs_Ctrl",1.09792952237958,0.272252443484943
"ulm","Pou2f1","SCM_vs_Ctrl",1.08861814023643,0.276339361666238
"ulm","Runx2","SCM_vs_Ctrl",-1.05696796242477,0.29054280083185
"ulm","Nr4a1","SCM_vs_Ctrl",1.02720524484734,0.304339974031858
"ulm","Tbx21","SCM_vs_Ctrl",1.02413332388672,0.305788404547098
"ulm","Zeb1","SCM_vs_Ctrl",1.01833782256084,0.308533448761995
"ulm","Pknox1","SCM_vs_Ctrl",-1.00091158515619,0.316885292783033
"ulm","Stat6","SCM_vs_Ctrl",0.981606541233037,0.326309155253106
"ulm","Zfp592","SCM_vs_Ctrl",0.964594643396161,0.334763040724598
"ulm","Nr1h3","SCM_vs_Ctrl",-0.96387064214432,0.335125929746368
"ulm","Elf3","SCM_vs_Ctrl",-0.93527235177865,0.349662635644486
"ulm","Fli1","SCM_vs_Ctrl",0.917324806572056,0.358986837778538
"ulm","Tfap2c","SCM_vs_Ctrl",0.900999108478358,0.367602893653113
"ulm","Sp2","SCM_vs_Ctrl",0.900195240665315,0.368030444807366
"ulm","Hbp1","SCM_vs_Ctrl",-0.897137177677106,0.369659756922932
"ulm","Klf9","SCM_vs_Ctrl",0.88468195932469,0.37634201032147
"ulm","Gata6","SCM_vs_Ctrl",-0.881522138967242,0.378049044412752
"ulm","Pou4f2","SCM_vs_Ctrl",-0.881482779460079,0.378070337686204
"ulm","Klf1","SCM_vs_Ctrl",-0.867762907081282,0.385537671178303
"ulm","Hnf1a","SCM_vs_Ctrl",0.829740928711634,0.406698146088721
"ulm","Vdr","SCM_vs_Ctrl",0.81090022758518,0.41743551003459
"ulm","Foxo4","SCM_vs_Ctrl",0.802741289831524,0.42213667941949
"ulm","Runx1","SCM_vs_Ctrl",-0.790543993841992,0.429222322239266
"ulm","Otx2","SCM_vs_Ctrl",-0.78847475965153,0.430431202406148
"ulm","Elf5","SCM_vs_Ctrl",0.787833949534065,0.430805974474208
"ulm","Nr5a2","SCM_vs_Ctrl",0.779070993138478,0.435949875742317
"ulm","Gata2","SCM_vs_Ctrl",0.778310837035672,0.436397754562263
"ulm","Nr2f2","SCM_vs_Ctrl",-0.774401458027293,0.438705318911323
"ulm","Hmbox1","SCM_vs_Ctrl",-0.765572688433475,0.443942341570644
"ulm","Irf1","SCM_vs_Ctrl",-0.763825749247923,0.444982800274364
"ulm","Lhx2","SCM_vs_Ctrl",-0.758486843230879,0.448171202253798
"ulm","Yy1","SCM_vs_Ctrl",0.741936390643534,0.458137199125855
"ulm","Rara","SCM_vs_Ctrl",0.740096146354216,0.459252947279418
"ulm","Onecut1","SCM_vs_Ctrl",-0.739589984303047,0.459560102270414
"ulm","Rfx2","SCM_vs_Ctrl",-0.706122532376338,0.480122629998457
"ulm","Ncoa3","SCM_vs_Ctrl",0.704040255097012,0.48141835764767
"ulm","Neurod1","SCM_vs_Ctrl",-0.699701129636209,0.484124547068363
"ulm","Bhlhe22","SCM_vs_Ctrl",0.697617699028435,0.485426849368067
"ulm","Mef2a","SCM_vs_Ctrl",0.695135333546798,0.486980989055458
"ulm","Lef1","SCM_vs_Ctrl",-0.683240881756426,0.494464929656435
"ulm","Bcl6","SCM_vs_Ctrl",-0.681957017195676,0.495276393707877
"ulm","Nr3c1","SCM_vs_Ctrl",-0.678353095800659,0.497558040902757
"ulm","Cux1","SCM_vs_Ctrl",-0.671187831700596,0.502110953422306
"ulm","Zfp740","SCM_vs_Ctrl",0.661068893382207,0.508578029342972
"ulm","Rbpj","SCM_vs_Ctrl",0.656393043446434,0.511581079685863
"ulm","Gata1","SCM_vs_Ctrl",0.652718250464808,0.513947684580649
"ulm","Rxra","SCM_vs_Ctrl",-0.644259708821793,0.519416640269184
"ulm","Klf4","SCM_vs_Ctrl",0.630945057110475,0.528085819832053
"ulm","Sp4","SCM_vs_Ctrl",0.625711352071555,0.531513565130495
"ulm","Myb","SCM_vs_Ctrl",0.625670605138357,0.531540295975698
"ulm","Thap1","SCM_vs_Ctrl",-0.624459389889109,0.532335189757275
"ulm","Pgr","SCM_vs_Ctrl",0.620868154956374,0.534695570569439
"ulm","Mafb","SCM_vs_Ctrl",-0.618312513216819,0.536378505794675
"ulm","Ikzf1","SCM_vs_Ctrl",0.611168453437181,0.541097092846204
"ulm","Nr2f6","SCM_vs_Ctrl",0.611048604998817,0.541176428183703
"ulm","Pax6","SCM_vs_Ctrl",0.599472311633044,0.548866794071147
"ulm","Six2","SCM_vs_Ctrl",-0.592913363439638,0.553247846843643
"ulm","Maf","SCM_vs_Ctrl",-0.583761142570573,0.559389580313016
"ulm","Hoxa9","SCM_vs_Ctrl",0.581876565178925,0.560658350195396
"ulm","Pou2f2","SCM_vs_Ctrl",-0.581319093356372,0.561033928582785
"ulm","Prdm1","SCM_vs_Ctrl",-0.581197004596706,0.561116198139865
"ulm","Tcf7l2","SCM_vs_Ctrl",0.580003227232482,0.56192093297304
"ulm","Zfp24","SCM_vs_Ctrl",-0.571098825980632,0.567940994006553
"ulm","Mef2c","SCM_vs_Ctrl",-0.563783296775618,0.572909835985933
"ulm","Pdx1","SCM_vs_Ctrl",0.561975093225958,0.57414117350192
"ulm","Pbx2","SCM_vs_Ctrl",0.558613911905823,0.576433371108857
"ulm","Twist1","SCM_vs_Ctrl",0.555043723887081,0.57887282114261
"ulm","Srf","SCM_vs_Ctrl",-0.551555394794473,0.58126101238351
"ulm","Prdm14","SCM_vs_Ctrl",-0.544085709073131,0.586390376691741
"ulm","Mafg","SCM_vs_Ctrl",0.541777829963399,0.587979409596203
"ulm","Klf5","SCM_vs_Ctrl",0.534306801265778,0.593137005902642
"ulm","Nr5a1","SCM_vs_Ctrl",0.523773598368416,0.600443561222821
"ulm","Zeb2","SCM_vs_Ctrl",-0.513815298836398,0.60738850792288
"ulm","Tfap4","SCM_vs_Ctrl",-0.492401749331416,0.622442387420526
"ulm","Mxi1","SCM_vs_Ctrl",-0.492295291803992,0.622517630809795
"ulm","Srebf2","SCM_vs_Ctrl",-0.477602913925089,0.632939639724806
"ulm","Sox10","SCM_vs_Ctrl",-0.474037424185695,0.635479945533788
"ulm","Tead2","SCM_vs_Ctrl",0.471980993926376,0.636947046833305
"ulm","Tcf4","SCM_vs_Ctrl",-0.464750600950475,0.642116642532113
"ulm","Nfatc2","SCM_vs_Ctrl",-0.456129222090503,0.648303494438094
"ulm","E2f2","SCM_vs_Ctrl",0.451945451090396,0.651314649832104
"ulm","Rest","SCM_vs_Ctrl",-0.446381124983066,0.655328245566579
"ulm","Hoxb13","SCM_vs_Ctrl",-0.445971165767336,0.655624348658367
"ulm","Ehf","SCM_vs_Ctrl",0.441215945800931,0.659062868892968
"ulm","Rfx5","SCM_vs_Ctrl",-0.439728374136295,0.660140024434476
"ulm","Klf13","SCM_vs_Ctrl",-0.431762967290153,0.665919746253657
"ulm","Prox1","SCM_vs_Ctrl",0.430752404800656,0.666654442883717
"ulm","Bach1","SCM_vs_Ctrl",0.422583934972133,0.672604753887701
"ulm","Eomes","SCM_vs_Ctrl",-0.405812299596525,0.684886162760214
"ulm","Runx3","SCM_vs_Ctrl",-0.377097567585396,0.706106298550424
"ulm","Nfic","SCM_vs_Ctrl",-0.367981227552558,0.712892292897552
"ulm","Ncoa2","SCM_vs_Ctrl",-0.365885029298761,0.714455897114468
"ulm","Tcf3","SCM_vs_Ctrl",-0.354666703144562,0.722844158296432
"ulm","E2f3","SCM_vs_Ctrl",0.335392791072707,0.737333377075028
"ulm","Stat4","SCM_vs_Ctrl",0.334673811217115,0.737875720065041
"ulm","Hinfp","SCM_vs_Ctrl",0.327482191500281,0.743307664795408
"ulm","Hnf4a","SCM_vs_Ctrl",-0.326002017722697,0.744427261274199
"ulm","Nfe2","SCM_vs_Ctrl",0.300715076243366,0.763635833831923
"ulm","Mitf","SCM_vs_Ctrl",0.295412717176188,0.767682605165205
"ulm","Foxj2","SCM_vs_Ctrl",0.294128485564121,0.768663691670373
"ulm","Bcl11a","SCM_vs_Ctrl",0.285663924080498,0.775139382913682
"ulm","Irf4","SCM_vs_Ctrl",0.284486116174716,0.776041700198301
"ulm","Gata4","SCM_vs_Ctrl",0.281964436166467,0.777974571710458
"ulm","Grhl2","SCM_vs_Ctrl",0.267237253486749,0.789290075752884
"ulm","Elk1","SCM_vs_Ctrl",0.261463426236474,0.79373864946177
"ulm","Mafk","SCM_vs_Ctrl",-0.251654279929305,0.801311659478819
"ulm","Atf7","SCM_vs_Ctrl",0.250201870801805,0.802434578466229
"ulm","Nfkb2","SCM_vs_Ctrl",-0.243063105571871,0.807959751270536
"ulm","Sox11","SCM_vs_Ctrl",-0.233439564203183,0.815423198804177
"ulm","Sox13","SCM_vs_Ctrl",0.230269004449729,0.817885805083107
"ulm","Kmt2a","SCM_vs_Ctrl",-0.22535351512817,0.821707263465918
"ulm","Tfdp1","SCM_vs_Ctrl",0.216533223342554,0.828575001069743
"ulm","Max","SCM_vs_Ctrl",-0.21557949608245,0.829318396751437
"ulm","Myod1","SCM_vs_Ctrl",-0.205988918303631,0.836802292453896
"ulm","Mef2b","SCM_vs_Ctrl",-0.187526623619136,0.851250223617025
"ulm","Pax8","SCM_vs_Ctrl",-0.183931264264935,0.854069801271439
"ulm","Snapc4","SCM_vs_Ctrl",0.181680089514367,0.855836184997173
"ulm","Pparg","SCM_vs_Ctrl",-0.146638458754346,0.88341931690751
"ulm","Zfp110","SCM_vs_Ctrl",0.135093396841726,0.892539797694532
"ulm","Zfp369","SCM_vs_Ctrl",0.135093396841726,0.892539797694532
"ulm","Irf2","SCM_vs_Ctrl",-0.133000364891301,0.894194830895673
"ulm","Gata3","SCM_vs_Ctrl",0.131279814380371,0.895555675474557
"ulm","Tal1","SCM_vs_Ctrl",-0.128467590282435,0.897780623619097
"ulm","Erg","SCM_vs_Ctrl",0.124034283437349,0.901289750324115
"ulm","Smad1","SCM_vs_Ctrl",0.117375216075481,0.906564254774617
"ulm","Tcf12","SCM_vs_Ctrl",-0.112887797685433,0.910120982990653
"ulm","Nfya","SCM_vs_Ctrl",0.107870169321736,0.914100086706042
"ulm","Ascl1","SCM_vs_Ctrl",-0.104915042040603,0.916444590332459
"ulm","Spib","SCM_vs_Ctrl",0.0883444967975761,0.929604023405328
"ulm","Sox6","SCM_vs_Ctrl",-0.0855944590468093,0.931789916837697
"ulm","Snai2","SCM_vs_Ctrl",-0.0788097707838046,0.937184956937103
"ulm","Srebf1","SCM_vs_Ctrl",-0.0755993927093358,0.939738802325373
"ulm","Esrra","SCM_vs_Ctrl",-0.0755042827888997,0.939814471544147
"ulm","E2f5","SCM_vs_Ctrl",0.0732923594131557,0.941574424198247
"ulm","Nrf1","SCM_vs_Ctrl",0.0652029709432954,0.948013242634474
"ulm","Zfp384","SCM_vs_Ctrl",-0.0540873124378305,0.956866302752578
"ulm","Nfatc1","SCM_vs_Ctrl",-0.0129446316017028,0.989672134534172
"ulm","Esr2","SCM_vs_Ctrl",-0.00988658142294797,0.992111905983161
