"logFC","AveExpr","t","P.Value","adj.P.Val","B","pathway"
-0.443349551235868,-0.00332108918075617,-6.91532756358978,2.5169267264295e-08,2.24006478652225e-06,8.9520101851873,"hsa01212|Fatty acid metabolism"
-0.519155234650427,0.0451867648511009,-5.68188722495699,1.34145015905325e-06,5.96945320778695e-05,5.04524429909691,"hsa00130|Ubiquinone and other terpenoid-quinone biosynthesis"
-0.572132406539746,0.00190634397012333,-5.41537881869568,3.16499586916606e-06,9.38948774519264e-05,4.20497150024026,"hsa00650|Butanoate metabolism"
-0.550410758984744,0.0258188356658195,-5.25111333669267,5.36212112976815e-06,0.000119307195137341,3.68974914535215,"hsa00190|Oxidative phosphorylation"
-0.578587874263271,0.0288713373866506,-4.75968887047492,2.55977827185308e-05,0.000455640532389848,2.16694172623837,"hsa00785|Lipoic acid metabolism"
-0.356328020534684,-0.015079087998522,-4.60280230092684,4.19045843263353e-05,0.000621584667507308,1.68859004149561,"hsa00061|Fatty acid biosynthesis"
-0.412161037485869,0.00916945076993928,-4.51931729271377,5.43878670919989e-05,0.000691502881598272,1.43595566152899,"hsa00071|Fatty acid degradation"
-0.367365375135479,0.00145991991028939,-4.2758176664105,0.000115540955852033,0.00128539313385387,0.7077594249367,"hsa00900|Terpenoid backbone biosynthesis"
-0.452384190379077,0.0111143164347748,-4.19498835316982,0.000147992298483116,0.00146347939611082,0.469196050345362,"hsa00280|Valine, leucine and isoleucine degradation"
-0.49566870841344,0.00321669103558737,-4.05865683448085,0.000223944023603122,0.00190262001939295,0.0708005715367657,"hsa00020|Citrate cycle (TCA cycle)"
-0.396709484359815,0.0081688550821455,-4.04248476880707,0.000235155283295757,0.00190262001939295,0.0238911214738193,"hsa00630|Glyoxylate and dicarboxylate metabolism"
-0.351224891830528,0.0113965210646084,-3.95951211619475,0.000301829649693699,0.00222890562084057,-0.215555990900403,"hsa01200|Carbon metabolism"
-0.379949314475366,0.0181847468532614,-3.93422878762243,0.000325570483943005,0.00222890562084057,-0.288100674307399,"hsa00620|Pyruvate metabolism"
