"sender","B_cells","Cardiomyocytes","Endothelial","Fibroblasts","Fibroblasts_activated","Granulocytes","Macrophages","Pericytes","T_cells"
"B_cells",-3.2025199000562,3.96545103554282,6.92232609736289,7.60874293265089,1.22717781595442,9.10548207663696,-12.8315396254769,1.60051416939603,-0.178743833833556
"Cardiomyocytes",-0.843929488466602,1.63112614013066,2.49877531804337,2.52591072059401,2.68144196678599,9.48108921202524,-4.30751761684197,-0.724016066421258,2.0965210632815
"Endothelial",-30.3852709006198,2.49693322735561,2.53360874429732,5.92916888335773,7.66047360461681,-1.05037752998595,-20.7007366824621,-18.6889469585368,-8.22603147216117
"Fibroblasts",9.90844631400275,21.1494319523989,33.512926760461,46.4062679900014,54.3099349198825,150.979471001004,-19.2346190266915,17.07652634202,29.4796123675227
"Fibroblasts_activated",3.57408006785902,1.90089202133406,-1.00939363568536,1.8405208616977,0.37344647388281,35.0276221114299,-124.756544146591,-12.2315311519345,5.30142961416099
"Granulocytes",-3.34883372141971,11.9336811419791,10.9316056736624,59.7697019554874,-22.6011481045613,-15.3746550826263,5.97998984246959,-4.19586859991399,-0.433012396675309
"Macrophages",0.77653121961108,10.2756264432156,6.31880192382993,52.8298778289539,4.50059022241769,43.0642118896384,-364.537744641101,1.25845056574423,14.7957506517397
"Pericytes",-13.8512428111647,6.94340190063874,9.48416370560467,17.3221102544037,20.5664279557664,25.3259905071542,-1.14955308193522,-1.91262442877405,5.79825059475104
"T_cells",1.04553304682289,5.96973018573486,11.9112313205871,10.3134534059679,6.92029669583951,16.9610829794797,-104.59000834336,3.17655325171089,73.6795846941883
