"rmsd","rg","dg_kj"
0.0005099,1.65167,4.63158486425861
0.00215776271186441,1.65167,4.73148239454372
0.00380562542372881,1.65167,5.03117498539905
0.00545348813559322,1.65167,5.5306626368246
0.00710135084745763,1.65167,6.22994534882038
0.00874921355932204,1.65167,7.12902312138637
0.0103970762711864,1.65167,8.22789595452259
0.0120449389830508,1.65167,9.52656384822903
0.0136928016949153,1.65167,11.0250268025057
0.0153406644067797,1.65167,12.7232848173521
0.0169885271186441,1.65167,14.62133789276
0.0186363898305085,1.65167,16.7191860285659
0.0202842525423729,1.65167,19.0168292215565
0.0219321152542373,1.65167,21.5142674085103
0.0235799779661017,1.65167,24.2114993451953
0.0252278406779661,1.65167,27.1085005367986
0.0268757033898305,1.65167,30.2047886717081
0.0285235661016949,1.65167,33.4908861452639
0.0301714288135593,1.65167,36.7885672795047
0.0318192915254237,1.65167,38.1899409251996
0.0334671542372881,1.65167,35.7155705684317
0.0351150169491525,1.65167,32.4427802765667
0.0367628796610169,1.65167,29.304323204573
0.0384107423728814,1.65167,26.3617630779341
0.0400586050847458,1.65167,23.6182949744534
0.0417064677966102,1.65167,21.074101501981
0.0433543305084746,1.65167,18.7292095464853
0.045002193220339,1.65167,16.5836339336353
0.0466500559322034,1.65167,14.637382232116
0.0482979186440678,1.65167,12.8904501542569
0.0499457813559322,1.65167,11.3428114979693
0.0515936440677966,1.65167,9.99439702717866
0.053241506779661,1.65167,8.84504896073418
0.0548893694915254,1.65167,7.89442075381992
0.0565372322033898,1.65167,7.14175286832386
0.0581850949152542,1.65167,6.58536598914205
0.0598329576271186,1.65167,6.22151242498026
0.061480820338983,1.65167,6.04179722937316
0.0631286830508475,1.65167,6.0275851520388
0.0647765457627119,1.65167,6.13895691244745
0.0664244084745763,1.65167,6.29782013113571
0.0680722711864407,1.65167,6.37930373995385
0.0697201338983051,1.65167,6.25281745920219
0.0713679966101695,1.65167,5.87984995742021
0.0730158593220339,1.65167,5.34998432346971
0.0746637220338983,1.65167,4.79745297161383
0.0763115847457627,1.65167,4.32294035808671
0.0779594474576271,1.65167,3.98175493044143
0.0796073101694915,1.65167,3.79981605211717
0.0812551728813559,1.65167,3.78817137350868
0.0829030355932203,1.65167,3.95110419544916
0.0845508983050847,1.65167,4.28998267596223
0.0861987610169491,1.65167,4.80495962693871
0.0878466237288135,1.65167,5.49567068004147
0.089494486440678,1.65167,6.36145272742676
0.0911423491525424,1.65167,7.40128915015212
0.0927902118644068,1.65167,8.61353706095482
0.0944380745762712,1.65167,9.9954160358396
0.0960859372881356,1.65167,11.5422023239787
0.0977338,1.65167,13.2460842914901
0.0005099,1.65224406779661,4.64774909123218
0.00215776271186441,1.65224406779661,4.74764662151729
0.00380562542372881,1.65224406779661,5.04733921237262
0.00545348813559322,1.65224406779661,5.54682686379817
0.00710135084745763,1.65224406779661,6.24610957579395
0.00874921355932204,1.65224406779661,7.14518734835994
0.0103970762711864,1.65224406779661,8.24406018149616
0.0120449389830508,1.65224406779661,9.54272807520259
