"omitted","k","hr","hr_lo","hr_hi","i2"
"PREOPANC_2022",2,0.490911895335448,0.20044518576378,1.20229621910625,81.69478866395
"Prep02_JSAP05",2,0.490718514022465,0.200344355368806,1.20195380379511,81.6094299583878
"ESPAC5_2023",2,0.73,0.604476187386083,0.881589731937005,0
