"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"MetaAnalysis","post",3,21,3,"published RCT HRs (Pilot selection)",FALSE,"REAL","PREOPANC_2022,Prep02_JSAP05,ESPAC5_2023","医学SRMA合并_poolMedicalSrma.R; 医学SRMA出图_plotMedicalSrma.R","L1 Pilot atlas: PRISMA+OS+LOO+DFS/RFS+funnel+Baujat+RoB2+subgroup; OS HR=0.599 (95%CI 0.377-0.953); I2=79.9%; NOT full SR/GRADE; funnel k<10 visual only","2026-09-06 22:58:41"
