"outcome","k","n_total","hr","hr_lo","hr_hi","i2","tau2","q","q_p","model"
"DFS_RFS",3,696,0.716441835450561,0.603584861667056,0.850400558698745,0,0,1.3192658506874,0.517041092343184,"REML random-effects"
