"outcome","k","n_total","hr","hr_lo","hr_hi","i2","tau2","q","q_p","model"
"OS",3,696,0.599126965715521,0.376695352517985,0.952900317585813,79.9157857010386,0.124093092737911,5.79387526442957,0.0551919796630512,"REML random-effects"
