"herb_zh","herb_en","herb_code","compound_name","compound_id","target_gene","in_disease_overlap","compound_id_mapped"
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","ACHE",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PTPN22",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","AKR1B1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","ESR2",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","GABRA1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","CTSC",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PPARD",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","MAPK14",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","GSK3B",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","CDK1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PIK3CG",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","AOC2",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","XDH",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","CHEK1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PRKACA",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PIM1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","CCNA2",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","GRIN2A",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","CALML5",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","NCF2",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","OLR1",TRUE,TRUE
"黄芪","Huangqi","HQ","isorhamnetin","HQ3","RELA",TRUE,TRUE
"黄芪","Huangqi","HQ","3,9-di-O-methylnissolin","HQ4","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","3,9-di-O-methylnissolin","HQ4","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","3,9-di-O-methylnissolin","HQ4","CALML5",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","NOS2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","DRD1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CHRM3",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","F2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","NCOA7",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","AR",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ADRB1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","SCNN1A",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PPARG",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","F10",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CHRM5",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","NOS3",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CHRM4",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","RXRA",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","OPRD1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PDE3A",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","HTR2A",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ADRA1A",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CHRM2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ADRA1B",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","SLC6A3",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ADRB2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ADRA1D",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","SLC6A4",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","ESR2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","GABRA1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CTSC",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","MAPK14",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","GSK3B",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CDK1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CHEK1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PRKACA",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PIM1",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CCNA2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","7-O-methylisomucronulatol","HQ5","CALML5",TRUE,TRUE
"黄芪","Huangqi","HQ","9,10-dimethoxypterocarpan-3-O-β-D-glucoside","HQ6","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","9,10-dimethoxypterocarpan-3-O-β-D-glucoside","HQ6","TOP2A",TRUE,TRUE
"黄芪","Huangqi","HQ","9,10-dimethoxypterocarpan-3-O-β-D-glucoside","HQ6","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","NOS2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","CHRM3",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","F2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","NCOA7",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","SCNN1A",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","CHRM4",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","RXRA",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","ACHE",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","ADRA1B",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","ADRB2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","ADRA1D",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","GABRA1",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","CHRNA7",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol","HQ7","CALML5",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","VEGFC",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","TOP2A",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","HGF",TRUE,TRUE
"黄芪","Huangqi","HQ","Bifendate","HQ8","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","NOS2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","F2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","NCOA7",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","AR",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PPARG",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","NOS3",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","RXRA",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","ACHE",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PDE3A",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","ADRA1A",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","SLC6A3",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","ADRB2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","SLC6A4",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","ESR2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","CTSC",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","MAPK14",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","JUN",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","GSK3B",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","CDK1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","LACTB",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","AOC2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","CHEK1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PRKACA",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","ATP5F1E",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PIM1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","CCNA2",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","PKIA",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","CALML5",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","HSD3B1",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","IL4",TRUE,TRUE
"黄芪","Huangqi","HQ","formononetin","same7","SIRT1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","NOS2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","NCOA7",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","AR",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PPARG",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","RXRA",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PDE3A",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","ADRB2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","ESR2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","CTSC",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","MAPK14",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","GSK3B",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","CDK1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","CHEK1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PRKACA",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PIM1",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","CCNA2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HQ","Calycosin","HQ10","CALML5",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","TOP2A",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","GABRA1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CTSC",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","MMP1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","JUN",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","SELE",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CDK1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","VCAM1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PIK3CG",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","XDH",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CYP3A4",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PRKACA",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","MAP3K7",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","HMOX1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PRSS1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","GSTM2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","AHR",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PNRC2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CALML5",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","AHSA1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PI3",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","BAX",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CASP3",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CYP1A1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","CYP1B1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","HAS2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","IKBKB",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","ICAM2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","NR1I2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","PPARG",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","AKT1",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","STAT4",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","SLC2A2",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","RELA",TRUE,TRUE
"黄芪","Huangqi","RS","kaempferol","same5","DIO1",TRUE,TRUE
"黄芪","Huangqi","HQ","FA","HQ12","F2",TRUE,TRUE
"黄芪","Huangqi","HQ","FA","HQ12","GSK3B",TRUE,TRUE
"黄芪","Huangqi","HQ","FA","HQ12","CDK1",TRUE,TRUE
"黄芪","Huangqi","HQ","isomucronulatol-7,2'-di-O-glucosiole","HQ13","TOP2A",TRUE,TRUE
"黄芪","Huangqi","HQ","1,7-Dihydroxy-3,9-dimethoxy pterocarpene","HQ14","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HQ","1,7-Dihydroxy-3,9-dimethoxy pterocarpene","HQ14","RXRA",TRUE,TRUE
"黄芪","Huangqi","HQ","1,7-Dihydroxy-3,9-dimethoxy pterocarpene","HQ14","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HQ","1,7-Dihydroxy-3,9-dimethoxy pterocarpene","HQ14","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PTGS1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","INSR",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","F2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","AR",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","SCNN1A",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PPARG",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","F10",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","BCL2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ALOX5",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PTGS2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NOS3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","F7",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ODC1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","RXRA",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ACHE",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ACACB",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MMP2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ADRB2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","TNF",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","TOP2A",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","AKR1B1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","EGF",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","GABRA1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MGAM",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CTSC",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PLAU",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL36A",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MMP1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MAP3K7",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PON2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CTSD",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IFNG",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","JUN",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CXCL2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL1B",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","SELE",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MPO",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CDK1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PLAT",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","GJA1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","VCAM1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MMP3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HSP90AA2P",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","THBD",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","F3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","GAPDH",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PIK3CG",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","AOC2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","XDH",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PTGER3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","SOD1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CYP3A4",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","TP53",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PRKACA",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","TOP1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","TOP2B",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HMOX1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","COL3A1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","RBL1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PRSS1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","GSTM2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HSPA5",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","AHR",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PNRC2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","AHSA1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","BAX",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ABCG4",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NAIP",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","BAK1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CASP3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CASP8",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CASP9",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CAV1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CD40LG",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CLDN4",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CRP",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CXCL13",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CX3CR1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CDKN1C",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CDKN2A",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CYP1A1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CYP1B1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","DDB1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","DUOXA1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ELK1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CCND3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","CCNB1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HSPB1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HK2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NKX3-1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HAS2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","HIF1AN",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NFKB1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IGFBP6",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IGF2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","ICAM2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IRF3",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL10",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL1A",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","IL36B",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MMP9",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","MYC",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NCF2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NFKBIE",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NFE2L2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","NR1I2",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","SPP1",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PPARA",TRUE,TRUE
"黄芪","Huangqi","HL","quercetin","same1","PPARD",TRUE,TRUE
