"gene","source"
"CM021577-004","GeneCards"
"CM034960-142","GeneCards"
"HSALNG0021643","GeneCards"
"HSALNG0085792","GeneCards"
"HSALNG0090273","GeneCards"
"HSALNG0141792","GeneCards"
"piR-33303-035","GeneCards"
"piR-39099-106","GeneCards"
"piR-56883-044","GeneCards"
"piR-58929-013","GeneCards"
"MN308858","GeneCards"
"ALK","GeneCards"
"KLK2","GeneCards"
"NCOA1","GeneCards"
"CYLD","GeneCards"
"RXRG","GeneCards"
"CTSV","GeneCards"
"MAP3K7","GeneCards"
"CD160","GeneCards"
"MIR498","GeneCards"
"SDCBP","GeneCards"
"COL5A3","GeneCards"
"AAMP","GeneCards"
"CARM1","GeneCards"
"OSBPL5","GeneCards"
"QPCT","GeneCards"
"SCARF1","GeneCards"
"GPR119","GeneCards"
"HOXA-AS3","GeneCards"
"IFIT1","GeneCards"
"IFI16","GeneCards"
"HLA-DQB1","GeneCards"
"CLDN5","GeneCards"
"MIR26B","GeneCards"
"G6PD","GeneCards"
"CCN1","GeneCards"
"MIR31","GeneCards"
"MIR130B","GeneCards"
"MIR576","GeneCards"
"CD22","GeneCards"
"NPR1","GeneCards"
"MIR128-1","GeneCards"
"LYN","GeneCards"
"IL17F","GeneCards"
"MIR541","GeneCards"
"EPSTI1","GeneCards"
"ARRB1","GeneCards"
"HLA-DQA1","GeneCards"
"VASP","GeneCards"
"NPY2R","GeneCards"
"IL11","GeneCards"
"PLA2R1","GeneCards"
"CXCL6","GeneCards"
"HSPB2","GeneCards"
"RO60","GeneCards"
"MIR32","GeneCards"
"MIR151A","GeneCards"
"MIR376B","GeneCards"
"MIR665","GeneCards"
"PRSS1","GeneCards"
"MPI","GeneCards"
"RHAG","GeneCards"
"SPINK1","GeneCards"
"RFT1","GeneCards"
"PRSS2","GeneCards"
"TRPC6","GeneCards"
"GDNF","GeneCards"
"KITLG","GeneCards"
"EDN3","GeneCards"
"KCNN3","GeneCards"
"HLA-DPA1","GeneCards"
"IKZF3","GeneCards"
"NES","GeneCards"
"MIR324","GeneCards"
"CD247","GeneCards"
"PINK1","GeneCards"
"PRLR","GeneCards"
"HLA-G","GeneCards"
"PCSK2","GeneCards"
"CLEC4C","GeneCards"
"MIR302C","GeneCards"
"MIR508","GeneCards"
"MIR450B","GeneCards"
"MIR18B","GeneCards"
"MIR660","GeneCards"
"MIR1285-1","GeneCards"
"ATIC","GeneCards"
"ASIP","GeneCards"
"CYP4F8","GeneCards"
"NCF1B","GeneCards"
"NCF1C","GeneCards"
"THUMPD3-AS1","GeneCards"
"STEAP3","GeneCards"
"PM20D1","GeneCards"
"BCO1","GeneCards"
"CNOT3","GeneCards"
"TFDP1","GeneCards"
"NBEAL1","GeneCards"
"IRAK3","GeneCards"
"NCAN","GeneCards"
"MSMO1","GeneCards"
"ARID4A","GeneCards"
"MYRF-AS1","GeneCards"
"LGALS8-AS1","GeneCards"
"NUP107-DT","GeneCards"
"PKM","GeneCards"
"GALNT3","GeneCards"
"NSDHL","GeneCards"
"SEMA3E","GeneCards"
"UBE2N","GeneCards"
"STAU1","GeneCards"
"ABLIM1","GeneCards"
"VNN1","GeneCards"
"MRPL45","GeneCards"
"ACAD9","GeneCards"
"UBR1","GeneCards"
"RPS16","GeneCards"
"GPLD1","GeneCards"
"SULF1","GeneCards"
"APH1B","GeneCards"
"PAFAH1B2","GeneCards"
"EGR3","GeneCards"
"LSM4","GeneCards"
"PGRMC2","GeneCards"
"CRYZ","GeneCards"
"SLC38A4","GeneCards"
"MPEG1","GeneCards"
"MTFP1","GeneCards"
"MIR4435-2HG","GeneCards"
"LOC126862536","GeneCards"
"ACOX1","GeneCards"
"ARSB","GeneCards"
"DBT","GeneCards"
"TRPV6","GeneCards"
"EHHADH","GeneCards"
"MCPH1","GeneCards"
"GNB2","GeneCards"
"EBP","GeneCards"
"SLC25A20","GeneCards"
"PLK2","GeneCards"
"APH1A","GeneCards"
"BLVRA","GeneCards"
"GSTM3","GeneCards"
"KANK2","GeneCards"
"DPP9","GeneCards"
"DECR1","GeneCards"
"MAST4","GeneCards"
"ALDOC","GeneCards"
"CHST11","GeneCards"
"PLEK","GeneCards"
"CCL17","GeneCards"
"CSAD","GeneCards"
"RHOU","GeneCards"
"DPP8","GeneCards"
"ITIH2","GeneCards"
"ASPN","GeneCards"
"GON4L","GeneCards"
"SPIN1","GeneCards"
"TSTD2","GeneCards"
"BLNK","GeneCards"
"AP1B1","GeneCards"
"IMPDH2","GeneCards"
"HAL","GeneCards"
"ALDH6A1","GeneCards"
"RUNX3","GeneCards"
"RNF13","GeneCards"
"YWHAQ","GeneCards"
"ENPEP","GeneCards"
"SEL1L","GeneCards"
"TONSL","GeneCards"
"BCL3","GeneCards"
"PROZ","GeneCards"
"BLVRB","GeneCards"
"GSTM4","GeneCards"
"NUDT21","GeneCards"
"PPP6C","GeneCards"
"CD300A","GeneCards"
"RPS4Y1","GeneCards"
"GSTM5","GeneCards"
"CAMLG","GeneCards"
"SERPINB1","GeneCards"
"ENOSF1","GeneCards"
"BTNL8","GeneCards"
"SCAI","GeneCards"
"HOXC5","GeneCards"
"PRRX2","GeneCards"
"EIF1AY","GeneCards"
"UCN2","GeneCards"
"DSCR10","GeneCards"
"MIR4498","GeneCards"
"LAMC1","GeneCards"
"GNAI1","GeneCards"
"SPG7","GeneCards"
"PCSK5","GeneCards"
"ADCY7","GeneCards"
"CHSY1","GeneCards"
"DNAJB1","GeneCards"
"GRM8","GeneCards"
"ASXL2","GeneCards"
"TTPA","GeneCards"
"LILRB2","GeneCards"
"DAPK2","GeneCards"
"UBE2K","GeneCards"
"AQP5","GeneCards"
"HMMR","GeneCards"
"CDO1","GeneCards"
"LPIN3","GeneCards"
"RCBTB1","GeneCards"
"THOC5","GeneCards"
"UTY","GeneCards"
"IRAK1BP1","GeneCards"
"CD207","GeneCards"
"MIR16-2","GeneCards"
"APOBR","GeneCards"
"RFPL1","GeneCards"
"NPSR1-AS1","GeneCards"
"CERNA2","GeneCards"
"MIR4524A","GeneCards"
"LINC01478","GeneCards"
"LOC106694315","GeneCards"
"MIR1244-2","GeneCards"
"MIR1244-3","GeneCards"
"MIR1244-4","GeneCards"
"MIR1244-1","GeneCards"
"MIR4707","GeneCards"
"LOC111718489","GeneCards"
"TP63","GeneCards"
"RPS20","GeneCards"
"CD79B","GeneCards"
"DHCR7","GeneCards"
"DBH","GeneCards"
"HCK","GeneCards"
"SRD5A2","GeneCards"
"TKT","GeneCards"
"PABPC1","GeneCards"
"CDC25B","GeneCards"
"CDC25C","GeneCards"
"CUL1","GeneCards"
"TOPORS","GeneCards"
"HK2","GeneCards"
"LPIN2","GeneCards"
"NCKAP1L","GeneCards"
"TRPS1","GeneCards"
"WDR62","GeneCards"
"SH3BP2","GeneCards"
"ARPC2","GeneCards"
"ADH7","GeneCards"
"JPH3","GeneCards"
"HRH2","GeneCards"
"SLC44A1","GeneCards"
"TNPO1","GeneCards"
"L2HGDH","GeneCards"
"PRCP","GeneCards"
"ALDH1B1","GeneCards"
"PSME1","GeneCards"
"ANP32A","GeneCards"
"MTHFS","GeneCards"
"ID4","GeneCards"
"MGAT5B","GeneCards"
"ZDHHC17","GeneCards"
"ALKBH1","GeneCards"
"XPO7","GeneCards"
"TBC1D8","GeneCards"
"RNU1-1","GeneCards"
"SERPINA9","GeneCards"
"ZNF667","GeneCards"
"COLCA1","GeneCards"
"CHCHD7","GeneCards"
"MIR421","GeneCards"
"C1QTNF4","GeneCards"
"PRR11","GeneCards"
"CACNA2D2","GeneCards"
"GPI","GeneCards"
"PALB2","GeneCards"
"MARS1","GeneCards"
"CSNK1D","GeneCards"
"KCNQ4","GeneCards"
"AKR1C2","GeneCards"
"HNRNPC","GeneCards"
"MAN2B1","GeneCards"
"KDM3B","GeneCards"
"PSMD14","GeneCards"
"EIF4B","GeneCards"
"MNDA","GeneCards"
"PPP1R15A","GeneCards"
"DHX15","GeneCards"
"HSD3B1","GeneCards"
"RAD9A","GeneCards"
"MICB","GeneCards"
"SNRPF","GeneCards"
"KRT7","GeneCards"
"PKDCC","GeneCards"
"PDCD6","GeneCards"
"THOP1","GeneCards"
"VPS25","GeneCards"
"PNPLA7","GeneCards"
"CLPTM1L","GeneCards"
"SEZ6L","GeneCards"
"FGGY","GeneCards"
"RAD21L1","GeneCards"
"ZNF2","GeneCards"
"PAQR8","GeneCards"
"MAMDC4","GeneCards"
"MIR4308","GeneCards"
"MIR6727","GeneCards"
"MIR4673","GeneCards"
"MIR6747","GeneCards"
"HMGA1P4","GeneCards"
"MIR4292","GeneCards"
"KIAA0513","GeneCards"
"PEBP1P2","GeneCards"
"SMIM15","GeneCards"
"ADRA2A","GeneCards"
"TMEM59","GeneCards"
"ACTA2-AS1","GeneCards"
"TFRC","GeneCards"
"ARL6","GeneCards"
"ANK3","GeneCards"
"BAP1","GeneCards"
"LAMA1","GeneCards"
"LPAR3","GeneCards"
"SLC25A24","GeneCards"
"UBA7","GeneCards"
"TWIST2","GeneCards"
"BBS2","GeneCards"
"B4GALT7","GeneCards"
"BBS9","GeneCards"
"CEP290","GeneCards"
"APBB1","GeneCards"
"TMEM67","GeneCards"
"MKKS","GeneCards"
"GORAB","GeneCards"
"PRKAR1A","GeneCards"
"MIR373","GeneCards"
"SRSF1","GeneCards"
"BCAR3","GeneCards"
"TFF1","GeneCards"
"TYK2","GeneCards"
"TNFRSF13B","GeneCards"
"H4C1","GeneCards"
"CLMP","GeneCards"
"LIG1","GeneCards"
"NPHP1","GeneCards"
"SETX","GeneCards"
"RDH12","GeneCards"
"H4C3","GeneCards"
"H2BC21","GeneCards"
"KDM1A","GeneCards"
"PLK4","GeneCards"
"XPC","GeneCards"
"LIG3","GeneCards"
"CCNH","GeneCards"
"GLI1","GeneCards"
"AHI1","GeneCards"
"HPD","GeneCards"
"PNKP","GeneCards"
"WFS1","GeneCards"
"CDK5RAP2","GeneCards"
"XPA","GeneCards"
"CEP164","GeneCards"
"CEP250","GeneCards"
"APTX","GeneCards"
"CDK7","GeneCards"
"NPHP3","GeneCards"
"TYRP1","GeneCards"
"MYO5B","GeneCards"
"CBX2","GeneCards"
"CRX","GeneCards"
"FAH","GeneCards"
"IFT27","GeneCards"
"TDP1","GeneCards"
"CEP135","GeneCards"
"IFT80","GeneCards"
"RAD23B","GeneCards"
"KDM4A","GeneCards"
"SLC18A3","GeneCards"
"ASPA","GeneCards"
"HNMT","GeneCards"
"CBX3","GeneCards"
"SIM1","GeneCards"
"GPR161","GeneCards"
"GTF2H5","GeneCards"
"TFDP2","GeneCards"
"HPSE2","GeneCards"
"NEIL2","GeneCards"
"FAM161A","GeneCards"
"GTF2H4","GeneCards"
"SLC4A5","GeneCards"
"H2BC3","GeneCards"
"KMT5C","GeneCards"
"CSH1","GeneCards"
"BLOC1S1","GeneCards"
"H2AC20","GeneCards"
"CSH2","GeneCards"
"SNAPIN","GeneCards"
"RABL2A","GeneCards"
"ELOA2","GeneCards"
"RFX4","GeneCards"
"CNTLN","GeneCards"
"GPRASP2","GeneCards"
"ZKSCAN7","GeneCards"
"PRRG4","GeneCards"
"PRRG2","GeneCards"
"MIR1207","GeneCards"
"NPB","GeneCards"
"TSPAN16","GeneCards"
"CSTL1","GeneCards"
"PRRG3","GeneCards"
"PGBD3","GeneCards"
"LRRC43","GeneCards"
"KCNQ1","GeneCards"
"FLNC","GeneCards"
"DSG2","GeneCards"
"CASQ2","GeneCards"
"ACTN2","GeneCards"
"ANK2","GeneCards"
"SCN4B","GeneCards"
"MYL3","GeneCards"
"CSRP3","GeneCards"
"MYL4","GeneCards"
"HNRNPUL2-BSCL2","GeneCards"
"CYP2B6","GeneCards"
"CALM2","GeneCards"
"RAF1","GeneCards"
"SCN10A","GeneCards"
"AKAP9","GeneCards"
"SCN1B","GeneCards"
"SCN3B","GeneCards"
"KCNA5","GeneCards"
"LDB3","GeneCards"
"MYLK2","GeneCards"
"KCNE3","GeneCards"
"SGCD","GeneCards"
"JPH2","GeneCards"
"RBM20","GeneCards"
"MYOZ2","GeneCards"
"PMEPA1","GeneCards"
"RNF207","GeneCards"
"ADIPOQ-AS1","GeneCards"
"LOC106660625","GeneCards"
"SPTLC2","GeneCards"
"GIPC1","GeneCards"
"TERC","GeneCards"
"CD52","GeneCards"
"MTRNR2L8","GeneCards"
"DRD1","GeneCards"
"ABCC5","GeneCards"
"CCDC170","GeneCards"
"FIP1L1","GeneCards"
"PLA2G4A","GeneCards"
"CSF3R","GeneCards"
"PLA2G6","GeneCards"
"EIF5A","GeneCards"
"NR2C2","GeneCards"
"GDF3","GeneCards"
"RFC1","GeneCards"
"KRT5","GeneCards"
"PRPS1","GeneCards"
"XPO1","GeneCards"
"RAN","GeneCards"
"PALD1","GeneCards"
"BCR","GeneCards"
"ELOVL6","GeneCards"
"TRIM32","GeneCards"
"BBS4","GeneCards"
"BBS1","GeneCards"
"IFT172","GeneCards"
"PYCR1","GeneCards"
"BBS7","GeneCards"
"PNPLA6","GeneCards"
"BBS5","GeneCards"
"SDCCAG8","GeneCards"
"NDUFAF2","GeneCards"
"BBS10","GeneCards"
"LZTFL1","GeneCards"
"WDPCP","GeneCards"
"BBS12","GeneCards"
"BBIP1","GeneCards"
"CFAP418","GeneCards"
"LOC101448202","GeneCards"
"LOC106780803","GeneCards"
"LOC126806252","GeneCards"
"LOC126862124","GeneCards"
"LOC113939944","GeneCards"
"LOC126860933","GeneCards"
"ERCC8-AS1","GeneCards"
"LOC126806446","GeneCards"
"LOC130058543","GeneCards"
"LOC130005193","GeneCards"
"ALMS1-IT1","GeneCards"
"LOC126859654","GeneCards"
"SMARCA5","GeneCards"
"SMARCA1","GeneCards"
"EXOSC4","GeneCards"
"ZNHIT3","GeneCards"
"SEMA4A","GeneCards"
"SEMA3C","GeneCards"
"SP7","GeneCards"
"DMAP1","GeneCards"
"EDIL3","GeneCards"
"PPP1R9B","GeneCards"
"P2RY13","GeneCards"
"CCAT1","GeneCards"
"GFAP","GeneCards"
"FADD","GeneCards"
"RHO","GeneCards"
"CKB","GeneCards"
"MIR124-1","GeneCards"
"SLC5A1","GeneCards"
"GPR68","GeneCards"
"TRPM2","GeneCards"
"SERPINF2","GeneCards"
"MIR25","GeneCards"
"TRERF1","GeneCards"
"BCAR4","GeneCards"
"CDS1","GeneCards"
"PDE1C","GeneCards"
"UMOD","GeneCards"
"MIR487A","GeneCards"
"MIR134","GeneCards"
"ATP1A1","GeneCards"
"NR2E3","GeneCards"
"MB","GeneCards"
"PRDM16","GeneCards"
"TG","GeneCards"
"PDE1A","GeneCards"
"PDE9A","GeneCards"
"PDE7A","GeneCards"
"CD46","GeneCards"
"HK1","GeneCards"
"PDE6B","GeneCards"
"PDE4A","GeneCards"
"PDE4B","GeneCards"
"ADRA1B","GeneCards"
"PDE1B","GeneCards"
"HSPG2","GeneCards"
"LOXL4","GeneCards"
"JAM2","GeneCards"
"PIEZO2","GeneCards"
"MIR656","GeneCards"
"LINC01826","GeneCards"
"SETD2","GeneCards"
"FGF4","GeneCards"
"POU4F1","GeneCards"
"CNTF","GeneCards"
"CKMT1B","GeneCards"
"MIR181C","GeneCards"
"AHSP","GeneCards"
"MIR493","GeneCards"
"HLA-B","GeneCards"
"ARHGAP18","GeneCards"
"FGF1","GeneCards"
"TAC1","GeneCards"
"SMYD2","GeneCards"
"MRTFB","GeneCards"
"ADCY3","GeneCards"
"ERCC3","GeneCards"
"POLR2A","GeneCards"
"RAD50","GeneCards"
"KAT5","GeneCards"
"RBBP8","GeneCards"
"TUBG1","GeneCards"
"DNA2","GeneCards"
"HPRT1","GeneCards"
"XRCC4","GeneCards"
"NTHL1","GeneCards"
"RPGRIP1L","GeneCards"
"ARL13B","GeneCards"
"CHD1","GeneCards"
"UNG","GeneCards"
"NEK9","GeneCards"
"OFD1","GeneCards"
"MDC1","GeneCards"
"NIPBL","GeneCards"
"IQCB1","GeneCards"
"KMT5B","GeneCards"
"DDX11","GeneCards"
"GUCY2D","GeneCards"
"SLX4","GeneCards"
"CNGA3","GeneCards"
"PSMD1","GeneCards"
"RPGR","GeneCards"
"SETDB1","GeneCards"
"DNM3","GeneCards"
"E2F4","GeneCards"
"INVS","GeneCards"
"IFT81","GeneCards"
"MORC2","GeneCards"
"NEK8","GeneCards"
"RBX1","GeneCards"
"RPGRIP1","GeneCards"
"SMURF1","GeneCards"
"RAD23A","GeneCards"
"DNAI1","GeneCards"
"IFT74","GeneCards"
"KIF3A","GeneCards"
"SSTR3","GeneCards"
"TULP1","GeneCards"
"CEP192","GeneCards"
"DNAH11","GeneCards"
"POLI","GeneCards"
"CENPA","GeneCards"
"DNAH10","GeneCards"
"HTR6","GeneCards"
"STX5","GeneCards"
"TCEA1","GeneCards"
"TULP3","GeneCards"
"GTF2H2","GeneCards"
"POLR2L","GeneCards"
"RFX3","GeneCards"
"TMEM231","GeneCards"
"H2AZ1","GeneCards"
"MPHOSPH8","GeneCards"
"SUV39H2","GeneCards"
"TTF1","GeneCards"
"UVSSA","GeneCards"
"GTF2H3","GeneCards"
"LCA5","GeneCards"
"NSFL1C","GeneCards"
"SUPT4H1","GeneCards"
"CETN2","GeneCards"
"CROCC","GeneCards"
"H3C2","GeneCards"
"H2AC4","GeneCards"
"HMGN1","GeneCards"
"H1-0","GeneCards"
"H4C6","GeneCards"
"POLR2I","GeneCards"
"IFT25","GeneCards"
"PIWIL4","GeneCards"
"TCEA2","GeneCards"
"RBP2","GeneCards"
"RFX2","GeneCards"
"CEP295","GeneCards"
"RILPL1","GeneCards"
"VKORC1L1","GeneCards"
"VCPIP1","GeneCards"
"H2AC18","GeneCards"
"CNTROB","GeneCards"
"LGALS4","GeneCards"
"BIVM-ERCC5","GeneCards"
"MPLKIP","GeneCards"
"TCEA3","GeneCards"
"ELOF1","GeneCards"
"BLOC1S4","GeneCards"
"NPAP1","GeneCards"
"URB2","GeneCards"
"PRR14","GeneCards"
"NPDC1","GeneCards"
"CIMAP3","GeneCards"
"LOC126861834","GeneCards"
"MIR521-1","GeneCards"
"H4C7","GeneCards"
"MIR3157","GeneCards"
"STARD4-AS1","GeneCards"
"ALMS1P1","GeneCards"
"PRRG1","GeneCards"
"LOC130003806","GeneCards"
"OR8J1","GeneCards"
"ARMCX5-GPRASP2","GeneCards"
"LOC130003807","GeneCards"
"LOC113939916","GeneCards"
"LOC129993949","GeneCards"
"LOC130003803","GeneCards"
"LOC130003804","GeneCards"
"LOC130003805","GeneCards"
"LOC130003808","GeneCards"
"POR","GeneCards"
"ATP1A3","GeneCards"
"CACNA1B","GeneCards"
"HSD17B10","GeneCards"
"BCKDHA","GeneCards"
"PDE10A","GeneCards"
"CACNA1I","GeneCards"
"DRD3","GeneCards"
"SLC2A3","GeneCards"
"CACNB1","GeneCards"
"PDE6D","GeneCards"
"PDE4C","GeneCards"
"PDE6C","GeneCards"
"RAPGEF4","GeneCards"
"SLC2A5","GeneCards"
"USP1","GeneCards"
"ATP1A4","GeneCards"
"CYP3A7","GeneCards"
"PDE8A","GeneCards"
"SLC5A8","GeneCards"
"COL16A1","GeneCards"
"ORM1","GeneCards"
"PDE7B","GeneCards"
"QPRT","GeneCards"
"RHCG","GeneCards"
"ANXA13","GeneCards"
"IFNL3","GeneCards"
"CHI3L2","GeneCards"
"CD19","GeneCards"
"CD8A","GeneCards"
"PRDX2","GeneCards"
"MMACHC","GeneCards"
"GPX2","GeneCards"
"BLMH","GeneCards"
"IL22","GeneCards"
"GPX5","GeneCards"
"OPTC","GeneCards"
"SLC39A2","GeneCards"
"PCIF1","GeneCards"
"LINC00540","GeneCards"
"GAB1","GeneCards"
"PPM1D","GeneCards"
"TRPC5","GeneCards"
"HNRNPA2B1","GeneCards"
"CAPN1","GeneCards"
"ITPR1","GeneCards"
"EIF4E","GeneCards"
"RNF2","GeneCards"
"FBXO32","GeneCards"
"MARCKS","GeneCards"
"MIR125B2","GeneCards"
"KCNJ2","GeneCards"
"SCN2B","GeneCards"
"SNTA1","GeneCards"
"KCNE1","GeneCards"
"TRDN","GeneCards"
"MYPN","GeneCards"
"TMEM43","GeneCards"
"SLMAP","GeneCards"
"GPD1L","GeneCards"
"MRPL44","GeneCards"
"DRC2","GeneCards"
"TECRL","GeneCards"
"CALR3","GeneCards"
"HRC","GeneCards"
"MYMY4","GeneCards"
"NCK2","GeneCards"
"PARP10","GeneCards"
"PHEX","GeneCards"
"KMO","GeneCards"
"TIE1","GeneCards"
"TLN2","GeneCards"
"SERPINE2","GeneCards"
"KLRD1","GeneCards"
"HAT1","GeneCards"
"ZC3H12A","GeneCards"
"MIR375","GeneCards"
"MTUS1","GeneCards"
"HYMAI","GeneCards"
"MIR522","GeneCards"
"CR1","GeneCards"
"BCL2L1","GeneCards"
"PSEN1","GeneCards"
"TRAF3IP2","GeneCards"
"HLA-A","GeneCards"
"PRKACB","GeneCards"
"PTPN6","GeneCards"
"VDAC1","GeneCards"
"TNFRSF13C","GeneCards"
"MT-ND2","GeneCards"
"MIR28","GeneCards"
"IL7","GeneCards"
"STAT2","GeneCards"
"IRF4","GeneCards"
"PKD2","GeneCards"
"PRF1","GeneCards"
"PXDNL","GeneCards"
"MIR365A","GeneCards"
"MIR545","GeneCards"
"MIR367","GeneCards"
"TCF3","GeneCards"
"KCNK3","GeneCards"
"PLXND1","GeneCards"
"SATB1","GeneCards"
"SLC7A9","GeneCards"
"WNT1","GeneCards"
"ALOX12B","GeneCards"
"PTS","GeneCards"
"STRN","GeneCards"
"GIT2","GeneCards"
"P2RX1","GeneCards"
"ADAMTS18","GeneCards"
"FFAR1","GeneCards"
"NUS1","GeneCards"
"PMVK","GeneCards"
"GPS2","GeneCards"
"G3BP2","GeneCards"
"PPM1F","GeneCards"
"ZBP1","GeneCards"
"TLK1","GeneCards"
"USP21","GeneCards"
"IAPP","GeneCards"
"ADAMTS6","GeneCards"
"AZIN2","GeneCards"
"NOSTRIN","GeneCards"
"LSP1","GeneCards"
"COMMD3","GeneCards"
"COMMD9","GeneCards"
"HOXB7","GeneCards"
"MHRT","GeneCards"
"CPA3","GeneCards"
"GLCE","GeneCards"
"NUDT9","GeneCards"
"COMMD7","GeneCards"
"CCDC93","GeneCards"
"COMMD8","GeneCards"
"GSDMC","GeneCards"
"COMMD6","GeneCards"
"MIR518B","GeneCards"
"MIR381","GeneCards"
"MIR384","GeneCards"
"SNHG29","GeneCards"
"MIR492","GeneCards"
"MIR624","GeneCards"
"RNY1","GeneCards"
"EWSAT1","GeneCards"
"NBPF3","GeneCards"
"LOC126862856","GeneCards"
"TMX2-CTNND1","GeneCards"
"AGO2","GeneCards"
"POMC","GeneCards"
"RBPJ","GeneCards"
"HLA-C","GeneCards"
"DCX","GeneCards"
"HLA-DPB1","GeneCards"
"MAOB","GeneCards"
"MAVS","GeneCards"
"AREG","GeneCards"
"MAN2A1","GeneCards"
"GPT2","GeneCards"
"DFFA","GeneCards"
"OAS2","GeneCards"
"CCK","GeneCards"
"FGF6","GeneCards"
"BNIP3","GeneCards"
"GSTK1","GeneCards"
"BTNL2","GeneCards"
"LGALS8","GeneCards"
"LY6E","GeneCards"
"CD180","GeneCards"
"DSTN","GeneCards"
"BRINP3","GeneCards"
"IFI44L","GeneCards"
"MIR340","GeneCards"
"MIR452","GeneCards"
"MIR1277","GeneCards"
"COQ2","GeneCards"
"SGMS1","GeneCards"
"SGMS2","GeneCards"
"ATXN1","GeneCards"
"MIR26A1","GeneCards"
"DLG4","GeneCards"
"GRIN2A","GeneCards"
"GRIN2B","GeneCards"
"LCK","GeneCards"
"NTRK1","GeneCards"
"SLC1A2","GeneCards"
"IKZF1","GeneCards"
"MAF","GeneCards"
"SNRPB","GeneCards"
"GOT2","GeneCards"
"ISG15","GeneCards"
"NEFL","GeneCards"
"CD27","GeneCards"
"PIK3C3","GeneCards"
"FGF8","GeneCards"
"FGF10","GeneCards"
"MGAM","GeneCards"
"PEX14","GeneCards"
"PEX19","GeneCards"
"SNRPN","GeneCards"
"THPO","GeneCards"
"ENO2","GeneCards"
"IL16","GeneCards"
"MAP2","GeneCards"
"SBDS","GeneCards"
"SSRP1","GeneCards"
"SOCS2","GeneCards"
"TRIM21","GeneCards"
"AMPH","GeneCards"
"CDH17","GeneCards"
"PGAP1","GeneCards"
"PYGB","GeneCards"
"DUOX1","GeneCards"
"FGF13","GeneCards"
"HLA-DMA","GeneCards"
"MT-ATP6","GeneCards"
"AFP","GeneCards"
"RASGRP3","GeneCards"
"SYP","GeneCards"
"PEX3","GeneCards"
"SNRPD3","GeneCards"
"CD226","GeneCards"
"RS1","GeneCards"
"CREM","GeneCards"
"SST","GeneCards"
"S100A1","GeneCards"
"SNRPB2","GeneCards"
"GRP","GeneCards"
"HLA-DQA2","GeneCards"
"OXT","GeneCards"
"FCRL3","GeneCards"
"SLAMF6","GeneCards"
"FGF16","GeneCards"
"LY9","GeneCards"
"RCL1","GeneCards"
"CD24","GeneCards"
"CD5","GeneCards"
"IGHM","GeneCards"
"SLC5A11","GeneCards"
"IBTK","GeneCards"
"CXXC5","GeneCards"
"IFNA8","GeneCards"
"IFNA14","GeneCards"
"IFNA21","GeneCards"
"MT-RNR2","GeneCards"
"IFNA13","GeneCards"
"MIRLET7I","GeneCards"
"MIR323A","GeneCards"
"MIR410","GeneCards"
"MIR425","GeneCards"
"MIR873","GeneCards"
"MIR345","GeneCards"
"MIR505","GeneCards"
"MIR331","GeneCards"
"MIR383","GeneCards"
"MIR629","GeneCards"
"MIR202","GeneCards"
"MIR539","GeneCards"
"MIR556","GeneCards"
"MIR1306","GeneCards"
"FAM167A","GeneCards"
"MRTFA","GeneCards"
"MIR26A2","GeneCards"
"NUP62","GeneCards"
"RFX5","GeneCards"
"DEFA1","GeneCards"
"ATG14","GeneCards"
"NUCB2","GeneCards"
"STAR","GeneCards"
"HSP90AA2P","GeneCards"
"FERMT3","GeneCards"
"QKI","GeneCards"
"BAMBI","GeneCards"
"IL12RB2","GeneCards"
"MED13","GeneCards"
"SLC20A2","GeneCards"
"COLEC11","GeneCards"
"SEMA3D","GeneCards"
"NLRP6","GeneCards"
"MIR519C","GeneCards"
"HAR1B","GeneCards"
"ROS1","GeneCards"
"TRPC3","GeneCards"
"PPA1","GeneCards"
"MT-TK","GeneCards"
"PHB1","GeneCards"
"CEBPD","GeneCards"
"NFATC1","GeneCards"
"GREM1","GeneCards"
"BID","GeneCards"
"TIFAB","GeneCards"
"PTGIR","GeneCards"
"OSGIN1","GeneCards"
"PCK1","GeneCards"
"SIRT4","GeneCards"
"FOSL2","GeneCards"
"CLEC4D","GeneCards"
"MIR1185-1","GeneCards"
"MIR1185-2","GeneCards"
"AKT1S1","GeneCards"
"FSTL1","GeneCards"
"ADAMTS8","GeneCards"
"NINJ2","GeneCards"
"LAIR1","GeneCards"
"CEACAM8","GeneCards"
"MIR520C","GeneCards"
"ST2","GeneCards"
"HDAC5","GeneCards"
"AGO1","GeneCards"
"MT-CO2","GeneCards"
"EPHX1","GeneCards"
"P4HA1","GeneCards"
"ACO1","GeneCards"
"RHOJ","GeneCards"
"TRIM65","GeneCards"
"RARB","GeneCards"
"GRB10","GeneCards"
"PDPK1","GeneCards"
"CAMKK2","GeneCards"
"FBLN1","GeneCards"
"PPARGC1B","GeneCards"
"TAX1BP1","GeneCards"
"MFN1","GeneCards"
"IGF2BP3","GeneCards"
"PIK3C2A","GeneCards"
"DMD","GeneCards"
"PRKN","GeneCards"
"WT1","GeneCards"
"EGR2","GeneCards"
"LIMK1","GeneCards"
"HYOU1","GeneCards"
"PRKCH","GeneCards"
"WNT3A","GeneCards"
"PDLIM5","GeneCards"
"PTGER2","GeneCards"
"PKD2L1","GeneCards"
"LPAR5","GeneCards"
"CHFR","GeneCards"
"TRIB2","GeneCards"
