"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"NetworkPharmacology","post",780,3,6,"disease_en=Atherosclerosis; per-herb TCMSP exports",FALSE,"REAL","user_delivery_20260710","已 source 本技能 脚本_scripts/: 01_契约接口_DataContracts.R, 02_可视化_NetworkPharmPlots.R, 运行骨架_runSkeleton.R","overlap=206; PARTIAL; Cytoscape BLOCKED_EXTERNAL","2026-07-19 00:11:38"
