rmsd_nm,rg_nm,dg_kjmol
3.805625423728799857e-03,1.653966271186440018e+00,5.289802616976159833e+00
5.453488135593200122e-03,1.653966271186440018e+00,5.789290268401710016e+00
7.101350847457599952e-03,1.653966271186440018e+00,6.488572980397489864e+00
8.749213559322000650e-03,1.653966271186440018e+00,7.387650752963479839e+00
1.039707627118639961e-02,1.653966271186440018e+00,8.486523586099700367e+00
1.204493898305080031e-02,1.653966271186440018e+00,9.785191479806140791e+00
1.369280169491529989e-02,1.653966271186440018e+00,1.128365443408280022e+01
1.534066440677970058e-02,1.653966271186440018e+00,1.298191244892869989e+01
1.698852711864410128e-02,1.653966271186440018e+00,1.487996552432800001e+01
1.863638983050849851e-02,1.653966271186440018e+00,1.697781365996780067e+01
2.028425254237289921e-02,1.653966271186440018e+00,1.927545684973350149e+01
2.193211525423729991e-02,1.653966271186440018e+00,2.177289497406869856e+01
2.357997796610170060e-02,1.653966271186440018e+00,2.447012569398910031e+01
2.522784067796610130e-02,1.653966271186440018e+00,2.736710322583619970e+01
2.687570338983049853e-02,1.653966271186440018e+00,3.046293112258009828e+01
2.852356610169489923e-02,1.653966271186440018e+00,3.374012328832930052e+01
3.017142881355929993e-02,1.653966271186440018e+00,3.688341895515839752e+01
3.181929152542369715e-02,1.653966271186440018e+00,3.739225432109390113e+01
3.346715423728809785e-02,1.653966271186440018e+00,3.450798550192860148e+01
3.511501694915249855e-02,1.653966271186440018e+00,3.121582690478669875e+01
3.676287966101689925e-02,1.653966271186440018e+00,2.808658509452920171e+01
3.841074237288139709e-02,1.653966271186440018e+00,2.515427498788229954e+01
4.005860508474579779e-02,1.653966271186440018e+00,2.242067769520399878e+01
4.170646779661019848e-02,1.653966271186440018e+00,1.988591346441189955e+01
4.335433050847459918e-02,1.653966271186440018e+00,1.755001302143540087e+01
4.500219322033899988e-02,1.653966271186440018e+00,1.541299502030999946e+01
4.665005593220340058e-02,1.653966271186440018e+00,1.347486545108430001e+01
4.829791864406780127e-02,1.653966271186440018e+00,1.173560939541049919e+01
4.994578135593220197e-02,1.653966271186440018e+00,1.019517507070129980e+01
5.159364406779660267e-02,1.653966271186440018e+00,8.853442409844250349e+00
5.324150677966100337e-02,1.653966271186440018e+00,7.710158939374100129e+00
5.488936949152539713e-02,1.653966271186440018e+00,6.764804907992200356e+00
5.653723220338979782e-02,1.653966271186440018e+00,6.016302938708530057e+00
5.818509491525419852e-02,1.653966271186440018e+00,5.462383328088690426e+00
5.983295762711859922e-02,1.653966271186440018e+00,5.098189420953519679e+00
6.148082033898299992e-02,1.653966271186440018e+00,4.913247495876779780e+00
6.312868305084749776e-02,1.653966271186440018e+00,4.885165619893360400e+00
6.477654576271189846e-02,1.653966271186440018e+00,4.968003775386719667e+00
6.642440847457629916e-02,1.653966271186440018e+00,5.076950968825419963e+00
6.807227118644069985e-02,1.653966271186440018e+00,5.087625885483619825e+00
6.972013389830510055e-02,1.653966271186440018e+00,4.887784529896760155e+00
7.136799661016950125e-02,1.653966271186440018e+00,4.465288481194550130e+00
7.301585932203390195e-02,1.653966271186440018e+00,3.917652845842510168e+00
7.466372203389830264e-02,1.653966271186440018e+00,3.368279053440390136e+00
7.631158474576270334e-02,1.653966271186440018e+00,2.905250779373369951e+00
7.795944745762710404e-02,1.653966271186440018e+00,2.576497495244360003e+00
7.960731016949150474e-02,1.653966271186440018e+00,2.404689527896139989e+00
8.125517288135590543e-02,1.653966271186440018e+00,2.399685200976939825e+00
8.290303559322030613e-02,1.653966271186440018e+00,2.565429528135089843e+00
8.455089830508470683e-02,1.653966271186440018e+00,2.903242471079880094e+00
8.619876101694909365e-02,1.653966271186440018e+00,3.413245856020819868e+00
8.784662372881349435e-02,1.653966271186440018e+00,4.094871017210939712e+00
8.949448644067800607e-02,1.653966271186440018e+00,4.946864275132799804e+00
9.114234915254240676e-02,1.653966271186440018e+00,5.966934923232689592e+00
9.279021186440679358e-02,1.653966271186440018e+00,7.151058720840420158e+00
9.443807457627119428e-02,1.653966271186440018e+00,8.492406470595579293e+00
9.608593728813559498e-02,1.653966271186440018e+00,9.979930047526970327e+00
9.773379999999999568e-02,1.653966271186440018e+00,1.159689607073489981e+01
5.098999999999999800e-04,1.654540338983049974e+00,5.035690538597849653e+00
2.157762711864400027e-03,1.654540338983049974e+00,5.135588068882960044e+00
3.805625423728799857e-03,1.654540338983049974e+00,5.435280659738290332e+00
5.453488135593200122e-03,1.654540338983049974e+00,5.934768311163839627e+00
7.101350847457599952e-03,1.654540338983049974e+00,6.634051023159620364e+00
8.749213559322000650e-03,1.654540338983049974e+00,7.533128795725610338e+00
1.039707627118639961e-02,1.654540338983049974e+00,8.632001628861830866e+00
1.204493898305080031e-02,1.654540338983049974e+00,9.930669522568260632e+00
1.369280169491529989e-02,1.654540338983049974e+00,1.142913247684490052e+01
1.534066440677970058e-02,1.654540338983049974e+00,1.312739049169070071e+01
1.698852711864410128e-02,1.654540338983049974e+00,1.502544356708640017e+01
1.863638983050849851e-02,1.654540338983049974e+00,1.712329170265829958e+01
2.028425254237289921e-02,1.654540338983049974e+00,1.942093489111379867e+01
2.193211525423729991e-02,1.654540338983049974e+00,2.191837299015670126e+01
2.357997796610170060e-02,1.654540338983049974e+00,2.461560322143609980e+01
2.522784067796610130e-02,1.654540338983049974e+00,2.751257130567039866e+01
2.687570338983049853e-02,1.654540338983049974e+00,3.060821647574699966e+01
2.852356610169489923e-02,1.654540338983049974e+00,3.388190164556949924e+01
3.017142881355929993e-02,1.654540338983049974e+00,3.696738450377100094e+01
3.181929152542369715e-02,1.654540338983049974e+00,3.722205134778310054e+01
3.346715423728809785e-02,1.654540338983049974e+00,3.425590863981899759e+01
3.511501694915249855e-02,1.654540338983049974e+00,3.096208931015850041e+01
3.676287966101689925e-02,1.654540338983049974e+00,2.783635698723569973e+01
3.841074237288139709e-02,1.654540338983049974e+00,2.490768581349169963e+01
4.005860508474579779e-02,1.654540338983049974e+00,2.217759931505590032e+01
4.170646779661019848e-02,1.654540338983049974e+00,1.964620548795090116e+01
4.335433050847459918e-02,1.654540338983049974e+00,1.731353454220700172e+01
4.500219322033899988e-02,1.654540338983049974e+00,1.517960403243099954e+01
4.665005593220340058e-02,1.654540338983049974e+00,1.324441683050170049e+01
4.829791864406780127e-02,1.654540338983049974e+00,1.150795149330580003e+01
4.994578135593220197e-02,1.654540338983049974e+00,9.970144046795569537e+00
5.159364406779660267e-02,1.654540338983049974e+00,8.630852692369309409e+00
5.324150677966100337e-02,1.654540338983049974e+00,7.489786833921839637e+00
5.488936949152539713e-02,1.654540338983049974e+00,6.546359729700659713e+00
5.653723220338979782e-02,1.654540338983049974e+00,5.799374881653119651e+00
5.818509491525419852e-02,1.654540338983049974e+00,5.246347445564309986e+00
5.983295762711859922e-02,1.654540338983049974e+00,4.882027762439549612e+00
6.148082033898299992e-02,1.654540338983049974e+00,4.695228003096559632e+00
6.312868305084749776e-02,1.654540338983049974e+00,4.662317495485750030e+00
6.477654576271189846e-02,1.654540338983049974e+00,4.735500810662710336e+00
6.642440847457629916e-02,1.654540338983049974e+00,4.828225529590549847e+00
6.807227118644069985e-02,1.654540338983049974e+00,4.817131549728159712e+00
6.972013389830510055e-02,1.654540338983049974e+00,4.596306658658339650e+00
7.136799661016950125e-02,1.654540338983049974e+00,4.161016306084800220e+00
7.301585932203390195e-02,1.654540338983049974e+00,3.610048182614129963e+00
7.466372203389830264e-02,1.654540338983049974e+00,3.063190747727289942e+00
7.631158474576270334e-02,1.654540338983049974e+00,2.604897057044820219e+00
7.795944745762710404e-02,1.654540338983049974e+00,2.281062574007420185e+00
7.960731016949150474e-02,1.654540338983049974e+00,2.113479275210179864e+00
8.125517288135590543e-02,1.654540338983049974e+00,2.111683239083959940e+00
8.290303559322030613e-02,1.654540338983049974e+00,2.279515617438069963e+00
8.455089830508470683e-02,1.654540338983049974e+00,2.618253038524649856e+00
8.619876101694909365e-02,1.654540338983049974e+00,3.127952588171039938e+00
8.784662372881349435e-02,1.654540338983049974e+00,3.807894583191799853e+00
8.949448644067800607e-02,1.654540338983049974e+00,4.656509544871219930e+00
9.114234915254240676e-02,1.654540338983049974e+00,5.670916608017160243e+00
9.279021186440679358e-02,1.654540338983049974e+00,6.846080078188600204e+00
9.443807457627119428e-02,1.654540338983049974e+00,8.173572917080960565e+00
9.608593728813559498e-02,1.654540338983049974e+00,9.640062632770460382e+00
9.773379999999999568e-02,1.654540338983049974e+00,1.122601558667530064e+01
5.098999999999999800e-04,1.655114406779659930e+00,5.213497035307110394e+00
2.157762711864400027e-03,1.655114406779659930e+00,5.313394565592219898e+00
3.805625423728799857e-03,1.655114406779659930e+00,5.613087156447550186e+00
5.453488135593200122e-03,1.655114406779659930e+00,6.112574807873110139e+00
7.101350847457599952e-03,1.655114406779659930e+00,6.811857519868880217e+00
8.749213559322000650e-03,1.655114406779659930e+00,7.710935292434879962e+00
1.039707627118639961e-02,1.655114406779659930e+00,8.809808125571089832e+00
1.204493898305080031e-02,1.655114406779659930e+00,1.010847601927750006e+01
1.369280169491529989e-02,1.655114406779659930e+00,1.160693897355410087e+01
1.534066440677970058e-02,1.655114406779659930e+00,1.330519698839970033e+01
1.698852711864410128e-02,1.655114406779659930e+00,1.520325006379099975e+01
1.863638983050849851e-02,1.655114406779659930e+00,1.730109819927779924e+01
2.028425254237289921e-02,1.655114406779659930e+00,1.959874138609719907e+01
2.193211525423729991e-02,1.655114406779659930e+00,2.209617945363989833e+01
2.357997796610170060e-02,1.655114406779659930e+00,2.479340907798490079e+01
2.522784067796610130e-02,1.655114406779659930e+00,2.769036545906149982e+01
2.687570338983049853e-02,1.655114406779659930e+00,3.078578490212300167e+01
2.852356610169489923e-02,1.655114406779659930e+00,3.405515640517960207e+01
3.017142881355929993e-02,1.655114406779659930e+00,3.707160675829140217e+01
3.181929152542369715e-02,1.655114406779659930e+00,3.706051746616189746e+01
3.346715423728809785e-02,1.655114406779659930e+00,3.402055315011440229e+01
3.511501694915249855e-02,1.655114406779659930e+00,3.072623638233359955e+01
3.676287966101689925e-02,1.655114406779659930e+00,2.760454351751090130e+01
3.841074237288139709e-02,1.655114406779659930e+00,2.468000308227329853e+01
4.005860508474579779e-02,1.655114406779659930e+00,2.195391064458290131e+01
4.170646779661019848e-02,1.655114406779659930e+00,1.942636214052609844e+01
