rmsd_nm,rg_nm,dg_kjmol
4.170646779661019848e-02,1.660855084745759935e+00,1.794598071576979947e+01
4.335433050847459918e-02,1.660855084745759935e+00,1.567446165572130035e+01
4.500219322033899988e-02,1.660855084745759935e+00,1.360043420663279967e+01
4.665005593220340058e-02,1.660855084745759935e+00,1.172365343472960042e+01
4.829791864406780127e-02,1.660855084745759935e+00,1.004374212717010018e+01
4.994578135593220197e-02,1.660855084745759935e+00,8.560105633330170605e+00
5.159364406779660267e-02,1.660855084745759935e+00,7.271786722571739858e+00
5.324150677966100337e-02,1.660855084745759935e+00,6.177212284565579914e+00
5.488936949152539713e-02,1.660855084745759935e+00,5.273740714124450335e+00
5.653723220338979782e-02,1.660855084745759935e+00,4.556837448288099779e+00
5.818509491525419852e-02,1.660855084745759935e+00,4.018561370886970074e+00
5.983295762711859922e-02,1.660855084745759935e+00,3.644829009953160170e+00
6.148082033898299992e-02,1.660855084745759935e+00,3.410770245287459979e+00
6.312868305084749776e-02,1.660855084745759935e+00,3.274074735518099910e+00
6.477654576271189846e-02,1.660855084745759935e+00,3.169410775598179963e+00
6.642440847457629916e-02,1.660855084745759935e+00,3.014266289758510187e+00
6.807227118644069985e-02,1.660855084745759935e+00,2.738939946444499896e+00
6.972013389830510055e-02,1.660855084745759935e+00,2.328240971531569947e+00
7.136799661016950125e-02,1.660855084745759935e+00,1.830489706416120077e+00
7.301585932203390195e-02,1.660855084745759935e+00,1.322355526969170025e+00
7.466372203389830264e-02,1.660855084745759935e+00,8.713903148021050482e-01
7.631158474576270334e-02,1.660855084745759935e+00,5.228041900360299588e-01
7.795944745762710404e-02,1.660855084745759935e+00,3.025954853278979839e-01
7.960731016949150474e-02,1.660855084745759935e+00,2.242719608866519942e-01
8.125517288135590543e-02,1.660855084745759935e+00,2.939617482299090034e-01
8.290303559322030613e-02,1.660855084745759935e+00,5.132943975468590159e-01
8.455089830508470683e-02,1.660855084745759935e+00,8.805829412801370326e-01
8.619876101694909365e-02,1.660855084745759935e+00,1.390785024449179952e+00
8.784662372881349435e-02,1.660855084745759935e+00,2.034541877234469887e+00
8.949448644067800607e-02,1.660855084745759935e+00,2.796651259950300172e+00
9.114234915254240676e-02,1.660855084745759935e+00,3.654809998579179986e+00
9.279021186440679358e-02,1.660855084745759935e+00,4.580362129830239937e+00
9.443807457627119428e-02,1.660855084745759935e+00,5.543323057696479594e+00
9.608593728813559498e-02,1.660855084745759935e+00,6.522128720306789695e+00
9.773379999999999568e-02,1.660855084745759935e+00,7.513622184691509887e+00
5.098999999999999800e-04,1.661429152542369891e+00,9.303046459620000874e+00
2.157762711864400027e-03,1.661429152542369891e+00,9.402943989905109490e+00
3.805625423728799857e-03,1.661429152542369891e+00,9.702636580760440665e+00
5.453488135593200122e-03,1.661429152542369891e+00,1.020212423218599973e+01
7.101350847457599952e-03,1.661429152542369891e+00,1.090140694418179912e+01
8.749213559322000650e-03,1.661429152542369891e+00,1.180048471674779975e+01
1.039707627118639961e-02,1.661429152542369891e+00,1.289935754988399985e+01
1.204493898305080031e-02,1.661429152542369891e+00,1.419802544359039942e+01
1.369280169491529989e-02,1.661429152542369891e+00,1.569648839786600014e+01
1.534066440677970058e-02,1.661429152542369891e+00,1.739474641269319832e+01
1.698852711864410128e-02,1.661429152542369891e+00,1.929279948773880093e+01
1.863638983050849851e-02,1.661429152542369891e+00,2.139064761668900161e+01
2.028425254237289921e-02,1.661429152542369891e+00,2.368829067989889836e+01
2.193211525423729991e-02,1.661429152542369891e+00,2.618572640886980096e+01
2.357997796610170060e-02,1.661429152542369891e+00,2.888291176902560053e+01
2.522784067796610130e-02,1.661429152542369891e+00,3.177903007410409941e+01
2.687570338983049853e-02,1.661429152542369891e+00,3.485863273723369815e+01
2.852356610169489923e-02,1.661429152542369891e+00,3.784876193436699765e+01
3.017142881355929993e-02,1.661429152542369891e+00,3.844502020081630178e+01
3.181929152542369715e-02,1.661429152542369891e+00,3.554466783988480216e+01
3.346715423728809785e-02,1.661429152542369891e+00,3.213774319784530320e+01
3.511501694915249855e-02,1.661429152542369891e+00,2.888490048215989958e+01
3.676287966101689925e-02,1.661429152542369891e+00,2.582779191220020110e+01
3.841074237288139709e-02,1.661429152542369891e+00,2.296857143740410123e+01
4.005860508474579779e-02,1.661429152542369891e+00,2.030728090890789872e+01
4.170646779661019848e-02,1.661429152542369891e+00,1.784382981180749894e+01
4.335433050847459918e-02,1.661429152542369891e+00,1.557808610412450001e+01
4.500219322033899988e-02,1.661429152542369891e+00,1.350985987165710078e+01
4.665005593220340058e-02,1.661429152542369891e+00,1.163886833482770022e+01
4.829791864406780127e-02,1.661429152542369891e+00,9.964678152631410768e+00
4.994578135593220197e-02,1.661429152542369891e+00,8.486609542177699694e+00
5.159364406779660267e-02,1.661429152542369891e+00,7.203573950108070001e+00
5.324150677966100337e-02,1.661429152542369891e+00,6.113793395403649633e+00
5.488936949152539713e-02,1.661429152542369891e+00,5.214305085970670106e+00
5.653723220338979782e-02,1.661429152542369891e+00,4.500072941094550139e+00
5.818509491525419852e-02,1.661429152542369891e+00,3.962387985102870047e+00
5.983295762711859922e-02,1.661429152542369891e+00,3.586049710564660042e+00
6.148082033898299992e-02,1.661429152542369891e+00,3.344751935630299933e+00
6.312868305084749776e-02,1.661429152542369891e+00,3.194875694349979867e+00
6.477654576271189846e-02,1.661429152542369891e+00,3.071249362063119825e+00
6.642440847457629916e-02,1.661429152542369891e+00,2.895003953901770011e+00
6.807227118644069985e-02,1.661429152542369891e+00,2.603570568131739815e+00
6.972013389830510055e-02,1.661429152542369891e+00,2.187681862819499834e+00
7.136799661016950125e-02,1.661429152542369891e+00,1.695707191422310078e+00
7.301585932203390195e-02,1.661429152542369891e+00,1.200043008621539897e+00
7.466372203389830264e-02,1.661429152542369891e+00,7.638358976760309949e-01
7.631158474576270334e-02,1.661429152542369891e+00,4.295851460083660034e-01
7.795944745762710404e-02,1.661429152542369891e+00,2.220169606855749989e-01
7.960731016949150474e-02,1.661429152542369891e+00,1.541048971102229881e-01
8.125517288135590543e-02,1.661429152542369891e+00,2.316738335578389929e-01
8.290303559322030613e-02,1.661429152542369891e+00,4.559832195649530240e-01
8.455089830508470683e-02,1.661429152542369891e+00,8.247114484959190417e-01
8.619876101694909365e-02,1.661429152542369891e+00,1.331745461296740096e+00
8.784662372881349435e-02,1.661429152542369891e+00,1.966074789557110014e+00
8.949448644067800607e-02,1.661429152542369891e+00,2.710264240800349889e+00
9.114234915254240676e-02,1.661429152542369891e+00,3.539621200181410021e+00
9.279021186440679358e-02,1.661429152542369891e+00,4.424121455996029795e+00
9.443807457627119428e-02,1.661429152542369891e+00,5.335187251567269584e+00
9.608593728813559498e-02,1.661429152542369891e+00,6.256400452224509579e+00
9.773379999999999568e-02,1.661429152542369891e+00,7.191958230633900051e+00
5.098999999999999800e-04,1.662003220338980070e+00,9.868794403694920447e+00
2.157762711864400027e-03,1.662003220338980070e+00,9.968691933980030839e+00
3.805625423728799857e-03,1.662003220338980070e+00,1.026838452483539932e+01
5.453488135593200122e-03,1.662003220338980070e+00,1.076787217626089976e+01
7.101350847457599952e-03,1.662003220338980070e+00,1.146715488825669915e+01
8.749213559322000650e-03,1.662003220338980070e+00,1.236623266082269978e+01
1.039707627118639961e-02,1.662003220338980070e+00,1.346510549395889988e+01
1.204493898305080031e-02,1.662003220338980070e+00,1.476377338766529945e+01
1.369280169491529989e-02,1.662003220338980070e+00,1.626223634194050049e+01
1.534066440677970058e-02,1.662003220338980070e+00,1.796049435676109951e+01
1.698852711864410128e-02,1.662003220338980070e+00,1.985854743168109948e+01
1.863638983050849851e-02,1.662003220338980070e+00,2.195639555826679867e+01
2.028425254237289921e-02,1.662003220338980070e+00,2.425403857693209986e+01
2.193211525423729991e-02,1.662003220338980070e+00,2.675147346648400060e+01
2.357997796610170060e-02,1.662003220338980070e+00,2.944864300367909848e+01
2.522784067796610130e-02,1.662003220338980070e+00,3.234446307710069846e+01
2.687570338983049853e-02,1.662003220338980070e+00,3.541848757553500349e+01
2.852356610169489923e-02,1.662003220338980070e+00,3.831794653299829889e+01
3.017142881355929993e-02,1.662003220338980070e+00,3.848844328450760344e+01
3.181929152542369715e-02,1.662003220338980070e+00,3.543220628587859977e+01
3.346715423728809785e-02,1.662003220338980070e+00,3.201879350639870125e+01
3.511501694915249855e-02,1.662003220338980070e+00,2.877014417630680043e+01
3.676287966101689925e-02,1.662003220338980070e+00,2.571790493182779969e+01
3.841074237288139709e-02,1.662003220338980070e+00,2.286369087816009937e+01
4.005860508474579779e-02,1.662003220338980070e+00,2.020750731093979979e+01
4.170646779661019848e-02,1.662003220338980070e+00,1.774925017450469866e+01
4.335433050847459918e-02,1.662003220338980070e+00,1.548877022469389964e+01
4.500219322033899988e-02,1.662003220338980070e+00,1.342585266704390001e+01
4.665005593220340058e-02,1.662003220338980070e+00,1.156017773791129954e+01
4.829791864406780127e-02,1.662003220338980070e+00,9.891256005058240319e+00
4.994578135593220197e-02,1.662003220338980070e+00,8.418321258639469562e+00
5.159364406779660267e-02,1.662003220338980070e+00,7.140150253686149640e+00
5.324150677966100337e-02,1.662003220338980070e+00,6.054753744604299825e+00
5.488936949152539713e-02,1.662003220338980070e+00,5.158837521113690094e+00
5.653723220338979782e-02,1.662003220338980070e+00,4.446850548790320268e+00
5.818509491525419852e-02,1.662003220338980070e+00,3.909305205600969835e+00
5.983295762711859922e-02,1.662003220338980070e+00,3.529895842119060045e+00
6.148082033898299992e-02,1.662003220338980070e+00,3.280964261269189830e+00
6.312868305084749776e-02,1.662003220338980070e+00,3.117821906326910142e+00
6.477654576271189846e-02,1.662003220338980070e+00,2.975883604461300180e+00
6.642440847457629916e-02,1.662003220338980070e+00,2.780277054077629817e+00
6.807227118644069985e-02,1.662003220338980070e+00,2.475296898471489815e+00
6.972013389830510055e-02,1.662003220338980070e+00,2.056728947913999850e+00
7.136799661016950125e-02,1.662003220338980070e+00,1.572372072889600014e+00
7.301585932203390195e-02,1.662003220338980070e+00,1.090338555382379893e+00
7.466372203389830264e-02,1.662003220338980070e+00,6.695915052053870165e-01
7.631158474576270334e-02,1.662003220338980070e+00,3.500827648540200121e-01
7.795944745762710404e-02,1.662003220338980070e+00,1.553362592220310090e-01
7.960731016949150474e-02,1.662003220338980070e+00,9.780611860429519466e-02
8.125517288135590543e-02,1.662003220338980070e+00,1.829986075689629954e-01
8.290303559322030613e-02,1.662003220338980070e+00,4.117628176797449857e-01
8.455089830508470683e-02,1.662003220338980070e+00,7.810736504673569947e-01
8.619876101694909365e-02,1.662003220338980070e+00,1.283650514586820002e+00
8.784662372881349435e-02,1.662003220338980070e+00,1.906733926783469979e+00
8.949448644067800607e-02,1.662003220338980070e+00,2.630650728953559891e+00
9.114234915254240676e-02,1.662003220338980070e+00,3.428593937711450046e+00
9.279021186440679358e-02,1.662003220338980070e+00,4.269923782854360361e+00
9.443807457627119428e-02,1.662003220338980070e+00,5.128588634784390088e+00
9.608593728813559498e-02,1.662003220338980070e+00,5.994111877679480394e+00
9.773379999999999568e-02,1.662003220338980070e+00,6.877752292529899947e+00
5.098999999999999800e-04,1.662577288135590026e+00,1.046687080171700046e+01
2.157762711864400027e-03,1.662577288135590026e+00,1.056676833200210019e+01
3.805625423728799857e-03,1.662577288135590026e+00,1.086646092285739940e+01
5.453488135593200122e-03,1.662577288135590026e+00,1.136594857428299932e+01
7.101350847457599952e-03,1.662577288135590026e+00,1.206523128627880048e+01
8.749213559322000650e-03,1.662577288135590026e+00,1.296430905884479934e+01
1.039707627118639961e-02,1.662577288135590026e+00,1.406318189198099944e+01
1.204493898305080031e-02,1.662577288135590026e+00,1.536184978568729953e+01
1.369280169491529989e-02,1.662577288135590026e+00,1.686031273996210089e+01
1.534066440677970058e-02,1.662577288135590026e+00,1.855857075477349838e+01
1.698852711864410128e-02,1.662577288135590026e+00,2.045662382952169978e+01
1.863638983050849851e-02,1.662577288135590026e+00,2.255447195287149853e+01
2.028425254237289921e-02,1.662577288135590026e+00,2.485211491060470124e+01
2.193211525423729991e-02,1.662577288135590026e+00,2.734954865244079869e+01
2.357997796610170060e-02,1.662577288135590026e+00,3.004669656574689895e+01
2.522784067796610130e-02,1.662577288135590026e+00,3.294210933548350084e+01
2.687570338983049853e-02,1.662577288135590026e+00,3.600854072146100293e+01
2.852356610169489923e-02,1.662577288135590026e+00,3.879001547397979976e+01
3.017142881355929993e-02,1.662577288135590026e+00,3.851469879372800165e+01
3.181929152542369715e-02,1.662577288135590026e+00,3.532934997155700074e+01
3.346715423728809785e-02,1.662577288135590026e+00,3.191125115548249980e+01
3.511501694915249855e-02,1.662577288135590026e+00,2.866628294440840108e+01
3.676287966101689925e-02,1.662577288135590026e+00,2.561827899767610006e+01
3.841074237288139709e-02,1.662577288135590026e+00,2.276843478267349852e+01
4.005860508474579779e-02,1.662577288135590026e+00,2.011672699034199852e+01
4.170646779661019848e-02,1.662577288135590026e+00,1.766304023581200155e+01
4.335433050847459918e-02,1.662577288135590026e+00,1.540720996359210027e+01
4.500219322033899988e-02,1.662577288135590026e+00,1.334899827791049987e+01
4.665005593220340058e-02,1.662577288135590026e+00,1.148804999103309932e+01
4.829791864406780127e-02,1.662577288135590026e+00,9.823820722501800162e+00
4.994578135593220197e-02,1.662577288135590026e+00,8.355458252902790761e+00
5.159364406779660267e-02,1.662577288135590026e+00,7.081603907226999617e+00
5.324150677966100337e-02,1.662577288135590026e+00,6.000054826952509579e+00
5.488936949152539713e-02,1.662577288135590026e+00,5.107181406813039892e+00
5.653723220338979782e-02,1.662577288135590026e+00,4.396913937010840101e+00
5.818509491525419852e-02,1.662577288135590026e+00,3.858990345897129970e+00
5.983295762711859922e-02,1.662577288135590026e+00,3.476033783914069808e+00
6.148082033898299992e-02,1.662577288135590026e+00,3.219145486571870052e+00
6.312868305084749776e-02,1.662577288135590026e+00,3.042822965313430217e+00
6.477654576271189846e-02,1.662577288135590026e+00,2.883455811805370139e+00
6.642440847457629916e-02,1.662577288135590026e+00,2.670394413966469926e+00
6.807227118644069985e-02,1.662577288135590026e+00,2.354404015531439853e+00
6.972013389830510055e-02,1.662577288135590026e+00,1.935488796034160019e+00
7.136799661016950125e-02,1.662577288135590026e+00,1.460388561667109952e+00
7.301585932203390195e-02,1.662577288135590026e+00,9.929906517381159592e-01
7.466372203389830264e-02,1.662577288135590026e+00,5.882965463790990057e-01
7.631158474576270334e-02,1.662577288135590026e+00,2.838519006023729752e-01
7.795944745762710404e-02,1.662577288135590026e+00,1.020275032704189982e-01
7.960731016949150474e-02,1.662577288135590026e+00,5.475867917026090020e-02
8.125517288135590543e-02,1.662577288135590026e+00,1.472102281081200115e-01
8.290303559322030613e-02,1.662577288135590026e+00,3.797796583871599907e-01
8.455089830508470683e-02,1.662577288135590026e+00,7.486766290908309918e-01
8.619876101694909365e-02,1.662577288135590026e+00,1.245376984253780073e+00
8.784662372881349435e-02,1.662577288135590026e+00,1.855321964539349944e+00
8.949448644067800607e-02,1.662577288135590026e+00,2.556686122816619999e+00
9.114234915254240676e-02,1.662577288135590026e+00,3.320955442042790029e+00
9.279021186440679358e-02,1.662577288135590026e+00,4.117721216138930274e+00
9.443807457627119428e-02,1.662577288135590026e+00,4.924461817220429971e+00
9.608593728813559498e-02,1.662577288135590026e+00,5.737050298112690072e+00
9.773379999999999568e-02,1.662577288135590026e+00,6.573127223100930117e+00
5.098999999999999800e-04,1.663151355932199982e+00,1.109727565368620006e+01
2.157762711864400027e-03,1.663151355932199982e+00,1.119717318397129979e+01
3.805625423728799857e-03,1.663151355932199982e+00,1.149686577482660077e+01
5.453488135593200122e-03,1.663151355932199982e+00,1.199635342625220069e+01
7.101350847457599952e-03,1.663151355932199982e+00,1.269563613824800008e+01
8.749213559322000650e-03,1.663151355932199982e+00,1.359471391081400071e+01
1.039707627118639961e-02,1.663151355932199982e+00,1.469358674395020081e+01
1.204493898305080031e-02,1.663151355932199982e+00,1.599225463765649913e+01
1.369280169491529989e-02,1.663151355932199982e+00,1.749071759193060061e+01
1.534066440677970058e-02,1.663151355932199982e+00,1.918897560672949965e+01
1.698852711864410128e-02,1.663151355932199982e+00,2.108702868124149887e+01
1.863638983050849851e-02,1.663151355932199982e+00,2.318487680014679952e+01
2.028425254237289921e-02,1.663151355932199982e+00,2.548251967420659980e+01
2.193211525423729991e-02,1.663151355932199982e+00,2.797995184039699978e+01
2.357997796610170060e-02,1.663151355932199982e+00,3.067707007599780056e+01
2.522784067796610130e-02,1.663151355932199982e+00,3.357192412364239686e+01
2.687570338983049853e-02,1.663151355932199982e+00,3.662798235760430288e+01
2.852356610169489923e-02,1.663151355932199982e+00,3.925737945396320328e+01
3.017142881355929993e-02,1.663151355932199982e+00,3.852776955736619868e+01
3.181929152542369715e-02,1.663151355932199982e+00,3.523781975263639765e+01
3.346715423728809785e-02,1.663151355932199982e+00,3.181634631751740017e+01
3.511501694915249855e-02,1.663151355932199982e+00,2.857448367229019937e+01
3.676287966101689925e-02,1.663151355932199982e+00,2.553003382361130136e+01
3.841074237288139709e-02,1.663151355932199982e+00,2.268386905979090074e+01
4.005860508474579779e-02,1.663151355932199982e+00,2.003594404991530098e+01
4.170646779661019848e-02,1.663151355932199982e+00,1.758613410013720113e+01
4.335433050847459918e-02,1.663151355932199982e+00,1.533426122855400031e+01
4.500219322033899988e-02,1.663151355932199982e+00,1.328006640341829936e+01
4.665005593220340058e-02,1.663151355932199982e+00,1.142316104023059964e+01
4.829791864406780127e-02,1.663151355932199982e+00,9.762947843881779164e+00
4.994578135593220197e-02,1.663151355932199982e+00,8.298490539273489119e+00
5.159364406779660267e-02,1.663151355932199982e+00,7.028296813462070247e+00
5.324150677966100337e-02,1.663151355932199982e+00,5.949951911443339903e+00
5.488936949152539713e-02,1.663151355932199982e+00,5.059493277082739660e+00
5.653723220338979782e-02,1.663151355932199982e+00,4.350338761176160141e+00
5.818509491525419852e-02,1.663151355932199982e+00,3.811470942024360209e+00
5.983295762711859922e-02,1.663151355932199982e+00,3.424496095820449781e+00
6.148082033898299992e-02,1.663151355932199982e+00,3.159407642584119991e+00
6.312868305084749776e-02,1.663151355932199982e+00,2.970147383503059846e+00
6.477654576271189846e-02,1.663151355932199982e+00,2.794411950258580024e+00
6.642440847457629916e-02,1.663151355932199982e+00,2.565874845185879938e+00
6.807227118644069985e-02,1.663151355932199982e+00,2.241293423588050171e+00
6.972013389830510055e-02,1.663151355932199982e+00,1.824125372237120013e+00
7.136799661016950125e-02,1.663151355932199982e+00,1.359691431654659999e+00
7.301585932203390195e-02,1.663151355932199982e+00,9.077696210287750089e-01
7.466372203389830264e-02,1.663151355932199982e+00,5.196140999878530176e-01
7.631158474576270334e-02,1.663151355932199982e+00,2.304802520225329998e-01
7.795944745762710404e-02,1.663151355932199982e+00,6.161199242450209751e-02
7.960731016949150474e-02,1.663151355932199982e+00,2.441059946690799995e-02
8.125517288135590543e-02,1.663151355932199982e+00,1.236683649438539978e-01
8.290303559322030613e-02,1.663151355932199982e+00,3.592900520280600252e-01
8.455089830508470683e-02,1.663151355932199982e+00,7.266690607621429931e-01
8.619876101694909365e-02,1.663151355932199982e+00,1.215989496621270094e+00
8.784662372881349435e-02,1.663151355932199982e+00,1.810899938786040053e+00
8.949448644067800607e-02,1.663151355932199982e+00,2.487604521976550132e+00
9.114234915254240676e-02,1.663151355932199982e+00,3.216402083324709782e+00
9.279021186440679358e-02,1.663151355932199982e+00,3.967985446250850146e+00
9.443807457627119428e-02,1.663151355932199982e+00,4.724158711328979798e+00
9.608593728813559498e-02,1.663151355932199982e+00,5.487160866052049890e+00
9.773379999999999568e-02,1.663151355932199982e+00,6.280076435294340342e+00
5.098999999999999800e-04,1.663725423728809938e+00,1.176000895960249970e+01
2.157762711864400027e-03,1.663725423728809938e+00,1.185990648988759943e+01
3.805625423728799857e-03,1.663725423728809938e+00,1.215959908074299989e+01
5.453488135593200122e-03,1.663725423728809938e+00,1.265908673216850033e+01
7.101350847457599952e-03,1.663725423728809938e+00,1.335836944416429972e+01
8.749213559322000650e-03,1.663725423728809938e+00,1.425744721673030035e+01
1.039707627118639961e-02,1.663725423728809938e+00,1.535632004986650045e+01
1.204493898305080031e-02,1.663725423728809938e+00,1.665498794357279877e+01
1.369280169491529989e-02,1.663725423728809938e+00,1.815345089784599963e+01
1.534066440677970058e-02,1.663725423728809938e+00,1.985170891262760051e+01
1.698852711864410128e-02,1.663725423728809938e+00,2.174976198681400064e+01
1.863638983050849851e-02,1.663725423728809938e+00,2.384761009959260036e+01
2.028425254237289921e-02,1.663725423728809938e+00,2.614525285831939883e+01
2.193211525423729991e-02,1.663725423728809938e+00,2.864268285288320115e+01
2.357997796610170060e-02,1.663725423728809938e+00,3.133976018999040036e+01
2.522784067796610130e-02,1.663725423728809938e+00,3.423384456912680207e+01
2.687570338983049853e-02,1.663725423728809938e+00,3.727568899524609947e+01
2.852356610169489923e-02,1.663725423728809938e+00,3.971164597921220007e+01
3.017142881355929993e-02,1.663725423728809938e+00,3.853225178884179769e+01
3.181929152542369715e-02,1.663725423728809938e+00,3.515919026099140154e+01
3.346715423728809785e-02,1.663725423728809938e+00,3.173524092281639852e+01
3.511501694915249855e-02,1.663725423728809938e+00,2.849586751005460172e+01
3.676287966101689925e-02,1.663725423728809938e+00,2.545426382697390011e+01
3.841074237288139709e-02,1.663725423728809938e+00,2.261105578533059912e+01
4.005860508474579779e-02,1.663725423728809938e+00,1.996618129758930138e+01
4.170646779661019848e-02,1.663725423728809938e+00,1.751950806869649924e+01
4.335433050847459918e-02,1.663725423728809938e+00,1.527084641726360026e+01
4.500219322033899988e-02,1.663725423728809938e+00,1.321991815168020068e+01
4.665005593220340058e-02,1.663725423728809938e+00,1.136630358877079949e+01
4.829791864406780127e-02,1.663725423728809938e+00,9.709355230194310238e+00
4.994578135593220197e-02,1.663725423728809938e+00,8.248056015159109577e+00
5.159364406779660267e-02,1.663725423728809938e+00,6.980784098620789635e+00
5.324150677966100337e-02,1.663725423728809938e+00,5.904918403400939653e+00
5.488936949152539713e-02,1.663725423728809938e+00,5.016172061770779678e+00
5.653723220338979782e-02,1.663725423728809938e+00,4.307466280988229812e+00
5.818509491525419852e-02,1.663725423728809938e+00,3.767061221240759927e+00
5.983295762711859922e-02,1.663725423728809938e+00,3.375617976626410055e+00
6.148082033898299992e-02,1.663725423728809938e+00,3.102168891875479950e+00
6.312868305084749776e-02,1.663725423728809938e+00,2.900347708338050001e+00
6.477654576271189846e-02,1.663725423728809938e+00,2.709422812252349821e+00
6.642440847457629916e-02,1.663725423728809938e+00,2.467377309266169938e+00
6.807227118644069985e-02,1.663725423728809938e+00,2.136434446642600182e+00
6.972013389830510055e-02,1.663725423728809938e+00,1.722832509890710018e+00
7.136799661016950125e-02,1.663725423728809938e+00,1.270232214773389989e+00
7.301585932203390195e-02,1.663725423728809938e+00,8.344613662002310361e-01
7.466372203389830264e-02,1.663725423728809938e+00,4.632291635551890052e-01
7.631158474576270334e-02,1.663725423728809938e+00,1.895904259056190033e-01
7.795944745762710404e-02,1.663725423728809938e+00,3.366471098929479933e-02
7.960731016949150474e-02,1.663725423728809938e+00,6.287033044212400265e-03
8.125517288135590543e-02,1.663725423728809938e+00,1.118373857869330024e-01
8.290303559322030613e-02,1.663725423728809938e+00,3.496876065873359973e-01
8.455089830508470683e-02,1.663725423728809938e+00,7.143777358493980101e-01
8.619876101694909365e-02,1.663725423728809938e+00,1.194785493353609951e+00
8.784662372881349435e-02,1.663725423728809938e+00,1.772836076550960094e+00
8.949448644067800607e-02,1.663725423728809938e+00,2.423037276039989862e+00
9.114234915254240676e-02,1.663725423728809938e+00,3.115098945276590037e+00
9.279021186440679358e-02,1.663725423728809938e+00,3.821635718022160066e+00
9.443807457627119428e-02,1.663725423728809938e+00,4.529305991470880421e+00
9.608593728813559498e-02,1.663725423728809938e+00,5.246389351160609671e+00
9.773379999999999568e-02,1.663725423728809938e+00,6.000355012559709600e+00
5.098999999999999800e-04,1.664299491525419894e+00,1.245507071946600064e+01
2.157762711864400027e-03,1.664299491525419894e+00,1.255496824975110037e+01
3.805625423728799857e-03,1.664299491525419894e+00,1.285466084060639957e+01
5.453488135593200122e-03,1.664299491525419894e+00,1.335414849203199950e+01
7.101350847457599952e-03,1.664299491525419894e+00,1.405343120402780066e+01
8.749213559322000650e-03,1.664299491525419894e+00,1.495250897659379952e+01
1.039707627118639961e-02,1.664299491525419894e+00,1.605138180972999962e+01
1.204493898305080031e-02,1.664299491525419894e+00,1.735004970343619846e+01
1.369280169491529989e-02,1.664299491525419894e+00,1.884851265770809903e+01
1.534066440677970058e-02,1.664299491525419894e+00,2.054677067246580080e+01
1.698852711864410128e-02,1.664299491525419894e+00,2.244482374620190157e+01
1.863638983050849851e-02,1.664299491525419894e+00,2.454267185050510136e+01
2.028425254237289921e-02,1.664299491525419894e+00,2.684031444967340008e+01
2.193211525423729991e-02,1.664299491525419894e+00,2.933774143963789882e+01
2.357997796610170060e-02,1.664299491525419894e+00,3.203476218747049842e+01
2.522784067796610130e-02,1.664299491525419894e+00,3.492778194406240289e+01
2.687570338983049853e-02,1.664299491525419894e+00,3.795010378460509770e+01
2.852356610169489923e-02,1.664299491525419894e+00,4.014422859797659981e+01
3.017142881355929993e-02,1.664299491525419894e+00,3.853285325481370194e+01
3.181929152542369715e-02,1.664299491525419894e+00,3.509482417703389956e+01
3.346715423728809785e-02,1.664299491525419894e+00,3.166895999835410080e+01
3.511501694915249855e-02,1.664299491525419894e+00,2.843143695489819933e+01
3.676287966101689925e-02,1.664299491525419894e+00,2.539196128487580140e+01
3.841074237288139709e-02,1.664299491525419894e+00,2.255097276728029954e+01
4.005860508474579779e-02,1.664299491525419894e+00,1.990839663505920143e+01
4.170646779661019848e-02,1.664299491525419894e+00,1.746409434841130093e+01
4.335433050847459918e-02,1.664299491525419894e+00,1.521786602429419943e+01
4.500219322033899988e-02,1.664299491525419894e+00,1.316941619786109996e+01
4.665005593220340058e-02,1.664299491525419894e+00,1.131829652254559981e+01
4.829791864406780127e-02,1.664299491525419894e+00,9.663812513689029160e+00
4.994578135593220197e-02,1.664299491525419894e+00,8.204870692155589396e+00
5.159364406779660267e-02,1.664299491525419894e+00,6.939725821840239561e+00
5.324150677966100337e-02,1.664299491525419894e+00,5.865559566579220174e+00
5.488936949152539713e-02,1.664299491525419894e+00,4.977775040783999572e+00
5.653723220338979782e-02,1.664299491525419894e+00,4.268821233920379932e+00
5.818509491525419852e-02,1.664299491525419894e+00,3.726280791657210045e+00
5.983295762711859922e-02,1.664299491525419894e+00,3.329954751130769885e+00
6.148082033898299992e-02,1.664299491525419894e+00,3.048067495413920192e+00
6.312868305084749776e-02,1.664299491525419894e+00,2.834170944025550032e+00
6.477654576271189846e-02,1.664299491525419894e+00,2.629297622745490060e+00
6.642440847457629916e-02,1.664299491525419894e+00,2.375630801479239995e+00
6.807227118644069985e-02,1.664299491525419894e+00,2.040318567654960002e+00
6.972013389830510055e-02,1.664299491525419894e+00,1.631809141494729998e+00
7.136799661016950125e-02,1.664299491525419894e+00,1.191967275112320035e+00
7.301585932203390195e-02,1.664299491525419894e+00,7.728622927658640451e-01
7.466372203389830264e-02,1.664299491525419894e+00,4.188473986450140241e-01
7.631158474576270334e-02,1.664299491525419894e+00,1.608416668596920063e-01
7.795944745762710404e-02,1.664299491525419894e+00,1.781952265492510110e-02
7.960731016949150474e-02,1.664299491525419894e+00,0.000000000000000000e+00
8.125517288135590543e-02,1.664299491525419894e+00,1.113017629976530004e-01
8.290303559322030613e-02,1.664299491525419894e+00,3.505250620741239831e-01
8.455089830508470683e-02,1.664299491525419894e+00,7.113355673158270331e-01
8.619876101694909365e-02,1.664299491525419894e+00,1.181326770370130008e+00
