"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045765","regulation of angiogenesis","16/189","352/18842",0.0454545454545455,4.53150553150553,6.73242150792422,5.53757073030659e-07,0.00235847006539513,0.00235847006539513,"CYP1B1/TGM2/SERPINE1/TSPAN12/MIR29C/MIR145/ANGPT2/PTGIS/CCL11/THBS1/CEMIP2/NPPB/STAT3/MIR21/ADAMTS9/CHI3L1",16
"GO:1901342","regulation of vasculature development","16/189","362/18842",0.0441988950276243,4.40632582069046,6.58715708384041,8.02200702515349e-07,0.00235847006539513,0.00235847006539513,"CYP1B1/TGM2/SERPINE1/TSPAN12/MIR29C/MIR145/ANGPT2/PTGIS/CCL11/THBS1/CEMIP2/NPPB/STAT3/MIR21/ADAMTS9/CHI3L1",16
"GO:0030336","negative regulation of cell migration","15/189","365/18842",0.0410958904109589,4.09697760382692,6.01419214789495,4.37255145908203e-06,0.0055196734864147,0.0055196734864147,"CYP1B1/TIMP1/SERPINE1/MIR133A1/STC1/MIR29C/SERPINB1/MIR145/BMP5/ANGPT2/ADIPOQ/THBS1/MIR21/ADAMTS9/CCL2",15
"GO:0032102","negative regulation of response to external stimulus","16/189","416/18842",0.0384615384615385,3.83435083435083,5.88427917930141,4.8409210843398e-06,0.0055196734864147,0.0055196734864147,"IL1RAP/IL1R2/NR4A3/SERPINE1/SPP1/SMAD3/MIR145/ANGPT2/PTGIS/SERPINE2/ADIPOQ/THBS1/STAT3/MIR21/C1QTNF1/CCL2",16
"GO:0050729","positive regulation of inflammatory response","10/189","166/18842",0.0602409638554217,6.0056097405495,6.52045091904556,6.98014690956131e-06,0.0055196734864147,0.0055196734864147,"IL1RAP/SERPINE1/S100A12/OSMR/IL1RL1/S100A8/STAT3/MIR21/PLA2G2A/S100A9",10
"GO:2000146","negative regulation of cell motility","15/189","380/18842",0.0394736842105263,3.93525480367586,5.81844273309196,7.10081065873943e-06,0.0055196734864147,0.0055196734864147,"CYP1B1/TIMP1/SERPINE1/MIR133A1/STC1/MIR29C/SERPINB1/MIR145/BMP5/ANGPT2/ADIPOQ/THBS1/MIR21/ADAMTS9/CCL2",15
"GO:0050727","regulation of inflammatory response","16/189","429/18842",0.0372960372960373,3.71815838482505,5.73257387818877,7.13433220239458e-06,0.0055196734864147,0.0055196734864147,"IL1RAP/IL1R2/NR4A3/SERPINE1/S100A12/SMAD3/MIR145/PTGIS/OSMR/IL1RL1/ADIPOQ/S100A8/STAT3/MIR21/PLA2G2A/S100A9",16
"GO:0043065","positive regulation of apoptotic process","17/189","484/18842",0.0351239669421488,3.50161791070882,5.61228229189107,8.05808097830253e-06,0.0055196734864147,0.0055196734864147,"CYP1B1/GRAMD4/TGM2/MYC/MIR29C/PTGIS/G0S2/ADIPOQ/THBS1/GADD45B/RIPK2/S100A8/MIR21/S100A9/MLLT11/CCL2/RNF122",17
"GO:0002544","chronic inflammatory response","4/189","14/18842",0.285714285714286,28.4837490551776,10.3549124011571,9.07461408006198e-06,0.0055196734864147,0.0055196734864147,"CCL11/THBS1/S100A8/S100A9",4
"GO:0040013","negative regulation of locomotion","15/189","389/18842",0.038560411311054,3.84420777736973,5.7057292718178,9.38719980682772e-06,0.0055196734864147,0.0055196734864147,"CYP1B1/TIMP1/SERPINE1/MIR133A1/STC1/MIR29C/SERPINB1/MIR145/BMP5/ANGPT2/ADIPOQ/THBS1/MIR21/ADAMTS9/CCL2",15
"GO:0001819","positive regulation of cytokine production","17/189","499/18842",0.0340681362725451,3.39635885527669,5.46104148675503,1.19795187492994e-05,0.00640359729508003,0.00640359729508003,"IL1RAP/CYP1B1/NR4A3/PNP/SERPINE1/SMAD3/MIR145/IL1RL1/ADIPOQ/THBS1/HILPDA/RIPK2/STAT3/MIR21/HSPA1A/SLC7A5/CHI3L1",17
"GO:0045766","positive regulation of angiogenesis","10/189","185/18842",0.0540540540540541,5.38881738881739,6.0383878017815,1.80231698273223e-05,0.00883135321538794,0.00883135321538794,"CYP1B1/TGM2/SERPINE1/ANGPT2/PTGIS/CCL11/THBS1/STAT3/MIR21/CHI3L1",10
