"sender","B_cells","Endothelial","Fibroblasts","Granulocytes","Macrophages","Monocytes","Pericytes","T_cells"
"B_cells",0,0,0,0,0,0,0,0
"Endothelial",0,4.10652079082559,5.54384474254934,9.49858885952673,13.8379861465069,21.1740851922491,13.2802641281375,0
"Fibroblasts",0,7.03290295976159,6.96426996089374,17.6454716202344,31.8124269185228,50.2548038097843,5.87209630841739,0
"Granulocytes",0,10.1343073067453,36.9660866555095,98.7006406217615,19.4590786949827,33.6859108659003,19.4562102900563,0
"Macrophages",0,8.66153883530742,37.6271092897901,62.230597478785,162.437677297018,291.480676749577,27.5762966778861,0
"Monocytes",0,5.92651211210901,18.5601155275164,36.9810238417689,41.8147012478809,74.706588869836,11.0029450257925,0
"Pericytes",0,4.36399517982427,4.24552270299303,7.96299029628355,12.383966954712,20.41167556802,6.41980296126659,0
"T_cells",0,0,0,0,0,0,0,0
