"sample","Macrophages","Neutrophils","Monocytes","Dendritic","T_NK","B_cells","Cycling","method"
"H001",0.217318744522924,0.102408176053094,0.147691212587124,0.0700212225658123,0.126733415724877,0.185493343696102,0.150333884850066,"marker_fallback"
"H002",0.232383019704383,0.250108310238327,0.154517697058132,0.050002957558933,0.0638497504172095,0.108813431381775,0.14032483364124,"marker_fallback"
"H003",0.26006789306186,0.0934346559574748,0.146696028735851,0.081809807921754,0.0922364582131369,0.151301635303841,0.174453520806083,"marker_fallback"
"H004",0.219297357371779,0.244582721189986,0.142251988890163,0.0490299853716901,0.084160310341722,0.10807043790978,0.152607198924879,"marker_fallback"
"H007",0.212419959223462,0.197298244572393,0.15802439605362,0.058725305816327,0.099998679092314,0.118534579736512,0.154998835505372,"marker_fallback"
"H009",0.237483590903416,0.161381476421126,0.157431503222881,0.0720061099762273,0.0901553877076341,0.10521544000238,0.176326491766335,"marker_fallback"
"H011",0.210419214823708,0.159325960811335,0.166327977290878,0.071119359338672,0.108266275509913,0.108921295447955,0.17561991677754,"marker_fallback"
