"gene","log2FC","pvalue","padj","pct.1","pct.2"
"Rc3h1",-0.797138984377939,2.3701196548355e-33,6.34244019633979e-29,0.334,0.449
"1810058I24Rik",0.494826654590892,2.40956064953593e-33,6.44798429815814e-29,0.577,0.447
"Agrn",-1.84853589378557,2.42523281835107e-33,6.48992302190745e-29,0.055,0.128
"Ppp2r3a",-1.43952624476134,2.53543268903926e-33,6.78481787586906e-29,0.098,0.204
"Sp140",0.666167902786883,2.60600846881828e-33,6.97367866255772e-29,0.401,0.273
"Pid1",0.413686546085313,2.72776089046782e-33,7.29948814289189e-29,0.729,0.54
"Luzp1",-0.882680501797719,2.88777218578306e-33,7.72767836915548e-29,0.428,0.542
"Spen",-0.966674528494078,2.93235885161665e-33,7.84699228692616e-29,0.324,0.466
"Trappc2l",0.485456000544022,3.20453542840778e-33,8.57533680641921e-29,0.503,0.379
"Sox4",-1.91170590265539,3.30326486952302e-33,8.83953679084359e-29,0.053,0.142
"Rack1",0.264658297871273,3.75123257795825e-33,1.00382983786163e-28,0.929,0.901
"Kat6a",-0.701397022852144,4.12274651446816e-33,1.10324696727168e-28,0.442,0.546
"Rbms1",-0.475628313674343,4.16541773661536e-33,1.11466578631827e-28,0.714,0.748
"AI413582",0.727395151103571,4.17087696471328e-33,1.11612667575727e-28,0.367,0.246
"Fam193a",-0.847950801852128,4.41698441777797e-33,1.18198503019738e-28,0.315,0.435
"Vmp1",0.676506311256609,4.76286747831015e-33,1.2745433371958e-28,0.532,0.393
"Tifa",0.714049365751345,4.78011095257713e-33,1.27915769090964e-28,0.423,0.284
"4932438A13Rik",-0.772655887972039,4.84352605357961e-33,1.2961275719379e-28,0.363,0.476
"Hmgn3",-2.23278849504416,5.30048828677073e-33,1.41841066553985e-28,0.029,0.104
"Atp5g1",0.481569618874751,5.64893000304585e-33,1.51165366881507e-28,0.727,0.637
"Csk",0.42641298640978,5.75535927275791e-33,1.54013414139002e-28,0.56,0.424
"Itpripl2",-0.718139785854025,5.94200470760162e-33,1.59008045975419e-28,0.454,0.539
"Mapkapk2",0.480425458383138,6.01333255683146e-33,1.6091677922081e-28,0.582,0.449
"Adgrg1",-1.02514616783604,6.0652517690717e-33,1.62306137340359e-28,0.089,0.189
"Atf4",-0.632368262273733,7.19096484309841e-33,1.92430219201314e-28,0.541,0.625
"Lmcd1",-2.25057714933486,7.34903865752139e-33,1.96660274475272e-28,0.031,0.102
"Crebzf",-1.17898278951008,8.65281111484597e-33,2.31549225433278e-28,0.175,0.304
"Gpx7",-1.75868009250068,8.73421868366685e-33,2.33727691974925e-28,0.059,0.141
"Slc38a2",-0.605926499479962,9.11341555846525e-33,2.4387500034453e-28,0.57,0.647
"Ahdc1",-1.69340577894051,9.46876715179693e-33,2.53384208982086e-28,0.057,0.142
"Rbm25",-0.471682567707978,1.00641575361046e-32,2.69316855666159e-28,0.693,0.744
"Gata2",-1.73657871223363,1.07370654789308e-32,2.87323872216189e-28,0.054,0.146
"Myo1g",0.925104667114287,1.11954142313268e-32,2.99589284830306e-28,0.347,0.219
"Rps12",0.218569403823597,1.16632537374386e-32,3.12108670013856e-28,0.966,0.966
"Unc119",1.03386377007163,1.17607396369225e-32,3.14717392684045e-28,0.319,0.203
"Tspan9",-1.85188365864562,1.24960889652036e-32,3.34395340708849e-28,0.043,0.125
"Gsk3b",-0.564262047951273,1.44614983997314e-32,3.86989697176811e-28,0.569,0.641
"Mt2",1.29381979015748,1.45360283346027e-32,3.88984118233967e-28,0.265,0.149
"Gpbp1",-0.826333551548464,1.87384465663723e-32,5.01440830116122e-28,0.42,0.536
"Rnf130",0.453062959943791,1.91784022721004e-32,5.13214044801406e-28,0.759,0.631
"Soat1",0.618146708654136,2.18378737252734e-32,5.84381500888315e-28,0.428,0.312
"Btk",0.603608406583195,2.31169214057662e-32,6.18608816818304e-28,0.385,0.258
"Ten1",0.753118708304937,2.55003966059604e-32,6.823906131755e-28,0.412,0.286
"Ppp4r3a",-0.933151142200509,2.55750058589716e-32,6.84387156786081e-28,0.316,0.448
"Slfn1",1.92399818524309,2.64439337481106e-32,7.0763966709944e-28,0.166,0.072
"Llph",0.477159333200803,2.76859572008724e-32,7.40876214695344e-28,0.513,0.384
"Eps8",0.630873783223972,2.85080384093516e-32,7.6287510783425e-28,0.584,0.424
"Gjc1",-2.21854996854216,3.05352237708645e-32,8.17122588108333e-28,0.03,0.11
"Hecw2",-1.44254526830212,3.52972734887086e-32,9.44555038557843e-28,0.056,0.135
"Bin3",0.723775242817359,3.70381910887347e-32,9.91141993534541e-28,0.321,0.21
"Xrn1",-0.785430673644789,4.1738843208932e-32,1.11693144427102e-27,0.377,0.489
"Eif5a",0.376516680900777,4.45434793314635e-32,1.19198350690996e-27,0.829,0.771
"F11r",-1.50940356393112,4.60120304700872e-32,1.23128193537953e-27,0.157,0.268
"Prdm2",-0.860489409437843,4.76997706913008e-32,1.27644586369921e-27,0.331,0.46
"Ogt",-0.608146996752253,5.02598133406346e-32,1.34495260499538e-27,0.49,0.587
"Smg6",-1.00173762574651,5.07856752084957e-32,1.35902466857934e-27,0.279,0.409
"Eif3k",0.386143451281842,5.45407978299727e-32,1.45951174993007e-27,0.773,0.689
"Pbx1",-1.04080971129401,5.87142584890703e-32,1.57119355716752e-27,0.182,0.305
"Ubr1",-1.19691573734193,5.88229046469811e-32,1.57410092835321e-27,0.164,0.278
"Atp6ap2",0.511883084462089,5.93031874139537e-32,1.5869532951974e-27,0.609,0.49
"Selenop",0.452900927699704,5.99081958309152e-32,1.60314332043529e-27,0.914,0.863
"Atxn7",-0.999377236466719,6.10222156504271e-32,1.63295449080543e-27,0.233,0.355
"Tsc22d4",0.366535817872897,7.00004086281477e-32,1.87321093488923e-27,0.716,0.588
"Rbm5",-0.587501630746651,7.01888837605457e-32,1.8782545294322e-27,0.604,0.684
"Ttc14",-0.822599796371538,7.90473987123029e-32,2.11530838954122e-27,0.436,0.553
"Cenpx",0.650832456156737,8.26485146563459e-32,2.21167425220381e-27,0.575,0.435
"Trip12",-0.631617169806065,8.64479044890046e-32,2.31334592412576e-27,0.473,0.555
"Rab5c",0.472791271310228,8.67439834769802e-32,2.32126899784399e-27,0.689,0.557
"Adssl1",1.44025736871255,9.26326184850684e-32,2.47884887066043e-27,0.19,0.095
"Xlr",0.961899368473639,9.4775773056052e-32,2.53619968697995e-27,0.275,0.176
"Smad5",-1.31717597975769,1.13554306622651e-31,3.03871324522214e-27,0.14,0.246
"Trim44",-0.952036651433397,1.16223103375355e-31,3.11013024632449e-27,0.287,0.419
"App",-0.363847140711063,1.41259487163234e-31,3.78010387648815e-27,0.846,0.865
"Epha4",-2.22710232649765,1.56114591070028e-31,4.17762645703395e-27,0.039,0.124
"Cd55",-1.68969498526543,1.62367482992638e-31,4.344953844883e-27,0.116,0.23
"Fryl",-1.0896916541735,1.86296245787711e-31,4.98528753727915e-27,0.232,0.357
"Dll4",-2.04058440268977,1.89848682344085e-31,5.08035073952771e-27,0.037,0.111
"Ndufa1",0.424587808996603,1.92922261243617e-31,5.1625997108792e-27,0.601,0.48
"Dtx3",-1.55365934879952,2.01283900969304e-31,5.38635718993858e-27,0.065,0.156
"Mbnl2",-0.608091906341727,2.02684956450739e-31,5.42384943462177e-27,0.619,0.69
"Phyh",0.762159956593701,2.07337777440034e-31,5.54835892429532e-27,0.323,0.208
"Spg21",0.465646572757865,2.08543622436384e-31,5.58062733639765e-27,0.498,0.382
"Tmtc1",-1.71964566120052,2.24247532922248e-31,6.00086398099936e-27,0.042,0.117
"Ubr5",-0.872333914219994,2.27497076468706e-31,6.08782176630256e-27,0.373,0.496
"Samhd1",0.367410544580057,2.65919318201604e-31,7.11600095507492e-27,0.739,0.597
"Luc7l3",-0.688321342737354,2.72076078113887e-31,7.28075585032762e-27,0.517,0.624
"Sp1",-0.860368289117557,2.74873836676505e-31,7.35562386946327e-27,0.308,0.427
"Dlg1",-1.0842334853879,3.12090279545227e-31,8.35153588063026e-27,0.174,0.289
"Mki67",1.46708634491135,3.44947226936327e-31,9.2307877928161e-27,0.122,0.052
"Rpl10",0.269379940415749,3.54617460794007e-31,9.48956325084764e-27,0.954,0.94
"Stard13",-2.03484853683836,3.69956146831241e-31,9.90002648920401e-27,0.044,0.122
"Rapgef5",-1.64965426313086,4.32582064646334e-31,1.15758960499359e-26,0.19,0.294
"Mrpl33",0.568941368501525,4.39276731173906e-31,1.17550453262137e-26,0.66,0.535
"Psmd8",0.434603347161537,4.49072322580817e-31,1.20171753522627e-26,0.643,0.525
"Nbl1",-2.57457779961885,4.5694731195365e-31,1.22279100678797e-26,0.024,0.1
"Mllt6",-1.19335500282943,4.66066455232473e-31,1.2471938342021e-26,0.125,0.222
"Cdc37l1",-1.01733552746593,5.03705289944487e-31,1.34791535589145e-26,0.265,0.389
"Dok2",0.548748157503372,5.38533133409651e-31,1.44111466500423e-26,0.46,0.317
"Nr2f2",-2.18165765075645,5.43369496479671e-31,1.4540567725796e-26,0.028,0.104
"Smagp",0.486025064467892,5.51771393127887e-31,1.47654024801023e-26,0.615,0.479
"Safb2",-0.67938882673198,6.42449595965306e-31,1.71919511880316e-26,0.409,0.505
"Pgam1",0.633644796053991,6.43160494844237e-31,1.72109748420318e-26,0.578,0.457
"Nop10",0.497576285439098,7.29474386672338e-31,1.95207345873518e-26,0.6,0.485
"Nfe2l1",-0.778263103872048,7.43652189512806e-31,1.99001325913627e-26,0.453,0.561
"Zfp644",-0.828457952777901,7.62338920636888e-31,2.04001895162431e-26,0.405,0.526
"Psmb2",0.392816248797689,8.11134996215561e-31,2.17059724987284e-26,0.673,0.577
"Qpct",-1.57333465243593,8.23597368664594e-31,2.20394655854645e-26,0.091,0.19
"Per1",-0.903489778597722,9.09092524864821e-31,2.43273159653826e-26,0.239,0.352
"Plscr2",-1.5517936695152,9.45415583740535e-31,2.52993210208967e-26,0.061,0.142
"Slc5a3",-1.47720619286826,9.62129668393994e-31,2.57465899262233e-26,0.065,0.15
"Arl4a",-0.969598202419139,9.70898697405538e-31,2.59812491425722e-26,0.281,0.398
"Sema6d",-1.01463485029406,1.15177632838828e-30,3.08215345476704e-26,0.187,0.296
"Arl5b",-1.34108545384765,1.17642950293582e-30,3.14812534985627e-26,0.101,0.194
"Myo9a",-0.917962895338769,1.28406714099868e-30,3.43616366931246e-26,0.287,0.421
"Atp1a1",0.470404268971149,1.31406170123811e-30,3.51642911251319e-26,0.643,0.523
"Slf2",-1.02547856546102,1.35835533016544e-30,3.63495886352272e-26,0.226,0.354
"Jun",-0.451952232287082,1.46240699176566e-30,3.91340110996489e-26,0.831,0.839
"Sec14l1",-0.69355596880882,1.63270408000441e-30,4.3691161180918e-26,0.57,0.635
"Cmtm7",0.513890812525663,1.73521423961809e-30,4.643433305218e-26,0.615,0.474
"Mkln1",-0.678965249286227,1.87460969659487e-30,5.01645554808787e-26,0.459,0.547
"Nova2",-2.27826762849518,2.01554199461403e-30,5.39359037758714e-26,0.032,0.104
"Rpl18",0.278588134824307,2.08790494775844e-30,5.5872336402016e-26,0.929,0.914
"9930021J03Rik",-0.932269391580139,2.13547481966475e-30,5.71453061742288e-26,0.228,0.344
"Dcbld2",-1.76650138677606,2.2432929153943e-30,6.00305184159513e-26,0.049,0.122
"Phlpp1",-1.74978981543275,2.29160231608696e-30,6.13232779784871e-26,0.073,0.158
"Pum1",-0.675729757727567,2.3129587598041e-30,6.18947764123577e-26,0.408,0.5
"Nars",0.54132650968805,2.4253692665694e-30,6.49028815733973e-26,0.647,0.507
"Slc44a1",-1.46087574250623,2.48715751890044e-30,6.65563352057757e-26,0.169,0.292
"Cdk12",-0.643087602614852,2.57257679750683e-30,6.88421551012828e-26,0.446,0.54
"Irf5",0.606095932079253,2.66038497956216e-30,7.11919020530835e-26,0.491,0.341
"Nmt1",0.608264283406345,2.75819485050463e-30,7.38092941995038e-26,0.507,0.358
"Dsel",-1.51279528093283,2.82509698637361e-30,7.55995953553579e-26,0.086,0.176
"Rbbp6",-0.550127509658796,2.94355695727626e-30,7.87695841767127e-26,0.5,0.573
"Errfi1",-1.17802224460687,3.01667070746698e-30,8.07261081318163e-26,0.233,0.349
"Cbfa2t3",-0.718277911274118,3.01962576915138e-30,8.08051855824908e-26,0.341,0.467
"Slc9a3r1",0.683703436008253,3.12959563759133e-30,8.3747979261944e-26,0.385,0.258
"Ubr3",-1.01762962989255,3.15354946838689e-30,8.43889837740333e-26,0.236,0.353
"Acin1",-0.481846914013026,3.15635382106221e-30,8.44640282516248e-26,0.672,0.72
"Fyn",-1.08267181298306,3.16471660496654e-30,8.46878163489047e-26,0.247,0.376
"Rasal2",-1.19689228180783,3.43286751755393e-30,9.18635347697432e-26,0.159,0.283
"Gatad2b",-0.719731074850067,3.49094657566441e-30,9.34177303647795e-26,0.401,0.495
"Arid4b",-0.731202635838681,3.68776161263614e-30,9.86845007541431e-26,0.441,0.536
"Pitpnm2",-2.17234262402078,3.75600808363859e-30,1.00510776318169e-25,0.033,0.107
"Nf1",-1.14277938095415,3.8010435555171e-30,1.01715925545637e-25,0.183,0.307
"Fnbp4",-0.899830014689209,4.2561114023214e-30,1.13893541126121e-25,0.267,0.385
"Socs5",-1.35106695428442,4.36799185796665e-30,1.16887462119188e-25,0.089,0.166
"Alox5",0.627567128129514,4.48021967939487e-30,1.19890678620607e-25,0.428,0.287
"Abca6",-2.29327479033639,4.71544596388109e-30,1.26185333993458e-25,0.058,0.146
"Tnfsf10",-1.81374632946432,5.09699802073181e-30,1.36395667034783e-25,0.065,0.153
"Dusp8",-2.05517899521637,5.18666063508207e-30,1.38795038594796e-25,0.052,0.138
"Sap30",0.769022905512256,5.50880961524028e-30,1.4741574530383e-25,0.35,0.229
"Anxa2",0.552730150780293,5.5588247085167e-30,1.48754149199907e-25,0.694,0.594
"Hpgd",0.41996209725915,5.77514107912872e-30,1.54542775277484e-25,0.67,0.468
"Zmym5",-0.849264824077094,5.99949870614941e-30,1.60546585376558e-25,0.309,0.427
"Car4",-0.756714033500953,6.08730305395505e-30,1.62896229723837e-25,0.083,0.173
"Numa1",-0.730466584561687,6.39646029542082e-30,1.71169277505461e-25,0.389,0.491
"Atxn2",-0.939790983509375,6.72239022442554e-30,1.79891162405627e-25,0.247,0.361
"Pdlim4",0.801671165523059,6.72837125373946e-30,1.80051214750068e-25,0.369,0.244
"Eef1b2",0.333483398493058,6.89758210679086e-30,1.84579297177724e-25,0.881,0.828
"Trim25",-0.886147170833631,7.6682133914703e-30,2.05201390355745e-25,0.388,0.493
"Rnf144a",-1.62889202554761,7.68935207567385e-30,2.05767061545032e-25,0.081,0.178
"Flna",0.453036662750783,7.80714484474058e-30,2.08919196045258e-25,0.64,0.534
"Reep3",-0.65932808182078,7.93912620713057e-30,2.12451017302814e-25,0.638,0.699
"Tnks",-0.978779057550378,8.4087603350116e-30,2.2501842656491e-25,0.24,0.351
"Rab3il1",0.631880802648576,8.63899926112124e-30,2.31179620227604e-25,0.538,0.394
"Aurkaip1",0.445891805426215,9.45827148781569e-30,2.53103345013948e-25,0.554,0.431
"Tmem219",0.591853331047795,1.01041720276593e-29,2.70387643460162e-25,0.435,0.319
"Etnk1",-0.963782230411754,1.01312496221809e-29,2.71112239889561e-25,0.307,0.433
"Pxdc1",-1.02838847448482,1.18487665784592e-29,3.17072993639567e-25,0.204,0.33
"Tlr1",1.40278363533349,1.1853195564102e-29,3.17191513295368e-25,0.165,0.076
"Cgnl1",-1.99289652385454,1.23446514046262e-29,3.30342871587797e-25,0.045,0.12
"Dock4",-1.21777087404541,1.50964773273865e-29,4.03981733280864e-25,0.229,0.336
"Itprid2",-0.875856178646528,1.66256333727199e-29,4.44901949053985e-25,0.274,0.386
"Sema7a",-1.26426620208628,1.72741194972381e-29,4.6225543774609e-25,0.067,0.158
"Notch1",-1.044051251168,1.74610395349926e-29,4.67257417956403e-25,0.35,0.467
"Zfp652",-0.771668002912473,1.90896935215176e-29,5.10840198635811e-25,0.371,0.479
"Asah1",0.446757353559731,2.11242163466316e-29,5.65284029435862e-25,0.747,0.621
"Mical3",-2.30586011916049,3.03143871395716e-29,8.11212999854937e-25,0.033,0.107
"Ebp",0.555753035230737,3.05880740986635e-29,8.18536862880234e-25,0.508,0.377
"Rasgrp3",-1.17215670277316,3.12997279140853e-29,8.37580718980921e-25,0.3,0.408
"Gopc",-1.19664397671857,3.37984291121552e-29,9.04445963041274e-25,0.218,0.331
"1810026B05Rik",-0.697024226681902,3.40938604198985e-29,9.12351704836484e-25,0.404,0.497
"Zfyve9",-1.17682215052286,3.48739626065482e-29,9.3322723935123e-25,0.109,0.21
"Crk",-0.690830624232946,3.79362441199133e-29,1.01517389264888e-24,0.392,0.492
"Rc3h2",-0.802877033636219,4.12261915754116e-29,1.10321288655801e-24,0.26,0.369
"Bvht",-1.59555949723098,4.35716324887731e-29,1.16597688539957e-24,0.055,0.137
"Nck1",-0.881785883773988,4.49697470128555e-29,1.20339043006401e-24,0.439,0.533
"Ms4a4a",1.46060130039257,4.63200645066213e-29,1.23952492619719e-24,0.184,0.088
"Erc1",-1.53343437309812,4.73393053160136e-29,1.26679981025652e-24,0.096,0.188
"Rpl30",0.191532860231237,5.9889028201933e-29,1.60263039468373e-24,0.934,0.919
"Ace",-1.15115457078948,6.30609660167566e-29,1.68751145060841e-24,0.07,0.159
"Mrpl54",0.628663370642203,6.47209962430587e-29,1.73193385946425e-24,0.465,0.341
"Ndufv3",0.472512946121814,6.76220592071806e-29,1.80956630438415e-24,0.643,0.513
"Celf1",-0.700256467111575,6.79206008965666e-29,1.81755527999212e-24,0.383,0.49
"Uqcr10",0.391262132339982,6.80088902862589e-29,1.81991790406029e-24,0.719,0.612
"Smpdl3b",0.909285867696277,7.39784226714684e-29,1.97966259068849e-24,0.272,0.179
"Il10rb",0.434211559339271,7.47777009950016e-29,2.00105127862624e-24,0.682,0.541
"Basp1",0.571500817570611,7.73193152563158e-29,2.06906487625901e-24,0.474,0.352
"Efnb1",-1.14074194938748,7.89288096154132e-29,2.11213494530846e-24,0.088,0.183
"Dctn3",0.354499396999007,8.31864910195961e-29,2.22607049968439e-24,0.593,0.487
"Twf2",0.469831259606483,8.34791501802972e-29,2.23390205882475e-24,0.503,0.374
"Cd86",0.424118878456433,9.12175709531938e-29,2.44098219870747e-24,0.587,0.399
"Nubp1",0.713489603552033,9.24128281119458e-29,2.47296728027567e-24,0.252,0.157
"Pcnx",-1.32645303195906,9.79635305424609e-29,2.62150407731625e-24,0.122,0.229
"Cst3",0.322054177047083,1.00826772565165e-28,2.69812443384382e-24,0.966,0.956
"Ppp1r12b",-1.61484938817476,1.02072335966924e-28,2.7314557104749e-24,0.064,0.151
"Chmp2a",0.3233056951205,1.04927518335257e-28,2.80786039065147e-24,0.748,0.65
"Arhgef5",-2.28559461284987,1.17193483991172e-28,3.13609763160376e-24,0.047,0.122
"Zc3h7a",-0.782468321037853,1.28971792560349e-28,3.45128516891493e-24,0.356,0.468
"Arhgap9",0.761179789188603,1.31279734180597e-28,3.51304568667277e-24,0.369,0.24
"Sept11",-0.902369646191567,1.35172389875521e-28,3.61721315306895e-24,0.376,0.493
"Ank2",-1.91734599467361,1.38517838343854e-28,3.70673735408154e-24,0.057,0.155
"Scamp2",0.506628581741982,1.48052072272758e-28,3.96187345401899e-24,0.653,0.493
"Nme1",0.518233255728088,1.48223442511849e-28,3.96645932161707e-24,0.532,0.437
"Ssh2",-0.45442963636803,1.57250330246847e-28,4.20801883740564e-24,0.714,0.735
"Lats1",-1.12305939736525,1.65741743443327e-28,4.43524905454344e-24,0.151,0.257
"Dhrs1",0.754193714702155,1.67720629545874e-28,4.48820404664758e-24,0.385,0.249
"Son",-0.28852912889489,1.68932355852108e-28,4.52062984260241e-24,0.881,0.895
"Sox7",-1.98303861251073,1.70093190091198e-28,4.55169376684045e-24,0.034,0.103
"Dbnl",0.448737230006839,1.701178901792e-28,4.55235474119539e-24,0.508,0.387
"Gm37376",-1.32434563451859,1.7490600113247e-28,4.68048459030491e-24,0.151,0.276
"Ubr2",-0.821180204600687,1.76582738481184e-28,4.72535408175648e-24,0.396,0.508
"Prdx2",0.413705307276094,1.78931311154103e-28,4.78820188648379e-24,0.716,0.632
"Naaa",0.607650230107876,1.88392208144497e-28,5.04137548994674e-24,0.447,0.33
"Cdkn2d",1.02946850895249,2.00036596961003e-28,5.35297933467643e-24,0.302,0.194
"Otud7b",-1.2163329124068,2.1065878842391e-28,5.63722917822384e-24,0.112,0.218
"Rps27",0.206247626483575,2.27623486623495e-28,6.09120450204473e-24,0.956,0.948
"Rab24",0.572642944163894,2.42550608723423e-28,6.49065428943881e-24,0.431,0.309
"Bax",0.441872293694457,2.4380624387368e-28,6.52425508605969e-24,0.664,0.56
"Ptma",-0.259018939888532,2.55383211923141e-28,6.83405475106326e-24,0.944,0.972
"Ints8",-1.09798788586576,2.82578243262941e-28,7.56179378971629e-24,0.113,0.192
"Zmym2",-0.8251022078404,2.87698193098972e-28,7.69880364732849e-24,0.219,0.32
"Cox17",0.437469152988374,3.31654447327203e-28,8.87507301047595e-24,0.445,0.319
"Actn4",-0.995618606565091,3.74751613812415e-28,1.00283531856202e-23,0.425,0.538
"Npr1",-1.74421549402518,3.85035592052778e-28,1.03035524433323e-23,0.069,0.153
"Cd38",0.402154510686308,4.09280367595259e-28,1.09523426368491e-23,0.47,0.328
"Dicer1",-1.00995919973887,4.23715206773259e-28,1.13386189332524e-23,0.256,0.369
"Ppm1f",-1.77407889789585,4.4405323712559e-28,1.18828646254808e-23,0.06,0.133
"Scai",-1.62629996885375,4.50453247732998e-28,1.2054128909335e-23,0.068,0.153
"Igfbp3",-1.5013135636926,4.65751447240358e-28,1.2463508728152e-23,0.052,0.131
"Itsn2",-0.611017739793758,4.95898976378096e-28,1.32702566078778e-23,0.527,0.594
"Dok4",-2.24266385117329,5.38155277001538e-28,1.44010352125612e-23,0.043,0.118
"Slc39a10",-0.958011976933823,6.26255602370599e-28,1.67585999194372e-23,0.239,0.346
"Ube2a",0.468442161989074,6.48241994619831e-28,1.73469557760267e-23,0.423,0.312
"2310001H17Rik",1.00146676041005,6.63448027412795e-28,1.77538692135664e-23,0.205,0.109
"Nos3",-2.14346307609042,6.78172973928916e-28,1.81479087823378e-23,0.039,0.117
"Selenos",0.53545964104768,7.32559642221876e-28,1.96032960258574e-23,0.532,0.406
"Pla2g15",0.85760173017743,7.42442928612555e-28,1.9867772769672e-23,0.398,0.262
"Pbrm1",-0.608880584021971,7.57582494109223e-28,2.02729075423628e-23,0.548,0.617
"Plekha5",-1.8581154831517,7.6292107700171e-28,2.04157680205657e-23,0.062,0.152
"Cuedc2",0.484073819544025,7.65084881599496e-28,2.04736714316025e-23,0.56,0.435
"Gmnn",1.13403935755443,8.06093806729574e-28,2.15710702680834e-23,0.204,0.103
"Epc1",-0.737564420238535,9.87345308019748e-28,2.64213604426085e-23,0.292,0.394
"Ap2a2",0.513578750772128,9.92250134673565e-28,2.65526136038646e-23,0.687,0.554
"Pik3r5",1.27718997502165,1.0778418244675e-27,2.88430472227503e-23,0.2,0.105
"Zfp407",-1.11003412677237,1.09065712113367e-27,2.9185984561537e-23,0.16,0.262
"Uqcrb",0.35349155960655,1.12333328577167e-27,3.006039872725e-23,0.78,0.706
"Renbp",0.881395489067727,1.12784105292883e-27,3.01810265763756e-23,0.301,0.191
"Erbin",-0.649949347504457,1.13926759243553e-27,3.04868007735747e-23,0.493,0.577
"Msl1",-0.704734032980425,1.420748580613e-27,3.80192320172038e-23,0.386,0.482
"Sncaip",-1.75953887226913,1.50206752549225e-27,4.01953269821725e-23,0.038,0.101
"Tnks2",-0.778815791801909,1.5112626517029e-27,4.04413885595696e-23,0.442,0.545
"Arap2",-1.46201047005507,1.58743138118207e-27,4.24796637604321e-23,0.082,0.166
"Gm37060",-1.94000974190547,1.6344035590778e-27,4.37366392409219e-23,0.054,0.125
"Sfswap",-0.936369361823099,1.74205778577935e-27,4.66174663474555e-23,0.257,0.373
"Zscan26",-0.925899340705823,1.79302550095998e-27,4.79813624056891e-23,0.271,0.377
"Tet3",-0.706963662317621,1.88633880475301e-27,5.04784264151905e-23,0.411,0.498
"Arl6ip1",0.375459886660389,2.32026817231633e-27,6.20903762911851e-23,0.835,0.769
"Ndufc1",0.468927043554919,2.4412565659818e-27,6.53280257056731e-23,0.621,0.502
"2410006H16Rik",0.518526001349483,2.71399076214481e-27,7.2626392794995e-23,0.669,0.549
"Fos",0.431128600663492,2.71561399196568e-27,7.26698304250016e-23,0.876,0.741
"Fry",-1.11903233713229,2.97615611919691e-27,7.96419377497094e-23,0.193,0.317
"Jag1",-1.55862061458719,2.99077083101341e-27,8.00330274379188e-23,0.051,0.121
"Chd1",-0.742713788953415,3.61271545437723e-27,9.66762655591347e-23,0.405,0.504
"Zmym4",-0.96081231276531,3.61786826366748e-27,9.68141547357417e-23,0.247,0.364
"Arfgef1",-0.824085937161056,3.78586285655702e-27,1.01309690041466e-22,0.344,0.455
"Hip1r",-1.9311951709953,4.35141450997494e-27,1.16443852286929e-22,0.041,0.111
"Anxa1",0.940276123158304,4.75297539137648e-27,1.27189621473235e-22,0.51,0.379
"S100a4",0.880061681325972,5.17630025114482e-27,1.38517794720635e-22,0.375,0.267
"Pdgfb",-1.09440210450819,5.56128201486477e-27,1.48819906717781e-22,0.296,0.407
"Ccny",-0.877558470758275,6.70225580210755e-27,1.79352365264398e-22,0.362,0.465
"Baz2b",-0.694830740949291,7.44891535274105e-27,1.9933297483935e-22,0.512,0.597
"C1qtnf1",-1.22949711551852,8.59081593981953e-27,2.2989023454957e-22,0.08,0.175
"Adcy4",-1.64368576151993,8.73225815086044e-27,2.33675228117025e-22,0.052,0.126
"Grina",1.01150171041541,8.90120896201857e-27,2.38196351823617e-22,0.538,0.403
"Rgs18",1.08139114483192,9.03527317277852e-27,2.41783910103553e-22,0.288,0.167
"Slc25a3",0.301926711028787,9.74312161982392e-27,2.60725934546488e-22,0.839,0.784
"Stmn1",1.36040616163986,9.8831253742115e-27,2.644724350139e-22,0.331,0.221
"Krit1",-0.782311899262408,9.95498529761246e-27,2.66395406564109e-22,0.38,0.481
"Hgsnat",0.937502320577234,9.99381308425161e-27,2.67434438134573e-22,0.39,0.271
"Plac8",2.16273861077344,1.00188100088837e-26,2.68103355837728e-22,0.145,0.064
"Fes",0.641286392506156,1.02637629347965e-26,2.74658296135155e-22,0.473,0.323
"Klhl13",-1.45991851714877,1.07256549467195e-26,2.87018526374213e-22,0.07,0.156
"Sf3b6",0.334460567144597,1.11919199471563e-26,2.99495777785902e-22,0.601,0.5
"Setd7",-1.06865556288229,1.41918322098771e-26,3.79773429936311e-22,0.161,0.267
"Rpl10a",0.310899961897305,1.42131283030665e-26,3.80343313390059e-22,0.887,0.851
"Gprasp1",-1.24395310522727,1.45562543006952e-26,3.89525365086602e-22,0.082,0.156
"Marf1",-0.808340895107783,1.46289236726281e-26,3.91469997479529e-22,0.293,0.4
"Fcna",0.767875230848182,1.47885052497337e-26,3.95740400482874e-22,0.332,0.218
"Igsf10",-2.00336846374515,1.48818611660876e-26,3.98238604804505e-22,0.035,0.1
"Gm26522",1.08315484128413,1.49459621711703e-26,3.99953947700518e-22,0.256,0.152
"Rif1",-0.986107024213594,1.62708728913249e-26,4.35408558571855e-22,0.211,0.33
"Ext1",-0.843857729429769,1.64989389110586e-26,4.41511605259928e-22,0.253,0.357
"Bcl3",0.855701480875233,1.68076774448994e-26,4.49773448425507e-22,0.248,0.148
"Ndufc2",0.335627380775223,1.68870101938391e-26,4.51896392787135e-22,0.719,0.638
"Zfc3h1",-0.77346172209975,1.89502148643612e-26,5.07107749770305e-22,0.308,0.417
