"gene","log2FC","pvalue","padj"
"Gm38414",-0.188951280772836,0.05,0.05
"Lonrf1",-0.331872470714163,0.05,0.05
"Trmt9b",-0.328815945230612,0.05,0.05
"Dlc1",-0.985878832266369,0.05,0.05
"AI429214",-0.131748161230007,0.05,0.05
"Tusc3",-0.193270021305561,0.05,0.05
"Gm6213",0.567580917128478,0.05,0.05
"Msr1",0.624674220555287,0.05,0.05
"Micu3",0.0294860090492786,0.05,0.05
"Zdhhc2",-1.15946636774181,0.05,0.05
"Cnot7",-0.375893802882397,0.05,0.05
"Vps37a",-0.114322512379184,0.05,0.05
"Mtmr7",0.00132894636075881,0.05,0.05
"Gm5345",-0.361948779623864,0.05,0.05
"Slc7a2",-0.443039483650499,0.05,0.05
"Pdgfrl",-1.24723518969947,0.05,0.05
"Mtus1",0.135059474993906,0.05,0.05
"B430010I23Rik",0.128396509081772,0.05,0.05
"Gm16192",0.445871187573734,0.05,0.05
"Gm16348",-0.321762957434824,0.05,0.05
"Pcm1",0.064276286554426,0.05,0.05
"Asah1",-0.145218708892289,0.05,0.05
"Frg1",-0.108702429054102,0.05,0.05
"Smarce1-ps1",0.0401215182116264,0.05,0.05
"Fat1",-1.26400178003282,0.05,0.05
"Klkb1",0.0890452130629687,0.05,0.05
"Cyp4v3",0.287355673684218,0.05,0.05
"Fam149a",-0.0363870335169412,0.05,0.05
"Tlr3",0.152553667005952,0.05,0.05
"Gm45542",0.0140619107938663,0.05,0.05
"Sorbs2",-1.02954914879213,0.05,0.05
"Pdlim3",-1.63908320817662,0.05,0.05
"1700029J07Rik",-0.119244540109432,0.05,0.05
"Ufsp2",0.253087727050723,0.05,0.05
"Ankrd37",-1.3707277991012,0.05,0.05
"Lrp2bp",-0.0293273610167286,0.05,0.05
"Snx25",-0.556475793325678,0.05,0.05
"Cfap97",-0.0248502844633984,0.05,0.05
"Slc25a4",-0.798379635924233,0.05,0.05
"Acsl1",0.454153171595419,0.05,0.05
"Cenpu",0.0736683106271037,0.05,0.05
"Primpol",0.0696590111022983,0.05,0.05
"Casp3",-0.0823105710094785,0.05,0.05
"Gm16675",0.311400710166546,0.05,0.05
"Irf2",0.06514958378395,0.05,0.05
"Gm45479",0.14853748849826,0.05,0.05
"Enpp6",-0.864094382104285,0.05,0.05
"Stox2",-1.39478316593488,0.05,0.05
"Gm45537",-0.613200565265689,0.05,0.05
"Trappc11",-0.00954640926455852,0.05,0.05
"Rwdd4a",-0.184179695710563,0.05,0.05
"Gm8623",0.0222128920762633,0.05,0.05
"Ing2",0.606128675259687,0.05,0.05
"AA386476",0.35323737855777,0.05,0.05
"Cdkn2aip",0.19339411749309,0.05,0.05
"E030037K01Rik",0.104755446998726,0.05,0.05
"Wwc2",-0.439948431332954,0.05,0.05
"Dctd",-0.303205628190916,0.05,0.05
"Tenm3",-1.21719846221577,0.05,0.05
"Gm9892",-0.159828100940003,0.05,0.05
"Aga",-0.264059044026596,0.05,0.05
"Neil3",0.573491430313844,0.05,0.05
"Vegfc",-0.553478174930536,0.05,0.05
"Spcs3",-0.229359230240112,0.05,0.05
"Asb5",-0.0676448920087239,0.05,0.05
"Hpgd",1.08150899387418,0.05,0.05
"Gm45540",1.13370134938165,0.05,0.05
"Cep44",-0.0479381690194183,0.05,0.05
"Fbxo8",-0.0645941882922321,0.05,0.05
"Hand2os1",-1.035914660031,0.05,0.05
"Hand2",-1.28357977804067,0.05,0.05
"Gm34030",-0.564431650041182,0.05,0.05
"5033428I22Rik",-0.683353321530656,0.05,0.05
"Scrg1",-2.93434018584652,0.05,0.05
"Sap30",-0.354183402629709,0.05,0.05
"2500002B13Rik",-0.388741571667378,0.05,0.05
"Hmgb2",0.0597906637459058,0.05,0.05
"Gm6012",0.306450660345889,0.05,0.05
"Galnt7",0.166888384327765,0.05,0.05
"Gm45534",0.514173064206148,0.05,0.05
"Gm45360",0.131472292311831,0.05,0.05
"Gm19269",0.473225102050485,0.05,0.05
"Gm45358",0.458263989477848,0.05,0.05
"4930412F12Rik",-0.0361640910971776,0.05,0.05
"AW046200",-0.0345952351199704,0.05,0.05
"Gm45359",0.0116558359363253,0.05,0.05
"Gm45644",0.522280479660806,0.05,0.05
"Mfap3l",-0.204124026821778,0.05,0.05
"Hpf1",0.00308055610369706,0.05,0.05
"Clcn3",0.14225277619929,0.05,0.05
"B230317F23Rik",0.210004225057548,0.05,0.05
"Nek1",-0.0864865440181433,0.05,0.05
"Gm45484",-0.050758648380689,0.05,0.05
"Gm45809",-0.262765249065335,0.05,0.05
"Gm45483",0.498265881992676,0.05,0.05
"Sh3rf1",-0.737695971150415,0.05,0.05
"Gm7432",-0.0240178803194141,0.05,0.05
"Cbr4",0.149938867743971,0.05,0.05
"Palld",0.313862829669755,0.05,0.05
"Ddx60",1.24677172114217,0.05,0.05
"Gm7561",-0.045800810081582,0.05,0.05
"Cpe",-1.49308809128015,0.05,0.05
"Msmo1",0.2409947390773,0.05,0.05
"Klhl2",-1.07948865645699,0.05,0.05
"Gm10997",-0.0655802982248647,0.05,0.05
"Gm45242",0.256605124285812,0.05,0.05
"Tmem192",0.139878889688475,0.05,0.05
"March1",0.39676176285136,0.05,0.05
"Gm15354",0.145238233593735,0.05,0.05
"Gm15356",0.502630210917952,0.05,0.05
"Tma16",-0.107564928810928,0.05,0.05
"Npy1r",-0.413710794731523,0.05,0.05
"Naf1",0.222449070516495,0.05,0.05
"Nat2",-0.29570893511263,0.05,0.05
"Psd3",0.814280980605859,0.05,0.05
"Gm15991",0.358686242707775,0.05,0.05
"Sh2d4a",-0.463843714960954,0.05,0.05
"Csgalnact1",-1.7749604876329,0.05,0.05
"Ints10",0.132427902384324,0.05,0.05
"Gm15549",-0.0152183761731166,0.05,0.05
"Lpl",-1.04306426044345,0.05,0.05
"Gm33103",0.0190053763529489,0.05,0.05
"Atp6v1b2",0.184438030668916,0.05,0.05
"Lzts1",-0.436813628012972,0.05,0.05
"Zfp930",-0.314285799430814,0.05,0.05
"D130040H23Rik",0.40121831509432,0.05,0.05
"Gm10033",-0.055103788315185,0.05,0.05
"Gm3365",0.129784183909189,0.05,0.05
"Zfp868",0.125298494867888,0.05,0.05
"Zfp964",0.343462259808295,0.05,0.05
"Zfp869",-0.210127693850359,0.05,0.05
"Zfp963",0.506861458760945,0.05,0.05
"Zfp866",0.386763008420627,0.05,0.05
"Atp13a1",0.29499810597934,0.05,0.05
"Gmip",0.525030063105445,0.05,0.05
"Lpar2",0.259441939098374,0.05,0.05
"Pbx4",0.0730745000980405,0.05,0.05
"Yjefn3",-0.382990312076092,0.05,0.05
"Ndufa13",-0.0908747572119459,0.05,0.05
"Tssk6",0.108070232238758,0.05,0.05
"Gatad2a",0.0757603790407488,0.05,0.05
"Gm7730",0.309694757614887,0.05,0.05
"Mau2",0.382146271172203,0.05,0.05
"Sugp1",0.100968281368555,0.05,0.05
"Tm6sf2",-0.312522269479199,0.05,0.05
"Rfxank",0.181727434386964,0.05,0.05
"Nr2c2ap",-0.130740523700076,0.05,0.05
"Borcs8",-0.391762099609407,0.05,0.05
"Mef2b",-0.0816591963442453,0.05,0.05
"Tmem161a",0.201105265430064,0.05,0.05
"Slc25a42",-0.262897744976145,0.05,0.05
"Armc6",-0.400230308831243,0.05,0.05
"Sugp2",0.421316770133289,0.05,0.05
"Homer3",-0.321095623655769,0.05,0.05
"Ddx49",0.251278873594446,0.05,0.05
"Cope",-0.333618260287065,0.05,0.05
"Upf1",0.230390664374832,0.05,0.05
"Comp",-0.79321041195959,0.05,0.05
"Crtc1",0.140051361527477,0.05,0.05
"Klhl26",-0.0188757772214116,0.05,0.05
"Rex1bd",-0.202187538844207,0.05,0.05
"Uba52",1.5698338958728,0.05,0.05
"Kxd1",-0.41198239090187,0.05,0.05
"Fkbp8",-0.0382907873706868,0.05,0.05
"Ell",0.151299574957162,0.05,0.05
"Isyna1",-0.455761003956592,0.05,0.05
"Ssbp4",-0.147200122966595,0.05,0.05
"Gm45546",1.94817808245802,0.05,0.05
"Lrrc25",-0.218210629754028,0.05,0.05
"Gdf15",-0.244224765014658,0.05,0.05
"Pgpep1",-0.0197484166247106,0.05,0.05
"Lsm4",-0.224879287681039,0.05,0.05
"Jund",0.716222297024265,0.05,0.05
"Gm11175",0.206232572197198,0.05,0.05
"Iqcn",2.77859432863116,0.05,0.05
"Gm3336",3.19197732814216,0.05,0.05
"Pde4c",-0.334245075758549,0.05,0.05
"Rab3a",-0.359788542365698,0.05,0.05
"Mpv17l2",-0.0318975592284394,0.05,0.05
"Ifi30",-0.415192136321979,0.05,0.05
"6330537M06Rik",0.367978991419321,0.05,0.05
"Pik3r2",0.246443813583062,0.05,0.05
"2010320M18Rik",0.0963407598421213,0.05,0.05
"Mast3",0.551823754066802,0.05,0.05
"Il12rb1",0.179917261772201,0.05,0.05
"Arrdc2",0.236843750648602,0.05,0.05
"Kcnn1",-0.00321401754552253,0.05,0.05
"Ccdc124",-0.132286213363356,0.05,0.05
"Rpl18a",-0.317025564211756,0.05,0.05
"Map1s",0.351794654683539,0.05,0.05
"Gm10654",0.0871751959273044,0.05,0.05
"Haus8",0.0319409873550462,0.05,0.05
"Myo9b",0.480953556534365,0.05,0.05
"Use1",-0.278185427346259,0.05,0.05
"Ocel1",0.143261255636467,0.05,0.05
"Nr2f6",-0.0715074750448208,0.05,0.05
"Ushbp1",-2.19043194625906,0.05,0.05
"Babam1",0.148631981182612,0.05,0.05
"Ankle1",0.110194279293091,0.05,0.05
"Abhd8",-0.289509365394037,0.05,0.05
"Mrpl34",-0.268145297783393,0.05,0.05
"Dda1",-0.0463834894963693,0.05,0.05
"Ano8",0.139247518807353,0.05,0.05
"Gtpbp3",-0.157130926063986,0.05,0.05
"Plvap",-1.3827307228942,0.05,0.05
"Bst2",-0.201407415037851,0.05,0.05
"Mvb12a",-0.26792408224401,0.05,0.05
"Tmem221",0.267932569698248,0.05,0.05
"Slc27a1",-0.0834275621439806,0.05,0.05
"Pgls",-0.123914111777642,0.05,0.05
"Fam129c",-0.0005707536052868,0.05,0.05
"Colgalt1",0.394568892381161,0.05,0.05
"Unc13a",0.0534661417109473,0.05,0.05
"Jak3",-0.52880109128263,0.05,0.05
"B3gnt3",-1.00773933310734,0.05,0.05
"Fcho1",0.0862356775395354,0.05,0.05
"Gm35572",-0.110211830177809,0.05,0.05
"Zfp709",0.562407740760966,0.05,0.05
"Zfp882",0.258840434480432,0.05,0.05
"Zfp617",-0.165233424500425,0.05,0.05
"Ccnb2-ps",-0.000198577685217693,0.05,0.05
"Zfp961",0.397987335863221,0.05,0.05
"Gm45694",0.195955667674372,0.05,0.05
"Cyp4f18",0.0822695429322629,0.05,0.05
"Tpm4",-0.308032037234092,0.05,0.05
"Gm26586",-0.0735301409583267,0.05,0.05
"Gm16091",0.0898002313709336,0.05,0.05
"Rab8a",-0.0348195894978884,0.05,0.05
"Hsh2d",-0.703497968286731,0.05,0.05
"Cib3",0.0907429057246982,0.05,0.05
"Fam32a",0.0590585108744976,0.05,0.05
"Ap1m1",-0.0258612399335627,0.05,0.05
"Gm10282",0.104311101617495,0.05,0.05
"Klf2",0.24845886212923,0.05,0.05
"Eps15l1",0.0488276179432514,0.05,0.05
"Gm45779",0.297974145010717,0.05,0.05
"Calr3",-0.124692941623574,0.05,0.05
"1700030K09Rik",0.342145229726839,0.05,0.05
"Cherp",-0.0614415809323283,0.05,0.05
"Slc35e1",-0.238383389965453,0.05,0.05
"Gm17435",0.721572422828202,0.05,0.05
"Med26",0.232551846067466,0.05,0.05
"Gm35857",0.172041241784536,0.05,0.05
"Smim7",0.0666049411409579,0.05,0.05
"Tmem38a",-0.0481574034427759,0.05,0.05
"Sin3b",-0.170157337378135,0.05,0.05
"F2rl3",-0.0855393140332628,0.05,0.05
"Large1",-0.125093508401765,0.05,0.05
"Crry-ps",0.0422875640626654,0.05,0.05
"Hmgxb4",-0.275696358699416,0.05,0.05
"Tom1",-0.109727655839984,0.05,0.05
"Hmox1",-0.299932153652,0.05,0.05
"Mcm5",-0.252083304159247,0.05,0.05
"Rasd2",-0.26483105686748,0.05,0.05
"Gm7984",0.128912186981459,0.05,0.05
"Nr3c2",-0.0537091766614082,0.05,0.05
"Arhgap10",-0.629559515954575,0.05,0.05
"Gm45406",0.074987136041002,0.05,0.05
"Gm45407",0.132084330342079,0.05,0.05
"0610038B21Rik",-0.0811033031313595,0.05,0.05
"Prmt9",0.0590334780146624,0.05,0.05
"Gm45286",0.0562575097466329,0.05,0.05
"Tmem184c",0.0748581252395928,0.05,0.05
"4933431K23Rik",0.097299931513845,0.05,0.05
"Ednra",-0.485285585249726,0.05,0.05
"Gm2225",-0.273167792456232,0.05,0.05
"Rbmxl1",-0.377521018631616,0.05,0.05
"Slc10a7",0.113532076584083,0.05,0.05
"Lsm6",-0.133953350750287,0.05,0.05
"Zfp827",-0.602193668579873,0.05,0.05
"Gm45728",-0.124968109809657,0.05,0.05
"Gm30329",0.66408800370005,0.05,0.05
"Mmaa",-0.25855945789775,0.05,0.05
"Gm4890",-0.0201745772515622,0.05,0.05
"Smad1",-0.152351004783478,0.05,0.05
"Otud4",0.16730828207638,0.05,0.05
"Abce1",0.0497522222377018,0.05,0.05
"Anapc10",-0.239058027451647,0.05,0.05
"Gm5909",-0.067129356941976,0.05,0.05
"Smarca5",0.167920716672917,0.05,0.05
"Gm45872",0.00483845946465294,0.05,0.05
"Gab1",0.152351017703297,0.05,0.05
"Gm31105",-0.125297257245915,0.05,0.05
"Usp38",0.197889292465685,0.05,0.05
"Gm9725",1.01670443299699,0.05,0.05
"Inpp4b",0.0994375488663426,0.05,0.05
"Gm9520",0.0965997678064835,0.05,0.05
"Il15",-0.125709936579856,0.05,0.05
"Zfp330",-0.0806998806826291,0.05,0.05
"Rnf150",1.36127568751039,0.05,0.05
"Gm18212",1.34872766210335,0.05,0.05
"Gm45449",0.74358835501988,0.05,0.05
"Gm10645",0.365459173472184,0.05,0.05
"Tbc1d9",0.507829899693443,0.05,0.05
"Elmod2",0.250706382517712,0.05,0.05
"Clgn",0.391004437814687,0.05,0.05
"Scoc",-0.25495247688364,0.05,0.05
"Ndufb7",-0.149267592976456,0.05,0.05
"Tecr",-0.349825456005214,0.05,0.05
"D830024N08Rik",0.399792919454953,0.05,0.05
"Dnajb1",0.237598450901618,0.05,0.05
"Gipc1",-0.301780165002658,0.05,0.05
"Pkn1",0.326268951031146,0.05,0.05
"Ptger1",0.674215298464829,0.05,0.05
"Ddx39",-0.336689673911386,0.05,0.05
"Adgre5",1.39302159173769,0.05,0.05
"Gm45778",1.25022961513104,0.05,0.05
"Adgrl1",-0.577275935261735,0.05,0.05
"Gm10644",0.214598507020402,0.05,0.05
"Asf1b",-0.0319773066804303,0.05,0.05
"Prkaca",-0.169131381014293,0.05,0.05
"Samd1",0.0369099159840385,0.05,0.05
"1700067K01Rik",0.401528332597528,0.05,0.05
"2210011C24Rik",0.229267003198592,0.05,0.05
"Il27ra",0.102996706728093,0.05,0.05
"Gm10643",0.886338222454539,0.05,0.05
"C330011M18Rik",0.993153090772516,0.05,0.05
"Rfx1",0.410613655296832,0.05,0.05
"Dcaf15",0.2882402941329,0.05,0.05
"Podnl1",0.38897219082007,0.05,0.05
"Cc2d1a",0.380370061581613,0.05,0.05
"4930432K21Rik",0.0626317368867101,0.05,0.05
"Gm26887",2.54825083472493,0.05,0.05
"Gm37352",1.13716587636496,0.05,0.05
"Gm26532",0.533674496763236,0.05,0.05
"Zswim4",0.945738575368909,0.05,0.05
"D8Ertd738e",-0.174077005094624,0.05,0.05
"Mri1",0.195352365670735,0.05,0.05
"Ccdc130",0.256443494253261,0.05,0.05
"Cacna1a",0.662529127397212,0.05,0.05
"Gm16183",0.112836223790566,0.05,0.05
"Ier2",0.745646975093472,0.05,0.05
"Gm26664",0.166031350712258,0.05,0.05
"Nacc1",0.432241900069167,0.05,0.05
"Trmt1",0.516083738510647,0.05,0.05
"Nfix",-0.33479568112681,0.05,0.05
"Lyl1",0.665133415347049,0.05,0.05
"G430095P16Rik",0.127680107211513,0.05,0.05
"Dand5",0.0766344351447903,0.05,0.05
"Gadd45gip1",-0.298579165140128,0.05,0.05
"Rad23a",0.13932255289172,0.05,0.05
"Calr",0.418533016746277,0.05,0.05
"1700122E12Rik",0.458505191165352,0.05,0.05
"Farsa",-0.0229692957112269,0.05,0.05
"Syce2",-0.220170964872894,0.05,0.05
"Gcdh",-0.264096370210658,0.05,0.05
"Klf1",-0.072585125883822,0.05,0.05
"Dnase2a",0.477442832190644,0.05,0.05
"Mast1",0.135987532925886,0.05,0.05
"Rnaseh2a",0.0228800847159025,0.05,0.05
"Prdx2",-0.390573984478134,0.05,0.05
"Junb",0.777596839735454,0.05,0.05
"Hook2",0.572987981345092,0.05,0.05
"Best2",0.239873922064039,0.05,0.05
"Asna1",-0.0501415376125633,0.05,0.05
"Trir",-0.0952509179172027,0.05,0.05
"Tnpo2",0.167456300075676,0.05,0.05
"Fbxw9",-0.0824932319143983,0.05,0.05
"Dhps",0.203396969989229,0.05,0.05
"Wdr83",-0.190362494655687,0.05,0.05
"Wdr83os",-0.308070329414679,0.05,0.05
"Man2b1",0.666560457321998,0.05,0.05
"Zfp791",0.15172620033043,0.05,0.05
"Gm42031",0.269265681038602,0.05,0.05
"Vps35",0.0631403151095205,0.05,0.05
"Orc6",-0.473709758248787,0.05,0.05
"Mylk3",-0.392048764323353,0.05,0.05
"4921524J17Rik",-0.280933455993545,0.05,0.05
"Gpt2",-0.20887888668276,0.05,0.05
"Dnaja2",-0.248761774071357,0.05,0.05
"Neto2",-0.219243300386078,0.05,0.05
"Itfg1",-0.0834843660668341,0.05,0.05
"Gm39214",0.230792326890374,0.05,0.05
"Phkb",0.407694525544391,0.05,0.05
"Hm629797",0.291255526885593,0.05,0.05
"Lonp2",-0.15605727538955,0.05,0.05
"Siah1a",-0.499571195414179,0.05,0.05
"Gm10638",-0.477594811090672,0.05,0.05
"N4bp1",-0.246194715094893,0.05,0.05
"2010110E17Rik",-0.0278537684699773,0.05,0.05
"Gm27168",0.622932917616114,0.05,0.05
"Rps13-ps1",0.548865412902537,0.05,0.05
"Zfp423",-0.683248271223241,0.05,0.05
"Cnep1r1",-0.457679551648502,0.05,0.05
"Heatr3",-0.0301154826885988,0.05,0.05
"9430002A10Rik",-0.0348909834561437,0.05,0.05
"Tent4b",0.125618628331438,0.05,0.05
"Adcy7",0.726746578521736,0.05,0.05
"Brd7",0.325208136958658,0.05,0.05
"Nkd1",-0.487040034616712,0.05,0.05
"Snx20",0.460823948410954,0.05,0.05
"Nod2",0.289095737776162,0.05,0.05
"Cyld",0.332508296668112,0.05,0.05
"Tox3",-0.207698774699607,0.05,0.05
"Chd9",0.63953884864405,0.05,0.05
"Gm45640",0.306957785528784,0.05,0.05
"Gm45643",0.324262828550345,0.05,0.05
"Gm6658",0.0926333806197905,0.05,0.05
"Gm45363",0.299559237461173,0.05,0.05
"Rbl2",0.443758200770045,0.05,0.05
"Aktip",-0.283906360142122,0.05,0.05
"Gm45464",0.47895572182968,0.05,0.05
"Rpgrip1l",-0.182069486302896,0.05,0.05
"Gm45662",0.138430736017949,0.05,0.05
"Gm45428",0.0269296961359895,0.05,0.05
"Fto",0.533176474853345,0.05,0.05
"4831440D22Rik",0.138610267173043,0.05,0.05
"Gm45292",0.791892298658936,0.05,0.05
"Gm45289",0.683685806927501,0.05,0.05
"Gm45294",0.224575386885637,0.05,0.05
"Gm45293",0.618882645525774,0.05,0.05
"Gm9619",-0.087798267918107,0.05,0.05
"Irx3",-1.41916075001612,0.05,0.05
"Crnde",0.536900972807151,0.05,0.05
"Irx5",-0.332939685282616,0.05,0.05
"Mmp2",-2.49480149087489,0.05,0.05
"Gm45472",0.149093162580726,0.05,0.05
"Lpcat2",0.278391408244023,0.05,0.05
"Capns2",0.428560879307388,0.05,0.05
"Ces1d",-0.395737540839947,0.05,0.05
"Gnao1",-1.44761951582869,0.05,0.05
"Amfr",-0.120096055169324,0.05,0.05
"Nudt21",-0.369483937771163,0.05,0.05
"Ogfod1",0.196500869995756,0.05,0.05
"Gm45873",0.0277235268974632,0.05,0.05
"Bbs2",-0.328073117222258,0.05,0.05
"Mt3",-0.112836613017856,0.05,0.05
"Gm45774",1.2049022493378,0.05,0.05
"Mt2",-1.61664156357242,0.05,0.05
"Mt1",-0.0455178041919453,0.05,0.05
"Gm39228",0.0646480287574597,0.05,0.05
"Nup93",-0.240678312371214,0.05,0.05
"Gm45804",0.267008313818277,0.05,0.05
"C78859",0.283247718748763,0.05,0.05
"Slc12a3",0.137393127191992,0.05,0.05
"Gm15889",0.423156603496422,0.05,0.05
"Gm15890",0.200823445691625,0.05,0.05
"Herpud1",0.230143460628967,0.05,0.05
"9330175E14Rik",0.46079083775864,0.05,0.05
"Nlrc5",0.169929942194068,0.05,0.05
"Cpne2",-0.458798500149801,0.05,0.05
"Fam192a",0.139924226953592,0.05,0.05
"Rspry1",0.12401683286674,0.05,0.05
"Gm45797",0.538831777457559,0.05,0.05
"Arl2bp",-0.404663240154745,0.05,0.05
"Pllp",-0.459075186843813,0.05,0.05
"Gm45767",0.76164613180053,0.05,0.05
"Ccl22",-0.253290885499273,0.05,0.05
"Cx3cl1",-0.935874266524822,0.05,0.05
"Ccl17",-1.84402297066894,0.05,0.05
"Ciapin1",-0.0608697393975905,0.05,0.05
"Coq9",-0.15027326635503,0.05,0.05
"Polr2c",-0.353985463627534,0.05,0.05
"Dok4",-1.05063983480564,0.05,0.05
"Ccdc102a",-0.538231312563024,0.05,0.05
"Adgrg5",0.287148356689717,0.05,0.05
"Adgrg1",-2.75005189993757,0.05,0.05
"Adgrg3",-1.47131994940154,0.05,0.05
"Katnb1",-0.182770462338086,0.05,0.05
"Gm45758",0.897343143305903,0.05,0.05
"Kifc3",-0.292979769487262,0.05,0.05
"Cngb1",-0.83236694742782,0.05,0.05
"Zfp319",0.135335895968943,0.05,0.05
"Usb1",-0.0503801036886915,0.05,0.05
"Mmp15",-1.21250968973656,0.05,0.05
"Cfap20",-0.37751619109911,0.05,0.05
"Csnk2a2",-0.266192424013857,0.05,0.05
"Gm45854",-0.00687721731003796,0.05,0.05
"Gm45853",0.0423486529012049,0.05,0.05
"Gins3",0.353423732880557,0.05,0.05
"Ndrg4",-0.39221235728222,0.05,0.05
"Setd6",-0.160652920784278,0.05,0.05
"Cnot1",0.396149034711073,0.05,0.05
"Gm45762",0.878733096258756,0.05,0.05
"4930513N10Rik",0.121901676023776,0.05,0.05
"Gm31659",-0.0739197416734096,0.05,0.05
"Sap18b",-0.418847726680965,0.05,0.05
"Gm31805",0.481250161386674,0.05,0.05
"Slc38a7",0.432894938733466,0.05,0.05
"Got2",-0.0769724409382393,0.05,0.05
"Gm45760",-0.015505888301503,0.05,0.05
"Impdh2-ps",0.0459753682785977,0.05,0.05
"Cdh11",-0.837000547446648,0.05,0.05
"Gm8730",-0.223122597536744,0.05,0.05
"Cdh5",-2.27491750737197,0.05,0.05
"Bean1",-0.27780514529374,0.05,0.05
"Gm45750",0.0815293746918934,0.05,0.05
"Tk2",0.640587103946167,0.05,0.05
"Cklf",0.0121109241180788,0.05,0.05
"Cmtm3",0.037302363077556,0.05,0.05
"Cmtm4",0.193998901607106,0.05,0.05
"Dync1li2",0.0606873331450526,0.05,0.05
"K230015D01Rik",-0.0936387022226044,0.05,0.05
"Nae1",-0.434225160315871,0.05,0.05
"Car7",-0.176452071005733,0.05,0.05
"Pdp2",0.483457870951591,0.05,0.05
"Rrad",0.952926439529698,0.05,0.05
"Gm33023",0.169830541152819,0.05,0.05
"Ciao2b",-0.547216896429621,0.05,0.05
"Ces2e",-0.459556835007205,0.05,0.05
"Ces2g",-0.912530571702169,0.05,0.05
"Cbfb",-0.161808489991601,0.05,0.05
"Gm22063",-0.22722181217761,0.05,0.05
"D230025D16Rik",0.132988053090115,0.05,0.05
"B3gnt9",-0.532713553658213,0.05,0.05
"Tradd",-0.499321828518126,0.05,0.05
"Fbxl8",-0.270915738077448,0.05,0.05
"Hsf4",-0.0163038994812807,0.05,0.05
"Nol3",-0.649106143552358,0.05,0.05
"4931428F04Rik",0.147376554015816,0.05,0.05
"Gm20163",0.104077765106871,0.05,0.05
"Exoc3l",-0.946620781306634,0.05,0.05
"E2f4",-0.455228758686175,0.05,0.05
"Elmo3",-0.0909711890852425,0.05,0.05
"Lrrc29",0.408105574672433,0.05,0.05
"Tmem208",-0.130084572642856,0.05,0.05
"Fhod1",0.0155641335727545,0.05,0.05
"Slc9a5",-0.168205088332501,0.05,0.05
"Lrrc36",-0.550330438346503,0.05,0.05
"Tppp3",0.395175991338813,0.05,0.05
"Zdhhc1",-0.399033592653063,0.05,0.05
"Atp6v0d1",-0.0163988956816858,0.05,0.05
"Gm45855",0.0613358120333708,0.05,0.05
"Ripor1",-0.790711972291703,0.05,0.05
"Gm5914",0.468897207373413,0.05,0.05
"Ctcf",0.0489917275425071,0.05,0.05
"Gm5915",0.453811448492606,0.05,0.05
"Carmil2",0.237002344813354,0.05,0.05
"Acd",-0.370274144390189,0.05,0.05
"Pard6a",-0.133602496610625,0.05,0.05
"Enkd1",-0.0635248800802546,0.05,0.05
"Gfod2",-0.711599093108652,0.05,0.05
"Ranbp10",0.519459693796821,0.05,0.05
"Cenpt",-0.179400118353529,0.05,0.05
"Thap11",-0.16506588603685,0.05,0.05
"4930578M07Rik",0.151926529206314,0.05,0.05
"Nutf2",0.502111759964482,0.05,0.05
"Edc4",0.192361052356892,0.05,0.05
"Nrn1l",-0.17101056976408,0.05,0.05
"Pskh1",0.235903047056639,0.05,0.05
"Ctrl",0.00999291065687991,0.05,0.05
"Psmb10",0.0393578895543287,0.05,0.05
"Lcat",-0.400138449842302,0.05,0.05
"Slc12a4",-0.458622523524348,0.05,0.05
"Gm45752",0.0412459629931287,0.05,0.05
"Dpep3",0.254143607046504,0.05,0.05
"Dpep2",-0.144706820940129,0.05,0.05
"Dus2",-0.136118624248357,0.05,0.05
"Ddx28",-0.274381402880793,0.05,0.05
"Nfatc3",0.274133781148202,0.05,0.05
"1810019D21Rik",0.580021642161853,0.05,0.05
"Pla2g15",0.822468695687272,0.05,0.05
"Slc7a6",-0.203386284055714,0.05,0.05
"Slc7a6os",0.451790674254015,0.05,0.05
"Prmt7",0.315380134663285,0.05,0.05
"Gm26786",0.203813616128783,0.05,0.05
"Smpd3",-0.129120629110276,0.05,0.05
"Zfp90",0.806382484557695,0.05,0.05
"Gm10073",0.646487888919228,0.05,0.05
"Cdh1",-0.55280431423659,0.05,0.05
"Tango6",0.689530697333469,0.05,0.05
"Has3",-0.0972173993326672,0.05,0.05
"Chtf8",-0.200532380991564,0.05,0.05
"Chtf8.1",0.00753124443180864,0.05,0.05
"Utp4",-0.0532113623435908,0.05,0.05
"Sntb2",-0.849262290477854,0.05,0.05
"Vps4a",0.0255313236187922,0.05,0.05
"Pdf",0.165394940477833,0.05,0.05
"Cog8",-0.198438900859297,0.05,0.05
"Nip7",-0.484014592252985,0.05,0.05
"Terf2",0.253448385900416,0.05,0.05
"Cyb5b",-0.165684677711947,0.05,0.05
"Rps18-ps3",0.0239610326778133,0.05,0.05
"Nfat5",0.266830432791736,0.05,0.05
"Nqo1",-1.10010781252619,0.05,0.05
"Nob1",-0.268810197617123,0.05,0.05
"Wwp2",0.560403802644064,0.05,0.05
"Rps26-ps1",-0.68327931588837,0.05,0.05
"Psmd7",-0.293306447336092,0.05,0.05
"Zfhx3",0.816467161172022,0.05,0.05
"Gm38042",1.23917197419487,0.05,0.05
"Gm38318",1.23183464237697,0.05,0.05
"Dhx38",0.048811577596255,0.05,0.05
"Txnl4b",0.083372691062765,0.05,0.05
"Hp",-2.79435501210411,0.05,0.05
