"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"mmu03010","Ribosome",167,0.787547218016156,2.29856871308819,1e-10,6.98e-09,5.3868084342162e-09,1157,"tags=54%, list=14%, signal=48%","14109/67671/20090/67945/19988/19981/67281/76846/67248/78294/54127/27207/27370/57808/65019/20116/66481/67115/54217/16785/68436/22186/20088/66483/66489/68052/19944/19951/19934/27176/67097/19933/67025/11837/68836/68193/19982/56040/67186/19943/267019/67941/20055/68463/14694/20042/110954/66845/19899/66077/19946/66047/57294/19896/16898/20091/67427/66292/19921/67840/20102/20115/94066/66242/67270/68735/20085/94065/20103/66128/27050/14548/107734/67681/66407/19942/26961/27367/56284/56282/68611/64659/26451/94067/76808/66493/68537/24030/68572/64660/18100",NA
"mmu05171","Coronavirus disease",164,0.786645487946805,2.29576401661995,1e-10,6.98e-09,5.3868084342162e-09,917,"tags=49%, list=11%, signal=45%","12260/12259/12262/14109/67671/20090/12273/14131/67945/20293/19988/19981/67281/76846/20296/67248/78294/12267/12268/54127/27207/27370/57808/65019/20116/66481/67115/54217/13058/74145/16785/68436/22186/20088/66483/24088/66489/68052/19944/19951/19934/27176/67097/19933/67025/12362/11837/68193/19982/16176/56040/67186/19943/267019/67941/20055/20042/110954/19899/19946/57294/14281/19896/16898/20091/67427/246730/19921/20102/20115/18707/20085/20103/234779/27050/18036/21926/19942/26961/17874/27367",NA
"mmu04142","Lysosome biogenesis",188,0.748288367018882,2.23941295084747,1e-10,6.98e-09,5.3868084342162e-09,770,"tags=29%, list=9%, signal=27%","13032/13040/19141/11984/16792/64138/22320/12757/19025/13030/13036/12514/13033/15211/67963/11433/66508/11974/19156/17159/114143/66096/83409/110006/232910/19063/16783/108012/14667/66144/18173/11973/66290/65221/11972/66848/227659/11773/15212/71665/11886/192654/11772/52120/75620/13423/11764/73834/11769/26889/54397/69596/54411/56722/16784",NA
"mmu00190","Oxidative phosphorylation",95,0.794630019235197,2.19043927190078,1e-10,6.98e-09,5.3868084342162e-09,1450,"tags=76%, list=18%, signal=63%","11984/66091/12858/12867/110323/11974/12857/114143/12859/67184/12868/66144/66576/22272/11973/12864/17991/17718/66594/66290/66916/66416/72900/67264/11972/67680/66142/54405/78330/66152/12856/67530/66377/68197/66414/66925/73834/54411/20463/22273/68194/75406/69875/230075/12866/67003/226646/68342/66694/104130/17721/11966/225887/66445/66218/12865/12862/11975/68202/68349/67130/13063/407785/68198/27060/17711/66046/17708/17716/66335/17710/17993",NA
"mmu04145","Phagocytosis",166,0.72252293702237,2.1331805073473,1e-10,6.98e-09,5.3868084342162e-09,817,"tags=31%, list=10%, signal=28%","13057/19354/17105/12721/13040/16409/11984/11461/12475/14131/16414/17972/13030/13033/16819/246256/56486/14130/14129/11974/13058/114143/11465/66212/17970/24088/17969/16783/66144/11973/17533/66290/20619/11972/20335/22146/17110/14964/19345/21897/53598/14133/67841/53331/73834/20288/18707/54411/16784/100040531/17395",NA
"mmu05150","Staphylococcus aureus infection",27,0.932061110358604,2.06113510530667,4.39772352339201e-09,2.55800918277302e-07,1.97414118059659e-07,161,"tags=56%, list=2%, signal=55%","12260/12259/12262/16409/14293/12273/14131/16414/20345/246256/12267/14130/14289/12268/14129",0.761460801445585
"mmu04613","Neutrophil extracellular trap formation",76,0.752869299187709,1.96712409346343,1.23769999845959e-06,4.7995255495822e-05,3.70402932818417e-05,443,"tags=30%, list=5%, signal=29%","13057/19354/16409/14293/12273/11461/14131/16414/17972/20345/246256/14289/14129/13058/15081/11465/17970/24088/17969/11740/15078/12362/12363",0.643551836150722
"mmu01200","Carbon metabolism",71,0.754820709667398,1.95065535481654,9.43814791593955e-07,4.11739202832863e-05,3.1775934248102e-05,1056,"tags=35%, list=13%, signal=31%","14433/13806/21351/14751/18746/18655/21991/13885/21881/110208/67680/11674/18648/15277/66925/17449/14194/66171/15926/212032/17448/11532/15929/73724/269951",0.659444398037935
"mmu04512","ECM-receptor interaction",31,-0.876556228965095,-1.9414129008656,5.97250902695007e-08,2.97772235772225e-06,2.29805442855764e-06,515,"tags=68%, list=6%, signal=64%","13138/16412/21826/16403/12835/12829/12834/12842/12843/16773/81877/12833/16779/12491/16777/226519/109700/16775/15530/12827/12826",0.704975715167238
"mmu05140","Leishmaniasis",50,0.780560236768533,1.93154157197421,9.29897800712454e-06,0.000180296851360359,0.000139143925439915,389,"tags=30%, list=5%, signal=29%","13057/16409/14131/15170/16414/17972/246256/14129/13058/17970/24088/17969/13627/17357/16176",0.593325476396405
"mmu05152","Tuberculosis",115,0.676821309896803,1.92097941626866,1.40149887009195e-06,4.89123105662092e-05,3.77480296697791e-05,1027,"tags=33%, list=13%, signal=29%","14127/12721/13040/16409/11984/12475/14131/16414/13033/246256/14130/14129/56619/114143/24088/16985/16783/17533/16176/12314/11972/19345/21897/16155/12028/12608/54411/16784/21926/15980/17874/14999/11848/75600/16173/16154/12315/12042",0.643551836150722
"mmu00010","Glycolysis / Gluconeogenesis",33,0.826370074104457,1.89503794650586,4.47719461739402e-05,0.000781270460735256,0.000602944743165136,611,"tags=36%, list=7%, signal=34%","14433/13806/58810/14751/18746/67689/18655/21991/16828/11674/18648/15277",0.557332238758646
"mmu04974","Protein digestion and absorption",30,-0.852993546578926,-1.86717669934372,1.73964138687013e-06,5.51940767288795e-05,4.25959767968344e-05,429,"tags=53%, list=5%, signal=51%","13717/98660/12835/12837/12829/53867/12831/12834/12842/12843/12833/12832/12825/12819/12827/12826",0.643551836150722
"mmu05322","Systemic lupus erythematosus",27,0.836466655680608,1.84974007528159,0.00012237174536704,0.00163973221110229,0.0012654617914931,327,"tags=33%, list=4%, signal=32%","12260/12259/12262/14131/246256/12268/14129/15081/15078",0.518848077743792
"mmu04820","Cytoskeleton in muscle cells",107,-0.675588207701203,-1.8436114762768,2.52652967431254e-06,6.78276043334675e-05,5.23458898418627e-05,748,"tags=41%, list=9%, signal=38%","11603/13003/326618/16651/13405/17886/208846/20650/14199/50875/13179/13138/16412/13717/21826/16403/14114/77579/98660/12835/12829/16480/53867/15529/12831/12111/12834/12842/12843/16773/12833/12832/12825/64009/14115/14118/109700/20740/18073/319565/15530/12827/12826/20742",0.627256739718528
"mmu04932","Non-alcoholic fatty liver disease",126,0.648721605294704,1.83361850728708,4.2336674990925e-06,0.000105539282655949,8.14498421134945e-05,1450,"tags=52%, list=18%, signal=43%","12540/66091/12858/12867/110323/12857/12702/12859/67184/12868/66576/22272/12864/17991/16176/66594/66916/66416/72900/67264/67680/66142/54405/78330/66152/12028/67530/66377/14281/68197/66414/66925/18707/20463/22273/68194/75406/69875/21926/230075/12866/67003/226646/68342/66694/104130/225887/66445/66218/12865/12862/68202/68349/67130/13063/21937/407785/68198/17711/12370/66046/17708/17710/16194/17993",0.610526878385931
"mmu05133","Pertussis",50,0.740164428578856,1.83157980198337,0.000126856073638286,0.00163973221110229,0.0012654617914931,435,"tags=26%, list=5%, signal=25%","12260/12259/12262/16409/12475/16414/66824/12268/12631/12362/16176/12314/15900",0.518848077743792
"mmu04216","Ferroptosis",32,0.794472548149138,1.81986741039251,0.000585567766073252,0.00537797764104118,0.0041504491856428,305,"tags=19%, list=4%, signal=18%","14325/14319/13058/20229/22041/15368",0.477270815362862
"mmu00310","Lysine degradation",42,-0.754597406914278,-1.79104993548962,0.000123670848129498,0.00163973221110229,0.0012654617914931,1490,"tags=40%, list=18%, signal=33%","75410/208043/234135/14055/77683/73251/110593/225888/381022/26432/235626/231051/14013/69188/18193/192195/214162",0.518848077743792
