"gene","log2FC","pvalue","padj","pct.1","pct.2"
"Pstpip1",1.29477030653103,1.16623523503507e-72,3.12084548895385e-68,0.387,0.206
"Mecom",-2.07456578480884,1.354638418492e-72,3.62501240788459e-68,0.059,0.206
"Pdgfra",-3.09865400995169,1.99351735864143e-72,5.33465245172445e-68,0.026,0.154
"Gulp1",-2.78583563987888,2.12145902972417e-72,5.67702436354189e-68,0.031,0.157
"Bgn",-2.72944455954232,2.57638487893354e-72,6.89440593602614e-68,0.055,0.195
"Taldo1",1.02552218345495,3.4323539429057e-72,9.18497915121566e-68,0.699,0.54
"Vwa1",-2.41522709321126,4.30946292366428e-72,1.15321227837256e-67,0.047,0.193
"Tspan13",-1.67065773571521,5.74477695027275e-72,1.53730231189299e-67,0.287,0.47
"Plat",-2.46847595320068,7.09151342662951e-72,1.89768899296606e-67,0.034,0.162
"Id1",-1.623718037648,3.51561651038106e-71,9.40778978177972e-67,0.169,0.354
"Ifitm6",3.4950521613263,4.71450777046854e-71,1.26160227937738e-66,0.289,0.114
"Smoc2",-3.76040387313447,7.97533663370858e-71,2.13420008318042e-66,0.025,0.151
"Bmpr2",-1.18922983627846,1.31256937425164e-70,3.51243564549738e-66,0.343,0.539
"Htra1",-3.3824608837139,1.31504131462449e-70,3.51905055793515e-66,0.021,0.148
"Loxl1",-3.06643928732276,1.38170343901103e-70,3.69743840279352e-66,0.023,0.145
"Mmp2",-3.0033421272311,2.05164555662417e-70,5.49020350952627e-66,0.026,0.152
"Ctnnb1",-1.21827566554741,2.08566206577936e-70,5.58123168802556e-66,0.548,0.693
"Nfat5",-1.34977874054768,2.83215258328024e-70,7.57884031285791e-66,0.289,0.493
"Ltbp1",-2.91330948405399,5.9481398398129e-70,1.59172222113393e-65,0.024,0.146
"Rarres2",-2.09317278652845,7.37230297645891e-70,1.97282827650041e-65,0.039,0.166
"Mxra8",-2.94613685932065,8.71534141249218e-70,2.33222536198291e-65,0.038,0.172
"Tshz2",-1.3611854002968,1.20164444441678e-69,3.21560053325929e-65,0.097,0.276
"Ogn",-3.96478126785665,2.18814696316708e-69,5.85548127343512e-65,0.029,0.158
"Fbln5",-2.64618325906464,2.21759962664577e-69,5.93429660090408e-65,0.04,0.171
"Scn7a",-2.61263575185317,3.8092075186163e-69,1.01934393198172e-64,0.023,0.146
"4931406P16Rik",-1.46479543513652,5.40258091635363e-69,1.44573065321623e-64,0.276,0.475
"Cygb",-2.51976899806316,6.64743808337351e-69,1.77885443111075e-64,0.045,0.171
"Apobec1",1.12207966405032,1.23626385996951e-68,3.30824208927841e-64,0.469,0.268
"Prelp",-2.96018314697241,1.35860975420564e-68,3.63563970225429e-64,0.027,0.152
"Mfap5",-2.87910559386903,1.57660148131472e-68,4.2189855639982e-64,0.031,0.156
"Mcf2l",-1.80857000399548,4.73610173694824e-68,1.26738082480735e-63,0.078,0.239
"Palmd",-2.10112189007566,7.98694323346352e-68,2.13730600927484e-63,0.076,0.236
"Rasip1",-1.92821989279527,1.81174879928413e-67,4.84823978688433e-63,0.081,0.24
"Col5a1",-3.6581565402687,1.96507577999408e-67,5.25854278726417e-63,0.022,0.141
"Fxyd6",-2.3632904013763,2.56381840515539e-67,6.86077805219583e-63,0.047,0.186
"Fmo1",-1.42638028888195,2.90847119885905e-67,7.7830689281468e-63,0.084,0.241
"Sdc2",-3.51412347274636,3.12053845203047e-67,8.35056089763354e-63,0.025,0.153
"Pcolce2",-3.78646280082728,5.72849524424118e-67,1.53294532735894e-62,0.019,0.134
"Msrb1",1.97369221832103,1.46136442502984e-66,3.91061120137986e-62,0.453,0.27
"Col5a3",-4.19631921957701,2.75225498629261e-66,7.36503434331903e-62,0.013,0.125
"Arhgef40",-2.75002026713083,3.39399056529591e-66,9.08231875273185e-62,0.037,0.159
"Jup",-1.53375692804867,3.94151828704663e-66,1.05475029361368e-61,0.282,0.468
"Aldh3b1",1.44218905874785,7.07061017251287e-66,1.89209528216444e-61,0.357,0.174
"Tcim",-1.89087641524469,9.31711922420947e-66,2.49326110439846e-61,0.243,0.403
"Stap1",1.16821842903466,9.63865425859218e-66,2.57930387959927e-61,0.415,0.229
"Cd300lg",-1.4785202489246,1.06435302443088e-65,2.84820869337703e-61,0.189,0.381
"Calcrl",-1.80043945189307,1.25786405328138e-65,3.36604420658096e-61,0.179,0.348
"Bicc1",-3.09785292794176,1.33123811418191e-65,3.5623931935508e-61,0.037,0.162
"Ecscr",-1.93153698767038,1.43773474951027e-65,3.84737818968948e-61,0.074,0.226
"Ptprm",-2.35960022442351,1.99291069896203e-65,5.33302903042238e-61,0.086,0.229
"Npdc1",-2.00122360994212,2.01903466088834e-65,5.40293675253721e-61,0.065,0.207
"C1qtnf9",-1.76077642244336,2.2864357273609e-65,6.11850200641776e-61,0.084,0.24
"Ar",-2.99552232402813,2.56423966333365e-65,6.86190533908085e-61,0.026,0.151
"Abca8b",-3.62850017573772,2.70195958891739e-65,7.23044385994293e-61,0.017,0.125
"Entpd2",-3.10737494676759,3.42045471753725e-65,9.15313682412969e-61,0.023,0.142
"Klf7",-1.12303364310546,3.63886955188566e-65,9.73761492084603e-61,0.475,0.623
"Sulf1",-2.8623112463243,3.6821446360137e-65,9.85341904597267e-61,0.024,0.132
"Itpr1",-2.10763179100375,6.09506794161245e-65,1.63104018117549e-60,0.1,0.275
"Clec3b",-3.00543684639824,6.78717821743032e-65,1.81624889098435e-60,0.032,0.15
"Cuedc1",-2.18561351186067,7.52603789650679e-65,2.01396774110522e-60,0.059,0.205
"Ppfibp1",-1.29183850897354,1.39672123834171e-64,3.73762603380241e-60,0.177,0.348
"Naalad2",-3.18375433078292,1.82965604791703e-64,4.89615958422597e-60,0.022,0.136
"Glipr1",1.48817631983935,2.64799110712303e-64,7.08602420266123e-60,0.316,0.148
"Map1b",-2.89484450814142,2.75044731235494e-64,7.36019700786181e-60,0.035,0.16
"Dpt",-2.96803618526973,2.75450833082699e-64,7.37106429329304e-60,0.041,0.166
"Meg3",-3.54611576423872,3.10806244158566e-64,8.31717509368323e-60,0.019,0.137
"Thsd7a",-2.91023640558502,4.03121124880013e-64,1.07875213017891e-59,0.026,0.144
"Rbms3",-2.50784073892515,4.22202881960292e-64,1.12981491212574e-59,0.025,0.137
"Col4a4",-4.13523632336785,4.31767701136638e-64,1.15541036824164e-59,0.013,0.116
"Myadm",-1.01808663574071,6.71303510055762e-64,1.79640819290922e-59,0.565,0.689
"Plxdc2",-1.83821347895864,9.10377726586482e-64,2.43617079634543e-59,0.144,0.315
"Aff4",-1.03625851657645,1.16109252399918e-63,3.10708359422182e-59,0.4,0.57
"Grasp",-2.02240418263949,1.49308572168661e-63,3.99549739123337e-59,0.065,0.214
"Serpine2",-2.50164266339603,2.56502521976838e-63,6.86400748810019e-59,0.027,0.146
"Cped1",-1.99440486157782,2.95665470357098e-63,7.91200798675594e-59,0.082,0.248
"Aebp1",-2.41409524496784,4.93044937732575e-63,1.31938825337237e-58,0.027,0.137
"Mmrn2",-2.03156080337581,5.18669878696602e-63,1.38796059539211e-58,0.064,0.202
"Col8a1",-3.56824715790491,5.37333293166474e-63,1.43790389251348e-58,0.015,0.119
"Prrc2b",-1.18980384533366,7.01549455730979e-63,1.8773463435361e-58,0.298,0.479
"Gja1",-2.48993998491284,8.49003688466491e-63,2.27193387033633e-58,0.056,0.186
"Mmp15",-3.20211360327977,1.05068951771663e-62,2.81164514940972e-58,0.028,0.139
"Wwc2",-1.33372014241648,1.1820041281043e-62,3.16304304680712e-58,0.277,0.445
"Map4k3",-1.89315483736337,1.81427943837447e-62,4.85501177709009e-58,0.128,0.289
"Wasl",-1.13301309791875,1.82591928274381e-62,4.88616000062243e-58,0.288,0.439
"Rbfox2",-2.16415607052205,2.11817513077555e-62,5.66823664995536e-58,0.06,0.191
"Prss23",-3.8500511095715,2.32729509990007e-62,6.2278416873326e-58,0.012,0.119
"Gm42418",-1.02836615848879,2.66332482193774e-62,7.12705722350538e-58,0.999,0.995
"Cav2",-1.59926899376309,2.78875177983024e-62,7.46269976282572e-58,0.223,0.397
"Col6a3",-3.83187108968765,2.86656770587834e-62,7.67093518093043e-58,0.014,0.12
"Car8",-2.31709168162137,3.55079838435996e-62,9.50193647654724e-58,0.056,0.2
"Nbea",-2.64018769307006,6.04190584326264e-62,1.61681400365708e-57,0.03,0.138
"Sfrp1",-3.07961156775742,7.94046826305477e-62,2.12486930719346e-57,0.021,0.126
"Tlr2",1.13267863911392,8.77438685239625e-62,2.34802592170124e-57,0.433,0.246
"Amotl2",-2.20548224353783,1.88142725261253e-61,5.03469932799112e-57,0.06,0.204
"Cd72",1.45098256925576,2.10581675070039e-61,5.63516562487424e-57,0.403,0.239
"Abi3bp",-2.81838396438873,3.01193128019507e-61,8.05992810580202e-57,0.019,0.124
"Timp4",-1.2463025195133,3.13908139122349e-61,8.40018180291406e-57,0.097,0.252
"Atp1a2",-2.73404020130508,3.1850768379009e-61,8.5232656182228e-57,0.033,0.142
"Adamts2",-2.92124828672617,6.77523353332292e-61,1.81305249351721e-56,0.019,0.121
"Lrrc8a",-1.43760556460825,7.07010596001241e-61,1.89196035489932e-56,0.209,0.381
"Ktn1",-1.01805580019127,1.03028634624733e-60,2.75704626255786e-56,0.427,0.588
"Aqp7",-2.0395704353265,1.30545694828814e-60,3.49340279361906e-56,0.06,0.186
"Rapgef1",-1.69984737467523,1.9367268056296e-60,5.18268093186482e-56,0.156,0.305
"Yes1",-2.30400300235575,2.09197432259943e-60,5.59812328727606e-56,0.051,0.182
"Smco4",-2.02051986267526,7.5399662319716e-60,2.0176949636756e-55,0.15,0.317
"Uaca",-1.63972888194371,9.79981053316497e-60,2.62242929867495e-55,0.16,0.324
"Pilrb2",1.52748338024286,1.16700959093548e-59,3.12291766534335e-55,0.294,0.146
"Ndn",-3.08723315259018,1.42171465314143e-59,3.80450841180647e-55,0.02,0.12
"Dpep1",-2.50936813822509,2.59225860233361e-59,6.93688401984473e-55,0.031,0.146
"Itih5",-3.73596259124766,6.72488384093873e-59,1.7995789158352e-54,0.013,0.116
"Htra3",-2.09234475512969,1.26401233665e-58,3.38249701287541e-54,0.042,0.163
"Tlr13",1.59692063749783,1.36973499923343e-58,3.66541085794867e-54,0.276,0.122
"Akap9",-1.01827080252541,1.42935447284421e-58,3.8249525693311e-54,0.428,0.583
"Ddah2",-1.6352017085845,1.47375932395723e-58,3.94377995090954e-54,0.183,0.352
"Hdac7",-1.76348738780698,1.95021843703668e-58,5.21878453751015e-54,0.107,0.275
"Serping1",-2.15387758352884,2.52878820378111e-58,6.76703723331826e-54,0.048,0.177
"Fgr",2.56071424023185,2.80359479538025e-58,7.50241967243754e-54,0.168,0.036
"Slpi",3.51406688492713,3.29675403076014e-58,8.82211378631415e-54,0.106,0.01
"Icam2",-1.78425840914201,4.08393201597575e-58,1.09286020747511e-53,0.124,0.284
"Nes",-1.82007524861604,4.12140697735509e-58,1.10288850714022e-53,0.14,0.289
"Rilpl2",1.10973341590877,5.41770262784702e-58,1.44977722321186e-53,0.419,0.244
"Myh10",-1.46789349577252,8.41701970280181e-58,2.25239447246976e-53,0.176,0.322
"Ms4a4d",-2.72387912612981,9.26437298764143e-58,2.47914621149285e-53,0.021,0.128
"Arhgap21",-1.56850511471166,1.0491539235456e-57,2.80753589940803e-53,0.15,0.298
"Trio",-1.34059064137834,1.16797296506987e-57,3.12549565452697e-53,0.235,0.403
"Cldn5",-2.50866033811655,1.23514119819001e-57,3.30523784635648e-53,0.049,0.183
"Pik3ap1",1.03108471280874,1.28275177624644e-57,3.43264375323547e-53,0.492,0.301
"Ptgis",-2.38392979696364,1.30955128337371e-57,3.50435923430805e-53,0.024,0.128
"Eva1b",-1.50133329663652,1.85195072930186e-57,4.95582015161178e-53,0.173,0.327
"Rbpms",-1.48360260295123,1.86799258921465e-57,4.99874816873841e-53,0.221,0.403
"Meox2",-2.60305459837892,2.57390412331051e-57,6.88776743397892e-53,0.049,0.198
"2700081O15Rik",-2.54714908474468,3.75611007281999e-57,1.00513505548663e-52,0.045,0.166
"Antxr1",-3.76434165367788,3.84222385422159e-57,1.0281791033897e-52,0.012,0.103
"Pam",-2.26596922933359,5.16127510622637e-57,1.38115721842618e-52,0.161,0.301
"Emilin2",1.08166028102307,5.20662072655768e-57,1.39329170642683e-52,0.421,0.259
"2900026A02Rik",-2.1161622948836,5.28137313689925e-57,1.41329545143424e-52,0.066,0.199
"Bin2",1.20038003188294,5.70327052364743e-57,1.52619519212805e-52,0.33,0.181
"Plpp1",-1.2582279626993,7.2573528859634e-57,1.9420676322838e-52,0.141,0.305
"Gpm6b",-2.54899969409772,7.9542757840567e-57,2.12856419981357e-52,0.027,0.133
"Gstm2",-2.33589323441171,8.014183994357e-57,2.14459563688993e-52,0.042,0.162
"Lrrc58",-1.11789323024463,9.575411115857e-57,2.56238001460333e-52,0.348,0.51
"Bcl2a1b",1.01852493985957,1.30199423321275e-56,3.48413656807731e-52,0.457,0.272
"Fndc1",-4.0863182748646,1.3325435546558e-56,3.56588655225893e-52,0.01,0.1
"Tcf21",-3.03720454856255,1.40122987484653e-56,3.74969114508932e-52,0.02,0.122
"Fibin",-3.59670288195046,1.45770171811858e-56,3.90080979768532e-52,0.011,0.103
"Hes1",-1.2767706234583,1.51915211157477e-56,4.06525105057409e-52,0.198,0.363
"Golim4",-1.69921063601013,1.64233571033795e-56,4.39489036086436e-52,0.183,0.337
"Zhx3",-2.10462345352736,1.81207027713878e-56,4.84910006162336e-52,0.076,0.213
"Thbd",-1.36471426909198,1.85413471223357e-56,4.96166448993703e-52,0.16,0.306
"Tnks1bp1",-2.05322882486617,2.03394416803453e-56,5.44283459366041e-52,0.07,0.202
"Ptk2",-1.92324480671118,2.26948338963378e-56,6.07313755066e-52,0.133,0.292
"Rapgef2",-1.36669939763841,2.44672076837173e-56,6.54742477616275e-52,0.248,0.398
"Clec4n",1.39803292508496,3.03643578792643e-56,8.12550216849111e-52,0.387,0.208
"Parva",-2.51338061867017,3.13445190852998e-56,8.38779330722623e-52,0.033,0.151
"Phldb1",-2.27004961378079,3.67056955894112e-56,9.82244413972644e-52,0.046,0.156
"Hdgfl3",-2.19122564009577,3.72460748033916e-56,9.9670496173876e-52,0.049,0.177
"Kdelr3",-3.9932738815497,4.49161379954108e-56,1.20195585275719e-51,0.011,0.105
"Angptl2",-3.56269679221262,4.59392274291277e-56,1.22933372600346e-51,0.015,0.111
"Tcf12",-1.01867732680903,1.04825393253836e-55,2.80512752347265e-51,0.347,0.499
"Il6st",-1.38596663067177,1.1989705132031e-55,3.20844509333148e-51,0.23,0.402
"Sox18",-1.31646525943062,1.23463636357436e-55,3.30388690892498e-51,0.084,0.225
"Rflnb",-1.92161857982667,1.26988181891897e-55,3.39820374742716e-51,0.117,0.266
"Fam208b",-1.30743344126726,1.39662814138688e-55,3.73737690635128e-51,0.178,0.333
"Tgfbr3",-2.28030635983543,1.50524528850616e-55,4.02803639204247e-51,0.045,0.175
"Efnb2",-2.00494932350177,1.80064163982478e-55,4.81851702817111e-51,0.059,0.174
"Prrx1",-2.893950854724,2.03245093231937e-55,5.43883869488664e-51,0.02,0.117
"Tspan6",-2.57298429484588,2.70594145327744e-55,7.24109932897042e-51,0.027,0.123
"Ebf3",-2.7323256743683,3.60851694154368e-55,9.6563913355709e-51,0.032,0.15
"Myo1b",-2.29032646681423,3.71480403286383e-55,9.94081559194362e-51,0.074,0.222
"Gna11",-1.33043473598323,3.92053652318739e-55,1.04913557360495e-50,0.239,0.417
"Kcna5",-1.80697265439246,4.86215232723426e-55,1.30111196276789e-50,0.068,0.201
"Tead1",-2.43037153359468,6.77089613382498e-55,1.81189180541156e-50,0.038,0.153
"Dusp3",-1.00251189300119,6.8574655378326e-55,1.835057777924e-50,0.506,0.631
"Tmem86a",1.1577469168379,7.87379624310506e-55,2.10702787465491e-50,0.407,0.23
"Rbp1",-2.43447991073091,8.06835150626193e-55,2.15909086307569e-50,0.04,0.161
"Fbln1",-2.23633546081066,1.01737728209575e-54,2.72250160688823e-50,0.035,0.152
"Brwd1",-1.35277109952456,1.0492978238057e-54,2.80792097650404e-50,0.215,0.374
"Medag",-2.59089817684148,1.10756791105575e-54,2.9638517299852e-50,0.026,0.132
"Sgk1",-1.15049770314235,1.55160912388753e-54,4.15210601552303e-50,0.381,0.532
"Trim24",-1.28482937651761,1.71528485516433e-54,4.59010227241973e-50,0.241,0.397
"Pcolce",-2.40280962064962,2.34268906056808e-54,6.26903592608017e-50,0.07,0.195
"Cyp2d22",-1.95731786623938,3.25126215326747e-54,8.70037752214374e-50,0.066,0.206
"Ghr",-2.43362403547841,3.55296415099243e-54,9.50773206805574e-50,0.036,0.147
"Prpf39",-1.26677344441594,3.78127370681664e-54,1.01186884394413e-49,0.237,0.414
"Vezf1",-1.17700611605369,9.52104312583743e-54,2.5478311404741e-49,0.323,0.501
"Adamts9",-2.40090409205675,1.0976584294851e-53,2.93733395730212e-49,0.047,0.168
"Ccr1",1.58381140540636,1.28709773851301e-53,3.44427354826081e-49,0.32,0.154
"Ddr2",-2.87696840363231,1.41779435201174e-53,3.79401768598342e-49,0.023,0.127
"Lrrc8c",-1.36410655750138,1.64276015433304e-53,4.3960261729952e-49,0.227,0.392
"Hcst",1.30157052742396,1.76063273318797e-53,4.71145319401102e-49,0.328,0.161
"Gbp4",-2.64287424164713,1.92798003119154e-53,5.15927456346857e-49,0.04,0.15
"Mfge8",-1.13627045503756,2.21546070874909e-53,5.92857285661255e-49,0.218,0.392
"Arhgap31",-1.1154400967067,2.76813835019318e-53,7.40753822511694e-49,0.499,0.619
"Tmem263",-2.56089485281329,3.01626053285462e-53,8.07151318591895e-49,0.031,0.14
"Susd3",1.2103115026573,3.12577135603241e-53,8.36456414874274e-49,0.354,0.193
"Sh3d19",-2.31625589407298,4.78983703328413e-53,1.28176039010683e-48,0.061,0.187
"Slc16a2",-2.55683422215425,5.1990529167932e-53,1.39126656053386e-48,0.03,0.134
"Itm2a",-2.80074975588213,5.37696138110041e-53,1.43887486558247e-48,0.035,0.147
"Hsph1",-1.4525484657745,7.76883531838995e-53,2.07894033120115e-48,0.17,0.331
"Rcn1",-2.17311759675674,8.44923304723132e-53,2.2610147634391e-48,0.064,0.194
"Plscr4",-1.82061165696223,8.51136565463463e-53,2.27764144918023e-48,0.081,0.215
"Scara5",-3.1652826236768,1.0135252310073e-52,2.71219351817555e-48,0.015,0.111
"Cd93",-1.46089734253366,1.06170723441752e-52,2.84112855930128e-48,0.365,0.509
"Runx1t1",-2.85596391279706,1.45896249147554e-52,3.90418362718853e-48,0.021,0.117
"Itga6",-1.69520284162747,2.51457158788391e-52,6.72899356917734e-48,0.276,0.42
"Thbs2",-2.77049358893234,3.427381005007e-52,9.17167156939873e-48,0.016,0.106
"Mxra7",-1.6813680596042,3.49572882450717e-52,9.35457033438119e-48,0.168,0.327
"Gpc6",-3.32179328966459,3.6717142875627e-52,9.82550743351779e-48,0.014,0.104
"Cdh13",-2.01421745283333,4.45786774339392e-52,1.19292540813221e-47,0.061,0.182
"Hspa12b",-2.20891571710344,5.03123193725184e-52,1.34635766640859e-47,0.049,0.166
"Nav3",-2.88045889715227,5.23355777977815e-52,1.40050006186863e-47,0.032,0.14
"Adarb1",-2.00409260556296,5.28387398870701e-52,1.413964679378e-47,0.068,0.184
"Adgrl2",-2.28160688147705,5.38164982334095e-52,1.44012949272604e-47,0.128,0.28
"Tbx20",-3.34399215256829,7.07228657831657e-52,1.89254388835751e-47,0.015,0.112
"Eln",-2.97870303147951,1.27820550638425e-51,3.42047793508426e-47,0.034,0.152
"Capg",1.00028308347768,1.33446188534001e-51,3.57102000516988e-47,0.542,0.39
"Tmem245",-1.40892059941658,1.36140621225027e-51,3.64312302398172e-47,0.198,0.355
"Akt3",-1.69522387723357,1.84728084185857e-51,4.94332353281354e-47,0.105,0.249
"Bcam",-1.97493184842875,1.88847897055402e-51,5.05356972520256e-47,0.068,0.203
"Matn2",-2.80889486634112,3.27460982734697e-51,8.76285589798049e-47,0.035,0.136
"Aplnr",-3.27715175369969,4.26295296894722e-51,1.14076621449028e-46,0.026,0.13
"Clec4b1",1.3405214421973,4.36480080685538e-51,1.1680206959145e-46,0.376,0.217
"Pkd1",-1.39785646766043,4.76650814386653e-51,1.27551757929868e-46,0.178,0.331
"Clstn1",-1.83751175115427,7.35987850341979e-51,1.96950348751514e-46,0.094,0.236
"Ahnak2",-2.67121173283365,8.70243226031189e-51,2.32877087285946e-46,0.025,0.118
"Afap1",-2.41432287409273,1.03457593245131e-50,2.7685251952397e-46,0.048,0.181
"C1qtnf7",-3.03143730965212,1.09366615698647e-50,2.92665063609578e-46,0.016,0.108
"H2-Q6",-1.7458654212955,1.44368155452342e-50,3.86329183990468e-46,0.097,0.234
"Aldh1a1",-2.56896399450074,1.50828267712109e-50,4.03616444397603e-46,0.021,0.118
"Ebf2",-3.33440650427012,2.08916560250515e-50,5.59060715230378e-46,0.016,0.113
"Airn",-2.67090916873254,2.73045795020571e-50,7.30670547475047e-46,0.027,0.132
"Foxo1",-1.22944188364517,2.7361806867997e-50,7.32201951787601e-46,0.173,0.308
"Dnm3",-1.85514338537077,3.24368474890282e-50,8.68010038806394e-46,0.056,0.186
"Aff3",-2.72941144349333,4.47141710593703e-50,1.19655121754875e-45,0.015,0.105
"Il1r1",-2.34534735105139,5.5570029235187e-50,1.4870539823336e-45,0.036,0.161
"Ccdc85a",-1.83658313438813,7.53303330479455e-50,2.01583971236302e-45,0.066,0.186
"Peak1",-1.0088999434682,7.62937147080192e-50,2.04161980558659e-45,0.395,0.545
"Cers4",-1.78778514411801,9.41652408529632e-50,2.51986184522529e-45,0.09,0.209
"Pcdh19",-2.4021681962673,1.01302547462817e-49,2.71085617010499e-45,0.038,0.156
"AW112010",-1.12858236820893,1.06659260967819e-49,2.85420182349883e-45,0.279,0.43
"Gem",-2.36299437809722,1.11581875984376e-49,2.98593100134191e-45,0.034,0.144
"Lpp",-1.29708215121073,1.42167598793451e-49,3.80440494371275e-45,0.262,0.422
"Trappc1",1.01087868053683,1.67347695534684e-49,4.47822433250813e-45,0.437,0.264
"Fabp5",-1.60918347535173,2.31772811968054e-49,6.20224044826512e-45,0.254,0.406
"mt-Rnr1",-1.41660055576958,4.39422804399378e-49,1.17589542457273e-44,0.991,0.991
"Trim56",-1.01566785891637,4.9654208632118e-49,1.32874662299548e-44,0.262,0.402
"Npl",1.60547419686112,5.24214225645287e-49,1.40279726782679e-44,0.338,0.172
"Palm",-1.6269003054362,5.77215258647284e-49,1.54462803214013e-44,0.098,0.222
"Jade1",-1.49718846619666,6.38573773337777e-49,1.70882341745189e-44,0.171,0.323
"Med13",-1.04998596204999,1.15940196218976e-48,3.10255965081979e-44,0.357,0.515
"Gabbr1",-1.65055391326638,1.40749238944782e-48,3.76644963416238e-44,0.092,0.217
"Fat4",-2.92116993591205,2.37159274828417e-48,6.34638219440845e-44,0.021,0.103
"Lpcat2",1.01613981501682,2.43402580933825e-48,6.51345306578915e-44,0.399,0.235
"Gpx8",-2.6062743162578,2.84866407254191e-48,7.62302505812216e-44,0.021,0.114
"Abcb1a",-2.19554044289499,3.20589760890096e-48,8.57898200141897e-44,0.053,0.166
"Synm",-2.95981046064893,3.27295280956977e-48,8.75842171840871e-44,0.016,0.102
"Ric1",-1.77109291688801,3.46132158107496e-48,9.2624965509566e-44,0.128,0.263
"Btbd3",-1.8639829720351,5.10556752655728e-48,1.36624987010673e-43,0.109,0.236
"Cttn",-1.99559045167858,7.90489660924247e-48,2.11535033263328e-43,0.04,0.13
"Igf1r",-1.2310333541158,9.74144178504313e-48,2.60680982167754e-43,0.235,0.396
"Nedd9",-1.33810573636795,1.54235187861594e-47,4.12733362717625e-43,0.222,0.371
"Thra",-1.36733160159805,3.17344878454408e-47,8.49214894743995e-43,0.295,0.442
"Dach1",-2.27193348402413,3.46701996449037e-47,9.27774542497624e-43,0.057,0.164
"P3h3",-2.30949042465904,3.51901549095907e-47,9.41688545380647e-43,0.03,0.119
"Mmp23",-2.8440480475647,3.72595783939453e-47,9.97066317821977e-43,0.017,0.101
"Gm12002",-2.02597327997748,4.05083019505835e-47,1.08400216019761e-42,0.055,0.163
"Fkbp9",-1.68435044304722,7.20664441419855e-47,1.92849804523953e-42,0.152,0.292
"Ablim3",-1.60204796316723,9.60981418350713e-47,2.57158627550651e-42,0.067,0.175
"Aspn",-3.31316890861015,9.6548927493744e-47,2.58364929973259e-42,0.016,0.105
"Peg3",-2.50824243203538,1.09963298952801e-46,2.94261787997695e-42,0.026,0.12
"Esyt2",-1.32269795350068,1.12080013650615e-46,2.99926116529047e-42,0.181,0.324
"Trib2",-2.22926872570141,1.18906270685886e-46,3.18193180355431e-42,0.04,0.14
"Cdc42ep5",-2.58736940015222,1.32354083490605e-46,3.54179527420859e-42,0.022,0.111
"Vav1",1.02418705755751,1.42703833764988e-46,3.81875459155108e-42,0.404,0.234
"Zfp979",-2.35025236780215,1.62064538330648e-46,4.33684704572815e-42,0.036,0.13
"Adamts10",-1.67830580278987,1.79150944635678e-46,4.79407927845074e-42,0.126,0.266
"Abcg2",-1.2616859361689,2.50757474787211e-46,6.71027002530577e-42,0.163,0.313
"Loxl2",-3.37974927010844,3.84988216505817e-46,1.03022846736957e-41,0.015,0.102
"Camk2n1",-1.87862991561481,4.38493240636195e-46,1.17340791194246e-41,0.089,0.22
"Gimap1",-1.46058670878217,4.55778096552249e-46,1.21966218637382e-41,0.095,0.237
"Calu",-1.33615334161589,4.81031076125897e-46,1.2872391597129e-41,0.298,0.446
"Shank3",-2.276254150402,5.42778053456799e-46,1.45247407105039e-41,0.045,0.157
"Spn",1.57414284042278,6.8611688225402e-46,1.83604877691176e-41,0.209,0.094
"Tspan12",-2.23805316013892,8.78204392363312e-46,2.35007495396422e-41,0.038,0.134
"Oaf",-3.50722712445438,9.28928727942083e-46,2.48581327597302e-41,0.033,0.14
"Gimap4",-1.30451735576269,1.03750917617365e-45,2.77637455544068e-41,0.097,0.241
"Cdc42bpb",-1.36764472137747,1.52836516197225e-45,4.08990517343774e-41,0.236,0.391
"Plxna2",-1.80341254247572,1.59477735997261e-45,4.2676242152867e-41,0.065,0.193
"Sod3",-2.01442482778902,1.59979314253662e-45,4.28104644942799e-41,0.023,0.116
"Dag1",-1.12604342067499,2.01432326447047e-45,5.39032905572299e-41,0.267,0.399
"Erg",-1.98282651274836,2.19359371945239e-45,5.87005679325459e-41,0.047,0.143
"Csf1",-1.47408186292963,2.41367658824269e-45,6.45899855013744e-41,0.062,0.157
"Tnfaip1",-1.35938068725822,2.45622290672779e-45,6.57285249840357e-41,0.258,0.39
"Pik3c2b",-2.92979944411728,2.64362837251504e-45,7.07434952485024e-41,0.022,0.112
"Dcn",-2.52670734646155,5.04086907482522e-45,1.34893656442323e-40,0.123,0.256
"Trip10",-1.4576826129723,5.55822382489229e-45,1.48738069554118e-40,0.141,0.27
"Spred2",-1.49026579187065,5.66923419686637e-45,1.51708707108144e-40,0.145,0.267
"F2r",-2.00832477654616,6.52696807528669e-45,1.74661665694672e-40,0.042,0.147
"Ncald",-2.92369381862138,6.55449378063433e-45,1.75398253569775e-40,0.017,0.101
"Twsg1",-2.07242661631475,9.4389739213529e-45,2.52586942135404e-40,0.055,0.158
"Ier5l",-1.3605174820679,1.3995753658771e-44,3.74526367908713e-40,0.178,0.324
"Flnb",-1.60046185708952,1.61411829731132e-44,4.3193805636051e-40,0.119,0.248
"Snhg18",-2.72673685303602,1.66416323734433e-44,4.45330082313342e-40,0.023,0.117
"Bmp1",-2.67986249161841,4.0843909892155e-44,1.09298302871407e-39,0.029,0.13
"Glrx",1.50241658889926,4.68401647703344e-44,1.25344280925415e-39,0.292,0.163
