"sender","B_cells","Endothelial","Fibroblasts","Granulocytes","Macrophages","Monocytes","Pericytes","T_cells"
"B_cells",0,0,0,0,0,0,0,0
"Endothelial",0,0.871238490942028,1.11896998292587,-14.4396863773539,-1.93489725673208,5.48412583753863,-2.05747126195921,0
"Fibroblasts",0,-1.7792797683051,2.6291679973983,3.51532763255971,2.56002947052576,29.0099732989129,1.31723066683571,0
"Granulocytes",0,-7.44606715760711,-7.10700170717732,42.0295393806822,-14.5073679157716,3.0626258659685,-15.6540131949061,0
"Macrophages",0,-1.05309717264842,0.925897528864176,7.49742042325522,-77.9744054784765,97.9456268943173,2.47743155784507,0
"Monocytes",0,1.31622296405427,5.36715363481684,13.3477848694419,1.23769577765454,37.8903790409504,1.00172994518162,0
"Pericytes",0,1.47113633498877,1.74949836149919,-3.91539606412599,2.30737955860016,11.0930839901183,0.633311595836719,0
"T_cells",0,0,0,0,0,0,0,0
