"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton","28/566","234/11190",0.11965811965812,2.36567907946,4.87293249387753,1.93254320778507e-05,0.000260150047201837,0.000260150047201837,"73178/66922/330662/77579/109700/329251/69632/232906/18595/13649/14062/14083/14745/16414/19354/20315/50884/16408/16403/66214/54126/74769/22324/22330/23797/18591/71785/16409",28
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","15/566","86/11190",0.174418604651163,3.44831128276769,5.26060816327367,2.3354146245765e-05,0.000302738932815473,0.000302738932815473,"104110/18798/18595/13649/18795/14745/14609/21872/22146/22142/18750/14672/18591/71785/16438",15
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","14/566","77/11190",0.181818181818182,3.59460327658207,5.27303299818775,2.68224049433618e-05,0.000330675433957471,0.000330675433957471,"29857/12258/16176/12475/66824/12259/12262/16414/50909/26419/12260/12268/16409/75600",14
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","17/566","108/11190",0.157407407407407,3.11199450333726,5.09044102020414,2.73988216707618e-05,0.000330675433957471,0.000330675433957471,"12842/12834/13717/98660/12827/12829/12837/12835/12825/12833/12826/12832/12831/12843/20514/53867/12819",17
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","29/566","254/11190",0.114173228346457,2.2572410339167,4.67806202991153,3.34589070871703e-05,0.000390353916016987,0.000390353916016987,"14696/29857/110557/104110/69632/18798/16176/18595/13649/18795/20293/14083/19354/20315/12387/12768/74769/16177/23797/20296/18750/14672/208647/15015/13555/12774/16438/66066/75600",29
"Human Diseases","Cardiovascular disease","mmu05416","Viral myocarditis","15/566","92/11190",0.16304347826087,3.22342141650023,4.94257376369198,5.30454830490181e-05,0.000598900615069559,0.000598900615069559,"14360/110557/13136/20650/13405/16414/16773/19354/16408/15002/13138/20392/12389/15015/16651",15
"Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","36/566","357/11190",0.100840336134454,1.993645514743,4.40403776563128,5.84595517074784e-05,0.000639401346800545,0.000639401346800545,"16775/12842/12834/235542/14366/16777/110557/12827/12829/109700/18132/14924/81877/13649/56458/13383/12835/14083/16779/12833/16773/12826/16403/12387/15205/74769/13542/21826/16449/12843/23797/18128/208647/15015/13555/226519",36
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","15/566","93/11190",0.161290322580645,3.18876097116152,4.89211704141382,6.03574439499281e-05,0.000640154708559844,0.000640154708559844,"14129/12977/12491/12490/109700/13136/16176/12475/12527/15002/16403/16177/17311/16409/12986",15
"Genetic Information Processing","Information processing in viruses","mmu03266","Virion - Herpesvirus","5/566","10/11190",0.5,9.88515901060071,6.48789965377036,6.63037829108146e-05,0.000682538941728973,0.000682538941728973,"231805/170741/545812/16004/58235",5
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagosome formation","15/566","94/11190",0.159574468085106,3.15483798210661,4.84233851208878,6.85377941967991e-05,0.000685377941967991,0.000685377941967991,"14129/330662/18754/211914/19012/67916/19354/74769/22324/246256/17909/18803/23797/18750/15162",15
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","15/566","95/11190",0.157894736842105,3.12162916124233,4.79322092851069,7.76724019103962e-05,0.000737070862650862,0.000737070862650862,"12977/12778/20293/20310/20315/20306/16195/55985/12768/12772/20305/20296/22035/12774/20307",15
"Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action","17/566","117/11190",0.145299145299145,2.87261031077285,4.69967161126491,7.79189197659483e-05,0.000737070862650862,0.000737070862650862,"29857/104110/18798/18795/14083/74769/14600/18803/23797/18750/12702/26419/14672/208647/16438/216233/16009",17
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","17/566","118/11190",0.144067796610169,2.84826615559681,4.65856648185124,8.68569834640404e-05,0.000795969306142655,0.000795969306142655,"13650/12977/29857/69601/16176/20293/20310/17395/17387/74769/22341/16449/23797/20296/12702/26419/208647",17
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer","16/566","107/11190",0.149532710280374,2.95630923681516,4.69310800747546,8.86937226844672e-05,0.000795969306142655,0.000795969306142655,"18791/16001/11835/18595/13649/56458/17395/12387/74769/21417/13876/23797/18591/208647/71785/13555",16
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecule (CAM) interaction","22/566","179/11190",0.122905027932961,2.42987148863928,4.45112675794474,9.99346591712513e-05,0.000854567198842761,0.000854567198842761,"12490/110557/15529/20345/18613/83964/12562/12741/16414/13003/16408/15002/16403/19274/67374/69524/15015/15896/16409/58235/16456/20737",22
"Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway","12/566","66/11190",0.181818181818182,3.59460327658208,4.87946560884376,0.000100106443293009,0.000854567198842761,0.000854567198842761,"29857/14360/19354/11690/74769/22324/18803/23797/14127/18750/26419/16822",12
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","14/566","87/11190",0.160919540229885,3.18143048617034,4.71455445253238,0.000108369539646421,0.000903079497053512,0.000903079497053512,"24099/12977/24088/16176/20293/20310/21687/16414/20315/16408/15002/20296/14254/11433",14
"Human Diseases","Cancer: overview","mmu05231","Choline metabolism in cancer","15/566","98/11190",0.153061224489796,3.02606908487777,4.64967051225817,0.000111762217282521,0.000909692466253076,0.000909692466253076,"19012/18595/13649/67916/19354/380921/56077/74769/100434/18803/23797/18750/26419/18591/71785",15
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","16/566","112/11190",0.142857142857143,2.82433114588592,4.47859535284312,0.000154028445338814,0.00122522626974056,0.00122522626974056,"66922/29857/56620/69632/16176/66824/332579/56619/74769/69810/23797/14127/26419/17474/16438/75600",16
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","15/566","103/11190",0.145631067961165,2.87917252735943,4.42219678722021,0.000197762395151182,0.00153815196228697,0.00153815196228697,"29857/24088/18798/16176/18795/20293/12259/11421/12262/74769/23797/20296/26419/12260/14672",15
"Organismal Systems","Immune system","mmu04650","Natural killer cell mediated cytotoxicity","16/566","117/11190",0.136752136752137,2.70363323366857,4.27559150893237,0.000257866518545904,0.00196202785850144,0.00196202785850144,"14360/16414/15170/19354/16408/74769/22324/246256/18803/22177/14127/18750/23900/22035/15896/16822",16
"Environmental Information Processing","Signaling molecules and interaction","mmu04519","Cadherin signaling","38/566","414/11190",0.0917874396135266,1.81466687151124,3.89862314516833,0.000263713758417534,0.0019638258605561,0.0019638258605561,"16798/66922/29857/56332/16480/14366/75723/381921/16001/232906/18595/13649/16542/17356/12562/329628/12554/14083/97064/21676/14609/19354/50884/75599/12387/20187/219228/21872/208846/13542/22324/22330/54630/74127/26419/17912/279653/17475",38
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","12/566","74/11190",0.162162162162162,3.20599751695158,4.39446926733766,0.000308575192696493,0.00225002744674526,0.00225002744674526,"67305/98660/14775/104110/14782/18798/14778/18795/69590/18750/208647/16438",12
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway","17/566","131/11190",0.129770992366412,2.56561378901087,4.16027633089949,0.000316332398789879,0.00225951713421342,0.00225951713421342,"29857/13609/235542/14360/18754/54447/18798/18795/19354/18127/74769/23797/14127/18750/26419/13033/67260",17
"Environmental Information Processing","Signal transduction","mmu04330","Notch signaling pathway","11/566","64/11190",0.171875,3.39802340989399,4.44051865728184,0.000324413827117928,0.0022708967898255,0.0022708967898255,"18132/80904/54485/18222/15205/13542/16449/67122/18128/20238/16450",11
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","15/566","109/11190",0.137614678899083,2.72068596622038,4.16663262114896,0.000371858060347767,0.00255196708081801,0.00255196708081801,"16775/29857/24088/16777/16779/193740/16773/15002/16403/15511/320207/23797/26419/12774/226519",15
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","17/566","134/11190",0.126865671641791,2.50817467433152,4.05382362545292,0.000414294539030937,0.00278852093578515,0.00278852093578516,"104110/18798/13649/18795/193740/18127/17395/15511/17390/74769/23797/13033/208647/15200/16438/75600/54393",17
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria","11/566","66/11190",0.166666666666667,3.29505300353357,4.31612505167565,0.000427608928206088,0.00282383254475718,0.00282383254475718,"24088/12491/15529/18613/16176/20293/16414/16408/16633/21826/20296",11
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","17/566","136/11190",0.125,2.47128975265018,3.98444426055678,0.000493277713214079,0.00319717036342459,0.00319717036342458,"73178/330662/29857/69632/16176/66824/20293/14083/19354/54126/74769/22324/18803/23797/20296/26419/16822",17
"Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway","13/566","90/11190",0.144444444444444,2.85571260306243,4.07971949794205,0.000562532413602881,0.00357975172292742,0.00357975172292742,"29857/104110/18798/13649/18795/17390/17387/18750/26419/14672/15200/16438/75600",13
"Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway","10/566","58/11190",0.172413793103448,3.4086755208968,4.24488098618714,0.000586516227200729,0.00360231324935253,0.00360231324935253,"29857/15507/16542/14083/19354/18127/74769/18803/23797/18750",10
"Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy","23/566","216/11190",0.106481481481481,2.10517275225756,3.78559708135305,0.000586662443465983,0.00360231324935253,0.00360231324935253,"12842/29857/12491/14782/17718/18798/17972/18795/11421/12825/19354/18127/17395/17390/74769/14433/12843/23797/18750/26419/13057/13033/12869",23
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","12/566","80/11190",0.15,2.96554770318021,4.0722213263669,0.000642870962920297,0.00387939374176041,0.00387939374176041,"18015/16001/26362/18595/13649/16542/74769/18803/23797/18750/18591/71785",12
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","23/566","219/11190",0.105022831050228,2.07633476934992,3.71283920360185,0.000711319712994909,0.00415064827213035,0.00415064827213035,"21912/14129/70122/18791/16480/12045/12044/18514/16001/214162/12395/13714/56458/12475/12151/14083/17395/21417/13876/14254/20375/16409/16009",23
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","11/566","70/11190",0.157142857142857,3.10676426047451,4.0810544590161,0.000717508917739634,0.00415064827213035,0.00415064827213035,"14129/29857/24088/16176/17972/16414/15170/15002/246256/13057/16409",11
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","14/566","104/11190",0.134615384615385,2.6613889643925,3.92880410965146,0.000723398698857005,0.00415064827213035,0.00415064827213035,"18160/18754/98660/381290/104110/18798/75292/18795/101540/18750/14672/208647/16438/75600",14
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","20/566","180/11190",0.111111111111111,2.19670200235571,3.73584141462882,0.000769696952557725,0.00434506344185812,0.00434506344185812,"14129/29857/24088/21897/69632/16176/12475/16414/12721/15002/332579/13040/56619/246256/23797/14127/26419/13033/16409/75600",20
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","13/566","94/11190",0.138297872340426,2.73419291782573,3.89706753969945,0.000857275320223725,0.00476264066790958,0.00476264066790958,"16775/16777/12827/12829/14083/16779/16773/12826/16403/74769/23797/13555/226519",13
"Human Diseases","Infectious disease: bacterial","mmu05150","Staphylococcus aureus infection","16/566","131/11190",0.122137404580153,2.41469533083376,3.75924352583794,0.000922461601232343,0.00504471188173938,0.00504471188173938,"14129/20345/12259/12262/16414/12267/16408/15002/14293/14289/246256/50909/12260/12273/12268/16409",16
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","28/566","294/11190",0.0952380952380952,1.88288743059061,3.54083160754352,0.000946691712993556,0.00509757076227299,0.00509757076227299,"24099/12977/320100/50498/12778/12161/16176/12168/20293/20310/12166/20315/20306/16195/55985/12768/14600/18414/12772/16177/11480/20305/20296/22035/12774/18413/12986/20307",28
"Environmental Information Processing","Signal transduction","mmu04070","Phosphatidylinositol signaling system","13/566","96/11190",0.135416666666667,2.67723056537102,3.80929077976857,0.00104755855412698,0.00555523475673397,0.00555523475673397,"18798/18795/212111/380921/56077/74769/240752/16329/18803/18750/320404/16438/75600",13
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","13/566","97/11190",0.134020618556701,2.64963025026411,3.76623828742781,0.00115520374439418,0.00603464642593975,0.00603464642593975,"29857/20202/16176/110809/16819/20293/20310/20201/20306/17395/17386/20296/26419",13
"Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway","14/566","112/11190",0.125,2.47128975265018,3.61190536255683,0.00150949447764504,0.0077694568702318,0.0077694568702318,"14118/15901/17129/13179/12161/15903/12168/17131/12166/268977/68799/230597/11480/17965",14
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","11/566","77/11190",0.142857142857143,2.82433114588592,3.70760278409515,0.00161011004768932,0.00816722487958351,0.00816722487958351,"73178/330662/12390/14083/12387/74769/12389/22330/13043/13429/103967",11
"Cellular Processes","Cellular community - eukaryotes","mmu04550","Signaling pathways regulating pluripotency of stem cells","16/566","140/11190",0.114285714285714,2.25946491670873,3.46121657474236,0.00187250115544169,0.00936250577720844,0.00936250577720844,"15901/17129/29857/14366/16001/15903/12168/12151/12166/12387/16195/69587/74769/13542/11480/23797",16
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","16/566","141/11190",0.113475177304965,2.24344034283137,3.42951609031583,0.00201623447289314,0.00993918402130419,0.00993918402130419,"20250/29857/20249/16176/56458/12475/12259/20310/12262/12267/12387/23797/26419/12260/12273/12268",16
"Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation","21/566","209/11190",0.100478468899522,1.98649128442694,3.32280818388761,0.00207447864351959,0.0100842711837758,0.0100842711837758,"14129/29857/24088/20345/18798/17972/18795/16414/19354/16408/74769/14293/14289/246256/18803/23797/18750/56233/12273/13057/16409",21
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","11/566","80/11190",0.1375,2.71841872791519,3.56021956634392,0.00220269632886513,0.0105608728096273,0.0105608728096273,"68713/18733/18726/83490/240168/15170/19354/74769/22324/23797/12517",11
"Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction","16/566","144/11190",0.111111111111111,2.19670200235571,3.33598866107322,0.00250383399588164,0.0118424580886294,0.0118424580886294,"109624/77579/18160/18754/104110/329251/69632/18798/18795/54598/18782/18750/54409/14672/16438/75600",16
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia","10/566","70/11190",0.142857142857143,2.82433114588592,3.53394772130926,0.00259042392584159,0.0120886449872607,0.0120886449872607,"14129/16480/12045/12044/12395/12475/74769/23797/20375/16409",10
"Human Diseases","Infectious disease: bacterial","mmu05134","Legionellosis","9/566","59/11190",0.152542372881356,3.0158112235731,3.58317974840815,0.00265442737104253,0.0122243365771696,0.0122243365771696,"24088/16176/12475/66824/20310/16414/193740/15511/16409",9
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway","14/566","120/11190",0.116666666666667,2.3065371024735,3.32122563388094,0.00290720208539632,0.0132145549336196,0.0132145549336196,"98660/18132/18798/56458/18795/21833/12387/74769/327987/20502/18803/23797/18750/18128",14
"Cellular Processes","Transport and catabolism","mmu04145","Phagocytosis","27/566","305/11190",0.0885245901639344,1.7501593002375,3.06583672598386,0.00330818103972938,0.0148444021013498,0.0148444021013498,"14129/24088/12491/21897/110557/17105/17972/17110/16819/12475/16414/12721/19354/15002/17395/13040/74769/246256/21826/22146/22142/13057/13429/13033/15015/103967/16409",27
"Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism","10/566","73/11190",0.136986301369863,2.70826274263033,3.37973086376719,0.00354394697314292,0.0157010308936712,0.0157010308936712,"14863/67305/14775/14782/14778/14862/69590/14866/14872/14871",10
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","11/566","86/11190",0.127906976744186,2.52876160736297,3.2848011803065,0.00391666036888634,0.0171353891138777,0.0171353891138777,"16480/109700/20650/13405/14609/16773/16403/12387/13138/20392/16651",11
"Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway","18/566","179/11190",0.100558659217877,1.98807667252305,3.07583901833982,0.00415950481551177,0.017973168955915,0.017973168955915,"20377/14366/20671/18798/226154/20317/67087/18795/19354/12387/68339/20187/208846/13542/328949/18750/54630/26419",18
"Organismal Systems","Digestive system","mmu04970","Salivary secretion","11/566","87/11190",0.126436781609195,2.49969538199098,3.24117389274247,0.0042848656719127,0.0182210943128087,0.0182210943128087,"98660/381290/17105/104110/18798/17110/18795/12182/18750/16438/75600",11
"Human Diseases","Cancer: specific types","mmu05214","Glioma","10/566","75/11190",0.133333333333333,2.63604240282686,3.28118165818556,0.00432100236560891,0.0182210943128087,0.0182210943128087,"16001/18595/13649/74769/18803/23797/18750/18591/13555/75600",10
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","24/566","268/11190",0.0895522388059701,1.7704762407046,2.94669633728476,0.00471525085971393,0.0195793840732451,0.0195793840732451,"73178/106952/12390/212285/211914/110557/17999/16001/19159/347722/18595/13649/259300/193740/19157/15511/12389/16004/230597/13429/15015/103967/12774/13855",24
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","15/566","140/11190",0.107142857142857,2.11824835941444,3.07313026741403,0.00475499327493095,0.0195793840732451,0.0195793840732451,"66922/14696/18791/18754/104110/18798/18795/18127/16449/320207/23797/23796/16438/66066/75600",15
