"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","mmu04518","Integrin signaling","40/566","153/11190",0.261437908496732,5.16871059377815,11.983447059642,1.99220294009206e-18,6.9727102903222e-16,6.9727102903222e-16,"16775/12842/14118/12834/16777/225341/16001/12827/12829/109700/81877/18595/13649/16542/12835/14083/16779/16414/12833/16773/19354/12826/16408/16403/218952/12387/57342/74769/21826/22341/12843/22330/23797/14254/18591/71785/286940/15896/16409/226519",40
"Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion","45/566","202/11190",0.222772277227723,4.40427876709932,11.2694130457824,1.22516924873981e-17,2.14404618529467e-15,2.14404618529467e-15,"16775/12842/12834/330662/12390/14360/16777/16001/12827/12829/109700/329251/232906/81877/18595/13649/16542/12835/14083/16779/12833/16773/19354/12826/16403/12387/57342/74769/22324/21826/12389/22341/12843/22330/23797/18750/11855/14254/26419/13731/18591/71785/286940/107746/226519",45
"Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway","46/566","214/11190",0.214953271028037,4.2496945279218,11.0786590784065,2.33946029905261e-17,2.72937034889471e-15,2.72937034889471e-15,"54519/106952/99470/13636/15901/12977/29857/16001/217944/104110/14924/18798/18595/13649/75292/16542/18795/17356/14062/238130/21687/14745/16414/240168/19354/16408/12387/74769/14293/22324/76089/22341/101540/244668/18803/23797/18750/14254/223864/17311/18591/71785/16409/107746/16822/75600",46
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","47/566","233/11190",0.201716738197425,3.98800406436252,10.638322090596,1.48400998618753e-16,1.29850873791409e-14,1.29850873791409e-14,"12842/14118/22379/319565/12834/20740/13717/16480/13179/77579/98660/14115/14199/12827/12829/15529/109700/18073/14114/20650/13405/15530/109676/12835/18074/12825/12833/16773/13808/13003/12826/16403/12111/13138/20392/12832/208846/21826/20742/77053/12831/12843/22330/53867/11603/64009/16651",47
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","33/566","149/11190",0.221476510067114,4.37866103825266,9.58282096746492,3.5731513083905e-13,2.50120591587335e-11,2.50120591587335e-11,"14863/18791/29857/12390/15529/18613/21824/16176/12168/16542/20293/12562/14083/19354/18127/12166/17395/12387/14862/17390/74769/12389/16177/14866/11480/23797/20296/26419/13057/18591/14872/75600/14871",33
"Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis","27/566","107/11190",0.252336448598131,4.98877183712559,9.56890490344057,1.93584163592303e-12,1.12924095428843e-10,1.12924095428843e-10,"16775/12842/24088/16777/12827/12829/15507/18798/16176/12475/18795/20310/14083/16779/12825/16414/16773/12826/74769/16177/12843/22330/18750/14672/16409/20723/226519",27
"Environmental Information Processing","Signaling molecules and interaction","mmu04517","IgSF CAM signaling","47/566","300/11190",0.156666666666667,3.09734982332155,8.49918696179846,2.91626694560582e-12,1.45813347280291e-10,1.45813347280291e-10,"73178/20740/29857/107449/18187/77579/14360/252966/83964/14924/109676/16542/56458/223435/17356/111173/14083/20411/16414/15170/16408/12387/21872/74769/380928/22324/76089/18845/20742/140721/21873/22146/22142/74144/18803/22330/23797/67374/18750/26419/69524/15896/16409/58235/16456/17475/16822",47
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","28/566","119/11190",0.235294117647059,4.65183953440033,9.24382175915855,4.75630758880797e-12,2.08088457010349e-10,2.08088457010349e-10,"29857/18613/232906/83964/17972/17356/12562/12741/14083/16414/19354/20315/16408/17395/12387/17390/74769/22324/18803/22330/67374/18750/11855/13057/223864/69524/16409/16456",28
"Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway","50/566","368/11190",0.135869565217391,2.68618451375019,7.59163050768036,1.21787407518727e-10,4.73617695906159e-09,4.73617695906159e-09,"16775/12842/12834/13636/14696/12977/24088/235542/16777/16001/83490/12827/12829/109700/14924/20393/81877/18595/13649/16542/14062/12835/21687/14083/14745/16779/12833/16773/18127/12826/98432/16403/74769/14600/18414/21826/22341/320207/12843/23797/18750/14254/17311/18591/208647/71785/18413/66066/12986/226519",50
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","35/566","204/11190",0.17156862745098,3.39196632716691,7.95811424452611,1.52683718282988e-10,5.34393013990458e-09,5.34393013990458e-09,"66922/12842/29857/24088/14366/13179/12390/16001/15529/329251/69632/17022/15530/18793/13649/109676/16542/14083/15170/17395/12387/17390/74769/22324/12389/12843/18803/23797/21859/18750/13043/319757/19206/15200/16438",35
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","23/566","101/11190",0.227722772277228,4.50215162859042,8.16035893981135,7.88156693716139e-10,2.50777129818772e-08,2.50777129818772e-08,"12842/29857/18754/12827/12829/21824/18798/16176/56458/18795/20293/12825/18127/12826/17390/74769/22341/12843/18803/23797/20296/18750/26419",23
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction","21/566","89/11190",0.235955056179775,4.6649064993846,8.01192126480128,2.16921575564928e-09,6.3268792873104e-08,6.3268792873104e-08,"16775/12842/12834/12491/16777/12827/12829/109700/15530/81877/12835/16779/12833/16773/12826/16403/13138/21826/12843/11603/226519",21
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway","27/566","149/11190",0.181208053691275,3.58254084947945,7.32480302745174,5.86824922927358e-09,1.57991325403519e-07,1.57991325403519e-07,"66922/14360/104110/19159/18798/19012/18595/13649/67916/18795/14062/14745/19157/380921/56077/74769/320207/18803/23797/14127/18750/223864/17311/13429/18591/71785/103967",27
"Cellular Processes","Cellular community - eukaryotes","mmu04520","Adherens junction","20/566","92/11190",0.217391304347826,4.29789522200031,7.33108455225773,2.35874712760205e-08,5.89686781900513e-07,5.89686781900513e-07,"73178/69903/22612/14360/16001/13649/17356/12562/20411/15170/19354/12387/21872/380928/77446/19263/19274/22330/58235/214137",20
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","38/566","299/11190",0.127090301003344,2.51261566824633,6.11913636157944,1.35048112602347e-07,3.15112262738809e-06,3.15112262738809e-06,"66922/14013/16765/13636/18015/12977/29857/381921/16001/18218/15507/26412/26921/16176/18595/13649/13714/16542/12475/21687/240168/193740/19354/30957/72349/15511/19418/76089/225028/22341/16177/23797/18750/14254/26419/17311/18591/71785",38
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","23/566","131/11190",0.175572519083969,3.47112453807353,6.5664731612688,1.45032447214955e-07,3.17258478282714e-06,3.17258478282714e-06,"12842/14696/29857/12827/12829/104110/18798/13649/18795/12825/18127/12826/17395/17390/74769/22341/12843/17386/23797/18750/26419/208647/66066",23
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway","31/566","237/11190",0.130801687763713,2.5859909647985,5.69597611553405,1.05324732917186e-06,2.16845038358913e-05,2.16845038358913e-05,"66922/13636/14696/18015/12977/16001/217944/18595/13649/16542/17356/226525/21687/240168/19354/19418/74769/22341/18803/56784/23797/18782/18750/14254/26419/17311/18591/23871/71785/66066/75600",31
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","26/566","181/11190",0.143646408839779,2.83993518536595,5.76006915608758,1.33643644069047e-06,2.5986264124537e-05,2.5986264124537e-05,"13636/20353/107449/14360/13838/69632/12168/226251/14083/19354/13846/20315/20187/74769/20361/18845/13642/20358/13641/18803/18750/319713/319757/19206/269473/214968",26
"Human Diseases","Cardiovascular disease","mmu05417","Lipid and atherosclerosis","29/566","217/11190",0.133640552995392,2.64211623324812,5.63807557711059,1.51039972428695e-06,2.78231528158122e-05,2.78231528158122e-05,"29857/24088/12491/18798/16176/17972/12475/66824/18795/20293/20310/14083/15512/193740/18127/17395/15511/74769/22324/18803/23797/20296/18750/18987/26419/13057/22035/16438/75600",29
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","21/566","132/11190",0.159090909090909,3.14527786700932,5.7225822893775,2.6778183048353e-06,4.68618203346178e-05,4.68618203346178e-05,"14129/18733/12977/29857/18726/14360/16176/17972/74769/246256/16177/22177/23797/12702/100201/26419/11433/13057/20375/16438/16822",21
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","17/566","93/11190",0.182795698924731,3.61392910064972,5.84241370657753,3.47751846396104e-06,5.79586410660173e-05,5.79586410660173e-05,"29857/16001/18132/104110/54485/13649/14083/17395/17390/74769/16449/23797/26419/18128/13555/15200/16450",17
"Organismal Systems","Immune system","mmu04610","Complement and coagulation cascades","17/566","95/11190",0.178947368421053,3.53784638274131,5.73354600196852,4.7052652191997e-06,7.48564921236315e-05,7.48564921236316e-05,"18791/278180/12258/21824/13136/18793/20720/12259/14062/12262/16414/12267/50909/12260/12273/12268/16409",17
"Cellular Processes","Cellular community - eukaryotes","mmu04530","Tight junction","23/566","169/11190",0.136094674556213,2.69063499696824,5.11143129302003,1.3522196586539e-05,0.00020577255675168,0.00020577255675168,"56332/75723/77579/18754/17999/83964/14924/13383/17356/12741/56449/21872/76089/68178/21873/22146/22142/67374/13043/102098/26419/16456/17475",23
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","25/566","194/11190",0.128865979381443,2.54772139448472,5.01921855515698,1.51353894763524e-05,0.000220724429863473,0.000220724429863473,"14696/14191/104110/18798/18795/20293/20310/14083/19354/20315/20306/55985/12768/74769/22324/12772/20305/320207/18803/23797/20296/15162/12774/66066/20307",25
"Organismal Systems","Immune system","mmu04611","Platelet activation","19/566","126/11190",0.150793650793651,2.98123843176847,5.16209216536844,1.75712210751841e-05,0.000245997095052577,0.000245997095052577,"54519/12842/29857/14360/104110/69632/232906/18798/18795/14062/12825/18127/74769/320207/12843/23797/14127/16438/16822",19
