"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"CellCommunication","post",12,4,NA,"GSE207177 top enhanced LR pairs",FALSE,"REAL","GSE207177","sourced: 运行骨架_runSkeleton.R","LR bar from skill-local cache; data_provenance=REAL","2026-07-19 20:47:59"
