"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"mmu05168","Herpes simplex virus 1 infection",176,0.588853182347105,2.56398002873524,1e-10,5e-09,2.91429622843852e-09,2197,"tags=42%, list=13%, signal=37%","12702/20384/17874/56480/16193/12048/21354/142980/12122/18986/18035/72512/21937/16402/213233/16416/11797/11796/13163/20304/20296/19106/13685/15015/54123/18854/16452/71586/21356/12010/14102/217715/12028/20847/18708/15040/110557/14991/14964/11783/21355/24088/110558/56489/20963/14972/69550/20846/19697/15018/20383/15039/15007/23960/22059/22034/67996/15976/20382/246727/246730/15979/78781/16391/12370/13665/12018/20779/12675/21926/108067/230979/225027/16176",NA
"mmu04668","TNF signaling pathway",117,0.60917486071984,2.52586639194491,1e-10,5e-09,2.91429622843852e-09,2307,"tags=48%, list=14%, signal=42%","16362/26410/15945/20311/12702/16193/74568/12051/16878/12633/11911/15953/18035/330122/21929/12981/20310/15894/21937/11797/12608/11796/26427/20339/20304/20296/14825/26395/19225/14102/16477/56532/18708/19766/22329/17387/12977/17392/12913/19697/22029/13614/257632/21938/217344/26397/12370/20312/12369/78284/12675/21926/13650/16176/11798/16168",NA
"mmu04657","IL-17 signaling pathway",85,0.651159065697084,2.50229118307267,1e-10,5e-09,2.91429622843852e-09,2695,"tags=48%, list=16%, signal=41%","12985/14283/16172/15945/20311/56480/16193/18035/330122/21929/12981/20310/16819/12608/20292/17386/20296/14825/19225/103213/15519/17392/56489/19697/20202/20295/20306/20201/22034/225724/50772/12370/16191/12675/21926/16176/30940/257630/234836/23939/22030",NA
"mmu03008","Ribosome biogenesis in eukaryotes",76,0.62748563169164,2.41902224424033,1.13695252002208e-09,3.06102601544407e-08,1.78414731439216e-08,3167,"tags=59%, list=19%, signal=48%","30877/55989/59028/16418/68147/72515/14113/52530/67134/67973/217995/73674/224092/19384/72554/102462/230737/69237/66711/98956/269470/110816/67619/100019/227522/97112/21771/71340/74778/217109/105372/230082/56488/245474/27993/13000/67724/225348/66932/24127/213773/20826/73736/67045/53319",0.788186810800237
"mmu04621","NOD-like receptor signaling pathway",159,0.561517296892971,2.41011789267663,1e-10,5e-09,2.91429622843852e-09,2256,"tags=40%, list=13%, signal=35%","14469/15944/17874/56480/229898/12363/16193/229900/12048/55932/59027/54396/18035/18036/330122/21929/20310/72512/11797/11796/15951/20304/20296/14825/59125/54123/55991/22166/56338/12364/20847/56532/19766/12796/15519/192656/107607/56489/268749/20846/19697/21898/21353/59079/23960/69146/22034/216877/15976/246727/246730/257632/12374/16391/67443/12370/216799/54483/12675/21926/16176/13058/11798",NA
"mmu04623","Cytosolic DNA-sensing pathway",65,0.648386683503972,2.38966198138637,1.03928277928565e-09,3.03124143958316e-08,1.76678709897275e-08,2197,"tags=49%, list=13%, signal=43%","15945/22040/56480/56045/16193/74568/18035/18036/72512/77125/15951/20304/58203/54123/56532/19766/56489/19697/26939/69146/56417/67065/20303/12370/216799/66491/54483/12369/20018/12675/27041/16176",0.788186810800237
"mmu03050","Proteasome",47,0.684196048749009,2.3807402581028,1.6004789333201e-08,3.11204237034464e-07,1.81388266852725e-07,3361,"tags=68%, list=20%, signal=55%","19171/19186/16913/19188/16912/69077/26442/26444/66537/23996/19167/19172/228769/26441/22123/17463/26445/56436/19185/26446/19166/19179/19170/19192/23997/59029/67089/66997/26443/15978/70247/21762",0.73376198835648
"mmu04620","Toll-like receptor signaling pathway",89,0.576936583644155,2.27309473410015,6.8572707294272e-09,1.60002983686635e-07,9.32592183793737e-08,2197,"tags=39%, list=13%, signal=34%","21939/17329/26410/15945/17874/56480/16193/12519/142980/18035/20304/54123/26395/20847/18708/19766/16803/19353/24088/56489/117149/20846/19697/12475/21898/22034/15976/20302/16391/20303/26397/12370/12675/21926/16176",0.761460801445585
"mmu05160","Hepatitis C",136,0.533993536945994,2.26766207781287,2.1356889000634e-10,9.34363893777735e-09,5.44602634325116e-09,2137,"tags=34%, list=13%, signal=30%","15945/12702/12575/56480/17869/12633/142980/12122/18035/21937/58185/20848/19106/15957/71978/54123/26395/13649/14102/12028/20847/52432/18708/18176/19766/13557/73699/11783/16835/56489/20846/19697/23960/22059/22034/15976/246727/64945/246730/16391/12370/22631/13665/12018/12675/21926",0.826657301178302
"mmu04630","JAK-STAT signaling pathway",137,0.536867859886087,2.26634930371522,7.49239577406994e-10,2.38394410993135e-08,1.38950386567623e-08,1977,"tags=34%, list=12%, signal=30%","12985/12703/19255/18712/216233/16158/12702/12575/16164/17869/16193/329244/16190/12048/18414/16169/16878/246779/12981/57914/12700/18590/20848/12804/56708/16452/16194/213208/13649/14199/20847/18708/12984/12983/20846/16188/15976/17210/16153/18413/16161/15979/16391/16191/54607/16186",0.801215574617779
