"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"ImmuneInfiltration","post",6,7,6,"GSE207177 CIBERSORT-like fractions",FALSE,"REAL",NA,"已 source 本技能 脚本_scripts/: 运行骨架_runSkeleton.R","immune frac + Macrophages score brackets; data_provenance=REAL","2026-07-19 20:01:08"
