"sample","Macrophages","Neutrophils","Monocytes","Dendritic","T_NK","B_cells","Cycling","method"
"GSM6280843_n-1",0.238675598349929,0.152990204690446,0.166006002578372,0.0188335578368638,0.0839412176232734,0.172775578898622,0.166777840022493,"marker_fallback"
"GSM6280844_n-2",0.24408315932414,0.229813575952895,0.173628330670595,0.0484044955217029,0.0805684952556643,0.101964395221397,0.121537548053606,"marker_fallback"
"GSM6280845_clp-12h-1",0.168208603638787,0.287019415732983,0.154658078966268,0.0228485175954478,0.113171494836966,0.0938470139194219,0.160246875310126,"marker_fallback"
"GSM6280846_clp-12h-2",0.228464260139588,0.248074903283824,0.175697421772709,0.0390093574111672,0.0737336092093064,0.106324635333013,0.128695812850391,"marker_fallback"
"GSM6280847_clp-24h-1",0.17922127928471,0.271983356711253,0.186952280381195,0.0171663655088346,0.107579609592325,0.084504755773107,0.152592352748576,"marker_fallback"
"GSM6280848_clp-24h-2",0.154750398594745,0.155089922275213,0.172581581612953,0.0675415218212422,0.195170124666631,0.0890207657569802,0.165845685272236,"marker_fallback"
