gene,GSM2109150,GSM2109151,GSM2109152,GSM2109153,GSM2109154,GSM2109155,GSM2109156,GSM2109157,GSM2109158,GSM2109159,GSM2109160,GSM2109161,GSM2109162,GSM2109163,GSM2109164,GSM2109165,GSM2109166,GSM2109167,GSM2109168,GSM2109169,GSM2109170,GSM2109171,GSM2109172,GSM2109173,GSM2109174,GSM2109175,GSM2109176,GSM2109177,GSM2109178,GSM2109179,GSM2109180
GABRA3,1.8130279719348734,1.7474260715256749,1.8014815187106767,1.7674810711943147,1.6710306285814942,1.6915430979877721,1.6809994071757066,1.7205630355805974,1.6963321833739127,1.7081519132919598,1.711371556457501,1.818457937395694,1.8221672341375341,1.7429892375244649,1.7529326624140054,1.7953472087357925,1.7463256667705325,1.8228647252331662,1.7382965875299583,1.744186934653181,1.8402456802044687,1.6673926006671054,1.8418403124343208,1.8474758392584816,1.725710622952466,1.6904081554890211,1.7176446217420775,1.8097478102772886,1.710591562876708,1.6873653246924047,1.7229730645260684
GABRA4,2.9494714343621573,2.90130136195475,2.933497102511857,2.7972433754804755,2.8591406547321934,2.9001055402598577,3.040971312180342,2.887597403690323,2.815620512378174,2.7570232465074596,2.8016532687363656,2.9809703307487756,2.8739057010782294,2.8463288283212194,2.85052341680349,2.7462934156915595,3.0659961659277455,3.099742925851188,2.8374084376228046,2.9331968087979456,2.9837688861927334,2.7726204687264766,2.611280991294174,3.0344499229380766,2.912904661041949,2.8716090929542637,2.713060097259892,3.162250325492602,3.2337439061466458,2.8158192728988714,2.629941740124315
GABRA5,1.8563961452816777,1.8645685010451878,1.8416229663447232,1.8347759273353272,1.798805372600352,1.7716743339083716,1.9063134021457728,1.8455823804724787,1.893583549416201,1.8973023923531174,1.861014428140117,1.881832956545795,1.8617608749506582,1.8021353011397154,1.8877007229827891,1.8285178512449107,1.826265767628759,1.770114391511749,1.8209958327269902,1.7488433248382709,1.8424318109511728,1.880442607071823,1.9353616789269286,1.7645329985701272,1.8041155290728539,1.7705795914785447,1.8232194597405864,1.9056243156032246,1.7697251999491037,1.8151122166111149,1.8896565448697265
GABRA6,1.7172190745101867,1.7139596983378402,1.6976715286726352,1.7715222186364576,1.7251565448422566,1.711221759900923,1.739973361202213,1.7356694719734844,1.7523075816078064,1.7054692758513927,1.859679390289609,1.7788771926098028,1.7420105238499481,1.736964151470444,1.8304784459099752,1.8090315956137843,1.7427176787007412,1.7590151801601772,1.7696532726227605,1.7543872811726449,1.8213061222126756,1.7923931162729896,1.7094847467675531,1.7449791085670607,1.7823372671897835,1.7765672609953562,1.7480275005524994,1.7265348021042963,1.7495557202241263,1.680954413645759,1.7961907187585124
GABRB1,2.24355941247968,2.2606610247028867,2.133698320028792,1.90853240979949,2.007895146486521,2.0571071039038964,2.0246955537132347,2.0304879330146326,2.0351945561042366,1.9821521183928,2.130192864454741,2.019598734042254,2.1196582978744343,2.134723659317452,2.0615584810697585,1.9427697107663664,2.1290488691498246,2.205007701287601,1.9537494711181094,2.0203635167934473,2.129780866923624,1.9166256833791346,1.9782066146274517,1.9877065033478203,2.1781250152744485,2.072500300473253,1.9932069724008914,2.0829035172815606,2.249078173231906,1.9363269899923352,1.8522745613385918
GABRB2,1.777177711730512,1.7624976490174291,1.831143549598645,1.8092580237406148,1.7540750895880401,1.7890531230538727,1.7822366055613457,1.7810407115010052,1.8486219389920857,1.8103649514624767,1.8721313704669202,1.8727381574109927,1.7739836698360107,1.8198888621764429,1.894778967625555,1.846039926579891,1.7982081550736035,1.737881414774891,1.8400845081879247,1.7720587760152158,1.7139025276765487,1.8097066581436292,1.8451287046767137,1.7655008001979409,1.847572050463805,1.7628377819395706,1.7935713176701635,1.8373539370010816,1.81862154350613,1.7707909964307553,1.7655899071776493
GABRB3,1.791414019386236,1.9495424032632556,1.9259386722229908,1.8548135411104878,1.9414706957043726,1.975989623103438,1.9868696120471114,1.935595524478571,2.022719343881322,2.0266194898916847,1.9899709517407473,1.994999619503069,1.9971442459983313,1.8104389906674199,2.0400121707705665,1.8482613764034508,1.926557405823566,1.855339939709353,1.8852190154735657,1.976862168457763,1.8466537736428146,1.9131172760112807,1.8625942155282047,1.9547397782715332,2.157593511550961,1.8875525647139053,1.848814202199552,1.8418040903598534,1.9354936931716016,2.18085121043084,1.9297607045913006
GABRD,1.812038132490437,1.7648174637826515,1.8832884498775677,1.7840558193668175,1.8110106099329573,1.861209017981801,1.8867335208408689,1.8508114222026224,1.9884738334121208,1.841449871037405,1.865629850805947,1.7927762413745,1.8013076785875672,1.880289782735555,1.8059527657173426,1.8072601132683084,1.8556190125670957,1.9319666520626957,1.940084039862035,1.9107134770008734,1.8190631873522762,1.9315696034476089,2.00577723101752,1.800616249837766,1.8689198215445857,1.9721669394011458,1.8610859131726585,1.8044005572780342,1.9157121001480226,1.8614432852141418,1.8808304730819612
GABRE,2.9255057805467075,2.6987474435198036,2.7725486856061434,2.7626039491700634,2.7585824776887446,2.9165817375996,2.821997909120963,2.5174747587909274,2.4726515275516747,2.694403300491796,2.861032299730323,2.68036261813961,2.595599136829893,2.7327793174838098,2.545958487598569,2.7995598356772917,2.8748874388243983,2.821083618758799,2.743586056243892,2.507647509509933,2.9816280136622404,2.562115400399199,3.011241570465818,2.7151949107499314,2.665954366758361,2.778246430873375,2.6960583767210426,2.6578891972504257,2.70533213732916,2.685426650445398,2.701236309748237
GABRG1,1.7618001257310347,1.7446347385720762,1.7471768346014211,1.7456374873346585,1.7094097524146448,1.6973646125016222,1.6903053410073792,1.6655746883286704,1.7184602685807633,1.790705322097883,1.8293097164065308,1.8242383266037139,1.7751517057403683,1.7408800811665368,1.7972496019332047,1.7326165334682517,1.7192053491239552,1.7695517220567245,1.7102168397526223,1.7459558111269504,1.709784685201608,1.7099655003048273,1.7437432995015933,1.7409448250774437,1.7461966581286272,1.7072906542126602,1.7165475952813447,1.711587412373932,1.6726652054411781,1.6644919425128832,1.729722425330381
GABRG2,1.6822271887997269,1.6094334870959723,1.63203550398342,1.6646603218970981,1.6317468895621248,1.6626430280063051,1.658846700070827,1.6637681424787651,1.6633081814621247,1.6705049971848338,1.6139370592638749,1.6981384497775764,1.6836111250725465,1.7830417019995293,1.7453406086149938,1.6575622667720786,1.7684765401948486,1.7020546324036185,1.6363067576370995,1.7061989874297772,1.6277515672655833,1.650562383862894,1.6680010894267014,1.6624425106489058,1.7006394620878764,1.63658518150698,1.6463285805921026,1.6510861431864499,1.658494851649654,1.6262522167293294,1.7087655227081116
GABRG3,1.7365615829905527,1.7419544540624512,1.771534895521727,1.799779467800859,1.7011142977785016,1.664755879833224,1.7399949563966919,1.747834211421116,1.7504735907004711,1.7235498244582685,1.7837332229767273,1.7567927383533357,1.7698436606698822,1.7414713009966867,1.8793960240445533,1.7080856808444616,1.7974737363362978,1.7807930165499104,1.7058231214982071,1.8361059151101362,1.7983782213507213,1.6949514902517917,1.7494355818080254,1.779700972563881,1.7038271812387158,1.6464207520328098,1.738015494038772,1.7333586795397562,1.678477606043868,1.7372238134685871,1.7425969694807824
GABRP,1.8577979104850433,1.8839022902970781,1.914924195721927,1.9721595853908038,1.9051236552902617,1.888184081002885,1.8868154461557063,1.8533569686021245,2.1243612239585428,2.0383870139960596,1.86333984561913,1.9276386034529969,1.9931888534860343,1.9032157029765715,1.8990209095794168,1.879250932025451,1.8923288478175582,1.926936865695476,1.9288819270893445,1.8683311832971392,1.9803178323106825,1.8784036169809957,1.896411363945696,1.8579889548023918,1.8575471264200227,1.8693937180746412,1.8461041319666789,1.8492827364524023,1.8359361976911748,1.9070098534693083,1.9333762370864884
GABRQ,1.7413720620345554,1.7293743938132689,1.6996138163140035,1.7629143007970614,1.7503492405841503,1.7320477304429371,1.6823755312019284,1.7335495793629017,1.798971222492576,1.7655644486021793,1.8989435429060701,1.924514197051982,1.7768956734923294,1.7801378893576543,1.8239245922838294,1.7662856010022883,1.6772150505282248,1.7251914536811883,1.7294701108503505,1.7998374782513096,1.727624263367348,1.745714923910979,1.7448370659044166,1.7022275517638876,1.724510578914723,1.7703766135760017,1.7452674552016534,1.7982745247864764,1.7168811795837235,1.7219850459565882,1.719932527226263
GABRR1,1.867283682553583,1.875005438462475,1.9322879923549583,1.9294993999625862,1.8496470468126012,1.8590074307856423,1.8806620188367802,1.8439637506627053,1.8536883184053663,1.9137415316800865,1.8779601473373524,1.895845468937541,1.9957160551123798,1.9734937246037525,1.938218031621605,1.8383467365212307,1.9136955834173326,1.8895864616104088,1.9167364972272551,1.9082211085173038,1.8115861127236126,1.9129027454493528,1.9381615623050135,1.8769706795366206,1.832667265103673,1.8539876654390113,1.7844997951294657,1.9841773533477762,1.8985218215986535,1.8735179372383877,1.8388106158782458
GABRR2,1.8801604571900483,1.8097313495646858,1.835875579488378,1.8277174227974327,1.775745902532316,1.8610739992465417,1.874973972835994,1.9256994586692329,1.9496843305930267,1.9495536085600949,1.8903805392665451,1.8879541163339082,1.8217632693223145,1.9163352342850186,1.864786379048353,1.9110357495004906,1.853125377777181,1.9996104197432583,1.815673791080323,1.8157803425822394,1.79582511979671,1.8463047553856484,1.8814571068742696,1.7787720848029676,2.0114705918315026,1.8917730120491305,1.8238267910150292,1.896136196153541,1.722011285283417,1.8306569184619819,1.8154647633509036
GABRR3,1.7588233576399837,1.7985524148013208,1.8055731243284747,1.7460504343871164,1.6912974184451437,1.699813674633324,1.7810197220526378,1.7751559207638097,1.7850817827847594,1.7902465676834367,1.7224922550515573,1.8260094414916526,1.84168334354306,1.7839678456867725,1.866971261527377,1.7397876291846868,1.7788309461182148,1.8138489001153997,1.846529420498169,1.7612214358855192,1.7717208103758797,1.7664552315448916,1.8243238786695979,1.7942245341047156,1.7598674162510202,1.6711484162472052,1.7373666076492815,1.7705584492794244,1.7123052313665106,1.683642562745918,1.785483594070453
GAD1,1.7669936763641503,1.734200184437163,1.8057918429791215,1.7874700777442991,1.7370896606049422,1.7071713624213856,1.7173814114586716,1.7444496057285337,1.6775037320738784,1.80421880666708,1.7737010064288083,1.8409707315440222,1.831139495017332,1.8198357389124808,1.8452170421224674,1.7782926961054606,1.6947019337508828,1.769619423228308,1.6736740056281465,1.783674561336819,1.7680572561316878,1.7233488585350702,1.7221993198279502,1.7879714937609392,1.7801126862159256,1.7086993184253625,1.673370987318641,1.7839385199346014,1.7241088867010712,1.7449489794738944,1.7717081351241362
GAD2,1.669688982924086,1.6928645826294588,1.6806214179049215,1.7700424835868938,1.6666747989812474,1.6652426720096523,1.6980584168911956,1.6640959459728146,1.731231040917245,1.7390703927965137,1.6784911274436014,1.741311652367398,1.6411483083301683,1.59357846488834,1.6670337444662557,1.7348028166698664,1.6620185981425892,1.7073304159512184,1.7375786093020928,1.691788735700243,1.672067735589485,1.617928466314309,1.6703146351364675,1.7291089633541046,1.7243839706136683,1.6898403492493101,1.63785133211334,1.6926414438205009,1.6393849928309971,1.6099062197780432,1.6950406071129147
GADD45A,2.8540375505731777,2.83988503288648,2.8361746045802008,2.828824496757871,2.639519284251137,2.818392489756202,2.801371836309912,2.666742960056235,2.847351556954675,2.7091009110569115,2.725828391661851,2.89352336419678,2.7568162177203255,2.8582515994379762,2.716486137127562,2.6399151396633855,2.690855089810927,2.8422648478411205,2.562608776442668,2.829910431768958,2.729291723988586,2.975483451634553,3.1792912852827553,2.719209730812464,2.5294136868145944,2.9720750115774237,2.693083225183376,2.737704064994737,2.513455372596552,2.678272515943363,2.7303508445541005
GADD45B,2.7497294741629803,2.6800902656469434,2.7337209338260013,2.6510677688848223,2.630361202059942,2.644350084006857,2.7052038346508667,2.62613537944998,2.7067935399951644,2.6949893655903945,2.6511550447334167,2.9271891512676653,3.177897068250829,2.939234101541919,3.2275716631871467,3.3933708924358235,2.9012414978479804,3.1128418935051334,2.923151082508024,3.2620377003566903,2.914947150479577,3.0230583657289105,3.023604892884187,3.3416499329709537,3.3263805874710246,2.9829698527152115,2.8439737973904977,2.980719967082117,2.9011121056466664,3.3034140013579245,3.083798838927353
GADD45G,2.2075618057096453,1.946858096115434,1.9549481773966495,2.006373433493561,1.9283551616121093,2.196490591496836,2.1510859692994924,1.9618455491752573,1.8170501584325205,2.029647234550664,1.8927135317851846,1.9284120160662979,1.9340899518388759,2.020861297005516,2.282958666742204,2.4951322994539087,2.09836565445926,2.284469714609691,2.040303312162843,2.5595456532366967,1.9746981676703637,2.5598637578693895,2.6007026873850427,2.373378159203666,2.0382535504714996,2.2769789722078873,1.8905712085236916,2.260420159534629,2.0725277399382493,2.269185788685065,2.4675090411529217
GADD45GIP1,2.7036743846906086,2.7393664040368906,2.7477440009633627,2.7482357942910385,2.6713590509805627,2.6490267653767416,2.6443893113470383,2.6697864755700564,2.6215502309701577,2.6435745482136324,2.5727344794310794,2.7720482157873003,2.696396731844395,2.60648486873419,2.694019889570144,2.605925702969841,2.7202303016207288,2.6794846035219577,2.71759856340886,2.79046553685097,2.6687590708409217,2.6620778622188763,2.744092189087095,2.7173770242137447,2.7105739310295145,2.6775916782521576,2.7181577437154734,2.603390153878907,2.594168717249867,2.818605183729966,2.688999406706929
GADL1,1.7411174613031282,1.7067824910667777,1.7576334884057654,1.7548746781505538,1.702529002622694,1.7545754188169864,1.7166573354731214,1.706035387236171,1.8255414271018269,1.730526926792992,1.7753666562361226,1.8244053521112245,1.7898585978441057,1.770930506731295,1.7981127432618438,1.7028436855808198,1.7740891270704975,1.7822366055613457,1.8366513001998193,1.7709474161540604,1.711706339589618,1.7619064772888684,1.8054204142929495,1.777884669724554,1.6954682914355603,1.7003553735039882,1.711737170971207,1.707697055894997,1.7021034066293876,1.6859222127318043,1.7040751643766956
GAFA1,2.0419403265782474,1.9766825699015855,1.9971731567811153,2.0854552503094523,1.935199473458737,1.9677145882641514,2.044005850996273,1.9127418265903051,1.96620525935718,2.006886832133636,2.109541093953192,2.0640102123751665,2.0712821485007393,2.0028825085331214,2.2152002072121992,1.9899491601907342,1.9878992834081555,2.063644443731863,1.9723029818312987,1.9450420498563696,1.9706990715904502,2.0234611834034064,1.9509610486478481,2.0081426319595295,1.9360668720706689,1.9905809815421396,2.012350554419304,1.9216876760506127,1.9682677363632775,1.9668807777655597,2.104306463556011
GAFA2,2.0785278610584066,1.9602559167404179,2.022225756061509,2.174559820568692,2.0385520702252746,2.2403815008723735,2.220853069174456,2.1267812768889556,2.072339083075868,2.2464354510656284,2.084237786067676,2.048724442736156,2.039896399433488,2.030254847232385,2.0831146317584066,1.8956244770641604,2.1285309707505955,2.089813366961722,2.1193196526522535,2.1000895621068176,2.0416109697459004,2.1026379771595294,2.0476221422126826,2.2402685287641453,2.050735017306075,2.122450748665861,2.1106071244085367,2.302474061044066,2.100987736466055,1.9541888641997063,2.1803388496247256
GAFA3,2.173444087882493,2.141063241019772,2.047304551314145,2.1986575869570357,2.2427061506610477,2.003282001992889,2.143909274433988,2.1624807579708767,2.2685002685582853,2.1899858155049334,2.211672628362213,2.044436088058283,1.985759072139209,2.072026887535241,1.9136075118230993,2.102611104449274,2.1494284722296433,2.115306303422294,2.1141371083465614,2.1831085217209965,2.0487976670485506,2.0064560204303974,2.1263649995401175,2.0167672900557703,2.2665616875826364,2.131042855506034,2.2224521888929654,2.1089325353946706,2.382387815906794,1.833594484770103,2.2461344205043976
GAGE1,1.7978524028531142,1.8390283860376229,1.8722811208345955,1.875193234649163,1.8217500059333134,1.8713823853805884,1.9055684813302385,1.8267569321320078,1.9918982015030355,1.8632377408671117,1.822466054505132,1.7864834509040757,1.9056089132609875,1.8486629973494255,1.9103988082014407,1.8992471832858708,1.8896507047281481,1.9068703977365606,1.9221493136439076,1.8489994315759704,1.8720229887947097,1.9321188250639876,1.908432493251151,1.8856182887885748,1.8022676766998293,1.8577999006604113,1.8146816648021884,1.979926557275111,1.871673156029834,1.864882432989444,1.8084581618284548
GAGE12F,1.7037308548653278,1.704921749852576,1.7188580579850083,1.6883090649710963,1.683598774370576,1.703304505760332,1.6741385854709898,1.7019626219884632,1.7605179726529865,1.6851081450090823,1.6827586784909818,1.722652906951307,1.7472466682540482,1.6952711714445192,1.7833770262926998,1.7169382323320426,1.7200628110865002,1.721475471077848,1.7041670401636249,1.7109893241602205,1.7443796365494781,1.7048022620152328,1.7441298727279335,1.700468571753375,1.6724140266718992,1.7014270714213213,1.6392935285871562,1.7435634376530844,1.701863953697798,1.6960004922381469,1.695639775056385
GAGE13,1.735734450138719,1.754797731679147,1.7507994229226052,1.7231303855579025,1.7228332092054244,1.7260202904438426,1.7282601284241157,1.7181270492425078,1.8164604474892565,1.735643479887926,1.7480060252611387,1.7577657445705488,1.7794446424804593,1.7682478549028446,1.7968261419203497,1.7674683586380553,1.755729362927423,1.779104199341921,1.7385689797344284,1.7542632679461239,1.7570573927315507,1.752431763050742,1.7984072550531114,1.736466335305294,1.6893483678996462,1.6898582363192451,1.6887577687337207,1.7826643689846438,1.719236020664057,1.7126309945415266,1.732855277072443
GAK,2.1655003705638514,2.276180995040798,2.1940838993701983,2.1491455325002207,2.286215817379096,2.2276271095177838,2.2270417351989544,2.2556155399133164,2.1277554249360757,2.194793093678702,2.19295161806985,2.086841499957888,2.2268075189507606,2.34940208056971,2.1632475269023357,2.152939459265474,2.304636615062934,2.288349702217381,2.2297940073122313,2.255839084766459,2.2893593892116657,2.230089241368718,2.2567932921246863,2.2830268461265644,2.3205482187423314,2.2530059628906765,2.415031187474233,2.134171644099283,2.2703794325571853,2.3573633863027843,2.257894677087994
GAL,1.8707631936404745,1.8360453040381435,1.8456947736623703,1.9199044634190972,1.8173694845760362,1.815718871522306,1.861983146175267,1.9629857445383252,1.8958144545763194,1.8165095992756082,1.845927560276976,1.8979025577735091,1.8209305001201297,1.8132660892018722,1.8765699876544346,1.9486382225284193,1.8665954757373515,1.84985518286445,1.946472611456349,1.839496077481278,1.9550970154860194,1.89997991179692,2.041130814991824,1.8931175337918165,1.8387864171646284,1.7919473971058726,1.812744643298332,1.8863940663958496,1.8931369541151923,1.8401610671408457,1.7880592236495505
GAL3ST1,1.9059708248376959,1.8512273285248952,1.9047191489294901,1.8393106317732335,1.8519189071952042,1.8544465436225848,1.8716741415933935,1.9535669719484892,1.9619788652801424,1.9393394308141343,1.9856133641327034,1.8987114179894948,1.8684576225026135,1.849294748150597,1.9337010399589134,1.9408658417332922,2.0047818141093097,1.92810497539253,1.909542715281219,1.8613718178875052,1.8668763354100655,1.9181610343114557,1.932990910951312,1.9313124088906182,1.8448114483472968,1.965285603078814,1.8758861974916674,1.8995546265770586,1.8809558216165578,1.8319137133580887,1.8080966887835337
GAL3ST2,1.869575337146153,1.8072683577581958,1.7783431655756827,1.8338777954823777,1.794569745614386,1.780062278611572,1.7762092904374234,1.8156492011545924,1.8920645610097597,1.8679478467366157,1.9094006238088663,1.8745923974977645,1.8150138160967424,1.8363685336674989,1.8225139823877783,1.8586136522832508,1.7908012250386804,1.788167834216058,1.7651188507927735,1.8469305212005025,1.828915868577512,1.7869684873973746,1.7887984493809737,1.7967015711994958,1.8200809068890682,1.8539916563132222,1.8045162048373287,1.780074880677777,1.825525145607846,1.8177869582991808,1.9101761961388428
GAL3ST3,1.9259842322127065,1.9656587070205098,1.9498262439618532,1.8260582690290645,1.9391438131876135,1.867892511398087,1.8846135492877139,1.867912274262636,1.8896799051996294,1.96823086642078,2.0344692917892293,1.911580379829453,1.9074752495165699,1.8489623876031838,1.9932504568681393,1.8845080549930162,1.8606251697005614,1.8231379192985318,1.7860275352000308,1.8537521843179692,1.9013245344904957,1.8549850405356925,1.8335175765472798,1.832667265103673,1.8691093988368832,1.913140259536659,1.9098268562489187,1.819831652426537,1.9390685685757443,1.809488532235755,1.8821930539563276
GAL3ST4,1.9137759919168198,2.0289333160094283,1.9742649777274293,1.9395049327066254,2.0140302928860296,1.976887823569322,2.1311186055958036,2.09117173649339,1.9041680673142312,1.876110233414017,2.1411384668161597,1.8993844773799173,1.865372505599292,1.92433176265111,1.8983244601133746,1.8334406642243595,1.9870406684359345,1.8188750963167466,1.9562053761938747,2.0587009321196557,2.0477303165556964,1.8918896387036448,1.9488587155286903,1.8757761320139745,1.896112940132119,1.911457664178847,1.9094927928450902,1.8997982143603669,2.0330846443693176,1.8474197130922043,1.934758031354242
GALC,2.488885146942653,2.4968662374270445,2.6684777110446944,2.443041662102444,2.5224023160194022,2.432002636710367,2.5334163303483406,2.527505781479387,2.503969443931063,2.4865599281852404,2.5878594073365315,2.44915987317298,2.595885527905948,2.5087024597010954,2.6106929761888713,2.525705587508238,2.643576856974521,2.526472008621998,2.6472730588148226,2.526734902462063,2.539002433106187,2.599055894590331,2.494423291095991,2.658963202389515,2.580345710809987,2.5195695807089415,2.4964776891609044,2.448052523866647,2.654765471486739,2.58473646079116,2.450989496853582
GALE,1.9355238661600427,1.799754605465162,1.8333799410729443,1.8257286510771755,1.7930010717748537,1.7639681476575084,1.8031608941719006,2.0039727566508936,1.847183157397715,1.8407129772572242,1.847840606125761,1.8248493015168765,1.924624406657568,1.744531411542383,1.785136201281308,1.8730769014361284,1.8526421116881473,1.8544984076275224,1.84898641623446,1.9168358403379464,1.8037478008159298,1.8308232025615094,2.1091900338061453,1.867868795603269,1.7855421822006008,1.8990518550871,1.8342096030016237,1.8058991267990028,1.8577302428889504,1.8646833862749146,1.9311232659896362
GALK1,1.9545239045804215,2.0351980759156953,1.8858671685616317,1.8485298037909323,1.9576843432130548,1.847644204657411,2.006186697772566,1.9119637989740006,2.017576332244029,1.9401404339814639,1.9813448813836616,2.0296931677059464,1.9638070151906588,1.84465078562187,1.8718909492106512,1.8924726305976258,2.0043791399989095,1.8397097136380007,1.9194239908832964,2.0189901753847534,1.969553907429235,2.0005697520225336,1.9585309080969342,1.9599852453783353,1.9999278634445266,2.0360285113555903,1.9738940931643472,1.98728084104757,1.9811950727983478,2.0489127263168156,2.070303450630687
GALK2,2.619795643809388,2.527368154718477,2.571361299686269,2.5056191288299927,2.4711926639665673,2.4936806344352234,2.5096983751972575,2.468969026717405,2.337910858025851,2.563887837230644,2.3896439002778314,2.395065542281208,2.447547459553624,2.3825344578282825,2.468932545079352,2.4608866950588633,2.5335060379467866,2.4157045914820716,2.471236893635252,2.4081031381086744,2.456414544973772,2.4960583486359154,2.350553822250937,2.459468341316415,2.4674751310772236,2.464676107716056,2.439726848311512,2.416234439501275,2.4441820235347214,2.5226885476002567,2.388360390634941
GALM,2.1476323268238584,2.1770726514711694,2.2006675592137657,2.1866653552224182,2.115392872782832,2.3012949810091436,2.0764325373841754,2.109203409091319,2.2508100219767067,2.12286153222544,2.1489536222528156,2.054122606662632,2.0702587924348146,1.9624527783502403,2.1401274968069934,1.9072252620381998,2.2244231304872613,2.0720783529890583,1.8681019839891841,2.214609767855914,2.191531067714056,2.1166974432010157,2.1084073637333294,1.9964465977204209,1.900014702312695,2.0963057135598997,2.16969094526172,2.0386890174426746,2.0545533106334686,2.1654071082884765,2.02708326002007
GALNS,2.1237423348438074,2.3621724819686145,2.149369937527778,2.1450741684374908,2.2134312744713665,2.1338396761182454,2.2131668363525314,2.161507212067263,2.1976075195873683,2.1909592961097104,2.123043697172435,2.254624275219328,2.086997709288332,2.236887487755014,2.167113817988871,2.2800179601090793,2.2481704732018035,2.1804661612238982,2.29335576875801,2.187039249144985,2.2841735554246694,2.2155698856738133,2.27604994167305,2.25451845979588,2.266297815240276,2.2436751734161646,2.3116135512323734,2.1891635345603193,2.282202548904074,2.329109241045611,2.1639430654485667
GALNT1,2.6683415495062417,2.575806054565588,2.5805965576666843,2.638166537498227,2.676556279476924,2.5908319317598294,2.7060729727058996,2.6617701183995712,2.6860410326836943,2.6448368890025686,2.6465889497336814,2.636633900160299,2.6432974700797778,2.6138097927955406,2.688710778872013,2.6847963004418776,2.6211985462691083,2.5941304895931214,2.7439608269860707,2.59892730853662,2.6061129054723646,2.6396489330725226,2.6729593231852267,2.6642643715781023,2.6499281049062966,2.6600866242167367,2.6074297453043656,2.636673337865184,2.689990146611563,2.687732594759344,2.6375870627666234
GALNT10,2.1946764945628288,2.0930970061777003,2.1201926644115514,2.013858834767892,2.183343587672939,2.118715205805623,2.1603038786673308,2.1460490846932383,1.9751936068563343,2.1233284908140075,2.015608179387002,1.975776906004421,1.9435538096643385,1.9677920417666726,2.09228525491476,2.071117361661825,2.0982376260345807,2.0784971197433117,2.075429944591928,2.0594487313220173,2.1421552654924425,2.0970073002969682,1.9894260642192674,2.106690022867866,1.9724022479414505,2.1224474354197413,2.066798735774181,2.098682307546646,2.0417406191745795,2.10431652904581,2.004407906162928
GALNT11,2.48904705245451,2.481048308354463,2.5677522969817845,2.456871844230184,2.3818453879595136,2.508819065494695,2.5149756286061957,2.4999147522083893,2.4929991027025866,2.3668061791068173,2.6344631644759406,2.4184814265708363,2.4828353787617297,2.612062279064782,2.274034987485603,2.350460472035956,2.4302210328073373,2.3418150039843324,2.4477405154807954,2.4887926213488094,2.4126839877287694,2.4056656747574565,2.3751812604177744,2.3880103948449025,2.325979260069845,2.4375207232941913,2.486451806954972,2.4325532581742633,2.3034476115205327,2.330501035270426,2.392550983069105
GALNT12,1.8688882229071198,1.9011893561180708,1.7605232951451806,1.7521748241061357,1.8153991797824856,1.8498992077970755,1.7555841022325887,1.8338697016626342,1.874088720896278,1.8688447736505214,1.902046558682358,1.8953181340998069,1.8455301949435121,1.809994698431581,1.860382823138334,1.7901297705367099,1.8045120747269807,1.8855275101857232,1.9012202551484638,1.817344923535715,1.8035783663706275,1.808253235237429,1.8565674566901644,1.8378786722764398,1.7768367331642245,1.7811708392654493,1.7970960082549121,1.8080760893012582,1.7688110330132558,1.7744729263191696,1.8000736395780808
GALNT13,1.7152783922911032,1.7204798592846942,1.7795328924039766,1.776074502033784,1.6685140186180083,1.6656247115613132,1.7790663673669882,1.694688563434309,1.7325036591010594,1.6738458384781163,1.7885729630354843,1.7439242157446717,1.7157220815162597,1.7015357499328225,1.8068024701944148,1.6769849660580853,1.7366048753142485,1.7167890126854914,1.7299964410702666,1.7126882156119414,1.7809441575099447,1.7086110413222138,1.7172585635572974,1.7210751207976895,1.659878902773618,1.636483098993543,1.740698782757124,1.696692727495919,1.6983296214809604,1.681327817440684,1.7159504623723756
GALNT14,1.8635856604282746,1.740698782757124,1.7869099571623142,1.7481949968548998,1.7886230741579907,1.7113803675353052,1.8365180028825312,1.744664874228463,1.860045059208433,1.8371076492598388,1.8236882278672844,1.8298536180528813,1.7456676020526787,1.7380457682771069,1.818760594113845,1.9159223902206768,1.813935070481317,1.7719658433565604,1.781116270986758,1.8687973729690617,1.7421528450630028,1.785270145759142,1.7993857638292774,1.7567372401486752,1.8825452362128232,1.7461837566299223,1.779969860095687,1.8083232636781663,1.8652022366151133,1.8730414552060555,1.8840469153051929
GALNT15,2.226980103030624,2.73568679977037,2.6774496086839403,2.3480085744821486,2.3803360333162327,2.5208697603186683,2.187530233799629,2.314101925788839,2.3573999858145953,2.4301112825650537,2.3180564818959715,2.3128510160217313,2.4324944639624846,2.648373402130228,2.701522442799833,2.827483711453722,2.537678746800165,2.4898563075797817,2.1134171324319277,2.4006089696359068,2.5073227541936043,2.305614544219039,2.2340260664917673,2.6968840908554546,2.566384107307487,2.1798326749021713,2.863783867673938,2.5609398995533894,2.7624551267632143,2.420622528191789,2.3871060756892346
GALNT16,2.5322172016891846,2.7744391898190264,2.707714722936684,2.679763825087536,2.6344910448857823,2.591140818760115,2.5418815377285062,2.593740987605782,2.574573849789088,2.65593794752101,2.625324267928163,2.361473615345449,2.754564729835478,2.5849817365267964,2.602758538475164,2.4865316115033615,2.582548777478233,2.607237978312228,2.449624759364485,2.4801694563083183,2.7425624792771037,2.5625330712762207,2.5693209527945484,2.3484590620864716,2.5446609520836088,2.3841548267495636,2.698267382312176,2.540359626321487,2.505019461647479,2.4930759832935268,2.6222158526126167
