"skill","stage","n_rows","n_cols","n_samples","group_source","toy","data_provenance","accession","sourced_skill_scripts","notes","checked_at"
"MetaAnalysis","post",2,8,4,"cross-cohort NES forest: Ribosome",FALSE,"REAL","GSE207177,GSE190856","sourced: 运行骨架_runSkeleton.R","KEGG NES forest across embedded GSEA tables; data_provenance=REAL","2026-07-19 20:48:39"
