"umap_1","umap_2","celltype","group","tissue","patient","score"
-4.98631665691653,7.548102853384,"DC","G0_normal","metastasis normal","patient12",0.984377086162565
-3.55975983127871,5.60974931487082,"NK cell","G0_normal","primary normal","patient12",0.768477618694305
12.4350443126269,6.06462812193869,"NK cell","G0_normal","metastasis normal","patient17",0
2.36666657939633,-4.4853296302891,"NK cell","G0_normal","metastasis normal","patient16",1.63863861560822
4.67576315417966,11.5683426834011,"NK cell","G0_normal","metastasis normal","patient17",0
-1.16473463758746,-9.11583471528055,"CD8 T","G0_normal","metastasis normal","patient10",0
5.895611310155,4.48703717955587,"CD8 T","G0_normal","metastasis normal","patient17",0
6.07126381412229,-13.2760682129002,"Bcell","G0_normal","primary normal","patient17",0
6.62148144260129,-15.4473462127781,"DC","G0_normal","metastasis normal","patient11",0
9.51218798175534,-3.07690644494058,"CD4 T","G0_normal","primary normal","patient16",0
7.89045526996335,-2.16056585541727,"CD8 T","G0_normal","metastasis normal","patient12",0
-3.55187890514651,4.39231538542746,"Macrophage","G0_normal","metastasis normal","patient13",0
-13.7481088398389,-5.82681083909037,"Bcell","G0_normal","metastasis normal","patient11",0
-8.42966458782474,-6.32720232239725,"Bcell","G0_normal","primary normal","patient17",0
2.03324248805722,-11.5576033615208,"CD4 T","G0_normal","primary normal","patient12",0
0.873738312871066,10.4176764465236,"NK cell","G0_normal","primary normal","patient11",0
-5.20054337963382,-2.55970192185404,"CD8 T","G0_normal","primary normal","patient14",0
1.11262395396909,-6.20846176377298,"NK cell","G0_normal","metastasis normal","patient17",1.63781428337097
-2.0910545347623,-3.91199088326456,"CD8 T","G0_normal","metastasis normal","patient12",0
5.63936235919675,4.49278163680075,"CD8 T","G0_normal","metastasis normal","patient16",0
9.85405066028317,-2.67805886498453,"CD4 T","G0_normal","metastasis normal","patient08",0
-3.55525610431949,-1.51825845471384,"NK cell","G0_normal","metastasis normal","patient14",0
-2.67562363132754,-5.5157661460972,"CD4 T","G0_normal","primary normal","patient14",0
5.54455521121701,-13.0391812347508,"Bcell","G0_normal","primary normal","patient08",0
12.4798050166675,6.12251949080465,"NK cell","G0_normal","metastasis normal","patient08",0
1.68044974818906,-12.7345852874851,"CD4 T","G0_normal","primary normal","patient12",0
4.58242275729856,5.57291936644552,"CD8 T","G0_normal","metastasis normal","patient12",0
12.8675241710254,5.30405902632712,"CD8 T","G0_normal","metastasis normal","patient10",0
-4.97628972515384,-2.84628534546854,"CD8 T","G0_normal","primary normal","patient14",0
6.10236599460324,-13.3375659011936,"Bcell","G0_normal","primary normal","patient14",0
4.76827528491696,5.67081355818747,"CD8 T","G0_normal","metastasis normal","patient17",0
-4.72296330913821,-0.6666038506365,"CD8 T","G0_normal","primary normal","patient14",0
-11.333910918086,0.603416917409879,"Bcell","G0_normal","primary normal","patient15",0
6.04607679858884,6.87515878447531,"CD4 T","G0_normal","primary normal","patient12",0
-0.88212462350646,-2.17719030610086,"CD8 T","G0_normal","primary normal","patient12",0
0.957679295689669,-6.66888380280496,"NK cell","G0_normal","metastasis normal","patient13",0
2.97138288036069,2.25531577834128,"CD45-","G0_normal","primary normal","patient09",0
1.28726484790525,-6.1837348960972,"NK cell","G0_normal","metastasis normal","patient09",2.08632397651672
2.10396792903623,0.606985209074002,"CD8 T","G0_normal","metastasis normal","patient10",0
9.07637312427243,-4.54297828904154,"CD4 T","G0_normal","metastasis normal","patient17",0
3.58850100055417,0.779608843412381,"CD45-","G0_normal","primary normal","patient10",0
-2.90382764324466,5.45104312666891,"DC","G0_normal","metastasis normal","patient09",0
3.8834510089465,2.66330170401571,"Bcell","G0_normal","metastasis normal","patient17",0
-9.14549634441653,9.53486013182638,"Bcell","G0_normal","primary normal","patient16",0
3.44876530185422,3.24747895964621,"Bcell","G0_normal","metastasis normal","patient11",0
11.1222744227954,-3.27927136651041,"CD4 T","G0_normal","primary normal","patient12",0
-9.02088639721194,3.95959806212423,"Bcell","G0_normal","primary normal","patient16",0
-12.6955613850049,-0.375085516337174,"Bcell","G0_normal","metastasis normal","patient11",0
-3.20992825016299,6.57456350096701,"Macrophage","G0_normal","metastasis normal","patient16",2.2580406665802
-11.4947156666211,10.8390755630398,"CD8 T","G0_normal","metastasis normal","patient13",0
1.82194902911862,-3.22444010010721,"NK cell","G0_normal","metastasis normal","patient13",1.96431088447571
4.911160969884,3.88812780150412,"CD8 T","G0_normal","metastasis normal","patient09",0
-0.200658476202879,-4.34873700371744,"CD8 T","G0_normal","metastasis normal","patient14",1.92260336875916
-0.929009950011167,2.661224362936,"CD8 T","G0_normal","metastasis normal","patient09",0
5.63499071613034,4.70554685362814,"CD8 T","G0_normal","metastasis normal","patient11",0
-3.69072148784915,4.57755994566916,"Monocyte","G0_normal","metastasis normal","patient12",2.47202777862549
8.74660017505368,-5.91757631531717,"CD4 T","G0_normal","primary normal","patient15",0
-2.28854904159823,-8.71458578339579,"CD8 T","G0_normal","metastasis normal","patient17",0
0.893904352337923,-0.259061756048221,"CD8 T","G0_normal","metastasis normal","patient12",0
6.03925564304074,-13.1632065795994,"Bcell","G0_normal","primary normal","patient14",0
-0.69247915431777,6.45221423872946,"Macrophage","G0_normal","metastasis normal","patient11",0
-0.680727280899081,16.1073517776394,"Bcell","G0_normal","primary normal","patient17",0
-5.00038573726932,-4.42010283699991,"CD8 T","G0_normal","primary normal","patient12",0
11.4121685267993,5.38764953383444,"NK cell","G0_normal","metastasis normal","patient08",2.63807964324951
-0.0407848714284035,-7.38034534684183,"CD8 T","G0_normal","metastasis normal","patient09",0
-12.6328248737744,-0.444004854623097,"Bcell","G0_normal","primary normal","patient08",0
-1.13435197457591,1.2841560817623,"NK cell","G0_normal","metastasis normal","patient08",0
1.99818875804624,10.0095610595608,"CD4 T","G0_normal","metastasis normal","patient12",0
5.00831320300778,-7.84810400238993,"CD8 T","G0_normal","metastasis normal","patient12",0
-4.77771804317752,-0.137485744867343,"CD8 T","G0_normal","primary normal","patient12",0
6.10024502292356,-13.2732243560887,"Bcell","G0_normal","primary normal","patient08",0
-0.870060285776052,6.1062550521755,"Macrophage","G0_normal","metastasis normal","patient11",0
6.22509291187009,5.01424693831442,"CD8 T","G0_normal","metastasis normal","patient09",0
4.29282953754148,9.36004876860617,"NKT","G0_normal","metastasis normal","patient09",0
-1.84713325485507,-2.5543255828953,"CD8 T","G0_normal","primary normal","patient14",0
-0.591753272562418,-2.08101523152353,"CD8 T","G0_normal","metastasis normal","patient16",0
10.5895862819262,-1.7650953554249,"CD4 T","G0_normal","metastasis normal","patient12",0
-12.750960326045,0.578131196584683,"Bcell","G0_normal","primary normal","patient11",0
9.71738245502194,-3.96861148110392,"CD4 T","G0_normal","metastasis normal","patient12",0
1.65518906131467,-4.38704252472879,"NK cell","G0_normal","metastasis normal","patient16",0
2.02119209781369,9.97251748808859,"CD4 T","G0_normal","metastasis normal","patient16",0
-1.25499639496127,3.08393025168417,"CD8 T","G0_normal","metastasis normal","patient17",0
11.5476751567431,4.92352056273459,"NK cell","G0_normal","metastasis normal","patient13",1.66567265987396
-4.36999127849856,0.761868832197171,"CD8 T","G0_normal","metastasis normal","patient12",0
-12.5507097004346,1.91331887015341,"Bcell","G0_normal","primary normal","patient14",0
-9.85463998302737,1.52556454905508,"Bcell","G0_normal","primary normal","patient09",0
3.82864239230832,2.94585084685324,"Bcell","G0_normal","primary normal","patient11",0
1.26769616618833,-5.96479749909403,"NK cell","G0_normal","metastasis normal","patient15",1.67345654964447
-12.7206134556226,0.49766534337042,"Bcell","G0_normal","primary normal","patient14",0
-11.1510448215894,11.1890273071194,"CD4 T","G0_normal","primary normal","patient12",0
-0.21499339327136,-1.85127687684061,"NK cell","G0_normal","metastasis normal","patient15",2.16403579711914
3.33580019489011,-0.286641957674045,"CD45-","G0_normal","primary normal","patient10",0
-0.999809688179884,3.04064988860129,"CD8 T","G0_normal","metastasis normal","patient12",0
2.93694212451657,-5.15304899445536,"NK cell","G0_normal","metastasis normal","patient12",2.62263989448547
-9.3553275822095,-6.28730154267313,"Bcell","G0_normal","primary normal","patient11",0
3.50345089450559,1.21166300543783,"CD45-","G0_normal","metastasis normal","patient09",0
2.44340994373044,-4.43760872117044,"NK cell","G0_normal","metastasis normal","patient12",0
-3.63818666919986,4.34387874373434,"Macrophage","G0_normal","metastasis normal","patient09",0
4.51488401904782,5.46340131529806,"CD8 T","G0_normal","metastasis normal","patient13",0
1.10913732066831,-2.29426706067087,"CD8 T","G0_normal","metastasis normal","patient17",2.33018279075623
-11.3642463444165,0.535195527162534,"Bcell","G0_normal","primary normal","patient11",0
-10.4689702747754,-0.660597922716159,"Bcell","G0_normal","primary normal","patient08",0
-2.96651790127078,5.76558971175192,"DC","G0_normal","metastasis normal","patient17",1.17074286937714
13.0423002482959,6.72030973204611,"NK cell","G0_normal","metastasis normal","patient14",0
11.7342710734912,3.96864604720114,"NK cell","G0_normal","metastasis normal","patient08",0
2.38948323741635,-4.83068371048929,"NK cell","G0_normal","metastasis normal","patient16",2.15634298324585
-12.7160033939771,0.475975630369168,"Bcell","G0_normal","primary normal","patient11",0
-3.86420128330508,-2.20887994996073,"CD8 T","G0_normal","metastasis normal","patient10",0
1.84433081165036,-4.91971922150614,"NK cell","G0_normal","metastasis normal","patient13",1.87784516811371
-5.64419982418338,8.59350251921652,"DC","G0_normal","metastasis normal","patient11",0
5.41885569110593,11.2726569152736,"NK cell","G0_normal","metastasis normal","patient10",0
-4.19004461750308,-10.2891430877781,"gdT","G0_normal","metastasis normal","patient12",0
-1.65433809742251,7.03923225172995,"Macrophage","G0_normal","metastasis normal","patient15",1.94150722026825
2.75858047023496,-4.54497003785135,"NK cell","G0_normal","metastasis normal","patient12",2.60499215126038
6.02849199786862,6.803070066061,"CD8 T","G0_normal","metastasis normal","patient13",0
-2.89826843723575,6.0192565894985,"Monocyte","G0_normal","metastasis normal","patient11",1.01518380641938
-1.99686334118167,1.24943387278555,"CD8 T","G0_normal","primary normal","patient12",0
0.304511869103518,-3.62948155632975,"CD8 T","G0_normal","metastasis normal","patient13",1.62406158447266
-3.77283356174746,4.7397360778713,"Macrophage","G0_normal","metastasis normal","patient17",1.67647910118103
6.45301105991086,-15.6504731201267,"DC","G0_normal","metastasis normal","patient16",0
4.22015717044553,4.13762283095358,"CD4 T","G0_normal","primary normal","patient12",0
2.2435927630969,-4.63734150162699,"NKT","G0_normal","metastasis normal","patient12",1.37353110313416
8.20437433734616,-4.81142521134378,"CD4 T","G0_normal","primary normal","patient12",0
-4.20128319248477,5.70635938414572,"Monocyte","G0_normal","metastasis normal","patient11",1.42174410820007
12.4973488093921,5.38684034117697,"CD8 T","G0_normal","metastasis normal","patient16",1.8056058883667
-3.25811550602237,-0.86650559535982,"CD8 T","G0_normal","metastasis normal","patient09",0
6.48769953265866,4.76417970427511,"CD8 T","G0_normal","metastasis normal","patient10",0
-13.4451074360303,-5.90436792603495,"Bcell","G0_normal","primary normal","patient13",0
5.35829069629392,5.22699689635275,"CD8 T","G0_normal","metastasis normal","patient10",0
-3.95042870029727,6.95137834319113,"Bcell","G0_normal","primary normal","patient14",1.04401195049286
-2.78242013439456,13.5049633956814,"Bcell","G0_normal","primary normal","patient14",0
-0.821559345572385,-16.8084292434788,"CD4 T","G0_normal","primary normal","patient12",0
-2.78483769878665,13.6384491897487,"Bcell","G0_normal","primary normal","patient12",0
-12.7304124592237,0.478780744161588,"Bcell","G0_normal","primary normal","patient16",0
-1.39689699396411,15.5857434249782,"Bcell","G0_normal","primary normal","patient12",0
0.336740338952151,-4.7431397461033,"CD8 T","G0_normal","metastasis normal","patient11",1.08096849918366
8.09261038318357,-5.23469400635721,"CD4 T","G0_normal","primary normal","patient12",0
-0.665632252804134,16.1065773940944,"CD45-","G0_normal","primary normal","patient10",0
-10.7451953648023,-0.915482672367114,"Bcell","G0_normal","metastasis normal","patient09",0
-2.39793000206271,-13.4365744613743,"CD4 T","G0_normal","metastasis normal","patient16",0
-3.72738740429202,4.12810134657858,"Macrophage","G0_normal","metastasis normal","patient17",0
-11.5677318333081,10.7344660735988,"CD4 T","G0_normal","primary normal","patient12",0
-11.1935405491284,-0.374653937730807,"Bcell","G0_normal","primary normal","patient14",0
-9.01595017895022,3.97354030379294,"Bcell","G0_normal","metastasis normal","patient09",0
-5.02607438549319,5.03810930022238,"Macrophage","G0_normal","metastasis normal","patient13",2.85287642478943
0.782119894177523,1.17979836234091,"CD45-","G0_normal","primary normal","patient11",0
-3.72296736225406,-2.2382489465809,"CD8 T","G0_normal","metastasis normal","patient09",0
-8.87217423900882,3.56755089529989,"Bcell","G0_normal","primary normal","patient12",0
-0.389618462174329,3.05710124739645,"CD8 T","G0_normal","metastasis normal","patient12",0
8.09865858569821,-5.174628736887,"CD4 T","G0_normal","primary normal","patient12",0
3.17772963062009,10.9340472198391,"CD8 T","G0_normal","metastasis normal","patient08",0
-8.81010243877688,3.75755548247336,"Bcell","G0_normal","primary normal","patient08",0
6.54302980914792,-15.7014784835911,"DC","G0_normal","metastasis normal","patient11",0
2.42821576610288,11.7712750411892,"CD8 T","G0_normal","metastasis normal","patient14",0
-5.58265063747683,-1.05331665507318,"CD8 T","G0_normal","metastasis normal","patient16",0
1.43232610240659,-13.269560339365,"CD4 T","G0_normal","primary normal","patient17",0
1.51279976382932,-3.81483674279215,"CD8 T","G0_normal","primary normal","patient10",0
-2.68747684940616,13.6764187789821,"Bcell","G0_normal","primary normal","patient14",0
6.04387190356931,7.1238036132717,"CD8 T","G0_normal","metastasis normal","patient10",0
-0.483496939986143,1.01154505976675,"CD8 T","G0_normal","metastasis normal","patient08",0
-6.68670461162845,5.49037122496603,"Bcell","G0_normal","primary normal","patient16",0
7.7811470271655,-1.99950552216532,"CD4 T","G0_normal","metastasis normal","patient13",0
12.5283422710009,6.08112048872946,"NK cell","G0_normal","metastasis normal","patient08",0
4.40958931461057,10.1878228164577,"NK cell","G0_normal","metastasis normal","patient16",0
-5.63606736645022,5.16709184416769,"DC","G0_normal","metastasis normal","patient11",0
2.9112830401965,3.94463443526266,"Bcell","G0_normal","primary normal","patient15",0
1.01253976836881,-17.2080588363743,"CD4 T","G0_normal","primary normal","patient11",0
-8.76686665996829,3.47157597311972,"Bcell","G0_normal","primary normal","patient12",0
-7.81910035595218,-5.43926811448099,"Bcell","G0_normal","primary normal","patient11",0
-5.83428952678958,8.27009820708273,"DC","G0_normal","primary normal","patient12",0
5.48771336093625,7.39433669814108,"NK cell","G0_normal","metastasis normal","patient09",0
0.421551728398409,-8.74544477692606,"CD8 T","G0_normal","metastasis normal","patient17",0
0.8171680213519,-3.498448135767,"NKT","G0_normal","metastasis normal","patient16",0
4.62403395190915,11.5252146697902,"NK cell","G0_normal","metastasis normal","patient16",0
4.45465614810666,5.0359539962673,"CD8 T","G0_normal","metastasis normal","patient15",0
-5.07414815410892,7.76547765501974,"DC","G0_normal","metastasis normal","patient11",0
11.8208627940722,5.70652484663962,"NK cell","G0_normal","metastasis normal","patient09",2.44039940834045
6.6904316188403,-16.1500468277073,"DC","G0_normal","primary normal","patient14",1.05526351928711
0.857059621960726,0.054870305147153,"NK cell","G0_normal","metastasis normal","patient16",0
4.60962727084836,11.6096148467922,"NK cell","G0_normal","metastasis normal","patient16",0
4.2466125728198,-2.03722143403055,"Macrophage","G0_normal","metastasis normal","patient11",0
-2.33225903496066,8.52134084471701,"Monocyte","G0_normal","metastasis normal","patient11",0
12.4978266002246,4.48035478362082,"CD8 T","G0_normal","metastasis normal","patient16",0
1.7438528777667,11.9507899261379,"CD4 T","G0_normal","primary normal","patient17",0
-4.06650731548587,5.09669637450216,"Macrophage","G0_normal","metastasis normal","patient14",1.21771776676178
-2.46000359043399,7.36565637358664,"Monocyte","G0_normal","metastasis normal","patient11",2.33371686935425
-2.80677053913394,-3.65763163796427,"CD8 T","G0_normal","metastasis normal","patient10",0
5.80968334689817,4.45847272643087,"CD8 T","G0_normal","primary normal","patient15",0
6.08686497226438,-12.1785950683689,"CD8 T","G0_normal","metastasis normal","patient12",0
-6.99560830578128,-6.17695570221903,"NK cell","G0_normal","metastasis normal","patient09",0
3.71496346011838,2.92544650801657,"Bcell","G0_normal","primary normal","patient12",0
-5.97561738476077,8.53492116698263,"DC","G0_normal","metastasis normal","patient11",0
5.00984957233151,-12.7939810775852,"CD4 T","G0_normal","primary normal","patient16",0
1.98449876323422,10.0047726608181,"CD4 T","G0_normal","primary normal","patient16",0
6.32597496524533,-15.5944743179417,"DC","G0_normal","metastasis normal","patient14",0
-7.42160174831668,-6.3048663162327,"Bcell","G0_normal","primary normal","patient17",0
-1.4997846840314,7.62104940184591,"Monocyte","G0_normal","metastasis normal","patient16",2.41111731529236
-5.12981793865481,8.04278230437277,"DC","G0_normal","metastasis normal","patient09",0
-1.5884482024602,-16.1888775848484,"CD4 T","G0_normal","primary normal","patient12",0
6.16407206073483,-12.2616200470066,"NK cell","G0_normal","metastasis normal","patient12",0.995554685592651
3.12140109554013,-5.20960998764994,"NK cell","G0_normal","metastasis normal","patient16",2.42655372619629
-1.03142095193187,-7.00905323258402,"CD8 T","G0_normal","metastasis normal","patient14",0
-3.80846092685977,4.75599908598898,"DC","G0_normal","metastasis normal","patient11",0
-9.88179585918704,-0.022263141784686,"Bcell","G0_normal","primary normal","patient12",0
-12.6182117222241,0.220248875703794,"Bcell","G0_normal","primary normal","patient11",0
-12.5054597614698,2.03343510397909,"Bcell","G0_normal","primary normal","patient10",0
-5.67987964138308,7.70161676177023,"DC","G0_normal","metastasis normal","patient12",0
-11.6120376346997,2.06668877371786,"Bcell","G0_normal","primary normal","patient17",0
-13.2725019215039,-0.896813424739856,"Bcell","G0_normal","metastasis normal","patient14",0
3.17441775813779,11.9782891250515,"CD8 T","G0_normal","metastasis normal","patient14",2.2343544960022
1.41586520686826,-13.8306193374729,"CD4 T","G0_normal","metastasis normal","patient14",0
1.370713496358,11.5535168624782,"CD4 T","G0_normal","primary normal","patient12",0
2.95577456966123,-3.72844767800333,"NK cell","G0_normal","metastasis normal","patient11",1.66812217235565
13.0887232066699,5.24035644301413,"CD8 T","G0_normal","metastasis normal","patient14",0
4.86070587650022,-7.6946835540867,"CD4 T","G0_normal","primary normal","patient12",0
-2.89081618770877,13.5424418426418,"Bcell","G0_normal","metastasis normal","patient17",0
4.57276299014768,11.5840392089748,"NK cell","G0_normal","metastasis normal","patient12",0
-7.56567237362185,-6.32693910828592,"Bcell","G0_normal","primary normal","patient09",0
2.63848998561582,-4.79974317780496,"NK cell","G0_normal","metastasis normal","patient12",2.51451420783997
-2.28624484524051,1.31416380175589,"CD8 T","G0_normal","metastasis normal","patient09",0
12.9752931834765,4.43246841200827,"CD8 T","G0_normal","metastasis normal","patient10",0
11.4752826930591,5.3747687316799,"NKT","G0_normal","metastasis normal","patient12",2.29072785377502
11.6304531337329,3.99363374480246,"NK cell","G0_normal","metastasis normal","patient13",0
-1.41819891914645,15.5531764007473,"Bcell","G0_normal","primary normal","patient14",0
4.77446033969602,11.405696389761,"NK cell","G0_normal","metastasis normal","patient11",0
-0.200007295458707,-4.33843040696146,"CD8 T","G0_normal","metastasis normal","patient09",2.03146982192993
-4.12271902546206,4.94364595183371,"Macrophage","G0_normal","metastasis normal","patient11",0
-4.34840629085818,4.8036656356716,"Macrophage","G0_normal","metastasis normal","patient12",0
3.39369204059323,11.4446186996364,"CD8 T","G0_normal","metastasis normal","patient09",2.17077207565308
3.30924322620114,-0.358129891071338,"CD45-","G0_normal","primary normal","patient10",0
-3.94039270862857,-1.04584396115305,"CD8 T","G0_normal","primary normal","patient08",0
0.98536779895505,1.09133195647238,"CD45-","G0_normal","metastasis normal","patient09",0
11.14039709583,5.4813885665798,"NK cell","G0_normal","metastasis normal","patient12",2.17541217803955
3.41101219669065,3.37442087897299,"Bcell","G0_normal","primary normal","patient16",0
-12.506364798396,-0.14879006377222,"Bcell","G0_normal","metastasis normal","patient15",0
0.392260217816439,-8.56125688782694,"CD8 T","G0_normal","metastasis normal","patient09",0
4.39481546893796,8.85776090392111,"NK cell","G0_normal","metastasis normal","patient09",2.47820377349854
2.39695694461545,4.81670570143698,"Bcell","G0_normal","primary normal","patient12",0
2.50720169559201,11.7437825179958,"CD8 T","G0_normal","metastasis normal","patient09",0
-1.62585375294009,-3.11329770318033,"CD8 T","G0_normal","primary normal","patient12",0
-4.56231949314395,1.0805518604183,"CD8 T","G0_normal","metastasis normal","patient12",0
0.989572191388216,-17.2301573776341,"CD4 T","G0_normal","metastasis normal","patient17",0
6.49626495853147,-15.8273272537327,"DC","G0_normal","metastasis normal","patient09",0
-13.0336274860791,-5.96949434510233,"Bcell","G0_normal","primary normal","patient09",0
-5.73721215709964,-0.641883420262355,"CD8 T","G0_normal","primary normal","patient11",0
-0.559029622226152,-1.8987771295643,"CD8 T","G0_normal","primary normal","patient16",0
11.7606754542895,4.00904750594137,"NK cell","G0_normal","metastasis normal","patient12",0
6.23363878741941,4.7430229164028,"CD8 T","G0_normal","metastasis normal","patient11",2.13431525230408
-6.70581862911502,5.39156818160055,"Bcell","G0_normal","primary normal","patient11",0
-0.717564759998712,0.959808466520291,"CD8 T","G0_normal","metastasis normal","patient17",0
-3.70305583462039,-0.0340572916603269,"CD8 T","G0_normal","metastasis normal","patient09",0
1.87511422649106,-5.71816539994242,"NK cell","G0_normal","metastasis normal","patient11",0
-5.50691888317386,7.83053540953634,"DC","G0_normal","metastasis normal","patient16",0
1.12883009925565,-17.12318754426,"CD4 T","G0_normal","primary normal","patient12",0
-9.83659074291507,1.39302956828116,"Bcell","G0_normal","metastasis normal","patient15",0
0.852777385861483,-5.139481546793,"CD8 T","G0_normal","metastasis normal","patient09",1.86967325210571
0.898727560193148,-3.45140743485453,"CD8 T","G0_normal","primary normal","patient12",0
1.69652297511777,1.57246541747091,"Bcell","G0_normal","primary normal","patient09",0
2.88272573962888,12.306349275198,"CD8 T","G0_normal","metastasis normal","patient09",1.88841938972473
6.52275230899533,-15.762932302866,"DC","G0_normal","metastasis normal","patient17",0
11.113788628728,5.51232862242697,"NK cell","G0_normal","primary normal","patient08",1.34480619430542
1.18775274768552,-2.83956980935099,"CD8 T","G0_normal","metastasis normal","patient16",1.874138712883
3.56711342349729,0.711677548971158,"CD45-","G0_normal","primary normal","patient10",0
2.11376550212583,-4.2989270710087,"NKT","G0_normal","metastasis normal","patient15",2.00170612335205
-2.05048069938937,-2.27883422604563,"CD8 T","G0_normal","metastasis normal","patient14",2.01138877868652
3.07708361163816,10.9306311584377,"CD8 T","G0_normal","metastasis normal","patient12",0
-1.5316422341756,7.24579906233786,"Monocyte","G0_normal","metastasis normal","patient11",2.5578556060791
0.544928693921175,-4.34197664490702,"CD4 T","G0_normal","metastasis normal","patient16",0
-4.54109094127933,6.01428699263571,"Macrophage","G0_normal","metastasis normal","patient12",1.47164642810822
-12.6515912769727,0.236031887617093,"Bcell","G0_normal","primary normal","patient12",0
-3.00502655491153,7.91288709410666,"Monocyte","G0_normal","metastasis normal","patient11",0
-2.99325606807986,7.61660527953146,"DC","G0_normal","metastasis normal","patient17",0
13.6583204509326,4.8964800811672,"CD8 T","G0_normal","metastasis normal","patient12",0
3.93263866916379,3.05253863104818,"Bcell","G0_normal","primary normal","patient15",0
8.9241438151904,-4.41163683167459,"NK cell","G0_normal","metastasis normal","patient17",0
-1.01288459286014,-6.24204874268534,"CD8 T","G0_normal","metastasis normal","patient08",0
-1.44119427189151,-16.3023180984593,"CD4 T","G0_normal","metastasis normal","patient09",0
-2.50322554096499,0.435058531846982,"CD8 T","G0_normal","metastasis normal","patient12",0
2.22937181010922,-4.60883903733255,"NKT","G0_normal","metastasis normal","patient15",2.14623308181763
-0.849470621197614,2.7987759090328,"CD8 T","G0_normal","metastasis normal","patient12",0
6.57368280902585,-15.6961073898411,"DC","G0_normal","metastasis normal","patient17",0
11.697941804082,-2.66358375779154,"CD8 T","G0_normal","metastasis normal","patient12",0
3.12771275058469,-0.100959422502536,"CD45-","G0_normal","primary normal","patient10",0
-9.42261407360354,-6.28266859284403,"Bcell","G0_normal","primary normal","patient10",0
4.9332351924487,6.8832907653713,"NK cell","G0_normal","metastasis normal","patient15",0
-4.62161872371951,0.927830336179715,"CD8 T","G0_normal","metastasis normal","patient17",0
-9.9646386860303,-6.25451421967508,"Bcell","G0_normal","primary normal","patient11",0
3.20102002635678,-4.83173895112039,"NK cell","G0_normal","metastasis normal","patient10",2.50604295730591
-3.95375702366153,-9.97645426026346,"CD8 T","G0_normal","metastasis normal","patient12",0
-3.60275719150821,-1.01681411496164,"CD8 T","G0_normal","metastasis normal","patient16",0
4.90975143924436,-7.74909639588358,"CD8 T","G0_normal","primary normal","patient11",0
5.85316469684323,-13.0795426391697,"Bcell","G0_normal","primary normal","patient14",0
11.708476090581,-2.58793211213114,"CD4 T","G0_normal","primary normal","patient12",0
-2.00478801712314,7.57993745573996,"Monocyte","G0_normal","metastasis normal","patient16",2.26394987106323
-12.689039206355,0.532512185659391,"Bcell","G0_normal","primary normal","patient09",0
-12.4777135609082,-0.50207790962221,"Bcell","G0_normal","primary normal","patient14",0
0.225758218915072,-4.16349768868448,"CD8 T","G0_normal","metastasis normal","patient12",0
-10.7869815586499,2.28207707175253,"Bcell","G0_normal","primary normal","patient12",0
-8.88430211529056,2.23202204474447,"Bcell","G0_normal","primary normal","patient15",0
-6.16595742687503,-2.57499265900614,"CD8 T","G0_normal","metastasis normal","patient12",0
6.54212286487302,4.79719447859762,"CD8 T","G0_normal","metastasis normal","patient10",0
-9.73664948925296,1.24926268824576,"Bcell","G0_normal","primary normal","patient12",0
2.99031856075009,12.2903780914211,"CD8 T","G0_normal","metastasis normal","patient08",0
0.0589251758166222,-6.97925710907938,"NK cell","G0_normal","metastasis normal","patient08",0
-7.69847629055301,-5.4069113754368,"Bcell","G0_normal","primary normal","patient16",0
-0.572339078634176,-2.02301955452921,"CD8 T","G0_normal","primary normal","patient11",0
0.466738605649081,-8.30290460816385,"CD4 T","G0_normal","metastasis normal","patient16",0
-4.12924835666934,4.87380981215475,"Macrophage","G0_normal","metastasis normal","patient17",0
-2.34328076824466,8.49520158537863,"Macrophage","G0_normal","metastasis normal","patient11",0
-3.01864907726565,7.8778262115383,"CD8 T","G0_normal","metastasis normal","patient10",0
-12.4913444279126,-0.172348084363955,"Bcell","G0_normal","metastasis normal","patient13",0
-0.265835887043867,-2.30274570218088,"Bcell","G0_normal","primary normal","patient09",0
-0.408673441260252,2.49522113570212,"CD8 T","G0_normal","metastasis normal","patient12",0
0.618491673619357,-2.17278743020059,"CD8 T","G0_normal","primary normal","patient12",0
5.12002947345456,5.13132905730246,"CD8 T","G0_normal","metastasis normal","patient11",0
5.84412481799802,5.55327844389914,"CD8 T","G0_normal","metastasis normal","patient16",0
-0.942981070130262,6.06179475554464,"Macrophage","G0_normal","metastasis normal","patient11",0
-2.69490478023807,13.6958422637844,"Bcell","G0_normal","primary normal","patient17",0
-9.01259515270511,2.38906097182272,"Bcell","G0_normal","primary normal","patient16",0
-4.71288487896243,-0.670849027547854,"CD8 T","G0_normal","metastasis normal","patient16",0
3.89844753757199,10.0914158798122,"NK cell","G0_normal","metastasis normal","patient13",0
-4.68959662899295,-2.23863530388834,"CD8 T","G0_normal","primary normal","patient09",0
8.43345739856442,-4.90589905014994,"CD4 T","G0_normal","metastasis normal","patient15",0
-10.2996396778516,1.8919315315151,"Bcell","G0_normal","metastasis normal","patient12",0
5.25636627689084,6.37564420470236,"NK cell","G0_normal","metastasis normal","patient16",1.1433470249176
0.383297467381564,-8.83891916504862,"CD4 T","G0_normal","metastasis normal","patient16",0
2.81648185268125,-5.01808357468607,"NK cell","G0_normal","metastasis normal","patient16",2.26008105278015
-3.29708716854373,-0.980850639257449,"CD8 T","G0_normal","metastasis normal","patient16",0
