"umap_1","umap_2","celltype","group","tissue","patient","score"
-8.98034856304446,9.6293845153713,"Bcell","G0_normal","primary normal","patient12",0
1.08652796760282,-13.0268988632298,"CD4 T","G0_normal","primary normal","patient09",0
3.15368678584775,3.61886548766134,"DC","G0_normal","primary normal","patient17",0
3.550631547124,9.66008329161642,"CD4 T","G0_normal","metastasis normal","patient16",0
-0.645632267221007,0.953209636297208,"CD8 T","G0_normal","metastasis normal","patient16",0
-5.66836354717532,8.6850075698757,"DC","G0_normal","metastasis normal","patient11",0
-2.22365698799411,-4.56621074906351,"Bcell","G0_normal","primary normal","patient12",0
-1.31884435400287,15.644577500906,"Bcell","G0_normal","primary normal","patient17",0
8.91518690601071,-4.3966517471409,"CD4 T","G0_normal","metastasis normal","patient09",0
-11.5412378071241,2.09351634749411,"Bcell","G0_normal","primary normal","patient12",0
5.22809984698972,6.3605823493862,"CD8 T","G0_normal","metastasis normal","patient13",2.57212162017822
8.55754854694089,-2.48536372414591,"CD4 T","G0_normal","primary normal","patient12",0
-1.58463004812518,-1.95840513936045,"CD8 T","G0_normal","primary normal","patient10",0
5.01265480533322,-12.442562582407,"CD4 T","G0_normal","primary normal","patient10",0
12.9245205165454,5.31677865752218,"CD8 T","G0_normal","metastasis normal","patient10",0
5.45387461200437,11.2507138229275,"NK cell","G0_normal","metastasis normal","patient12",0
1.7704310657092,10.3845162368679,"CD4 T","G0_normal","metastasis normal","patient10",0
0.896168255955782,-2.72128868332865,"CD8 T","G0_normal","metastasis normal","patient13",2.38800048828125
1.52015306964597,-11.9917006515598,"CD4 T","G0_normal","primary normal","patient12",0
1.02388372436246,-3.42523646584513,"CD8 T","G0_normal","primary normal","patient17",0
11.8115005733081,6.85269403227804,"NK cell","G0_normal","metastasis normal","patient12",2.55108118057251
4.23160650745114,9.05547475584982,"NK cell","G0_normal","metastasis normal","patient08",2.11426091194153
6.07118847385129,7.07739591368673,"CD8 T","G0_normal","metastasis normal","patient14",0
3.79605486407956,2.69823312529562,"Bcell","G0_normal","primary normal","patient16",0
-2.40578148350039,-8.79492140046121,"CD8 T","G0_normal","metastasis normal","patient11",0
5.00332167163571,-7.85783815613748,"CD8 T","G0_normal","metastasis normal","patient08",0
-3.91089746937076,-6.29630947342874,"CD4 T","G0_normal","primary normal","patient12",0
-2.02871952041903,-4.96282673111917,"Bcell","G0_normal","metastasis normal","patient13",0
1.55944015994748,-5.99576044312479,"NK cell","G0_normal","metastasis normal","patient12",0
-9.48836419567386,-6.27818870774271,"Bcell","G0_normal","primary normal","patient12",0
-10.0894145725659,-0.311061518702525,"Bcell","G0_normal","primary normal","patient14",0
-0.346026843636427,-2.23802352181436,"CD8 T","G0_normal","metastasis normal","patient12",0
-2.45183095917026,8.42723703154562,"Bcell","G0_normal","primary normal","patient09",0
0.832110786587801,0.104388115491849,"CD8 T","G0_normal","metastasis normal","patient12",0
-13.3177699802808,-5.91231823197367,"Bcell","G0_normal","primary normal","patient12",0
4.68745090976438,10.051146981802,"NK cell","G0_normal","metastasis normal","patient17",0
-5.51999042019168,5.61728906401632,"DC","G0_normal","metastasis normal","patient15",0
1.04947068706235,-2.82441592446329,"CD8 T","G0_normal","primary normal","patient12",0
0.946949625165072,-14.126099111948,"CD4 T","G0_normal","primary normal","patient16",0
5.27093031421384,7.51248740920065,"NK cell","G0_normal","metastasis normal","patient16",0
3.55112221255979,11.3659882522487,"CD8 T","G0_normal","metastasis normal","patient09",0
-10.0046262501172,-0.115147861156482,"Bcell","G0_normal","primary normal","patient09",0
5.06382753864011,-12.20792532197,"CD8 T","G0_normal","metastasis normal","patient09",0
5.51185705676755,5.6399316764736,"Bcell","G0_normal","primary normal","patient11",0
-0.422485193460378,-2.79665494194986,"CD8 T","G0_normal","metastasis normal","patient17",0
-4.31503555759707,4.79055785902975,"CD8 T","G0_normal","metastasis normal","patient08",0
-2.3677947281293,7.49586295851706,"Monocyte","G0_normal","metastasis normal","patient16",1.89615917205811
3.47513248935422,11.2719483352566,"CD8 T","G0_normal","metastasis normal","patient14",0
6.7582068683215,-16.2186331771946,"Macrophage","G0_normal","metastasis normal","patient11",1.35596013069153
2.67707088008603,10.9978508926296,"CD8 T","G0_normal","metastasis normal","patient09",0
9.72586443439206,-3.95268917313578,"CD4 T","G0_normal","metastasis normal","patient15",0
13.553205514104,4.95557594069479,"CD8 T","G0_normal","metastasis normal","patient17",0
-13.0425624607495,-5.97310018769266,"Bcell","G0_normal","primary normal","patient17",0
2.9352317096301,12.1658759094143,"CD8 T","G0_normal","primary normal","patient14",0
2.94375660434445,-0.22797687581541,"CD8 T","G0_normal","metastasis normal","patient09",0
5.69028141513547,4.97697973021505,"CD8 T","G0_normal","metastasis normal","patient12",0
12.9808922053882,6.78285264739035,"NK cell","G0_normal","metastasis normal","patient12",0
4.24086048618039,-2.04210627308847,"CD4 T","G0_normal","primary normal","patient15",0
-11.4788827656201,2.1623504138851,"Bcell","G0_normal","primary normal","patient11",0
4.92104103580197,4.51316976317404,"CD8 T","G0_normal","metastasis normal","patient10",0
6.45427277103147,-15.623735906992,"DC","G0_normal","primary normal","patient12",0
-2.27503297313968,8.42516183623312,"Monocyte","G0_normal","metastasis normal","patient11",0
1.85459234729489,10.3204150176906,"CD8 T","G0_normal","metastasis normal","patient09",0
-9.2606067417554,9.33098363646505,"Bcell","G0_normal","primary normal","patient14",0
-9.90864560589114,-0.182836117658633,"Bcell","G0_normal","primary normal","patient08",0
-11.1290797947339,-6.1786513351536,"Bcell","G0_normal","primary normal","patient11",0
0.342027807385531,-4.49643469086649,"CD8 T","G0_normal","metastasis normal","patient14",0
0.475759530217257,-8.25738334885599,"CD8 T","G0_normal","metastasis normal","patient10",0
1.53963496700009,11.4382615066433,"CD4 T","G0_normal","primary normal","patient17",0
-1.41259715542117,15.5941777206325,"Bcell","G0_normal","primary normal","patient12",0
12.6463060618945,4.70355987318991,"gdT","G0_normal","metastasis normal","patient10",0
0.851600790173617,-2.77287507287027,"NKT","G0_normal","metastasis normal","patient14",2.30123329162598
-2.8657674549512,-0.375852732423562,"CD8 T","G0_normal","metastasis normal","patient14",0
-5.76242015346805,-4.351804020319,"CD8 T","G0_normal","metastasis normal","patient16",0
-0.0416273234776589,-7.1391325019932,"CD8 T","G0_normal","metastasis normal","patient09",0
-1.40531287178317,-7.55764436951639,"CD8 T","G0_normal","primary normal","patient12",0
-1.56980029329577,-2.73068046799662,"CD8 T","G0_normal","primary normal","patient17",0
-4.71632859691897,-2.22558236351969,"CD8 T","G0_normal","metastasis normal","patient17",0
0.771008873135653,-17.3262820266819,"CD4 T","G0_normal","primary normal","patient17",0
0.53796138778409,-11.3627905868626,"CD4 T","G0_normal","metastasis normal","patient12",0
-2.74123904690066,13.6669669128322,"Bcell","G0_normal","primary normal","patient14",0
-0.560687219946775,-1.93903243771555,"CD8 T","G0_normal","primary normal","patient12",0
-4.71880862697879,-2.15108263722422,"CD8 T","G0_normal","metastasis normal","patient08",0
2.88580896869382,-3.3921248935795,"NK cell","G0_normal","metastasis normal","patient08",2.4534056186676
-1.3057310937337,5.69328546294211,"Macrophage","G0_normal","metastasis normal","patient17",0
-0.716612657754812,2.65647649535177,"CD8 T","G0_normal","metastasis normal","patient12",0
3.13102748408994,11.8869357086086,"CD8 T","G0_normal","primary normal","patient16",0
6.05486252322873,5.56809472807882,"CD8 T","G0_normal","metastasis normal","patient15",0
3.98386957660398,9.82744931944845,"NK cell","G0_normal","metastasis normal","patient08",0
-5.17293307766238,-2.22321343651773,"CD8 T","G0_normal","metastasis normal","patient12",0
-4.30035326465884,6.01966809996603,"Bcell","G0_normal","primary normal","patient12",0
-6.25489232525149,8.32759904631613,"DC","G0_normal","metastasis normal","patient11",0
2.03079988971433,10.1676964736843,"Bcell","G0_normal","primary normal","patient16",0
-8.93375298961917,3.70844793089865,"Bcell","G0_normal","primary normal","patient12",0
1.19615235343656,10.8094248748684,"CD8 T","G0_normal","metastasis normal","patient16",0
-1.31034443363467,15.6597752548122,"Bcell","G0_normal","primary normal","patient13",0
-3.9139749763898,-1.04913443556787,"CD8 T","G0_normal","metastasis normal","patient12",0
6.78021099582395,-16.2633719467259,"DC","G0_normal","metastasis normal","patient11",0
-9.73700330242434,2.11151313551901,"Bcell","G0_normal","primary normal","patient12",0
3.41014578357419,-0.0544859789943876,"CD45-","G0_normal","primary normal","patient10",0
4.14834167972287,10.0496172881985,"NK cell","G0_normal","metastasis normal","patient08",0
0.55893363967618,-8.75595236054422,"CD8 T","G0_normal","metastasis normal","patient09",0
6.54975035205564,-15.6706156753636,"DC","G0_normal","metastasis normal","patient12",0
-2.23522505745212,1.28336870440481,"CD8 T","G0_normal","primary normal","patient14",0
-2.77789375767032,13.6462922073269,"Bcell","G0_normal","metastasis normal","patient15",0
-7.02700993999759,-6.14831495514871,"Bcell","G0_normal","primary normal","patient12",0
0.964286947400179,-12.658795835886,"CD4 T","G0_normal","metastasis normal","patient16",0
-4.08805487140933,-6.81550407639505,"CD4 T","G0_normal","primary normal","patient12",0
-5.5762109516553,-3.87354064217569,"CD8 T","G0_normal","metastasis normal","patient15",0
6.75244381442746,-16.2309670471287,"DC","G0_normal","metastasis normal","patient11",1.25488257408142
12.9927139522143,4.38572549590109,"CD8 T","G0_normal","metastasis normal","patient12",0
-2.82128498539248,13.6459736801052,"Bcell","G0_normal","primary normal","patient16",0
-9.08562943920413,3.92933368453024,"Bcell","G0_normal","primary normal","patient12",0
1.94319512859067,11.0217299438381,"CD8 T","G0_normal","metastasis normal","patient09",0
-0.132023131697569,-2.42862463227274,"CD8 T","G0_normal","primary normal","patient09",0
11.2857036830493,-2.48922682038309,"CD4 T","G0_normal","primary normal","patient09",0
-5.74800202831546,5.01956987151144,"CD45-","G0_normal","metastasis normal","patient09",0
-2.41327617153445,-2.86670994988443,"Bcell","G0_normal","metastasis normal","patient13",0
-6.0029277561597,8.3746237731838,"DC","G0_normal","metastasis normal","patient11",0
12.6494608165332,6.72211837538717,"NK cell","G0_normal","metastasis normal","patient13",1.81854379177094
-1.94934401497165,-2.52330470314981,"CD8 T","G0_normal","primary normal","patient12",0
-2.34331533893863,8.50488328703879,"Macrophage","G0_normal","metastasis normal","patient09",0
-8.91954610332767,3.87173032530783,"Bcell","G0_normal","primary normal","patient16",0
-4.18081281170169,0.976502893056851,"CD8 T","G0_normal","metastasis normal","patient17",0
-1.15493670686999,-16.5197920822239,"CD4 T","G0_normal","primary normal","patient17",0
-0.722835911660585,7.18534803160666,"Monocyte","G0_normal","metastasis normal","patient17",2.17910265922546
-11.1614961384229,10.9955649352932,"CD4 T","G0_normal","metastasis normal","patient09",0
3.92803814426145,9.31920575865744,"NKT","G0_normal","metastasis normal","patient09",2.63460612297058
-3.42545697674075,4.8841304756069,"Monocyte","G0_normal","metastasis normal","patient13",2.35517597198486
12.4273252727099,4.36591434248922,"CD8 T","G0_normal","metastasis normal","patient09",0
6.07176830783567,-13.2875752472019,"Bcell","G0_normal","primary normal","patient14",0
-3.91541693195621,5.28942870863913,"Macrophage","G0_normal","metastasis normal","patient13",2.33976173400879
1.13946285262784,-17.1568884872532,"CD4 T","G0_normal","primary normal","patient12",0
12.4386320354052,4.30647468337057,"CD8 T","G0_normal","metastasis normal","patient12",0
-5.92167327389041,-2.84443164101602,"CD8 T","G0_normal","metastasis normal","patient09",0
0.385149264485445,-8.55913686982157,"CD8 T","G0_normal","metastasis normal","patient11",0
1.9215688945361,-3.8777365707493,"CD8 T","G0_normal","metastasis normal","patient16",2.0550651550293
3.29690959468564,-0.296415972027797,"CD45-","G0_normal","primary normal","patient10",0
-4.03779790386477,-4.16308951607706,"CD8 T","G0_normal","primary normal","patient16",0
-12.6824769733838,11.9463067031765,"CD4 T","G0_normal","primary normal","patient15",0
-0.944476908295545,-6.15860939255716,"CD8 T","G0_normal","metastasis normal","patient10",0
-12.6870088337354,0.454764065828305,"Bcell","G0_normal","primary normal","patient11",0
-5.0178236721448,-2.97155356637003,"NK cell","G0_normal","metastasis normal","patient08",0
-2.50251970276156,-7.13674450150492,"CD8 T","G0_normal","metastasis normal","patient12",0
8.53484823718747,-6.14231825104715,"CD4 T","G0_normal","primary normal","patient12",0
7.85019972339353,-2.00236511460306,"CD4 T","G0_normal","primary normal","patient17",0
5.91644289508542,-12.0718808197117,"NK cell","G0_normal","metastasis normal","patient11",0
3.89150240436276,9.34478330382345,"NKT","G0_normal","primary normal","patient14",2.33756995201111
-3.31363294109622,5.02090263136862,"CD4 T","G0_normal","primary normal","patient10",0
-13.7517938373975,-5.82183885804178,"Bcell","G0_normal","primary normal","patient14",0
0.369768524319735,-2.06536257496836,"CD8 T","G0_normal","metastasis normal","patient10",1.93366694450378
-11.3958101032666,-6.16883230439188,"Bcell","G0_normal","primary normal","patient11",0
-4.84997603878299,8.347175119009,"DC","G0_normal","metastasis normal","patient09",0
6.58252813831052,-15.4526743911839,"DC","G0_normal","metastasis normal","patient11",0
4.71858026996335,11.5660309768581,"NK cell","G0_normal","metastasis normal","patient12",0
-4.79583785518924,-5.66788530579569,"NK cell","G0_normal","primary normal","patient12",0
-1.57140961870471,-8.14194107285501,"CD8 T","G0_normal","metastasis normal","patient09",0
-5.00105426296512,8.40439748534201,"DC","G0_normal","metastasis normal","patient16",0
-10.2084293125562,-0.473298097465056,"Bcell","G0_normal","primary normal","patient12",0
6.25200893893918,-15.5875411056614,"DC","G0_normal","metastasis normal","patient11",0
-2.02620015129367,7.15865659483908,"Macrophage","G0_normal","metastasis normal","patient11",1.83862924575806
1.51568653598508,-3.8410584949589,"CD8 T","G0_normal","primary normal","patient16",0
5.67839291110715,5.85016965636252,"CD8 T","G0_normal","metastasis normal","patient10",1.69396924972534
-12.4644679783277,1.983893869009,"Bcell","G0_normal","primary normal","patient12",0
6.68451597705564,-16.1019444488621,"DC","G0_normal","metastasis normal","patient17",2.18073201179504
-1.48927149757663,7.65230321654318,"Monocyte","G0_normal","metastasis normal","patient11",2.53559494018555
-6.79411456569949,5.43573331603048,"Bcell","G0_normal","primary normal","patient17",0
6.33720638766965,-15.6437659286595,"DC","G0_normal","metastasis normal","patient09",0
-4.9437007664136,-2.83975076905252,"CD8 T","G0_normal","metastasis normal","patient11",0
-3.350162958949,-0.138869585905093,"CD8 T","G0_normal","metastasis normal","patient10",0
-0.511266729085836,2.67981457480429,"CD8 T","G0_normal","metastasis normal","patient08",0
5.44088985934934,4.27774190672873,"CD8 T","G0_normal","metastasis normal","patient17",0
12.9398603679248,6.40476751097677,"CD8 T","G0_normal","metastasis normal","patient10",0
3.21203639522275,-0.194462793383616,"DC","G0_normal","metastasis normal","patient08",0
1.6889667750903,1.48636019000052,"Bcell","G0_normal","primary normal","patient14",0
-8.62130830272952,2.22437047728537,"Bcell","G0_normal","primary normal","patient12",0
-2.79192373737613,-0.102826687011737,"CD8 T","G0_normal","metastasis normal","patient16",0
11.8432274104663,6.84778022536276,"NK cell","G0_normal","metastasis normal","patient13",2.28271126747131
-5.40280482754031,7.71413755187033,"Macrophage","G0_normal","primary normal","patient13",2.08693647384644
3.32974412456235,-0.240485402259845,"CD45-","G0_normal","primary normal","patient10",0
-1.65821919426242,7.00195884474753,"Monocyte","G0_normal","metastasis normal","patient12",2.46976327896118
2.71594669833859,11.7124085403347,"CD8 T","G0_normal","metastasis normal","patient12",0
0.954220795781222,-5.37541198960306,"NK cell","G0_normal","metastasis normal","patient13",1.81020438671112
-9.10497758373538,3.92271280058859,"Bcell","G0_normal","primary normal","patient12",0
4.56218721881589,4.79073858031271,"CD8 T","G0_normal","metastasis normal","patient12",0
5.07259991183957,6.26982354887961,"CD8 T","G0_normal","metastasis normal","patient15",2.01812529563904
4.44492914691648,9.51741266020773,"NK cell","G0_normal","metastasis normal","patient17",2.16339564323425
0.248990976960268,-2.48771429291727,"CD4 T","G0_normal","metastasis normal","patient16",0
6.12816479221067,-12.2573237442112,"NK cell","G0_normal","metastasis normal","patient12",0
-1.30883947595874,5.69061088332174,"Macrophage","G0_normal","metastasis normal","patient11",0
-7.84417674526492,-5.48376465073587,"Bcell","G0_normal","metastasis normal","patient13",0
-9.85909936413089,0.00126349696157557,"Bcell","G0_normal","primary normal","patient17",0
-3.83498833164493,5.51492929228781,"Macrophage","G0_normal","metastasis normal","patient16",2.15938472747803
0.955947542340365,-12.6011986755467,"CD4 T","G0_normal","primary normal","patient12",0
1.06536426559171,10.3631672836208,"CD4 T","G0_normal","primary normal","patient16",0
5.97037508502683,6.95028209456442,"CD8 T","G0_normal","metastasis normal","patient17",0
8.46251966968259,-5.48913383713724,"CD4 T","G0_normal","metastasis normal","patient12",0
-4.34936616405765,4.11911201247213,"Monocyte","G0_normal","metastasis normal","patient11",0
-0.96312252268115,3.21705078848837,"CD8 T","G0_normal","metastasis normal","patient12",0
2.44060947910031,4.78822707900046,"Bcell","G0_normal","primary normal","patient17",0
0.883344197423067,10.9180474258327,"CD4 T","G0_normal","primary normal","patient12",0
2.64804508701047,4.6105856872463,"CD8 T","G0_normal","primary normal","patient09",0
1.41923525348386,-3.90600800744058,"CD4 T","G0_normal","metastasis normal","patient09",0
1.20253231540402,-5.14503383866312,"CD8 T","G0_normal","primary normal","patient17",0
3.19372322574338,-0.0682084583378019,"CD45-","G0_normal","primary normal","patient10",0
0.990542793423739,-2.83463025322916,"CD8 T","G0_normal","metastasis normal","patient16",0
-4.65570781215945,-0.836020114336032,"CD8 T","G0_normal","primary normal","patient12",0
-0.0867544172696205,-3.74100709191324,"CD8 T","G0_normal","metastasis normal","patient12",0
-3.33644483074466,5.57224702605246,"Macrophage","G0_normal","metastasis normal","patient16",2.3093535900116
-2.79345986828128,5.41700982817648,"CD8 T","G0_normal","metastasis normal","patient16",0
-5.53507230266849,8.65201234587668,"DC","G0_normal","metastasis normal","patient11",0
2.74758746638974,4.53495406874655,"Bcell","G0_normal","primary normal","patient11",0
-13.0535726307325,-5.97342348328592,"Bcell","G0_normal","metastasis normal","patient11",0
-1.5167302249364,-8.56713915101053,"CD8 T","G0_normal","metastasis normal","patient16",0
-2.28638658508578,1.28238570460318,"CD8 T","G0_normal","primary normal","patient09",0
-4.9064635990552,4.7859277702236,"Monocyte","G0_normal","metastasis normal","patient12",2.24971485137939
0.610433125645724,-0.371467726740855,"CD8 T","G0_normal","metastasis normal","patient15",0
-9.03267858013431,3.93800973662375,"Bcell","G0_normal","primary normal","patient12",0
-7.72317168697635,-5.42856312027933,"Bcell","G0_normal","primary normal","patient12",0
-2.42134306415835,-8.857414724741,"CD4 T","G0_normal","primary normal","patient11",0
0.507637167126742,-1.95235884419443,"CD8 T","G0_normal","metastasis normal","patient15",2.12775993347168
3.71085264697751,3.02608632811545,"Bcell","G0_normal","metastasis normal","patient17",0
-5.70952556118289,-3.50869965783121,"CD8 T","G0_normal","primary normal","patient16",0
1.82265498653134,0.800325391378385,"ILC3","G0_normal","primary normal","patient17",0
5.11570503726682,-12.2218947433567,"CD8 T","G0_normal","primary normal","patient12",0
11.7968931438037,5.17553758391379,"CD8 T","G0_normal","primary normal","patient12",0
4.11930754199704,9.16939973601339,"CD8 T","G0_normal","metastasis normal","patient08",2.65737700462341
-4.96645781978885,-2.8306927703953,"CD8 T","G0_normal","metastasis normal","patient16",0
3.26683809772214,11.4376244521999,"CD8 T","G0_normal","metastasis normal","patient14",0
4.1555800677844,10.5105872131252,"CD8 T","G0_normal","metastasis normal","patient09",1.95696914196014
6.0356784106799,-13.2828698181248,"Bcell","G0_normal","primary normal","patient14",0
-2.13426456436435,-2.27469933262827,"CD8 T","G0_normal","primary normal","patient12",0
-13.075667357295,-5.97134208909037,"Bcell","G0_normal","primary normal","patient12",0
-1.5846720097951,-1.99936235180857,"CD8 T","G0_normal","primary normal","patient08",0
5.84715702548703,4.80227613219259,"CD8 T","G0_normal","primary normal","patient15",0
-12.0328416584424,-6.13163280716898,"Bcell","G0_normal","primary normal","patient17",0
4.23718311801633,-2.04153073063852,"CD8 T","G0_normal","metastasis normal","patient09",0
-0.996725982277784,-7.05159473649027,"NK cell","G0_normal","metastasis normal","patient08",0
6.29686453357419,-15.682664396677,"DC","G0_normal","metastasis normal","patient11",0
3.03154017940244,2.3532958007717,"Bcell","G0_normal","primary normal","patient17",0
-8.11007497295657,-6.34219455948831,"Bcell","G0_normal","primary normal","patient17",0
-1.57042685732165,7.72153234251974,"Macrophage","G0_normal","metastasis normal","patient11",2.51527619361877
-5.01732442364017,-0.393619008798021,"CD8 T","G0_normal","metastasis normal","patient16",0
5.820904278905,5.79535579451559,"CD8 T","G0_normal","metastasis normal","patient16",0.79687398672104
-1.42177966818133,15.4721636749172,"Bcell","G0_normal","primary normal","patient16",0
4.57331707492551,10.455534455862,"NK cell","G0_normal","metastasis normal","patient14",0
5.66714146152219,-12.8941912674046,"Bcell","G0_normal","primary normal","patient14",0
3.21769073024472,4.37182330855368,"Bcell","G0_normal","primary normal","patient12",0
-8.9383296726636,9.68122434386252,"Bcell","G0_normal","primary normal","patient14",0
3.92681410327634,9.33916234740255,"NK cell","G0_normal","metastasis normal","patient08",2.71811008453369
4.3529939891406,5.05816173323629,"CD8 T","G0_normal","metastasis normal","patient08",0
-12.4602155445508,-0.559937777433413,"Bcell","G0_normal","primary normal","patient08",0
1.04330637469968,-12.6455884002781,"CD4 T","G0_normal","metastasis normal","patient15",0
0.845352673680392,-5.152505400095,"CD8 T","G0_normal","metastasis normal","patient09",2.17283821105957
-2.46146438106814,-7.33124685517313,"CD8 T","G0_normal","metastasis normal","patient10",0
6.12999680057248,7.06072616347311,"CD8 T","G0_normal","metastasis normal","patient17",0
1.14156224742612,-0.20811212292673,"CD8 T","G0_normal","primary normal","patient14",0
-2.8158259151868,13.6744446731472,"Bcell","G0_normal","primary normal","patient12",0
-5.63737294658938,-8.57202196351053,"NK cell","G0_normal","metastasis normal","patient16",0
0.408205413968172,-8.48803091279032,"CD8 T","G0_normal","metastasis normal","patient12",0
-11.5809821842603,2.10189628371237,"Bcell","G0_normal","primary normal","patient11",0
10.7844963313647,-2.25266540280344,"CD4 T","G0_normal","metastasis normal","patient17",0
-4.94832847103396,-4.50278997651102,"CD4 T","G0_normal","primary normal","patient17",0
-11.4369001148633,0.43862312802313,"Bcell","G0_normal","primary normal","patient08",0
-4.72216556057254,1.00242793330191,"CD8 T","G0_normal","metastasis normal","patient12",0
4.53643896594724,5.54742622145651,"NK cell","G0_normal","metastasis normal","patient09",0
5.99538710132321,-13.3005452179051,"Bcell","G0_normal","primary normal","patient14",0
4.32263615146359,11.2688660598659,"CD8 T","G0_normal","metastasis normal","patient08",0
-3.69292900547305,-1.03206795683863,"CD8 T","G0_normal","metastasis normal","patient11",0
-2.60693094715396,-5.31574249497415,"Bcell","G0_normal","primary normal","patient17",0
2.71914246097287,-5.25843239060404,"NK cell","G0_normal","metastasis normal","patient12",2.58191061019897
0.44049885287961,-4.37896561852457,"CD4 T","G0_normal","primary normal","patient12",0
-7.68844411358157,-5.3887982391453,"Bcell","G0_normal","primary normal","patient17",0
-7.65956876262942,-5.37093305817606,"Bcell","G0_normal","primary normal","patient17",0
5.78509905353269,4.64812421568869,"CD8 T","G0_normal","metastasis normal","patient12",0
2.19497301593503,12.2322258926296,"CD4 T","G0_normal","primary normal","patient12",0
-8.97689530834475,9.6534666992092,"Bcell","G0_normal","primary normal","patient16",0
12.9228945018359,6.62481689223288,"NK cell","G0_normal","metastasis normal","patient12",0
-13.2532357929639,-0.878366830263156,"Bcell","G0_normal","primary normal","patient08",0
4.7144761325427,11.5700850463772,"NK cell","G0_normal","metastasis normal","patient12",0
-5.06594703182498,5.71866464385031,"Monocyte","G0_normal","metastasis normal","patient12",0
-5.78683087810794,8.05865049132345,"DC","G0_normal","primary normal","patient15",0
-1.63403943762103,1.43880116709707,"NK cell","G0_normal","metastasis normal","patient12",0
2.64195325389585,11.0050988174343,"CD8 T","G0_normal","metastasis normal","patient17",0
5.94539215579709,4.78934335478781,"CD8 T","G0_normal","metastasis normal","patient16",0
-12.5600013492993,2.002293346014,"Bcell","G0_normal","primary normal","patient08",0
-1.48789111360827,-7.61409139863016,"gdT","G0_normal","metastasis normal","patient16",0
-2.70442483410159,13.6205248809719,"Bcell","G0_normal","primary normal","patient12",0
0.841955804974642,-0.274452763113994,"CD8 T","G0_normal","metastasis normal","patient10",0
0.247567439229098,-2.40172720185282,"CD8 T","G0_normal","metastasis normal","patient15",0
11.432488465459,5.35630368956564,"NK cell","G0_normal","metastasis normal","patient12",2.32177352905273
-9.25815770611087,9.32726526030539,"Bcell","G0_normal","primary normal","patient17",0
4.41932013049802,11.0604195571804,"NK cell","G0_normal","metastasis normal","patient08",0
13.1856718303271,5.26000594862936,"CD8 T","G0_normal","primary normal","patient08",0
2.17307975307187,-11.7607426666355,"CD4 T","G0_normal","metastasis normal","patient09",0
5.52160265460691,5.06909370192526,"NK cell","G0_normal","metastasis normal","patient09",0
-10.9993524311475,-6.18483019104959,"Bcell","G0_normal","primary normal","patient11",0
12.8482828380175,4.50998019942282,"CD8 T","G0_normal","metastasis normal","patient09",0
-3.72385952457705,-2.28378510704996,"CD8 T","G0_normal","metastasis normal","patient09",0
2.7534997703143,-0.248476641688365,"gdT","G0_normal","metastasis normal","patient08",0
4.23354628101071,3.46024465331076,"Bcell","G0_normal","primary normal","patient15",0
5.07308533206662,4.26552819975851,"CD8 T","G0_normal","primary normal","patient14",0
-7.17774245724002,-12.4165949844456,"CD45-","G0_normal","primary normal","patient10",0
5.8182883502551,4.4819030738735,"CD8 T","G0_normal","metastasis normal","patient08",0
-6.36021897777835,8.25257539519308,"Macrophage","G0_normal","metastasis normal","patient11",0
-2.429379796832,-5.22579479447367,"Bcell","G0_normal","primary normal","patient14",0
-4.1715867279462,7.60999440917013,"DC","G0_normal","metastasis normal","patient09",0.99676162004471
-2.7656275986127,5.5659947372341,"Macrophage","G0_normal","metastasis normal","patient09",1.10413360595703
3.27074840083798,-0.285654711041469,"CD45-","G0_normal","primary normal","patient10",0
-1.04841676935473,-2.44645810357096,"CD4 T","G0_normal","primary normal","patient14",0
-1.47340807899753,-1.63878536454203,"CD8 T","G0_normal","metastasis normal","patient10",0
11.6479368449756,4.42603683241842,"NK cell","G0_normal","metastasis normal","patient16",0
3.46170856967649,3.34797429808615,"Bcell","G0_normal","primary normal","patient09",0
10.9895334483691,-2.60193348160746,"CD4 T","G0_normal","primary normal","patient12",0
-9.79751393780032,1.26556586989401,"Bcell","G0_normal","primary normal","patient14",0
-4.89115855678836,7.82740640410421,"DC","G0_normal","metastasis normal","patient11",1.38708031177521
3.93294384494504,10.0926699615383,"NK cell","G0_normal","metastasis normal","patient08",0
-5.42624232754031,7.80942296751974,"DC","G0_normal","primary normal","patient12",0
11.8983917476245,5.15997123488424,"CD8 T","G0_normal","metastasis normal","patient16",0
4.38072779193601,10.1367411590481,"CD8 T","G0_normal","metastasis normal","patient08",0
3.81685926929196,11.1288943267727,"CD8 T","G0_normal","metastasis normal","patient09",0
5.53188374057492,5.106292722311,"NK cell","G0_normal","metastasis normal","patient17",0
8.6502180339404,-1.6804721378422,"CD8 T","G0_normal","metastasis normal","patient08",0
0.97325625434598,-5.38700342408182,"CD8 T","G0_normal","metastasis normal","patient14",1.83833646774292
5.76038219943723,-13.0053715728855,"Bcell","G0_normal","primary normal","patient14",0
-0.614882068931255,3.1916735149288,"CD8 T","G0_normal","metastasis normal","patient08",0
-4.88756797298709,-1.43218207589151,"CD8 T","G0_normal","metastasis normal","patient14",0
-0.739436013846788,-9.25494241944315,"NK cell","G0_normal","metastasis normal","patient13",0
-9.02778146251956,9.65064668425558,"Bcell","G0_normal","primary normal","patient16",0
13.2006397487231,5.01665782698629,"CD8 T","G0_normal","metastasis normal","patient14",0
