"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.04126511878079e-26,2.24267353015228,0.372,0.109,9.95649374586455e-22,"4","AOAH.3"
5.16359582723912e-26,1.00820458995221,0.963,0.877,1.69045800192154e-21,"4","HLA-E"
5.59747547735717e-26,5.57903937048997,0.067,0.002,1.83250152177719e-21,"4","LGALS9B.1"
7.75372018104604e-26,3.04476056109643,0.201,0.033,2.53841291287085e-21,"4","CCDC28B"
9.24629875303707e-26,3.34340998847878,0.159,0.02,3.02705328576928e-21,"4","SLAMF7.3"
1.14328051801512e-25,2.1069925341526,0.372,0.109,3.7428717598779e-21,"4","C5orf56"
2.41317696317797e-25,1.3303257983183,0.866,0.631,7.90025874205204e-21,"4","RAC2"
2.54988341302289e-25,2.01840759469909,0.524,0.216,8.34780831755435e-21,"4","ALOX5AP.1"
2.7612296254674e-25,2.78521147924123,0.25,0.052,9.03971354785517e-21,"4","ASCL2.3"
3.5535597582361e-25,1.21644628490596,0.756,0.426,1.16336439365134e-20,"4","BST2"
4.88193242966955e-25,1.41690342457031,0.768,0.455,1.59824703882522e-20,"4","IFITM1.2"
8.02489697532607e-25,1.73995311857938,0.579,0.266,2.62719077178225e-20,"4","PPP1R18"
4.53197441301475e-24,3.23542978533378,0.165,0.023,1.48367778333277e-19,"4","RGS3.3"
1.14367532896916e-23,6.9557882714801,0.055,0.001,3.74416429197923e-19,"4","RHOBTB3"
1.15579333638213e-23,-1.04126472424467,0.683,0.904,3.78383622464783e-19,"4","RPL38"
1.1859884028779e-23,6.30869793492808,0.055,0.001,3.88268883334167e-19,"4","RRM2"
1.69027732072531e-23,-2.53032073079367,0.122,0.546,5.53362989259051e-19,"4","CD3D.4"
2.18721540141559e-23,2.52073523280524,0.244,0.052,7.16050578115436e-19,"4","ABHD17A.3"
2.44132991729249e-23,-1.1255648556289,0.634,0.909,7.99242588323214e-19,"4","CD52"
3.42562999900412e-23,4.509441963314,0.079,0.004,1.12148274907397e-18,"4","HES6.1"
3.4475170065383e-23,4.34238611129876,0.079,0.004,1.12864811760051e-18,"4","DAB2.1"
4.19239493121661e-23,2.3532400134452,0.226,0.045,1.37250625258169e-18,"4","KLRB1.3"
6.024058423844e-23,5.34295279920207,0.061,0.002,1.97215624679805e-18,"4","CYTL1"
6.23755125968324e-23,2.66611407690488,0.22,0.044,2.0420495313951e-18,"4","FBXO6.1"
7.09831174495482e-23,1.03020306110262,0.866,0.662,2.32384529906331e-18,"4","CALM1"
8.72868666400114e-23,3.23183375325141,0.171,0.027,2.85759744006069e-18,"4","CD244.2"
1.01407519196773e-22,1.22106475886788,0.817,0.523,3.31987936346396e-18,"4","CD53.1"
1.1362832432839e-22,1.73048017813474,0.518,0.219,3.71996408186282e-18,"4","MYO1F.2"
1.69768054763105e-22,1.88103805719713,0.366,0.117,5.55786657683452e-18,"4","UBE2F"
3.24795528254536e-22,-1.13074271076755,0.622,0.876,1.0633156003997e-17,"4","RPS21"
3.62001756098203e-22,-2.31833811444314,0.268,0.649,1.1851213491143e-17,"4","COTL1.4"
4.69590765141261e-22,7.59027677704384,0.043,0,1.53734624691946e-17,"4","BIRC5"
6.04826265723038e-22,1.84587395652657,0.427,0.161,1.98008022872408e-17,"4","ABI3.2"
2.11111094274296e-21,1.48242939917062,0.628,0.336,6.91135500435191e-17,"4","PSMB10"
2.44924177845397e-21,5.06942492507272,0.061,0.002,8.01832773430261e-17,"4","TYMS.1"
4.76068679109102e-21,1.46186758491386,0.585,0.293,1.55855364166738e-16,"4","LITAF.2"
6.20216918030686e-21,1.9015975767574,0.549,0.267,2.03046614624886e-16,"4","XBP1"
1.79720136713449e-20,5.38159077790153,0.049,0.001,5.88367783572489e-16,"4","SLC1A7"
2.32755881248561e-20,1.44741788491908,0.567,0.276,7.6199620403154e-16,"4","ANXA6.1"
2.52337431234517e-20,1.53271030342135,0.567,0.3,8.26102282375561e-16,"4","DHRS7.1"
3.43958928396197e-20,2.07504348295105,0.293,0.082,1.12605273978347e-15,"4","CMC1.2"
3.76983043220394e-20,3.55343538989347,0.091,0.008,1.23416708689492e-15,"4","F2R.3"
6.29108172029804e-20,5.02327160552414,0.055,0.002,2.05957433359117e-15,"4","NCAM1"
6.56742057552445e-20,4.55627771057509,0.061,0.003,2.15004214801519e-15,"4","TK1.1"
8.21621995125903e-20,3.29541276188181,0.122,0.015,2.68982608764318e-15,"4","ZBTB16.1"
9.31492870606239e-20,1.68889375974102,0.451,0.184,3.04952135979071e-15,"4","ARL4C.2"
1.27874895037269e-19,4.15179981875974,0.073,0.005,4.18636831373011e-15,"4","PDGFD.2"
1.96051317488978e-19,4.83386248159477,0.085,0.007,6.41832803195417e-15,"4","PTGDS"
2.07903008273674e-19,3.30716533465121,0.122,0.016,6.80632868486354e-15,"4","RP11-81H14.2.2"
2.29144051386512e-19,2.69366669615634,0.134,0.019,7.50171795429163e-15,"4","YPEL1.3"
3.93811290294784e-19,4.48237466333569,0.067,0.004,1.28925940216706e-14,"4","MMP23B.2"
5.86475145502359e-19,1.56262717463027,0.591,0.322,1.92000233134562e-14,"4","SEPT7.1"
1.04977588542662e-18,5.91189067432826,0.037,0,3.43675629370968e-14,"4","KIFC1"
1.04977588542662e-18,7.70793370871524,0.037,0,3.43675629370968e-14,"4","YES1"
1.38241371212292e-18,7.71810860569077,0.03,0,4.525746010748e-14,"4","CENPA"
1.45828753294358e-18,2.53341830487741,0.201,0.045,4.77414172535069e-14,"4","LPCAT1.1"
1.58908961567455e-18,5.11970121771974,0.055,0.002,5.20236158379535e-14,"4","ERBB2"
2.6175715552913e-18,-1.92775245340605,0.982,0.989,8.56940575771267e-14,"4","FTH1.4"
2.9768546417454e-18,1.04558146783533,0.768,0.537,9.7456267261461e-14,"4","PSME2"
3.45837609229501e-18,1.35372432815409,0.5,0.224,1.13220316509554e-13,"4","CTSD.3"
3.60310077297476e-18,3.38947191695905,0.091,0.009,1.17958313105648e-13,"4","IL18RAP.3"
4.12948510540909e-18,2.59220897752627,0.213,0.051,1.35191083380883e-13,"4","SH2D2A.3"
4.48488709314428e-18,3.99831244509067,0.067,0.004,1.46826233655358e-13,"4","IRAK2"
5.68580935396303e-18,2.78781075009821,0.171,0.034,1.86142026630042e-13,"4","PLA2G16.3"
2.13891230212687e-17,1.19441654055192,0.628,0.396,7.00237109470296e-13,"4","CCND3.1"
2.30055037275097e-17,5.16460482121067,0.043,0.001,7.53154181031212e-13,"4","LGALS9C"
2.52831097638854e-17,2.26923898748322,0.207,0.05,8.2771844745008e-13,"4","PYHIN1.3"
3.05516961557707e-17,3.89270026500196,0.079,0.007,1.00020142874762e-12,"4","OSBPL5.1"
3.81122232808721e-17,1.95750692235997,0.323,0.113,1.24771796576919e-12,"4","SDF4"
4.2125678971823e-17,-1.08024490304686,0.823,0.914,1.37911047817954e-12,"4","RPL34"
4.42630782382459e-17,5.31635063366586,0.049,0.002,1.44908465536369e-12,"4","PRSS57"
4.7399515060934e-17,1.49526915312005,0.61,0.352,1.55176532406486e-12,"4","BIN2"
1.38341191106574e-16,3.37987668712723,0.098,0.012,4.52901391444702e-12,"4","GFOD1.1"
2.4160204420162e-16,1.59696112573974,0.378,0.15,7.90956772307264e-12,"4","BZW1.1"
2.83819060301155e-16,3.47339773549777,0.073,0.006,9.29166839613922e-12,"4","GFI1"
6.92609872805911e-16,2.94588035906981,0.14,0.026,2.26746620159199e-11,"4","SYNGR1.3"
8.34039914839759e-16,1.48108403807958,0.445,0.207,2.7304798732024e-11,"4","GLIPR2.3"
1.12100558398837e-15,5.17150931003164,0.043,0.002,3.66994808086114e-11,"4","VIT"
1.17918229345643e-15,1.04896514196332,0.75,0.543,3.86040699231768e-11,"4","UCP2"
1.19143360786821e-15,4.05967141545406,0.043,0.002,3.90051534543895e-11,"4","MKI67"
1.24178737967773e-15,3.24561645633534,0.085,0.009,4.06536352358896e-11,"4","RP11-25K19.1.1"
1.2873921864352e-15,3.22532985208859,0.091,0.011,4.21466453995156e-11,"4","TOX.1"
1.89992775280133e-15,1.9233254622351,0.213,0.056,6.21998347712099e-11,"4","TSEN54.3"
2.14008908803053e-15,6.84046090510263,0.03,0,7.00622365639434e-11,"4","COLGALT2"
2.14008908803053e-15,7.3542750556804,0.03,0,7.00622365639434e-11,"4","NME8"
2.16204529783284e-15,6.32602879424883,0.03,0,7.07810389604515e-11,"4","ZMAT4"
2.22925358413947e-15,5.53579653493419,0.03,0,7.29813038375581e-11,"4","CDK1"
2.2521103195239e-15,4.62985874542325,0.03,0,7.37295876405734e-11,"4","HMMR"
3.59476022434461e-15,8.4267334877986,0.024,0,1.17685260224594e-10,"4","MIR181A2HG"
3.59476022434461e-15,7.76643343198376,0.024,0,1.17685260224594e-10,"4","CCNB2"
3.61169090596537e-15,3.28889712831591,0.085,0.01,1.18239536879494e-10,"4","GPR114.2"
3.96247331936859e-15,2.01366722754238,0.232,0.068,1.29723451529489e-10,"4","TXK.3"
4.48087769409464e-15,-2.8784387441549,0.195,0.474,1.4669497394927e-10,"4","HLA-DRB1.3"
4.77680859198149e-15,1.4792708810998,0.494,0.263,1.5638315968429e-10,"4","CALR"
5.04117177964417e-15,2.1745581289654,0.207,0.056,1.65037881721991e-10,"4","MIB2.2"
9.69955786137629e-15,3.07864514872767,0.061,0.005,3.17544125265737e-10,"4","ASF1B"
1.02482976008479e-14,2.42798195686766,0.165,0.037,3.35508766856559e-10,"4","BPGM.1"
1.05589541760625e-14,1.15102179711865,0.677,0.444,3.45679041815934e-10,"4","PSMB8"
1.42499720906984e-14,1.52110091220174,0.567,0.333,4.66515586305283e-10,"4","NDUFB2"
1.49280975464619e-14,4.49643085740172,0.049,0.003,4.88716057476071e-10,"4","SPTSSB"
1.53332312814815e-14,-4.0924933591519,0.11,0.39,5.0197932569314e-10,"4","AIF1.4"
2.68959122762e-14,1.37206945959127,0.457,0.234,8.80518376098234e-10,"4","BSG"
3.74649509375879e-14,-3.17150480348018,0.335,0.571,1.22652756379475e-09,"4","HLA-DRA.3"
4.40432399891986e-14,2.49247284980348,0.165,0.039,1.44188759076638e-09,"4","GNPTAB.1"
5.46859414262078e-14,2.2593410106947,0.183,0.048,1.79030835041119e-09,"4","TMIGD2.3"
6.53711928278232e-14,2.26443181751185,0.232,0.073,2.14012211079728e-09,"4","HSH2D.1"
9.68179523938896e-14,1.10273182664486,0.561,0.341,3.16962612547116e-09,"4","DBI"
9.91291021402505e-14,1.95439055586629,0.232,0.072,3.24528854586752e-09,"4","MAD2L2"
1.24452178321167e-13,1.33211508627345,0.451,0.229,4.07431541387838e-09,"4","C9orf142.1"
1.35742554717801e-13,1.83876996341816,0.238,0.076,4.44393975635136e-09,"4","RAB7L1.2"
1.42982069075735e-13,-3.23178686280491,0.091,0.364,4.68094697740142e-09,"4","HLA-DRB5.4"
1.58181698464189e-13,3.90664873435344,0.049,0.003,5.17855244432062e-09,"4","FEZ1.1"
1.8260144366518e-13,2.81945076659551,0.104,0.017,5.97800606271068e-09,"4","FUT11.1"
2.02831040607848e-13,3.29067830335322,0.073,0.008,6.64028260741974e-09,"4","ZNF600"
2.1866064505972e-13,1.59539322001292,0.396,0.19,7.1585121979651e-09,"4","LAMP1"
2.5437585305455e-13,1.06016770516716,0.744,0.625,8.32775667729985e-09,"4","HNRNPA2B1"
2.57803418195383e-13,2.76615548071117,0.104,0.017,8.43996830488045e-09,"4","CTBP2.2"
4.08992443120477e-13,6.36791467057125,0.03,0.001,1.33895946028782e-08,"4","BAALC"
4.14150856719886e-13,1.42221384926674,0.317,0.128,1.35584707472956e-08,"4","ITGB7.1"
4.27097943129172e-13,5.03618625120409,0.03,0.001,1.39823324621628e-08,"4","CXCR1"
4.43131603228977e-13,2.72021976337478,0.11,0.019,1.45072424265102e-08,"4","EOMES.3"
4.48593961074696e-13,-1.057663798665,0.415,0.696,1.46860690976634e-08,"4","NBEAL1"
4.63188948729622e-13,1.48887654220851,0.39,0.186,1.51638798035104e-08,"4","HSPA5.2"
5.10002876499234e-13,3.89205325797964,0.043,0.002,1.66964741708319e-08,"4","RAD51"
5.2135324214988e-13,3.44534509900294,0.073,0.009,1.70680624415028e-08,"4","RP11-104L21.3.1"
5.76571483877201e-13,-2.58732026543248,0.079,0.358,1.88757972391718e-08,"4","PLP2"
6.13418307711622e-13,1.86021082446848,0.226,0.073,2.00820885578631e-08,"4","STOM.3"
6.23701100895225e-13,1.84449611464688,0.232,0.075,2.04187266411079e-08,"4","RUNX3.1"
7.24248998980108e-13,1.03895234049216,0.671,0.506,2.37104637286108e-08,"4","PPP1CA"
9.26181053174583e-13,3.52822159516763,0.037,0.002,3.03213153188295e-08,"4","CLSPN"
1.26826829699054e-12,1.90272122936135,0.22,0.071,4.15205675068762e-08,"4","PTPN4.2"
1.43698983427948e-12,3.52827734841618,0.067,0.007,4.70441731946416e-08,"4","PDE6G.1"
1.44287462902827e-12,2.95535087400315,0.104,0.018,4.72368296051275e-08,"4","TSPAN2.1"
1.71176666348708e-12,2.57444152763282,0.091,0.014,5.60398170292401e-08,"4","RP11-222K16.2.3"
2.01706818806841e-12,1.14010894051561,0.628,0.422,6.60347783409835e-08,"4","IL2RG.1"
2.12693139276762e-12,1.44773776972547,0.244,0.082,6.96314799364264e-08,"4","LAT2.3"
2.13101344822977e-12,1.89203637661166,0.207,0.063,6.97651182681462e-08,"4","CXXC5.2"
2.15924868981079e-12,3.2206156693671,0.091,0.015,7.06894836070257e-08,"4","ST3GAL4.1"
2.37493351791465e-12,-2.63971871296497,0.171,0.437,7.775057350949e-08,"4","GPX1.4"
3.00204385891907e-12,3.89086601643231,0.061,0.006,9.82809118532926e-08,"4","RP11-485G4.2"
3.15651128544787e-12,2.0471747361071,0.244,0.086,1.03337866462992e-07,"4","CYB5B.1"
3.17466050598919e-12,1.78612085105179,0.232,0.078,1.03932035645074e-07,"4","ACAA2.1"
3.1923914210716e-12,1.90080860187497,0.341,0.152,1.04512510343042e-07,"4","SLC9A3R1.2"
4.27146544190801e-12,7.1500825530196,0.024,0,1.39839235637184e-07,"4","CCNJL"
4.31356307223545e-12,6.34329888610504,0.024,0,1.41217427858844e-07,"4","RNF165"
4.32048310371853e-12,1.90672755354307,0.152,0.038,1.41443975849537e-07,"4","HENMT1.1"
4.39898215836488e-12,7.00720507614513,0.024,0,1.4401387790055e-07,"4","MCM10"
4.44231134098786e-12,4.20178607142372,0.024,0,1.45432388681261e-07,"4","ASPM"
4.44231134098786e-12,4.76543230645351,0.024,0,1.45432388681261e-07,"4","CKAP2L"
4.44231134098786e-12,4.4957931782662,0.024,0,1.45432388681261e-07,"4","DEPDC1B"
7.58329195363073e-12,3.91233265684602,0.049,0.004,2.48261811977963e-07,"4","LAIR2.1"
7.64442741476618e-12,2.87646860081453,0.098,0.017,2.50263264704615e-07,"4","SOCS2.1"
7.74489947775287e-12,3.24363958207659,0.079,0.011,2.53552519102673e-07,"4","PTPN12.2"
8.06085731481749e-12,2.42007892000007,0.098,0.017,2.63896346772495e-07,"4","RALGDS.1"
9.15452414065881e-12,1.18245089537208,0.488,0.287,2.99700811316888e-07,"4","SELT"
9.5806066247648e-12,7.11768673609206,0.018,0,3.1364989968155e-07,"4","NEK2"
9.5806066247648e-12,7.97962944088787,0.018,0,3.1364989968155e-07,"4","BOK"
9.5806066247648e-12,6.64190365286138,0.018,0,3.1364989968155e-07,"4","PBK"
9.5806066247648e-12,7.9189761731397,0.018,0,3.1364989968155e-07,"4","BNC2"
9.5806066247648e-12,7.1135154838372,0.018,0,3.1364989968155e-07,"4","CEP55"
9.5806066247648e-12,8.06565672585036,0.018,0,3.1364989968155e-07,"4","KRT86"
9.5806066247648e-12,6.96643567965033,0.018,0,3.1364989968155e-07,"4","SKA3"
1.10124344788845e-11,1.24878011373282,0.524,0.331,3.6052507996972e-07,"4","CD164"
1.11441248292076e-11,3.78187558568828,0.061,0.007,3.64836358658599e-07,"4","TGFBR1.1"
1.16524574127081e-11,1.37584554773346,0.372,0.178,3.81478150777237e-07,"4","ARL6IP1.1"
1.39173064526369e-11,1.78820171143636,0.28,0.114,4.55624778646426e-07,"4","GNG2"
1.4333495216271e-11,4.22503179473021,0.067,0.008,4.69249966390279e-07,"4","PRR5L.1"
1.53644809242072e-11,4.30886182125361,0.037,0.002,5.03002376496694e-07,"4","RP11-326C3.15"
1.55234077510133e-11,1.58752809641282,0.28,0.115,5.08205322952672e-07,"4","PRKCH.3"
1.70442197090665e-11,1.10265713959916,0.494,0.297,5.57993664835419e-07,"4","ENSA"
1.71433276292637e-11,2.87257737657681,0.037,0.002,5.61238259926834e-07,"4","AURKB"
1.89450846617998e-11,-2.10882576316319,0.159,0.418,6.20224181658002e-07,"4","IL7R.3"
1.92739595072359e-11,1.86240241391941,0.244,0.091,6.30990886347888e-07,"4","MBP.1"
2.2418763503082e-11,5.79860561687357,0.03,0.001,7.33945479563898e-07,"4","CDT1"
2.29288864456835e-11,4.683636056153,0.03,0.001,7.50645884458786e-07,"4","TOP2A"
2.32752633368271e-11,3.29896565163956,0.03,0.001,7.61985571121047e-07,"4","UBE2C"
2.43402683259907e-11,2.85483908116293,0.085,0.014,7.96851704456283e-07,"4","TGFBR3.1"
2.76729380376634e-11,1.12290641429571,0.47,0.275,9.05956645477024e-07,"4","YWHAQ.1"
3.00368564736978e-11,1.46311348852266,0.396,0.206,9.83346607235919e-07,"4","PRMT2.1"
3.01606735275478e-11,1.46429590798234,0.299,0.128,9.87400129944861e-07,"4","FDPS"
3.13790390235245e-11,-3.9585987995093,0.427,0.616,1.02728697955214e-06,"4","LYZ.4"
3.21918737539855e-11,1.96589268882533,0.183,0.056,1.05389756295798e-06,"4","ARHGEF3.1"
4.49893974626082e-11,1.78436654319042,0.195,0.062,1.47286289413087e-06,"4","TIGIT.3"
4.53930983608063e-11,3.09137301415291,0.232,0.084,1.48607925413608e-06,"4","PTPN7.1"
4.5395436999531e-11,1.78618390470018,0.329,0.151,1.48615581649065e-06,"4","MRPS6"
6.88760403918252e-11,1.66589026479331,0.287,0.119,2.25486381034757e-06,"4","CISD3.1"
7.29849358024111e-11,-5.38091507353641,0.14,0.37,2.38938082829934e-06,"4","S100A9.4"
8.73893743378273e-11,3.01611402091011,0.067,0.009,2.86095333707179e-06,"4","NCALD"
1.01908288982777e-10,3.28956607323713,0.061,0.007,3.33627356471815e-06,"4","ABCB1"
1.02179981222646e-10,-3.65505742982469,0.079,0.308,3.345168225267e-06,"4","FCN1.4"
1.08800047581985e-10,1.65698869910696,0.238,0.089,3.56189595773902e-06,"4","DNAJB11"
1.19247667140096e-10,1.60809303224257,0.262,0.105,3.90393012683247e-06,"4","FLOT1.1"
1.20787824012737e-10,1.19979750007494,0.427,0.239,3.95435178252898e-06,"4","SUN2.1"
1.40551695607187e-10,2.16902653201516,0.116,0.026,4.6013814107881e-06,"4","CAPN12.1"
1.52002843222976e-10,1.28907326065076,0.366,0.187,4.9762690814338e-06,"4","JAK1.1"
1.63622958000519e-10,4.4190122421253,0.037,0.002,5.35668839902099e-06,"4","DTHD1"
1.72491544009924e-10,4.56564809010398,0.037,0.002,5.64702816779689e-06,"4","CCNA2"
1.88519369847758e-10,1.42824654907825,0.299,0.131,6.17174713007591e-06,"4","SKAP1.2"
1.8892410185507e-10,1.14513298286201,0.305,0.132,6.18499724653129e-06,"4","OPTN.2"
1.89431600673422e-10,2.90413087713229,0.037,0.002,6.20161174284649e-06,"4","MYBL2"
2.05171997125038e-10,2.796856902072,0.049,0.005,6.7169208418795e-06,"4","GINS2"
2.10684999308168e-10,-3.50051984963876,0.152,0.368,6.89740550735082e-06,"4","LST1.4"
2.16511338258951e-10,1.02106003582939,0.427,0.232,7.08814819192153e-06,"4","POLR2G"
2.26061091356989e-10,1.91951500192898,0.238,0.094,7.4007880088451e-06,"4","GCHFR.1"
2.68438757904279e-10,1.62518255817662,0.238,0.091,8.78814805627027e-06,"4","ANXA4.1"
2.74043395766283e-10,3.21256173829685,0.061,0.008,8.97163269059656e-06,"4","HOXB-AS1"
2.85633355567811e-10,-2.75912089575524,0.049,0.276,9.35106479457901e-06,"4","AMICA1.2"
2.91866170171986e-10,-4.42302521945547,0.012,0.22,9.55511467909047e-06,"4","CFP.4"
3.00057325022313e-10,1.84888821067198,0.22,0.082,9.82327670658048e-06,"4","TES"
3.49451817094988e-10,-5.11155105746973,0.018,0.225,1.14403535880557e-05,"4","LGALS2.4"
3.50384832489253e-10,1.83684591540892,0.152,0.043,1.14708986460332e-05,"4","MVD"
3.55179349481817e-10,1.76890036139841,0.201,0.071,1.16278615433357e-05,"4","C1orf122"
3.85019705982986e-10,2.67616530035401,0.104,0.022,1.2604775134471e-05,"4","GTF3C1.2"
4.60333526076084e-10,-2.29448181885543,0.335,0.526,1.50703989766788e-05,"4","HLA-DPB1.3"
4.67117256484988e-10,4.80125640913961,0.03,0.002,1.52924847428055e-05,"4","LGR6"
4.7001019837e-10,-1.96435144292335,0.421,0.599,1.53871938742371e-05,"4","SAT1.4"
4.7646765484584e-10,4.49291269177644,0.03,0.002,1.55985980843431e-05,"4","UCP3"
4.79624858947697e-10,4.4702826979482,0.03,0.002,1.57019586322297e-05,"4","GNAL"
4.82802477713283e-10,4.38712324057077,0.03,0.002,1.58059875153775e-05,"4","B3GAT1"
4.8290623810842e-10,1.33706620109504,0.415,0.236,1.58093844231934e-05,"4","HSP90B1"
4.92321682047072e-10,5.25332682439162,0.024,0.001,1.6117627226857e-05,"4","PHLDA3"
4.96314626175214e-10,5.25385510165443,0.024,0.001,1.62483482317242e-05,"4","HBQ1"
5.22108213634974e-10,-1.9731571650228,0.201,0.429,1.70927786979818e-05,"4","NPC2.3"
5.93787777115869e-10,1.92220901101342,0.329,0.157,1.94394242472193e-05,"4","PSMC4.1"
6.43791655399987e-10,1.50765406701269,0.244,0.097,2.10764512144848e-05,"4","CD2BP2"
6.59305456966114e-10,2.02560219802565,0.134,0.035,2.15843420501566e-05,"4","TFDP2.1"
6.66227702954178e-10,2.06314379837578,0.122,0.03,2.18109625393139e-05,"4","ST6GALNAC6.1"
6.84646920451915e-10,1.74821524488748,0.159,0.047,2.24139708817548e-05,"4","SETD3"
7.56246428632442e-10,1.07835607993233,0.427,0.241,2.47579955805689e-05,"4","TMED9"
7.70195777952909e-10,-4.3733394683241,0.037,0.241,2.52146693786223e-05,"4","CFD.4"
8.08395204441749e-10,3.3840438401444,0.055,0.007,2.6465242203014e-05,"4","CCL4L1.2"
8.4707621503863e-10,1.12041301026013,0.402,0.22,2.77315811279347e-05,"4","TAP1"
9.06622020865971e-10,2.68356983150288,0.061,0.008,2.96809917191102e-05,"4","MCM6"
9.25968517613108e-10,1.4561271176885,0.25,0.103,3.03143573296179e-05,"4","ADA.1"
9.45385155488446e-10,-2.00343097243081,1,0.987,3.09500192203807e-05,"4","FTL.3"
9.56346862962505e-10,1.98741135468673,0.311,0.146,3.13088835996665e-05,"4","DEF6.2"
1.11336915385286e-09,1.07124658539932,0.463,0.291,3.6449479358835e-05,"4","FAM49B"
1.13029667041828e-09,3.71779261220977,0.043,0.004,3.70036523961536e-05,"4","KIAA0101"
1.16884596539637e-09,-1.16064069770946,0.287,0.556,3.82656792151465e-05,"4","C6orf48"
1.34460468321208e-09,1.03837083321116,0.482,0.303,4.40196681189971e-05,"4","ARPC4"
1.38345716239586e-09,2.43347059866489,0.043,0.004,4.52916205825157e-05,"4","CDCA7"
1.52546796130538e-09,1.37573754497506,0.274,0.122,4.99407701172157e-05,"4","RCN2.1"
1.53311177891876e-09,2.40112434222078,0.116,0.029,5.01910134182424e-05,"4","TNFRSF18.1"
1.89611210580956e-09,1.98456676042102,0.146,0.044,6.20749181199935e-05,"4","GSN.4"
2.05599150808621e-09,-5.52629875675049,0.012,0.201,6.73090499917262e-05,"4","LY86.4"
2.07259734401279e-09,-3.69733442505001,0.049,0.251,6.78526918482906e-05,"4","HLA-DQB1.3"
2.15741772070094e-09,3.09111315616386,0.049,0.006,7.06295413403072e-05,"4","AK1"
2.16957935633525e-09,3.3265234632584,0.128,0.035,7.10276889677035e-05,"4","RMDN3.1"
2.45623344222287e-09,1.68461936179191,0.274,0.125,8.04121704314921e-05,"4","FKBP11.2"
2.54637604987229e-09,1.72160261747059,0.354,0.174,8.3363259120719e-05,"4","LYAR.3"
2.9863296495768e-09,-3.22091232269394,0.055,0.256,9.77664600678453e-05,"4","SERPINA1.4"
3.45481634646758e-09,-3.15270226132817,0.073,0.274,0.000113103777550655,"4","HLA-DMA.4"
3.89191083588974e-09,-4.34426926189366,0.037,0.229,0.000127413376945358,"4","HLA-DQA1.3"
3.98961086146799e-09,-2.69519377646161,0.049,0.25,0.000130611880382739,"4","CD27.3"
4.02570296240727e-09,1.67230574251041,0.201,0.075,0.000131793463583289,"4","G6PD.1"
4.57435043610903e-09,2.39401042580224,0.098,0.022,0.000149755084577338,"4","NAALADL1"
4.76783579027752e-09,-3.29712392888056,0.037,0.231,0.000156089408102105,"4","CD68.4"
5.25896395941056e-09,1.63898052151208,0.268,0.119,0.000172167962103183,"4","MANF"
5.26542229765027e-09,2.32463189623992,0.073,0.013,0.000172379395180474,"4","WWOX"
5.57795995199904e-09,1.36361382673231,0.311,0.152,0.000182611252908545,"4","RNF126.1"
6.46103295572253e-09,3.23606275323934,0.049,0.006,0.000211521296904444,"4","RAB27B"
6.82495203539968e-09,-5.21892717247334,0.091,0.287,0.000223435279734915,"4","S100A8.4"
7.17253004053155e-09,3.06568621159258,0.049,0.006,0.000234814288466922,"4","IPO11"
7.26512397975972e-09,-2.00774405814508,0.104,0.318,0.000237845628849374,"4","ANXA5.2"
7.29307760846725e-09,1.14688405234788,0.226,0.09,0.000238760774746001,"4","SH2D1A.3"
7.6433023549203e-09,6.30272826815015,0.018,0,0.000250226432495381,"4","COL13A1"
7.6433023549203e-09,6.12789172698428,0.018,0,0.000250226432495381,"4","NRXN2"
7.78545405480163e-09,5.11856327702119,0.018,0,0.000254880194846096,"4","GRIK4"
7.85749062229272e-09,4.42293875145663,0.018,0,0.000257238527992619,"4","LINC00299"
7.85749062229272e-09,3.3546595107993,0.018,0,0.000257238527992619,"4","TRIP13"
7.85749062229272e-09,4.62568125981816,0.018,0,0.000257238527992619,"4","TROAP"
7.94453962450596e-09,1.18155049619325,0.348,0.188,0.000260088338227076,"4","DSTN.2"
9.1955785433886e-09,1.79150087413744,0.189,0.071,0.000301044850353456,"4","IL12RB1.1"
1.08428188531254e-08,-2.93128223637216,0.049,0.243,0.000354972203613618,"4","FCGRT.4"
1.08432417080356e-08,1.33061692368401,0.311,0.159,0.000354986047037668,"4","SYTL1.1"
1.09249684685252e-08,1.75161215348736,0.226,0.095,0.000357661617722579,"4","ITGAL.2"
1.10688825878247e-08,1.13484566098741,0.47,0.298,0.000362373078160206,"4","OSTF1"
1.10792038636589e-08,2.9973955719756,0.152,0.049,0.000362710976088464,"4","SPPL2A.1"
1.39543054159836e-08,1.86515448110078,0.201,0.078,0.000456836050708471,"4","SF3B4"
1.47141088815931e-08,4.68320992464988,0.024,0.001,0.000481710496565594,"4","CXCR2"
1.52375477814585e-08,2.78298414444792,0.055,0.008,0.000498846839269387,"4","APOBEC3H.1"
1.52994951386669e-08,2.00748803280527,0.14,0.044,0.000500874871849678,"4","DIP2A"
1.55414526540816e-08,2.82757910068773,0.024,0.001,0.000508796076989322,"4","PLK1"
1.84225568154543e-08,2.62660187684847,0.043,0.005,0.000603117665024344,"4","ZWINT"
1.85537081699531e-08,-6.71635271468953,0.006,0.174,0.000607411298067923,"4","IFI30.4"
1.93252437805951e-08,1.95736459807582,0.14,0.044,0.000632669830889121,"4","YARS"
1.95689036914998e-08,2.31622042154257,0.104,0.026,0.000640646769052322,"4","SYTL3.1"
