"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.77477558847585e-07,1.76942168868452,0.04,0.01,0.0123578603215522,"0","RP4-539M6.22"
3.88312422402758e-07,-1.58380058825017,0.024,0.066,0.0127125720846215,"0","CD22"
3.8889982767704e-07,1.46909628315016,0.056,0.02,0.012731802558491,"0","GCSAM"
4.33298084375725e-07,-1.51496652671844,0.035,0.083,0.0141853126862925,"0","MIS18BP1"
4.41741973330163e-07,-1.19757507679855,0.024,0.067,0.0144617487228829,"0","PER1"
4.47197499569084e-07,-3.05256284859879,0.004,0.031,0.0146403517408927,"0","BCL11A"
4.54757672427713e-07,-1.76379278589639,0.019,0.057,0.0148878566799385,"0","RENBP"
4.58145368354808e-07,-6.91404237157546,0,0.021,0.0149987630691997,"0","TNNT1"
4.89708061381751e-07,2.35062140769459,0.027,0.004,0.0160320625135157,"0","LRRN3"
4.9227336159285e-07,-2.5951340792286,0.004,0.031,0.0161160453118267,"0","PTGIR"
4.97906358770192e-07,-1.99404405102952,0.013,0.048,0.0163004583734185,"0","FOSL2"
5.16737126109861e-07,2.22836041500855,0.041,0.011,0.0169169400345846,"0","RP5-1073O3.7"
5.30386036311137e-07,-1.21001645844786,0.041,0.091,0.017363778056754,"0","TAX1BP3"
5.33027015667989e-07,-2.82485260824347,0.003,0.029,0.0174502384389386,"0","LILRA6"
5.33836904587833e-07,5.11480103305825,0.019,0.001,0.0174767525823965,"0","GPR146"
5.36176514609672e-07,-4.37290495511812,0.001,0.023,0.0175533467352914,"0","C1QA"
5.38088431119713e-07,-2.04452769861715,0.01,0.042,0.0176159390579971,"0","COPRS"
5.43748298714196e-07,-1.65439967322121,0.035,0.081,0.0178012318033054,"0","MFSD1"
5.45529397702894e-07,-4.74413255866376,0.002,0.025,0.0178595414219973,"0","CHN2"
5.50562371277748e-07,4.25807785854738,0.019,0.001,0.0180243109108909,"0","ANKRD55"
5.6571868191622e-07,-3.66647776437431,0.003,0.027,0.0185204982085732,"0","HDAC9"
5.71715226646527e-07,-3.47730769784656,0.002,0.025,0.018716813089954,"0","ZG16B"
5.72771621339097e-07,2.81059227853903,0.025,0.003,0.0187513973393994,"0","C10orf35"
5.77098921866471e-07,-2.18521030519011,0.008,0.039,0.0188930645040645,"0","ADAP1"
6.05281255141951e-07,4.50407084266819,0.022,0.002,0.0198156977308372,"0","NOG"
6.66143226798873e-07,1.59022998692131,0.048,0.015,0.0218081969589415,"0","EPS8L2"
6.95163616978311e-07,-7.46294194557918,0,0.021,0.0227582664926359,"0","RP11-428G5.5"
7.15414824693418e-07,-1.34745964722411,0.016,0.052,0.0234212505308131,"0","WDR41"
7.4057005179407e-07,-3.92709978628899,0.011,0.043,0.0242447823556343,"0","CD9"
7.55379140966545e-07,-1.05403033983186,0.056,0.11,0.0247296023169628,"0","RALB"
7.63783229180148e-07,1.4592255743503,0.048,0.015,0.0250047353568997,"0","GAMT"
7.7144084600646e-07,-1.86366668094981,0.01,0.042,0.0252554304165595,"0","NLRP3"
7.8932238648943e-07,-5.49153861353332,0.001,0.022,0.0258408362888909,"0","TNFRSF13C"
7.90243803769333e-07,2.18366046013537,0.032,0.007,0.0258710016478004,"0","RNF157"
7.91328869053678e-07,-2.44147382980972,0.003,0.028,0.0259065245150793,"0","HCAR3"
8.07970334310606e-07,-6.99815042609118,0.003,0.026,0.0264513328046606,"0","PF4"
8.23399760097421e-07,-4.54093780257013,0.002,0.024,0.0269564613460694,"0","CLIC4"
8.30120113768757e-07,1.29168989646444,0.052,0.018,0.0271764722845616,"0","RASGRP1"
8.34972464244939e-07,-3.19881831542178,0.003,0.026,0.0273353285344508,"0","CXorf21"
8.48554545786149e-07,1.74010521455516,0.04,0.011,0.0277799787199469,"0","FBXL8"
8.66010365316216e-07,-3.2194055620883,0.002,0.024,0.0283514473397223,"0","SRGAP2"
9.10156717706677e-07,-1.57648327706877,0.011,0.043,0.0297967106242812,"0","KCTD12"
9.23812452963895e-07,-2.10528456803391,0.014,0.048,0.030243772085132,"0","RALGPS2"
9.51348754121973e-07,-1.90570339559128,0.013,0.046,0.0311452555124451,"0","CIITA"
1.00545288308374e-06,1.03894845513786,0.077,0.034,0.0329165164863954,"0","ZNF775"
1.00573525591537e-06,2.12869445144833,0.03,0.006,0.0329257608081575,"0","ZNF563"
1.02215320254879e-06,-2.993790496193,0.006,0.033,0.0334632515450423,"0","JUP"
1.02719334294056e-06,1.19640773783157,0.079,0.036,0.0336282556611882,"0","TRIM39"
1.03869123204095e-06,5.82727463402002,0.018,0.001,0.0340046735545567,"0","FAM153B"
1.04564363066728e-06,2.95549875954351,0.024,0.003,0.0342322811807855,"0","IL11RA"
1.05016202842957e-06,1.51121314379752,0.062,0.024,0.0343802044867272,"0","UBIAD1"
1.05064353531529e-06,-1.36744876522665,0.033,0.077,0.0343959680591519,"0","EPN1"
1.06574219045991e-06,-2.73991016478932,0.004,0.03,0.0348902678312765,"0","MYCL"
1.07232769951013e-06,-1.89574524826493,0.016,0.051,0.0351058642265626,"0","CD244"
1.08151879283632e-06,-1.13515569857625,0.072,0.132,0.0354067622398754,"0","NCKAP1L"
1.09053515007901e-06,1.96489739685487,0.035,0.009,0.0357019397432865,"0","LTA"
1.10888238569337e-06,2.3381639223461,0.024,0.003,0.0363025915428294,"0","RP11-799D4.4"
1.20247195069678e-06,-1.26670715111191,0.051,0.103,0.0393665267219113,"0","NUMB"
1.20362013470564e-06,-3.7988409274558,0.003,0.026,0.0394041159699932,"0","LCN8"
1.21539553600557e-06,-2.28277346908254,0.008,0.038,0.0397896190577504,"0","SIN3B"
1.25031663540555e-06,-4.1662216786624,0.002,0.024,0.040932866009907,"0","TNFRSF13B"
1.27004751146145e-06,-1.65227221207172,0.021,0.059,0.041578815430225,"0","SGK1"
1.27528648302356e-06,-3.37588053987463,0.007,0.034,0.0417503288812253,"0","PLAGL2"
1.3094902361684e-06,-2.12951614339013,0.007,0.034,0.0428700913516809,"0","RP11-81H14.2"
1.31171775139863e-06,1.04601266738558,0.104,0.054,0.0429430157452883,"0","LYRM5"
1.34247925432723e-06,-1.55155368350385,0.011,0.042,0.0439500858281647,"0","PLCG2"
1.3999813947038e-06,-1.14039947384596,0.082,0.142,0.045832590899813,"0","SNAPIN"
1.40839481828151e-06,1.95009608825862,0.036,0.009,0.0461080295609002,"0","MAST4"
1.44326737032184e-06,-1.47516055953843,0.017,0.052,0.0472496871695962,"0","SH2B3"
1.51582871967827e-06,-1.57676652922856,0.053,0.101,0.0496252006248272,"0","PPAPDC1B"
0,6.5913790662399,0.965,0.122,0,"1","S100A8.1"
0,5.56275752182533,0.894,0.061,0,"1","LGALS2.1"
0,4.13295932206228,0.949,0.148,0,"1","FCN1.1"
0,6.14080836263356,0.994,0.215,0,"1","S100A9.1"
1.77803297392745e-292,5.8300846150379,0.658,0.029,5.8209243500437e-288,"1","CD14.1"
6.68409055423835e-292,3.29589166823211,0.994,0.264,2.18823756564655e-287,"1","TYROBP.1"
3.25831403141323e-277,5.28789144283592,0.678,0.043,1.06670684760406e-272,"1","MS4A6A.1"
1.27060039797208e-274,3.20201671259707,0.992,0.266,4.15969158288099e-270,"1","CST3.1"
1.8671047576032e-270,4.66166251632508,0.998,0.517,6.11252755544135e-266,"1","LYZ.1"
1.52576739267135e-239,3.10402564871533,0.91,0.223,4.99505729012748e-235,"1","TYMP.1"
8.85325373775619e-238,3.18514756329679,0.782,0.105,2.89837820866662e-233,"1","CFD.1"
1.24701925912984e-237,2.35984633945547,0.959,0.221,4.08249165053928e-233,"1","LST1.1"
4.33560115213853e-237,2.59530269196156,0.959,0.243,1.41938910518711e-232,"1","AIF1.1"
1.64877577153083e-233,2.79290611212004,0.978,0.364,5.39776212083763e-229,"1","LGALS1.1"
1.51115133365068e-221,2.67027802973104,1,0.985,4.94720723610559e-217,"1","FTL.1"
2.05002049701434e-216,2.89930388330206,0.935,0.353,6.71135710312555e-212,"1","GSTP1.1"
8.47658074381644e-216,2.59161951725551,0.914,0.311,2.77506300391062e-211,"1","GPX1.1"
1.57899075368024e-214,3.61608765409094,0.745,0.128,5.16929992939836e-210,"1","GRN.1"
1.79678654004958e-206,2.2683359466259,1,0.986,5.88231977481431e-202,"1","FTH1.1"
9.26328012717431e-205,2.10136860426661,0.99,0.735,3.03261264803432e-200,"1","S100A6.1"
5.61000442412748e-203,-1.6339126992145,1,1,1.83660324837085e-198,"1","MALAT1"
2.25064325194154e-199,2.08461256290995,0.937,0.228,7.36815587820622e-195,"1","FCER1G.1"
3.1057964957034e-191,2.40636667321318,0.941,0.423,1.01677565676338e-186,"1","CTSS.1"
1.73110607566464e-183,2.95723889747079,0.701,0.112,5.66729507051091e-179,"1","CD68.1"
1.65976657517229e-182,1.70414631533801,1,0.771,5.43374381379904e-178,"1","S100A4.1"
4.37854447291545e-175,3.19092832321043,0.68,0.121,1.43344788954306e-170,"1","CEBPD.1"
2.7488221864593e-174,2.526579153462,0.872,0.314,8.99909407403047e-170,"1","NPC2.1"
2.33867920699454e-173,1.48399875973376,0.994,0.888,7.65636798785873e-169,"1","OAZ1.1"
3.37606316486548e-172,3.96233452715119,0.542,0.057,1.10525555891366e-167,"1","CDA.1"
6.55197321350781e-172,3.10979836313934,0.705,0.143,2.14498499063819e-167,"1","LGALS3.1"
6.77896009910218e-170,2.07360545419085,0.947,0.433,2.21929595724407e-165,"1","S100A11.1"
1.04867542887838e-167,-1.68171614744916,0.896,0.989,3.43315361906205e-163,"1","RPS27A"
3.25221210764433e-167,2.9332388556261,0.749,0.196,1.0647091998006e-162,"1","AP1S2.1"
3.53001013515039e-167,2.08635706703755,0.963,0.504,1.15565471804553e-162,"1","SAT1.1"
9.83357781329098e-167,2.15046179905647,0.912,0.415,3.2193167045152e-162,"1","PSAP.1"
9.99669662923427e-163,3.08019350979148,0.642,0.111,3.27271854247872e-158,"1","CFP.1"
3.50969035566361e-162,2.54076691416619,0.713,0.14,1.14900242863715e-157,"1","SERPINA1.1"
7.2291315021133e-157,4.38808190687975,0.456,0.039,2.36667307116185e-152,"1","CSF3R.1"
1.01524352576074e-156,1.78628267290091,0.965,0.55,3.32370425463553e-152,"1","COTL1.1"
9.74725965666883e-155,3.53894662992822,0.57,0.085,3.19105786640024e-150,"1","NCF2.1"
1.23226503769701e-152,3.76398367470059,0.513,0.063,4.03418928041248e-148,"1","NUP214.1"
4.03972077657641e-152,3.60794083636256,0.54,0.077,1.32252378783559e-147,"1","BLVRB.1"
4.37979605301596e-152,5.76861956937059,0.365,0.015,1.43385763183637e-147,"1","ASGR1.1"
4.72424453873666e-152,-1.22030243976582,0.984,0.995,1.54662317709161e-147,"1","RPS27"
1.00871057451851e-147,-1.15601241268261,0.978,0.992,3.30231667885871e-143,"1","RPL23A"
1.5848349446571e-146,1.37419970644836,0.988,0.811,5.1884326418184e-142,"1","CYBA.1"
1.61164270894599e-146,3.83715956112655,0.434,0.038,5.27619590054739e-142,"1","ALDH2.1"
3.98992450760683e-146,-1.57650688542984,0.837,0.979,1.30622148530032e-141,"1","RPSA"
1.49852106143888e-143,2.10106507612008,0.862,0.404,4.9058582509386e-139,"1","GABARAP.1"
1.68208741244271e-143,3.07477626237124,0.642,0.139,5.50681777085494e-139,"1","FCGRT.1"
5.71523263271932e-143,2.84155097924432,0.546,0.078,1.87105285929965e-138,"1","IFI30.1"
2.87155724874202e-141,7.33793375924186,0.299,0.005,9.40090412093164e-137,"1","FOLR3.1"
1.19799827542466e-139,-1.34460072423602,0.921,0.988,3.92200675408526e-135,"1","RPL9"
8.57928392258236e-139,-4.19522222708167,0.11,0.758,2.80868597057501e-134,"1","PTPRCAP"
2.04127941854679e-138,2.09686295127223,0.8,0.274,6.68274056043849e-134,"1","PYCARD.1"
2.58830039669485e-138,-1.18236656357556,0.988,0.991,8.47357783869961e-134,"1","RPL21"
2.02614897862425e-136,4.01228602873508,0.415,0.038,6.63320652622005e-132,"1","FPR1.1"
9.29503342170713e-135,-3.81480546085896,0.246,0.802,3.04300804159848e-130,"1","LTB.1"
8.23557678542364e-133,2.85152528113469,0.593,0.116,2.69616312801199e-128,"1","BRI3.1"
1.19387257847949e-132,2.27141310961017,0.768,0.257,3.90850004742615e-128,"1","TKT.1"
1.26682276823994e-132,2.51714875356362,0.619,0.121,4.14732437866391e-128,"1","SPI1.1"
5.03670532027555e-132,-1.35373675544482,0.937,0.989,1.64891658775181e-127,"1","RPS3A"
1.40724436563571e-129,5.0595341683964,0.316,0.013,4.60703660421817e-125,"1","RBP7.1"
2.5869311398142e-128,2.14520866527005,0.839,0.393,8.46909516552371e-124,"1","TSPO.1"
1.12013530848011e-127,2.08124194699429,0.837,0.347,3.66709897290219e-123,"1","RAC1.1"
1.33623991398794e-125,3.37863465973677,0.462,0.062,4.3745822304137e-121,"1","SLC7A7.1"
1.83839993874012e-121,6.71461611366358,0.273,0.007,6.01855371944742e-117,"1","S100A12.1"
1.19854947090751e-117,3.76558503125913,0.395,0.043,3.923811257857e-113,"1","IGSF6.1"
9.48776190984802e-117,2.20766362861383,0.609,0.136,3.10610349404604e-112,"1","IFITM3.1"
1.56818622768355e-115,4.65191346726869,0.316,0.02,5.1339280721904e-111,"1","BST1.1"
9.8165918366572e-115,3.32719821310737,0.491,0.087,3.21375583548483e-110,"1","TNFSF13B.1"
1.89921685299499e-113,3.40251466337026,0.426,0.059,6.217656133335e-109,"1","MNDA.1"
5.21022865158208e-113,3.86664990836533,0.365,0.036,1.70572465595494e-108,"1","VCAN.1"
2.16293392440477e-111,2.95204259822154,0.513,0.103,7.08101308171635e-107,"1","RNF130.1"
6.27901391840888e-110,-1.11792991961897,0.902,0.986,2.0556235766087e-105,"1","RPL31"
2.92293364622086e-108,1.30649008543072,0.955,0.817,9.56910017099784e-104,"1","GAPDH"
6.39141916890519e-108,-1.07818239828947,0.957,0.984,2.09242280751618e-103,"1","RPS25"
2.3937662749729e-107,4.37434129769953,0.336,0.032,7.83671203100628e-103,"1","PLBD1.1"
3.22963261223226e-107,1.88357179727013,0.731,0.284,1.0573171245926e-102,"1","TALDO1.1"
1.65755727077095e-106,3.25411984681407,0.413,0.059,5.42651099304994e-102,"1","APOBEC3A.1"
1.95697917597112e-104,-4.35744044980388,0.108,0.653,6.40675842629425e-100,"1","IL32.1"
4.41665578337142e-102,1.90885953315916,0.768,0.319,1.44592477036013e-97,"1","IFI6"
1.29485095170095e-101,2.79527472796533,0.527,0.125,4.23908304567858e-97,"1","CTSB.1"
5.58498277802928e-100,1.47419326590944,0.912,0.576,1.82841166187122e-95,"1","NEAT1"
3.94866877280177e-98,2.62974739372405,0.493,0.106,1.29271518283984e-93,"1","CTSH.1"
4.19060955071922e-97,3.44822128330478,0.379,0.056,1.37192175471446e-92,"1","CPVL.1"
4.1940905851932e-96,6.14870215344024,0.218,0.005,1.37306137578055e-91,"1","FCGR1A.1"
9.78210684880176e-95,-4.07450705722796,0.096,0.615,3.20246614016072e-90,"1","CD3D.1"
2.3654295287395e-93,3.50330960371389,0.356,0.048,7.74394319118736e-89,"1","SMCO4.1"
1.07471394044119e-92,3.27208986832438,0.383,0.061,3.51839849821637e-88,"1","ODF3B.1"
1.05177499757124e-90,-1.02512669640336,0.912,0.975,3.44330098704873e-86,"1","RPS13"
1.37344447601276e-90,1.96322733234405,0.688,0.277,4.49638252557058e-86,"1","AP2S1.1"
1.01704658621569e-89,2.81660020620744,0.381,0.06,3.32960711395292e-85,"1","LILRA5.1"
3.82665907087313e-89,4.0853025360963,0.281,0.026,1.25277164662244e-84,"1","CD33.1"
3.73752244288156e-88,-1.19186942002325,0.817,0.947,1.22359009735056e-83,"1","RPS29"
4.66675982359844e-87,3.8129002048098,0.261,0.02,1.52780383104966e-82,"1","TMEM176B.1"
7.3077960849387e-87,5.25127595875056,0.22,0.01,2.39242628228723e-82,"1","QPCT.1"
4.361304500843e-86,3.74867351153729,0.305,0.036,1.42780386748598e-81,"1","RAB32.1"
2.05301963547543e-82,3.17400645970217,0.342,0.053,6.72117568261947e-78,"1","TGFBI.1"
4.4114211296026e-82,1.22141004408717,0.919,0.703,1.4442110494093e-77,"1","ARPC1B.1"
6.09078473040895e-81,-1.30247246644513,0.688,0.91,1.99400110504128e-76,"1","MYL12A"
4.72042366904174e-80,4.2457654932048,0.277,0.031,1.54537230077088e-75,"1","IL8.1"
6.04122003727042e-80,4.16644101107175,0.23,0.016,1.97777461580159e-75,"1","CD36.1"
1.78638175097539e-79,-3.65624548142118,0.096,0.567,5.84825657634322e-75,"1","CD3E.1"
2.24178330505547e-79,1.20487920245092,0.874,0.536,7.33915018409058e-75,"1","SRGN.1"
1.57144076644646e-77,-2.61701876172286,0.246,0.677,5.14458278119242e-73,"1","CXCR4"
3.19957014776554e-77,1.58601504382366,0.721,0.308,1.04747527497548e-72,"1","C1orf162.1"
3.47049424815656e-77,2.09098931754824,0.593,0.206,1.1361704069615e-72,"1","RGS2.1"
3.71772079004232e-77,1.58921992071927,0.749,0.364,1.21710743224405e-72,"1","ANXA2.1"
3.02684309733734e-76,2.08580797028426,0.53,0.163,9.90927893206298e-72,"1","CAPG.1"
3.40356362266302e-76,2.62786985654425,0.413,0.093,1.11425865878742e-71,"1","AGTRAP.1"
8.25892533345158e-76,4.17693715968059,0.236,0.02,2.70380697566538e-71,"1","VSTM1.1"
7.59449919176571e-75,2.81450398896642,0.383,0.077,2.48628714540026e-70,"1","STX11.1"
9.19384569434595e-75,2.95988589977076,0.356,0.067,3.00988120341498e-70,"1","PLAUR.1"
4.73676860743786e-74,2.13856605101108,0.477,0.125,1.55072330670301e-69,"1","LY86.1"
6.32399524241769e-74,8.17166997592908,0.149,0,2.0703495624627e-69,"1","CLEC4E.1"
1.61129553181678e-73,1.55139302039606,0.654,0.249,5.27505931206179e-69,"1","CEBPB.1"
1.28090981544154e-71,2.08259210683173,0.644,0.269,4.1934425537925e-67,"1","ATP6V0B.1"
3.8834843077935e-71,2.6541793473163,0.338,0.062,1.27137509268544e-66,"1","CTSZ.1"
5.72376915378196e-71,1.12667651810977,0.908,0.77,1.87384754556514e-66,"1","VIM"
2.16393204029148e-70,3.09204412483624,0.318,0.055,7.08428071350625e-66,"1","C19orf38.1"
9.43214838282975e-70,-1.54715379787312,0.466,0.788,3.0878967375708e-65,"1","RPSAP58"
9.91334956864992e-70,2.8243637592256,0.328,0.059,3.24543238178461e-65,"1","MSRB1.1"
1.26698902448288e-69,2.86446097094674,0.346,0.068,4.14786866835205e-65,"1","KLF4.1"
7.88888471086745e-69,-1.85182180832653,0.42,0.726,2.58266307664379e-64,"1","LDHB.1"
2.62190758246228e-68,2.81372818896073,0.379,0.086,8.583601043465e-64,"1","CCL3.1"
3.23964250213135e-68,3.72849417678168,0.267,0.036,1.06059416234776e-63,"1","IL1B.1"
4.81939664671371e-68,-1.34751785163639,0.595,0.858,1.57777407420113e-63,"1","DDX5"
6.60953392850065e-67,4.09247053569674,0.236,0.027,2.16382921751254e-62,"1","TNFAIP2.1"
8.35174467689994e-67,-1.25050450887259,0.627,0.864,2.7341941723235e-62,"1","NPM1"
2.01462412575972e-66,1.8367961068905,0.495,0.15,6.59547646291217e-62,"1","FGR.1"
3.98400871796886e-65,5.54323422161336,0.149,0.004,1.30428477408865e-60,"1","NRG1.1"
4.95910963356828e-65,-2.33623356947419,0.202,0.603,1.62351331183758e-60,"1","EVL"
9.8122639732763e-65,2.63284295108929,0.444,0.126,3.2123389795712e-60,"1","BLVRA.1"
3.82519916505175e-64,1.27855177119416,0.837,0.596,1.25229370265464e-59,"1","S100A10"
2.14945741148223e-61,2.82875261156169,0.314,0.062,7.03689367371054e-57,"1","MPEG1.1"
1.17943492309094e-60,2.97374861033808,0.344,0.077,3.86123405121511e-56,"1","FGL2.1"
1.66177814992204e-60,2.48609731087361,0.338,0.075,5.44032930721479e-56,"1","EIF4EBP1.1"
1.98103855096466e-60,2.91090912330824,0.277,0.048,6.48552400814809e-56,"1","SLC11A1.1"
8.44072825088888e-60,-2.46667104695309,0.161,0.561,2.763325614776e-55,"1","AES.1"
1.08274184463412e-59,4.59752099605975,0.165,0.01,3.54468025096319e-55,"1","MARCO.1"
1.52999151250933e-59,1.33583089769259,0.627,0.258,5.00888621365304e-55,"1","TIMP1.1"
1.95498294560489e-59,2.00577872515591,0.385,0.096,6.4002231673213e-55,"1","HCK.1"
2.42780790474959e-59,-2.58220537194614,0.147,0.547,7.94815751856921e-55,"1","IFITM1"
3.36961323565256e-59,2.62299788133392,0.326,0.072,1.10314398108794e-54,"1","PGD.1"
3.64340436542815e-59,1.94360184237402,0.507,0.182,1.19277772115387e-54,"1","CTSD.1"
1.56767815703628e-58,4.38392767941215,0.179,0.014,5.13226475050537e-54,"1","CSTA.1"
2.11130322021737e-58,2.15074088228415,0.405,0.111,6.91198448234762e-54,"1","APLP2.1"
2.47748537844821e-58,1.55083847363243,0.711,0.397,8.11079163196374e-54,"1","NFKBIA"
3.314218653233e-58,2.2318083999709,0.548,0.217,1.08500890269542e-53,"1","LINC00936.1"
3.75642188532505e-58,1.46928922461932,0.729,0.407,1.22977739681771e-53,"1","PRELID1.1"
5.32874038753325e-58,2.39149443650282,0.352,0.084,1.74452302807064e-53,"1","SCO2.1"
1.53046697497894e-57,3.40238998786629,0.261,0.044,5.01044278268605e-53,"1","FCGR2A.1"
4.26537992883727e-57,5.67505572531005,0.136,0.005,1.39640008110275e-52,"1","MGST1.1"
1.89478618889895e-56,-3.97146369461209,0.055,0.436,6.20315102521737e-52,"1","CD7"
3.66152539018618e-56,2.09075035406926,0.322,0.069,1.19871018223915e-51,"1","PILRA.1"
5.89376617661112e-56,3.24388243423306,0.281,0.055,1.92950117089895e-51,"1","MAFB.1"
2.04002891508902e-55,-1.66289744927074,0.365,0.699,6.67864666221843e-51,"1","EIF4A2"
1.32524334681102e-54,1.29544166756671,0.717,0.405,4.33858166878993e-50,"1","FKBP1A.1"
1.84104322198001e-54,-2.54451939111484,0.149,0.526,6.02720730011816e-50,"1","ISG20"
4.36622131763751e-54,1.87473396939852,0.544,0.219,1.42941353496817e-49,"1","CNPY3.1"
7.56095574333825e-54,1.72254640751577,0.57,0.249,2.47530569125408e-49,"1","C20orf24.1"
4.01176380503236e-53,3.72673815506316,0.185,0.02,1.31337123449149e-48,"1","MTMR11.1"
6.64507727040633e-53,7.24287443626333,0.112,0.001,2.17546539678562e-48,"1","C19orf59.1"
9.28508825018626e-53,2.29179773220052,0.291,0.059,3.03975219134598e-48,"1","RNASE6.1"
1.28184581637896e-52,-2.53332712307097,0.134,0.502,4.19650683366144e-48,"1","IL2RG"
1.66637892439332e-52,-3.27801851063656,0.059,0.426,5.45539132267885e-48,"1","LCK.1"
3.67017550872276e-52,1.05884054751534,0.831,0.645,1.20154205804566e-47,"1","EIF4A1"
4.87498987426383e-52,3.21426761033372,0.208,0.028,1.59597418503649e-47,"1","ID1.1"
1.55434813958092e-51,1.03110070403408,0.658,0.279,5.08862493936003e-47,"1","HLA-DRB5.1"
1.57516988649064e-50,-3.22664446009151,0.118,0.465,5.15679117439306e-46,"1","IL7R.1"
2.46394096480353e-50,2.26444666295106,0.308,0.072,8.0664499305738e-46,"1","TBXAS1.1"
2.6652042792875e-50,5.33784991403673,0.114,0.003,8.72534576953143e-46,"1","RNASE2.1"
4.36313430162644e-50,3.56876573500654,0.173,0.018,1.42840290766646e-45,"1","HNMT.1"
4.75132292503038e-50,-1.05177875176816,0.743,0.906,1.55548809919645e-45,"1","BTG1"
1.04137648065238e-49,1.29436965851707,0.538,0.201,3.40925832235977e-45,"1","HLA-DMA.1"
1.08993871120337e-49,-1.03404434665009,0.652,0.868,3.5682413527376e-45,"1","GLTSCR2"
1.28804794067418e-49,4.23633589726199,0.163,0.015,4.21681134817912e-45,"1","RETN.1"
1.91710364847181e-49,2.1837239424,0.373,0.113,6.27621392436702e-45,"1","C4orf48.1"
2.72767512466612e-49,-4.42615155171671,0.037,0.379,8.92986282313193e-45,"1","CD2.1"
5.07564587967542e-49,2.9009676087897,0.187,0.024,1.66166494808814e-44,"1","OSCAR.1"
7.73429220565868e-49,3.44749835212161,0.218,0.035,2.53205258228854e-44,"1","G0S2.1"
8.13816891288753e-49,2.9581223463993,0.216,0.034,2.66427373870112e-44,"1","CLEC7A.1"
8.54769800459461e-49,1.49127142751898,0.552,0.239,2.79834537274419e-44,"1","PGLS.1"
1.20345665453175e-48,1.39535148827174,0.69,0.392,3.93987639560606e-44,"1","ISG15"
2.5019647093575e-48,1.66922151179518,0.485,0.188,8.19093206549458e-44,"1","STXBP2.1"
1.42547681634675e-47,1.98254522937402,0.324,0.086,4.666726001356e-43,"1","GCA.1"
1.69661899326718e-47,1.15577351884415,0.764,0.466,5.55439126015809e-43,"1","LAMTOR4"
1.8396097093725e-47,2.87667475613075,0.269,0.06,6.02251426654368e-43,"1","C5AR1.1"
2.40504276318525e-47,1.66387700231943,0.491,0.19,7.87362899811586e-43,"1","ASAH1.1"
3.45934461430926e-47,2.46003138535935,0.285,0.067,1.13252023983256e-42,"1","CYBB.1"
9.44205252115625e-47,2.36438066218526,0.277,0.063,3.09113915437613e-42,"1","CPPED1.1"
1.30915484765254e-46,3.69956037650279,0.179,0.023,4.28591114024489e-42,"1","RAB31.1"
1.36886345210135e-46,-3.1321494452836,0.084,0.42,4.48138516948939e-42,"1","CD69"
1.73769741483113e-46,1.30750182196183,0.713,0.435,5.68887379667417e-42,"1","FOSB"
8.08494171889413e-46,2.24076597896272,0.363,0.11,2.64684821993156e-41,"1","IFNGR2.1"
9.37080448819976e-46,3.00433471749044,0.206,0.033,3.06781397334684e-41,"1","GPBAR1.1"
2.61374277559208e-45,3.32443226934083,0.171,0.021,8.55687109873336e-41,"1","RASSF4.1"
2.85349816541224e-45,3.71975414524519,0.141,0.011,9.34178229392658e-41,"1","CATSPER1.1"
8.57788216260647e-45,3.08884328276778,0.21,0.036,2.80822706239411e-40,"1","PRAM1.1"
1.1220865593905e-44,3.70295064618793,0.147,0.014,3.67348697813261e-40,"1","CLEC12A.1"
1.20552862456237e-44,3.06681603474689,0.198,0.031,3.9466596110923e-40,"1","CD300E.1"
3.98255003583108e-44,2.8241484581093,0.202,0.033,1.30380723073038e-39,"1","CD302.1"
4.17541973539916e-44,3.41136098959278,0.165,0.02,1.36694891297498e-39,"1","FES.1"
5.54975868797071e-44,1.52594549474842,0.501,0.209,1.81687999926785e-39,"1","AMICA1"
1.19901705822678e-43,-1.18353533585272,0.527,0.776,3.92534204522284e-39,"1","TMEM66.1"
1.63998236580533e-43,4.23521600484759,0.124,0.008,5.36897426917351e-39,"1","PID1.1"
2.24726932906091e-43,1.60303467349019,0.599,0.309,7.35711032947959e-39,"1","SERPINB1.1"
2.78179594114931e-43,1.91151956631832,0.373,0.119,9.10704355213461e-39,"1","NCF1.1"
9.41552881109316e-43,1.57255782702523,0.611,0.317,3.08245582217568e-38,"1","ATP6V1F.1"
1.37951287809502e-42,1.91205026137601,0.527,0.244,4.51624926030749e-38,"1","H2AFY.1"
4.86492466782892e-42,1.47248510468119,0.615,0.318,1.59267903775383e-37,"1","GLRX"
1.56622673254118e-41,2.79288238396397,0.136,0.013,5.12751307699331e-37,"1","ZNF467.1"
2.81603008575169e-41,2.38292301559244,0.344,0.111,9.21911929473389e-37,"1","JUND.1"
4.0319829535297e-41,2.08382986964424,0.265,0.064,1.31999057932655e-36,"1","LRRC25.1"
4.50622420990636e-41,2.60910100838189,0.232,0.049,1.47524768183914e-36,"1","CARS2.1"
5.20037885011575e-41,2.75918977125799,0.208,0.039,1.7025000279509e-36,"1","CREG1.1"
5.62852563059646e-41,1.2447584597897,0.601,0.319,1.84266672094467e-36,"1","C10orf54"
