herb,compound_id,target_gene
Renshen,same3,ADRA1A
Renshen,same3,GABRA3
Renshen,same3,PGR
Renshen,same3,CHRM2
Renshen,same3,ADRA1B
Renshen,same3,SLC6A3
Renshen,same3,NR3C2
Renshen,same3,ADRB2
Renshen,same3,AKR1B1
Renshen,same3,GABRA1
Renshen,same3,PLAU
Renshen,same3,LTA4H
Renshen,same3,AOC2
Renshen,same3,CHRNA7
Renshen,same3,PRKACA
Renshen,same3,IGHG1
Renshen,same3,CTRB1
Renshen,same3,PNRC2
Renshen,same3,NCOA7
Renshen,same4,PNRC2
Renshen,same4,MAP4
Renshen,same4,BAX
Renshen,same4,CASP3
Renshen,same4,CASP8
Renshen,same4,CASP9
Renshen,same4,C3
Renshen,same4,TGFB1
Renshen,RS4,HSP90AA2P
Renshen,RS4,PIK3CG
Renshen,RS4,CHRNA7
Renshen,RS4,PRKACA
Renshen,RS4,IGHG1
Renshen,RS4,PRSS1
Renshen,RS4,NCOA7
Renshen,RS4,CALML5
Renshen,same5,NOS3
Renshen,same5,F7
Renshen,same5,GABRA2
Renshen,same5,ACHE
Renshen,same5,SLC6A2
Renshen,same5,PGR
Renshen,same5,CHRM2
Renshen,same5,ADRA1B
Renshen,same5,AKR1C3
Renshen,same5,TNF
Renshen,same5,TOP2A
Renshen,same5,GABRA1
Renshen,same5,CTSC
Renshen,same5,MMP1
Renshen,same5,JUN
Renshen,same5,SELE
Renshen,same5,CDK1
Renshen,same5,VCAM1
Renshen,same5,HSP90AA2P
Renshen,same5,PIK3CG
Renshen,same5,XDH
Renshen,same5,CYP3A4
Renshen,same5,PRKACA
Renshen,same5,MAP3K7
Renshen,same5,HMOX1
Renshen,same5,PRSS1
Renshen,same5,GSTM2
Renshen,same5,AHR
Renshen,same5,PNRC2
Renshen,same5,CALML5
Renshen,same5,PPP3CA
Renshen,same5,PSMD11
Renshen,same5,AHSA1
Renshen,same5,PI3
Renshen,same5,BAX
Renshen,same5,CASP3
Renshen,same5,CYP1A1
Renshen,same5,CYP1B1
Renshen,same5,HAS2
Renshen,same5,IKBKB
Renshen,same5,ICAM2
Renshen,same5,NR1I2
Renshen,same5,PPARG
Renshen,same5,AKT1
Renshen,same5,STAT4
Renshen,same5,SLC2A2
Renshen,same5,RELA
Renshen,same5,DIO1
Renshen,RS6,CHRM3
Renshen,RS6,CHRM1
Renshen,RS6,SLC6A2
Renshen,RS6,SLC6A3
Renshen,RS6,ADRB2
Renshen,RS6,SLC6A4
Renshen,RS6,GABRA1
Renshen,RS6,CTSC
Renshen,RS7,AR
Renshen,RS7,NR3C2
Renshen,RS8,PTGS1
Renshen,RS8,PTGS2
Renshen,RS8,HSP90AA2P
Renshen,RS9,PTGS1
Renshen,RS9,PTGS2
Renshen,RS9,RXRG
Renshen,RS9,PNRC2
Renshen,RS10,PTGS1
Renshen,RS10,F2
Renshen,RS10,AR
Renshen,RS10,SCNN1A
Renshen,RS10,PPARG
Renshen,RS10,PTGS2
Renshen,RS10,RXRA
Renshen,RS10,ACHE
Renshen,RS10,PDE3A
Renshen,RS10,ADRB2
Renshen,RS10,GABRA1
Renshen,RS10,CTSC
Renshen,RS10,HSP90AA2P
Renshen,RS10,PIK3CG
Renshen,RS10,CHRNA7
Renshen,RS10,PRKACA
Renshen,same6,PSMG1
Renshen,same6,SLC2A2
Renshen,RS12,NR3C2
Renshen,RS12,PNRC2
Renshen,RS13,PTGS1
Renshen,RS13,SCNN1A
Renshen,RS13,PTGS2
Renshen,RS13,RXRA
Renshen,RS13,ADRB2
Renshen,RS13,GABRA1
Renshen,RS13,PIK3CG
Renshen,RS13,CHRNA7
Renshen,RS13,PRKACA
Renshen,RS13,PNRC2
Renshen,RS14,NR3C1
Renshen,RS15,PTGS1
Renshen,RS15,KCNC2
Renshen,RS15,SCNN1A
Renshen,RS15,F10
Renshen,RS15,PTGS2
Renshen,RS15,F7
Renshen,RS15,RXRA
Renshen,RS15,PDE3A
Renshen,RS15,PTPN22
Renshen,RS15,ADRB2
Renshen,RS15,ADRA1D
Renshen,RS15,HSP90AA2P
Renshen,RS15,PRKACA
Renshen,RS15,NCOA7
Renshen,RS15,KCNU1
Renshen,RS15,CALML5
Renshen,RS16,PTGS1
Renshen,RS16,DRD1
Renshen,RS16,CHRM3
Renshen,RS16,KCNC2
Renshen,RS16,CHRM1
Renshen,RS16,SCNN1A
Renshen,RS16,F10
Renshen,RS16,CHRM5
Renshen,RS16,PTGS2
Renshen,RS16,HTR2C
Renshen,RS16,F7
Renshen,RS16,VEGFC
Renshen,RS16,CHRM4
Renshen,RS16,OPRD1
Renshen,RS16,PDE3A
Renshen,RS16,HTR2A
Renshen,RS16,ADRA1B
Renshen,RS16,SLC6A3
Renshen,RS16,ADRB2
Renshen,RS16,ADRA1D
Renshen,RS16,TOP2A
Renshen,RS16,SLC6A4
Renshen,RS16,OPRM1
Renshen,RS16,HSP90AA2P
Renshen,RS16,PDE4D
Renshen,RS16,PRKACA
Renshen,RS16,CACNA1S
Renshen,RS16,CALML5
Huangqi,HQ1,NOS2
Huangqi,HQ1,PTGS1
Huangqi,HQ1,AR
Huangqi,HQ1,SCNN1A
Huangqi,HQ1,PTGS2
Huangqi,HQ1,ESR2
Huangqi,HQ1,CTSC
Huangqi,HQ1,HSP90AA2P
Huangqi,HQ1,CDK1
Huangqi,HQ1,CHEK1
Huangqi,HQ1,PRSS1
Huangqi,HQ1,PNRC2
Huangqi,HQ1,CALML5
Huangqi,HQ2,GABRA3
Huangqi,HQ2,PGR
Huangqi,HQ2,CHRM2
Huangqi,HQ2,ADRA1B
Huangqi,HQ2,GABRA1
Huangqi,HQ2,NOS3
Huangqi,HQ2,LYZ
Huangqi,HQ2,IGHG1
Huangqi,HQ2,GRIN2A
Huangqi,HQ2,PNRC2
Huangqi,HQ2,GABRA6
Huangqi,HQ3,NOS2
Huangqi,HQ3,PTGS1
Huangqi,HQ3,F2
Huangqi,HQ3,NCOA7
Huangqi,HQ3,AR
Huangqi,HQ3,PPARG
Huangqi,HQ3,PTGS2
Huangqi,HQ3,NOS3
Huangqi,HQ3,F7
Huangqi,HQ3,ACHE
Huangqi,HQ3,PTPN22
Huangqi,HQ3,AKR1B1
Huangqi,HQ3,ESR2
Huangqi,HQ3,GABRA1
Huangqi,HQ3,CTSC
Huangqi,HQ3,PYGM
Huangqi,HQ3,PPARD
Huangqi,HQ3,MAPK14
Huangqi,HQ3,GSK3B
Huangqi,HQ3,HSP90AA2P
Huangqi,HQ3,CDK1
Huangqi,HQ3,PIK3CG
Huangqi,HQ3,AOC2
Huangqi,HQ3,XDH
Huangqi,HQ3,CHEK1
Huangqi,HQ3,PRKACA
Huangqi,HQ3,PRSS1
Huangqi,HQ3,PIM1
Huangqi,HQ3,CCNA2
Huangqi,HQ3,GRIN2A
Huangqi,HQ3,PNRC2
Huangqi,HQ3,CALML5
Huangqi,HQ3,NCF2
Huangqi,HQ3,OLR1
Huangqi,HQ3,RELA
Huangqi,HQ4,PRSS1
Huangqi,HQ4,PNRC2
Huangqi,HQ4,CALML5
Huangqi,HQ5,NOS2
Huangqi,HQ5,PTGS1
Huangqi,HQ5,DRD1
Huangqi,HQ5,CHRM3
Huangqi,HQ5,F2
Huangqi,HQ5,KCNC2
Huangqi,HQ5,CHRM1
Huangqi,HQ5,NCOA7
Huangqi,HQ5,AR
Huangqi,HQ5,ADRB1
Huangqi,HQ5,SCNN1A
Huangqi,HQ5,PPARG
Huangqi,HQ5,F10
Huangqi,HQ5,CHRM5
Huangqi,HQ5,PTGS2
Huangqi,HQ5,NOS3
Huangqi,HQ5,ADRA2C
Huangqi,HQ5,CHRM4
Huangqi,HQ5,RXRA
Huangqi,HQ5,OPRD1
Huangqi,HQ5,PDE3A
Huangqi,HQ5,HTR2A
Huangqi,HQ5,ADRA1A
Huangqi,HQ5,CHRM2
Huangqi,HQ5,ADRA1B
Huangqi,HQ5,SLC6A3
Huangqi,HQ5,ADRB2
Huangqi,HQ5,ADRA1D
Huangqi,HQ5,SLC6A4
Huangqi,HQ5,ESR2
Huangqi,HQ5,GABRA1
Huangqi,HQ5,CTSC
Huangqi,HQ5,MAPK14
Huangqi,HQ5,GSK3B
Huangqi,HQ5,HSP90AA2P
Huangqi,HQ5,CDK1
Huangqi,HQ5,CHEK1
Huangqi,HQ5,PRKACA
Huangqi,HQ5,PRSS1
Huangqi,HQ5,PIM1
Huangqi,HQ5,CCNA2
Huangqi,HQ5,PNRC2
Huangqi,HQ5,KCNU1
Huangqi,HQ5,CALML5
Huangqi,HQ6,PTGS2
Huangqi,HQ6,TOP2A
Huangqi,HQ6,PNRC2
Huangqi,HQ7,NOS2
Huangqi,HQ7,PTGS1
Huangqi,HQ7,CHRM3
Huangqi,HQ7,F2
Huangqi,HQ7,CHRM1
Huangqi,HQ7,NCOA7
Huangqi,HQ7,SCNN1A
Huangqi,HQ7,PTGS2
Huangqi,HQ7,HTR2C
Huangqi,HQ7,CHRM4
Huangqi,HQ7,RXRA
Huangqi,HQ7,ACHE
Huangqi,HQ7,ADRA1B
Huangqi,HQ7,ADRB2
Huangqi,HQ7,ADRA1D
Huangqi,HQ7,GABRA1
Huangqi,HQ7,HSP90AA2P
Huangqi,HQ7,CHRNA7
Huangqi,HQ7,PRSS1
Huangqi,HQ7,PNRC2
Huangqi,HQ7,CALML5
Huangqi,HQ8,PTGS1
Huangqi,HQ8,PTGS2
Huangqi,HQ8,VEGFC
Huangqi,HQ8,TOP2A
Huangqi,HQ8,HGF
Huangqi,HQ8,HSP90AA2P
Huangqi,HQ8,KCNU1
Huangqi,same7,NOS2
Huangqi,same7,PTGS1
Huangqi,same7,F2
Huangqi,same7,CHRM1
Huangqi,same7,NCOA7
Huangqi,same7,AR
Huangqi,same7,PPARG
Huangqi,same7,PTGS2
Huangqi,same7,NOS3
Huangqi,same7,RXRA
Huangqi,same7,ACHE
Huangqi,same7,PDE3A
Huangqi,same7,ADRA1A
Huangqi,same7,SLC6A3
Huangqi,same7,ADRB2
Huangqi,same7,SLC6A4
Huangqi,same7,ESR2
Huangqi,same7,CTSC
Huangqi,same7,MAPK14
Huangqi,same7,JUN
Huangqi,same7,GSK3B
Huangqi,same7,HSP90AA2P
Huangqi,same7,CDK1
Huangqi,same7,LACTB
Huangqi,same7,AOC2
Huangqi,same7,CHEK1
Huangqi,same7,PRKACA
Huangqi,same7,MT-ND1
Huangqi,same7,ATP5F1E
Huangqi,same7,PRSS1
Huangqi,same7,PIM1
Huangqi,same7,CCNA2
Huangqi,same7,PKIA
Huangqi,same7,CALML5
Huangqi,same7,HSD3B1
Huangqi,same7,IL4
Huangqi,same7,SIRT1
Huangqi,HQ10,NOS2
Huangqi,HQ10,PTGS1
Huangqi,HQ10,NCOA7
Huangqi,HQ10,AR
Huangqi,HQ10,PPARG
Huangqi,HQ10,PTGS2
Huangqi,HQ10,RXRA
Huangqi,HQ10,PDE3A
Huangqi,HQ10,ADRB2
Huangqi,HQ10,ESR2
Huangqi,HQ10,CTSC
Huangqi,HQ10,MAPK14
Huangqi,HQ10,GSK3B
Huangqi,HQ10,HSP90AA2P
Huangqi,HQ10,CDK1
Huangqi,HQ10,CHEK1
Huangqi,HQ10,PRKACA
Huangqi,HQ10,PRSS1
Huangqi,HQ10,PIM1
Huangqi,HQ10,CCNA2
Huangqi,HQ10,PNRC2
Huangqi,HQ10,CALML5
Huangqi,same5,TOP2A
Huangqi,same5,GABRA1
Huangqi,same5,CTSC
Huangqi,same5,MMP1
Huangqi,same5,JUN
Huangqi,same5,SELE
Huangqi,same5,CDK1
Huangqi,same5,VCAM1
Huangqi,same5,HSP90AA2P
Huangqi,same5,PIK3CG
Huangqi,same5,XDH
Huangqi,same5,CYP3A4
Huangqi,same5,PRKACA
Huangqi,same5,MAP3K7
Huangqi,same5,HMOX1
Huangqi,same5,PRSS1
Huangqi,same5,GSTM2
Huangqi,same5,AHR
Huangqi,same5,PNRC2
Huangqi,same5,CALML5
Huangqi,same5,PPP3CA
Huangqi,same5,PSMD11
Huangqi,same5,AHSA1
Huangqi,same5,PI3
Huangqi,same5,BAX
Huangqi,same5,CASP3
Huangqi,same5,CYP1A1
Huangqi,same5,CYP1B1
Huangqi,same5,HAS2
Huangqi,same5,IKBKB
Huangqi,same5,ICAM2
Huangqi,same5,NR1I2
Huangqi,same5,PPARG
Huangqi,same5,AKT1
Huangqi,same5,STAT4
Huangqi,same5,SLC2A2
Huangqi,same5,RELA
Huangqi,same5,DIO1
Huangqi,HQ12,F2
Huangqi,HQ12,GSK3B
Huangqi,HQ12,CDK1
Huangqi,HQ13,TOP2A
Huangqi,HQ14,PTGS2
Huangqi,HQ14,RXRA
Huangqi,HQ14,HSP90AA2P
Huangqi,HQ14,PRSS1
Huangqi,same1,PTGS1
Huangqi,same1,INSR
Huangqi,same1,F2
Huangqi,same1,KCNC2
Huangqi,same1,AR
Huangqi,same1,SCNN1A
Huangqi,same1,PPARG
Huangqi,same1,F10
Huangqi,same1,BCL2
Huangqi,same1,ALOX5
Huangqi,same1,PTGS2
Huangqi,same1,NOS3
Huangqi,same1,F7
Huangqi,same1,ODC1
Huangqi,same1,RXRA
Huangqi,same1,ACHE
Huangqi,same1,ACACB
Huangqi,same1,MMP2
Huangqi,same1,ADRB2
Huangqi,same1,TNF
Huangqi,same1,TOP2A
Huangqi,same1,AKR1B1
Huangqi,same1,EGF
Huangqi,same1,GABRA1
Huangqi,same1,MGAM
Huangqi,same1,CTSC
Huangqi,same1,PLAU
Huangqi,same1,IL36A
Huangqi,same1,MMP1
Huangqi,same1,MAP3K7
Huangqi,same1,PON2
Huangqi,same1,CTSD
Huangqi,same1,IFNG
Huangqi,same1,JUN
Huangqi,same1,CXCL2
Huangqi,same1,IL1B
Huangqi,same1,SELE
Huangqi,same1,MPO
Huangqi,same1,CDK1
Huangqi,same1,PLAT
Huangqi,same1,GJA1
Huangqi,same1,VCAM1
Huangqi,same1,MMP3
Huangqi,same1,HSP90AA2P
Huangqi,same1,THBD
Huangqi,same1,F3
Huangqi,same1,GAPDH
Huangqi,same1,PIK3CG
Huangqi,same1,AOC2
Huangqi,same1,XDH
Huangqi,same1,PTGER3
Huangqi,same1,SOD1
Huangqi,same1,CYP3A4
Huangqi,same1,TP53
Huangqi,same1,PRKACA
Huangqi,same1,TOP1
Huangqi,same1,TOP2B
Huangqi,same1,HMOX1
Huangqi,same1,COL3A1
Huangqi,same1,RBL1
Huangqi,same1,PRSS1
Huangqi,same1,GSTM2
Huangqi,same1,HSPA5
Huangqi,same1,ACP3
Huangqi,same1,AHR
Huangqi,same1,PNRC2
Huangqi,same1,IL2
Huangqi,same1,PSMD11
Huangqi,same1,AHSA1
Huangqi,same1,BAX
Huangqi,same1,ABCG4
Huangqi,same1,NAIP
Huangqi,same1,BAK1
Huangqi,same1,CASP3
Huangqi,same1,CASP8
Huangqi,same1,CASP9
Huangqi,same1,CAV1
Huangqi,same1,CD40LG
Huangqi,same1,CLDN4
Huangqi,same1,CRP
Huangqi,same1,CXCL13
Huangqi,same1,CX3CR1
Huangqi,same1,CDKN1C
Huangqi,same1,CDKN2A
Huangqi,same1,CYP1A1
Huangqi,same1,CYP1B1
Huangqi,same1,DDB1
Huangqi,same1,DUOXA1
Huangqi,same1,ELK1
Huangqi,same1,EIF2A
Huangqi,same1,CCND3
Huangqi,same1,CCNB1
Huangqi,same1,HSPB1
Huangqi,same1,HK2
Huangqi,same1,NKX3-1
Huangqi,same1,HAS2
Huangqi,same1,HIF1AN
Huangqi,same1,NFKB1
Huangqi,same1,IGFBP6
Huangqi,same1,IGF2
Huangqi,same1,ICAM2
Huangqi,same1,IRF3
Huangqi,same1,IL10
Huangqi,same1,IL1A
Huangqi,same1,IL36B
Huangqi,same1,MMP9
Huangqi,same1,MYC
Huangqi,same1,NCF2
Huangqi,same1,NFKBIE
Huangqi,same1,NFE2L2
Huangqi,same1,NR1I2
Huangqi,same1,SPP1
Huangqi,same1,PPARA
Huangqi,same1,PPARD
Huangqi,same1,SERPINE1
Huangqi,same1,PARG
Huangqi,same1,HERC5
Huangqi,same1,PCOLCE
Huangqi,same1,RUNX1T1
Huangqi,same1,C3
Huangqi,same1,PRKCB
Huangqi,same1,FOS
Huangqi,same1,NPEPPS
Huangqi,same1,AKT1
Huangqi,same1,RAF1
Huangqi,same1,RASSF1
Huangqi,same1,RASA1
Huangqi,same1,ERBB2
Huangqi,same1,ERBB3
Huangqi,same1,RUNX2
Huangqi,same1,CHEK2
Huangqi,same1,STAT4
Huangqi,same1,SLC2A2
Huangqi,same1,E2F1
Huangqi,same1,E2F2
Huangqi,same1,RELA
Huangqi,same1,TGFB1
Huangqi,same1,DIO1
Huangqi,same1,PTEN
Gegen,same7,NOS2
Gegen,same7,PTGS1
Gegen,same7,F2
Gegen,same7,CHRM1
Gegen,same7,NCOA7
Gegen,same7,AR
Gegen,same7,PPARG
Gegen,same7,PTGS2
Gegen,same7,NOS3
Gegen,same7,RXRA
Gegen,same7,ACHE
Gegen,same7,PDE3A
Gegen,same7,ADRA1A
Gegen,same7,SLC6A3
Gegen,same7,ADRB2
Gegen,same7,SLC6A4
Gegen,same7,ESR2
Gegen,same7,CTSC
Gegen,same7,MAPK14
Gegen,same7,JUN
Gegen,same7,GSK3B
Gegen,same7,HSP90AA2P
Gegen,same7,CDK1
Gegen,same7,LACTB
Gegen,same7,AOC2
Gegen,same7,CHEK1
Gegen,same7,PRKACA
Gegen,same7,MT-ND1
Gegen,same7,ATP5F1E
Gegen,same7,PRSS1
Gegen,same7,PIM1
Gegen,same7,CCNA2
Gegen,same7,PKIA
Gegen,same7,CALML5
Gegen,same7,HSD3B1
Gegen,same7,IL4
Gegen,same7,SIRT1
Gegen,same4,PNRC2
Gegen,same4,MAP4
Gegen,same4,BAX
Gegen,same4,CASP3
Gegen,same4,CASP8
Gegen,same4,CASP9
Gegen,same4,C3
Gegen,same4,TGFB1
Gegen,GG3,HSP90AA2P
Gegen,GG3,CDK1
Gegen,GG3,CHEK1
Gegen,GG3,PRKACA
Gegen,GG3,PRSS1
Gegen,GG3,PIM1
Gegen,GG3,CCNA2
Gegen,GG3,NCOA7
Gegen,GG3,CALML5
Gegen,GG4,TOP2A
Sanqi,SQ1,PTGS1
Sanqi,SQ1,PTGS2
Sanqi,SQ1,PNRC2
Sanqi,SQ2,PTGS1
Sanqi,SQ2,NCOA7
Sanqi,SQ2,PTGS2
Sanqi,SQ2,RXRA
Sanqi,SQ2,ADRB2
Sanqi,SQ2,SLC6A4
Sanqi,SQ2,HSP90AA2P
Sanqi,SQ2,PIK3CG
Sanqi,SQ2,LACTB
Sanqi,SQ2,AOC2
Sanqi,SQ2,PRKACA
Sanqi,SQ2,PKIA
Sanqi,same2,CHRM3
Sanqi,same2,SCNN1A
Sanqi,same2,ADRB2
Sanqi,same4,PTGS1
Sanqi,same4,DRD1
Sanqi,same4,CHRM3
Sanqi,same4,KCNC2
Sanqi,same4,CHRM1
Sanqi,same4,SCNN1A
Sanqi,same4,BCL2
Sanqi,same4,PTGS2
Sanqi,same4,GABRA2
Sanqi,same4,CHRM4
Sanqi,same4,PDE3A
Sanqi,same4,HTR2A
Sanqi,same4,GABRA5
Sanqi,same4,ADRA1A
Sanqi,same4,GABRA3
Sanqi,same4,PGR
Sanqi,same4,CHRM2
Sanqi,same4,ADRA1B
Sanqi,same4,ADRB2
Sanqi,same4,CHRNA2
Sanqi,same4,SLC6A4
Sanqi,same4,OPRM1
Sanqi,same4,GABRA1
Sanqi,same4,PON2
Sanqi,same4,JUN
Sanqi,same4,HSP90AA2P
Sanqi,same4,PIK3CG
Sanqi,same4,CHRNA7
Sanqi,same4,PRKACA
Sanqi,same4,NOS3
Sanqi,same4,PNRC2
Sanqi,same4,MAP4
Sanqi,same4,BAX
Sanqi,same4,CASP3
Sanqi,same4,CASP8
Sanqi,same4,CASP9
Sanqi,same4,C3
Sanqi,same4,TGFB1
Sanqi,same3,NCOA7
Sanqi,same6,PSMG1
Sanqi,same6,SLC2A2
Sanqi,same1,PTGS1
Sanqi,same1,INSR
Sanqi,same1,F2
Sanqi,same1,KCNC2
Sanqi,same1,AR
Sanqi,same1,SCNN1A
Sanqi,same1,PPARG
Sanqi,same1,F10
Sanqi,same1,BCL2
Sanqi,same1,ALOX5
Sanqi,same1,PTGS2
Sanqi,same1,NOS3
Sanqi,same1,F7
Sanqi,same1,ODC1
Sanqi,same1,RXRA
Sanqi,same1,ACHE
Sanqi,same1,ACACB
Sanqi,same1,MMP2
Sanqi,same1,ADRB2
Sanqi,same1,TNF
Sanqi,same1,TOP2A
Sanqi,same1,AKR1B1
Sanqi,same1,EGF
Sanqi,same1,GABRA1
Sanqi,same1,MGAM
Sanqi,same1,CTSC
Sanqi,same1,PLAU
Sanqi,same1,IL36A
Sanqi,same1,MMP1
Sanqi,same1,MAP3K7
Sanqi,same1,PON2
Sanqi,same1,CTSD
Sanqi,same1,IFNG
Sanqi,same1,JUN
Sanqi,same1,CXCL2
Sanqi,same1,IL1B
Sanqi,same1,SELE
Sanqi,same1,MPO
Sanqi,same1,CDK1
Sanqi,same1,PLAT
Sanqi,same1,GJA1
Sanqi,same1,VCAM1
Sanqi,same1,MMP3
Sanqi,same1,HSP90AA2P
Sanqi,same1,THBD
Sanqi,same1,F3
Sanqi,same1,GAPDH
Sanqi,same1,PIK3CG
Sanqi,same1,AOC2
Sanqi,same1,XDH
Sanqi,same1,PTGER3
Sanqi,same1,SOD1
Sanqi,same1,CYP3A4
Sanqi,same1,TP53
Sanqi,same1,PRKACA
Sanqi,same1,TOP1
Sanqi,same1,TOP2B
Sanqi,same1,HMOX1
Sanqi,same1,COL3A1
Sanqi,same1,RBL1
Sanqi,same1,PRSS1
Sanqi,same1,GSTM2
Sanqi,same1,HSPA5
Sanqi,same1,ACP3
Sanqi,same1,AHR
Sanqi,same1,PNRC2
Sanqi,same1,IL2
Sanqi,same1,PSMD11
Sanqi,same1,AHSA1
Sanqi,same1,BAX
Sanqi,same1,ABCG4
Sanqi,same1,NAIP
Sanqi,same1,BAK1
Sanqi,same1,CASP3
Sanqi,same1,CASP8
Sanqi,same1,CASP9
Sanqi,same1,CAV1
Sanqi,same1,CD40LG
Sanqi,same1,CLDN4
Sanqi,same1,CRP
Sanqi,same1,CXCL13
Sanqi,same1,CX3CR1
Sanqi,same1,CDKN1C
Sanqi,same1,CDKN2A
Sanqi,same1,CYP1A1
Sanqi,same1,CYP1B1
Sanqi,same1,DDB1
Sanqi,same1,DUOXA1
Sanqi,same1,ELK1
Sanqi,same1,EIF2A
Sanqi,same1,CCND3
Sanqi,same1,CCNB1
Sanqi,same1,HSPB1
Sanqi,same1,HK2
Sanqi,same1,NKX3-1
Sanqi,same1,HAS2
Sanqi,same1,HIF1AN
Sanqi,same1,NFKB1
Sanqi,same1,IGFBP6
Sanqi,same1,IGF2
Sanqi,same1,ICAM2
Sanqi,same1,IRF3
Sanqi,same1,IL10
Sanqi,same1,IL1A
Sanqi,same1,IL36B
Sanqi,same1,MMP9
Sanqi,same1,MYC
Sanqi,same1,NCF2
Sanqi,same1,NFKBIE
Sanqi,same1,NFE2L2
Sanqi,same1,NR1I2
Sanqi,same1,SPP1
Sanqi,same1,PPARA
Sanqi,same1,PPARD
Sanqi,same1,SERPINE1
Sanqi,same1,PARG
Sanqi,same1,HERC5
Sanqi,same1,PCOLCE
Sanqi,same1,RUNX1T1
Sanqi,same1,C3
Sanqi,same1,PRKCB
Sanqi,same1,FOS
Sanqi,same1,NPEPPS
Sanqi,same1,AKT1
Sanqi,same1,RAF1
Sanqi,same1,RASSF1
Sanqi,same1,RASA1
Sanqi,same1,ERBB2
Sanqi,same1,ERBB3
Sanqi,same1,RUNX2
Sanqi,same1,CHEK2
Sanqi,same1,STAT4
Sanqi,same1,SLC2A2
Sanqi,same1,E2F1
Sanqi,same1,E2F2
Sanqi,same1,RELA
Sanqi,same1,TGFB1
Sanqi,same1,DIO1
Sanqi,same1,PTEN
