herb,herb_zh,compound_id,target_gene
Huangqi,黄芪,isorhamnetin,Glycogen
Huangqi,黄芪,isorhamnetin,Mitogen-activated
Huangqi,黄芪,isorhamnetin,Heat
Huangqi,黄芪,isorhamnetin,Cell
Huangqi,黄芪,isorhamnetin,"Phosphatidylinositol-4,5-bisphosphate"
Huangqi,黄芪,isorhamnetin,Amine
Huangqi,黄芪,isorhamnetin,Xanthine
Huangqi,黄芪,isorhamnetin,Serine/threonine-protein
Huangqi,黄芪,isorhamnetin,cAMP-dependent
Huangqi,黄芪,isorhamnetin,Cytochrome
Huangqi,黄芪,isorhamnetin,Trypsin-1
Huangqi,黄芪,isorhamnetin,Proto-oncogene
Huangqi,黄芪,isorhamnetin,Cyclin-A2
Huangqi,黄芪,isorhamnetin,Glutamate
Huangqi,黄芪,isorhamnetin,Nuclear
Huangqi,黄芪,isorhamnetin,Calmodulin
Huangqi,黄芪,isorhamnetin,Neutrophil
Huangqi,黄芪,isorhamnetin,Oxidized
Huangqi,黄芪,isorhamnetin,Transcription
Huangqi,黄芪,"3,9-di-O-methylnissolin",Trypsin-1
Huangqi,黄芪,"3,9-di-O-methylnissolin",Nuclear
Huangqi,黄芪,"3,9-di-O-methylnissolin",Calmodulin
Huangqi,黄芪,7-O-methylisomucronulatol,Nitric
Huangqi,黄芪,7-O-methylisomucronulatol,Prostaglandin
Huangqi,黄芪,7-O-methylisomucronulatol,D(1A)
Huangqi,黄芪,7-O-methylisomucronulatol,Muscarinic
Huangqi,黄芪,7-O-methylisomucronulatol,Prothrombin
Huangqi,黄芪,7-O-methylisomucronulatol,Potassium
Huangqi,黄芪,7-O-methylisomucronulatol,Estrogen
Huangqi,黄芪,7-O-methylisomucronulatol,Androgen
Huangqi,黄芪,7-O-methylisomucronulatol,Beta-1
Huangqi,黄芪,7-O-methylisomucronulatol,Sodium
Huangqi,黄芪,7-O-methylisomucronulatol,Peroxisome
Huangqi,黄芪,7-O-methylisomucronulatol,Coagulation
Huangqi,黄芪,7-O-methylisomucronulatol,Nitric-oxide
Huangqi,黄芪,7-O-methylisomucronulatol,Alpha-2C
Huangqi,黄芪,7-O-methylisomucronulatol,Retinoic
Huangqi,黄芪,7-O-methylisomucronulatol,Delta-type
Huangqi,黄芪,7-O-methylisomucronulatol,cGMP-inhibited
Huangqi,黄芪,7-O-methylisomucronulatol,Alpha-1A
Huangqi,黄芪,7-O-methylisomucronulatol,Alpha-1B
Huangqi,黄芪,7-O-methylisomucronulatol,Sodium-dependent
Huangqi,黄芪,7-O-methylisomucronulatol,Beta-2
Huangqi,黄芪,7-O-methylisomucronulatol,Alpha-1D
Huangqi,黄芪,7-O-methylisomucronulatol,Gamma-aminobutyric-acid
Huangqi,黄芪,7-O-methylisomucronulatol,Dipeptidyl
Huangqi,黄芪,7-O-methylisomucronulatol,Mitogen-activated
Huangqi,黄芪,7-O-methylisomucronulatol,Glycogen
Huangqi,黄芪,7-O-methylisomucronulatol,Heat
Huangqi,黄芪,7-O-methylisomucronulatol,Cell
Huangqi,黄芪,7-O-methylisomucronulatol,Serine/threonine-protein
Huangqi,黄芪,7-O-methylisomucronulatol,cAMP-dependent
Huangqi,黄芪,7-O-methylisomucronulatol,Trypsin-1
Huangqi,黄芪,7-O-methylisomucronulatol,Proto-oncogene
Huangqi,黄芪,7-O-methylisomucronulatol,Cyclin-A2
Huangqi,黄芪,7-O-methylisomucronulatol,Nuclear
Huangqi,黄芪,7-O-methylisomucronulatol,Calcium-activated
Huangqi,黄芪,7-O-methylisomucronulatol,Calmodulin
Huangqi,黄芪,"9,10-dimethoxypterocarpan-3-O-β-D-glucoside",Prostaglandin
Huangqi,黄芪,"9,10-dimethoxypterocarpan-3-O-β-D-glucoside",DNA
Huangqi,黄芪,"9,10-dimethoxypterocarpan-3-O-β-D-glucoside",Nuclear
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Nitric
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Prostaglandin
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Muscarinic
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Prothrombin
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Estrogen
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Sodium
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Retinoic
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Acetylcholinesterase
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Alpha-1B
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Beta-2
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Alpha-1D
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Gamma-aminobutyric-acid
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Heat
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Neuronal
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Trypsin-1
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Nuclear
Huangqi,黄芪,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",Calmodulin
Huangqi,黄芪,Bifendate,Prostaglandin
Huangqi,黄芪,Bifendate,Vascular
Huangqi,黄芪,Bifendate,DNA
Huangqi,黄芪,Bifendate,Hepatocyte
Huangqi,黄芪,Bifendate,Heat
Huangqi,黄芪,Bifendate,Calcium-activated
Huangqi,黄芪,formononetin,Nitric
Huangqi,黄芪,formononetin,Prostaglandin
Huangqi,黄芪,formononetin,Prothrombin
Huangqi,黄芪,formononetin,Muscarinic
Huangqi,黄芪,formononetin,Estrogen
Huangqi,黄芪,formononetin,Androgen
Huangqi,黄芪,formononetin,Peroxisome
Huangqi,黄芪,formononetin,Nitric-oxide
Huangqi,黄芪,formononetin,Retinoic
Huangqi,黄芪,formononetin,Acetylcholinesterase
Huangqi,黄芪,formononetin,cGMP-inhibited
Huangqi,黄芪,formononetin,Alpha-1A
Huangqi,黄芪,formononetin,Sodium-dependent
Huangqi,黄芪,formononetin,Beta-2
Huangqi,黄芪,formononetin,Dipeptidyl
Huangqi,黄芪,formononetin,Mitogen-activated
Huangqi,黄芪,formononetin,Transcription
Huangqi,黄芪,formononetin,Glycogen
Huangqi,黄芪,formononetin,Heat
Huangqi,黄芪,formononetin,Cell
Huangqi,黄芪,formononetin,Beta-lactamase
Huangqi,黄芪,formononetin,Amine
Huangqi,黄芪,formononetin,Serine/threonine-protein
Huangqi,黄芪,formononetin,cAMP-dependent
Huangqi,黄芪,formononetin,NADH-ubiquinone
Huangqi,黄芪,formononetin,ATP
Huangqi,黄芪,formononetin,Trypsin-1
Huangqi,黄芪,formononetin,Proto-oncogene
Huangqi,黄芪,formononetin,Cyclin-A2
Huangqi,黄芪,formononetin,Calmodulin
Huangqi,黄芪,formononetin,Interleukin-4
Huangqi,黄芪,formononetin,NAD-dependent
Huangqi,黄芪,Calycosin,Nitric
Huangqi,黄芪,Calycosin,Prostaglandin
Huangqi,黄芪,Calycosin,Estrogen
Huangqi,黄芪,Calycosin,Androgen
Huangqi,黄芪,Calycosin,Peroxisome
Huangqi,黄芪,Calycosin,Retinoic
Huangqi,黄芪,Calycosin,cGMP-inhibited
Huangqi,黄芪,Calycosin,Beta-2
Huangqi,黄芪,Calycosin,Dipeptidyl
Huangqi,黄芪,Calycosin,Mitogen-activated
Huangqi,黄芪,Calycosin,Glycogen
Huangqi,黄芪,Calycosin,Heat
Huangqi,黄芪,Calycosin,Cell
Huangqi,黄芪,Calycosin,Serine/threonine-protein
Huangqi,黄芪,Calycosin,cAMP-dependent
Huangqi,黄芪,Calycosin,Trypsin-1
Huangqi,黄芪,Calycosin,Proto-oncogene
Huangqi,黄芪,Calycosin,Cyclin-A2
Huangqi,黄芪,Calycosin,Nuclear
Huangqi,黄芪,Calycosin,Calmodulin
Huangqi,黄芪,kaempferol,DNA
Huangqi,黄芪,kaempferol,Gamma-aminobutyric-acid
Huangqi,黄芪,kaempferol,Dipeptidyl
Huangqi,黄芪,kaempferol,Interstitial
Huangqi,黄芪,kaempferol,Transcription
Huangqi,黄芪,kaempferol,E-selectin
Huangqi,黄芪,kaempferol,Cell
Huangqi,黄芪,kaempferol,Vascular
Huangqi,黄芪,kaempferol,Heat
Huangqi,黄芪,kaempferol,"Phosphatidylinositol-4,5-bisphosphate"
Huangqi,黄芪,kaempferol,Xanthine
Huangqi,黄芪,kaempferol,Cytochrome
Huangqi,黄芪,kaempferol,cAMP-dependent
Huangqi,黄芪,kaempferol,Mitogen-activated
Huangqi,黄芪,kaempferol,Heme
Huangqi,黄芪,kaempferol,Trypsin-1
Huangqi,黄芪,kaempferol,Glutathione
Huangqi,黄芪,kaempferol,Aryl
Huangqi,黄芪,kaempferol,Nuclear
Huangqi,黄芪,kaempferol,Calmodulin
Huangqi,黄芪,kaempferol,Serine/threonine-protein
Huangqi,黄芪,kaempferol,Activator
Huangqi,黄芪,kaempferol,Antileukoproteinase
Huangqi,黄芪,kaempferol,Apoptosis
Huangqi,黄芪,kaempferol,Caspase-3
Huangqi,黄芪,kaempferol,Hyaluronan
Huangqi,黄芪,kaempferol,Inhibitor
Huangqi,黄芪,kaempferol,Intercellular
Huangqi,黄芪,kaempferol,Peroxidase
Huangqi,黄芪,kaempferol,Peroxisome
Huangqi,黄芪,kaempferol,RAC-alpha
Huangqi,黄芪,kaempferol,Signal
Huangqi,黄芪,kaempferol,Solute
Huangqi,黄芪,kaempferol,Type
Huangqi,黄芪,FA,Prothrombin
Huangqi,黄芪,FA,Glycogen
Huangqi,黄芪,FA,Cell
Huangqi,黄芪,"isomucronulatol-7,2'-di-O-glucosiole",DNA
Huangqi,黄芪,"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",Prostaglandin
Huangqi,黄芪,"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",Retinoic
Huangqi,黄芪,"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",Heat
Huangqi,黄芪,"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",Trypsin-1
Huangqi,黄芪,quercetin,Prostaglandin
Huangqi,黄芪,quercetin,Insulin
Huangqi,黄芪,quercetin,Prothrombin
Huangqi,黄芪,quercetin,Potassium
Huangqi,黄芪,quercetin,Androgen
Huangqi,黄芪,quercetin,Sodium
Huangqi,黄芪,quercetin,Peroxisome
Huangqi,黄芪,quercetin,Coagulation
Huangqi,黄芪,quercetin,Apoptosis
Huangqi,黄芪,quercetin,Arachidonate
Huangqi,黄芪,quercetin,Nitric-oxide
Huangqi,黄芪,quercetin,Ornithine
Huangqi,黄芪,quercetin,Retinoic
Huangqi,黄芪,quercetin,Acetylcholinesterase
Huangqi,黄芪,quercetin,Acetyl-CoA
Huangqi,黄芪,quercetin,Beta-2
Huangqi,黄芪,quercetin,Tumor
Huangqi,黄芪,quercetin,DNA
Huangqi,黄芪,quercetin,Aldose
Huangqi,黄芪,quercetin,Epidermal
Huangqi,黄芪,quercetin,Gamma-aminobutyric-acid
Huangqi,黄芪,quercetin,"Maltase-glucoamylase,"
Huangqi,黄芪,quercetin,Dipeptidyl
Huangqi,黄芪,quercetin,Urokinase-type
Huangqi,黄芪,quercetin,Interleukin-6
Huangqi,黄芪,quercetin,Interstitial
Huangqi,黄芪,quercetin,Mitogen-activated
Huangqi,黄芪,quercetin,Serum
Huangqi,黄芪,quercetin,Cathepsin
Huangqi,黄芪,quercetin,Interferon
Huangqi,黄芪,quercetin,Transcription
Huangqi,黄芪,quercetin,Small
Huangqi,黄芪,quercetin,Interleukin-1
Huangqi,黄芪,quercetin,E-selectin
Huangqi,黄芪,quercetin,Myeloperoxidase
Huangqi,黄芪,quercetin,Cell
Huangqi,黄芪,quercetin,Tissue-type
Huangqi,黄芪,quercetin,Gap
Huangqi,黄芪,quercetin,Vascular
Huangqi,黄芪,quercetin,Stromelysin-1
Huangqi,黄芪,quercetin,Heat
Huangqi,黄芪,quercetin,Thrombomodulin
Huangqi,黄芪,quercetin,Tissue
Huangqi,黄芪,quercetin,NAD(P)H
Huangqi,黄芪,quercetin,"Phosphatidylinositol-4,5-bisphosphate"
Huangqi,黄芪,quercetin,Amine
Huangqi,黄芪,quercetin,Xanthine
Huangqi,黄芪,quercetin,Superoxide
Huangqi,黄芪,quercetin,Cytochrome
Huangqi,黄芪,quercetin,Cellular
Huangqi,黄芪,quercetin,cAMP-dependent
Huangqi,黄芪,quercetin,Heme
Huangqi,黄芪,quercetin,Collagen
Huangqi,黄芪,quercetin,Retinoblastoma-associated
Huangqi,黄芪,quercetin,Trypsin-1
Huangqi,黄芪,quercetin,Glutathione
Huangqi,黄芪,quercetin,Prostatic
Huangqi,黄芪,quercetin,Aryl
Huangqi,黄芪,quercetin,Nuclear
Huangqi,黄芪,quercetin,Interleukin-2
Huangqi,黄芪,quercetin,Activator
Huangqi,黄芪,quercetin,ATP-binding
Huangqi,黄芪,quercetin,Baculoviral
Huangqi,黄芪,quercetin,Bcl-2-like
Huangqi,黄芪,quercetin,Caspase-3
Huangqi,黄芪,quercetin,Caspase-8
Huangqi,黄芪,quercetin,Caspase-9
Huangqi,黄芪,quercetin,Caveolin-1
Huangqi,黄芪,quercetin,CD40
Huangqi,黄芪,quercetin,Claudin-4
Huangqi,黄芪,quercetin,C-reactive
Huangqi,黄芪,quercetin,C-X-C
Huangqi,黄芪,quercetin,Cyclin-dependent
Huangqi,黄芪,quercetin,DDB1-
Huangqi,黄芪,quercetin,Dual
Huangqi,黄芪,quercetin,ETS
Huangqi,黄芪,quercetin,Eukaryotic
Huangqi,黄芪,quercetin,G1/S-specific
Huangqi,黄芪,quercetin,G2/mitotic-specific
Huangqi,黄芪,quercetin,Hexokinase-2
Huangqi,黄芪,quercetin,Homeobox
Huangqi,黄芪,quercetin,Hyaluronan
Huangqi,黄芪,quercetin,Hypoxia-inducible
Huangqi,黄芪,quercetin,Inhibitor
Huangqi,黄芪,quercetin,Insulin-like
Huangqi,黄芪,quercetin,Intercellular
Huangqi,黄芪,quercetin,Interleukin-10
Huangqi,黄芪,quercetin,Interleukin-8
Huangqi,黄芪,quercetin,Matrix
Huangqi,黄芪,quercetin,Myc
Huangqi,黄芪,quercetin,Neutrophil
Huangqi,黄芪,quercetin,NF-kappa-B
Huangqi,黄芪,quercetin,Nitric
Huangqi,黄芪,quercetin,Osteopontin
Huangqi,黄芪,quercetin,Peroxidase
Huangqi,黄芪,quercetin,Plasminogen
Huangqi,黄芪,quercetin,Poly
Huangqi,黄芪,quercetin,Probable
Huangqi,黄芪,quercetin,Procollagen
Huangqi,黄芪,quercetin,Protein
Huangqi,黄芪,quercetin,Proto-oncogene
Huangqi,黄芪,quercetin,Puromycin-sensitive
Huangqi,黄芪,quercetin,RAC-alpha
Huangqi,黄芪,quercetin,RAF
Huangqi,黄芪,quercetin,Ras
Huangqi,黄芪,quercetin,Receptor
Huangqi,黄芪,quercetin,Runt-related
Huangqi,黄芪,quercetin,Serine/threonine-protein
Huangqi,黄芪,quercetin,Signal
Huangqi,黄芪,quercetin,Solute
Huangqi,黄芪,quercetin,Transforming
Huangqi,黄芪,quercetin,Type
Huangqi,黄芪,quercetin,"Phosphatidylinositol-3,4,5-trisphosphate"
Huanglian,黄连,berberine,Prostaglandin
Huanglian,黄连,berberine,Potassium
Huanglian,黄连,berberine,Estrogen
Huanglian,黄连,berberine,Androgen
Huanglian,黄连,berberine,Sodium
Huanglian,黄连,berberine,Coagulation
Huanglian,黄连,berberine,Nitric-oxide
Huanglian,黄连,berberine,Retinoic
Huanglian,黄连,berberine,Beta-2
Huanglian,黄连,berberine,Heat
Huanglian,黄连,berberine,cAMP-dependent
Huanglian,黄连,berberine,Trypsin-1
Huanglian,黄连,berberine,Nuclear
Huanglian,黄连,berberine,cAMP
Huanglian,黄连,berberine,Calmodulin
Huanglian,黄连,berberrubine,Nitric
Huanglian,黄连,berberrubine,Prostaglandin
Huanglian,黄连,berberrubine,Potassium
Huanglian,黄连,berberrubine,Estrogen
Huanglian,黄连,berberrubine,Androgen
Huanglian,黄连,berberrubine,Sodium
Huanglian,黄连,berberrubine,Nitric-oxide
Huanglian,黄连,berberrubine,Retinoic
Huanglian,黄连,berberrubine,cAMP-dependent
Huanglian,黄连,berberrubine,Trypsin-1
Huanglian,黄连,berberrubine,Nuclear
Huanglian,黄连,berberrubine,Calmodulin
Huanglian,黄连,epiberberine,cAMP
Huanglian,黄连,(R)-Canadine,Alpha-2C
Huanglian,黄连,(R)-Canadine,Muscarinic
Huanglian,黄连,(R)-Canadine,Retinoic
Huanglian,黄连,(R)-Canadine,Delta-type
Huanglian,黄连,(R)-Canadine,Sodium-dependent
Huanglian,黄连,(R)-Canadine,Alpha-1A
Huanglian,黄连,(R)-Canadine,Alpha-1B
Huanglian,黄连,(R)-Canadine,Beta-2
Huanglian,黄连,(R)-Canadine,Alpha-1D
Huanglian,黄连,(R)-Canadine,Mu-type
Huanglian,黄连,(R)-Canadine,Heat
Huanglian,黄连,(R)-Canadine,cAMP-dependent
Huanglian,黄连,(R)-Canadine,Calcium-activated
Huanglian,黄连,(R)-Canadine,cAMP
Huanglian,黄连,(R)-Canadine,Calmodulin
Huanglian,黄连,Berlambine,Retinoic
Huanglian,黄连,Berlambine,Alpha-1B
Huanglian,黄连,Berlambine,Beta-2
Huanglian,黄连,Berlambine,Alpha-1D
Huanglian,黄连,Berlambine,Heat
Huanglian,黄连,Berlambine,cAMP-dependent
Huanglian,黄连,Berlambine,Trypsin-1
Huanglian,黄连,Berlambine,Nuclear
Huanglian,黄连,Berlambine,Calcium-activated
Huanglian,黄连,Berlambine,Calmodulin
Huanglian,黄连,Corchoroside A_qt,Mineralocorticoid
Huanglian,黄连,Corchoroside A_qt,Nuclear
Huanglian,黄连,Magnograndiolide,Gamma-aminobutyric-acid
Huanglian,黄连,Magnograndiolide,Glutamate
Huanglian,黄连,palmatine,Nitric
Huanglian,黄连,palmatine,Prostaglandin
Huanglian,黄连,palmatine,Potassium
Huanglian,黄连,palmatine,Estrogen
Huanglian,黄连,palmatine,Androgen
Huanglian,黄连,palmatine,Sodium
Huanglian,黄连,palmatine,Nitric-oxide
Huanglian,黄连,palmatine,Coagulation
Huanglian,黄连,palmatine,Retinoic
Huanglian,黄连,palmatine,Beta-2
Huanglian,黄连,palmatine,Heat
Huanglian,黄连,palmatine,Cell
Huanglian,黄连,palmatine,cAMP-dependent
Huanglian,黄连,palmatine,Trypsin-1
Huanglian,黄连,palmatine,Proto-oncogene
Huanglian,黄连,palmatine,Nuclear
Huanglian,黄连,palmatine,Calmodulin
Huanglian,黄连,quercetin,Prostaglandin
Huanglian,黄连,quercetin,Nitric-oxide
Huanglian,黄连,quercetin,Coagulation
Huanglian,黄连,quercetin,Ornithine
Huanglian,黄连,quercetin,Retinoic
Huanglian,黄连,quercetin,Acetylcholinesterase
Huanglian,黄连,quercetin,Acetyl-CoA
Huanglian,黄连,quercetin,Beta-2
Huanglian,黄连,quercetin,Tumor
Huanglian,黄连,quercetin,DNA
Huanglian,黄连,quercetin,Aldose
Huanglian,黄连,quercetin,Epidermal
Huanglian,黄连,quercetin,Gamma-aminobutyric-acid
Huanglian,黄连,quercetin,"Maltase-glucoamylase,"
Huanglian,黄连,quercetin,Dipeptidyl
Huanglian,黄连,quercetin,Urokinase-type
Huanglian,黄连,quercetin,Interleukin-6
Huanglian,黄连,quercetin,Interstitial
Huanglian,黄连,quercetin,Mitogen-activated
Huanglian,黄连,quercetin,Serum
Huanglian,黄连,quercetin,Cathepsin
Huanglian,黄连,quercetin,Interferon
Huanglian,黄连,quercetin,Transcription
Huanglian,黄连,quercetin,Small
Huanglian,黄连,quercetin,Interleukin-1
Huanglian,黄连,quercetin,E-selectin
Huanglian,黄连,quercetin,Myeloperoxidase
Huanglian,黄连,quercetin,Cell
Huanglian,黄连,quercetin,Tissue-type
Huanglian,黄连,quercetin,Gap
Huanglian,黄连,quercetin,Vascular
Huanglian,黄连,quercetin,Stromelysin-1
Huanglian,黄连,quercetin,Heat
Huanglian,黄连,quercetin,Thrombomodulin
Huanglian,黄连,quercetin,Tissue
Huanglian,黄连,quercetin,NAD(P)H
Huanglian,黄连,quercetin,"Phosphatidylinositol-4,5-bisphosphate"
Huanglian,黄连,quercetin,Amine
Huanglian,黄连,quercetin,Xanthine
Huanglian,黄连,quercetin,Superoxide
Huanglian,黄连,quercetin,Cytochrome
Huanglian,黄连,quercetin,Cellular
Huanglian,黄连,quercetin,cAMP-dependent
Huanglian,黄连,quercetin,Heme
Huanglian,黄连,quercetin,Collagen
Huanglian,黄连,quercetin,Retinoblastoma-associated
Huanglian,黄连,quercetin,Trypsin-1
Huanglian,黄连,quercetin,Glutathione
Huanglian,黄连,quercetin,Prostatic
Huanglian,黄连,quercetin,Aryl
Huanglian,黄连,quercetin,Nuclear
Huanglian,黄连,quercetin,Interleukin-2
Huanglian,黄连,quercetin,Activator
Huanglian,黄连,quercetin,Apoptosis
Huanglian,黄连,quercetin,ATP-binding
Huanglian,黄连,quercetin,Baculoviral
Huanglian,黄连,quercetin,Bcl-2-like
Huanglian,黄连,quercetin,Caspase-3
Huanglian,黄连,quercetin,Caspase-8
Huanglian,黄连,quercetin,Caspase-9
Huanglian,黄连,quercetin,Caveolin-1
Huanglian,黄连,quercetin,CD40
Huanglian,黄连,quercetin,Claudin-4
Huanglian,黄连,quercetin,C-reactive
Huanglian,黄连,quercetin,C-X-C
Huanglian,黄连,quercetin,Cyclin-dependent
Huanglian,黄连,quercetin,DDB1-
Huanglian,黄连,quercetin,Dual
Huanglian,黄连,quercetin,ETS
Huanglian,黄连,quercetin,Eukaryotic
Huanglian,黄连,quercetin,G1/S-specific
Huanglian,黄连,quercetin,G2/mitotic-specific
Huanglian,黄连,quercetin,Hexokinase-2
Huanglian,黄连,quercetin,Homeobox
Huanglian,黄连,quercetin,Hyaluronan
Huanglian,黄连,quercetin,Hypoxia-inducible
Huanglian,黄连,quercetin,Inhibitor
Huanglian,黄连,quercetin,Insulin-like
Huanglian,黄连,quercetin,Intercellular
Huanglian,黄连,quercetin,Interleukin-10
Huanglian,黄连,quercetin,Interleukin-8
Huanglian,黄连,quercetin,Matrix
Huanglian,黄连,quercetin,Myc
Huanglian,黄连,quercetin,Neutrophil
Huanglian,黄连,quercetin,NF-kappa-B
Huanglian,黄连,quercetin,Nitric
Huanglian,黄连,quercetin,Osteopontin
Huanglian,黄连,quercetin,Peroxidase
Huanglian,黄连,quercetin,Peroxisome
Huanglian,黄连,quercetin,Plasminogen
Huanglian,黄连,quercetin,Poly
Huanglian,黄连,quercetin,Probable
Huanglian,黄连,quercetin,Procollagen
Huanglian,黄连,quercetin,Protein
Huanglian,黄连,quercetin,Proto-oncogene
Huanglian,黄连,quercetin,Puromycin-sensitive
Huanglian,黄连,quercetin,RAC-alpha
Huanglian,黄连,quercetin,RAF
Huanglian,黄连,quercetin,Ras
Huanglian,黄连,quercetin,Receptor
Huanglian,黄连,quercetin,Runt-related
Huanglian,黄连,quercetin,Serine/threonine-protein
Huanglian,黄连,quercetin,Signal
Huanglian,黄连,quercetin,Solute
Huanglian,黄连,quercetin,Transforming
Huanglian,黄连,quercetin,Type
Huanglian,黄连,quercetin,"Phosphatidylinositol-3,4,5-trisphosphate"
Huanglian,黄连,coptisine,Nitric
Huanglian,黄连,coptisine,Prostaglandin
Huanglian,黄连,coptisine,Potassium
Huanglian,黄连,coptisine,Estrogen
Huanglian,黄连,coptisine,Androgen
Huanglian,黄连,coptisine,Sodium
Huanglian,黄连,coptisine,Nitric-oxide
Huanglian,黄连,coptisine,Trypsin-1
Huanglian,黄连,Worenine,Nitric
Huanglian,黄连,Worenine,Prostaglandin
Huanglian,黄连,Worenine,Estrogen
Huanglian,黄连,Worenine,Androgen
Huanglian,黄连,Worenine,Serine/threonine-protein
Huanglian,黄连,Worenine,Proto-oncogene
