gene,name,score,source
LOC374443,C-Type Lectin Domain Family 2 Member D Pseudogene,1.17315,GeneCards
LRRC51,Leucine Rich Repeat Containing 51,1.17315,GeneCards
LRTM2,Leucine Rich Repeat Transmembrane Protein 2,1.17315,GeneCards
MAGEA8,MAGE Family Member A8,1.17315,GeneCards
MIR3911,MicroRNA 3911,1.17315,GeneCards
MIR3916,MicroRNA 3916,1.17315,GeneCards
OR10A7,Olfactory Receptor Family 10 Subfamily A Member 7,1.17315,GeneCards
OR10H4,Olfactory Receptor Family 10 Subfamily H Member 4,1.17315,GeneCards
OR10V1,Olfactory Receptor Family 10 Subfamily V Member 1,1.17315,GeneCards
OR2AG2,Olfactory Receptor Family 2 Subfamily AG Member 2,1.17315,GeneCards
OR2G2,Olfactory Receptor Family 2 Subfamily G Member 2,1.17315,GeneCards
OR2L3,Olfactory Receptor Family 2 Subfamily L Member 3,1.17315,GeneCards
OR4Q3,Olfactory Receptor Family 4 Subfamily Q Member 3,1.17315,GeneCards
OR51B2,Olfactory Receptor Family 51 Subfamily B Member 2,1.17315,GeneCards
OR51S1,Olfactory Receptor Family 51 Subfamily S Member 1,1.17315,GeneCards
OR52B6,Olfactory Receptor Family 52 Subfamily B Member 6,1.17315,GeneCards
OR52H1,Olfactory Receptor Family 52 Subfamily H Member 1,1.17315,GeneCards
OR5AP2,Olfactory Receptor Family 5 Subfamily AP Member 2,1.17315,GeneCards
OR5B21,Olfactory Receptor Family 5 Subfamily B Member 21,1.17315,GeneCards
OR7A17,Olfactory Receptor Family 7 Subfamily A Member 17,1.17315,GeneCards
OR7G3,Olfactory Receptor Family 7 Subfamily G Member 3,1.17315,GeneCards
OR8B2,Olfactory Receptor Family 8 Subfamily B Member 2,1.17315,GeneCards
OR8B4,Olfactory Receptor Family 8 Subfamily B Member 4,1.17315,GeneCards
OR8G5,Olfactory Receptor Family 8 Subfamily G Member 5,1.17315,GeneCards
PMCHL1,Pro-Melanin Concentrating Hormone Like 1 (Pseudogene),1.17315,GeneCards
POMZP3,POM121 And ZP3 Fusion,1.17315,GeneCards
PRB4,Proline Rich Protein BstNI Subfamily 4,1.17315,GeneCards
PRELID3B,PRELI Domain Containing 3B,1.17315,GeneCards
PRSS54,Serine Protease 54,1.17315,GeneCards
RBM18,RNA Binding Motif Protein 18,1.17315,GeneCards
RIPPLY3,Ripply Transcriptional Repressor 3,1.17315,GeneCards
RNASE9,Ribonuclease A Family Member 9 (Inactive),1.17315,GeneCards
RUNDC3B,RUN Domain Containing 3B,1.17315,GeneCards
SCML1,Scm Polycomb Group Protein Like 1,1.17315,GeneCards
SCRT2,Scratch Family Transcriptional Repressor 2,1.17315,GeneCards
SERPINA13P,"Serpin Family A Member 13, Pseudogene",1.17315,GeneCards
SP5,Sp5 Transcription Factor,1.17315,GeneCards
SPMIP8,Sperm Microtubule Inner Protein 8,1.17315,GeneCards
SPRN,Shadow Of Prion Protein,1.17315,GeneCards
TDRD10,Tudor Domain Containing 10,1.17315,GeneCards
THNSL1,Threonine Synthase Like 1,1.17315,GeneCards
TINCR,TINCR Ubiquitin Domain Containing,1.17315,GeneCards
TMCO4,Transmembrane And Coiled-Coil Domains 4,1.17315,GeneCards
TMEM132C,Transmembrane Protein 132C,1.17315,GeneCards
TTTY8,"Testis Expressed Transcript, Y-Linked 8",1.17315,GeneCards
TVP23B,Trans-Golgi Network Vesicle Protein 23 Homolog B,1.17315,GeneCards
VDAC1P8,Voltage Dependent Anion Channel 1 Pseudogene 8,1.17315,GeneCards
VWFP1,Von Willebrand Factor Pseudogene 1,1.17315,GeneCards
WDR97,WD Repeat Domain 97,1.17315,GeneCards
WFDC12,WAP Four-Disulfide Core Domain 12,1.17315,GeneCards
WFDC3,WAP Four-Disulfide Core Domain 3,1.17315,GeneCards
WFDC5,WAP Four-Disulfide Core Domain 5,1.17315,GeneCards
YPEL1,Yippee Like 1,1.17315,GeneCards
ZBTB6,Zinc Finger And BTB Domain Containing 6,1.17315,GeneCards
ZNF576,Zinc Finger Protein 576,1.17315,GeneCards
ZNF660,Zinc Finger Protein 660,1.17315,GeneCards
ZNF672,Zinc Finger Protein 672,1.17315,GeneCards
ZNF80,Zinc Finger Protein 80,1.17315,GeneCards
ABHD13,Abhydrolase Domain Containing 13,1.17315,GeneCards
ACTBP7,ACTB Pseudogene 7,1.17315,GeneCards
ADAM3B,ADAM Metallopeptidase Domain 3B (Pseudogene),1.17315,GeneCards
AGBL4-IT1,AGBL4 Intronic Transcript 1,1.17315,GeneCards
AKNAD1,AKNA Domain Containing 1,1.17315,GeneCards
ANKRD26P1,Ankyrin Repeat Domain 26 Pseudogene 1,1.17315,GeneCards
APOL5,Apolipoprotein L5,1.17315,GeneCards
BABAM2-AS1,BABAM2 Antisense RNA 1,1.17315,GeneCards
CBY2,Chibby Family Member 2,1.17315,GeneCards
CCDC180,Coiled-Coil Domain Containing 180,1.17315,GeneCards
CELP,Carboxyl Ester Lipase Pseudogene,1.17315,GeneCards
CIB4,Calcium And Integrin Binding Family Member 4,1.17315,GeneCards
CMTM1,CKLF Like MARVEL Transmembrane Domain Containing 1,1.17315,GeneCards
CYSTM1,Cysteine Rich Transmembrane Module Containing 1,1.17315,GeneCards
EMBP1,Embigin Pseudogene 1,1.17315,GeneCards
FAM9C,Family With Sequence Similarity 9 Member C,1.17315,GeneCards
FBRS,Fibrosin,1.17315,GeneCards
FBXL9P,"F-Box And Leucine Rich Repeat Protein, Pseudogene",1.17315,GeneCards
FOXP1-IT1,FOXP1 Intronic Transcript 1,1.17315,GeneCards
FSIP1,Fibrous Sheath Interacting Protein 1,1.17315,GeneCards
HNRNPA3P1,Heterogeneous Nuclear Ribonucleoprotein A3 Pseudogene 1,1.17315,GeneCards
HRES1,HTLV-1 Related Endogenous Sequence (Pseudogene),1.17315,GeneCards
HSPD1P11,Heat Shock Protein Family D (Hsp60) Member 1 Pseudogene 11,1.17315,GeneCards
IGFLR1,IGF Like Family Receptor 1,1.17315,GeneCards
KLHDC4,Kelch Domain Containing 4,1.17315,GeneCards
KRABD4,KRAB Domain Containing 4,1.17315,GeneCards
KRTAP1-5,Keratin Associated Protein 1-5,1.17315,GeneCards
LCE2B,Late Cornified Envelope 2B,1.17315,GeneCards
LENG1,Leukocyte Receptor Cluster Member 1,1.17315,GeneCards
LINC01038,Long Intergenic Non-Protein Coding RNA 1038,1.17315,GeneCards
LINC01372,Long Intergenic Non-Protein Coding RNA 1372,1.17315,GeneCards
LINC02692,Long Intergenic Non-Protein Coding RNA 2692,1.17315,GeneCards
LINGO4,Leucine Rich Repeat And Ig Domain Containing 4,1.17315,GeneCards
LOC100289230,Uncharacterized LOC100289230,1.17315,GeneCards
LOC101928389,Uncharacterized LOC101928389,1.17315,GeneCards
LOC105369165,Uncharacterized LOC105369165,1.17315,GeneCards
LOC126859963,BRD4-Independent Group 4 Enhancer GRCh37_chr7:22766269-22767468,1.17315,GeneCards
LRRC27,Leucine Rich Repeat Containing 27,1.17315,GeneCards
MAGEB1,MAGE Family Member B1,1.17315,GeneCards
MBD3L2,Methyl-CpG Binding Domain Protein 3 Like 2,1.17315,GeneCards
MIR4261,MicroRNA 4261,1.17315,GeneCards
MIR4466,MicroRNA 4466,1.17315,GeneCards
MIR4480,MicroRNA 4480,1.17315,GeneCards
MORN2,MORN Repeat Containing 2,1.17315,GeneCards
N4BP2L2-IT2,N4BPL2 Intronic Transcript 2,1.17315,GeneCards
NDUFV2P1,NADH:Ubiquinone Oxidoreductase Core Subunit V2 Pseudogene 1,1.17315,GeneCards
NKAIN1,Sodium/Potassium Transporting ATPase Interacting 1,1.17315,GeneCards
NKAPL,NFKB Activating Protein Like,1.17315,GeneCards
NXPH2,Neurexophilin 2,1.17315,GeneCards
OLMALINC,Oligodendrocyte Maturation-Associated Long Intergenic Non-Coding RNA,1.17315,GeneCards
OR10H3,Olfactory Receptor Family 10 Subfamily H Member 3,1.17315,GeneCards
OR2A2,Olfactory Receptor Family 2 Subfamily A Member 2,1.17315,GeneCards
OR2T5,Olfactory Receptor Family 2 Subfamily T Member 5,1.17315,GeneCards
OR4A47,Olfactory Receptor Family 4 Subfamily A Member 47,1.17315,GeneCards
OR4A5,Olfactory Receptor Family 4 Subfamily A Member 5,1.17315,GeneCards
OR4M2,Olfactory Receptor Family 4 Subfamily M Member 2,1.17315,GeneCards
OR4N5,Olfactory Receptor Family 4 Subfamily N Member 5,1.17315,GeneCards
OR51A2,Olfactory Receptor Family 51 Subfamily A Member 2,1.17315,GeneCards
OR52D1,Olfactory Receptor Family 52 Subfamily D Member 1,1.17315,GeneCards
OR5B2,Olfactory Receptor Family 5 Subfamily B Member 2,1.17315,GeneCards
OR5M1,Olfactory Receptor Family 5 Subfamily M Member 1,1.17315,GeneCards
OR5M8,Olfactory Receptor Family 5 Subfamily M Member 8,1.17315,GeneCards
OR5P2,Olfactory Receptor Family 5 Subfamily P Member 2,1.17315,GeneCards
OR5T3,Olfactory Receptor Family 5 Subfamily T Member 3,1.17315,GeneCards
OR6K2,Olfactory Receptor Family 6 Subfamily K Member 2,1.17315,GeneCards
OR6Y1,Olfactory Receptor Family 6 Subfamily Y Member 1,1.17315,GeneCards
OR7K1P,Olfactory Receptor Family 7 Subfamily K Member 1 Pseudogene,1.17315,GeneCards
OR8B12,Olfactory Receptor Family 8 Subfamily B Member 12,1.17315,GeneCards
OR8H3,Olfactory Receptor Family 8 Subfamily H Member 3,1.17315,GeneCards
OR8I2,Olfactory Receptor Family 8 Subfamily I Member 2,1.17315,GeneCards
OR8K1,Olfactory Receptor Family 8 Subfamily K Member 1,1.17315,GeneCards
PABPC1P2,Poly(A) Binding Protein Cytoplasmic 1 Pseudogene 2,1.17315,GeneCards
PCDHB1,Protocadherin Beta 1,1.17315,GeneCards
PEDS1-UBE2V1,PEDS1-UBE2V1 Readthrough,1.17315,GeneCards
PMS2P4,"PMS1 Homolog 2, Mismatch Repair System Component Pseudogene 4",1.17315,GeneCards
PNMA1,PNMA Family Member 1,1.17315,GeneCards
RPL18AP3,Ribosomal Protein L18a Pseudogene 3,1.17315,GeneCards
RPL21P10,Ribosomal Protein L21 Pseudogene 10,1.17315,GeneCards
RPS2P29,Ribosomal Protein S2 Pseudogene 29,1.17315,GeneCards
SPINK9,Serine Peptidase Inhibitor Kazal Type 9,1.17315,GeneCards
TMEM154,Transmembrane Protein 154,1.17315,GeneCards
TMEM71,Transmembrane Protein 71,1.17315,GeneCards
TVP23C,Trans-Golgi Network Vesicle Protein 23 Homolog C,1.17315,GeneCards
UBFD1,Ubiquitin Family Domain Containing 1,1.17315,GeneCards
VSIG8,V-Set And Immunoglobulin Domain Containing 8,1.17315,GeneCards
WDR5B,WD Repeat Domain 5B,1.17315,GeneCards
XG,Xg Glycoprotein (Xg Blood Group),1.17315,GeneCards
YES1P1,YES1 Pseudogene 1,1.17315,GeneCards
ZFP3,ZFP3 Zinc Finger Protein,1.17315,GeneCards
ZMAT1,Zinc Finger Matrin-Type 1,1.17315,GeneCards
ZMYM1,Zinc Finger MYM-Type Containing 1,1.17315,GeneCards
ZNF117,Zinc Finger Protein 117,1.17315,GeneCards
ZNF280A,Zinc Finger Protein 280A,1.17315,GeneCards
ZSWIM5,Zinc Finger SWIM-Type Containing 5,1.17315,GeneCards
AAVS1,Adeno-Associated Virus Integration Site 1,1.17315,GeneCards
ACTRT2,Actin Related Protein T2,1.17315,GeneCards
AGAP1-IT1,AGAP1 Intronic Transcript 1,1.17315,GeneCards
ANKRD35,Ankyrin Repeat Domain 35,1.17315,GeneCards
BRI3BP,BRI3 Binding Protein,1.17315,GeneCards
CAMK2N2,Calcium/Calmodulin Dependent Protein Kinase II Inhibitor 2,1.17315,GeneCards
CTAG1A,Cancer/Testis Antigen 1A,1.17315,GeneCards
DEFB125,Defensin Beta 125,1.17315,GeneCards
DEFB128,Defensin Beta 128,1.17315,GeneCards
DIP2A-IT1,DIP2A Intronic Transcript 1,1.17315,GeneCards
E2F3P2,E2F Transcription Factor 3 Pseudogene 2,1.17315,GeneCards
FAM98C,Family With Sequence Similarity 98 Member C,1.17315,GeneCards
FBXO47,F-Box Protein 47,1.17315,GeneCards
GLT8D2,Glycosyltransferase 8 Domain Containing 2,1.17315,GeneCards
GOLGA2P5,GOLGA2 Pseudogene 5,1.17315,GeneCards
HMGN1P1,High Mobility Group Nucleosome Binding Domain 1 Pseudogene 1,1.17315,GeneCards
IGES,"Immunoglobulin E Concentration, Serum",1.17315,GeneCards
ITIH6,Inter-Alpha-Trypsin Inhibitor Heavy Chain Family Member 6,1.17315,GeneCards
JMJD7-PLA2G4B,JMJD7-PLA2G4B Readthrough,1.17315,GeneCards
KRTAP3-2,Keratin Associated Protein 3-2,1.17315,GeneCards
LINC00652,Long Intergenic Non-Protein Coding RNA 652,1.17315,GeneCards
LOC101926889,Uncharacterized LOC101926889,1.17315,GeneCards
LOC101928446,Uncharacterized LOC101928446,1.17315,GeneCards
LOC111188156,CSF1R Promoter/Intronic Regulatory Region,1.17315,GeneCards
LOC129995400,ATAC-STARR-Seq Lymphoblastoid Silent Region 16704,1.17315,GeneCards
LOC401261,Uncharacterized LOC401261,1.17315,GeneCards
LRIT2,"Leucine Rich Repeat, Ig-Like And Transmembrane Domains 2",1.17315,GeneCards
LRRC2-AS1,LRRC2 Antisense RNA 1,1.17315,GeneCards
LRRC31,Leucine Rich Repeat Containing 31,1.17315,GeneCards
MAGEB4,MAGE Family Member B4,1.17315,GeneCards
MIR1470,MicroRNA 1470,1.17315,GeneCards
MIR4750,MicroRNA 4750,1.17315,GeneCards
NBPF5P,"NBPF Member 5, Pseudogene",1.17315,GeneCards
OR10G2,Olfactory Receptor Family 10 Subfamily G Member 2,1.17315,GeneCards
OR10X1,Olfactory Receptor Family 10 Subfamily X Member 1,1.17315,GeneCards
OR13C8,Olfactory Receptor Family 13 Subfamily C Member 8,1.17315,GeneCards
OR1B1,Olfactory Receptor Family 1 Subfamily B Member 1,1.17315,GeneCards
OR1S2,Olfactory Receptor Family 1 Subfamily S Member 2,1.17315,GeneCards
OR2T11,Olfactory Receptor Family 2 Subfamily T Member 11,1.17315,GeneCards
OR2T29,Olfactory Receptor Family 2 Subfamily T Member 29,1.17315,GeneCards
OR2Y1,Olfactory Receptor Family 2 Subfamily Y Member 1,1.17315,GeneCards
OR4D10,Olfactory Receptor Family 4 Subfamily D Member 10,1.17315,GeneCards
OR4F6,Olfactory Receptor Family 4 Subfamily F Member 6,1.17315,GeneCards
OR4K15,Olfactory Receptor Family 4 Subfamily K Member 15,1.17315,GeneCards
OR4K17,Olfactory Receptor Family 4 Subfamily K Member 17,1.17315,GeneCards
OR51F1,Olfactory Receptor Family 51 Subfamily F Member 1,1.17315,GeneCards
OR51T1,Olfactory Receptor Family 51 Subfamily T Member 1,1.17315,GeneCards
OR52K2,Olfactory Receptor Family 52 Subfamily K Member 2,1.17315,GeneCards
OR5B17,Olfactory Receptor Family 5 Subfamily B Member 17,1.17315,GeneCards
OR5D18,Olfactory Receptor Family 5 Subfamily D Member 18,1.17315,GeneCards
OR5J2,Olfactory Receptor Family 5 Subfamily J Member 2,1.17315,GeneCards
OR5K3,Olfactory Receptor Family 5 Subfamily K Member 3,1.17315,GeneCards
OR6K3,Olfactory Receptor Family 6 Subfamily K Member 3,1.17315,GeneCards
OXCT2P1,3-Oxoacid CoA-Transferase 2 Pseudogene 1,1.17315,GeneCards
PARP11-AS1,PARP11 Antisense RNA 1,1.17315,GeneCards
PCNX3,Pecanex 3,1.17315,GeneCards
PDCL3P4,PDCL3 Pseudogene 4,1.17315,GeneCards
PHTF2,Putative Homeodomain Transcription Factor 2,1.17315,GeneCards
PRAMEF1,PRAME Family Member 1,1.17315,GeneCards
PRH2,Proline Rich Protein HaeIII Subfamily 2,1.17315,GeneCards
PRSS35,Serine Protease 35,1.17315,GeneCards
RBBP4P1,RBBP4 Pseudogene 1,1.17315,GeneCards
RIBC1,RIB43A Domain With Coiled-Coils 1,1.17315,GeneCards
RPL10P16,Ribosomal Protein L10 Pseudogene 16,1.17315,GeneCards
RPL6P8,Ribosomal Protein L6 Pseudogene 8,1.17315,GeneCards
RPS15P4,Ribosomal Protein S15 Pseudogene 4,1.17315,GeneCards
RPSAP48,Ribosomal Protein SA Pseudogene 48,1.17315,GeneCards
RTL4,Retrotransposon Gag Like 4,1.17315,GeneCards
SMG1P3,SMG1 Pseudogene 3,1.17315,GeneCards
TC2N,"Tandem C2 Domains, Nuclear",1.17315,GeneCards
TCHHL1,Trichohyalin Like 1,1.17315,GeneCards
TMEM26,Transmembrane Protein 26,1.17315,GeneCards
TMEM51,Transmembrane Protein 51,1.17315,GeneCards
UGT1A12P,"UDP Glucuronosyltransferase Family 1 Member A12, Pseudogene",1.17315,GeneCards
VCX3A,Variable Charge X-Linked 3A,1.17315,GeneCards
VN1R4,Vomeronasal 1 Receptor 4,1.17315,GeneCards
ZSCAN12P1,Zinc Finger And SCAN Domain Containing 12 Pseudogene 1,1.17315,GeneCards
ADAM20P1,ADAM Metallopeptidase Domain 20 Pseudogene 1,1.17315,GeneCards
ASAP1-IT1,ASAP1 Intronic Transcript 1,1.17315,GeneCards
ATXN7L2,Ataxin 7 Like 2,1.17315,GeneCards
BEND4,BEN Domain Containing 4,1.17315,GeneCards
CCDC81,Coiled-Coil Domain Containing 81,1.17315,GeneCards
CDY2B,Chromodomain Y-Linked 2B,1.17315,GeneCards
CGB1,Chorionic Gonadotropin Subunit Beta 1,1.17315,GeneCards
CMTM2,CKLF Like MARVEL Transmembrane Domain Containing 2,1.17315,GeneCards
CNFN,Cornifelin,1.17315,GeneCards
CST9L,Cystatin 9 Like,1.17315,GeneCards
DEFB108B,Defensin Beta 108B,1.17315,GeneCards
DEFB129,Defensin Beta 129,1.17315,GeneCards
ECEL1P2,Endothelin Converting Enzyme Like 1 Pseudogene 2,1.17315,GeneCards
EDDM3A,Epididymal Protein 3A,1.17315,GeneCards
ENPP7P4,Ectonucleotide Pyrophosphatase/Phosphodiesterase 7 Pseudogene 4,1.17315,GeneCards
FAM72A,Family With Sequence Similarity 72 Member A,1.17315,GeneCards
FBXO39,F-Box Protein 39,1.17315,GeneCards
HSFX1,"Heat Shock Transcription Factor Family, X-Linked 1",1.17315,GeneCards
IMMTP1,Inner Membrane Mitochondrial Protein Pseudogene 1,1.17315,GeneCards
KCND3-IT1,KCND3 Intronic Transcript 1,1.17315,GeneCards
KRT88P,"Keratin 88, Pseudogene",1.17315,GeneCards
KRTAP10-8,Keratin Associated Protein 10-8,1.17315,GeneCards
KRTAP13-2,Keratin Associated Protein 13-2,1.17315,GeneCards
KRTAP2-4,Keratin Associated Protein 2-4,1.17315,GeneCards
KRTAP4-12,Keratin Associated Protein 4-12,1.17315,GeneCards
KRTAP5-9,Keratin Associated Protein 5-9,1.17315,GeneCards
LCE3B,Late Cornified Envelope 3B,1.17315,GeneCards
LCE3C,Late Cornified Envelope 3C,1.17315,GeneCards
LCE4A,Late Cornified Envelope 4A,1.17315,GeneCards
LCN9,Lipocalin 9,1.17315,GeneCards
LDLRAD1,Low Density Lipoprotein Receptor Class A Domain Containing 1,1.17315,GeneCards
LIX1L,Limb And CNS Expressed 1 Like,1.17315,GeneCards
LOC100506207,Uncharacterized LOC100506207,1.17315,GeneCards
LOC101927551,Uncharacterized LOC101927551,1.17315,GeneCards
LOC101927560,Uncharacterized LOC101927560,1.17315,GeneCards
LOC101929098,Uncharacterized LOC101929098,1.17315,GeneCards
LOC102724637,Uncharacterized LOC102724637,1.17315,GeneCards
LOC105369147,Uncharacterized LOC105369147,1.17315,GeneCards
LOC105369595,Uncharacterized LOC105369595,1.17315,GeneCards
LOC105370315,Uncharacterized LOC105370315,1.17315,GeneCards
LOC110596866,CYP7A1 5' Regulatory Region,1.17315,GeneCards
LOC285097,Uncharacterized FLJ38379,1.17315,GeneCards
MTND5P15,MT-ND5 Pseudogene 15,1.17315,GeneCards
NUDCP1,Nuclear Distribution C Pseudogene 1,1.17315,GeneCards
NUDT9P1,Nudix Hydrolase 9 Pseudogene 1,1.17315,GeneCards
OR13D1,Olfactory Receptor Family 13 Subfamily D Member 1,1.17315,GeneCards
OR1S1,Olfactory Receptor Family 1 Subfamily S Member 1,1.17315,GeneCards
OR52B4,Olfactory Receptor Family 52 Subfamily B Member 4,1.17315,GeneCards
OR52J3,Olfactory Receptor Family 52 Subfamily J Member 3,1.17315,GeneCards
OR52K1,Olfactory Receptor Family 52 Subfamily K Member 1,1.17315,GeneCards
OR5B12,Olfactory Receptor Family 5 Subfamily B Member 12,1.17315,GeneCards
PLET1,Placenta Expressed Transcript 1,1.17315,GeneCards
PRAMEF8,PRAME Family Member 8,1.17315,GeneCards
PRO1804,Uncharacterized LOC100133319,1.17315,GeneCards
RCN1P2,Reticulocalbin 1 Pseudogene 2,1.17315,GeneCards
RPL10P9,Ribosomal Protein L10 Pseudogene 9,1.17315,GeneCards
RPL21P32,Ribosomal Protein L21 Pseudogene 32,1.17315,GeneCards
RPL39P3,Ribosomal Protein L39 Pseudogene 3,1.17315,GeneCards
RPL7P16,Ribosomal Protein L7 Pseudogene 16,1.17315,GeneCards
SAMD10,Sterile Alpha Motif Domain Containing 10,1.17315,GeneCards
SERF2,Small EDRK-Rich Factor 2,1.17315,GeneCards
SPINK6,Serine Peptidase Inhibitor Kazal Type 6,1.17315,GeneCards
SUGT1P2,SUGT1 Pseudogene 2,1.17315,GeneCards
TEX29,Testis Expressed 29,1.17315,GeneCards
TIGD3,Tigger Transposable Element Derived 3,1.17315,GeneCards
TMED6,Transmembrane P24 Trafficking Protein 6,1.17315,GeneCards
TMEM139,Transmembrane Protein 139,1.17315,GeneCards
TRIM6-TRIM34,TRIM6-TRIM34 Readthrough,1.17315,GeneCards
TTC27,Tetratricopeptide Repeat Domain 27,1.17315,GeneCards
TTTY12,"Testis Expressed Transcript, Y-Linked 12",1.17315,GeneCards
VDAC2P2,VDAC2 Pseudogene 2,1.17315,GeneCards
ZBED2,Zinc Finger BED-Type Containing 2,1.17315,GeneCards
ZNF101P2,Zinc Finger Protein 101 Pseudogene 2,1.17315,GeneCards
ZYG11A,"Zyg-11 Family Member A, Cell Cycle Regulator",1.17315,GeneCards
ACTRT3,Actin Related Protein T3,1.17315,GeneCards
AKR1B1P3,Aldo-Keto Reductase Family 1 Member B1 Pseudogene 3,1.17315,GeneCards
C22orf46P,"Chromosome 22 Open Reading Frame 46, Pseudogene",1.17315,GeneCards
CGB2,Chorionic Gonadotropin Subunit Beta 2,1.17315,GeneCards
CHIC1,Cysteine Rich Hydrophobic Domain 1,1.17315,GeneCards
DEFB105A,Defensin Beta 105A,1.17315,GeneCards
ID2B,Inhibitor Of DNA Binding 2B (Pseudogene),1.17315,GeneCards
IGFL3,IGF Like Family Member 3,1.17315,GeneCards
IGHV1-69,Immunoglobulin Heavy Variable 1-69,1.17315,GeneCards
KCNQ5-IT1,KCNQ5 Intronic Transcript 1,1.17315,GeneCards
KIR2DS3,"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 3",1.17315,GeneCards
KRTAP10-7,Keratin Associated Protein 10-7,1.17315,GeneCards
KRTAP12-2,Keratin Associated Protein 12-2,1.17315,GeneCards
KRTAP4-2,Keratin Associated Protein 4-2,1.17315,GeneCards
KRTAP5-4,Keratin Associated Protein 5-4,1.17315,GeneCards
KRTAP8-1,Keratin Associated Protein 8-1,1.17315,GeneCards
LCE1A,Late Cornified Envelope 1A,1.17315,GeneCards
LINC00260,Long Intergenic Non-Protein Coding RNA 260,1.17315,GeneCards
LINC01005,Long Intergenic Non-Protein Coding RNA 1005,1.17315,GeneCards
LIX1,Limb And CNS Expressed 1,1.17315,GeneCards
LOC101927432,Uncharacterized LOC101927432,1.17315,GeneCards
LOC105369212,Uncharacterized LOC105369212,1.17315,GeneCards
LOC105375587,Uncharacterized LOC105375587,1.17315,GeneCards
LOC105375971,Uncharacterized LOC105375971,1.17315,GeneCards
LOC105377503,Uncharacterized LOC105377503,1.17315,GeneCards
LOC105378095,Uncharacterized LOC105378095,1.17315,GeneCards
LOC110673971,CYP11B2 Promoter,1.17315,GeneCards
LOC129998829,ATAC-STARR-Seq Lymphoblastoid Silent Region 18382,1.17315,GeneCards
LOC93463,Uncharacterized LOC93463,1.17315,GeneCards
MKRN5P,"Makorin Ring Finger Protein 5, Pseudogene",1.17315,GeneCards
NPM1P7,Nucleophosmin 1 Pseudogene 7,1.17315,GeneCards
NTM-IT,NTM Intronic Transcript,1.17315,GeneCards
NXPE2,Neurexophilin And PC-Esterase Domain Family Member 2,1.17315,GeneCards
OR11H6,Olfactory Receptor Family 11 Subfamily H Member 6,1.17315,GeneCards
OR11L1,Olfactory Receptor Family 11 Subfamily L Member 1,1.17315,GeneCards
OR1K1,Olfactory Receptor Family 1 Subfamily K Member 1,1.17315,GeneCards
OR1L1,Olfactory Receptor Family 1 Subfamily L Member 1,1.17315,GeneCards
OR52E5,Olfactory Receptor Family 52 Subfamily E Member 5,1.17315,GeneCards
OR6C68,Olfactory Receptor Family 6 Subfamily C Member 68,1.17315,GeneCards
PDE9A-AS1,PDE9A Antisense RNA 1,1.17315,GeneCards
PPP1R8P1,Protein Phosphatase 1 Regulatory Subunit 8 Pseudogene 1,1.17315,GeneCards
PRAMEF10,PRAME Family Member 10,1.17315,GeneCards
RPL35AP2,Ribosomal Protein L35a Pseudogene 2,1.17315,GeneCards
RPL9P16,Ribosomal Protein L9 Pseudogene 16,1.17315,GeneCards
RPS3P7,Ribosomal Protein S3 Pseudogene 7,1.17315,GeneCards
SERF1B,Small EDRK-Rich Factor 1B,1.17315,GeneCards
SPRR2G,Small Proline Rich Protein 2G,1.17315,GeneCards
