"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","4/54","20/25615",0.2,94.8703703703704,19.3024583768118,8.33302554793863e-08,0.000535313561199577,0.000535313561199577,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","4/54","25/25615",0.16,75.8962962962963,17.2203456968176,2.15877485210265e-07,0.000639324780610771,0.000639324780610771,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","4/54","27/25615",0.148148148148148,70.2743484224966,16.553232804267,2.98563876374893e-07,0.000639324780610771,0.000639324780610771,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0051251","positive regulation of lymphocyte activation","8/54","338/25615",0.0236686390532544,11.2272627657243,8.69964763398415,5.19113142929626e-07,0.000779873270338888,0.000779873270338888,"Igf1/Cd74/Clec7a/H2-Ab1/Ighm/Efnb3/H2-Eb1/H2-Aa",8
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","4/54","32/25615",0.125,59.2939814814815,15.1659505204187,6.06999743414452e-07,0.000779873270338888,0.000779873270338888,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0002696","positive regulation of leukocyte activation","8/54","376/25615",0.0212765957446809,10.0925925925926,8.16379790647651,1.15509466051669e-06,0.0010306147415967,0.0010306147415967,"Igf1/Cd74/Clec7a/H2-Ab1/Ighm/Efnb3/H2-Eb1/H2-Aa",8
"GO:0019884","antigen processing and presentation of exogenous antigen","4/54","39/25615",0.102564102564103,48.6514719848053,13.6879678048526,1.37329274405119e-06,0.0010306147415967,0.0010306147415967,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0002399","MHC class II protein complex assembly","3/54","11/25615",0.272727272727273,129.368686868687,19.5725852940121,1.44388740261057e-06,0.0010306147415967,0.0010306147415967,"H2-Ab1/H2-Eb1/H2-Aa",3
"GO:0002503","peptide antigen assembly with MHC class II protein complex","3/54","11/25615",0.272727272727273,129.368686868687,19.5725852940121,1.44388740261057e-06,0.0010306147415967,0.0010306147415967,"H2-Ab1/H2-Eb1/H2-Aa",3
"GO:0050867","positive regulation of cell activation","8/54","401/25615",0.0199501246882793,9.46337859056063,7.85130308679289,1.86582274289609e-06,0.00119860453003645,0.00119860453003645,"Igf1/Cd74/Clec7a/H2-Ab1/Ighm/Efnb3/H2-Eb1/H2-Aa",8
"GO:0002396","MHC protein complex assembly","3/54","18/25615",0.166666666666667,79.0586419753086,15.2268255459685,7.06641981176192e-06,0.00378289007256322,0.00378289007256322,"H2-Ab1/H2-Eb1/H2-Aa",3
"GO:0002501","peptide antigen assembly with MHC protein complex","3/54","18/25615",0.166666666666667,79.0586419753086,15.2268255459685,7.06641981176192e-06,0.00378289007256322,0.00378289007256322,"H2-Ab1/H2-Eb1/H2-Aa",3
"GO:0019882","antigen processing and presentation","5/54","139/25615",0.0359712230215827,17.0630162536637,8.72801614969989,1.11798250767228e-05,0.00552455356098977,0.00552455356098977,"Cd74/H2-Ab1/Ighm/H2-Eb1/H2-Aa",5
"GO:0050870","positive regulation of T cell activation","6/54","253/25615",0.0237154150197628,11.2494510320597,7.53036069227686,1.51944297703439e-05,0.00697207263176353,0.00697207263176353,"Igf1/Cd74/H2-Ab1/Efnb3/H2-Eb1/H2-Aa",6
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","6/54","281/25615",0.0213523131672598,10.1285092922104,7.07209036243045,2.74318410036362e-05,0.0117481431071572,0.0117481431071572,"Igf1/Cd74/H2-Ab1/Efnb3/H2-Eb1/H2-Aa",6
"GO:0048002","antigen processing and presentation of peptide antigen","4/54","87/25615",0.0459770114942529,21.8092805449127,8.93624276243122,3.44831664633254e-05,0.0138449913350251,0.0138449913350251,"Cd74/H2-Ab1/H2-Eb1/H2-Aa",4
"GO:0022409","positive regulation of cell-cell adhesion","6/54","338/25615",0.0177514792899408,8.42044707429323,6.31207746507996,7.65051059336526e-05,0.0289099294422226,0.0289099294422226,"Igf1/Cd74/H2-Ab1/Efnb3/H2-Eb1/H2-Aa",6
"GO:0019233","sensory perception of pain","4/54","114/25615",0.0350877192982456,16.6439246263808,7.69424829908639,9.91168236740578e-05,0.0353736930712304,0.0353736930712304,"Ephb1/Kcna1/Mme/Penk",4
